"","AIZ.Open","AIZ.High","AIZ.Low","AIZ.Close","AIZ.Volume","AIZ.Adjusted"
"46",99.779999,100.169998,99.480003,99.970001,251100,90.822685
"47",100.370003,100.379997,99.489998,99.639999,293000,90.522888
"48",99.480003,100.110001,99.129997,99.410004,335900,90.313927
"49",99.269997,99.790001,98.050003,99.489998,324400,90.38662
"50",99.25,99.660004,98.599998,99.019997,343700,89.959618
"51",99.029999,99.5,98.089996,98.589996,382200,89.568977
"52",98.589996,99.230003,98.150002,98.970001,806500,89.914192
"53",98.610001,98.610001,97.410004,97.650002,366000,88.714973
"54",98.230003,98.230003,95.370003,95.449997,567500,86.716278
"55",95.470001,95.970001,94.779999,95.580002,355600,86.834381
"56",95.309998,96.489998,95.110001,95.339996,482200,86.616333
"57",95.510002,96.129997,94.68,95.059998,298200,86.361961
"58",93.860001,94.949997,93.360001,94.559998,539000,85.907707
"59",94.339996,95.730003,93.900002,95.5,461000,86.761688
"60",95.389999,95.459999,94.25,94.309998,445600,85.68058
"61",94.480003,95.519997,94.309998,95.440002,307700,86.707191
"62",95.370003,96.139999,94.339996,95.669998,281300,86.916153
"63",95.82,96.160004,93.949997,95.010002,412000,86.316544
"64",94.779999,95.650002,94.339996,94.959999,287300,86.271103
"65",95.760002,95.760002,94.290001,94.349998,387200,85.716911
"66",94.339996,94.860001,93.610001,94.790001,665400,86.116676
"67",94.269997,95.410004,93.989998,94.690002,275800,86.025818
"68",94.690002,95.940002,94.650002,94.849998,260600,86.171181
"69",94.57,95.25,94.059998,95.209999,175600,86.498238
"70",94.870003,95.059998,93.540001,93.629997,352000,85.062805
"71",92.910004,94.07,92.349998,92.68,465500,84.19973
"72",93.190002,94.25,92.959999,94.220001,322200,85.598824
"73",93.610001,94.040001,92.870003,93.599998,349700,85.035561
"74",94.410004,94.629997,93.660004,93.970001,265000,85.371696
"75",94.470001,95.650002,93.940002,95.110001,390900,86.407387
"76",94.849998,95.220001,94.540001,94.699997,345500,86.034889
"77",95.57,96.389999,95.550003,96.120003,414800,87.324959
"78",96.550003,97.349998,96.220001,96.919998,387000,88.051781
"79",97.010002,98.010002,96.919998,97.019997,294100,88.142609
"80",97.160004,97.489998,96.949997,97.120003,350100,88.233482
"81",97.029999,97.099998,96.089996,96.239998,309100,87.43399
"82",96.900002,97.419998,96.269997,97.25,315300,88.351555
"83",97.25,98.290001,97.129997,98.139999,435700,89.160141
"84",99.989998,104.669998,98.699997,104.510002,1152700,94.947289
"85",104.559998,106.019997,103.870003,104.470001,505600,94.910942
"86",104.57,104.949997,103.110001,103.919998,351200,94.411263
"87",104.190002,105.559998,104.120003,105.300003,418100,95.664986
"88",105.260002,105.989998,104.290001,104.43,417400,94.874596
"89",103.970001,104.68,103.269997,103.629997,389800,94.147789
"90",103.300003,103.790001,102.360001,102.650002,407700,93.257477
"91",102.360001,102.690002,101.959999,102.050003,279000,92.712372
"92",102.300003,102.739998,101.410004,102.260002,257100,92.903152
"93",102.300003,102.75,101.699997,101.970001,235000,92.639687
"94",101.970001,101.970001,100,100.160004,470900,90.995308
"95",100.300003,100.300003,99.110001,99.279999,429700,90.195831
"96",99.580002,100.029999,99.18,99.529999,417400,90.422951
"97",100.040001,100.199997,99.230003,99.589996,343100,90.477455
"98",99.589996,99.720001,98.669998,99.489998,429000,90.38662
"99",99.550003,99.690002,98.68,99.400002,281900,90.304848
"100",99.199997,100.68,99.010002,100.449997,257400,91.747986
"101",100.360001,100.449997,98.900002,99.279999,279500,90.679321
"102",99.18,99.540001,98.32,98.550003,387700,90.012573
"103",98.639999,98.639999,97.279999,97.980003,689500,89.491951
"104",98.639999,100.449997,98.059998,100.150002,357500,91.473953
"105",99.669998,100.349998,98.809998,100.160004,348300,91.483093
"106",100.169998,100.800003,99,99.089996,339400,90.505791
"107",98.68,99.059998,98.010002,98.989998,308500,90.414429
"108",99.290001,99.559998,98.470001,98.709999,271300,90.158699
"109",98.709999,99.830002,98.709999,99.290001,757300,90.688477
"110",99.730003,101.919998,99.720001,101.68,389800,92.871414
"111",101.900002,102.050003,100.790001,101.300003,460000,92.524353
"112",101.32,102.230003,101.120003,101.730003,274800,92.917068
"113",101.510002,102.660004,101.18,102.330002,353900,93.465096
"114",101.559998,103.970001,101.559998,103.519997,341500,94.55201
"115",103.489998,104.519997,102.940002,104.480003,618000,95.428848
"116",105,105.120003,104.309998,104.739998,286400,95.666313
"117",104.110001,104.739998,103.5,103.980003,223600,94.972176
"118",104.239998,104.440002,102.050003,102.25,335700,93.392036
"119",101.839996,102.050003,100.230003,100.260002,394100,91.57444
"120",100.760002,101.540001,100.440002,101.25,794500,92.478653
"121",102.290001,104.489998,102.019997,103.879997,528100,94.880806
"122",103.949997,104.190002,103.279999,103.639999,351000,94.661629
"123",104.360001,105.470001,104.18,104.800003,378900,95.721138
"124",105.849998,105.849998,103.5,104.199997,363100,95.173103
"125",104.550003,104.739998,103.300003,103.690002,363000,94.707298
"126",104.279999,106.470001,104.260002,105.150002,209100,96.040825
"127",105.239998,105.699997,104.410004,104.550003,406200,95.492798
"128",104.599998,105.370003,103.779999,104.150002,410200,95.127434
"129",104.150002,105.970001,104.139999,105.32,259800,96.19606
"130",105.010002,105.309998,104.709999,104.93,417800,95.839859
"131",104.949997,105.239998,104.080002,104.449997,278200,95.401443
"132",104.440002,104.860001,103.900002,104.459999,484800,95.410576
"133",104.580002,105.480003,104.410004,105.190002,211300,96.077347
"134",104.599998,105.019997,104.389999,104.629997,164700,95.565849
"135",104.629997,105.040001,103.910004,105.010002,207400,95.912933
"136",104.910004,105.120003,104.07,104.540001,353700,95.483658
"137",104.779999,106,104.669998,105.919998,205100,96.744118
"138",105.809998,106.300003,105.370003,105.709999,169200,96.552299
"139",105.599998,105.949997,105.019997,105.410004,308400,96.278297
"140",105.730003,106.129997,105.410004,106,177200,96.817184
"141",106.900002,106.989998,105.830002,106.269997,322800,97.063774
"142",106.269997,106.349998,104.959999,105.139999,213500,96.03167
"143",105.290001,105.290001,104.230003,104.940002,241000,95.849014
"144",104.980003,105.519997,104.660004,105.470001,202000,96.333107
"145",105.660004,105.800003,104.889999,105.269997,258400,96.150398
"146",106.029999,106.449997,104.959999,106.260002,386600,97.054649
"147",105.300003,105.800003,100.769997,103.839996,683900,94.844284
"148",103.5,104.339996,103.110001,103.839996,394500,94.844284
"149",104.389999,105.300003,103.970001,104.940002,275800,95.849014
"150",104.589996,105.269997,103.260002,103.889999,287400,94.889961
"151",103.800003,105.82,103.790001,104.75,313100,95.675461
"152",104.410004,105.300003,103.889999,105.019997,337900,95.922058
"153",104.389999,104.699997,102.970001,102.989998,248500,94.067917
"154",102.949997,103.279999,102.209999,102.540001,168600,93.656906
"155",103.169998,104.400002,103.050003,104.230003,192100,95.200516
"156",104.580002,104.949997,103.18,103.339996,152700,94.387596
"157",103.480003,103.860001,102.510002,102.610001,152400,93.720848
"158",102.620003,102.800003,100.220001,100.32,278900,91.629219
"159",100,100.669998,99.639999,100.010002,276200,91.346085
"160",99.75,99.75,98.449997,99.379997,231700,90.77066
"161",99.589996,99.989998,98.989998,99.900002,212800,91.245605
"162",99.370003,100.589996,99.370003,100.059998,236700,91.391754
"163",99.989998,100,98.150002,98.220001,237700,90.188866
"164",98.480003,98.629997,97.5,98.489998,284000,90.436783
"165",98.379997,98.5,94.830002,95.440002,526400,87.636185
"166",94.470001,94.779999,93.050003,94.519997,464500,86.791397
"167",94.309998,95.739998,94.309998,94.779999,373800,87.030144
"168",95.019997,95.410004,94.559998,94.690002,563200,86.947533
"169",95,96.050003,94.470001,94.599998,247400,86.864868
"170",94.230003,94.230003,89.629997,90.459999,549300,83.063377
"171",90.760002,91.660004,89.720001,91.07,430500,83.623512
"172",90.82,91.040001,87.25,87.739998,741200,80.565773
"173",86.980003,90.809998,86,90.769997,808300,83.348038
"174",92.32,94.75,91.470001,93.339996,866900,85.707901
"175",93.449997,94.290001,93.32,94.040001,409000,86.35067
"176",94.040001,94.32,93,93.769997,408900,86.102745
"177",93.660004,94.019997,92.779999,93.260002,395100,85.634438
"178",92.940002,93.940002,92.839996,93.849998,778100,86.176186
"179",94.190002,94.480003,93.5,93.800003,328100,86.130287
"180",93.709999,94.300003,92.919998,92.970001,446900,85.368156
"181",93.269997,93.529999,92.330002,93.279999,468400,85.652802
"182",93.470001,93.870003,92.949997,93.599998,257500,85.946632
"183",93.370003,94.510002,92.889999,94.449997,415500,86.727127
"184",94.110001,95.489998,94.110001,94.940002,394500,87.177086
"185",94.5,94.790001,91.889999,94.370003,571700,86.653679
"186",95.440002,96.68,95.400002,95.650002,565000,87.82901
"187",95.660004,96.400002,94.660004,95.779999,350800,87.948364
"188",95.75,96.5,95.169998,95.519997,263100,87.709633
"189",95.620003,95.830002,95.07,95.660004,502200,87.838211
"190",95.489998,95.860001,94.440002,95.699997,470900,87.874916
"191",95.57,95.949997,94.900002,95.290001,617800,87.498444
"192",95.209999,96.160004,95.209999,95.489998,412800,87.682098
"193",95.849998,96.169998,95.290001,96.040001,341500,88.187111
"194",96,96.040001,95.18,95.599998,320200,87.783104
"195",95.650002,95.889999,95.059998,95.82,327300,87.985107
"196",95.419998,95.540001,92.900002,95.32,510700,87.525993
"197",95.230003,96.459999,95.230003,95.949997,535900,88.104477
"198",96.010002,96.059998,95.540001,95.709999,407700,87.884117
"199",95.860001,96.5,95.860001,96.220001,374400,88.352417
"200",96.32,96.559998,95.849998,95.860001,506600,88.021851
"201",96.410004,102.230003,96.040001,101.800003,1277200,93.476143
"202",101.279999,101.730003,100.25,101.139999,631900,92.870102
"203",101.769997,101.790001,99.489998,99.889999,740000,91.722305
"204",100.040001,100.040001,99.120003,99.489998,463000,91.355026
"205",99.830002,100.099998,99.099998,99.68,293500,91.529488
"206",100.080002,100.519997,98.830002,99.800003,569500,91.639694
"207",99.93,101.559998,99.93,100.43,334800,92.21817
"208",100.290001,100.440002,99.510002,100.050003,337000,91.86924
"209",99.980003,101.290001,99.529999,100.849998,354700,92.603836
"210",100.639999,101.910004,100.269997,100.650002,481600,92.420181
"211",101.269997,102.849998,100.980003,101.169998,514500,92.897644
"212",100.959999,102.449997,99.269997,100.209999,630100,92.016159
"213",99.029999,100.230003,97.510002,100.139999,673800,91.951874
"214",100.169998,100.410004,99.269997,99.269997,305200,91.153015
"215",99.440002,100.410004,98.949997,99.050003,307700,90.950996
"216",98.879997,99.360001,97.980003,98.379997,480800,90.335793
"217",98.139999,99.730003,98.099998,98.709999,409200,90.638809
"218",98.43,99.019997,97.75,98.150002,451900,90.124588
"219",97.669998,99.18,97.669998,98.699997,371300,90.629616
"220",97.980003,99.43,97.629997,98.849998,315800,90.767334
"221",98.059998,99.599998,97.800003,98.860001,389000,90.776527
"222",99.139999,99.5,97.199997,97.5,540600,89.527725
"223",97.080002,98.900002,96.959999,98.620003,386900,90.55616
"224",98.610001,99.559998,98.410004,98.580002,254300,90.519455
"225",99,99.129997,98.300003,98.400002,270600,90.354149
"226",98.209999,98.830002,97.720001,98.410004,271800,90.363335
"227",98.699997,98.699997,97.849998,97.860001,115900,90.372581
"228",98.199997,98.779999,97.779999,97.970001,383000,90.474159
"229",98.190002,100.18,98.089996,99.959999,342800,92.311897
"230",100.279999,102.480003,100.25,101.709999,337700,93.927994
"231",102.019997,102.5,100.849998,100.870003,808000,93.152267
"232",101.099998,101.099998,98.099998,99.769997,729900,92.136421
"233",100.389999,100.959999,99.25,99.800003,616400,92.164146
"234",99.849998,100.269997,98.050003,98.199997,580200,90.686562
"235",97.970001,99.080002,97.389999,98.019997,355500,90.520325
"236",97.739998,99.529999,97.739998,98.580002,503600,91.037491
"237",98.989998,99.57,98.510002,99.129997,471700,91.545395
"238",99.089996,100.019997,98.470001,99.879997,473800,92.238007
"239",100,101.510002,99.690002,100.300003,462700,92.625877
"240",100.260002,100.339996,98.75,98.82,366500,91.259109
"241",99.010002,99.199997,97.650002,97.790001,389700,90.307922
"242",98.440002,99.589996,98.059998,98.309998,756700,90.788147
"243",98.800003,99.169998,98.110001,98.720001,432000,91.166771
"244",99.260002,99.68,98.559998,98.690002,473400,91.139069
"245",99.099998,99.980003,98.830002,99.709999,346400,92.081017
"246",99.970001,101.449997,99.82,101.120003,393000,93.383141
"247",101.57,102.139999,100.699997,101.029999,371900,93.300018
"248",101.010002,101.959999,100.900002,101.169998,157800,93.429298
"249",101.269997,102.089996,101.110001,101.290001,227600,93.540138
"250",101.349998,101.809998,101.199997,101.68,228600,93.900284
"251",101.959999,102.269997,100.720001,100.839996,415000,93.124573
"252",101.440002,101.480003,98.599998,99.230003,449900,91.637741
"253",99.25,100.629997,98.889999,99.510002,374800,91.896332
"254",99.989998,100.889999,99.660004,100.050003,419300,92.395012
"255",100.739998,101.43,99.650002,101.309998,333600,93.558617
"256",101.029999,101.139999,99.650002,99.699997,333200,92.07177
"257",100,101.459999,98.989998,99.110001,516500,91.526924
"258",98.980003,99.330002,96.449997,96.489998,460300,89.107391
"259",96.559998,96.75,95.089996,95.790001,461000,88.460945
"260",96.32,96.650002,94.610001,95.389999,430900,88.091545
"261",95.610001,95.690002,93.760002,93.889999,465200,86.706306
"262",94.5,95.220001,94.129997,94.809998,301300,87.555923
"263",94.989998,95.129997,94.050003,94.269997,247300,87.057236
"264",94.419998,94.419998,93.519997,94.080002,317300,86.88179
"265",94.209999,94.800003,92.940002,94.029999,520900,86.835617
"266",94.029999,95.330002,94.029999,94.769997,402400,87.518982
"267",95.220001,95.809998,94.93,95.580002,433400,88.267006
"268",95.790001,96,94.900002,95.029999,265400,87.759094
"269",95.279999,96.010002,94.779999,95.489998,201900,88.183907
"270",95.559998,96.260002,94.300003,94.349998,253600,87.131126
"271",93.889999,94.220001,92.110001,92.110001,369300,85.062508
"272",92.150002,92.739998,91.309998,91.480003,409000,84.480713
"273",91.400002,93.43,91.220001,93.059998,319400,85.939819
"274",93.209999,93.370003,91.379997,91.949997,547800,84.914742
"275",90.93,91.989998,88.150002,88.18,472900,81.433189
"276",86.709999,89.019997,85.910004,88.489998,540800,81.719467
"277",88.040001,89.720001,87.209999,88.489998,455900,81.719467
"278",88.449997,88.510002,85.150002,85.160004,504000,78.644272
"279",86.5,88.449997,84.980003,88.010002,648000,81.276207
"280",88.32,88.879997,86.07,87.519997,526400,80.823692
"281",87.099998,88.559998,86.410004,88.32,576000,81.5625
"282",87.910004,89.730003,87.699997,89.639999,318400,82.781487
"283",90.32,90.620003,89.440002,90.07,423600,83.178589
"284",89.68,90.839996,89.470001,89.919998,447700,83.040062
"285",89.709999,89.839996,88.169998,88.580002,302200,81.802597
"286",88.519997,89.760002,88.230003,88.260002,274400,81.50708
"287",88.650002,89.57,87.610001,87.839996,319600,81.119217
"288",87.82,88.599998,87.339996,88.559998,272700,82.308861
"289",88.629997,89.07,87.389999,88.440002,419500,82.197342
"290",88.330002,89.239998,87.349998,87.349998,311200,81.184273
"291",87.739998,87.959999,85.459999,85.470001,580900,79.436989
"292",85.720001,86.410004,84.900002,85.690002,773600,79.641449
"293",85.389999,86.589996,84.339996,86.440002,823800,80.338509
"294",86.269997,88.709999,85.580002,88.660004,1081900,82.401802
"295",89.040001,90.230003,88.07,89.760002,461300,83.424164
"296",89.040001,91.089996,88.760002,89.080002,1272600,82.792183
"297",88.940002,89.279999,86.980003,88.360001,1494300,82.122978
"298",88.879997,91.050003,88.300003,90.809998,897300,84.40004
"299",90.669998,90.800003,88.389999,89,664800,82.717812
"300",89.419998,89.870003,88.879997,89.099998,461300,82.81076
"301",89.269997,89.779999,87.959999,88.029999,697700,81.816277
"302",88.370003,89.150002,87.459999,88.879997,793700,82.606285
"303",88.879997,90.199997,88.57,89.93,1387900,83.582176
"304",89.910004,90.699997,89.879997,90.129997,821000,83.768044
"305",90.529999,91.639999,90.260002,90.93,668900,84.511566
"306",91.080002,91.830002,90.07,91.010002,596000,84.585938
"307",90,91.68,89.440002,89.480003,567200,83.163948
"308",89.900002,90.360001,87.260002,87.489998,562300,81.314392
"309",88.370003,91.099998,88.370003,90.839996,662700,84.427925
"310",90.839996,90.970001,89.220001,89.690002,520200,83.3591
"311",90.089996,91.75,89.629997,90.93,536900,84.511566
"312",91.220001,91.860001,90.970001,91.410004,440900,84.957687
"313",90.82,91.580002,87.080002,88.18,660800,81.955688
"314",88.379997,90.580002,88.379997,89.970001,526800,83.619347
"315",88.779999,91.339996,88.699997,91.18,422000,84.743927
"316",91.489998,92.300003,90.440002,91.800003,408700,85.320175
"317",91.029999,91.769997,89,89.540001,509700,83.219711
"318",89.889999,91.099998,89.529999,89.720001,417900,83.386978
"319",90.519997,91.300003,90.07,90.730003,420900,84.325699
"320",90.099998,91.120003,89.5,90.589996,644200,84.195587
"321",91.279999,91.940002,91.059998,91.800003,681000,85.320175
"322",92.360001,92.489998,90.830002,91.510002,478200,85.050644
"323",92.199997,92.800003,91.199997,92.5,709200,85.970757
"324",92.989998,94.209999,92.25,92.889999,643400,86.333237
"325",93.029999,93.339996,92.209999,92.709999,460600,86.165939
"326",92.760002,93.349998,92.010002,92.599998,594800,86.063683
"327",92.830002,93.650002,92.760002,93.410004,645400,86.816513
"328",93.57,93.849998,92.82,93.349998,355100,86.760735
"329",93.419998,94.5,92.510002,93.360001,440600,86.770058
"330",93.550003,93.870003,92.690002,93.389999,351600,86.797943
"331",93.32,93.860001,92.919998,93.410004,286000,86.816513
"332",93.25,94.209999,93.169998,93.989998,278600,87.355576
"333",94.330002,94.459999,92.739998,92.82,418900,86.268166
"334",92.349998,92.379997,91.199997,91.839996,574500,85.35733
"335",91.510002,91.529999,89.379997,89.639999,522700,83.312622
"336",89.110001,89.110001,85.410004,88.620003,1019500,82.364632
"337",87.730003,88.779999,84.879997,87.93,1110700,81.723328
"338",88.5,88.5,86.230003,87.290001,625000,81.12851
"339",87.459999,87.599998,85.970001,86.510002,644900,80.403564
"340",86.720001,86.82,85.139999,86.389999,618400,80.292053
"341",86.5,87.650002,85.800003,87.559998,540600,81.379456
"342",87.68,88.400002,87.029999,87.57,373300,81.388748
"343",87.690002,87.970001,86.989998,87.269997,362100,81.109917
"344",87.269997,89.82,87.029999,89.709999,838700,83.377708
"345",90.089996,94.389999,90.080002,93.940002,1869400,87.30912
"346",94.18,95.470001,93.589996,94.290001,1195000,87.634392
"347",94.599998,97.059998,93.970001,95.919998,878800,89.149361
"348",96.389999,98.25,96.010002,97.949997,1058600,91.036049
"349",98,99.480003,95.93,96.089996,888700,89.307343
"350",95.900002,96.669998,94.919998,95.349998,614900,88.619583
"351",95.07,97.730003,95,97.139999,861000,90.283226
"352",96.089996,97.699997,95.989998,96.5,586700,90.20845
"353",95.709999,97.339996,94.599998,95.32,659500,89.105392
"354",95.809998,96.129997,94.629997,95.389999,787300,89.170837
"355",95.269997,95.720001,93.010002,93.349998,846100,87.263817
"356",94.519997,94.900002,93.550003,94.059998,778500,87.927536
"357",94.239998,94.389999,93.190002,94.209999,599600,88.067749
"358",94.110001,94.599998,93.400002,94.279999,601400,88.133179
"359",94.720001,95.839996,94.080002,95.5,617400,89.273651
"360",95.5,97.699997,95.010002,97.5,1068300,91.143242
"361",97.43,98.360001,97.07,98.290001,589200,91.881744
"362",98.410004,98.650002,95.099998,95.120003,762100,88.918427
"363",95.129997,96.5,95.040001,95.949997,658600,89.694298
"364",96.489998,97.989998,96.18,97.190002,1086000,90.85347
"365",97.43,97.959999,95.639999,95.760002,608700,89.516701
"366",95.080002,95.910004,93.699997,95.489998,1065700,89.264305
"367",94.82,95.699997,94.580002,95.230003,488900,89.021255
"368",94.68,99.839996,94.68,99.599998,1999600,93.106346
"369",99.839996,102.129997,99.32,101.290001,1665100,94.686172
"370",101.360001,103.580002,101.120003,102.199997,1131200,95.536819
"371",102.650002,104.330002,102.129997,102.370003,1391300,95.695755
"372",102.5,104,101.440002,102.589996,1087900,95.901398
"373",102.739998,102.830002,99.989998,101.339996,1022400,94.73291
"374",101.059998,103.629997,101.050003,102.339996,1462100,95.667694
"375",102.150002,105.989998,101.870003,104.93,1588400,98.088844
"376",105,105.480003,103.43,103.489998,877800,96.742714
"377",103.230003,104.239998,102.580002,103.809998,1185500,97.041855
"378",104.379997,105.82,103.449997,105.510002,624600,98.631027
"379",105.900002,105.93,102.400002,105.040001,1173400,98.191681
"380",104.650002,106,104.230003,104.720001,915000,97.89254
"381",105.400002,106.449997,104.480003,106.370003,1001900,99.434959
"382",108,108.279999,106.400002,107.279999,1244300,100.285622
"383",107.43,108.580002,106.110001,108.139999,1164400,101.089561
"384",108.830002,109.010002,107.129997,107.470001,714500,100.463249
"385",107.300003,108.5,106.5,108.019997,757400,100.977364
"386",108.639999,108.82,107.309998,107.980003,794700,100.939987
"387",108.080002,108.370003,107.029999,107.650002,767400,100.631493
"388",107.949997,108.970001,107.550003,108.849998,789400,101.753273
"389",108.339996,108.379997,106.699997,107.139999,604500,100.154755
"390",106.610001,107.940002,106,107.470001,964600,100.463249
"391",106.870003,107.769997,106.040001,107.449997,943400,100.444542
"392",107.779999,108.010002,106.889999,107.510002,846000,100.500626
"393",107.190002,108.150002,106.940002,108.059998,504300,101.014771
"394",108.639999,110.290001,108.510002,110.150002,596300,102.968506
"395",110.019997,111.43,109.040001,109.18,464100,102.061745
"396",109.220001,110.849998,109.190002,109.709999,769100,102.557182
"397",110.139999,110.900002,109.360001,110.300003,761400,103.108734
"398",110.300003,111.120003,109.300003,109.300003,576200,102.173935
"399",108.699997,109.510002,107.330002,109.010002,618900,101.902832
"400",108.370003,109.669998,107.169998,108.139999,596600,101.089561
"401",107.889999,108,104.980003,106.029999,1379100,99.117126
"402",106.720001,107.589996,105.349998,106.459999,768600,99.519104
"403",105.629997,110.540001,105.629997,107.75,1485800,100.724991
"404",107.610001,107.68,105.209999,105.949997,737000,99.042336
"405",104.919998,107.18,104.150002,106.279999,796700,99.350815
"406",106.169998,107.629997,105.360001,106.82,727100,99.855621
"407",106.870003,109.940002,106.870003,108.910004,1035900,101.809349
"408",108.620003,109.230003,107.599998,107.709999,537900,100.687592
"409",107.970001,108.370003,105.919998,106.050003,924000,99.135818
"410",106.029999,107.120003,105.059998,105.269997,516400,98.40667
"411",105.190002,105.559998,104.699997,105.18,723100,98.32254
"412",105.25,106.669998,105.010002,105.440002,675000,98.565598
"413",105.07,105.660004,104.269997,105.010002,588000,98.163612
"414",105.300003,105.989998,104.410004,104.519997,454300,97.705559
"415",104.120003,104.800003,103.129997,104.629997,545200,98.335258
"416",105.209999,106.139999,104.639999,105.25,716800,98.917961
"417",105.690002,106,104.040001,104.269997,663500,97.996925
"418",104.330002,104.330002,103.040001,103.43,591800,97.207466
"419",103.5,103.5,101.529999,101.989998,668600,95.85408
"420",101.650002,103,101.559998,102.82,556500,96.634155
"421",102.610001,103.059998,100.889999,102.160004,848200,96.013863
"422",102,103.5,101.959999,102.699997,685400,96.52137
"423",103.080002,104.269997,102.989998,103.349998,837400,97.132263
"424",103.639999,104.419998,103.080002,103.959999,686100,97.705551
"425",103.989998,104.339996,101.400002,101.669998,556700,95.553329
"426",100.900002,101.830002,100.339996,101.400002,421600,95.299591
"427",101.25,101.360001,100.150002,100.610001,363700,94.557114
"428",101.050003,103.169998,101.050003,102.559998,751800,96.389786
"429",102.470001,104.099998,101.089996,103.849998,511500,97.602173
"430",104.120003,105,103.349998,103.949997,683100,97.696167
"431",104.110001,105.269997,102.639999,105.139999,714000,98.81456
"432",105.309998,105.870003,104.879997,105.089996,685700,98.767578
"433",105.489998,106.360001,105.029999,105.610001,884600,99.256294
"434",105.849998,106.190002,105.150002,105.209999,1289200,98.880348
"435",105.230003,105.300003,103.089996,103.900002,640800,97.64917
"436",104.269997,104.5,102.989998,103.889999,477000,97.639786
"437",104.410004,108.43,104.150002,107.099998,1782300,100.65667
"438",107.139999,108.440002,106.010002,106.290001,897200,99.895386
"439",105.57,108.029999,105.339996,107.949997,822800,101.455521
"440",108.089996,108.900002,106.050003,106.940002,834300,100.506279
"441",106.809998,107.419998,105.669998,107.349998,616200,100.891602
"442",108.080002,108.389999,107.18,107.620003,824200,101.145378
"443",107.57,108.480003,107.269997,107.709999,601100,101.229965
"444",107.68,108.309998,107.620003,108.129997,340700,101.624695
"445",108.089996,108.849998,107.129997,108.440002,631700,101.916039
"446",108.330002,108.610001,107.68,108.400002,406100,101.878448
"447",108.07,108.07,105.410004,105.5,626400,99.152931
"448",105.309998,105.629997,102.900002,103.150002,722300,96.944305
"449",103.959999,104.260002,100.410004,102.370003,558100,96.211235
"450",102.790001,103.360001,102.059998,102.300003,354100,96.145439
"451",103,104.230003,102.150002,104.190002,409200,97.921722
"452",103.93,106.089996,103.730003,105.889999,596000,99.519455
"453",105.769997,107.010002,105.57,106.459999,424000,100.055176
"454",105.949997,107.919998,105.949997,106.169998,388300,99.782593
"455",106.110001,106.370003,104.199997,104.230003,386200,97.959335
"456",102.419998,102.769997,98.709999,99.809998,1146800,93.805237
"457",99.190002,100.059998,96.040001,96.32,812500,90.525215
