"","SPGI.Open","SPGI.High","SPGI.Low","SPGI.Close","SPGI.Volume","SPGI.Adjusted"
"77",133.289993,134.570007,132.660004,133.899994,2049200,128.273941
"78",134.389999,136.75,132.809998,135.610001,2012900,129.912109
"79",135.970001,136,134.169998,134.229996,1110700,128.590073
"80",134.669998,135.279999,134.240005,135.089996,839300,129.41394
"81",134.509995,134.949997,133.949997,134.190002,1422000,128.551758
"82",134.610001,135.490005,134.119995,135.020004,941000,129.346909
"83",134.850006,136.119995,134.850006,135.460007,955500,129.768402
"84",135.080002,135.75,134.660004,135.360001,753100,129.672592
"85",135.949997,137.570007,135.520004,136.610001,2005800,130.870087
"86",136.559998,138.050003,136.320007,137.550003,1056300,131.770569
"87",137.479996,137.880005,136.429993,136.860001,1116500,131.109589
"88",136.809998,137.699997,136.809998,137.309998,849700,131.540665
"89",136.929993,137.940002,136.490005,137.869995,787400,132.077133
"90",137.300003,137.399994,136.490005,137.339996,727500,131.569382
"91",136.919998,137.339996,136.369995,136.699997,720300,130.956299
"92",136.860001,138.479996,136.580002,138.380005,662500,132.565704
"93",138.380005,139.449997,137.889999,139.020004,1096700,133.178802
"94",139.020004,139.020004,136.490005,136.559998,986100,130.822174
"95",136.619995,138.259995,136.220001,137.449997,909500,131.674744
"96",137.690002,138.990005,137.039993,138.139999,751600,132.335785
"97",138.429993,139.199997,138.220001,138.779999,602000,132.948883
"98",138.580002,139.229996,137.660004,138.199997,812500,132.393234
"99",138.270004,139.720001,137.759995,139.509995,759600,134.045883
"100",139.910004,140.899994,139.830002,140.690002,506200,135.179672
"101",140.630005,141.110001,139.789993,140.210007,972800,134.718521
"102",140.039993,140.919998,139.759995,140.809998,635900,135.294983
"103",140.830002,142.929993,140.539993,142.809998,1437500,137.216644
"104",143.210007,145.300003,143.089996,143.699997,1798600,138.071808
"105",144.059998,144.639999,143.080002,144.160004,1174500,138.513779
"106",144.190002,144.679993,143.759995,144.399994,584000,138.7444
"107",144,144.360001,143.399994,143.929993,1057600,138.292786
"108",144.369995,146.320007,144.100006,146.009995,1339000,140.291321
"109",146.009995,146.419998,144.899994,145.610001,1423000,139.906982
"110",145.699997,147.539993,144.789993,146.809998,1064500,141.059998
"111",146.809998,147.029999,144.350006,145.690002,1293100,139.983826
"112",145.899994,146.880005,144.809998,146.5,1136900,140.7621
"113",146.460007,148.160004,146.210007,147.410004,1138200,141.636505
"114",146.889999,148.490005,146.259995,148.440002,856400,142.62616
"115",148.830002,149.169998,147.850006,148.490005,1324300,142.674179
"116",149.580002,150.399994,148.820007,149.399994,1167000,143.548538
"117",149.369995,149.380005,146.860001,147.220001,1331800,141.453934
"118",147.220001,147.690002,144.800003,145.220001,1627500,139.532272
"119",145.229996,145.699997,144.679993,145.380005,1327500,139.686005
"120",145.779999,147.119995,145.160004,146.699997,1515300,140.954285
"121",147.169998,148.100006,146.169998,146.270004,836800,140.541138
"122",146.710007,147.550003,145.559998,146.089996,838000,140.36821
"123",146.899994,149.050003,146.580002,148.899994,1081500,143.0681
"124",149.110001,149.880005,145.869995,146.039993,1404200,140.320145
"125",146.380005,146.839996,145.710007,145.990005,1934000,140.272125
"126",146.419998,147.639999,145.720001,145.720001,599800,140.012695
"127",146.070007,148.419998,146.070007,147.529999,1240100,141.751816
"128",147.270004,147.869995,145.75,146.350006,1015300,140.617996
"129",146.509995,149.800003,145.970001,148.789993,1338400,142.962433
"130",148.550003,149.270004,148.039993,148.800003,1237000,142.972076
"131",148.309998,148.550003,146.960007,147.899994,800100,142.107269
"132",148.479996,149.880005,148.020004,149.440002,970900,143.58696
"133",149.350006,150.009995,148.289993,149.649994,1415100,143.788742
"134",149.220001,149.990005,148.589996,149.470001,1349800,143.615799
"135",149.259995,149.960007,148.570007,149.509995,1117100,143.654205
"136",148.789993,150.160004,148.190002,149.869995,584000,144.000122
"137",150.009995,150.350006,149.380005,150.190002,892000,144.307632
"138",150.330002,151.630005,150.210007,151.119995,1046300,145.201187
"139",150.899994,154.660004,150.899994,153.850006,2490000,147.824249
"140",153.770004,155.169998,153.720001,154.789993,1080000,148.727432
"141",155.949997,157.429993,154.630005,155.149994,820100,149.073303
"142",155.300003,156.179993,154.399994,154.580002,1093700,148.525665
"143",158.350006,158.350006,151.860001,153.449997,1476400,147.439926
"144",153.470001,154.089996,152.289993,153.470001,1017200,147.459106
"145",154.520004,154.839996,153.479996,153.589996,1442400,147.574432
"146",154,155.839996,154,154.630005,1974100,148.5737
"147",154.380005,154.699997,151.119995,152.020004,1936800,146.065933
"148",151.679993,152.460007,151.529999,151.919998,1374400,145.969833
"149",152.360001,152.729996,150.940002,151.029999,1107600,145.114685
"150",151.559998,151.940002,150.740005,150.949997,777000,145.037842
"151",150.899994,151.149994,148.070007,148.279999,1996600,142.472382
"152",147.710007,150.889999,147.070007,150.770004,1472300,144.864883
"153",150.279999,150.910004,148.309998,148.339996,907300,142.530029
"154",149.050003,150,148.279999,148.410004,951300,142.597336
"155",149.190002,151.070007,149.190002,150.539993,956100,144.643906
"156",151.270004,152.380005,150.570007,151.5,841800,145.566299
"157",152.119995,153.020004,151.160004,152.270004,1012500,146.306198
"158",151.529999,152.869995,149.940002,149.970001,956300,144.096222
"159",150.139999,150.820007,149.190002,150.100006,1615700,144.221115
"160",150.149994,150.539993,149.039993,149.990005,769700,144.115417
"161",150.619995,153.110001,150.279999,152.839996,668600,146.853836
"162",151.669998,152.440002,151.289993,151.289993,669900,145.364517
"163",151.149994,151.720001,150.429993,151.449997,534900,145.913666
"164",151.990005,152.630005,151,151.270004,580100,145.740265
"165",151.520004,152.050003,151.229996,151.990005,568300,146.43396
"166",150.770004,151.470001,149.970001,150.919998,952200,145.403076
"167",150.580002,153.990005,150.539993,153.539993,1195400,147.927292
"168",154,154.570007,153.460007,154.330002,1373100,148.688416
"169",154.649994,154.660004,153.199997,153.720001,897000,148.100708
"170",153.179993,155,152.800003,153.179993,842000,147.580444
"171",153.490005,153.710007,151.130005,151.199997,1810800,145.672852
"172",151.759995,152.320007,151.070007,151.399994,884600,145.865494
"173",151.080002,152.600006,150.339996,151.929993,866400,146.376129
"174",153.399994,153.710007,152.139999,152.770004,891200,147.185425
"175",152.899994,153.639999,152.479996,153.600006,587000,147.985107
"176",153.259995,153.720001,152.949997,153.460007,630700,147.850204
"177",153.050003,153.759995,152.809998,153.720001,618900,148.100708
"178",153.690002,154.410004,153.270004,154,1085900,148.370468
"179",154.580002,154.729996,153.860001,154.429993,840000,148.784744
"180",154.880005,155.660004,154.119995,155.610001,883800,149.9216
"181",156,156.369995,155.289993,155.830002,639000,150.133591
"182",155.440002,156.100006,154.899994,155.75,536800,150.056503
"183",155.710007,157.470001,155.619995,156.820007,821000,151.087418
"184",156.580002,156.910004,154.539993,155.520004,1018300,149.83493
"185",155.520004,156.190002,154.729996,155.070007,865100,149.401367
"186",155.970001,156.139999,154.75,154.770004,727000,149.112335
"187",154.729996,155.529999,154.300003,155.529999,911200,149.844528
"188",155.279999,156.350006,154.899994,156.309998,605100,150.596069
"189",156.850006,158.059998,156.410004,157.520004,773000,151.76181
"190",157.330002,159.550003,157,159.210007,685900,153.390015
"191",159.339996,159.820007,159.009995,159.600006,688200,153.765747
"192",159.720001,160,158.509995,159.039993,859700,153.226227
"193",159.429993,159.820007,158.009995,158.449997,775700,152.657806
"194",158.910004,159.570007,158.320007,159.169998,528300,153.351486
"195",159.240005,159.479996,158.690002,158.800003,635500,152.994995
"196",158.660004,159.190002,158.009995,159,1821000,153.187698
"197",159.320007,161.660004,159.020004,161.119995,993800,155.230194
"198",161.279999,162.960007,160.550003,161.820007,990500,155.904587
"199",161.820007,162.529999,161.570007,162.460007,1045700,156.521255
"200",162.759995,162.869995,161.139999,161.679993,857900,155.76973
"201",161.970001,162.289993,161.119995,161.149994,959200,155.259094
"202",160.479996,160.949997,158.929993,159.440002,1406100,153.611633
"203",160.270004,161.559998,160.029999,161.550003,1014100,155.64447
"204",162.339996,163.110001,161.520004,162.100006,647900,156.174393
"205",162.050003,162.649994,161.100006,161.899994,863400,155.981689
"206",161.899994,162.289993,160.179993,160.919998,1246400,155.037506
"207",163.080002,166.169998,162.100006,165,2575000,158.968384
"208",164.779999,164.830002,161.800003,162.160004,1707800,156.232224
"209",161.520004,161.589996,156.149994,156.25,1710500,150.538223
"210",156.529999,157.759995,153.25,156.470001,2757900,150.750214
"211",157.080002,158.089996,156.110001,156.559998,1505500,150.836853
"212",156.199997,156.919998,155.339996,155.5,1289500,149.815628
"213",156.240005,158.800003,154.699997,158.690002,1755500,152.889023
"214",158.070007,159.600006,157.470001,158.639999,1011100,152.840866
"215",158.75,159.619995,158.179993,159.070007,965100,153.255157
"216",158.619995,160.5,157.850006,160.059998,1051600,154.208939
"217",159.380005,159.970001,156.449997,157.910004,753200,152.137527
"218",157.699997,157.889999,156.720001,156.940002,679300,151.203003
"219",156.699997,158.789993,156.5,158.029999,789700,152.253174
"220",157.639999,159.919998,156.940002,159.300003,941100,153.4767
"221",157.789993,159.229996,156.729996,158.820007,1281100,153.014267
"222",158.940002,161.580002,158.940002,160.100006,1091700,154.247467
"223",159.889999,161.300003,158.899994,160.589996,931600,154.719559
"224",161.149994,162.919998,160.559998,162.190002,1054100,156.261093
"225",162.690002,164.300003,162.190002,163.699997,1894900,157.715897
"226",164,164.550003,162.660004,163.220001,563000,157.253433
"227",163.479996,164.630005,163.339996,164.139999,253700,158.139786
"228",163.809998,164.789993,163.539993,164.399994,675600,158.78688
"229",164.979996,165.839996,163.600006,165.830002,1030700,160.168121
"230",166.220001,167.869995,163.639999,164.729996,1070600,159.105621
"231",165.419998,166.619995,163.240005,165.479996,1652300,159.830032
"232",165.259995,166.559998,162.300003,166.169998,1053500,160.496506
"233",167.380005,169,162.25,167.460007,1213100,161.742462
"234",168.039993,171.100006,167.5,167.889999,1054400,162.157776
"235",168.039993,169.399994,167.779999,168.619995,666400,162.862839
"236",168.220001,169.929993,167.759995,169.529999,544700,163.741791
"237",170.020004,171.210007,169.399994,171.210007,932700,165.364395
"238",171.279999,172.300003,170.630005,171.699997,1161600,165.837646
"239",171.860001,174.070007,171.449997,172.570007,1333100,166.677994
"240",172.539993,173.220001,168.940002,169.009995,2066900,163.239532
"241",169,170,167.339996,167.589996,1250700,161.868011
"242",168.899994,169.990005,168.460007,169.050003,1713800,163.278152
"243",169.490005,171.389999,169.160004,170.910004,1268700,165.074646
"244",171.419998,172.210007,170.539993,172,1017500,166.127457
"245",171.080002,172.309998,169.440002,170.009995,1391200,164.205383
"246",170.429993,171.25,168.580002,168.779999,701600,163.01738
"247",169.259995,169.639999,167.630005,167.830002,874700,162.099823
"248",168.289993,168.759995,166.669998,167.419998,553500,161.703796
"249",167.949997,169.889999,167.759995,169.399994,664100,163.616226
"250",169.490005,169.929993,168.600006,169.850006,394900,164.050842
"251",170.25,171.089996,169.369995,169.399994,685600,163.616226
"252",169.740005,170.300003,167.990005,168.119995,941800,162.379913
"253",168.259995,171.190002,167.949997,170.820007,808400,164.987747
"254",171.300003,174.009995,171.289993,173.380005,727400,167.460297
"255",173.580002,175.789993,173.580002,175.699997,688300,169.701126
"256",175.520004,177.440002,175.130005,177.179993,948300,171.130554
"257",177.330002,178.5,176.529999,177.240005,906200,171.188507
"258",177.369995,178.039993,175.009995,175.610001,935700,169.614197
"259",175.949997,176.490005,174.479996,176.399994,714100,170.377197
"260",176.970001,177.940002,175.960007,177.639999,711200,171.57486
"261",178.110001,178.619995,175.080002,175.830002,840800,169.82666
"262",176.779999,177.309998,174.949997,176.789993,1044300,170.753876
"263",176.449997,179.669998,176.449997,178.639999,1109500,172.540726
"264",179.899994,182.240005,178.229996,181.139999,1088300,174.955353
"265",181.279999,182.169998,179.779999,182.149994,873400,175.930878
"266",182.229996,183.669998,181.169998,182.929993,776100,176.68425
"267",183.160004,184.5,181.940002,183.110001,791200,176.858139
"268",183.630005,184.770004,181.600006,181.889999,748600,175.679749
"269",182.809998,184.210007,181.600006,183.800003,1091200,177.524567
"270",183.800003,185.339996,180.929993,181.039993,1065600,174.85878
"271",180.789993,182.589996,180,180.339996,1219600,174.182709
"272",180.830002,182.449997,180.710007,181.100006,1243700,174.916748
"273",180.399994,182.979996,179.419998,182,1102100,175.786026
"274",181.550003,181.860001,177.309998,177.330002,1118800,171.275467
"275",177.039993,178.419998,164.990005,166.360001,2508200,160.680008
"276",165.949997,181,165.940002,179.960007,5582500,173.815674
"277",179.789993,185.380005,175.020004,182.690002,2405800,176.452469
"278",182.800003,185.169998,173.149994,173.309998,2651000,167.392685
"279",175,178.860001,170.050003,177.5,2387000,171.439667
"280",180,183.380005,178.139999,180.360001,1723900,174.201996
"281",179.399994,182.419998,179.399994,181.940002,1498600,175.728058
"282",181.199997,186.389999,179.979996,186.029999,1567500,179.678436
"283",187.300003,189.240005,184.710007,188.919998,1529700,182.469757
"284",188.800003,190.990005,188.020004,189.279999,1302200,182.817444
"285",188.429993,190.479996,187.160004,187.899994,937500,181.484558
"286",187.600006,191.220001,187.529999,187.580002,1196800,181.175476
"287",188.210007,189.339996,187.070007,187.850006,1028700,181.436279
"288",188.240005,191.910004,187.850006,191.669998,1114900,185.619919
"289",192.460007,193.339996,191.449997,193.300003,1299900,187.198456
"290",193.289993,195.470001,192.690002,193.139999,1278500,187.043518
"291",194,195.929993,191.720001,191.800003,1257900,185.745819
"292",191.139999,192.990005,187.649994,189.520004,1735400,183.537781
"293",187.860001,189.570007,185.580002,189.020004,1122000,183.053543
"294",187.399994,191,186.039993,190.369995,862800,184.360947
"295",190.699997,191.399994,188.289993,190.990005,868300,184.961395
"296",189,190.110001,187.070007,189.699997,2043600,183.712097
"297",190,192.690002,189.559998,192.5,2717600,186.423691
"298",193.929993,196.139999,193.029999,194.960007,3575000,188.806076
"299",194.139999,196.720001,193.880005,195.960007,1409300,189.77449
"300",197.25,197.759995,195.330002,195.889999,1532200,189.706711
"301",196.470001,197.440002,191.949997,192.380005,956400,186.307495
"302",192.690002,194.179993,191.410004,192.710007,710700,186.62709
"303",193.059998,194.970001,191.940002,192.509995,1836600,186.433395
"304",192.330002,193.619995,189.649994,190.449997,1160400,184.438416
"305",191.789993,196.389999,190.679993,195.649994,1289500,189.474304
"306",196.130005,196.720001,193.759995,193.809998,1471800,187.692368
"307",192.039993,193.229996,188.940002,189.080002,1293200,183.111649
"308",189.960007,189.960007,186.240005,186.490005,1248000,180.603424
"309",189.850006,192.75,188.139999,191.279999,1870200,185.242203
"310",192.380005,193.199997,186.600006,187.869995,2128500,181.939865
"311",188.380005,189.839996,184.809998,187.279999,1163000,181.368515
"312",188.369995,191.820007,187.320007,191.059998,1473900,185.029175
"313",190.199997,190.710007,183.75,186.630005,1405300,180.738983
"314",187.089996,189.350006,185.990005,189.199997,1294300,183.227875
"315",186.360001,190.190002,185.800003,189.460007,1327400,183.479675
"316",190.850006,191.5,189.210007,189.740005,1045200,183.750839
"317",187.419998,189.690002,185.529999,187.320007,976400,181.407211
"318",188.389999,191.259995,187.619995,187.770004,2833100,181.843018
"319",192.070007,192.740005,188.779999,191.509995,884900,185.464966
"320",190.059998,190.970001,188.580002,189.449997,744600,183.469986
"321",191.119995,193.289993,190.380005,192.169998,926100,186.104141
"322",192.169998,193.389999,189.669998,190.759995,882200,184.738617
"323",192.5,193.039993,190.800003,191.660004,909500,185.610245
"324",193.419998,194.850006,192.919998,193.949997,847400,187.827972
"325",194.210007,195.559998,193.309998,194.669998,706900,188.525208
"326",194.580002,195.179993,193.009995,193.940002,699600,187.818222
"327",194.110001,194.869995,191.910004,192.960007,1208800,186.869202
"328",193.110001,193.970001,191.270004,192.050003,1496400,185.987915
"329",193.020004,193.669998,187.800003,189.070007,1612400,183.101974
"330",188.119995,190.669998,186.360001,189.580002,1543600,183.595901
"331",186.059998,192.279999,184.550003,190.25,2186100,184.244736
"332",190.509995,190.710007,186.899994,187.070007,1436600,181.165146
"333",188.649994,190.830002,188.179993,188.600006,1562000,182.646835
"334",189,190.240005,188.220001,190.029999,940500,184.031662
"335",189.300003,190.720001,187.850006,187.979996,1228200,182.046356
"336",187.660004,189.850006,185.110001,189.630005,1670100,183.644287
"337",188.619995,192.899994,187.690002,192.169998,780000,186.104141
"338",192.789993,194.070007,192.410004,193.380005,641900,187.275894
"339",193.929993,194.880005,192.369995,194.830002,1571700,188.680176
"340",194.889999,198.190002,193.539993,197.410004,1021200,191.178741
"341",198.179993,201.199997,197.759995,200.630005,1153400,194.297089
"342",200.279999,201.440002,199.410004,199.990005,928800,193.677322
"343",200.75,201.190002,197.669998,199.070007,934300,192.786331
"344",198.440002,198.639999,196.649994,198.389999,1069200,192.127808
"345",197.470001,199.160004,196.789993,198.179993,1070300,191.924408
"346",198.449997,198.820007,196.720001,197.660004,850000,191.420837
"347",197.669998,198.860001,197.020004,197.919998,1627900,191.672638
"348",198.490005,201.179993,198.490005,200.619995,1001000,194.28743
"349",200.889999,201.5,198.990005,200.029999,1006100,193.716049
"350",199.259995,201.009995,198.789993,200.940002,1260500,194.597321
"351",201.009995,202.75,198.070007,199.820007,1275700,193.51265
"352",198.779999,200.610001,198.190002,200.360001,824700,194.522369
"353",199.279999,200.369995,195.389999,197.199997,1363600,191.454422
"354",198.820007,200.380005,197.809998,199.520004,877000,193.706863
"355",199.300003,199.570007,196.889999,197.5,1370200,191.745682
"356",199.869995,201.550003,198.710007,200.320007,2027800,194.483521
"357",201.350006,201.820007,200.639999,201.449997,1344100,195.580612
"358",201.220001,203.970001,201.059998,203.360001,1698200,197.434952
"359",203.850006,206.270004,203.259995,206.190002,1052600,200.18251
"360",206.029999,206.350006,204.089996,205.309998,1884500,199.328156
"361",205.690002,206.789993,204.550003,206.470001,1054700,200.454346
"362",207.199997,208.570007,206.660004,207.419998,1749200,201.376633
"363",208.5,208.809998,206.389999,207.490005,1816400,201.444626
"364",207.449997,208.770004,207.050003,207.350006,1051000,201.308685
"365",208.789993,208.979996,206.289993,207.289993,894000,201.250458
"366",206.229996,208.809998,205.839996,208.679993,1783300,202.59996
"367",207.300003,208.009995,205.580002,207.600006,881800,201.551422
"368",206.110001,207.320007,205.130005,207.240005,831000,201.201935
"369",208.110001,208.800003,206.149994,206.309998,677000,200.298996
"370",206.419998,207.460007,205.220001,206.669998,916400,200.648529
"371",207.830002,208.089996,206.070007,206.350006,1100600,200.33786
"372",205.869995,205.869995,201.860001,203.949997,1258400,198.007751
"373",203.979996,206.110001,202.919998,203.160004,836300,197.240753
"374",204.490005,205.160004,201.710007,201.830002,887700,195.949539
"375",201.399994,204.380005,201.339996,203.690002,582500,197.755325
"376",205.149994,207.580002,203.669998,203.889999,1010300,197.949493
"377",202.570007,204.320007,202.039993,204.320007,1954800,198.366959
"378",204.880005,205.339996,202.639999,202.729996,416200,196.823318
"379",204.110001,205.210007,203.179993,204.809998,605500,198.842712
"380",204.710007,207.460007,204.190002,206.369995,588200,200.357239
"381",207.119995,209.309998,206.429993,209.080002,767000,202.988297
"382",209.039993,210.820007,208.660004,209.759995,802400,203.648483
"383",209,210.270004,208.990005,209.440002,677500,203.337784
"384",210.25,210.919998,209.479996,210.75,807600,204.60965
"385",210.990005,211.800003,209.639999,210.649994,734200,204.512543
"386",210.729996,211.669998,210.610001,211.470001,425000,205.30864
"387",210.860001,213.009995,209.529999,212.589996,521800,206.396042
"388",213.190002,214.899994,213.190002,214.259995,736200,208.017349
"389",213.559998,214.300003,211.130005,211.270004,813600,205.114487
"390",210.699997,212.789993,209.509995,212.330002,882000,206.143585
"391",212.899994,213.669998,212.300003,212.869995,790500,206.667862
"392",213.539993,214.479996,212.869995,213.119995,1159100,206.910583
"393",213,215.089996,212.419998,214.779999,1020400,208.522217
"394",217.309998,217.309998,211.380005,212.009995,1171600,205.832916
"395",212.580002,213.529999,202.490005,203.860001,1848400,197.920395
"396",203.410004,204.809998,200.289993,200.880005,1484300,195.027237
"397",202,203.25,199.529999,200.440002,1590500,194.600037
"398",198.850006,200.630005,197.630005,197.729996,1531700,191.968948
"399",196.690002,198.210007,196.029999,197.279999,1750700,191.532089
"400",198.070007,198.149994,196.210007,198.080002,1032600,192.308777
"401",198,198.940002,197.690002,198.529999,1013900,192.745682
"402",199.330002,202.860001,199.059998,202.229996,1594000,196.33786
"403",202.179993,203.190002,200.809998,201.350006,796900,195.48349
"404",201.770004,202.720001,200.869995,200.949997,732000,195.095154
"405",200.460007,201.929993,199.75,201.320007,843700,195.454376
"406",201.309998,202.220001,200.389999,200.529999,949200,194.687378
"407",201.919998,203.440002,201.759995,203.070007,511700,197.153427
"408",201.270004,203.600006,200.369995,201.720001,846600,195.842728
"409",202.979996,203.610001,202.229996,202.690002,642800,196.78447
"410",202.910004,203.520004,202.029999,203.110001,649700,197.192215
"411",203.399994,204.449997,203.179993,203.919998,586000,197.978668
"412",204.229996,205.320007,203.860001,204.350006,1311200,198.396103
"413",203.869995,204.809998,202.839996,202.919998,696700,197.007751
"414",202.990005,204.639999,202.589996,202.850006,759500,196.939789
"415",203.070007,203.699997,202.460007,202.850006,553700,196.939789
"416",203.990005,205.600006,203.300003,204.199997,877900,198.740372
"417",204.5,205.830002,202.850006,203.139999,1207800,197.70871
"418",202.580002,206.509995,202.25,206.270004,1107500,200.755005
"419",205.720001,206.720001,205.429993,205.669998,906700,200.171051
"420",205.110001,207.399994,205.110001,207.050003,1031200,201.51416
"421",207.479996,208.940002,206.330002,207.759995,1140100,202.20517
"422",207.869995,208.520004,204.669998,204.990005,1096700,199.509232
"423",205.490005,207.360001,205.059998,207.020004,1020500,201.48497
"424",206.419998,209.199997,206.309998,206.880005,831600,201.348709
"425",207.889999,208.449997,206.360001,208.25,755800,202.682053
"426",208.270004,209.600006,207.710007,209.460007,644900,203.859711
"427",209.419998,211.110001,208.830002,209.990005,937300,204.375565
"428",210.660004,212.139999,209.880005,211.869995,703900,206.205276
"429",212.050003,214.039993,211.860001,213.949997,1082100,208.229645
"430",212.880005,213.630005,211.089996,211.350006,1006000,205.699219
"431",211.110001,213.649994,209.779999,213.550003,716000,207.840378
"432",213.639999,214.75,212.009995,212.970001,1060600,207.275879
"433",213.880005,214.050003,211.619995,213.100006,836700,207.402405
"434",215,215,210.389999,211.460007,2015700,205.806229
"435",210.490005,211.259995,209.080002,210.300003,699400,204.677246
"436",210.220001,210.919998,206.380005,206.820007,1400900,201.290283
"437",206.619995,207.029999,204.740005,205.279999,1132100,199.791473
"438",205.990005,206.940002,203.869995,204.029999,958100,198.57489
"439",202.899994,203.880005,195.339996,195.389999,2557700,190.165863
"440",196.5,199.539993,196.309998,199.410004,1744100,194.078415
"441",199,199.220001,196.330002,196.699997,1203100,191.440887
"442",197.619995,198.710007,195.690002,195.699997,1289100,190.46759
"443",196.070007,196.660004,192.289993,192.990005,1613400,187.830093
"444",193.080002,194.789993,191.740005,193.600006,1080700,188.423752
"445",192.520004,193.5,187.910004,190.009995,1500500,184.929749
"446",188.110001,189.990005,187.509995,187.820007,1606400,182.798309
