"","UAL.Open","UAL.High","UAL.Low","UAL.Close","UAL.Volume","UAL.Adjusted"
"276",62.16,64.220001,61.959999,63.950001,4670800,63.950001
"277",63.84,66.580002,63.75,65.360001,5694900,65.360001
"278",65.169998,65.669998,63.330002,63.369999,4634300,63.369999
"279",64.239998,64.519997,60.439999,62.98,6070000,62.98
"280",63.330002,64.830002,62.970001,64.139999,3279800,64.139999
"281",63.830002,65.75,63.66,65.699997,3151100,65.699997
"282",65.400002,66.32,65.160004,65.68,2747600,65.68
"283",66,66.760002,65.639999,66.739998,3722300,66.739998
"284",67.050003,67.510002,66.510002,66.519997,3309700,66.519997
"285",66.099998,66.720001,65.779999,66.589996,3391500,66.589996
"286",66.389999,68.519997,66.360001,67,3376100,67
"287",67.5,67.730003,66.449997,66.699997,2534600,66.699997
"288",67.010002,67.68,66.739998,67.57,2656700,67.57
"289",68.260002,69.480003,68.25,69.260002,4628300,69.260002
"290",69,69.400002,67.790001,67.860001,3531100,67.860001
"291",68,68.610001,67.330002,67.790001,3042600,67.790001
"292",67.779999,69.339996,67.019997,67.540001,4109100,67.540001
"293",66.870003,67.690002,65.669998,67.510002,3234600,67.510002
"294",66.82,67.919998,66.410004,67.209999,3036200,67.209999
"295",67.209999,67.809998,66.290001,67.519997,2472000,67.519997
"296",66.809998,67.910004,66.529999,67.809998,2734100,67.809998
"297",68.32,70.550003,68.050003,69.870003,7131600,69.870003
"298",70.5,71.639999,69.730003,71.550003,5646100,71.550003
"299",71.82,72.099998,70.400002,72,3738300,72
"300",72.870003,73.410004,72.470001,72.599998,4832200,72.599998
"301",72.349998,73.239998,70.440002,70.739998,4138900,70.739998
"302",70.980003,71.419998,69.93,70.139999,3463500,70.139999
"303",70.419998,71.449997,70.099998,70.879997,5085200,70.879997
"304",71.029999,71.099998,69.510002,70.129997,2237900,70.129997
"305",70.43,70.959999,70.080002,70.480003,2018700,70.480003
"306",69.120003,70.639999,68.809998,69.940002,2619500,69.940002
"307",69.459999,70.489998,68.440002,68.449997,3475500,68.449997
"308",68.75,68.980003,67.330002,67.389999,2899300,67.389999
"309",68.389999,68.68,67.32,68.480003,2693700,68.480003
"310",68.720001,69.910004,67.809998,68.18,3481500,68.18
"311",68.370003,68.690002,67.230003,67.910004,3062000,67.910004
"312",68.07,70.040001,68.07,69.470001,3003800,69.470001
"313",69.120003,69.300003,65.599998,66.769997,3988800,66.769997
"314",67.160004,69.610001,67.07,69.190002,4385300,69.190002
"315",68.25,70.129997,67.940002,69.989998,3147600,69.989998
"316",70.230003,71.209999,69.860001,70.690002,3151100,70.690002
"317",70.290001,70.550003,68,68.629997,3699800,68.629997
"318",69.279999,69.730003,68.279999,68.519997,5259400,68.519997
"319",69.260002,69.5,66.580002,67.589996,5342700,67.589996
"320",67.019997,67.870003,64.800003,64.870003,5370100,64.870003
"321",65.639999,66.879997,65.32,66.099998,4800400,66.099998
"322",66.720001,67.32,66.129997,66.540001,2665900,66.540001
"323",66.75,68.18,66.709999,67.309998,2831800,67.309998
"324",67.739998,68.239998,66.75,67.339996,4754100,67.339996
"325",69.5,72.099998,67.629997,70.580002,10265400,70.580002
"326",70.620003,71.190002,69.129997,70.230003,6380100,70.230003
"327",70.419998,72.599998,70.419998,71.75,6263000,71.75
"328",72.18,72.25,69.709999,70.330002,3648400,70.330002
"329",70.650002,70.830002,67.720001,68.949997,3815300,68.949997
"330",68.709999,68.879997,67.139999,68.510002,3728600,68.510002
"331",67.360001,67.360001,65.449997,66.620003,5467000,66.620003
"332",66.839996,68.230003,66.839996,67.860001,2662200,67.860001
"333",67.849998,68.779999,67.440002,67.540001,2468300,67.540001
"334",67.589996,68.440002,67.07,68.379997,2122200,68.379997
"335",68.160004,69.349998,67.800003,67.919998,3010000,67.919998
"336",67.919998,67.919998,66.529999,67.519997,2211400,67.519997
"337",67.150002,68.839996,67.150002,68.32,2171200,68.32
"338",68.480003,68.669998,66.980003,67.519997,2100400,67.519997
"339",67.660004,69.199997,67.239998,67.720001,2705400,67.720001
"340",67.279999,67.589996,65.57,65.800003,4415100,65.800003
"341",65.849998,66.519997,65.57,66.019997,2689200,66.019997
"342",66.110001,67.190002,66.110001,66.919998,2887300,66.919998
"343",67.339996,67.599998,66.139999,66.639999,2775400,66.639999
"344",66.550003,68.360001,66.099998,68.029999,3262100,68.029999
"345",68.029999,70.139999,67.720001,69.739998,3385500,69.739998
"346",69.75,70.389999,69.32,69.489998,2726300,69.489998
"347",68.940002,69.639999,68.400002,68.419998,3733700,68.419998
"348",69.010002,70.660004,68.919998,70.07,3530500,70.07
"349",70.599998,71.410004,69.709999,69.989998,3242100,69.989998
"350",69.75,69.889999,68.870003,69.540001,1956900,69.540001
"351",69.620003,70.669998,69.449997,70.470001,2094100,70.470001
"352",70.760002,72.739998,70.650002,71.68,3972500,71.68
"353",70.989998,71.519997,69.040001,69.519997,2541000,69.519997
"354",69.580002,69.860001,68.989998,69.800003,2945700,69.800003
"355",69.959999,70.529999,69.199997,69.589996,2275900,69.589996
"356",70,70.440002,69.099998,69.25,2326000,69.25
"357",69.360001,70.5,69.360001,69.980003,2450000,69.980003
"358",69.720001,69.919998,68.57,69.32,2401800,69.32
"359",68.139999,70.529999,67.93,70.360001,2698300,70.360001
"360",70.199997,70.209999,68.919998,69.540001,2875300,69.540001
"361",69.370003,70.150002,69.07,69.989998,2713200,69.989998
"362",70.830002,73.290001,70.559998,72.150002,4261300,72.150002
"363",72.400002,72.75,71.419998,72.389999,2489100,72.389999
"364",72.870003,73.519997,72.379997,72.5,2389600,72.5
"365",73,74.040001,72.629997,73.019997,2693200,73.019997
"366",72.970001,74,72.279999,73.889999,5148800,73.889999
"367",73.339996,74.75,72.75,74.489998,4324200,74.489998
"368",73.800003,74.25,72.379997,73,3482800,73
"369",73.120003,74.610001,72.879997,74.07,2021300,74.07
"370",73.779999,75.440002,73.779999,74.419998,2000900,74.419998
"371",74.190002,75.529999,72.800003,72.940002,3898700,72.940002
"372",72.800003,72.800003,70.82,71.330002,3305200,71.330002
"373",71.389999,71.769997,70.57,71.019997,2366500,71.019997
"374",71.080002,71.230003,69.529999,69.57,2633900,69.57
"375",69.68,69.82,68.489998,69.440002,2236600,69.440002
"376",69.760002,70.370003,69.639999,69.730003,2170400,69.730003
"377",69.400002,70.989998,69.209999,70.919998,1932600,70.919998
"378",69.779999,70.970001,69.400002,70.160004,1630200,70.160004
"379",70.550003,71.160004,70.419998,70.919998,3860100,70.919998
"380",71.010002,71.370003,70.57,70.959999,2292600,70.959999
"381",71.230003,72.190002,70.690002,71.790001,2240800,71.790001
"382",71.769997,71.769997,70.25,71.300003,2681700,71.300003
"383",70.400002,70.699997,67.940002,68.879997,6262000,68.879997
"384",69.529999,71.339996,68.860001,71.040001,4584700,71.040001
"385",70.93,72.239998,70.93,72.099998,3067300,72.099998
"386",72.330002,72.75,71.519997,72.260002,3852500,72.260002
"387",72.209999,73.18,71.980003,72.620003,5675100,72.620003
"388",75.599998,79.489998,75.559998,79,15644000,79
"389",80,80.919998,79.309998,80.589996,10213200,80.589996
"390",80.550003,81.550003,80.220001,80.910004,4548800,80.910004
"391",80.769997,81.910004,80.419998,81.589996,3541200,81.589996
"392",81.75,81.800003,79.550003,80.040001,3847400,80.040001
"393",80.400002,81.010002,79.940002,80.559998,3859900,80.559998
"394",80.449997,82.040001,80.129997,81.239998,3915900,81.239998
"395",81.029999,81.779999,79.599998,80.010002,3509300,80.010002
"396",79.620003,80.919998,79.5,80.07,3447700,80.07
"397",80.260002,81.059998,80.07,80.400002,2567400,80.400002
"398",80.769997,81.260002,79.830002,80.019997,4605100,80.019997
"399",79.199997,80.93,78.699997,80.849998,2464600,80.849998
"400",80.889999,81.639999,80.540001,81.339996,2009100,81.339996
"401",81.269997,82.260002,81.040001,81.830002,2075500,81.830002
"402",82.32,82.849998,82.019997,82.32,1816900,82.32
"403",82.639999,83.449997,82.410004,82.790001,1498600,82.790001
"404",82.910004,83.660004,82.489998,82.75,1563100,82.75
"405",82.25,82.330002,80.650002,81.720001,2354100,81.720001
"406",81.809998,82.18,80.720001,81.209999,1832600,81.209999
"407",81.050003,82.440002,81.019997,81.440002,1795200,81.440002
"408",81.260002,82.010002,80.349998,81.870003,2542300,81.870003
"409",82.139999,82.739998,81.040001,81.900002,2041900,81.900002
"410",81.690002,82.209999,81.519997,82.010002,1671900,82.010002
"411",82.410004,85.330002,82.129997,85.220001,5629900,85.220001
"412",85.470001,86.599998,85.080002,85.660004,3152900,85.660004
"413",85.230003,85.459999,84.370003,84.529999,1296600,84.529999
"414",84.599998,85.589996,84.360001,84.739998,1365400,84.739998
"415",84.489998,85.519997,83.709999,85.139999,2389200,85.139999
"416",85.699997,86.32,85.57,85.940002,1895200,85.940002
"417",86.040001,87.370003,85.889999,86.82,2785000,86.82
"418",86.989998,87.440002,86.400002,87.110001,1907800,87.110001
"419",86.860001,87.589996,86.510002,86.919998,1854400,86.919998
"420",86.900002,87.669998,86.669998,87.419998,3079500,87.419998
"421",87.839996,88.839996,87.660004,88.300003,3083300,88.300003
"422",88.639999,89.080002,86.260002,88.190002,4088000,88.190002
"423",88.160004,88.440002,86.5,87.129997,5633000,87.129997
"424",87.010002,89.480003,86.5,87.68,2442200,87.68
"425",87.68,88.449997,87.150002,88.089996,3205200,88.089996
"426",87.959999,89.349998,87.830002,89.120003,3513400,89.120003
"427",88.900002,89.209999,87.440002,87.800003,2467600,87.800003
"428",87.980003,90.199997,87.830002,89.580002,3571700,89.580002
"429",89.739998,90.480003,89.489998,90.330002,2448500,90.330002
"430",90.5,91.389999,89.940002,90.160004,1646300,90.160004
"431",89.339996,90.529999,88.650002,90.110001,1933600,90.110001
"432",90.019997,90.610001,89.18,89.349998,2545600,89.349998
"433",89.839996,89.919998,88.910004,89.120003,2409800,89.120003
"434",89.57,90.25,87.110001,89.940002,4690400,89.940002
"435",89.830002,89.830002,87.029999,87.839996,3534900,87.839996
"436",87.830002,88.040001,86.82,87.919998,2061700,87.919998
"437",88.849998,89.459999,88.459999,88.970001,2031500,88.970001
"438",88.93,89.989998,88.239998,88.339996,2156200,88.339996
"439",88.330002,89.339996,88.290001,89.059998,2091600,89.059998
"440",89.290001,89.580002,87.519997,87.610001,2459900,87.610001
"441",87.239998,87.440002,85.839996,86.709999,3210500,86.709999
"442",87.019997,87.919998,86.82,87.389999,1945400,87.389999
"443",87.029999,87.760002,85.519997,86.040001,2752000,86.040001
"444",86.120003,86.75,84.019997,84.139999,4242500,84.139999
"445",84,84.489998,82.370003,83.68,2897300,83.68
"446",83.709999,84.410004,81.279999,81.43,4287300,81.43
"447",82.800003,82.800003,78.870003,78.93,5573800,78.93
"448",81.089996,81.980003,78.93,80.120003,5567600,80.120003
