"","UAL.Open","UAL.High","UAL.Low","UAL.Close","UAL.Volume","UAL.Adjusted"
"901",31.690001,31.77,30.690001,31.379999,29584900,31.379999
"902",31.33,32.279999,30.32,31.870001,35214400,31.870001
"903",32.009998,33.700001,32.009998,32.290001,30010100,32.290001
"904",33.310001,34.57,32.169998,33.73,48193200,33.73
"905",34.25,35.029999,33.23,34.400002,51250700,34.400002
"906",33.900002,34.419998,33.450001,34.330002,30394500,34.330002
"907",34.650002,37.549999,34.639999,37.540001,48876400,37.540001
"908",39.639999,39.860001,36.66,36.830002,56549300,36.830002
"909",37.549999,37.740002,35.470001,36.400002,34982400,36.400002
"910",35.740002,37.52,35.52,35.810001,35460100,35.810001
"911",35.349998,36.57,35.200001,36.18,28384100,36.18
"912",36.209999,36.299999,34.360001,34.400002,22574300,34.400002
"913",34.389999,34.880001,33.580002,33.98,19070300,33.98
"914",34.360001,36.560001,34.130001,34.439999,40587900,34.439999
"915",33.919998,34.389999,33.200001,34.049999,28197000,34.049999
"916",33.799999,34.439999,32.98,33.040001,22730300,33.040001
"917",33.669998,36.389999,33.200001,36.32,50533600,36.32
"918",36.439999,36.939999,34.48,35.220001,39748300,35.220001
"919",35.259998,35.509998,34.110001,34.25,23414500,34.25
"920",35.5,37.990002,35.18,36.220001,51046500,36.220001
"921",37.139999,37.439999,35.889999,37.34,35228900,37.34
"922",37.25,37.439999,35.73,36,27114200,36
"923",35.25,37.240002,34.950001,36.009998,29722200,36.009998
"924",36.099998,37.099998,35.209999,36.889999,26622800,36.889999
"925",37.130001,39.77,36.139999,37.400002,53966400,37.400002
"926",38.150002,38.740002,36.459999,38.209999,33121600,38.209999
"927",37.299999,38.48,36.48,37.279999,33207100,37.279999
"928",36.900002,37.080002,35.59,36.029999,25407600,36.029999
"929",36.349998,37.330002,36.18,36.450001,24905300,36.450001
"930",36.630001,36.799999,35.48,36.07,19198700,36.07
"931",36.299999,36.880001,35.84,36.740002,18939900,36.740002
"932",36.84,37.880001,36.380001,36.799999,21378200,36.799999
"933",36.900002,38.900002,36.360001,38.299999,33232400,38.299999
"934",37.689999,39.279999,37.139999,38.349998,31339700,38.349998
"935",38.16,38.34,36.68,36.970001,32772800,36.970001
"936",35.400002,35.470001,33.18,33.790001,29900900,33.790001
"937",34.150002,34.650002,33.560001,34.07,16700600,34.07
"938",34.279999,35.049999,33.049999,33.080002,21576900,33.080002
"939",32.779999,33.400002,31.219999,32.740002,24638800,32.740002
"940",32.560001,34.27,32.490002,34.200001,21461100,34.200001
"941",35.32,36.900002,34.66,35.939999,34828100,35.939999
"942",35.549999,35.610001,34.240002,34.509998,24979800,34.509998
"943",34.950001,36.220001,34.540001,34.75,29441400,34.75
"944",35.23,35.490002,34.57,35.18,18972200,35.18
"945",33.360001,36.77,33.27,36.009998,35081000,36.009998
"946",36.43,36.580002,35.419998,36.200001,18046400,36.200001
"947",36.73,37.09,34.84,34.880001,28719000,34.880001
"948",36.509998,37.220001,35.880001,36.380001,27677300,36.380001
"949",37.16,37.689999,35.849998,37,28333500,37
"950",37.049999,37.799999,36.27,37.119999,25311800,37.119999
"951",36.700001,36.990002,36.259998,36.380001,20202600,36.380001
"952",35.669998,35.950001,35.220001,35.259998,17303000,35.259998
"953",35.259998,36.330002,35.169998,35.610001,14976500,35.610001
"954",35.18,35.380001,33.639999,34.25,23652000,34.25
"955",34.310001,34.580002,33.82,34.16,16210000,34.16
"956",34.450001,36.549999,34.439999,35.5,33094400,35.5
"957",36.16,36.59,35.200001,36.060001,22578100,36.060001
"958",35.91,36.139999,35.209999,35.540001,16092700,35.540001
"959",35.900002,37.450001,35.650002,37.240002,24747800,37.240002
"960",37.099998,38.099998,36.52,38.009998,20690300,38.009998
"961",37.369999,37.400002,34.669998,35.34,25924500,35.34
"962",35.110001,35.650002,34.150002,34.169998,17594200,34.169998
"963",33.110001,33.66,32.16,32.599998,21822900,32.599998
"964",32.630001,33.75,32.43,33.57,17257400,33.57
"965",33.150002,34.02,32.830002,33.860001,18783200,33.860001
"966",34.080002,34.099998,32.950001,33.779999,13901000,33.779999
"967",34.32,34.68,33.759998,34.02,16309000,34.02
"968",34,34.25,32.959999,33.34,14812300,33.34
"969",33.700001,35.459999,33.57,35.349998,16192100,35.349998
"970",34.900002,35.150002,34.200001,34.68,13194100,34.68
"971",41.900002,44.060001,39.130001,41.32,60942600,41.32
"972",40.450001,41.630001,39.48,40.049999,26596600,40.049999
"973",40.07,40.16,38.189999,38.509998,20044100,38.509998
"974",37.450001,38.709999,36.560001,36.849998,23503200,36.849998
"975",37.240002,39.099998,37.080002,38.990002,19977400,38.990002
"976",42.18,42.779999,40.049999,41,28722700,41
"977",40,41.099998,39.580002,40.599998,19661400,40.599998
"978",41.490002,42.889999,41.049999,41.049999,22482000,41.049999
"979",41,41.439999,40.189999,40.939999,18556300,40.939999
"980",40.709999,40.970001,39.669998,39.900002,15604700,39.900002
"981",40.169998,41.18,40.049999,40.93,21730000,40.93
"982",42.709999,45,42.450001,44.959999,29934600,44.959999
"983",44.490002,45.91,43.650002,45.639999,24250800,45.639999
"984",46.200001,46.759998,45.139999,45.299999,14103900,45.299999
"985",46.470001,46.5,44.200001,45.049999,23401500,45.049999
"986",45.830002,46.57,45.23,45.32,18811700,45.32
"987",45.099998,46.73,44.52,46.73,17745700,46.73
"988",47.669998,50.970001,47.66,49.91,32545200,49.91
"989",50.490002,51.310001,48.77,49.240002,26300600,49.240002
"990",49.279999,50.349998,48.709999,49.200001,22364600,49.200001
"991",49.02,50.400002,48.720001,49.040001,17797900,49.040001
"992",49.84,50.09,46.73,48.02,23325100,48.02
"993",46.740002,49.709999,46.599998,49.639999,19020500,49.639999
"994",49.150002,49.889999,47.639999,48.360001,14770600,48.360001
"995",49.599998,49.650002,46.700001,46.720001,15745000,46.720001
"996",47.200001,47.560001,45.799999,47.459999,16803400,47.459999
"997",46.5,46.91,45.549999,46,17369500,46
"998",46.299999,46.400002,45.459999,45.880001,13785000,45.880001
"999",45.75,45.950001,44.560001,44.740002,16333200,44.740002
"1000",43.349998,44.419998,42.630001,44.060001,21879100,44.060001
"1001",44.650002,44.790001,42.43,42.970001,16519200,42.970001
"1002",43.099998,44.689999,43.080002,44.110001,15284700,44.110001
"1003",44.400002,44.419998,43.009998,43.259998,7230600,43.259998
"1004",44.040001,44.630001,43.75,43.919998,13693200,43.919998
"1005",44.450001,44.650002,43.549999,43.740002,9927700,43.740002
"1006",43.639999,44.759998,43.459999,44.650002,9473300,44.650002
"1007",44.41,44.560001,43.110001,43.25,12684000,43.25
