"","GRMN.Open","GRMN.High","GRMN.Low","GRMN.Close","GRMN.Volume","GRMN.Adjusted"
"915",103.470001,103.5,102.300003,102.940002,607900,100.438164
"916",102.989998,103.129997,102.279999,102.43,768500,99.940544
"917",102.860001,103.900002,102.860001,103.639999,688800,101.121147
"918",104.470001,104.470001,103.150002,103.639999,510900,101.121147
"919",103.82,104.760002,103.410004,104.669998,724400,102.126114
"920",105.260002,105.330002,102.43,102.57,845800,100.077156
"921",103.519997,103.870003,102.660004,103.760002,545400,101.23822
"922",103.620003,104.57,103.120003,103.610001,770100,101.091873
"923",103.419998,104.040001,102.75,104,695700,101.472397
"924",104.480003,106,103.599998,105.809998,772700,103.238403
"925",105.959999,105.989998,100.879997,101.309998,858400,98.847763
"926",102.309998,102.910004,100.330002,101.730003,906300,99.257568
"927",100.93,101.110001,99.160004,99.360001,883200,96.945175
"928",100.620003,102.050003,100.43,101.139999,681400,98.6819
"929",102.099998,102.349998,98.919998,99.400002,815500,96.984192
"930",100.389999,100.949997,99.580002,100.050003,657700,97.618401
"931",100.010002,100.150002,99.120003,99.699997,642700,97.873627
"932",100.309998,101.300003,99.830002,99.980003,600300,98.148506
"933",100.209999,100.510002,98.209999,98.389999,773900,96.587631
"934",97.919998,98.849998,96.970001,98.199997,742000,96.401108
"935",98.419998,99.239998,96.120003,96.330002,1403100,94.565376
"936",95.440002,95.440002,93.230003,94.260002,879000,92.533295
"937",94.029999,95.389999,93.629997,95.139999,960000,93.397163
"938",96.120003,96.309998,93.209999,93.459999,826500,91.747932
"939",93.18,95.410004,92.190002,92.68,640400,90.982231
"940",92.419998,93.870003,91.839996,93.550003,536100,91.836296
"941",94.910004,95.809998,93.959999,95.379997,550600,93.632774
"942",95.580002,95.779999,94.860001,95.010002,487600,93.269547
"943",95.339996,95.839996,94.370003,94.860001,750800,93.122299
"944",95.779999,95.93,94.349998,94.68,627800,92.945595
"945",93.75,95.75,93.739998,94.93,501700,93.19101
"946",95.739998,96.660004,95.540001,96.540001,562900,94.771523
"947",96.540001,97.18,94.919998,95.150002,581400,93.40699
"948",95.870003,97.199997,95.800003,96.919998,586900,95.144554
"949",97.510002,98.209999,96.919998,98.129997,491900,96.332382
"950",98.470001,99.449997,98.32,98.82,539100,97.009758
"951",99.269997,99.489998,98.739998,99.07,412300,97.255173
"952",98.739998,99.330002,98.019997,98.809998,395300,96.999939
"953",99.010002,99.339996,97.660004,98.489998,440400,96.685799
"954",97.699997,99.279999,97.349998,99.029999,369400,97.215912
"955",98.989998,99.879997,98.650002,99.120003,808000,97.30426
"956",99.580002,100.339996,97.449997,97.720001,468400,95.929909
"957",98.330002,100.169998,97.849998,98.790001,500100,96.980301
"958",99.019997,99.629997,97.589996,98.389999,428500,96.587631
"959",98.290001,99.580002,98.290001,99.040001,485700,97.225723
"960",99.650002,100.93,99.010002,100.839996,701000,98.992752
"961",100.029999,100.239998,98.580002,99.419998,730100,97.598763
"962",99.199997,100.160004,98.529999,98.610001,575700,96.803596
"963",100.120003,101.669998,97.470001,97.57,1444800,95.782646
"964",97.519997,102.330002,97.519997,100.730003,1103600,98.884766
"965",101.379997,105.239998,101.230003,104.019997,1946600,102.114487
"966",105.089996,109.900002,105.019997,109.889999,2065600,107.876968
"967",111.300003,111.779999,109.410004,110.620003,1914900,108.593605
"968",111.120003,113.07,110.169998,111.260002,1159300,109.221878
"969",112,114.43,111.5,113.269997,1725600,111.195053
"970",113.599998,116.290001,113.209999,115.190002,1009700,113.07988
"971",120.290001,120.419998,115.18,115.269997,1666300,113.158409
"972",113.940002,114.940002,113.360001,114.18,1200000,112.088379
"973",114.889999,115.879997,114.18,114.82,713900,112.71666
"974",115.410004,115.639999,113.25,113.75,634800,111.666252
"975",114.050003,115.68,113.790001,115.629997,595600,113.51181
"976",117.019997,117.709999,116.150002,117.510002,862000,115.357376
"977",117.169998,117.559998,116.57,117.330002,606700,115.180679
"978",117.339996,117.339996,114.260002,114.300003,818500,112.206184
"979",114.690002,115.400002,112.82,114.290001,571200,112.196373
"980",114.489998,115.209999,113.5,114.489998,653000,112.3927
"981",114.889999,115.379997,114.07,114.660004,578100,112.559586
"982",115.720001,117.269997,114.599998,116.459999,676400,114.326614
"983",116.290001,116.709999,115.07,116.370003,678500,114.238266
"984",116.809998,118.010002,116.379997,117.050003,399400,114.905807
"985",116.129997,117.07,114.309998,116.760002,1162400,114.621124
"986",117.650002,119.989998,117.25,119.800003,1008800,117.605431
"987",120,120,117.790001,118.480003,639300,116.309616
"988",118.239998,119.599998,118.239998,119.239998,559700,117.055679
"989",119,121.739998,118.75,121.339996,803700,119.11721
"990",120.699997,122.349998,120.269997,121.300003,769500,119.077957
"991",121.25,122.989998,120.279999,122.849998,715600,120.599556
"992",123.550003,123.550003,117.919998,119.449997,1245200,117.261841
"993",118.940002,119.949997,118.010002,118.599998,623900,116.427406
"994",118.449997,119.230003,118.040001,118.940002,559600,116.761185
"995",119.209999,119.480003,117.209999,117.209999,723700,115.656029
"996",118.160004,119.269997,117.589996,119.190002,561600,117.609779
"997",118.889999,119.510002,117.720001,118.330002,686600,116.761185
"998",118.449997,119.650002,117.620003,118.629997,822600,117.057198
"999",118.82,119.839996,118.459999,119.489998,2004100,117.9058
"1000",118.379997,118.5,116.629997,118.18,810400,116.613174
"1001",118.349998,119.459999,117.660004,119.139999,650300,117.56044
"1002",119.769997,121.370003,119.769997,120.239998,587900,118.645851
"1003",120.68,120.68,119.230003,120.209999,166100,118.616257
"1004",120.389999,121.529999,120.290001,120.730003,321100,119.129364
"1005",121.099998,121.480003,119,119.379997,276700,117.797256
"1006",119.540001,120.019997,118.849998,119.519997,278100,117.935402
"1007",119.190002,119.800003,118.690002,119.660004,324300,118.073555
