"","GRMN.Open","GRMN.High","GRMN.Low","GRMN.Close","GRMN.Volume","GRMN.Adjusted"
"112",51.939999,52.189999,51.5,51.610001,525900,45.496494
"113",51.810001,51.849998,51.330002,51.720001,1835500,45.59346
"114",50.759998,51.84,50.759998,51.700001,901700,46.029728
"115",51.32,51.869999,51.220001,51.34,950300,45.709202
"116",51.490002,51.880001,51.389999,51.790001,751100,46.109856
"117",51.610001,51.900002,50.970001,51.360001,816500,45.727013
"118",51.52,51.619999,51,51.169998,521500,45.557846
"119",51.299999,51.66,51,51.389999,571300,45.753719
"120",51.689999,51.77,51.220001,51.279999,1158400,45.655781
"121",51.389999,51.709999,51.169998,51.299999,845800,45.673595
"122",51.369999,51.41,50.509998,50.57,735000,45.023655
"123",50.779999,51.279999,50.77,50.950001,906700,45.361977
"124",51.02,51.470001,50.490002,50.939999,949900,45.353077
"125",50.810001,51.25,50.669998,51.029999,852600,45.433208
"126",51.25,51.869999,51.16,51.82,721200,46.136559
"127",51.790001,52.209999,51.59,52.07,1345200,46.359146
"128",51.849998,51.98,50.950001,50.98,1132600,45.388687
"129",51.240002,51.380001,50.98,51.169998,931200,45.557846
"130",50.98,51.389999,50.240002,50.259998,3086400,44.74765
"131",50.400002,50.59,49.990002,50.299999,1222800,44.783272
"132",50.509998,50.810001,49.810001,50.299999,2248900,44.783272
"133",50.25,50.57,49.900002,50.240002,1330300,44.729851
"134",50.470001,50.490002,50.110001,50.299999,867700,44.783272
"135",50.549999,50.860001,50.389999,50.599998,806400,45.050369
"136",50.41,50.66,50,50.209999,1288500,44.70314
"137",51.049999,51.689999,50.740002,51.66,2027100,45.994106
"138",51.790001,51.790001,51.139999,51.330002,955000,45.70031
"139",51.27,51.740002,51.259998,51.59,713600,45.931782
"140",51.439999,51.939999,51.27,51.68,774100,46.011921
"141",51.650002,52.709999,51.509998,52.560001,1557400,46.795399
"142",52.720001,52.720001,52.060001,52.25,750000,46.519405
"143",52.23,52.23,51.369999,51.880001,1061300,46.18998
"144",51.880001,52.040001,51.25,51.32,773300,45.691391
"145",51.5,51.540001,50.16,50.189999,1401700,44.685329
"146",50.490002,50.779999,49.799999,49.990002,1606300,44.507271
"147",51.07,52.77,50.950001,52.220001,3343100,46.492691
"148",52.09,52.419998,51.740002,51.82,1426200,46.136559
"149",51.91,52.07,51.52,51.880001,1104200,46.18998
"150",51.029999,52.189999,51.029999,52.099998,986700,46.385849
"151",52.130001,52.220001,51.619999,51.759998,1030700,46.083145
"152",51.650002,52.349998,51.630001,52.279999,1453000,46.546108
"153",52.02,52.419998,51.130001,51.290001,1583600,45.664688
"154",51.630001,51.779999,50.91,51.209999,918400,45.593456
"155",51.470001,52.029999,51.259998,51.799999,651300,46.118748
"156",51.77,51.970001,51.380001,51.400002,733800,45.762627
"157",51.630001,52.150002,51.380001,51.880001,689300,46.18998
"158",51.82,52.040001,51.18,51.200001,612500,45.58456
"159",51.23,51.360001,50.889999,51.169998,717000,45.557846
"160",51.099998,51.34,50.860001,50.98,770200,45.388687
"161",51.150002,51.740002,50.959999,51.700001,917200,46.029728
"162",51.560001,52.57,51.48,52.040001,1512300,46.332436
"163",52.07,52.73,51.93,52.18,1297800,46.457077
"164",52.41,52.799999,52.32,52.529999,627700,46.768688
"165",52.580002,52.799999,51.93,52.049999,654300,46.341335
"166",51.740002,51.950001,51.34,51.490002,870100,45.842762
"167",51.389999,51.849998,51.279999,51.73,743200,46.056431
"168",51.830002,52,51.290001,51.5,957000,45.851658
"169",51.709999,52.16,51.580002,51.82,796300,46.136559
"170",51.689999,51.970001,50.98,51.459999,937400,45.816036
"171",51.599998,52.259998,51.34,52.110001,1029900,46.394753
"172",52.23,52.330002,51.759998,51.959999,677300,46.261208
"173",51.68,52.57,51.66,52.259998,740400,46.528305
"174",52.549999,52.549999,51.990002,52.150002,989400,46.430367
"175",52.459999,52.66,51.66,52.009998,1622200,46.305721
"176",51.610001,52.669998,51.57,52.540001,1184900,47.240829
"177",51.919998,52.459999,51.759998,52.310001,927300,47.034027
"178",52.259998,52.540001,52,52.48,1152700,47.186878
"179",52.689999,52.689999,52.259998,52.490002,678600,47.195877
"180",52.509998,52.540001,51.84,51.939999,870300,46.701347
"181",51.619999,52.220001,51.619999,52.18,639400,46.91713
"182",52.200001,52.380001,51.799999,52,649200,46.755291
"183",52.080002,52.490002,52.049999,52.41,461800,47.12394
"184",52.5,53.75,52.43,53.200001,1045700,47.834259
"185",53.450001,53.849998,53.34,53.68,1058700,48.265842
"186",53.799999,54.150002,53.5,54.029999,735800,48.580551
"187",53.950001,54.110001,53.669998,54.040001,476900,48.589535
"188",53.950001,54.150002,53.450001,53.970001,780400,48.526592
"189",54.060001,54.200001,53.59,54.16,717900,48.697437
"190",54.330002,54.490002,54.029999,54.419998,722600,48.931213
"191",54.43,54.869999,54.259998,54.77,782700,49.245911
"192",54.860001,54.900002,54.41,54.790001,874700,49.263893
"193",54.77,54.790001,53.650002,53.830002,1213400,48.400723
"194",53.860001,54.209999,53.66,53.919998,843200,48.481636
"195",53.869999,54.349998,53.869999,54.259998,659200,48.787342
"196",54.27,54.57,54.09,54.380001,619700,48.895248
"197",54.389999,54.75,54.259998,54.700001,865200,49.182968
"198",54.720001,55.5,54.650002,55.169998,1343000,49.605564
"199",55.150002,55.419998,54.91,55.150002,839500,49.587593
"200",55.349998,55.630001,55.150002,55.200001,592500,49.632542
"201",55.139999,55.330002,54.869999,55.080002,759000,49.524643
"202",54.919998,55.59,54.57,55.450001,801900,49.857334
"203",55.57,55.869999,55.52,55.799999,742900,50.172024
"204",55.919998,55.98,55.66,55.799999,785400,50.172024
"205",55.990002,56.43,55.709999,56.41,1007100,50.720501
"206",56.34,56.689999,56.07,56.549999,1229500,50.846386
"207",56.709999,56.75,56.139999,56.470001,653400,50.774456
"208",56.48,56.740002,55.220001,56.290001,821600,50.612602
"209",56.209999,56.599998,55.91,56.490002,773600,50.792439
"210",56.73,57.09,56.209999,56.610001,1574000,50.90033
"211",57.619999,60.439999,57.610001,59.799999,3488700,53.768593
"212",59.700001,59.709999,58.279999,58.860001,2387500,52.923397
"213",58.959999,59.580002,58.619999,59.549999,1112200,53.543797
"214",59.650002,60.049999,59.040001,59.299999,1071100,53.319016
"215",59.080002,59.43,58.810001,59.209999,832200,53.238091
"216",59.290001,59.799999,58.91,59.650002,828100,53.633717
"217",59.200001,59.779999,59,59.720001,1233900,53.696655
"218",59.540001,61.040001,59.470001,60.830002,1644900,54.694698
"219",60.810001,60.810001,60.049999,60.580002,1404400,54.469921
"220",60.52,61.279999,60.23,60.75,1099300,54.622768
"221",60.509998,60.790001,60.110001,60.290001,937500,54.209164
"222",60.5,60.919998,60.220001,60.75,859100,54.622768
"223",60.68,61.75,60.610001,61.450001,1060000,55.252163
"224",61.43,61.799999,61.139999,61.52,957400,55.315102
"225",61.889999,62.610001,61.75,62.490002,1125000,56.187267
"226",62.369999,62.369999,61.240002,61.529999,1030700,55.324093
"227",61.689999,62.279999,61.209999,61.790001,317200,55.55788
"228",61.84,62.080002,61.669998,61.700001,562600,55.476952
"229",61.91,62.990002,61.91,62.919998,807500,56.573906
"230",62.849998,63.150002,62.299999,62.400002,959600,56.10635
"231",62.509998,62.68,62.02,62.080002,1354100,55.818638
"232",62.189999,62.330002,60.360001,61.23,1120300,55.054344
"233",61.540001,61.849998,60.830002,60.849998,1090700,54.712681
"234",61.110001,62.09,60.779999,61.52,1348600,55.315102
"235",61.619999,61.880001,61.209999,61.459999,1011200,55.261154
"236",61.360001,61.580002,61.07,61.27,902300,55.090313
"237",61.32,62.310001,61.32,62.27,968100,55.989464
"238",62.060001,62.330002,61.619999,61.959999,1081000,55.710728
"239",62,62.080002,60.93,61.130001,892300,54.964451
"240",61.09,61.189999,60.759998,60.830002,1188800,54.694698
"241",60.529999,60.709999,59.450001,59.459999,1261400,53.914902
"242",58.639999,58.970001,57.389999,58.360001,5300600,52.917492
"243",58.5,59.139999,58.279999,58.630001,1650500,53.1623
"244",58.880001,59.209999,58.52,58.580002,1190000,53.116978
"245",58.959999,58.970001,58.610001,58.799999,988200,53.316452
"246",59.150002,59.540001,58.75,59.169998,1240600,53.651947
"247",59.220001,59.459999,59.080002,59.18,493700,53.661018
"248",59.119999,59.75,59.02,59.27,355800,53.742622
"249",59.34,59.740002,59.279999,59.459999,403800,53.914902
"250",59.470001,59.849998,59.470001,59.77,415300,54.195999
"251",59.77,59.98,59.389999,59.57,497100,54.014645
"252",59.639999,59.860001,59.189999,59.540001,885400,53.987446
"253",59.66,60.299999,59.560001,60.27,655100,54.649368
"254",60.240002,60.360001,59.790001,60.27,1096000,54.649368
"255",60.389999,60.5,59.619999,59.740002,843000,54.168793
"256",59.599998,60.380001,59.169998,60.34,1263400,54.712837
"257",60.529999,60.59,59.740002,59.849998,975000,54.268528
"258",59.84,60.709999,59.669998,60.470001,759000,54.830711
"259",60.459999,61.59,60.419998,61.419998,915800,55.69212
"260",61.470001,61.98,61.369999,61.959999,1483300,56.181759
"261",62.150002,62.639999,61.360001,61.450001,1612800,55.719315
"262",61.830002,63.099998,61.799999,63.040001,1099900,57.161041
"263",62.939999,63.34,62.869999,63.240002,820000,57.342392
"264",63.5,63.91,63.049999,63.869999,1216000,57.913631
"265",63.419998,64.050003,63.139999,64.040001,1038200,58.067787
"266",64.089996,64.629997,63.849998,64.519997,861300,58.503021
"267",64.839996,64.959999,63.77,64.209999,1385400,58.221928
"268",64.440002,64.529999,63.529999,63.75,1248000,57.804832
"269",64.129997,64.599998,63.98,64.580002,912300,58.557426
"270",63.939999,64.519997,63.509998,63.709999,1092900,57.768559
"271",63.439999,63.549999,62.82,63.07,1185900,57.18824
"272",63.16,63.540001,62.5,62.939999,3278100,57.070366
"273",62.790001,63.189999,61.98,62.68,1298500,56.834618
"274",62.610001,63.34,62.290001,62.41,975200,56.589798
"275",62.119999,62.790001,60.779999,60.790001,1510100,55.120872
"276",60,62.549999,59.169998,62.310001,1589800,56.499123
"277",63.400002,63.849998,61.099998,63.080002,1630100,57.197311
"278",63.099998,63.380001,61.099998,61.130001,1293300,55.429173
"279",61.75,62.150002,59.610001,61.220001,1387400,55.510777
"280",61.560001,62.400002,61.540001,61.970001,1169800,56.190826
"281",62.02,62.580002,61.259998,62.43,1126700,56.607925
"282",62.189999,64.199997,61.689999,64,1091700,58.031509
"283",64.410004,65.040001,63.93,64.870003,1340600,58.820385
"284",64.790001,65.510002,64.620003,65.209999,1156300,59.128666
"285",65.199997,65.959999,64.68,64.860001,2661900,58.811314
"286",60.860001,63.189999,60.060001,61.869999,3992800,56.100155
"287",62.220001,62.619999,59.759998,60.389999,2014400,54.758171
"288",60.25,60.810001,59.57,60.349998,1643900,54.721901
"289",60.509998,60.919998,60.049999,60.650002,1415200,54.993923
"290",60.48,60.759998,60.049999,60.220001,1357600,54.604034
"291",60.439999,60.700001,59.23,59.240002,861600,53.715416
"292",59.150002,59.799999,58.27,58.860001,1362500,53.370861
"293",58.66,59.52,57.84,59.419998,936800,53.878632
"294",59.009998,59.889999,58.860001,59.599998,937400,54.041847
"295",59.630001,59.82,59.099998,59.810001,921200,54.232262
"296",59.369999,60.060001,59.27,59.990002,897200,54.395485
"297",60.5,62.119999,59.57,59.889999,841000,54.304794
"298",60.040001,61.02,59.939999,60.990002,965100,55.302219
"299",61.060001,61.389999,60.650002,61.009998,691300,55.320351
"300",61.5,61.779999,60.91,61.150002,912100,55.447304
"301",61.040001,61.150002,59.970001,60.259998,883000,55.099834
"302",60.439999,60.599998,59.560001,59.68,871500,54.5695
"303",59.720001,60.279999,59.509998,60.110001,2888900,54.962681
"304",59.779999,60,59.360001,59.84,905400,54.715805
"305",59.950001,60.139999,59.700001,59.990002,934700,54.852962
"306",59.939999,60.18,59.48,59.509998,704400,54.414063
"307",59.130001,59.439999,58.330002,58.34,921800,53.34425
"308",58.639999,58.689999,57.66,57.68,747300,52.740768
"309",58.27,58.959999,58.060001,58.689999,788900,53.66428
"310",58.709999,59.34,57.810001,58.139999,781600,53.161377
"311",58.200001,58.860001,57.84,58.209999,720300,53.22538
"312",58.610001,59.27,58.200001,58.93,736200,53.883732
"313",58.790001,58.790001,57.290001,58.060001,849700,53.088234
"314",58.34,58.91,57.830002,58.799999,699200,53.764862
"315",58.130001,59.400002,57.869999,59.330002,1054600,54.249477
"316",59.630001,59.790001,59.200001,59.650002,1183600,54.542076
"317",59.299999,59.650002,57.880001,58.419998,748800,53.417393
"318",58.689999,59.169998,58.380001,58.509998,671200,53.499691
"319",59.240002,59.68,58.91,59.369999,645700,54.286049
"320",59.139999,59.459999,59.02,59.290001,678400,54.212898
"321",59.450001,59.66,59.240002,59.299999,595500,54.222046
"322",59.610001,59.610001,58.810001,59.029999,655100,53.975159
"323",59.400002,59.700001,58.93,59.43,708700,54.340916
"324",59.939999,60.110001,59.650002,59.919998,918100,54.788948
"325",59.959999,60.380001,59.779999,59.98,733100,54.843811
"326",59.860001,59.860001,58.77,59.23,578800,54.158039
"327",59.349998,59.490002,58.580002,58.939999,573800,53.892872
"328",58.959999,59,57.810001,58.09,1066300,53.115665
"329",58.25,58.68,57.400002,57.66,900700,52.722481
"330",57.709999,57.98,57.009998,57.830002,795800,52.877926
"331",58.299999,58.98,58.16,58.959999,974000,53.91116
"332",58.639999,59.540001,58.459999,59.259998,1082900,54.185463
"333",59.169998,59.240002,58.549999,58.669998,908400,53.645988
"334",58.32,59.099998,57.91,58.990002,1238200,53.938587
"335",60.950001,62.459999,60.330002,61.950001,2673000,56.645119
"336",62,62,60.029999,60.349998,1794000,55.182129
"337",60,60.279999,59.700001,59.889999,1528300,54.761513
"338",59.849998,59.849998,59.060001,59.369999,879900,54.286049
"339",59.84,59.98,59.169998,59.580002,765600,54.478062
"340",59.610001,59.869999,59.279999,59.41,880500,54.32262
"341",59.52,59.549999,59.080002,59.189999,857000,54.121456
"342",59.110001,59.580002,59,59.290001,709500,54.212898
"343",59.27,59.540001,58.91,59.389999,668200,54.30434
"344",59.259998,59.400002,58.709999,59.23,799700,54.158039
"345",59.119999,60,59.02,59.689999,746300,54.578644
"346",59.580002,60.07,59.509998,59.740002,626300,54.624363
"347",59.689999,59.889999,59.27,59.759998,538700,54.642658
"348",60.119999,60.560001,60.009998,60.41,512700,55.236996
"349",60.310001,60.790001,60.310001,60.470001,518200,55.291866
"350",60.330002,60.419998,59.66,60.279999,692400,55.11813
"351",60.23,60.68,60.110001,60.529999,546200,55.346718
"352",60.529999,60.849998,60.509998,60.560001,463900,55.374149
"353",60.220001,60.889999,60.110001,60.439999,765900,55.264423
"354",60.580002,61.099998,60.439999,60.900002,711900,55.685028
"355",60.900002,60.900002,59.869999,60.09,1187200,54.944393
"356",60.490002,61.669998,60.299999,61.389999,974800,56.133072
"357",61.419998,61.509998,60.849998,61.009998,572000,55.785618
"358",61,61.759998,60.810001,61.689999,744400,56.407383
"359",61.799999,61.939999,61.34,61.889999,662000,56.59026
"360",62,62.060001,61.34,61.43,715900,56.169643
"361",61.43,61.889999,61.080002,61.849998,640700,56.55368
"362",61.810001,62.490002,61.610001,62.259998,566300,56.928574
"363",62.25,62.549999,62.060001,62.369999,561800,57.02916
"364",62.57,62.779999,62.139999,62.240002,734800,56.910294
"365",62.349998,62.5,61.66,61.939999,1039400,56.635975
"366",61.200001,61.43,60.650002,61.240002,1542200,56.479191
"367",61,61.490002,60.880001,61.259998,866300,56.497635
"368",60.860001,60.990002,60.279999,60.93,846000,56.193302
"369",61.150002,61.490002,60.849998,61.439999,759300,56.663643
"370",61.349998,61.349998,60.02,60.119999,735700,55.446266
"371",60.470001,60.740002,60.09,60.23,946000,55.547707
"372",60.169998,60.200001,59.389999,59.709999,590800,55.068134
"373",59.939999,60.419998,59.860001,60.25,519100,55.566154
"374",60.41,60.779999,59.970001,59.98,698900,55.31715
"375",59.939999,61,59.919998,60.959999,908400,56.220955
"376",61,61.419998,60.450001,61,1058300,56.257851
"377",60.75,61.09,60.200001,60.919998,708700,56.184067
"378",61,61.07,60.560001,60.619999,355900,55.907391
"379",60.779999,60.779999,60.09,60.580002,704500,55.870506
"380",60.700001,61.490002,60.650002,61.349998,672400,56.580635
"381",61.450001,62.48,61.23,62.389999,1148900,57.539783
"382",62.27,63.32,62.240002,63.299999,1264100,58.379047
"383",63,63.049999,62.18,62.279999,998000,57.438347
"384",62.490002,63.259998,62.18,63.07,1066400,58.166927
"385",63.119999,63.82,63.009998,63.23,692800,58.314491
"386",63.290001,63.490002,62.84,63.439999,740300,58.508171
"387",63.200001,64.279999,63.16,64.059998,941500,59.079967
"388",64.07,64.150002,63.669998,64.050003,1257400,59.070755
"389",64.230003,65.279999,64.139999,65.029999,1085000,59.974552
"390",64.849998,65.129997,64.529999,64.550003,912600,59.531876
"391",64.540001,64.559998,63.82,63.869999,1101600,58.904728
"392",63.830002,64.040001,63.23,63.48,1183900,58.545048
"393",63.360001,63.5,62.91,63.41,1001900,58.480495
"394",63.330002,63.860001,63.02,63.610001,880600,58.664944
"395",63.75,63.900002,62.77,62.93,888700,58.037815
"396",62.990002,63.16,61.849998,61.900002,854200,57.087879
"397",62,62.610001,61.310001,62.450001,1922800,57.595123
"398",64,64.849998,62.380001,64.5,2602000,59.485767
"399",64.400002,64.849998,63.889999,64.529999,1568100,59.513424
"400",64.57,65.279999,64.440002,64.910004,1555200,59.863884
"401",64.910004,65.330002,64.489998,64.550003,1326300,59.531876
"402",64.470001,65.010002,64.220001,64.839996,1214300,59.79932
"403",64.830002,64.830002,63.959999,64.43,965200,59.421204
"404",64.580002,65.019997,64.279999,64.669998,1002100,59.642544
"405",64.360001,64.510002,63.490002,63.830002,889600,58.867847
"406",63.810001,64.029999,63.400002,63.540001,996300,58.600391
"407",63.639999,64.419998,63.490002,64.18,1042000,59.190636
"408",63.77,63.919998,63.400002,63.639999,1094200,58.692619
"409",63.959999,64.900002,63.77,64.459999,1179900,59.448872
"410",64.419998,65.529999,64.389999,65.349998,2796900,60.269669
"411",65.32,65.790001,64.639999,64.699997,1419900,59.670208
"412",64.849998,65.029999,64.599998,64.940002,1070200,59.891556
"413",64.959999,65.5,64.889999,64.970001,1291000,59.91922
"414",64.860001,65.059998,64.529999,65,996300,59.946884
"415",65,65.089996,64.550003,64.739998,814500,59.7071
"416",65.129997,65.800003,65.010002,65.720001,802200,60.61092
"417",65.800003,66.489998,65.650002,66.379997,963900,61.219601
"418",66.529999,68.669998,66.470001,68.110001,1765200,62.815121
"419",68.089996,68.43,67.589996,67.720001,791900,62.455452
"420",67.790001,68.290001,67.620003,68.139999,842900,62.842781
"421",68.150002,68.32,67.379997,67.989998,964400,62.704441
"422",68.190002,68.889999,67.980003,68.720001,1185600,63.377697
"423",68.75,69.110001,68.330002,69.029999,969300,63.663597
"424",68.989998,68.989998,67.830002,67.919998,1223300,62.63987
"425",68.300003,68.470001,67.57,68.029999,1084500,62.741333
"426",67.839996,68.459999,67.839996,68.400002,798000,63.082581
"427",68.419998,68.919998,68.160004,68.449997,1031000,63.128677
"428",68.269997,69.150002,68.110001,68.610001,985700,63.770012
"429",68.739998,68.830002,68.209999,68.720001,903600,63.872253
"430",68.68,68.830002,68.279999,68.339996,850200,63.519058
"431",68.199997,69.209999,68,68.980003,837000,64.113922
"432",68.970001,69.510002,68.970001,69.190002,845700,64.309105
"433",69.620003,70.099998,69.510002,69.709999,863900,64.792419
"434",70.410004,70.75,69.889999,70.040001,3604100,65.099136
"435",70.230003,70.309998,69.489998,69.68,883300,64.764519
"436",69.779999,69.989998,69.220001,69.620003,677700,64.708763
"437",69.75,70.419998,69.470001,69.57,905800,64.662292
"438",69.730003,69.970001,69.510002,69.589996,835500,64.680878
"439",69.309998,70.120003,69.199997,70.050003,1130800,65.108429
"440",70.339996,70.769997,69.720001,69.849998,938700,64.922539
"441",69.769997,69.769997,69.269997,69.459999,871000,64.560059
"442",69.709999,69.959999,69.260002,69.400002,903100,64.504288
"443",69.470001,69.470001,68.330002,69.139999,864500,64.262634
"444",69.480003,69.970001,68.169998,68.599998,593400,63.760712
"445",68.400002,68.959999,67.269997,67.849998,843600,63.063633
"446",67.889999,68.220001,66.849998,67.230003,960700,62.487366
"447",68.410004,68.410004,64.529999,64.599998,1805300,60.042881
"448",64.57,64.75,62.639999,62.970001,1709300,58.527874
"449",63.900002,63.900002,61.91,62.59,1554300,58.174686
"450",62.59,62.860001,62.139999,62.18,1062400,57.793602
"451",62.990002,63.209999,62.130001,63.130001,954200,58.676586
"452",63,63.080002,62.380001,63.049999,1134600,58.60223
"453",62.799999,63.150002,61.91,62.290001,1039100,57.895844
"454",62.34,62.689999,61.740002,61.970001,979400,57.598423
"455",62.16,62.889999,61.91,62.610001,1142500,58.193268
"456",61.959999,62.84,61.66,62.560001,1386200,58.146801
"457",62.66,63.150002,61.380001,61.490002,1279100,57.152279
"458",61.639999,62.639999,61.290001,62.150002,1216000,57.765717
"459",61.650002,61.939999,60.549999,61.560001,1152000,57.21735
"460",62.09,62.689999,60.950001,61.77,980400,57.412529
