"","SJM.Open","SJM.High","SJM.Low","SJM.Close","SJM.Volume","SJM.Adjusted"
"49",139.050003,139.240005,138.360001,138.919998,922500,120.73777
"50",139.009995,140.039993,138.639999,139.139999,1215900,120.928947
"51",138.710007,138.990005,138.100006,138.720001,1520700,120.563919
"52",139.130005,139.389999,138.490005,138.550003,1311400,120.416176
"53",138.600006,139.100006,138.110001,138.5,795500,120.372719
"54",136.580002,136.729996,133.789993,134.610001,2135600,116.991859
"55",134.770004,134.889999,133.070007,133.639999,1411700,116.148804
"56",133.460007,134.130005,132.789993,133.160004,1364000,115.731636
"57",133.539993,133.690002,132.639999,133.059998,654600,115.644714
"58",132.929993,133.240005,132.229996,132.889999,1747700,115.496979
"59",132.690002,133.529999,132.300003,133.139999,2589700,115.714272
"60",133,133.479996,132.589996,132.589996,1000500,115.236237
"61",132.509995,132.889999,131.119995,131.259995,927600,114.080299
"62",131.509995,131.860001,131.050003,131.080002,864600,113.923889
"63",131.149994,131.449997,130.639999,131.080002,1159600,113.923889
"64",131.380005,131.5,130.429993,130.800003,1064300,113.680527
"65",130.809998,131.330002,129.910004,130.020004,963000,113.002617
"66",130.119995,130.369995,129.270004,129.440002,975600,112.498528
"67",129.679993,130.050003,129.289993,129.399994,729000,112.463745
"68",128.279999,128.580002,127.339996,127.690002,1529000,110.977562
"69",127.370003,127.82,126.809998,127.769997,1118800,111.047096
"70",127.720001,128.449997,127.059998,128.199997,698400,111.420815
"71",128.039993,128.360001,127.32,127.379997,489800,110.70813
"72",127.629997,128.059998,127.089996,128.009995,1424100,111.255676
"73",128,129.300003,127.5,128.110001,1010200,111.34259
"74",127.959999,128.270004,127.089996,127.5,688900,110.812431
"75",127.529999,128.089996,126.940002,127.459999,778400,110.777664
"76",127.190002,127.779999,126.389999,126.580002,914700,110.012856
"77",126.989998,127.870003,126.989998,127.160004,821900,110.516945
"78",127.330002,127.370003,126.459999,126.93,656600,110.317047
"79",126.919998,127.379997,126.279999,126.900002,931700,110.290962
"80",126.980003,127.349998,126.230003,126.410004,657200,109.865105
"81",126.239998,126.800003,125.769997,126.720001,760800,110.134537
"82",127,127.239998,125.889999,125.889999,757200,109.413155
"83",125.910004,126.349998,124.089996,124.669998,962100,108.352814
"84",124.660004,125.25,124.599998,124.959999,775500,108.604866
"85",125.110001,126.980003,124.949997,125.599998,830200,109.161095
"86",126.059998,126.809998,125.550003,126.080002,694900,109.578293
"87",126,127.099998,125.410004,126.239998,805300,109.717339
"88",126.139999,126.639999,125.339996,125.489998,849300,109.065506
"89",124.650002,125.510002,124.419998,125.339996,735700,109.590118
"90",125,125.18,124.059998,125.040001,794800,109.327805
"91",124.860001,125.150002,124.360001,124.75,450800,109.074257
"92",124.639999,125.459999,124.610001,124.779999,742800,109.100487
"93",125.269997,125.32,124.489998,124.769997,526700,109.091721
"94",124.769997,126.330002,124.269997,125.790001,668600,109.983574
"95",125.489998,126.57,124.660004,125.900002,1127000,110.079735
"96",125.959999,126.230003,124.830002,126.010002,886500,110.175926
"97",125.889999,127.57,125.629997,126.959999,520100,111.006546
"98",127.260002,128.399994,127.010002,127.540001,476100,111.513672
"99",127.540001,128.059998,126.779999,127.75,551600,111.697289
"100",127.540001,128.619995,127.540001,128,847700,111.915878
"101",128.100006,128.550003,127.959999,128.169998,413100,112.064484
"102",127.599998,127.980003,127.290001,127.769997,511800,111.71476
"103",127.900002,128.929993,127.160004,127.849998,1099100,111.784714
"104",128.110001,130.240005,127.279999,130.229996,810500,113.865631
"105",130.759995,131.300003,129.729996,130.509995,817500,114.110466
"106",130.559998,130.559998,129.710007,130.5,700100,114.101715
"107",130.639999,131.449997,130.100006,130.520004,1035600,114.119209
"108",130.5,130.880005,129.429993,130.880005,1373100,114.43396
"109",130.880005,134.119995,127.739998,128.509995,1629100,112.361771
"110",128.320007,128.889999,126.699997,127.160004,876200,111.181427
"111",127.269997,128.619995,127.019997,128.050003,819600,111.959579
"112",127.910004,128.440002,126.519997,128.240005,753000,112.125725
"113",128.740005,129.410004,127.019997,127.480003,1370300,111.461212
"114",127,127.32,126.279999,127.150002,864400,111.172668
"115",126.760002,126.760002,123.639999,124.720001,1416000,109.048004
"116",124.720001,124.830002,123.040001,124.160004,700300,108.55838
"117",124,124.120003,122.330002,122.370003,783900,106.993324
"118",122.639999,123.370003,121.279999,121.57,844200,106.293831
"119",121.730003,122.199997,120.900002,121.230003,855700,105.996559
"120",121.220001,121.790001,120.43,120.720001,1146400,105.550659
"121",120.910004,122.32,120.610001,122.059998,658300,106.722275
"122",121.610001,122.059998,120.160004,120.169998,881000,105.069748
"123",120.599998,121.309998,119.669998,119.809998,594600,104.754967
"124",120.099998,120.129997,117.779999,118.019997,1354100,103.189926
"125",118.410004,118.989998,117.470001,118.330002,856000,103.460976
"126",118.800003,119.120003,117.900002,118.150002,504800,103.303589
"127",117.889999,118.080002,116.25,116.300003,977100,101.686043
"128",116.209999,116.650002,115.07,115.110001,832900,100.645599
"129",115.550003,115.709999,114.839996,115.389999,795500,100.890411
"130",115.449997,115.449997,114.389999,114.410004,739200,100.033546
"131",114.809998,115.580002,114.309998,114.449997,1177400,100.068497
"132",115.290001,116,114.940002,115.160004,946500,100.689301
"133",115.25,116.389999,115.099998,116.339996,1246200,101.721031
"134",116.419998,117.110001,116.220001,116.75,804100,102.079506
"135",117.220001,118.599998,117.019997,118.57,1085200,103.670822
"136",118.989998,118.989998,116.32,116.480003,1017200,101.843445
"137",116.010002,116.949997,115,116.760002,1085100,102.088249
"138",116.989998,119.400002,116.970001,118.25,1622800,103.391022
"139",118.080002,118.480003,117.32,118.480003,1281300,103.592133
"140",118.440002,120.120003,118,119.610001,1024400,104.580124
"141",119.779999,121.120003,119.389999,121.019997,1034500,105.812943
"142",121.290001,121.449997,120.480003,120.709999,744900,105.541901
"143",120.879997,122.139999,120.220001,122.129997,645600,106.783485
"144",122.669998,122.800003,121.940002,122.419998,758900,107.037025
"145",122.449997,122.489998,121.75,121.900002,776600,106.582382
"146",122.169998,122.410004,120.349998,120.739998,828400,105.56813
"147",120.419998,121.760002,119.050003,120.809998,1328700,105.629333
"148",120.529999,121.940002,120.529999,121.169998,567500,105.944099
"149",121.540001,121.779999,121,121.470001,745200,106.206413
"150",121.470001,122.720001,121.290001,122.57,668600,107.168167
"151",122.160004,122.559998,121.650002,121.790001,594400,106.486191
"152",121.25,122.529999,121.010002,122.190002,714100,107.524567
"153",121.720001,122.25,121.239998,121.720001,805400,107.110977
"154",122.089996,123.050003,121.510002,122.279999,448800,107.603767
"155",122.410004,123.459999,122.169998,123.010002,637900,108.246147
"156",123.050003,123.339996,122.599998,122.919998,613400,108.166946
"157",122.919998,123.779999,122.559998,123.18,545700,108.395744
"158",122.900002,123.830002,122.480003,122.660004,669700,107.938164
"159",122.550003,122.68,121.599998,121.900002,725400,107.269379
"160",121.629997,122.089996,121.120003,121.849998,704600,107.225365
"161",121.709999,121.879997,119.199997,119.860001,1324300,105.474228
"162",119.339996,119.690002,118.089996,118.849998,2394000,104.585442
"163",112.5,113.099998,106.93,107.510002,5352400,94.606483
"164",107.550003,107.889999,105.040001,105.150002,2441100,92.529755
"165",105.099998,106.540001,104.150002,105.400002,1888400,92.749725
"166",105.5,105.730003,104.589996,104.699997,1368000,92.133736
"167",104.769997,105.110001,103.5,104.239998,1772400,91.728951
"168",104.370003,105.010002,104.010002,104.760002,1493700,92.186554
"169",105,105.459999,104.459999,104.839996,1044800,92.256935
"170",104.839996,106.18,104.470001,106.080002,1182300,93.348122
"171",106.290001,106.370003,105.209999,106.209999,1260300,93.462517
"172",106.089996,106.519997,104.900002,106.019997,1296500,93.295326
"173",106,107.449997,105.529999,107.139999,1073000,94.280891
"174",107.389999,108.18,106.739998,107.099998,1250300,94.245697
"175",107.260002,108.239998,107.099998,107.75,1210400,94.81768
"176",107.730003,108.110001,106.860001,107.050003,756800,94.201706
"177",107.419998,108.540001,106.68,108.489998,1368100,95.468864
"178",108.540001,110.230003,108.459999,110.220001,2234600,96.991234
"179",110,111.139999,109.620003,111.059998,1121600,97.7304
"180",110.889999,110.889999,109.449997,109.510002,1101600,96.36644
"181",108.800003,108.800003,106.099998,106.650002,1369700,93.849724
"182",106.620003,107.129997,105.75,105.919998,732100,93.207306
"183",106.269997,106.32,104.190002,104.589996,1057600,92.036934
"184",104.5,105.900002,104.07,105.57,1374600,92.89933
"185",105.480003,106.599998,104.480003,106.080002,1498200,93.348122
"186",106.150002,106.959999,104.279999,106.800003,1494500,93.981712
"187",106.849998,107.480003,104.639999,105.120003,1155100,92.503334
"188",105.410004,106.32,104.610001,104.93,1041800,92.336121
"189",104.970001,105.279999,104.209999,104.720001,1156500,92.151344
"190",105.239998,105.309998,104.169998,104.290001,973400,91.772949
"191",104.300003,105.540001,104.019997,105.019997,980700,92.415321
"192",105.199997,106.169998,104.800003,105.599998,959100,92.92572
"193",105.599998,105.599998,104,104.239998,1250200,91.728951
"194",104.379997,104.669998,102.790001,102.900002,1584400,90.549767
"195",103.25,104.059998,102.730003,103.690002,1430500,91.244957
"196",103.800003,104.650002,103.720001,104.269997,1198900,91.755348
"197",104.129997,106.510002,104.129997,106.010002,1282200,93.286522
"198",106.470001,106.470001,104.839996,105.110001,1291500,92.494522
"199",105.110001,106.239998,105.110001,105.959999,1197500,93.242523
"200",105.510002,105.959999,103.629997,104.650002,1171600,92.089745
"201",104.709999,104.709999,103.730003,104.139999,754700,91.640953
"202",103.980003,104.629997,102.860001,104,952800,91.517754
"203",104.330002,104.440002,103.190002,104.220001,822600,91.711357
"204",104.339996,104.919998,103.720001,104.790001,734800,92.212952
"205",105,105.260002,103.879997,104.419998,710100,91.887344
"206",104.099998,104.279999,102.309998,103.93,1180300,91.456154
"207",103.989998,104.519997,102.93,104.139999,957900,91.640953
"208",104.089996,104.089996,102.599998,103.709999,920000,91.262573
"209",103.099998,103.529999,101.82,101.910004,1718600,89.678596
"210",103.400002,106.129997,103.099998,106.050003,1748000,93.321724
"211",105.870003,105.940002,104.959999,105.220001,709000,92.591347
"212",105.120003,105.120003,102.480003,103.129997,1118100,90.752182
"213",103.199997,103.870003,102.029999,102.220001,813700,89.951401
"214",102.199997,102.239998,99.860001,99.989998,1109800,87.989044
"215",99.889999,101.809998,99.57,101.769997,1404500,89.555405
"216",101.940002,103.690002,101.510002,103.379997,1467900,90.972168
"217",102.169998,102.949997,101.419998,102.599998,1289400,90.972183
"218",102.230003,104.720001,102.230003,104.120003,901100,92.319916
"219",105.25,107.339996,104.279999,106.489998,1515400,94.421318
"220",106.300003,108.620003,105.830002,108.190002,1322300,95.928658
"221",108.190002,108.400002,106.209999,106.510002,2113700,94.439056
"222",111.209999,117.300003,109.629997,116.650002,4204900,103.429871
"223",116,117.129997,113.239998,114.190002,1418200,101.24868
"224",114.580002,115.690002,113.650002,114.010002,1474100,101.089058
"225",114,114.43,113.050003,113.540001,1098100,100.672318
"226",113.290001,113.290001,112.190002,112.699997,694000,99.927521
"227",113.239998,113.269997,111.18,111.370003,595500,98.74826
"228",111.739998,113.279999,111.489998,113.25,708100,100.415199
"229",113.190002,114.980003,112.470001,114.93,846600,101.9048
"230",114.839996,119.32,114.839996,117.660004,1508300,104.325401
"231",117.900002,119.720001,115.860001,116.669998,1382700,103.447594
"232",116.599998,116.599998,114.32,115.610001,1154900,102.507736
"233",116.120003,119.529999,115.699997,119.389999,1446200,105.859329
"234",119.459999,119.93,117.25,117.459999,1387800,104.148071
"235",117.839996,119.349998,117.349998,118.910004,755200,105.433723
"236",118.470001,119.190002,117.910004,118.470001,717100,105.043602
"237",118.93,118.93,117.519997,118.610001,713500,105.167725
"238",118.059998,118.830002,116.790001,117.260002,1048400,103.970726
"239",117.830002,118.75,117.32,117.949997,943900,104.582527
"240",117.93,118.860001,117.589996,118.150002,579700,104.759872
"241",117.690002,118.970001,117.440002,118.519997,1002200,105.087921
"242",118.93,120.169998,118.599998,119.440002,1299200,105.903687
"243",120.050003,121.230003,119.550003,120.610001,927800,106.941063
"244",121,123.190002,120.809998,121.470001,1327400,107.703613
"245",121.5,123.699997,120.5,123.419998,1123500,109.432602
"246",123.849998,124.610001,123.239998,123.910004,959600,109.867081
"247",124.559998,125.949997,124.279999,125.220001,691600,111.028618
"248",125.099998,126.019997,125.019997,125.269997,479200,111.072937
"249",125.269997,125.839996,124.360001,124.790001,476800,110.647339
"250",124.879997,124.959999,123.790001,124.889999,493600,110.736023
"251",124.739998,125.68,124.230003,124.239998,495400,110.159676
"252",124.379997,124.589996,122.779999,123.720001,872000,109.698631
"253",123.75,123.959999,122.709999,123.400002,1321100,109.414879
"254",123.830002,124.860001,123.349998,124.389999,786600,110.292664
"255",124.709999,125.620003,123.889999,125.550003,663200,111.321213
"256",125.620003,126.739998,125.059998,126.690002,1045000,112.332016
"257",126.519997,127.449997,126.160004,126.790001,1314300,112.420692
"258",125.82,126.269997,123.779999,124.160004,1353600,110.088745
"259",124.470001,124.650002,122.870003,123.150002,659000,109.193207
"260",123.519997,123.82,122.800003,123.43,618000,109.441475
"261",124.040001,124.809998,123.629997,124.010002,723500,109.955742
"262",124.519997,126.980003,124.519997,125.839996,673200,111.578354
"263",125.529999,126.209999,124.529999,125.68,857100,111.436478
"264",126.099998,127.660004,125.690002,127.529999,806700,113.07682
"265",126.959999,127.830002,126.639999,127.379997,569600,112.943817
"266",126.980003,128.539993,126.410004,128.039993,815900,113.528999
"267",128.240005,128.619995,126.029999,126.940002,1084200,112.553673
"268",127.980003,132.759995,127.93,129.550003,2091100,114.867897
"269",129.550003,131.130005,129.190002,131.059998,839400,116.206749
"270",130.070007,131.75,129.199997,129.419998,943500,114.752625
"271",128.75,130.149994,126.980003,127.459999,969500,113.014748
"272",127.660004,127.959999,126.290001,126.889999,4547100,112.509361
"273",126.470001,126.669998,124.980003,126.029999,1136200,111.746803
"274",125.260002,125.510002,119.889999,120.120003,1481700,106.506622
"275",118.989998,121.160004,116.629997,116.629997,1145600,103.412125
"276",114.910004,120.459999,114.330002,119.919998,1275600,106.329269
"277",119.269997,121.190002,119.029999,119.830002,1341300,106.249489
"278",119.529999,120.610001,118.360001,118.370003,1185300,105.642578
"279",119.559998,120.550003,116.779999,119.519997,942800,106.668953
"280",119.970001,120.690002,118.419998,119.400002,893100,106.561844
"281",118.720001,120.099998,117.349998,119.690002,882600,106.820663
"282",118.849998,121.110001,117.120003,121.010002,1084800,107.998734
"283",121.580002,123.519997,119.400002,122.650002,1394600,109.462387
"284",123.800003,124.949997,118.959999,124.459999,1513000,111.077759
"285",124.330002,124.529999,122.190002,123.870003,953400,110.551224
"286",124.220001,125.230003,120.699997,120.82,743700,107.829155
"287",120.970001,123.029999,120.669998,122.839996,1072800,109.631958
"288",123.279999,124.57,121.370003,124.550003,1447700,111.158096
"289",124.330002,127.050003,123.769997,127.019997,989600,113.362518
"290",127.059998,130.220001,126.639999,126.639999,1384200,113.023407
"291",127.360001,128.229996,126.059998,126.300003,1109800,112.719925
"292",126.050003,128.639999,125.669998,126.900002,912700,113.255424
"293",126.360001,129,126.360001,128.449997,879000,114.638763
"294",127.980003,130.350006,124.839996,130.020004,981200,116.039955
"295",130,130.300003,127.940002,129.679993,1199400,115.736504
"296",128.270004,129.360001,125,128.720001,810600,114.879745
"297",129.070007,129.699997,127.860001,129.669998,939900,115.727577
"298",130,130.460007,129.080002,129.919998,615700,115.950714
"299",129.789993,131.419998,129.580002,130.309998,808300,116.298759
"300",130.979996,131.729996,129.610001,131.529999,924900,117.387596
"301",132,133.380005,130.669998,130.850006,1001700,116.780693
"302",130.850006,131.520004,124.669998,124.849998,1364900,111.425827
"303",125.349998,127.620003,125.279999,125.839996,1316300,112.309395
"304",125.790001,127.93,125.510002,126.290001,737700,112.711006
"305",126.870003,127.089996,124.93,125.43,793100,111.943474
"306",124.110001,125,119.330002,120.160004,2185700,107.24012
"307",119.93,121.370003,118.160004,118.279999,1123300,105.562256
"308",118.980003,121.449997,118.540001,118.760002,1445500,105.990662
"309",119.480003,121.900002,119.330002,121.699997,1111400,108.614517
"310",122.370003,123.339996,121.760002,122.410004,1540300,109.248192
"311",122.660004,124.629997,122.410004,123.300003,986900,110.042503
"312",123.900002,125.5,123.470001,124.010002,1064500,110.676155
"313",123.75,124,118.650002,119.769997,1067900,106.892052
"314",120.239998,122.5,118.949997,121.720001,630100,108.632385
"315",120.709999,125.580002,120.18,123.699997,1460800,110.399498
"316",124.389999,125.510002,122.459999,124,1487700,110.667244
"317",123.949997,126.489998,122.870003,123.940002,1460200,110.613693
"318",124.269997,126.860001,123.459999,125.110001,688700,111.65789
"319",126.019997,126.050003,124.25,124.389999,817200,111.015297
"320",123.919998,124.730003,123.589996,123.610001,548700,110.319168
"321",124,124.110001,122.199997,122.639999,824200,109.453461
"322",123.459999,123.459999,122.129997,122.849998,533200,109.640877
"323",120.989998,122.110001,118.510002,120.949997,1095300,107.945175
"324",121.07,121.480003,120.059998,120.550003,758200,107.588188
"325",120.949997,121.220001,119.68,120.18,797400,107.257965
"326",119.660004,119.739998,116.25,117.040001,1691600,104.455605
"327",117.080002,117.879997,113.160004,114.919998,1700400,102.56353
"328",114.919998,115.099998,113.809998,114.57,1258000,102.251167
"329",114.919998,115.050003,113.190002,114.550003,1002300,102.233315
"330",113.82,115.68,113.419998,115.540001,798300,103.116882
"331",115.93,115.93,114,115.360001,737300,102.956238
"332",115.839996,117,115.199997,116.18,589200,103.688057
"333",116.779999,116.860001,113.709999,114.080002,1146700,101.813858
"334",114.139999,115.459999,113.309998,115.010002,894900,102.643852
"335",114.550003,115.919998,113.050003,113.830002,957900,101.590736
"336",113,113.709999,110.419998,111.410004,1814800,99.430954
"337",111.309998,114.389999,110.830002,113.309998,1037100,101.126648
"338",113.300003,114.419998,112.349998,112.650002,730400,100.537621
"339",112.290001,113.050003,111.599998,112.849998,1216500,100.71611
"340",113.389999,114.550003,112.550003,113.790001,764800,101.555061
"341",113.540001,115.029999,113.400002,114.160004,1317600,102.588478
"342",114.220001,115.279999,112.660004,113.019997,614800,101.564018
"343",112.989998,112.989998,111.010002,111.580002,793000,100.269997
"344",110.900002,111.389999,108.739998,110.989998,1179200,99.739784
"345",111.019997,112.129997,110.610001,112.040001,699600,100.683365
"346",111.989998,112.169998,110.75,111.32,752400,100.036331
"347",110.279999,110.279999,107.120003,107.940002,1728500,96.998955
"348",108.169998,109.220001,107.82,108.290001,896800,97.313446
"349",108.5,109.910004,108.18,109.410004,931500,98.319954
"350",109.610001,110.709999,109.099998,110.220001,855900,99.047859
"351",110.5,111.099998,108.449997,109.839996,981000,98.706367
"352",109.68,111.830002,109.239998,109.739998,884100,98.616493
"353",109.07,110.25,107.889999,108.68,1202700,97.66394
"354",108.830002,109.089996,106.559998,108.589996,1827400,97.583054
"355",108.419998,108.739998,106.43,107.5,1563700,96.603546
"356",107.809998,108.889999,105.860001,106.199997,1989200,95.435326
"357",106.07,108.099998,106.07,107.040001,1845900,96.19017
"358",105.809998,107.110001,105.150002,106.099998,1920600,95.345459
"359",106.190002,106.559998,104.339996,106.519997,2405700,95.722885
"360",99.019997,102.940002,96.129997,100.800003,6761500,90.58268
"361",100.629997,103.220001,99.949997,102.519997,2422800,92.128342
"362",102.669998,106.93,102.419998,106.169998,3174100,95.408356
"363",106.419998,106.519997,104.809998,105.900002,1718000,95.165726
"364",106.239998,106.870003,103.32,103.830002,1858800,93.305542
"365",103.870003,104.470001,103.239998,103.75,1498800,93.233658
"366",103.889999,105.879997,103.830002,105.730003,2764300,95.012955
"367",105.449997,105.959999,103.339996,104.190002,1318000,93.629074
"368",104.150002,105.489998,104.120003,104.519997,1741100,93.925621
"369",104.900002,106.660004,104.620003,106.360001,1184700,95.579109
"370",105.989998,106.519997,105.080002,105.389999,804200,94.70742
"371",105.660004,106.57,105.059998,105.709999,1152200,94.994995
"372",106.790001,108.449997,106.790001,108.230003,1147200,97.259537
"373",108.669998,113.110001,107.050003,109.120003,3509100,98.059349
"374",108.959999,112.050003,108.589996,110.040001,2133900,98.886086
"375",109.540001,110.139999,108.209999,109.050003,1462200,97.996452
"376",108.980003,108.980003,107.139999,107.480003,1001900,96.585587
"377",107.230003,107.620003,104.639999,105.160004,956900,94.50074
"378",106.059998,107.900002,105.540001,107.290001,687000,96.414841
"379",108.150002,110.949997,107.860001,110.639999,1524500,99.425278
"380",110.93,112.519997,110.339996,111.739998,935500,100.413757
"381",111.900002,112.690002,110.440002,110.910004,1155900,99.667892
"382",110.440002,110.440002,107.57,109.139999,1730700,98.077324
"383",109.279999,110.599998,108.650002,109.849998,859700,98.715332
"384",110.699997,111.160004,109.309998,109.730003,734100,98.607506
"385",109.300003,111.139999,109.300003,111.059998,770500,99.802696
"386",111.019997,111.019997,108.010002,108.410004,828800,97.42131
"387",108.419998,111.209999,108.419998,110.989998,679400,99.739784
"388",110.949997,111.139999,108.459999,109.010002,995600,97.96048
"389",108.75,110.660004,108.160004,109.57,797100,98.463722
"390",109.800003,110.309998,108.639999,109.470001,803900,98.373871
"391",109.480003,109.769997,107.75,108.699997,694700,97.681908
"392",108.019997,108.309998,106.32,107.610001,990200,96.702408
"393",107.559998,108.879997,106.900002,108.519997,970100,97.520149
"394",110.220001,112.239998,109.389999,110.150002,886300,98.984932
"395",110.220001,111.199997,109.699997,110.019997,784800,98.868103
"396",109.339996,111.129997,108.849998,111.040001,699900,99.784729
"397",111.370003,112.400002,110.220001,111.120003,1294200,99.856628
"398",111.5,112.459999,109.239998,109.400002,1235400,98.310944
"399",109.389999,112.550003,109.029999,112.32,967600,100.934982
"400",113.32,121.279999,113,116.239998,3459600,104.457642
"401",115.949997,116.919998,114.019997,114.470001,1136400,102.867043
"402",114.559998,114.610001,112.489998,112.809998,1563400,101.375305
"403",112.82,113.019997,111.809998,111.910004,665400,100.566536
"404",112.309998,112.540001,109.949997,110.699997,1066500,99.479195
"405",110.279999,110.980003,109.82,110.830002,803100,99.596024
"406",110.550003,111.330002,109.989998,111.099998,712700,99.838654
"407",111.080002,112.739998,111.080002,111.440002,662600,100.144188
"408",111.389999,113.019997,110.730003,112.589996,1026100,101.177612
"409",112.629997,113.309998,111.620003,112.089996,1242900,101.494514
"410",111.910004,115.470001,111.82,114.589996,1464800,103.758209
"411",114.400002,117.550003,114.400002,115.870003,1889600,104.917221
"412",112.879997,116.800003,107.309998,108.199997,4402000,97.972229
"413",107.940002,108.190002,105.010002,105.400002,2820900,95.436905
"414",105,105.220001,103.089996,104.449997,2102500,94.576698
"415",104.739998,105.559998,103.889999,105.050003,1174900,95.120003
"416",105.669998,106.68,105.110001,105.830002,912500,95.826263
"417",105.529999,105.610001,104.059998,104.25,1310200,94.395622
"418",104.57,104.720001,103.440002,103.660004,921200,93.861382
"419",103.279999,103.989998,102.5,102.970001,1104000,93.236603
"420",103.220001,103.93,102.599998,103.379997,1258700,93.607841
"421",103.379997,104.459999,102.699997,103.690002,1096100,93.88855
"422",103.330002,107.330002,103.330002,107.150002,1404500,97.0215
"423",107.18,110.220001,107.019997,109.769997,1557400,99.393829
"424",109.389999,110.050003,108.32,109.529999,998600,99.176521
"425",110.089996,111.209999,109.580002,110.169998,964400,99.756004
"426",110.120003,110.169998,108.639999,109.190002,665800,98.86866
"427",109,110.330002,108.080002,110.199997,803300,99.783188
"428",110.290001,111.040001,108.650002,110.93,572700,100.444176
"429",110.75,111.150002,109.580002,111.080002,513100,100.579987
"430",111.080002,111.809998,110.269997,111.650002,671100,101.096107
"431",111.239998,111.239998,108.5,110.470001,1143900,100.027664
"432",110.839996,111.510002,108.970001,109.169998,659100,98.85054
"433",109.190002,110.400002,108.580002,109.650002,922200,99.285187
"434",109.760002,110.449997,109.379997,110.160004,1026600,99.746986
"435",110.019997,110.589996,108.5,108.699997,630100,98.424973
"436",108.849998,108.949997,107.739998,108.370003,758600,98.126167
"437",106.199997,107.730003,105.589996,105.660004,1098400,95.67234
"438",104.5,104.660004,102.120003,102.370003,1268600,92.693329
"439",102.190002,103.010002,101.650002,102.610001,1099000,92.910637
"440",103,103.739998,102.059998,102.510002,796300,92.820076
"441",102.830002,104.080002,102.330002,103.169998,734800,93.417709
"442",103.57,104.349998,101.360001,101.629997,1049000,92.023277
"443",101.580002,102.860001,100.910004,101.690002,1380100,92.077599
"444",101.900002,104.75,101.599998,102.949997,1306500,93.218491
"445",102.690002,105.25,102.690002,104.400002,1068200,94.531448
"446",104.400002,104.910004,101.760002,101.970001,1186400,92.331131
"447",102.129997,105.120003,102.07,103.540001,1572600,93.752739
"448",104,104.720001,101.410004,102.169998,1201800,92.51223
"449",102.230003,103.790001,101.940002,103.160004,724500,93.408653
"450",103.019997,104.57,102.75,103.93,580000,94.105858
