"","ATVI.Open","ATVI.High","ATVI.Low","ATVI.Close","ATVI.Volume","ATVI.Adjusted"
"246",64.510002,65.199997,64.139999,65.080002,3362500,63.503101
"247",64.860001,64.949997,64.379997,64.510002,3300500,62.946911
"248",64.239998,64.470001,63.380001,63.450001,3236200,61.91259
"249",63.669998,63.740002,63.07,63.34,4840700,61.80526
"250",63.34,63.5,62.599998,63.400002,3108800,61.863811
"251",63.59,63.830002,63.119999,63.32,3218000,61.785744
"252",63.540001,64.669998,63.369999,64.309998,5138800,62.751755
"253",64.550003,65.75,64.400002,65.309998,4383900,63.727524
"254",65.75,65.870003,64.360001,64.660004,3919800,63.093277
"255",64.879997,66.470001,64.489998,66.370003,4999100,64.761848
"256",66.489998,67.269997,65.650002,66.629997,4622400,65.015541
"257",66.75,66.75,64.900002,66.190002,5995900,64.586205
"258",65.93,66.940002,65.779999,66.830002,4504000,65.210693
"259",68.290001,69.330002,67.230003,69.239998,8176300,67.562302
"260",69.699997,70.709999,69.050003,70.360001,8021900,68.655159
"261",70.919998,71.18,68.400002,68.709999,5371700,67.045143
"262",69.970001,70.82,68.790001,70.360001,7076100,68.655159
"263",70.110001,70.720001,69.169998,69.800003,5620200,68.108734
"264",70.220001,70.839996,69.480003,70.57,5210000,68.860069
"265",70.449997,71.400002,69.68,71.300003,3862700,69.572388
"266",71.32,72.370003,71.150002,71.550003,5194900,69.81633
"267",71.660004,71.900002,69.879997,70.080002,9137400,68.38195
"268",70.599998,71.199997,69.949997,70.82,4676900,69.104012
"269",71.339996,72.589996,70.760002,72.519997,5748500,70.762817
"270",72.5,72.68,71.699997,72.449997,7863800,70.694519
"271",71.440002,71.879997,70.730003,71.610001,5284600,69.874878
"272",72.959999,74.940002,72.959999,74.129997,7059000,72.333809
"273",73.480003,74.239998,73.160004,73.349998,5137000,71.572708
"274",72.660004,72.959999,71.379997,71.419998,6198400,69.689484
"275",70.540001,71.129997,66.910004,67.980003,10160700,66.332832
"276",66,69.839996,65.720001,69.699997,10524300,68.011154
"277",69.620003,70.860001,69.43,69.459999,6255200,67.776962
"278",69.629997,69.790001,65.760002,65.830002,11179300,64.234932
"279",66.989998,67.779999,63.32,67.080002,18582300,65.454636
"280",67.160004,69.199997,67.160004,68.32,8315700,66.664589
"281",67.959999,68.209999,67.18,68.029999,5373600,66.381622
"282",67.209999,69.900002,67.110001,69.650002,7197600,67.962372
"283",70,72.07,69.050003,71.989998,6182500,70.245674
"284",71.959999,72.129997,69.790001,70.190002,6497700,68.489288
"285",69.970001,71.290001,69.75,70.839996,5386400,69.123535
"286",70.900002,71.839996,70.220001,70.220001,5555700,68.51857
"287",70.059998,70.699997,69.07,69.489998,5229200,67.806244
"288",69.949997,72.07,69.790001,72.07,5842100,70.32373
"289",72.68,74.120003,72.68,73.160004,4868500,71.387321
"290",73.050003,73.360001,72.019997,72.610001,4141800,70.850647
"291",73.150002,74.82,72.970001,73.129997,7469700,71.35804
"292",73.160004,73.419998,71.519997,72.010002,8123900,70.265182
"293",71.220001,74.349998,70.739998,74.010002,6942400,72.216728
"294",73.660004,75.349998,72.919998,75.099998,6276500,73.280319
"295",75.400002,75.480003,72.860001,73.919998,8413300,72.128899
"296",73.379997,74.139999,72.75,74.07,5834800,72.275269
"297",74.510002,76.910004,74.230003,76.809998,8860500,74.948875
"298",76.860001,78.25,76.410004,78.220001,8934700,76.324715
"299",79.239998,79.629997,76.290001,76.860001,8450800,74.997673
"300",77.489998,77.849998,75.809998,75.93,5108500,74.09021
"301",76.349998,76.459999,73.93,74.220001,11755700,72.421638
"302",72.989998,73.699997,72.510002,73.379997,9989800,71.601982
"303",73.870003,73.900002,71.610001,71.68,10549900,69.943184
"304",71,72.150002,69.809998,71.050003,8278500,69.328453
"305",71.339996,72.080002,70.839996,71.370003,3994500,69.640694
"306",71.199997,72.629997,71.110001,71.610001,4868800,69.874878
"307",70.629997,71.629997,69.650002,69.760002,5108100,68.06971
"308",69.860001,70.519997,68.019997,68.040001,5386400,66.39138
"309",69.43,70.139999,68.43,70.080002,4709400,68.38195
"310",70.669998,70.669998,65.559998,66.290001,7334900,64.683784
"311",65.93,66.540001,64.449997,65.970001,10463600,64.7034
"312",66.339996,68.010002,64.919998,67.459999,11704300,66.164787
"313",66.800003,67.230003,64.089996,65.089996,9041800,63.84029
"314",65.389999,65.860001,64.089996,65.480003,7186400,64.222816
"315",63.959999,66.519997,63.52,66.269997,5231700,64.997635
"316",67.199997,67.660004,66.150002,66.529999,4489700,65.25264
"317",65.849998,66.360001,64.129997,64.559998,4599100,63.320461
"318",65.160004,66.769997,64.959999,65.769997,6587800,64.507233
"319",66.959999,67.050003,65.300003,66.519997,6317100,65.242836
"320",65.800003,66.769997,65.709999,65.849998,3140300,64.585709
"321",66.25,67.580002,65.800003,67.220001,4614900,65.929398
"322",67.459999,67.589996,65.290001,65.879997,4842600,64.61512
"323",66.529999,66.849998,65.760002,66.559998,5717800,65.282074
"324",67.25,68.519997,67.099998,68.279999,5676300,66.969048
"325",68.75,69.010002,67.970001,68.690002,4257400,67.371178
"326",68.25,68.720001,67.440002,67.68,4564300,66.380562
"327",67.440002,67.470001,65.959999,66.300003,4759400,65.027061
"328",66.599998,67.839996,65.970001,66.230003,4423600,64.958405
"329",66.620003,67.239998,64.709999,65.339996,4825800,64.085487
"330",65.379997,65.760002,64.010002,64.82,3903600,63.575478
"331",65.260002,66.690002,64.93,66.339996,4601500,65.066292
"332",66.690002,67.300003,65.510002,65.790001,4749700,64.526855
"333",65.860001,66.599998,65.279999,66.349998,5060800,65.076096
"334",66.150002,67.989998,65.589996,67.800003,4360300,66.498268
"335",67.940002,68.889999,67.660004,68.389999,7675100,67.076935
"336",68.489998,71.029999,64.059998,66.82,22232000,65.537079
"337",66.300003,69.919998,66.019997,69.839996,11358700,68.499092
"338",70.269997,70.730003,69.599998,70.370003,5744500,69.018921
"339",69.660004,70.160004,69.18,69.610001,4059200,68.273514
"340",69.980003,72.040001,69.809998,71.309998,5664500,69.940872
"341",71.779999,72.910004,71.32,72.900002,5069900,71.500343
"342",72.769997,72.779999,71.269997,71.699997,4996300,70.32338
"343",71.870003,72.339996,71.040001,71.699997,2964800,70.32338
"344",70.980003,71.160004,69.669998,70.169998,3896200,68.822762
"345",71.129997,71.940002,70.099998,70.330002,5029500,68.979691
"346",70.300003,71.900002,70.110001,71.660004,6447400,70.284157
"347",71.519997,72.139999,71.050003,71.989998,5673300,70.607811
"348",72.5,73.5,71.190002,71.449997,6392100,70.078186
"349",71.949997,72.57,71.230003,71.349998,4008800,69.980095
"350",70.730003,71.809998,70.550003,71.739998,3809400,70.36261
"351",71.75,71.940002,70.050003,70.800003,5526000,69.440659
"352",70.660004,71.809998,70.599998,71.459999,3705600,70.08799
"353",70.800003,71.190002,69.870003,70.639999,4855900,69.28373
"354",70.919998,71.209999,70.510002,70.690002,4093800,69.332779
"355",70.830002,72.279999,70.690002,70.910004,6050300,69.548553
"356",71.419998,73.209999,70.769997,73.029999,6388400,71.627846
"357",73.25,73.860001,72.660004,72.790001,4134500,71.392456
"358",72.790001,73.349998,72.190002,72.769997,5354000,71.372833
"359",73.260002,75.010002,73.260002,74.790001,6638500,73.354057
"360",74.790001,75.279999,73.080002,73.949997,4686500,72.530182
"361",73.449997,74.830002,73.449997,74.290001,4672600,72.863663
"362",74.25,75.529999,74.220001,75,5108000,73.560028
"363",75.230003,76.040001,74.790001,75.940002,4311500,74.481979
"364",76.040001,77.519997,75.699997,76.669998,8634800,75.19796
"365",76.830002,79.25,76.800003,77.709999,6717600,76.217995
"366",77.660004,77.830002,76.370003,77.410004,6596100,75.923759
"367",77.019997,77.93,76.470001,77.870003,3993000,76.374931
"368",76.639999,77.300003,75.660004,77.239998,3735300,75.757011
"369",77.25,77.669998,76.779999,76.839996,3566100,75.364693
"370",77.169998,77.910004,75.309998,76.050003,4233800,74.589867
"371",76.459999,76.559998,75.220001,75.980003,3978800,74.52121
"372",75.190002,75.400002,74.139999,74.699997,5390800,73.265778
"373",75.32,76.419998,74.43,75.269997,4865400,73.824837
"374",75.769997,75.889999,73.400002,73.419998,4497400,72.010361
"375",74,76.190002,73.660004,76.010002,4755200,74.550636
"376",76.440002,77.239998,76.080002,76.32,5072600,74.854683
"377",75.360001,77.330002,75,77.279999,3324900,75.796249
"378",77.68,77.68,75.720001,75.879997,2028300,74.423126
"379",76.510002,76.809998,75.690002,76.190002,7998800,74.727173
"380",76.199997,77.480003,76.019997,77.190002,2954200,75.707977
"381",77.699997,77.989998,75.93,76.839996,4518400,75.364693
"382",77,77.07,75.669998,76.190002,2944700,74.727173
"383",75.349998,79.360001,75.349998,78.610001,8191900,77.100716
"384",79.290001,81.459999,78.669998,81.370003,8698500,79.807724
"385",81.400002,81.639999,79.919998,81.5,4550500,79.935226
"386",81.610001,81.639999,80.099998,80.230003,4153300,78.689621
"387",79.160004,81.160004,77.550003,80.949997,4862800,79.39579
"388",80.75,81.470001,80.400002,81.269997,5273700,79.709633
"389",81.019997,81.190002,80.190002,80.610001,3541200,79.062309
"390",80.940002,80.959999,79.550003,79.650002,5663900,78.12075
"391",79.5,80,78.82,79.75,3253600,78.218834
"392",80.099998,80.199997,77.959999,78.410004,4762900,76.904556
"393",78.599998,79.739998,78.32,79.449997,4348100,77.924583
"394",79.389999,79.620003,77.459999,77.650002,6181300,76.159149
"395",77.080002,77.57,74.669998,75.360001,6078100,73.913109
"396",75.370003,75.480003,71.790001,72.75,8906900,71.353226
"397",72.910004,74.290001,72.519997,73.419998,6373200,72.010361
"398",73.769997,74.580002,72.919998,73.080002,6069900,71.676888
"399",73.650002,74.160004,72.550003,74.059998,6621500,72.638069
"400",74.5,75.25,70.730003,71.32,12700400,69.950676
"401",71.160004,71.610001,70.459999,70.57,6394800,69.21508
"402",70.57,71.669998,69.870003,70.230003,7887300,68.881615
"403",70.07,70.550003,69.269997,70.010002,6922800,68.665833
"404",70.019997,70.970001,69.559998,70.5,7571000,69.146416
"405",70.099998,71.040001,69.769997,70.610001,4629000,69.254311
"406",70.610001,72.300003,70.260002,70.519997,5721500,69.166039
"407",71.050003,71.739998,70.18,71.290001,4830000,69.921257
"408",70.389999,70.809998,68.440002,69.309998,8564500,67.979263
"409",69.68,69.989998,68.910004,69.690002,9465200,68.351974
"410",69.510002,69.669998,68.330002,69.150002,5551700,67.822342
"411",69.209999,69.389999,68.220001,68.93,4579800,67.60656
"412",69.269997,70.260002,69.040001,69.660004,6014100,68.322556
"413",69.580002,71.519997,69.5,71.43,7987900,70.058563
"414",71.559998,71.900002,70.510002,71.169998,6789500,69.803558
"415",71.709999,74.160004,71.459999,74.089996,8889500,72.667496
"416",74.870003,75,73.330002,74.089996,5912600,72.667496
"417",74.25,74.330002,73.389999,74,4079800,72.579224
"418",73.940002,75.400002,73.879997,74.910004,4763300,73.471756
"419",74.400002,75.769997,73.599998,74.099998,7819100,72.677299
"420",71.519997,72.449997,71.010002,72.099998,9950700,70.715698
"421",72.129997,73.040001,72.029999,72.980003,6618200,71.578812
"422",72.93,73.18,71,71.650002,5304300,70.274338
"423",71.629997,72.43,71.150002,71.959999,5784800,70.578384
"424",71.830002,73.709999,71.809998,73.57,5053700,72.157478
"425",73.879997,74.730003,73.25,74.260002,5277200,72.834236
"426",74.879997,79.540001,74.660004,79.5,14053600,77.973625
"427",79.699997,81.489998,78.800003,80.519997,8838000,78.974037
"428",80.589996,81.400002,79.830002,80.43,6031400,78.885765
"429",80.5,82.029999,80.43,81.269997,6022400,79.709633
"430",81.489998,81.879997,78.660004,78.879997,6304900,77.365532
"431",78.82,80.379997,78.82,79.629997,4943100,78.10112
"432",79.93,80.129997,78.519997,79.580002,3882300,78.052086
"433",79.910004,81.040001,79.349998,80.650002,4388900,79.101547
"434",81.330002,81.330002,80.25,80.290001,11180100,78.748451
"435",79.699997,80.690002,79.349998,80.599998,6092500,79.052505
"436",80.919998,81.260002,79.870003,80.529999,6031700,78.983849
"437",81.110001,82.459999,81.019997,81.57,6408700,80.003883
"438",81.940002,83.230003,81.919998,82.870003,5867700,81.278923
"439",82.760002,83.75,82.739998,83.190002,6724300,81.592781
"440",84.18,84.68,82.309998,83.279999,6221100,81.681046
"441",83.019997,83.75,82.199997,83.389999,5374800,81.78894
"442",83.82,83.93,82.519997,83.019997,4570300,81.426041
"443",82.5,82.68,79.830002,80.360001,7509500,78.817116
"444",80.25,81,78.660004,79.589996,5281200,78.061897
"445",79.019997,79.25,76.330002,77.629997,6106400,76.139526
"446",76.879997,78.849998,76.620003,77.639999,4617600,76.149338
"447",77.470001,77.639999,73.43,73.580002,9814300,72.16729
