"","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"53",90.290001,92.050003,88.970001,89.18,9438000,86.505417
"54",89.489998,89.709999,88,88.059998,11092100,85.419022
"55",87.849998,89.040001,87.849998,88.519997,7828600,85.865211
"56",88.470001,89.389999,88.419998,88.860001,7710700,86.19503
"57",89.059998,89.610001,88.970001,89.190002,7597600,86.515121
"58",88.309998,88.989998,88.07,88.949997,5230000,86.28231
"59",89.120003,89.419998,88.489998,89.120003,7045500,86.447227
"60",88.989998,89.389999,88.559998,89.18,4738000,86.505417
"61",89.080002,89.099998,88.599998,89.010002,6227100,86.34053
"62",88.980003,89.349998,88.870003,88.870003,6429800,86.204727
"63",89.139999,89.459999,88.400002,89.360001,9125800,86.680016
"64",89.010002,89.330002,88.660004,88.779999,4859900,86.117424
"65",89.129997,90.199997,88.949997,89.029999,7251600,86.359932
"66",89,89.260002,88.779999,89.089996,8473900,86.418129
"67",88.970001,89.239998,88.519997,88.739998,5439500,86.078629
"68",88.620003,89.25,88.519997,88.860001,5999400,86.19503
"69",88.599998,88.849998,88.129997,88.849998,7058500,86.185318
"70",88.699997,89.209999,88.559998,88.68,5912500,86.020416
"71",88.470001,89.779999,88.43,88.870003,7242700,86.204727
"72",89.089996,89.900002,88.75,89.809998,6122800,87.116539
"73",89.639999,89.919998,89.239998,89.730003,6823500,87.038933
"74",90.089996,90.620003,89.599998,89.75,7301300,87.058327
"75",90.139999,91.5,89.900002,91.150002,12178300,88.416344
"76",92.769997,92.800003,91.019997,91.150002,19442600,88.416344
"77",92.150002,92.5,91.010002,91.849998,11705400,89.095337
"78",91.989998,92.349998,91.580002,92.110001,7769200,89.347542
"79",92.019997,92.480003,91.75,91.82,11295200,89.066238
"80",91.949997,92,91.279999,91.599998,5856800,88.852837
"81",91.389999,91.550003,90.980003,91.220001,6888500,88.484253
"82",91.290001,91.669998,91.139999,91.260002,9042100,88.523041
"83",91.620003,92.75,91.529999,92.540001,11627700,89.764671
"84",92.400002,92.550003,91.980003,92.440002,4909000,89.667656
"85",92.699997,92.849998,92.25,92.620003,5257000,89.842262
"86",92.900002,92.980003,91.760002,92.089996,8844500,89.328163
"87",92.050003,92.160004,91.519997,91.919998,5223600,89.163246
"88",91.900002,92.139999,91.830002,92,3969500,89.240852
"89",91.699997,92.410004,91.68,92.25,6747600,89.48336
"90",92.120003,92.309998,91.620003,92.099998,7052200,89.337852
"91",92.190002,92.779999,91.980003,92.730003,5898800,89.948959
"92",92.730003,93.419998,92.720001,93.230003,7040100,90.433975
"93",93.349998,93.720001,92.970001,93.150002,5497400,90.356369
"94",92.480003,92.760002,91.709999,91.760002,8240200,89.165985
"95",91.360001,92.480003,91.360001,91.709999,8239800,89.117401
"96",91.980003,92.809998,91.709999,92.480003,9361300,89.865631
"97",92.529999,93.599998,92.43,93.309998,9186200,90.672165
"98",93.559998,94.07,93.470001,93.860001,7616100,91.206635
"99",94.019997,94.989998,94.019997,94.809998,6825300,92.129768
"100",95.089996,95.379997,94.889999,95.040001,7262400,92.353271
"101",95,95.120003,94.389999,94.669998,4133900,91.993713
"102",94.660004,94.879997,94.339996,94.720001,6292700,92.04232
"103",95.080002,95.529999,94.459999,95.230003,9866000,92.537903
"104",95.400002,95.449997,94.610001,95.400002,8911900,92.703094
"105",95.410004,96.190002,95.410004,96.150002,8570200,93.431877
"106",96.32,96.589996,96.110001,96.550003,14510500,93.820572
"107",96.269997,96.599998,95.559998,95.790001,7030300,93.082077
"108",96.029999,96.220001,95.760002,96.089996,6720300,93.373589
"109",95.870003,96.120003,95.290001,96.089996,7720300,93.373589
"110",96.089996,96.25,93.709999,94.559998,16887100,91.886826
"111",93.690002,94.040001,92.800003,93.5,15610000,90.856804
"112",94,95.339996,93.970001,95.080002,8700100,92.392143
"113",95.32,96,94.949997,95.32,6347000,92.625336
"114",94.440002,94.529999,93.529999,94.169998,12793900,91.507858
"115",94.309998,94.440002,93.739998,94.169998,14705100,91.507858
"116",94.75,94.849998,94.25,94.790001,5984300,92.110329
"117",94.790001,94.959999,94.330002,94.379997,5626700,91.711922
"118",94.610001,94.769997,94.07,94.540001,5611400,91.867416
"119",94.489998,94.510002,93.870003,93.949997,5846500,91.29406
"120",94.160004,95.650002,93.889999,95.580002,11637300,92.878006
"121",95.800003,96.269997,95.099998,95.220001,6970800,92.528175
"122",95.150002,95.339996,94.629997,94.900002,6283600,92.217224
"123",95.150002,96.400002,94.660004,96.230003,5571300,93.509613
"124",95.790001,95.790001,94.010002,94.419998,8872500,91.750786
"125",94.379997,94.620003,93.779999,93.779999,9036600,91.128883
"126",94.379997,94.410004,93.349998,93.349998,6197700,90.711029
"127",93.75,94.400002,93.720001,94.010002,9339600,91.352402
"128",93.449997,93.970001,93.190002,93.25,8215700,90.613869
"129",93.5,94.410004,93.5,93.919998,6175800,91.264915
"130",94.150002,95.370003,94.150002,95.089996,8851800,92.401863
"131",95.080002,95.629997,94.93,95.410004,5554100,92.712814
"132",95.980003,96.449997,95.629997,96.18,5974800,93.461029
"133",96.419998,96.650002,95.769997,95.940002,6721700,93.227844
"134",96.139999,97.370003,96.120003,96.93,6195800,94.189842
"135",97.110001,97.290001,96.589996,96.830002,5914900,94.092667
"136",96.849998,97.75,96.610001,97.580002,7435000,94.821449
"137",97.639999,98.330002,97.550003,98.25,6390400,95.472534
"138",99.110001,99.139999,97.93,98.110001,8572900,95.336479
"139",99.599998,100.489998,99.089996,99.599998,17400200,96.784355
"140",99.550003,100.419998,99.139999,100.370003,9186000,97.5326
"141",100.650002,100.849998,99.800003,99.989998,6774900,97.163338
"142",100.010002,100.989998,99.860001,100.849998,7205400,97.999023
"143",100.970001,101.18,98.550003,99.57,10543900,96.755203
"144",99.120003,99.589996,98.510002,99.150002,6558800,96.347076
"145",99.5,100,99.139999,99.559998,7576600,96.745483
"146",100.360001,101.07,99.959999,100.870003,6018100,98.018463
"147",101.029999,101.279999,100.239998,101.279999,5955600,98.41687
"148",100.940002,101.099998,100.330002,100.589996,5697500,97.746368
"149",100.959999,101.339996,100.610001,100.889999,4618000,98.037888
"150",100.919998,101.540001,100.589996,101.489998,7047100,98.620941
"151",101.5,101.720001,100.93,101.279999,6283700,98.41687
"152",100.760002,101.300003,100.599998,100.970001,6902100,98.115608
"153",100.540001,100.879997,99.43,99.489998,8560800,96.677452
"154",99.550003,100.300003,99.529999,100.089996,5268200,97.26049
"155",100.980003,102.110001,100.75,101.870003,5657600,98.990173
"156",102.360001,102.779999,101.970001,102.629997,5386000,99.728706
"157",102.760002,103.93,102.639999,103.32,13408300,100.560875
"158",103.330002,103.529999,102.160004,102.160004,7381600,99.431839
"159",102.080002,103.089996,101.940002,102.510002,5670900,99.772507
"160",102.620003,103.349998,102.330002,103.220001,5395000,100.463547
"161",103.440002,104.199997,103.139999,104.07,5481000,101.290833
"162",103.769997,103.970001,102.989998,103.18,5057200,100.424614
"163",103.32,103.5,102.639999,103.220001,4082300,100.463547
"164",103.650002,103.879997,103.160004,103.349998,4467400,100.590057
"165",103.650002,103.830002,103.260002,103.779999,3919900,101.008583
"166",102.919998,104.07,102.639999,103.769997,7135300,100.998863
"167",103.699997,104,103.519997,103.730003,8712700,100.959938
"168",104.059998,104.190002,103.029999,103.519997,13766000,100.755508
"169",104.040001,104.080002,103.440002,103.900002,4466800,101.125374
"170",103.400002,103.459999,102.260002,103.010002,6337500,100.259148
"171",103.339996,103.75,103.099998,103.18,6372200,100.424614
"172",103.709999,105.440002,103.610001,104.559998,6508600,101.767761
"173",104.330002,104.769997,104.059998,104.43,5787200,101.641228
"174",105.480003,106.150002,105.150002,106.150002,6956000,103.315292
"175",106.639999,106.639999,105.760002,106.209999,5212400,103.37368
"176",106.260002,106.260002,105.239998,105.830002,6215700,103.003838
"177",105.5,106.839996,105.5,106.080002,8154000,103.247154
"178",105.739998,106.139999,104.949997,105.300003,12622900,102.488007
"179",105.349998,105.519997,104.620003,104.830002,7330300,102.03054
"180",105.129997,105.93,104.830002,105.410004,9754400,102.595055
"181",105.5,105.769997,104.459999,104.970001,8198600,102.166817
"182",105,105.610001,104.650002,105.309998,4777600,102.497734
"183",105.209999,105.68,105.059998,105.559998,4959400,102.741051
"184",105.5,105.650002,102.75,103.019997,9395300,100.268867
"185",103.110001,104.019997,102.879997,102.940002,6263600,100.19104
"186",103.07,104.120003,102.900002,103.889999,8337400,101.115639
"187",103.75,104.980003,103.739998,104.580002,5947800,101.787216
"188",104.75,105.43,104.690002,105.239998,7676300,102.429604
"189",105.540001,105.989998,105.099998,105.440002,4885600,102.62426
"190",105.650002,105.900002,105.290001,105.589996,4411100,102.770241
"191",105.709999,105.739998,104.900002,105.309998,4146800,102.497734
"192",105.599998,106.25,105.150002,106.239998,4396100,103.402885
"193",106.290001,106.959999,105.870003,106.730003,4587000,103.879799
"194",106.599998,107.650002,106.540001,107.010002,4787000,104.152328
"195",107.580002,107.599998,106.82,107.309998,4015600,104.444313
"196",107.699997,108.589996,107.599998,108.440002,6473100,105.544151
"197",108.5,108.709999,107.900002,108.110001,6496100,105.222969
"198",108.5,109.260002,108.400002,108.660004,5154600,105.75827
"199",108.790001,109.050003,107.160004,108.300003,5552200,105.407883
"200",108.25,108.419998,107.300003,107.540001,5979400,104.668182
"201",107.620003,108,107.459999,107.800003,4817300,104.921227
"202",107.269997,107.779999,106.900002,107.019997,10840200,104.162056
"203",107.699997,107.699997,106.970001,107.550003,7848900,104.677902
"204",108.050003,108.230003,107.099998,107.529999,6316700,104.658432
"205",107.559998,108.639999,107.18,108.410004,10511200,105.514938
"206",109.410004,110.610001,108,109.489998,13261300,106.566093
"207",110.379997,110.739998,109.669998,109.800003,7380100,106.867836
"208",110.07,110.129997,108.690002,109.709999,7862700,106.780228
"209",109.669998,110.239998,108.919998,110.040001,5148600,107.101402
"210",110.580002,110.690002,108.660004,109.980003,8002500,107.043022
"211",110.5,111.400002,110.419998,111.07,6167300,108.103912
"212",111.019997,111.370003,110.199997,110.980003,5506600,108.016304
"213",110.940002,111.419998,110.510002,111.360001,3757600,108.386154
"214",111.360001,112.150002,111.199997,111.919998,4094700,108.931213
"215",112.25,112.470001,111.559998,112.089996,3697900,109.096649
"216",112.010002,112.910004,111.82,112.470001,4417800,109.466522
"217",111.800003,112.220001,110.93,112.139999,4334700,109.145325
"218",111.709999,111.980003,111.279999,111.879997,4198900,108.892281
"219",111.550003,111.860001,111.339996,111.400002,7185600,108.425095
"220",111.080002,112.040001,110.809998,111.980003,5679600,108.989616
"221",111.339996,111.870003,110.139999,110.25,6895100,107.305817
"222",110.75,111.440002,110.57,111.019997,5655100,108.246689
"223",110.690002,110.910004,109.699997,109.82,8812400,107.076675
"224",109.949997,110.68,109.690002,109.949997,6873200,107.20343
"225",110.449997,111.489998,110.300003,111.449997,6456500,108.665955
"226",111.5,111.660004,110.699997,110.82,4067600,108.051704
"227",111.309998,112.160004,111.139999,111.970001,3045600,109.172981
"228",112,112.540001,111.910004,112.379997,6620500,109.572708
"229",112.599998,113.620003,112.559998,113.360001,6671300,110.528244
"230",113.620003,113.620003,106.900002,109.860001,14505400,107.115662
"231",110.5,112.589996,110.029999,112.589996,18533300,109.777481
"232",112.379997,112.440002,109.760002,110.730003,13101800,107.963951
"233",111.330002,111.449997,106.970001,107.43,18909100,104.746391
"234",108.889999,109.239998,106.599998,108.580002,12081500,105.867653
"235",108.489998,110.169998,108.260002,109.739998,7532100,106.99868
"236",109.769997,111.410004,109.449997,111.400002,7384900,108.617203
"237",112.129997,112.610001,111.82,112.599998,7594900,109.787216
"238",112.5,113.349998,112.160004,112.370003,7538600,109.562965
"239",112.370003,113.730003,112,113.459999,8754400,110.625732
"240",113.75,114.370003,113.190002,113.309998,8088900,110.479492
"241",113.550003,114.089996,112.919998,112.919998,9815600,110.099236
"242",113.970001,114.199997,112.389999,113.82,16388000,110.976746
"243",114.690002,114.75,113.25,113.550003,8961800,110.713501
"244",113.279999,113.279999,112.080002,112.139999,7899400,109.338722
"245",112.720001,113.099998,111.989998,112.120003,6201900,109.319221
"246",112.599998,113.099998,112.32,112.410004,8866400,109.601967
"247",112.389999,113.110001,112.25,112.690002,6190100,109.874977
"248",112.07,113.440002,112.07,112.989998,3948900,110.167488
"249",112.690002,114.07,112.650002,114.019997,7073100,111.171761
"250",114.300003,114.919998,113.989998,114.349998,6937100,111.493507
"251",114.75,114.889999,114.019997,114.019997,5249000,111.171761
"252",114.57,115.080002,113.949997,114.510002,6080900,111.649529
"253",114.949997,115.790001,114.660004,115.650002,6946100,112.761047
"254",116.25,117.360001,116.029999,116.080002,7805300,113.180305
"255",116.989998,119,116.419998,118.860001,8590500,115.890854
"256",118.610001,120.480003,118.07,119.339996,6660700,116.358871
"257",119.970001,119.970001,118.660004,119.110001,6562400,116.134628
"258",118.690002,119.050003,117.459999,118.980003,7490300,116.007851
"259",118.800003,119.980003,118.68,119.839996,5982100,116.846367
"260",120.120003,120.349998,119.709999,120.089996,5585800,117.090126
"261",121.18,121.940002,119.910004,120.389999,8803800,117.382629
"262",121.199997,122.160004,120.730003,121.980003,7991500,118.932899
"263",122.519997,123.199997,122.029999,123.110001,8661000,120.034683
"264",123.050003,123.650002,121.919998,122.699997,8250700,119.634911
"265",122.870003,124.330002,122.400002,124.330002,9355000,121.224213
"266",124.599998,125.510002,124.209999,124.650002,5683300,121.536224
"267",125.050003,125.449997,123.709999,124.550003,6425200,121.438705
"268",125,125.470001,124.629997,125.220001,7166400,122.09198
"269",125.769997,126.379997,124.760002,126.32,5604900,123.164497
"270",126.739998,126.879997,124.690002,124.839996,6257900,121.721474
"271",123.82,124.290001,122.839996,123.550003,8154400,120.463684
"272",123.779999,124.480003,123.040001,124.230003,7338200,121.126709
"273",124.739998,126.260002,124.099998,125.720001,11169700,122.579483
"274",123.720001,123.720001,120.699997,120.910004,13937700,117.889656
"275",118.699997,121.129997,115.010002,116.269997,16623900,113.365547
"276",115.199997,120.300003,113.25,119.970001,19053300,116.973137
"277",120.089996,122.459999,119.209999,119.650002,9294000,116.661133
"278",119.529999,119.82,113.540001,113.860001,12673400,111.015747
"279",114.550003,117.209999,111.019997,116.32,17695500,113.414291
"280",117.790001,118.839996,116.879997,118.470001,11526300,115.510597
"281",117.849998,118.800003,117.129997,118.349998,7803900,115.393616
"282",117.620003,120.949997,117.5,120.830002,9206400,117.811638
"283",121.699997,122.309998,119.970001,122.279999,6921300,119.432991
"284",121.629997,122.989998,121.57,121.849998,6371400,119.013
"285",121.349998,123.050003,121.019997,122.010002,6182800,119.169281
"286",122.050003,122.830002,120.410004,120.43,7676100,117.62606
"287",120.669998,121.379997,119.620003,120.379997,4994000,117.577217
"288",121.57,122.959999,121.220001,122.93,5036900,120.067871
"289",123.580002,124.599998,123.32,124.589996,6270500,121.689201
"290",124.699997,125.300003,123.349998,123.370003,7287200,120.497627
"291",123.650002,124.980003,122.879997,122.940002,6780900,120.077621
"292",123.260002,124,119.620003,120.400002,8819600,117.596756
"293",119.089996,120.980003,117.860001,120.769997,7581900,117.95816
"294",120.449997,122.309998,119.440002,121.879997,5810200,119.04229
"295",122.830002,123.239998,120.669998,121.059998,7464400,118.241402
"296",120.029999,122.239998,119.699997,121.849998,7254100,119.013
"297",121.959999,122.82,121.169998,122.220001,6948900,119.37439
"298",123.25,124.790001,122.870003,124.510002,6397700,121.611061
"299",124.75,124.980003,123.480003,124.239998,8636000,121.347351
"300",124.25,125,122.900002,123.199997,9479500,120.331566
"301",124.040001,124.040001,121.900002,122.580002,7855000,119.725998
"302",123.129997,124.419998,122.699997,123.410004,5861900,120.536682
"303",123.849998,125.050003,123.330002,124.529999,9447100,121.630608
"304",123.940002,124.309998,122.279999,123.209999,17387800,120.341347
"305",123.379997,125.169998,123.300003,124.910004,7779700,122.001755
"306",124.900002,125.440002,123.07,123.220001,7359500,120.351112
"307",122.199997,122.68,119.699997,119.989998,10501500,117.196312
"308",119.889999,120.330002,116.760002,117,10024300,114.275932
"309",119.089996,120.739998,117.800003,120.639999,8735400,117.831177
"310",121.519997,121.599998,116.739998,117.400002,9008600,114.666603
"311",116.93,118.07,116.029999,116.989998,9420400,114.266151
"312",117.68,120.589996,117.040001,119.620003,12918100,116.834923
"313",119.269997,119.830002,116.760002,118.389999,9877100,115.63356
"314",118.889999,119.989998,117.489998,119.199997,7084800,116.42469
"315",116.900002,120.120003,116.709999,119.809998,8425700,117.0205
"316",121,122.010002,120.370003,121.190002,6816000,118.36837
"317",120.18,120.559998,117.120003,117.699997,8383800,114.959618
"318",118.629997,120.669998,118.629997,118.790001,7024800,116.024261
"319",120.559998,121.160004,119.639999,120.720001,8947200,117.909309
"320",119.989998,121.660004,119.620003,119.779999,5874900,116.991188
"321",120.400002,121.980003,120.389999,121.07,5666000,118.251175
"322",121.730003,122.470001,120.650002,120.75,9174300,117.938606
"323",122.110001,122.870003,121.510002,121.879997,6903200,119.04229
"324",122.910004,124.260002,122.519997,123.800003,5979600,120.917603
"325",124.059998,124.870003,123.379997,124.480003,5171000,121.581772
"326",124.309998,124.720001,123.150002,123.959999,7294100,121.073883
"327",124.059998,124.82,123.309998,124.199997,7479400,121.308296
"328",124.300003,124.970001,123.900002,124.459999,8004300,121.562233
"329",124.870003,125.040001,120.550003,121.269997,9434400,118.44651
"330",121.139999,121.349998,119.370003,121.209999,8001200,118.387909
"331",125.139999,127.589996,123.779999,127.080002,14345800,124.121246
"332",126.440002,127.059998,125.389999,126.010002,6842700,123.076149
"333",126.739998,127.900002,126.660004,126.879997,8449200,123.925873
"334",126.860001,127.57,125.510002,127.510002,6407300,124.541214
"335",127.879997,128.100006,126,126.379997,8515300,123.437538
"336",125.809998,127.459999,125.32,127.18,6778600,124.218903
"337",126.330002,128.360001,126.07,128.160004,5798400,125.176094
"338",128.399994,129.520004,128.25,129.259995,5737300,126.250465
"339",129.139999,129.970001,128.309998,129.899994,5044700,126.87558
"340",130.009995,131,129.589996,130.839996,6119400,127.793686
"341",131.289993,131.75,130.720001,131,6585800,127.949966
"342",131,132.089996,130.229996,131.820007,5437100,128.75087
"343",132.429993,132.5,130.669998,131.210007,5017000,128.155075
"344",130.559998,131.399994,129.899994,131.100006,5532300,128.047638
"345",131.089996,131.399994,130.539993,130.889999,5124200,127.842522
"346",130.580002,130.800003,129.610001,129.929993,4911700,127.108788
"347",129.619995,130.339996,129.070007,129.929993,6082700,127.108788
"348",130.949997,131.509995,129.990005,130.660004,5591800,127.822937
"349",131,131.779999,130.5,130.710007,6645500,127.87188
"350",130.059998,131.910004,129.800003,131.880005,6569100,129.016479
"351",131.820007,132.210007,130.5,131.889999,6035200,129.02626
"352",131.880005,132.100006,130.929993,131.279999,7509600,128.429459
"353",130.389999,131.050003,129.059998,129.690002,10401900,126.874031
"354",130.199997,131.100006,129.869995,130.639999,10631300,127.803375
"355",130.649994,131.580002,129.979996,130.720001,11086000,127.881676
"356",131.839996,132.509995,130.360001,130.850006,8323400,128.008835
"357",131.940002,133.570007,131.429993,133.070007,7178000,130.180634
"358",133.380005,133.619995,132.699997,133.559998,6198200,130.659973
"359",134,136.309998,133.610001,136.279999,8065800,133.320938
"360",136.360001,136.580002,133.050003,133.839996,8309200,130.933914
"361",133.440002,134.919998,133.229996,134.740005,5261000,131.814346
"362",134.899994,135.190002,133.809998,133.910004,7988700,131.002411
"363",134.039993,135.130005,133.539993,134.860001,5743300,131.931747
"364",135.179993,135.770004,134.309998,134.399994,4881600,131.481735
"365",134.960007,135.699997,134.75,135,6464100,132.06871
"366",135.100006,135.729996,134,135.100006,10044500,132.166565
"367",134.369995,136.309998,134.119995,136.199997,8713300,133.242661
"368",134.559998,135.240005,133.570007,135.110001,6557600,132.176331
"369",135.520004,136.690002,135.5,135.5,7192000,132.557831
"370",135.270004,136.119995,134.259995,134.529999,8689800,131.608917
"371",135.600006,135.850006,134.259995,135.330002,6031900,132.391571
"372",134.910004,134.910004,129.529999,130.929993,10086200,128.087097
"373",132.110001,133.789993,131.610001,132.550003,7733900,129.67189
"374",133.009995,133.660004,131.009995,131.020004,7282100,128.175171
"375",131,133.119995,130.649994,132.740005,6576500,129.857773
"376",133.279999,134.190002,132.449997,132.449997,7259000,129.574081
"377",131.960007,133.050003,131.149994,132.5,7554400,129.622986
"378",133.009995,133.410004,131.419998,131.449997,3621600,128.595825
"379",132.130005,133.330002,131.830002,133.289993,4729300,130.395874
"380",133.580002,134.279999,132.5,134.089996,4839800,131.178482
"381",134.940002,135.970001,134.789993,135.520004,8960700,132.577408
"382",135.570007,137.330002,135.339996,136.690002,6561900,133.722046
"383",136.630005,138.809998,136.600006,138.149994,10648700,135.150345
"384",139.009995,139.949997,138.660004,139.899994,11816100,136.862335
"385",139.789993,140.029999,137.539993,139.419998,7865700,136.392731
"386",139.419998,139.550003,138.160004,138.460007,4969900,135.453629
"387",138.179993,139.910004,137.419998,139.639999,5412600,136.607971
"388",139.910004,141.169998,139.369995,140.899994,7008600,137.840637
"389",140.949997,140.990005,139.929993,140.130005,7937000,137.087341
"390",140,141.470001,139.919998,140.990005,7153600,137.928665
"391",140.660004,140.970001,139.639999,140.029999,7723600,136.989532
"392",140.990005,141.470001,139.509995,140.029999,8336700,136.989532
"393",140.339996,142.770004,139.899994,142.639999,8376000,139.542816
"394",141.610001,142.789993,139.529999,142.5,10520800,139.405869
"395",143.080002,143.139999,139.210007,140.710007,7014900,137.654739
"396",140.130005,140.419998,135.309998,136.479996,12812400,133.516586
"397",137.130005,138.020004,135.630005,136.740005,7683300,133.770935
"398",137.740005,138.740005,137.410004,138.25,7087700,135.248154
"399",137.449997,139.190002,137,138.919998,12300000,135.90361
"400",139.289993,139.860001,137.940002,139.820007,4617500,136.784073
"401",139.649994,140.259995,139.050003,139.710007,5143000,136.676483
"402",139.979996,140.690002,139.869995,140.279999,10034500,137.234085
"403",139.979996,140.990005,139.830002,140.679993,5389500,137.625381
"404",140.729996,141.240005,139.899994,140.009995,5679300,136.969955
"405",139.880005,140.740005,139.25,139.729996,6523500,136.69603
"406",140.529999,141.240005,139.830002,140.210007,4817500,137.165604
"407",140.300003,140.990005,139.880005,140.759995,5888700,137.703674
"408",140.350006,140.690002,138.839996,139.919998,5288400,136.881912
"409",141.070007,141.490005,140.419998,140.649994,5931700,137.802841
"410",140.779999,141.710007,140.570007,141.330002,7699600,138.469101
"411",141.539993,141.600006,140.699997,140.940002,4662200,138.086975
"412",141,141.460007,139.800003,140.039993,6854300,137.2052
"413",139.850006,141.529999,139.850006,141.139999,4191700,138.282928
"414",141.009995,142.449997,140.770004,142.100006,4426800,139.22348
"415",142.320007,144.380005,142.320007,144.199997,5714000,141.280991
"416",144.990005,145.600006,144.710007,145.399994,7194900,142.456696
"417",145.630005,146.169998,144.869995,145.199997,4925700,142.260757
"418",145.460007,147.300003,145.419998,147.029999,5192900,144.053711
"419",146.820007,147.710007,146.360001,146.740005,7804600,143.769577
"420",146.740005,147.639999,146.5,146.889999,5786600,143.916519
"421",146.929993,147.860001,146.669998,147.800003,7638100,144.808121
"422",147,147.820007,142.550003,142.669998,11363400,139.781952
"423",143.289993,144.699997,142.539993,144.5,9589200,141.574936
"424",143.990005,144.440002,142.75,143.199997,13626200,140.301224
"425",144.130005,144.440002,143.210007,144.080002,5362700,141.163437
"426",143.460007,145.520004,143.25,145.490005,9895900,142.544907
"427",145.850006,146.800003,145.070007,146.570007,6964100,143.603027
"428",147.149994,148.070007,147.089996,147.630005,5803400,144.641571
"429",147.910004,148.369995,147.350006,147.839996,4928300,144.847336
"430",147.830002,147.899994,145.830002,146.179993,7708600,143.220917
"431",146.199997,148.089996,145.949997,147.630005,5692100,144.641571
"432",148.279999,148.820007,147.25,147.419998,7432300,144.435822
"433",147.990005,149.490005,147.199997,149.240005,7172700,146.218979
"434",149.949997,150.259995,149.350006,150.050003,15628100,147.012589
"435",149.160004,149.649994,147.270004,149.110001,6706700,146.091599
"436",149.710007,149.960007,149.100006,149.580002,4230700,146.552094
"437",150,150.419998,149.039993,149.270004,5852400,146.248367
"438",149.899994,150.639999,149.559998,150.020004,5868500,146.9832
"439",149.809998,150.369995,149.550003,150.089996,6035900,147.051758
"440",150.889999,151.559998,150.610001,150.789993,9802100,147.737564
"441",150.839996,150.839996,149.169998,149.669998,8047500,146.640289
"442",150.710007,150.710007,149.190002,149.369995,7521100,146.346344
"443",149.179993,149.279999,146.100006,146.759995,9208900,143.789169
"444",146.639999,147.410004,144.399994,145.360001,7085700,142.417526
