"","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
"892",63.849998,64.559998,62.27,62.330002,2079600,57.771641
"893",63.73,66.900002,63.5,66.419998,3241200,61.562523
"894",65.160004,65.529999,63.91,65.25,2585400,60.478088
"895",64.82,65.699997,63.970001,65.18,2104700,60.413212
"896",65.449997,66.480003,64.75,65.059998,2040600,60.301979
"897",64.75,65.029999,63.599998,64.589996,1826600,59.866356
"898",64.139999,64.959999,63.400002,63.580002,2428300,58.930222
"899",64.160004,65.589996,63.709999,65.580002,2449100,60.783962
"900",64.010002,64.209999,61.299999,63.09,3118400,58.476059
"901",61.369999,63.099998,60.59,62.02,5838600,57.48431
"902",61.310001,62,60.040001,61.119999,4331600,56.650131
"903",60.75,62.330002,60.119999,61.849998,3412600,57.326748
"904",63.119999,63.119999,60.529999,61.959999,4538200,57.428696
"905",61.099998,62.950001,60.68,60.970001,3187800,56.511101
"906",60.599998,62.990002,60.139999,62.869999,2914000,58.272148
"907",63.369999,64.919998,62.900002,64.870003,3387100,60.125885
"908",66.389999,67.470001,63.75,64.110001,3544200,59.421463
"909",65.339996,65.510002,63.810001,64.410004,3442200,59.699524
"910",63.849998,64.290001,62.619999,62.630001,2875500,58.049698
"911",62.099998,63.759998,61.860001,63.66,2638100,59.004372
"912",62.700001,63.139999,62.130001,62.360001,2816100,58.628311
"913",62.259998,62.5,61.09,61.310001,2658800,57.641151
"914",61.5,62.09,60.369999,61.419998,3100800,57.744556
"915",60.759998,61.59,60.619999,60.970001,2598700,57.321487
"916",61,61.779999,60.57,60.970001,3124900,57.321487
"917",61.25,63.68,60.68,63.650002,3011200,59.841114
"918",63.700001,63.950001,61.419998,61.630001,2303900,57.941998
"919",61.419998,61.84,60.009998,60.029999,3003400,56.437737
"920",60.18,60.43,59.07,60.259998,3160200,56.653976
"921",60.349998,62.07,60.349998,61.790001,2469100,58.092419
"922",61.849998,61.919998,58.459999,58.470001,3657000,54.971088
"923",58.380001,59.41,57.709999,58.790001,3194900,55.271946
"924",58.59,60.380001,57.830002,60.049999,4491700,56.456543
"925",60.130001,61.73,59.200001,59.689999,3365700,56.118088
"926",60,60.639999,58.560001,58.98,3420100,55.450573
"927",58.32,59.630001,57.869999,57.959999,4119800,54.491608
"928",58.040001,58.630001,57.16,57.869999,3057100,54.406994
"929",58.16,58.259998,55.349998,55.360001,3100900,52.047199
"930",55.689999,57.419998,54.880001,57.07,3002100,53.654869
"931",57.52,58.919998,57.43,58.369999,2889700,54.877075
"932",58.25,59.540001,57.709999,58.049999,3397700,54.576225
"933",58.75,61.73,58.110001,60.509998,5347700,56.889015
"934",58.82,60.419998,58.759998,60.349998,4187000,56.73859
"935",59.25,60.720001,58.93,59.82,7292400,56.240303
"936",57.919998,58.23,55.580002,55.919998,6187500,52.573685
"937",55.709999,56.82,54.869999,55.360001,4135900,52.047199
"938",55.470001,55.82,52.560001,52.630001,3725300,49.480564
"939",52.299999,53.849998,51.049999,52.849998,2981000,49.687397
"940",52.07,53.279999,51.700001,52.880001,2824300,49.715607
"941",53.939999,54.639999,53.43,53.98,2126600,50.749775
"942",53.759998,53.82,51.759998,52.189999,2464600,49.066898
"943",52.470001,53.049999,51.59,51.84,2670300,48.737839
"944",51.189999,51.599998,49.75,50.279999,4047100,47.271187
"945",48.959999,51.759998,48.82,51.060001,3453200,48.004513
"946",51.830002,53.130001,51.720001,52.549999,2711600,49.40535
"947",53.490002,53.490002,50.939999,51.060001,2926500,48.004513
"948",51.450001,52.18,50.650002,51.93,2621200,48.822449
"949",52.119999,53.66,52.060001,53.639999,2398000,50.430122
"950",54.040001,54.5,52.549999,53.040001,3185700,49.866028
"951",52.66,54.360001,51.93,53.459999,2769000,50.260895
"952",52.869999,53.459999,51.119999,51.27,2885600,48.20195
"953",51.720001,53.360001,51.529999,52.080002,2111400,48.963474
"954",51.049999,52.740002,50.419998,52.509998,3502000,49.367744
"955",52.459999,52.5,50.470001,50.580002,2938700,47.553242
"956",50.91,50.93,48.880001,48.950001,3683200,46.020782
"957",49.369999,50.09,49.080002,49.59,3471300,46.622478
"958",48.880001,49.82,48.66,48.720001,3798400,45.804543
"959",48.68,50.189999,47.549999,50.009998,3408600,47.017345
"960",50.549999,51.439999,49.41,50.48,3291400,47.459225
"961",49.639999,49.650002,47.900002,48.139999,3215000,45.259247
"962",48,48.369999,47.02,47.07,3525700,44.253277
"963",45.73,46.5,44.139999,44.220001,4911700,41.573822
"964",43.619999,46.18,43.27,45.98,4436300,43.228508
"965",45.380001,46.740002,44.91,46.66,4578900,43.867817
"966",47.380001,48.48,46.509998,47.959999,3732600,45.090019
"967",48.619999,49.040001,46.849998,47.52,3287300,44.676353
"968",47.66,49.25,46.610001,47.919998,3709000,45.05241
"969",47.709999,48.91,47.43,48.189999,3211600,45.306252
"970",48.110001,48.889999,46.189999,46.68,3617000,43.886616
"971",52.419998,58.23,52.299999,57.029999,8912800,53.61726
"972",58.689999,58.779999,55.700001,58.139999,5192400,54.660839
"973",58.900002,58.990002,57.689999,58.98,4588500,55.450573
"974",57.68,58.529999,54.599998,54.849998,5068000,51.567715
"975",55.57,59.5,55.5,58.759998,5655700,55.24374
"976",61.189999,63.139999,59.099998,62.619999,6020300,59.788502
"977",61.25,64.43,60.25,64.339996,5370200,61.430733
"978",64.760002,64.849998,60.720001,60.75,4151000,58.003063
"979",60,61.82,59.529999,61.450001,2673700,58.67141
"980",61.299999,62.490002,61.009998,61.59,2651600,58.805077
"981",62.720001,65.919998,62.599998,65.839996,4504300,62.862907
"982",68.150002,68.709999,66.599998,67.720001,4207300,64.657898
"983",66.879997,67.230003,65.769997,66.260002,3755900,63.263916
"984",65.620003,66.25,64.690002,65.230003,1936000,62.280491
"985",64.260002,64.5,60.299999,60.580002,6423000,57.840748
"986",62.779999,64.18,61.529999,61.880001,4021100,59.081963
"987",61.200001,65.279999,61.040001,64.43,4410700,61.516659
"988",64.75,66.900002,63.84,65.019997,2732700,62.079979
"989",66.739998,69.919998,66.519997,69.32,4437500,66.185547
"990",68.32,68.809998,66.32,67.050003,3059500,64.018188
"991",66.059998,69.080002,66.059998,67.389999,3050800,64.342827
"992",68.459999,70.099998,66.980003,68.769997,3602200,65.660416
"993",68.150002,71.699997,68.150002,70.860001,3352600,67.655922
"994",70.199997,70.419998,68.449997,69.510002,2557000,66.366959
"995",69.709999,70.550003,66.860001,67.190002,2816400,64.151863
"996",67.160004,68.690002,66.25,68.25,3028500,65.163933
"997",68.449997,68.5,66.919998,67.290001,3395200,64.247345
"998",67.860001,67.870003,66.400002,67.169998,3162500,64.132767
"999",67.089996,67.519997,66.059998,66.849998,8457000,63.827232
"1000",64.760002,67.260002,63.799999,66.489998,3479200,63.483509
"1001",66.519997,68.18,66.150002,67.510002,3573900,64.457397
"1002",68.379997,69.970001,68.010002,69.360001,2988100,66.223732
"1003",69.190002,69.279999,68.040001,68.730003,1295200,65.622238
"1004",69.440002,70.93,69.040001,69.330002,2442000,66.195099
"1005",69.449997,69.870003,67.779999,68.379997,3847500,65.288048
"1006",68.589996,70.910004,68.489998,70.599998,2906000,67.407669
"1007",70.5,70.739998,69.760002,69.940002,2003500,66.777512
