"","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
"74",75.940002,76.150002,75.139999,75.330002,2511300,62.409283
"75",75.5,76.370003,75.330002,75.75,1682300,62.757225
"76",75.599998,76.589996,75.599998,76.349998,2561100,63.254314
"77",77.120003,77.589996,76.739998,77.510002,2483300,64.215355
"78",77.599998,78.18,77.25,78.080002,2632800,64.687599
"79",77.93,78.889999,77.660004,78.110001,2977500,64.71244
"80",78.010002,78.129997,76.93,78.050003,3001200,64.662727
"81",79.599998,80.940002,79.07,79.559998,5260800,65.913734
"82",79.519997,80.349998,79.32,79.559998,2632700,65.913734
"83",79.93,80.07,79.059998,79.260002,2202900,65.665199
"84",78.910004,79.75,78.739998,79.589996,1946200,65.938583
"85",79.300003,79.300003,78,78.239998,2163800,64.820152
"86",78.330002,79.43,78.32,79.349998,1764000,65.739754
"87",79.07,79.730003,78.790001,79.639999,1867800,65.980011
"88",79.540001,80.110001,79.379997,79.599998,1455800,65.946877
"89",79.769997,80.040001,79.459999,79.75,1690500,66.071144
"90",79.900002,80.019997,79.209999,79.519997,1440400,65.880592
"91",79.470001,79.980003,79.300003,79.790001,1439900,66.104286
"92",80.290001,80.68,79.830002,80.120003,1725800,66.377693
"93",79.440002,79.470001,78.220001,78.540001,2011800,65.642189
"94",78.540001,78.779999,77.629997,77.669998,2208700,64.915062
"95",77.379997,77.940002,76.809998,77.550003,2534400,64.814766
"96",77.660004,78.529999,77.349998,78.25,2293200,65.399811
"97",78.309998,78.790001,78.209999,78.550003,1386600,65.650558
"98",78.75,78.790001,78.089996,78.139999,2977000,65.307877
"99",78.110001,78.610001,77.910004,78.279999,1424900,65.424896
"100",78.510002,78.879997,77.220001,77.419998,2765100,64.706123
"101",77.629997,77.910004,77.150002,77.440002,2300400,64.722839
"102",77.279999,77.68,76.82,77,1920200,64.355103
"103",76.900002,77.230003,76,76.110001,3842300,63.611256
"104",76.379997,76.709999,75.900002,76.620003,2503800,64.037491
"105",76.169998,76.809998,75.849998,76.370003,2150900,63.82856
"106",76.190002,77.230003,76.190002,76.860001,2251900,64.238083
"107",76.690002,77.099998,76.32,77.040001,1707200,64.38855
"108",76.639999,77.160004,76.349998,76.959999,2556000,64.321655
"109",76.959999,77.940002,76.800003,77.400002,2434700,64.689407
"110",77.360001,79.699997,77.300003,79.57,2832800,66.503052
"111",79.57,80.480003,79.57,80.209999,2971200,67.037941
"112",80.290001,80.730003,79.900002,80.629997,1843100,67.388992
"113",80.589996,80.639999,78.75,78.779999,2810800,65.842781
"114",78.610001,79.379997,78.529999,79.080002,2157300,66.093513
"115",79.43,80.980003,79.209999,80.940002,4870900,67.648071
"116",80.989998,81.519997,80.849998,81.239998,2757400,67.898804
"117",80.300003,80.599998,78.910004,79.550003,2299700,66.486351
"118",79.550003,79.769997,78.629997,78.889999,2073900,65.934723
"119",79.019997,79.410004,78.629997,78.910004,1016100,65.951447
"120",78.82,80.370003,78.800003,80.269997,2696600,67.088104
"121",80.279999,80.650002,80.059998,80.239998,1512900,67.063011
"122",80.389999,81.300003,80.239998,80.540001,1653900,67.313759
"123",81,82.129997,80.989998,81.790001,2317500,68.35849
"124",82.099998,82.82,81.790001,81.870003,2514000,68.425346
"125",82.32,83.110001,81.919998,82.690002,2458700,69.11068
"126",82.970001,83.870003,82.919998,83.339996,1076900,69.653938
"127",83.25,83.25,82.150002,82.330002,1974200,68.809799
"128",82.400002,82.599998,81.690002,81.889999,1590800,68.442078
"129",81.919998,82.82,81.550003,82.599998,1710800,69.035461
"130",82.480003,82.870003,82.330002,82.459999,1498700,68.918442
"131",82.279999,82.75,81.910004,82.360001,1365400,68.834877
"132",82.830002,83.099998,81.910004,82.239998,1606000,68.734566
"133",81.940002,82.25,81.110001,81.720001,2318400,68.29998
"134",81.860001,82.349998,81.650002,82.199997,1435800,68.701164
"135",81.919998,82.220001,81.639999,81.809998,1843700,68.375198
"136",82.089996,82.129997,81.510002,81.959999,1339100,68.50058
"137",81.949997,82.940002,81.860001,82.919998,1666200,69.302933
"138",82.970001,83.120003,81.989998,82.360001,1167700,68.834877
"139",82.309998,83.330002,81.980003,82.849998,2190600,69.244423
"140",82.690002,83.019997,82.519997,82.650002,1417900,69.07724
"141",83.209999,84.68,83.209999,84.449997,2335600,70.581665
"142",84.690002,84.720001,83.620003,83.699997,1753700,69.954811
"143",83.529999,84.93,83.339996,84.510002,2188400,70.631798
"144",84.239998,84.650002,83.489998,83.650002,2169400,69.913055
"145",83.879997,84.389999,83.75,83.75,3641500,69.996605
"146",84.040001,85.809998,84,85.629997,2696700,71.567879
"147",85.449997,87.300003,85.379997,86.669998,2952400,72.43708
"148",86.769997,87.120003,85.589996,85.650002,2430100,71.584602
"149",85.690002,86.190002,85.580002,85.599998,2087500,71.542801
"150",85.529999,85.589996,84.879997,85.07,2187200,71.099854
"151",84.839996,85.309998,84.529999,85.019997,1848000,71.058052
"152",85,85.559998,84.32,84.489998,2297100,70.615074
"153",84.419998,84.75,83.480003,83.639999,1850500,69.904686
"154",83.089996,83.800003,82.959999,83.440002,1858200,69.737511
"155",83.599998,84.300003,83.440002,83.879997,1758700,70.10527
"156",83.75,84.080002,83.239998,83.68,1907600,69.93811
"157",83.309998,83.480003,82.760002,83.029999,2138400,69.980263
"158",82.669998,83.010002,80.889999,80.889999,2359100,68.176582
"159",80.800003,82.169998,80.730003,81.559998,2288900,68.74128
"160",81.410004,82.040001,81.139999,81.900002,1686900,69.027847
"161",82.120003,82.599998,81.989998,82.230003,1709100,69.305984
"162",81.970001,82.650002,81.879997,82.360001,1159800,69.415558
"163",82.059998,84.410004,82.059998,83.870003,2463200,70.688232
"164",84.300003,84.839996,83.370003,83.419998,1778600,70.308945
"165",84.110001,84.599998,83.519997,83.650002,2285600,70.502823
"166",83.5,83.989998,83.25,83.5,1696800,70.376396
"167",83.5,83.739998,82.949997,83.599998,1853600,70.460663
"168",83.970001,83.980003,83.120003,83.809998,2446000,70.637657
"169",83.870003,84.610001,83.190002,84.43,2048800,71.16021
"170",84.32,84.400002,82.660004,83.239998,2491400,70.157249
"171",83.639999,83.949997,83.18,83.360001,1885900,70.258385
"172",83.480003,84.199997,83.110001,84.040001,1853200,70.831505
"173",84.029999,85.110001,83.959999,84.699997,1936700,71.387779
"174",84.900002,85.419998,84.43,85.190002,1508900,71.800797
"175",85.199997,85.839996,85.080002,85.730003,1567300,72.255905
"176",85.889999,86.459999,85.519997,86.349998,1748100,72.778442
"177",86.18,86.760002,85.949997,86.239998,2002600,72.68573
"178",86.300003,87.82,86.290001,87.669998,4363600,73.890999
"179",87.610001,88.349998,87.5,88.309998,1815900,74.430397
"180",88.370003,89.309998,88.019997,89.089996,1928600,75.087807
"181",89.029999,89.510002,88.769997,89.07,2279000,75.070961
"182",88.900002,89.709999,88.800003,89.139999,2035700,75.129944
"183",89.139999,90.099998,89.019997,89.889999,2036600,75.762062
"184",89.970001,91.5,89.849998,91.010002,2039700,76.706032
"185",91.150002,91.68,90.910004,91.349998,1986500,76.992599
"186",91.389999,92.080002,90.580002,91.800003,2468200,77.37188
"187",91.980003,92.190002,91.290001,91.790001,2197400,77.363449
"188",91.660004,92.080002,91.349998,91.610001,1947300,77.211746
"189",91.360001,92.669998,91.209999,92.379997,1929500,77.860718
"190",93.800003,94.690002,93.25,93.629997,2606100,78.914253
"191",93.389999,93.709999,92.760002,93.43,2214300,78.745697
"192",93.529999,94.120003,93.099998,93.330002,2046000,78.661407
"193",92.769997,93.330002,92.410004,92.82,1769400,78.23156
"194",93.449997,93.760002,93.040001,93.32,1238700,78.652992
"195",93.660004,94,93.32,93.470001,1109900,78.779404
"196",93.470001,93.949997,92.919998,93.68,1644300,78.956413
"197",93.449997,94.459999,93.330002,94.339996,1692800,79.51265
"198",94.690002,95,94.220001,94.43,1608600,79.588547
"199",93.5,93.790001,90.699997,90.870003,3563000,76.588058
"200",90.690002,91.099998,90.400002,90.629997,2398400,76.385757
"201",90.739998,90.879997,89.900002,90.239998,1942200,76.057053
"202",89.709999,90.580002,89.260002,90.389999,1899800,76.183487
"203",90.790001,91.029999,90.389999,90.800003,2109800,76.52906
"204",90.889999,91.760002,90.699997,91.239998,2036000,76.899887
"205",91.279999,91.889999,90.669998,91.830002,1425700,77.397163
"206",91.82,92.349998,91.230003,91.709999,2187400,77.295998
"207",91.510002,92,90.800003,91.18,1683300,76.849327
"208",91.050003,92.080002,90.199997,91.989998,2082900,77.532021
"209",91.580002,92.32,90.989998,91.019997,1922900,76.714478
"210",90.940002,91.440002,90.290001,91.080002,1442200,76.765053
"211",91.029999,92.650002,90.919998,92.300003,2152200,77.793304
"212",92.209999,93.599998,91.910004,93.459999,1822800,78.770988
"213",93.330002,94.419998,93.059998,93.580002,1868100,78.872116
"214",93.589996,94.949997,93.290001,94.43,1927100,79.588547
"215",94.669998,94.870003,93.949997,94.57,1370900,79.70652
"216",94.519997,94.669998,94.019997,94.550003,2035400,79.689651
"217",93.610001,94.629997,93.610001,94.419998,1532600,79.580101
"218",94.309998,94.510002,93.32,93.660004,1347800,78.93956
"219",93.660004,94.209999,93.199997,93.32,1264000,78.652992
"220",92.589996,93.389999,92.389999,92.830002,1774800,78.240005
"221",92.199997,93.059998,91.449997,92.57,1766000,78.020851
"222",92,92.739998,91.540001,92.459999,2197900,78.521919
"223",92.239998,93.190002,91.970001,92.650002,1340700,78.683273
"224",92.489998,92.980003,92.150002,92.620003,919600,78.657814
"225",92.93,94.040001,92.860001,93.620003,1509100,79.507034
"226",93.669998,93.959999,92.699997,93.290001,1414100,79.226814
"227",93.330002,93.860001,93.290001,93.639999,605700,79.52404
"228",93.540001,93.639999,92.550003,92.809998,2066200,78.81916
"229",93.459999,94.220001,92.839996,94.050003,1584200,79.872223
"230",94.050003,95.040001,94.050003,94.910004,2004100,80.602577
"231",95,97.690002,94.919998,97.559998,3332600,82.853111
"232",97.980003,98.160004,95.349998,97.57,2329600,82.86161
"233",96.989998,99.349998,96.989998,97.529999,1953800,82.827629
"234",97.75,99.349998,97.540001,98.269997,1820200,83.456085
"235",98.120003,98.620003,97.290001,97.589996,1612400,82.878586
"236",97.5,98.290001,97.32,97.860001,1485700,83.107895
"237",98.519997,99.870003,98.199997,99.550003,2360000,84.543114
"238",99.370003,100.25,99.370003,99.720001,1299500,84.6875
"239",99.879997,100.129997,99,99.07,1670400,84.135483
"240",99.330002,100.389999,98.989998,99.989998,1912700,84.916779
"241",99.849998,100.459999,99.550003,99.550003,1455900,84.543114
"242",100,100.410004,99.580002,99.919998,2957300,84.857338
"243",99.919998,100.419998,99.669998,99.980003,1833000,84.908325
"244",100.040001,100.139999,99.07,99.139999,1552300,84.194908
"245",99.650002,100.980003,99.220001,100.720001,2223100,85.536743
"246",100.669998,100.839996,99.910004,100.080002,2359900,84.993225
"247",100.650002,101.279999,100.309998,100.889999,1092600,85.681114
"248",101.139999,101.809998,100.860001,101.639999,900400,86.318062
"249",101.809998,102.43,101.269997,102.059998,1226000,86.674744
"250",102.099998,102.160004,101.419998,101.959999,1258300,86.589813
"251",102.25,102.290001,101.150002,101.150002,1267600,85.901924
"252",101.660004,101.830002,101.07,101.75,1222300,86.411476
"253",101.449997,102.800003,101.410004,102.43,1351700,86.988976
"254",102.400002,102.720001,101.82,102.150002,1110600,86.751167
"255",102.199997,102.349998,101.639999,102.160004,1752500,86.759697
"256",102.5,102.5,101.459999,102.059998,1236500,86.674744
"257",101.900002,102.25,101.370003,101.720001,1537000,86.386009
"258",101.919998,102.410004,101.300003,102.080002,977500,86.691734
"259",102.620003,102.620003,101.510002,102.370003,1358600,86.938019
"260",102.540001,105.089996,102.5,104.970001,1849300,89.146088
"261",104.540001,104.889999,103.169998,103.5,2601200,87.897675
"262",103.949997,106.910004,103.830002,106.160004,2333400,90.156677
"263",106.43,106.43,104.550003,105.290001,1514000,89.417847
"264",105.529999,105.650002,104.82,105.629997,1657500,89.706573
"265",105.589996,106.82,105.389999,106.660004,1348000,90.581314
"266",106.900002,107.339996,106.559998,106.900002,1436500,90.785126
"267",107.220001,107.470001,103.800003,104.629997,1945300,88.857315
"268",105.010002,105.330002,103.970001,104.169998,1864000,88.466675
"269",104.620003,106.919998,104.519997,106.589996,2645100,90.521873
"270",106.120003,106.440002,103.949997,104.25,2563500,88.534615
"271",103.050003,103.690002,101.889999,102.279999,2049800,86.861572
"272",102.599998,102.949997,101.639999,102.400002,3388700,86.963493
"273",102.330002,102.989998,99.669998,100.860001,3243600,85.655632
"274",101.099998,101.099998,96.080002,97.010002,4492300,82.386024
"275",95.82,99.57,93.550003,95.209999,4252500,80.857346
"276",92.879997,97,92.699997,96.879997,2894200,82.275612
"277",96.82,98.089996,95.589996,95.610001,2199700,81.197075
"278",95.489998,95.519997,92.410004,92.440002,2621100,78.504944
"279",93.120003,94.129997,89.139999,92.599998,2679300,78.640816
"280",93.459999,94.769997,92.610001,93.589996,1809000,79.481567
"281",93.239998,94.290001,92.959999,93.760002,1441200,79.625954
"282",93.389999,93.809998,91.32,93.330002,4091300,79.260765
"283",93.980003,94.400002,91.620003,92.769997,2639600,78.785179
"284",91.779999,92.919998,90.949997,91.989998,2220500,78.716736
"285",91.949997,92.580002,90.260002,90.989998,2957100,77.861015
"286",91.059998,91.529999,89.559998,89.580002,2256700,76.654472
"287",90.099998,91.199997,89.589996,90.129997,2905600,77.125114
"288",90.589996,91.860001,90.110001,91.830002,2922000,78.579811
"289",92.620003,93.230003,91.959999,92.519997,3391100,79.170265
"290",92.769997,93.75,92.099998,92.120003,3183100,78.827965
"291",92.949997,93.040001,90.339996,90.370003,3233800,77.330482
"292",90.540001,91.919998,89.5,90.870003,3431900,77.758331
"293",90.07,91.639999,89.790001,91.370003,1903800,78.186188
"294",91.019997,93.220001,90.669998,93.059998,2953300,79.632339
"295",93.550003,94.309998,92.75,93.93,2056500,80.376808
"296",93.029999,95.040001,93.019997,94.220001,1791400,80.624962
"297",94.230003,95.230003,93.550003,95.190002,2101300,81.454994
"298",96,96.290001,95.43,95.910004,1776400,82.071106
"299",95.709999,96.25,94.889999,94.989998,1310600,81.283867
"300",95.110001,96.120003,94.110001,94.550003,1735500,80.907349
"301",94.839996,95.309998,94.010002,94.209999,1607800,80.616402
"302",94.639999,95.18,93.25,94.459999,2688200,80.830338
"303",94.610001,96.019997,94.580002,95.790001,3193400,81.968422
"304",95.139999,95.449997,93.889999,94.400002,1778400,80.778984
"305",94.68,95.900002,94.580002,95.099998,2011800,81.377983
"306",95.339996,96.980003,95.199997,96.150002,1623300,82.276466
"307",95.230003,96.220001,94.5,94.699997,1401500,81.035706
"308",95.120003,96.169998,93.080002,93.389999,1743600,79.914726
"309",94.730003,96.110001,93.989998,96,1618800,82.14814
"310",96.330002,97.290001,95.129997,95.709999,1533100,81.899971
"311",95.769997,96.57,94.209999,94.330002,2399200,80.719093
"312",94.93,96.5,94.870003,95.919998,1553000,82.079681
"313",95.830002,96.209999,93.379997,94.949997,1677600,81.249634
"314",95.400002,96.300003,94.779999,96.18,1511100,82.302155
"315",94.989998,96.230003,92.68,95.989998,2492100,82.139557
"316",96.75,98.260002,96.260002,97.769997,1856800,83.662727
"317",97.459999,97.889999,95.919998,96.970001,2596300,82.978157
"318",97.330002,98.690002,97,97.739998,1401200,83.637062
"319",99.110001,100.860001,98.870003,100.25,1825300,85.784897
"320",99.949997,102.919998,99.949997,102.550003,2247500,87.753021
"321",102.779999,103.279999,101.900002,102.629997,2031600,87.82148
"322",103.279999,104.190002,102.709999,103.739998,1496600,88.771309
"323",104.269997,107.239998,104.169998,106.82,2142000,91.406891
"324",107.339996,108.290001,106.440002,107.860001,2087300,92.296852
"325",108.339996,110.089996,108.309998,108.889999,2488400,93.17823
"326",109.059998,110.849998,108.199997,110.639999,3075300,94.675713
"327",110.410004,111.309998,109.730003,110.989998,3155400,94.975212
"328",110.980003,111.470001,109.790001,111.449997,1958600,95.368835
"329",111.949997,113.269997,108.809998,109.230003,3092900,93.46917
"330",108.57,110.040001,107.519997,109.790001,2043200,93.948357
"331",110.239998,112.889999,109.519997,112.519997,2819500,96.284447
"332",110.760002,111.970001,109.699997,111.339996,2062800,95.274719
"333",111.879997,113.32,111.190002,111.309998,3310300,95.249039
"334",111.669998,111.989998,110.330002,111.849998,3783500,95.711113
"335",111.440002,115.470001,111.349998,114.519997,3452700,97.995857
"336",114.099998,115.610001,112.93,115.589996,3096500,98.911476
"337",115.699997,115.800003,114.440002,115.610001,2526400,98.928589
"338",115.949997,117.989998,115.32,115.410004,2631500,98.757439
"339",115.400002,116.360001,113.690002,116.25,3056800,99.476242
"340",117,118.589996,116.559998,117.5,3148100,100.545876
"341",118.150002,118.389999,117.18,117.959999,1969600,100.939514
"342",118.129997,118.459999,117.370003,117.760002,1851400,100.768364
"343",118.25,119.160004,117.870003,118.290001,2355200,101.221893
"344",118,118.720001,117.480003,118.32,1921700,101.247559
"345",117.919998,118.25,116.139999,118.160004,2034300,101.110657
"346",118.769997,122.379997,118.25,121.870003,3571800,104.285339
"347",121.169998,121.339996,119.629997,120.330002,3423500,103.647911
"348",121,121.599998,120.339996,121.440002,2065000,104.604027
"349",121.470001,121.709999,117.769997,118.75,2780600,102.286957
"350",117.989998,119.440002,117.309998,118.949997,2507700,102.459251
"351",118,119.75,117.389999,118.82,1630700,102.347267
"352",116.959999,117.309998,114.400002,115.599998,1941700,99.573669
"353",116.360001,118.160004,115.699997,116.809998,2961500,100.615929
"354",118.239998,119.760002,117.360001,119.18,3583000,102.657364
"355",119.190002,120.300003,116.43,116.489998,5907100,100.340271
"356",117.389999,119.169998,116.75,119,2757000,102.502319
"357",119.400002,120.800003,118.589996,119.199997,2979100,102.674568
"358",119,119.470001,117.650002,118.830002,2369800,102.355881
"359",118.779999,119.139999,116.209999,116.650002,2413000,100.478104
"360",117.290001,117.870003,116.510002,117.440002,2478300,101.158592
"361",117.120003,117.400002,116.25,116.839996,2220600,100.641762
"362",116.940002,117.800003,115.949997,117.019997,2225200,100.796799
"363",116.699997,116.959999,115.309998,115.550003,2471100,99.530602
"364",115.550003,116.489998,113.839996,115.75,2973000,99.702888
"365",116.610001,117,115.349998,115.550003,2464100,99.530602
"366",115.120003,116.07,113.839996,114.300003,3483900,98.453903
"367",114.25,115.790001,113.940002,114.940002,2654200,99.00518
"368",113.68,115.160004,113.400002,114.580002,1997000,98.695099
"369",115.169998,115.230003,113.279999,114.589996,2317000,98.70369
"370",113.980003,114.5,110.970001,111.449997,2481200,95.999001
"371",113.410004,114.489998,111.82,112.019997,2965800,96.489983
"372",111.940002,112,109.720001,110.449997,1799800,95.137657
"373",110.790001,111.989998,110.650002,110.809998,1878400,95.447739
"374",111.370003,112.470001,110.459999,110.709999,1831700,95.361603
"375",110.760002,112.199997,109.910004,111.739998,1723200,96.24881
"376",112.269997,113.489998,112.080002,112.309998,1928000,96.739799
"377",111.75,112.220001,110.139999,110.610001,2516500,95.275467
"378",111.910004,112.190002,110.080002,110.510002,1248900,95.189323
"379",111.580002,111.720001,109.610001,110.150002,2070800,94.879242
"380",109.699997,111.809998,109.07,111.18,1561300,95.766449
"381",111.550003,112.980003,111.370003,112.589996,1608800,96.980972
"382",113.050003,114.610001,112.82,113.190002,1867900,97.497795
"383",112.529999,112.68,110.160004,110.660004,1433500,95.31855
"384",111.110001,111.550003,109.739998,111.139999,1249300,95.731995
"385",111,112.339996,110.849998,111.809998,1563300,96.309113
"386",111.589996,112.25,111.199997,111.32,1795100,95.887039
"387",111.110001,111.580002,110.190002,111.059998,2062000,95.663071
"388",110.760002,111.489998,109.68,110.900002,2561700,95.525253
"389",110.959999,111.489998,110.449997,110.900002,2333100,95.525253
"390",110.849998,111.220001,110.309998,110.360001,2334800,95.060127
"391",111.029999,111.370003,110.099998,110.440002,1568000,95.129036
"392",110.889999,111.989998,110.459999,111.220001,2163000,95.800903
"393",111.550003,112.589996,111.129997,112.349998,1671100,96.774239
"394",112.480003,116.150002,112.480003,116,3212100,99.918213
"395",117.790001,120.360001,116.769997,118.790001,3715600,102.321419
"396",119.57,122.709999,119.57,122.150002,3985900,105.215614
"397",122.599998,123.879997,122.410004,123.339996,3831100,106.240616
"398",122.550003,123.919998,121.849998,123.010002,2679300,105.956383
"399",122.080002,122.690002,120.800003,122.050003,2627000,105.129463
"400",121.989998,122.419998,120.410004,121.660004,1692000,104.793556
"401",121.720001,123.029999,121.029999,122.540001,1542600,105.551544
"402",122.989998,123.970001,122.400002,122.720001,2058100,105.706589
"403",122.440002,123.089996,121.910004,122.980003,1411600,105.930557
"404",123.089996,123.480003,121.889999,122.18,1897600,105.24144
"405",121.730003,122.75,121.709999,122.589996,1847400,105.594604
"406",122.849998,123.449997,121.5,121.57,1989100,104.716019
"407",121.93,122,120.129997,120.940002,2703100,104.173347
"408",120.089996,120.089996,115.269997,115.379997,3985400,99.384171
"409",115.769997,115.980003,114.839996,114.940002,2747800,99.00518
"410",115.330002,115.720001,114.589996,115.440002,1774000,99.43586
"411",114.690002,116.82,114.400002,116.080002,2461600,100.684875
"412",116.580002,117.800003,115.779999,116.510002,2479700,101.057861
"413",117.029999,117.970001,116.650002,117.019997,3889800,101.500206
"414",116.93,118.410004,116.290001,118.370003,2062700,102.671158
"415",118.610001,120.010002,118.349998,119.25,2959200,103.434448
"416",119.739998,120.370003,119.419998,120.029999,2328800,104.111008
"417",120.25,121.550003,119.629997,119.75,2237200,103.868134
"418",120.050003,121.010002,119.239998,120.440002,1956700,104.466637
"419",120.75,120.889999,118.540001,119.550003,1847300,103.694664
"420",118.910004,119.419998,117.110001,118.510002,2575200,102.792603
"421",118.610001,120.239998,118.269997,118.959999,2477400,103.182899
"422",118.660004,118.660004,117.010002,117.989998,2324700,102.341553
"423",117.529999,118.900002,116.580002,116.699997,1943500,101.222649
"424",116.150002,116.209999,113.419998,114.300003,3032400,99.140961
"425",114.650002,115,113.889999,113.949997,2543800,98.837357
"426",112.120003,113.199997,111.580002,112.550003,3772500,97.623055
"427",113.269997,114.449997,111.660004,112.160004,3762800,97.284767
"428",112.440002,113.389999,111.529999,113.019997,3368500,98.030685
"429",112.970001,114.099998,112.970001,113.599998,2774300,98.533791
"430",113.650002,114.019997,112.739998,112.809998,2773400,97.848557
"431",113.410004,114.059998,113.029999,113.300003,2521000,98.273567
"432",113.120003,113.120003,109.209999,109.360001,2934800,94.856117
"433",109.860001,110.849998,108.849998,110.330002,3175700,95.697464
"434",109.889999,111.949997,109.709999,111.660004,5963200,96.851082
"435",112.199997,113.889999,111.690002,113.459999,2757500,98.412346
"436",113.989998,115.900002,113.809998,114.879997,2819800,99.644012
"437",114.919998,115.040001,113.169998,113.889999,2692800,98.785332
"438",114.25,114.849998,112.839996,112.879997,1943900,97.909271
"439",112,113.629997,111.580002,112.720001,2540000,97.770493
"440",113.25,114.93,113.25,114.480003,2021600,99.297081
"441",114.639999,115.300003,112.739998,114.690002,2884700,99.479218
"442",115.099998,118.580002,114.580002,118.470001,3310000,102.757912
"443",118.349998,118.860001,116.709999,117.699997,2576400,102.090012
"444",117.980003,118.779999,117.139999,118.370003,2572200,102.671158
