"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"74",48.759998,49.07,47.82,48,6165200,42.285187
"75",48.02,48.68,47.889999,47.950001,6278800,42.241142
"76",47.860001,48.130001,47.299999,47.740002,6056300,42.056152
"77",48,48.189999,47.709999,47.91,5750700,42.20591
"78",47.970001,48.900002,47.799999,48.790001,7023200,42.981136
"79",48.27,49.529999,48.240002,48.34,6536900,42.584717
"80",47.830002,48.139999,46.860001,47.860001,7302700,42.161858
"81",48.150002,48.32,47.740002,47.91,6429000,42.20591
"82",47.900002,48.029999,47.459999,47.48,5795400,41.827095
"83",47.560001,47.619999,46.27,46.700001,10390500,41.139973
"84",46.25,47.439999,46.25,47.080002,5757200,41.47472
"85",46.779999,46.849998,45.689999,45.919998,9999300,40.452827
"86",45.950001,46.849998,45.889999,46.77,7894400,41.20163
"87",46.799999,47.23,46.52,47.130001,5861200,41.51878
"88",47.18,47.209999,46.060001,46.27,6157400,40.761162
"89",46.709999,47.860001,46.529999,47.610001,7950300,41.941624
"90",47.009998,47.810001,47.009998,47.419998,8569900,42.00806
"91",47.400002,47.669998,46.59,46.970001,9151900,41.609421
"92",48.09,48.330002,47.259998,47.439999,7675600,42.02578
"93",47.669998,47.720001,46.68,47.130001,5288200,41.75116
"94",47.130001,47.400002,46.330002,46.41,7512800,41.113331
"95",46,46.959999,45.82,46.419998,6543500,41.122192
"96",46.889999,47.689999,46.619999,47.48,7206200,42.061218
"97",47.830002,47.900002,46.869999,46.93,7967900,41.573986
"98",46.860001,47.330002,46.669998,46.759998,7436700,41.423386
"99",46.639999,46.75,46.139999,46.669998,7765700,41.343658
"100",46.470001,46.970001,44.68,45.049999,12772200,39.908543
"101",45.330002,45.400002,44.68,45.349998,10758900,40.174301
"102",44.93,45.09,44.529999,44.790001,9280900,39.678215
"103",44.32,44.860001,44.09,44.689999,8770800,39.58963
"104",44.799999,45.32,44.389999,44.860001,7946800,39.740238
"105",44.580002,44.619999,44.02,44.259998,8000900,39.208698
"106",44.060001,44.529999,44,44.02,5731300,38.996098
"107",43.950001,44.509998,43.799999,44.48,8584000,39.403603
"108",44.200001,44.43,43.240002,43.560001,13140900,38.588596
"109",43.560001,43.849998,43.02,43.07,9179500,38.154518
"110",43.099998,44.939999,43.07,44.82,10412900,39.704788
"111",45.25,46.040001,45.25,45.720001,13550400,40.502075
"112",45.720001,46.66,45.610001,46.43,8601000,41.13105
"113",46.060001,46.110001,45.189999,45.419998,7069600,40.23632
"114",45.360001,45.849998,44.900002,45.389999,9672500,40.209743
"115",45.82,46.669998,45.610001,46.529999,11639600,41.219639
"116",46.540001,46.720001,46.220001,46.360001,6029900,41.069042
"117",45.41,46.040001,45.299999,45.82,7739600,40.590664
"118",45.82,46.220001,44.66,44.950001,10790300,39.819962
"119",44.990002,45.389999,44.59,44.810001,8881300,39.695938
"120",44.790001,45.310001,44.470001,44.830002,8483100,39.713654
"121",44.93,44.959999,44.060001,44.23,9047500,39.182129
"122",44.52,44.630001,43.959999,43.970001,8697100,38.951797
"123",44.049999,44.34,43.720001,43.959999,6983500,38.942947
"124",44.060001,44.66,43.98,44.080002,8252400,39.049252
"125",44.389999,44.580002,43.700001,43.959999,9126700,38.942947
"126",44.209999,45.830002,44.189999,45.66,5742900,40.448925
"127",45.27,45.450001,43.759998,44.16,7725500,39.120113
"128",44.150002,44.310001,43.220001,43.310001,7155500,38.367134
"129",43.119999,43.279999,42.5,43,8494200,38.092506
"130",42.830002,43.48,42.77,43.240002,5631900,38.305122
"131",43.25,43.66,42.919998,43.349998,5782600,38.402569
"132",43.82,44,42.93,43.240002,7907900,38.305122
"133",43.220001,43.470001,42.900002,43.25,7014100,38.313972
"134",43.32,43.779999,43.27,43.450001,5467300,38.491154
"135",43.310001,43.52,43.09,43.189999,7014700,38.260818
"136",43.450001,43.450001,42.799999,43.07,6834800,38.154518
"137",42.950001,43.75,42.939999,43.66,8823000,38.677185
"138",43.779999,43.830002,43.099998,43.23,7663000,38.530117
"139",42.959999,43.16,42.57,42.650002,6480600,38.013176
"140",42.73,42.959999,42.540001,42.610001,6094100,37.977531
"141",43.349998,43.959999,43.23,43.650002,8641100,38.904457
"142",43.91,44.380001,43.580002,43.700001,7124500,38.949024
"143",44.34,44.66,43.82,44.66,9803100,39.804653
"144",44.73,45.939999,44.619999,45.259998,10794900,40.339417
"145",45.330002,45.869999,45.200001,45.369999,8368400,40.437462
"146",45.330002,45.330002,44.619999,44.75,6685100,39.884865
"147",44.389999,45.630001,44.27,45.610001,9562300,40.651375
"148",45.639999,45.950001,44.68,44.91,9204100,40.02747
"149",44.939999,45.59,44.860001,45.560001,6105600,40.606812
"150",45.27,45.48,44.830002,45.169998,6370200,40.259209
"151",45.150002,46.110001,45,45.630001,8032000,40.669197
"152",45.790001,46,45.369999,45.650002,7451100,40.687023
"153",45.68,45.950001,44.93,44.970001,6441400,40.080959
"154",44.959999,45.380001,44.669998,44.790001,4206900,39.920517
"155",44.799999,45.09,44.400002,44.540001,5063100,39.697704
"156",44.439999,44.700001,44.049999,44.5,8179300,39.662045
"157",44.59,44.66,43.509998,43.689999,5795800,38.940109
"158",43.5,43.860001,42.959999,43,6422500,38.325127
"159",42.959999,43.560001,42.509998,43.110001,7310400,38.423168
"160",42.900002,42.939999,42.27,42.5,5709600,37.879486
"161",42.639999,43.360001,42.619999,43.189999,5850200,38.494473
"162",42.950001,43.950001,42.830002,43.689999,5240900,38.940109
"163",43.52,43.560001,43.080002,43.299999,4370000,38.592506
"164",43.490002,44.110001,43.360001,43.580002,5393800,38.842072
"165",43.599998,43.630001,42.700001,43.049999,4593400,38.369682
"166",42.720001,42.990002,42.43,42.849998,4592900,38.191429
"167",42.630001,43.5,42.419998,43.41,6846900,38.690552
"168",43.779999,44.150002,43.52,43.66,7660100,38.913376
"169",43.759998,44.389999,43.48,44.240002,4808800,39.430321
"170",44.490002,44.709999,44.110001,44.389999,5438800,39.563999
"171",44.75,45.349998,44.73,45.060001,5939300,40.161163
"172",44.900002,45.189999,44.470001,45.110001,5184700,40.205734
"173",45,45,44.099998,44.470001,4147400,39.635311
"174",44.66,45.290001,44.5,44.93,4809400,40.045296
"175",45.029999,45.290001,44.790001,44.93,5189000,40.045296
"176",45.040001,45.790001,45,45.560001,6178600,40.606812
"177",45.740002,46.360001,45.650002,45.830002,6573400,40.847458
"178",45.830002,46.509998,45.779999,46.509998,11895000,41.453526
"179",46.200001,47.23,46.169998,47.09,6988900,41.970467
"180",47.110001,47.779999,47.09,47.549999,6216100,42.380455
"181",47.860001,48.799999,47.799999,48.330002,8843300,43.075661
"182",48.189999,48.779999,47.889999,48.689999,5790700,43.396519
"183",48.700001,49.650002,48.630001,49.080002,7388200,43.744118
"184",49.41,50.189999,49.389999,49.98,6800100,44.54628
"185",49.73,50.029999,49.220001,49.669998,5434200,44.269974
"186",49.669998,50.220001,49.580002,50.220001,5369500,44.760189
"187",50.450001,50.830002,49.810001,50,5490600,44.564095
"188",49.779999,50.099998,49.610001,50.049999,4175700,44.608658
"189",49.549999,50.330002,49.299999,50.310001,4832100,44.840397
"190",50.169998,50.23,49.23,49.240002,6742100,43.886719
"191",49.360001,49.59,48.91,49.310001,5432400,43.949123
"192",49.459999,49.790001,49.41,49.700001,5295400,44.296711
"193",49.150002,49.439999,48.700001,48.860001,3902900,43.548042
"194",49.099998,49.200001,48.830002,48.91,4765500,43.592606
"195",49.369999,49.68,49.110001,49.189999,5252800,43.842159
"196",49.200001,49.73,48.889999,49.599998,4534800,44.207584
"197",49.09,49.869999,49.009998,49.810001,4443100,44.39476
"198",49.990002,50.16,49.360001,49.400002,4629900,44.264828
"199",49.709999,50.130001,49.650002,49.720001,4301600,44.551559
"200",49.700001,49.939999,49.32,49.720001,3579000,44.551559
"201",49.75,50.18,49.560001,49.709999,6481700,44.542614
"202",49.389999,50.040001,49.299999,49.709999,4015400,44.542614
"203",49.900002,50.400002,49.560001,50.25,5993200,45.026474
"204",50.279999,50.75,49.93,50.259998,5589000,45.035435
"205",50.48,51.32,50.419998,50.990002,7609400,45.689541
"206",51.060001,51.130001,49.75,49.959999,6989700,44.766621
"207",50.389999,51.77,49.790001,51.459999,7564600,46.110683
"208",51.16,52.23,50.200001,51.209999,7835700,45.886677
"209",51.389999,51.799999,50.889999,51.389999,6647600,46.047966
"210",51.32,51.610001,51.02,51.150002,6171500,45.832916
"211",51.810001,52.279999,51.43,52.099998,6455500,46.684162
"212",52.060001,52.59,51.689999,52.48,6177100,47.024662
"213",52.369999,53.27,51.990002,52.959999,8030100,47.454762
"214",53.009998,53.939999,52.799999,53.669998,8438900,48.090958
"215",53.93,54.07,52.93,53.48,8577500,47.920715
"216",54.099998,54.220001,53.16,53.52,7513000,47.956551
"217",53.27,53.650002,52.830002,53.529999,6709400,47.965511
"218",53.400002,53.490002,52.5,52.990002,5504600,47.481647
"219",52.66,52.959999,52.509998,52.57,6728300,47.105301
"220",52.189999,52.43,51.080002,51.23,6945000,45.904602
"221",50.740002,51.169998,49.950001,50.490002,7262700,45.241516
"222",50.400002,50.650002,50.080002,50.220001,5694900,44.999599
"223",50.240002,50.52,50,50.130001,4191800,44.918945
"224",50,50.25,49.580002,50.080002,4429600,44.874146
"225",50.27,50.740002,49.669998,50.009998,6331500,44.811409
"226",50.52,50.59,50.02,50.220001,4818700,44.999599
"227",50.450001,50.869999,50.439999,50.470001,2288900,45.223598
"228",50.220001,50.25,49.080002,49.16,6369000,44.049774
"229",49.360001,50.16,48.970001,50.130001,6524700,44.918945
"230",49.919998,50.830002,49.720001,50.73,6897800,45.45657
"231",50.919998,51.779999,50.650002,50.880001,11184300,45.590992
"232",51.509998,52.470001,51.23,51.740002,6683900,46.361588
"233",51.869999,52.360001,51.25,51.290001,6168500,45.958366
"234",51.23,51.700001,51.110001,51.23,4531700,45.904602
"235",51.07,51.240002,50.32,50.380001,4437300,45.14296
"236",50.32,50.830002,50.080002,50.540001,4037800,45.28632
"237",50.869999,51.709999,50.740002,51.57,5316200,46.209255
"238",51.540001,52.310001,51.41,51.689999,4040400,46.316784
"239",51.880001,52.060001,51.209999,51.959999,6200200,46.558712
"240",51.919998,52.09,51.580002,51.68,4906800,46.307819
"241",51.900002,52.759998,51.849998,52.310001,6436200,46.872334
"242",52.779999,53.049999,52.060001,52.169998,11363400,46.74688
"243",52.110001,52.66,52.110001,52.34,5565300,46.899216
"244",52.459999,52.93,52.139999,52.68,4795800,47.203876
"245",52.900002,54.509998,52.459999,54.25,8064600,48.610668
"246",54.150002,56.07,54.029999,55.950001,7824700,50.133949
"247",56.049999,56.209999,55.459999,55.5,3911900,49.730736
"248",55.779999,56.369999,55.540001,56.23,3194900,50.384846
"249",56.060001,56.07,55.139999,55.59,4369600,49.811371
"250",55.490002,55.59,55.099998,55.18,4240600,49.443996
"251",55.439999,55.5,54.869999,54.889999,3668500,49.184135
"252",55.09,55.509998,54.82,55.32,3985200,49.569443
"253",55.380001,56.389999,55.330002,56.34,4105800,50.48341
"254",56.41,57.189999,56.09,56.990002,4897200,51.065845
"255",56.68,56.91,56.18,56.880001,3771900,50.967278
"256",56.759998,57.459999,56.59,57.459999,4522900,51.48698
"257",57.470001,58.32,57.41,57.93,5519700,51.908131
"258",58.139999,58.279999,57.560001,57.650002,4627900,51.657234
"259",58.169998,59.48,57.540001,59.18,7341800,53.028183
"260",59.389999,60.240002,59.119999,60.049999,6742100,53.807747
"261",60,60.220001,58.799999,58.84,5458600,52.723526
"262",58.970001,60.189999,58.779999,59.860001,5798400,53.637505
"263",59.619999,60.060001,59.150002,59.759998,4554800,53.54789
"264",59.68,59.810001,59.27,59.75,5037500,53.53894
"265",59.860001,60.68,59.790001,60.669998,5748800,54.3633
"266",60.610001,60.700001,60.029999,60.470001,5478800,54.184097
"267",60.540001,61.32,60.450001,60.490002,4992000,54.202019
"268",60.75,60.900002,59.400002,59.48,5473400,53.297005
"269",59.700001,60.52,59.610001,60.389999,5277700,54.1124
"270",59.919998,60.529999,59.560001,59.66,4167600,53.458294
"271",58.939999,59.32,58.080002,58.459999,6381000,52.38303
"272",58.529999,59.240002,58.279999,58.810001,7073700,52.696648
"273",59,59.970001,58.150002,59.349998,7011000,53.180523
"274",59.169998,59.439999,57.610001,57.720001,8433300,51.719955
"275",57.139999,58.470001,55.41,55.939999,11060300,50.124992
"276",54.75,56.540001,54.419998,55.939999,11013500,50.124992
"277",56.060001,56.970001,55.630001,55.630001,7721700,49.847218
"278",55.619999,55.830002,53.23,53.240002,8618400,47.705658
"279",53.240002,53.599998,50.18,52.02,9685600,46.863342
"280",52.630001,53.959999,52.549999,53.41,7035400,48.115551
"281",52.93,53.939999,52.610001,53.32,5438300,48.034477
"282",52.700001,55.860001,52.540001,55.509998,6612400,50.007385
"283",55.639999,55.709999,53.759998,54.540001,6190800,49.133541
"284",54.389999,55.060001,54.23,54.650002,5070900,49.232635
"285",54.599998,55.299999,54.34,54.84,4262900,49.403801
"286",54.59,55.439999,53.73,53.75,5287000,48.421848
"287",54.259998,55.5,54.189999,54.91,5565900,49.466862
"288",55.349998,57.139999,55.07,57.049999,6513900,51.39473
"289",57.259998,57.540001,56.52,56.59,5986300,50.98032
"290",56.5,57.619999,55.82,55.830002,5378300,50.295662
"291",56.02,56.580002,54.299999,54.310001,5889900,48.926338
"292",54.5,55.009998,53.52,53.880001,5135400,48.538963
"293",53.540001,54.209999,52.779999,54.060001,4574400,48.701115
"294",53.490002,54.23,53.310001,53.990002,5266000,48.638062
"295",54.279999,54.389999,53.5,54.060001,4931900,48.701115
"296",53.310001,54.459999,53.240002,54.07,7245800,48.710121
"297",54.130001,54.380001,52.919998,53.57,4726000,48.259682
"298",54.07,55.07,54.009998,55.060001,5310000,49.60199
"299",55.009998,55.41,54.59,54.740002,5074400,49.313713
"300",54.939999,55.209999,53.580002,53.959999,5528100,48.611027
"301",54.34,54.73,53.869999,53.959999,4101600,48.611027
"302",54.310001,54.509998,53.380001,54.029999,4934600,48.674088
"303",54.110001,55.189999,53.639999,54.93,13000800,49.484871
"304",54.759998,54.91,53.380001,53.57,4822000,48.259682
"305",54.099998,55.470001,53.91,54.700001,5140600,49.277683
"306",55.099998,57.59,55.040001,57.040001,7720100,51.385708
"307",56.41,57.279999,56.049999,56.5,11053200,50.89925
"308",57.040001,58.380001,56.970001,57.740002,9442000,52.016323
"309",58.369999,59.099998,58.209999,59.080002,8795700,53.223495
"310",59.150002,59.82,58.689999,59.139999,9089600,53.277546
"311",59.16,59.740002,58.43,58.73,13327600,52.908195
"312",58.740002,59.59,58.740002,59.290001,8469200,53.412674
"313",59.27,59.299999,56.57,58.09,7403800,52.331631
"314",58.540001,60.080002,57.860001,60.029999,8257300,54.079319
"315",58.82,59.740002,58.450001,59.560001,8174200,53.655918
"316",59.830002,61.169998,59.73,60.459999,6822600,54.466702
"317",60.209999,60.650002,58.540001,59.259998,8837500,53.385651
"318",59.860001,61.150002,59.509998,60.619999,10832100,54.610832
"319",61.439999,63,61.380001,62.34,11069900,56.160339
"320",62.299999,63.279999,61.599998,63.23,10014100,56.962109
"321",63.290001,63.880001,62.84,63.240002,10336200,56.971123
"322",63.950001,65,63.740002,64.900002,9672900,58.466568
"323",64.970001,65.989998,64.379997,65.730003,8534900,59.214291
"324",65.919998,66.910004,65.459999,66.510002,8312600,59.916969
"325",67,67.300003,66.379997,66.419998,11015600,59.835888
"326",65.889999,66.599998,65.550003,66.309998,8366300,59.736782
"327",65.849998,66.110001,65.339996,65.790001,7008400,59.268333
"328",65.580002,65.629997,64.470001,65.480003,9209700,58.989082
"329",66,66.620003,64.849998,65.309998,8731600,58.835915
"330",64.959999,65.559998,63.919998,65.059998,9869100,58.610695
"331",65.75,67.129997,65.099998,66.970001,10574600,60.331379
"332",66.43,66.760002,64.949997,64.949997,6398800,58.511612
"333",64.879997,66.150002,64.760002,65.5,6381300,59.007092
"334",65.050003,65.779999,64.550003,65.709999,7433800,59.196274
"335",65.18,66,65.139999,65.449997,6810000,58.96204
"336",64.900002,66.160004,64.32,65.989998,7088800,59.448513
"337",66,67.089996,65.599998,66.860001,6302200,60.232269
"338",67.269997,68.639999,66.690002,66.769997,9121500,60.151203
"339",66.800003,67.739998,65.449997,67.739998,8988400,61.025051
"340",68.610001,70.150002,68.5,68.699997,9271200,61.889877
"341",69.459999,69.709999,68.650002,69.339996,6512300,62.466434
"342",69.120003,69.889999,68.870003,69.440002,6382200,62.814705
"343",69.5,70.209999,69.349998,69.589996,8805200,62.950382
"344",69.550003,70.589996,69.239998,70.089996,5962700,63.402683
"345",70,70.199997,69.099998,69.849998,4363400,63.185581
"346",70.199997,71,70.089996,70.660004,5592700,63.918312
"347",70.5,70.830002,69.529999,69.550003,5094700,62.914204
"348",70,70.779999,69.57,70.660004,5440000,63.918312
"349",70.769997,71.709999,69.940002,70.129997,6079500,63.438862
"350",69.620003,69.870003,68.279999,69.120003,6407500,62.525227
"351",68,68.82,67.410004,68.449997,6404900,61.919159
"352",66.800003,66.860001,64.440002,65.470001,8315800,59.223484
"353",64.800003,65.82,64.339996,65.709999,6310100,59.440582
"354",66.339996,68.739998,66.169998,68.050003,10273400,61.557327
"355",67.580002,68.339996,66.940002,67.389999,8508800,60.960297
"356",67.760002,68.970001,67.339996,68.290001,7116200,61.774422
"357",68.949997,69.400002,67.599998,67.900002,5599200,61.421635
"358",67.720001,68.559998,67.519997,67.559998,6333100,61.114067
"359",67.709999,68.419998,67.309998,67.879997,6412200,61.403542
"360",68.5,69.68,68.260002,69.480003,7693500,62.850883
"361",69.980003,70.370003,68.93,69.43,6656100,62.80566
"362",69.959999,70.989998,69.519997,70.489998,6237300,63.764515
"363",70.07,70.32,69.129997,69.43,8329000,62.80566
"364",69.349998,69.93,68.669998,69.620003,6741100,62.977528
"365",69.989998,70.019997,67.839996,68.129997,5694600,61.629688
"366",67.449997,67.800003,65.209999,65.360001,15982700,59.123985
"367",65.57,67.760002,65.389999,66.599998,7680100,60.245678
"368",65.720001,67.040001,65.43,66.260002,5211500,59.938103
"369",67.160004,67.629997,66.790001,67.470001,6323400,61.032665
"370",66.860001,66.959999,64.790001,65.110001,7439700,58.897827
"371",67.470001,68.410004,67.25,67.779999,10945200,61.313087
"372",67.790001,68.129997,65.370003,66.139999,5274300,59.829552
"373",66.410004,67.639999,66.169998,67.339996,4956700,60.915062
"374",68.230003,69.519997,68.089996,68.739998,7625000,62.181496
"375",69.300003,69.5,67.940002,68.410004,3958100,61.882996
"376",68.940002,70.629997,68.709999,69.620003,7132000,62.977528
"377",68.910004,69.330002,68.199997,68.589996,4952800,62.045788
"378",69.360001,71.440002,69.360001,69.559998,5338400,62.923248
"379",70.050003,70.57,68.639999,68.93,5719800,62.353367
"380",68.690002,69.809998,68.470001,69.650002,4429600,63.004669
"381",70.150002,71,69.879997,71,5271400,64.225861
"382",71.489998,72,71.360001,71.739998,5246400,64.895264
"383",70.919998,71.760002,69.43,70.050003,5636400,63.366505
"384",70.860001,71.699997,70.410004,71.449997,6386700,64.632927
"385",71.370003,72.57,71.349998,72,6313300,65.130447
"386",70.879997,71.589996,69.540001,70.580002,6216200,63.845932
"387",70.220001,70.690002,69.099998,70.279999,5724000,63.574558
"388",69.480003,70.5,68.809998,70.349998,5667700,63.637878
"389",70.129997,70.440002,69.489998,69.690002,5959200,63.040859
"390",69.75,70.139999,69.690002,70.010002,5617200,63.590366
"391",70.5,70.620003,69.889999,69.980003,7936900,63.563141
"392",70.699997,71.550003,70.370003,70.849998,4709100,64.353348
"393",70.919998,71.599998,70.489998,71.510002,5148300,64.952843
"394",71.220001,71.940002,70.610001,71.800003,7360100,65.216248
"395",71.480003,72.269997,71.190002,71.449997,5587200,64.898323
"396",72.300003,72.940002,72.139999,72.269997,4934100,65.643143
"397",72.540001,72.779999,71.879997,72.169998,5422200,65.552307
"398",71.519997,72.050003,70.910004,71.809998,5313200,65.225319
"399",71.360001,71.68,70.980003,71.559998,4669400,64.998253
"400",71.25,71.480003,70.610001,71.290001,4028500,64.752998
"401",71.440002,72.150002,71.07,71.730003,7177600,65.152657
"402",72.550003,73.760002,72.389999,72.900002,5631400,66.215385
"403",72.230003,72.540001,70.730003,71.389999,5784400,64.843834
"404",72.199997,72.639999,71.519997,71.75,5975600,65.17083
"405",71.599998,72.029999,71.239998,71.940002,4855500,65.343399
"406",71.910004,72.519997,71.010002,71.07,4322200,64.553177
"407",71.93,72.690002,71.709999,72.150002,5223300,65.534142
"408",71.279999,71.370003,67.709999,67.82,7944500,61.601192
"409",68.269997,69.660004,68.220001,69.410004,5453000,63.045387
"410",69.870003,70.110001,69.32,69.769997,4435200,63.372372
"411",69.68,71.07,69.68,70.519997,4659000,64.053596
"412",71.040001,71.559998,70.790001,70.889999,3717600,64.389687
"413",71.459999,72.510002,71.379997,72,5019300,65.397896
"414",71.550003,72.110001,71.220001,72.050003,3995500,65.443314
"415",72.739998,73.559998,72.339996,72.610001,4934000,65.951965
"416",72.610001,73.18,72.610001,72.839996,3389300,66.160866
"417",72.839996,73.089996,71.919998,72.050003,4072200,65.443314
"418",72.769997,73.739998,72.480003,73.540001,4887000,66.796707
"419",73.68,74.43,73.260002,73.559998,5141200,66.81485
"420",73.080002,73.540001,72.970001,73.43,4152300,66.69677
"421",73.93,74.139999,72.830002,73.110001,3447600,66.406128
"422",72.839996,73.110001,72.040001,73,5080200,66.306213
"423",72.169998,72.470001,70.510002,70.540001,5443700,64.071777
"424",69.93,70.620003,69.419998,70.220001,4370600,63.781124
"425",70.559998,71.650002,70.519997,71.150002,5188600,64.625847
"426",70.989998,72.080002,70.599998,71.470001,4172200,64.916496
"427",72.150002,72.529999,71.690002,71.970001,6137200,65.370644
"428",71.989998,72.580002,71.120003,72.550003,4038600,65.897476
"429",72.410004,73.93,72.410004,73.5,4618500,66.760361
"430",73.709999,74.900002,73.620003,74.239998,6010100,67.432503
"431",74.75,75.730003,74.629997,75.040001,5989500,68.159142
"432",75,75.860001,74.650002,75.529999,3952800,68.60421
"433",75.099998,76.150002,74.809998,75.360001,5220300,68.449791
"434",75.769997,76.660004,75.360001,76.279999,15114300,69.285423
"435",77,77.900002,76.790001,77.059998,6377300,69.993912
"436",77.949997,78.610001,77.639999,78.110001,6145100,70.947639
"437",77.739998,78.389999,77.199997,77.279999,6148000,70.193748
"438",77.720001,77.989998,77.309998,77.519997,4367000,70.411728
"439",77.32,78.68,77.32,77.400002,6190100,70.302734
"440",77.769997,80.239998,77.739998,79.889999,6407200,72.564438
"441",79.290001,79.470001,78.220001,78.279999,4534600,71.102058
"442",78.629997,78.910004,77.889999,78.57,6825500,71.365456
"443",78.410004,78.879997,77.589996,78.279999,4457100,71.102058
"444",78,78.57,77.589996,78.389999,6535600,71.20195
"445",77.730003,78.769997,77.269997,78.279999,4034400,71.102058
"446",78.589996,79.959999,78.139999,79.400002,4869600,72.119347
"447",79.57,79.650002,75.010002,75.089996,8332100,68.204567
"448",74.160004,74.769997,71.93,72.790001,9326500,66.115448
"449",73.720001,74.25,72.589996,73.830002,6296100,67.342262
"450",73.830002,74.190002,73.010002,73.269997,6125000,66.831474
"451",73.760002,74.18,73.230003,73.800003,5726200,67.314911
"452",74.07,74.07,72.220001,72.480003,7302700,66.110909
