"","ITW.Open","ITW.High","ITW.Low","ITW.Close","ITW.Volume","ITW.Adjusted"
"41",134.509995,134.899994,133.869995,134.240005,1661100,119.912987
"42",134.059998,134.440002,133.339996,134.330002,1030000,119.993385
"43",133.520004,134.440002,133.440002,134.139999,1256200,119.823639
"44",133.789993,134.360001,133.380005,133.899994,1167000,119.60923
"45",133.880005,134.649994,133.729996,133.880005,869800,119.591408
"46",133.669998,134.059998,132.350006,132.949997,1154200,118.760651
"47",133.910004,134.080002,132.970001,134.020004,976500,119.716476
"48",134.020004,134.440002,133.600006,134.270004,890500,119.939781
"49",133.619995,133.759995,132.720001,133.240005,913600,119.019707
"50",133.910004,135.929993,133.710007,135.460007,1002000,121.002769
"51",135.110001,136.020004,134.100006,134.479996,1001700,120.127335
"52",135,135.789993,134.520004,135.5,2867700,121.038513
"53",135.720001,136.029999,135.020004,135.220001,915600,120.788383
"54",135.720001,135.970001,133.240005,133.479996,1109100,119.234062
"55",133.440002,134.039993,132.889999,133.850006,819600,119.564598
"56",133.720001,134.389999,133.059998,133.440002,1207800,119.198364
"57",133.460007,134.190002,132.350006,132.770004,1215400,118.599884
"58",130.910004,132.110001,129.169998,131.639999,1734700,117.590492
"59",131.820007,133.470001,130.869995,132.910004,1476100,118.724937
"60",132.080002,132.289993,131.509995,131.949997,947600,118.446663
"61",131.729996,133.070007,131.649994,132.610001,752200,119.039108
"62",132.339996,133.369995,132.110001,132.470001,1095800,118.913437
"63",132.970001,133.380005,130.710007,131.580002,1945500,118.114517
"64",131.580002,131.899994,130.940002,131.610001,981200,118.141441
"65",132.199997,133.179993,130.970001,131.059998,1190400,117.647728
"66",131.279999,132.350006,130.830002,131.619995,958900,118.150414
"67",131.460007,132.320007,131.440002,131.729996,725300,118.249153
"68",131.710007,132.779999,131.710007,132.240005,927500,118.706978
"69",131.919998,132.839996,131.360001,132.809998,1400100,119.218643
"70",132.789993,132.789993,130.789993,130.869995,1453900,117.477173
"71",130.710007,131.570007,130.169998,130.169998,747400,116.848824
"72",130.639999,131.470001,130.169998,131.369995,862200,117.925995
"73",130.580002,133,130.580002,132.389999,1610400,118.841606
"74",132.800003,133.190002,131.789993,132.119995,1098400,118.599243
"75",132.789993,134.919998,132.520004,134.580002,1276400,120.807503
"76",134.869995,135.710007,134.589996,134.869995,2193400,121.067795
"77",138.789993,142.820007,138.630005,139.759995,4098900,125.457397
"78",138.910004,140.990005,138.720001,139.259995,2972700,125.00856
"79",139.5,139.899994,139.009995,139.139999,1938600,124.900856
"80",139.289993,140.210007,139.029999,139.419998,1230300,125.152199
"81",139.339996,139.619995,137.910004,138.089996,1535500,123.958321
"82",137.880005,138.080002,136.580002,137.649994,1626800,123.563316
"83",138.460007,138.919998,136.660004,137.220001,1675300,123.177361
"84",137.059998,138.080002,136.479996,137.949997,1223000,123.832634
"85",138.25,138.559998,137.429993,138.270004,1541600,124.119904
"86",138.850006,139.639999,138.389999,139.600006,924600,125.313782
"87",139.339996,139.779999,139.100006,139.539993,874000,125.259903
"88",139.419998,139.789993,138.589996,138.949997,792200,124.730301
"89",138.869995,139.259995,137.600006,138.300003,893300,124.146812
"90",138.339996,138.339996,136.470001,138,1084900,123.877541
"91",137.720001,137.979996,137.119995,137.380005,961000,123.320992
"92",137.539993,138.190002,137.360001,137.690002,776800,123.599236
"93",138.050003,138.070007,137.009995,137.720001,772700,123.62616
"94",137.720001,137.720001,134.710007,134.779999,1625800,120.987045
"95",134.960007,136.229996,133.899994,135.350006,1216400,121.498695
"96",137.179993,137.820007,135.309998,137,1085300,122.979843
"97",137.520004,138.039993,137.190002,137.860001,817700,123.751831
"98",138,139.050003,137.5,138.779999,1064100,124.577675
"99",139.300003,139.710007,138.490005,139.520004,862100,125.241951
"100",139.979996,140.729996,139.160004,140.5,891200,126.121674
"101",140.059998,140.779999,140.029999,140.369995,693900,126.004974
"102",140.110001,141.419998,139.789993,141.100006,972500,126.660255
"103",140.979996,141.490005,140.289993,141.220001,1223600,126.768005
"104",143.160004,143.690002,142,143.339996,1343400,128.671051
"105",143.559998,144.860001,143.139999,143.610001,1084000,128.913422
"106",143.639999,144.369995,143.539993,144.020004,1490900,129.281433
"107",143.690002,144.110001,142.789993,142.979996,963300,128.347885
"108",143.110001,144.710007,142.720001,144.570007,1513600,129.775177
"109",144.570007,144.960007,143.100006,144.589996,1455300,129.793106
"110",144.690002,145.380005,143.809998,144.800003,1140500,129.981613
"111",144.800003,145.600006,143.470001,144.720001,1139100,129.909805
"112",145.119995,146.669998,144.679993,146.419998,1175400,131.435837
"113",146.960007,147,145.979996,146.740005,1259800,131.723083
"114",145.289993,148.229996,145.25,148.210007,1104200,133.042679
"115",148.570007,149.559998,148.389999,148.630005,2145600,133.419678
"116",149.320007,150.240005,148.789993,150.179993,890200,134.81102
"117",149.360001,150.289993,149.009995,149.600006,1296400,134.290405
"118",149.669998,149.949997,146.520004,146.610001,2165200,131.606384
"119",146.440002,146.639999,145.460007,146.190002,1196200,131.22937
"120",146.270004,146.580002,145.619995,145.779999,1344600,130.861313
"121",146.009995,146.300003,144.899994,145.339996,837400,130.466324
"122",144.710007,145.440002,142.160004,142.270004,1702100,127.710533
"123",142.759995,144.229996,142.279999,143.630005,773900,129.523132
"124",143.669998,143.800003,141.089996,141.619995,1049800,127.710533
"125",142.039993,143.929993,142.039993,143.25,1231700,129.180435
"126",144.199997,144.809998,143.699997,144.110001,469500,129.955994
"127",144.389999,145.759995,144.149994,145.479996,1079200,131.191406
"128",145.029999,145.649994,144.050003,144.350006,836900,130.172363
"129",144.699997,146.979996,144.529999,146.059998,989400,131.714447
"130",145.619995,147.229996,145.619995,146.240005,1088700,131.87677
"131",146.210007,146.539993,144.710007,145.820007,1085500,131.498047
"132",146.779999,147.509995,146.020004,146.240005,754300,131.87677
"133",146.100006,146.119995,144.5,144.699997,1157200,130.488052
"134",144.960007,145.960007,144.729996,145.699997,911100,131.389816
"135",145.429993,146.710007,144.960007,146.210007,801400,131.849686
"136",145.970001,146.789993,145.649994,146.639999,907800,132.237442
"137",146.949997,147.720001,146.440002,147.679993,940700,133.175323
"138",147.460007,147.720001,146.529999,147.119995,1178600,132.670334
"139",146.520004,147.889999,145.929993,147.289993,1642700,132.823654
"140",143.449997,143.869995,140.020004,141.979996,3224800,128.035202
"141",143,143.570007,140.580002,141.649994,2068700,127.737556
"142",141.710007,141.830002,139.990005,140.070007,1307300,126.312775
"143",140.369995,140.850006,139.509995,140.820007,1394600,126.98909
"144",140.690002,141.070007,139.910004,140.830002,1305900,126.998108
"145",141.210007,141.720001,140.559998,140.710007,1181200,126.889923
"146",141.100006,141.339996,139.559998,139.910004,1621300,126.168472
"147",140.070007,141.770004,140.070007,141.770004,1484700,127.845802
"148",141.800003,141.839996,140.169998,141.429993,1419300,127.539192
"149",141.600006,143.059998,141.380005,142.880005,1223300,128.846771
"150",141.679993,142.509995,140.839996,141.669998,1335600,127.75563
"151",141.949997,141.949997,140.929993,141.339996,1009500,127.458046
"152",141.25,141.779999,140.289993,140.729996,1306600,126.907936
"153",140.539993,140.850006,137.350006,137.470001,2062200,123.968124
"154",138.119995,138.919998,137.800003,138.360001,964300,124.770721
"155",139.559998,139.880005,138.860001,139.050003,777800,125.392952
"156",139.059998,139.710007,138.990005,139.089996,1165000,125.429016
"157",139.529999,140.190002,138.899994,140.029999,1091400,126.276703
"158",138.550003,138.949997,136.130005,136.190002,1633300,122.813835
"159",135.979996,137.509995,135.539993,135.669998,1123700,122.34494
"160",135.600006,136.039993,135.070007,135.600006,1150600,122.281799
"161",136.169998,138.080002,135.949997,137.869995,918900,124.328842
"162",137.190002,137.470001,136.440002,136.479996,729000,123.075356
"163",136.75,136.910004,135.699997,135.869995,740900,122.525269
"164",136.710007,137.380005,136.440002,136.809998,621700,123.37294
"165",137.110001,137.490005,136.199997,136.529999,591800,123.12043
"166",135.869995,137.089996,135.199997,136.850006,912100,123.409042
"167",136.75,137.220001,136.300003,136.940002,1016900,123.490204
"168",137.410004,137.770004,136.970001,137.509995,867800,124.004173
"169",138,138.660004,137.589996,137.720001,706700,124.193565
"170",137.320007,137.789993,136.039993,136.449997,1069800,123.048302
"171",137.149994,137.399994,136.580002,136.899994,1097300,123.454132
"172",137.25,138.710007,136.669998,138.130005,1219400,124.563324
"173",137.839996,140.410004,137.839996,140.039993,1302900,126.285728
"174",140.869995,141.529999,140.389999,141.520004,1125300,127.620392
"175",141.809998,142.860001,141.350006,142.850006,810900,128.819717
"176",142.490005,143.199997,142.139999,143,753200,128.954987
"177",142.779999,145.470001,142.300003,145.070007,1901400,130.821671
"178",144.970001,145.830002,143.889999,145.639999,1915700,131.335709
"179",145.979996,147.039993,145.619995,146.940002,712000,132.508041
"180",147.100006,148.100006,146.899994,148,1025700,133.463913
"181",148.130005,148.279999,147.270004,147.759995,932000,133.247452
"182",147.759995,148.100006,147.279999,147.339996,825700,132.868759
"183",147.350006,147.919998,147.139999,147.399994,793200,132.922836
"184",147.339996,147.559998,146.070007,147.070007,1112100,132.625229
"185",147.320007,147.630005,146.809998,147.089996,617900,132.64328
"186",147.630005,148.110001,146.869995,147.759995,931600,133.247452
"187",146.899994,147.600006,146.429993,147.199997,697500,133.44693
"188",146.949997,148.050003,146.619995,147.960007,1006100,134.135895
"189",147.960007,150.160004,147.960007,150.160004,1180900,136.130356
"190",150.210007,150.869995,149.580002,149.789993,1586300,135.794952
"191",149.779999,150.339996,149.470001,150.009995,1376100,135.9944
"192",150.080002,152.619995,149.820007,151.5,1336300,137.345154
"193",151.100006,151.679993,150.729996,151.630005,801000,137.463028
"194",152.100006,152.25,151.259995,151.699997,750900,137.526474
"195",152.5,152.5,151.380005,151.619995,930200,137.453964
"196",151.619995,151.649994,150.869995,151.440002,974300,137.290756
"197",151.259995,153.350006,151.039993,153.229996,814700,138.913544
"198",154,154.380005,152.679993,152.820007,702400,138.54184
"199",153.470001,153.800003,153.020004,153.410004,535800,139.076721
"200",153.039993,153.389999,152.649994,153.070007,725900,138.768509
"201",153.240005,154.389999,152.740005,153.759995,785500,139.393951
"202",153.289993,153.75,152.669998,153.479996,876200,139.140167
"203",154.339996,155.119995,153.830002,155.029999,1477800,140.545364
"204",149.350006,157.279999,148.440002,155.509995,2293900,140.980515
"205",156.630005,159.360001,156,158.419998,2129300,143.618622
"206",158.169998,158.210007,156.050003,157.539993,1621700,142.820831
"207",158.669998,158.979996,157.429993,157.5,950400,142.784592
"208",157.5,159.119995,157.479996,159.059998,1136500,144.198822
"209",158.449997,158.860001,157.330002,157.350006,979100,142.648605
"210",157.589996,157.880005,156.5,156.520004,1015900,141.896149
"211",156.960007,157.029999,154.970001,155.119995,1725100,140.626953
"212",155.419998,157.009995,154.690002,156.979996,883900,142.313187
"213",156.990005,157.589996,156.199997,157.300003,1031300,142.603256
"214",157.5,158.229996,156.600006,157.990005,1061700,143.228806
"215",157.979996,158.419998,157.25,157.830002,570100,143.083755
"216",157.289993,157.960007,157.119995,157.649994,425800,142.920593
"217",156.770004,156.830002,155.220001,156.350006,1160300,141.742035
"218",155.759995,157.419998,155.720001,157.139999,757000,142.458206
"219",156.289993,158.080002,156.059998,157.610001,916800,142.884293
"220",156.559998,158.679993,156.330002,158.539993,1084100,143.727417
"221",157.830002,157.830002,155.360001,155.850006,918500,141.288742
"222",156.119995,158.429993,155.839996,157.919998,839500,143.165329
"223",156.970001,157.649994,156.479996,157.139999,793200,142.458206
"224",157.539993,159.589996,157.050003,158.850006,713800,144.008453
"225",159.089996,159.960007,159.009995,159.460007,851700,144.561447
"226",159.300003,159.869995,158.360001,159.619995,744700,144.706497
"227",160,160.470001,159.649994,159.839996,346200,144.90596
"228",160.080002,161.100006,159.850006,160.820007,759600,145.794388
"229",161.25,164.539993,160.759995,164.479996,1609800,149.112427
"230",164.5,166.059998,163.279999,165.880005,1455600,150.381607
"231",166.330002,169.520004,165.869995,169.25,2090300,153.436752
"232",169.309998,169.690002,162.559998,164.869995,1913600,149.465988
"233",166.899994,168.899994,166.050003,166.220001,2221600,150.68985
"234",167.029999,167.5,164.850006,165.020004,1118400,149.60199
"235",166.520004,167.270004,165.110001,166.300003,978500,150.762375
"236",165.910004,167.75,165.910004,166.490005,872400,150.934647
"237",166.289993,166.990005,166.050003,166.490005,1178700,150.934647
"238",167.399994,167.570007,164.410004,165.029999,1844600,149.611023
"239",165.339996,165.639999,163.740005,163.880005,1481300,148.568512
"240",164.110001,165.220001,163.440002,163.820007,2143100,148.514099
"241",164.369995,164.970001,162.589996,162.649994,979400,147.453415
"242",164.009995,165.710007,163.550003,165.169998,1985400,149.737976
"243",165.669998,166.570007,165.479996,166.059998,1330000,150.54483
"244",166.929993,167.869995,166.070007,167.460007,1004100,151.814026
"245",167.949997,168.889999,167.630005,168.550003,1057500,152.802155
"246",169,169.199997,167.779999,168.259995,829500,152.539261
"247",168.830002,168.830002,166.949997,167.130005,623400,151.514847
"248",167.520004,168.139999,166.699997,167.100006,524000,151.487656
"249",167.100006,167.25,166.309998,167.130005,1215900,151.514847
"250",167.110001,167.110001,166.240005,166.710007,866800,151.842728
"251",167.460007,167.559998,166.649994,166.850006,724300,151.970261
"252",167.309998,167.490005,164.649994,165.270004,1281100,150.531174
"253",164.839996,166.139999,163.919998,165.960007,1547300,151.159622
"254",165,166.919998,164.509995,166.149994,1392200,151.332672
"255",166.720001,167.100006,164.729996,166.029999,1442600,151.223404
"256",166.070007,168.619995,165.789993,167.570007,2292300,152.626068
"257",167.690002,169.440002,167.529999,168.860001,1116500,153.800995
"258",168.779999,168.779999,166.660004,167.309998,1027200,152.389236
"259",167.380005,169.080002,167,169,830200,153.928543
"260",169.410004,171.520004,169.139999,170.520004,953200,155.312958
"261",171.419998,171.919998,168.740005,169.220001,1365300,154.128876
"262",170.529999,172,170.050003,171.020004,1135800,155.768372
"263",171.009995,172.210007,169.770004,170.320007,918800,155.130829
"264",171.139999,172.639999,170.729996,172.419998,1245400,157.043518
"265",172.419998,173.389999,170.929993,173.389999,1141500,157.927002
"266",173.229996,173.559998,172.199997,173.059998,1497400,157.62645
"267",176.009995,177.649994,172.529999,173.759995,2294700,158.264008
"268",174.210007,175.479996,171.639999,174.759995,1535500,159.174835
"269",175.539993,178.899994,174.740005,178.880005,1851000,162.927429
"270",178.570007,179.070007,176.169998,176.899994,1507600,161.123962
"271",175.740005,176.080002,174.320007,175.190002,1360100,159.566498
"272",175.970001,176.380005,172.949997,173.669998,1529400,158.182022
"273",172.600006,174.639999,171.720001,173.080002,1263000,157.644653
"274",171.910004,173.25,169.850006,170.380005,1518800,155.18544
"275",169.529999,171.300003,160.429993,161.119995,2068100,146.751251
"276",158.210007,165,156.259995,164.139999,2478200,149.501953
"277",163.649994,167.649994,163.119995,163.440002,1631700,148.864334
"278",163.399994,163.910004,155.970001,156.149994,2062600,142.224487
"279",158.190002,161.550003,154.649994,160.130005,2279700,145.849533
"280",161.020004,163.229996,159.339996,161.419998,1766400,147.024506
"281",160.369995,162.339996,160.220001,161.850006,1205000,147.416153
"282",160.490005,163.130005,160.389999,162.470001,1348900,147.980865
"283",163.5,164.199997,161.550003,163.360001,1118900,148.791489
"284",162.919998,164.820007,162.320007,162.550003,1613600,148.053726
"285",161.589996,163.039993,160.649994,161.339996,1537300,146.951645
"286",161.570007,164.350006,161.220001,161.259995,1225300,146.878769
"287",162.279999,164.990005,161.550003,163.320007,1283500,148.755066
"288",164.460007,164.830002,162.460007,163.960007,773600,149.338013
"289",164.119995,165.75,163.5,165.449997,981500,150.695099
"290",165.449997,167.039993,163.190002,163.240005,762200,148.68219
"291",163.770004,164.649994,161.429993,161.440002,1172000,147.04274
"292",161.559998,162.660004,157.440002,158.440002,1871600,144.310272
"293",157.5,159.139999,156.289993,158.559998,1412200,144.41954
"294",157.940002,160.460007,156.949997,159.679993,1840300,145.439697
"295",160.589996,161.910004,159.75,161.649994,1230500,147.234009
"296",159.740005,163.729996,159.050003,163,1194700,148.463623
"297",164.309998,166.619995,163.589996,166.25,2453000,151.423782
"298",167.179993,171.089996,166.529999,170.300003,2205000,155.112579
"299",170.5,170.690002,167.839996,169.199997,1832200,154.110703
"300",169.789993,171.679993,169.399994,169.929993,1647300,154.775574
"301",170.720001,171.240005,168.600006,169.339996,2172800,154.238174
"302",169.679993,171.830002,169.100006,170.179993,1184300,155.003265
"303",170.639999,171.830002,169.699997,170.960007,1940600,155.713699
"304",170.229996,170.649994,165.850006,167.630005,1653700,152.68074
"305",168.100006,169.100006,167.119995,167.800003,1402800,152.835556
"306",167.800003,170.100006,166.75,168.220001,1317800,153.218063
"307",166.550003,167.139999,162.369995,162.75,1277300,148.235886
"308",163.059998,164.029999,156.669998,156.910004,1898700,142.916702
"309",160.139999,160.630005,156.399994,160.009995,1510100,145.74025
"310",160.360001,160.589996,154.610001,155.639999,1567300,141.759964
"311",155.300003,156.119995,153.070007,153.860001,1891000,140.844589
"312",154.860001,158.399994,154.410004,156.660004,1148800,143.407715
"313",155.699997,155.990005,150.740005,152.860001,2008800,139.929153
"314",153.630005,155.490005,152.559998,155.360001,1582700,142.217682
"315",151.869995,158.309998,151.639999,158.029999,1868600,144.661789
"316",158.949997,160.080002,157.740005,158.720001,1493700,145.293427
"317",157.089996,157.649994,151.339996,152.600006,1514800,139.691147
"318",153.919998,155.820007,152.330002,152.589996,1011900,139.681992
"319",156.190002,157.509995,154.440002,156.259995,1909600,143.041534
"320",154.639999,155.600006,153.660004,154.5,898900,141.430389
"321",155.429993,156.850006,155.020004,155.740005,933400,142.565521
"322",157.009995,157.139999,154.369995,155.020004,732000,141.906448
"323",156.580002,156.940002,155.490005,156.360001,836400,143.133072
"324",157.279999,158.600006,156.809998,157.970001,802700,144.606903
"325",158.679993,160.210007,157.25,159.399994,1270000,145.915878
"326",159.320007,159.649994,157.539993,159.089996,976400,145.632156
"327",159.059998,159.669998,157.580002,158.289993,1181300,144.899811
"328",158.440002,158.889999,156.169998,156.600006,1128600,143.352798
"329",157.179993,157.990005,147.589996,149.649994,2220600,136.990662
"330",149.630005,152.449997,147.699997,151.600006,2070900,138.775711
"331",148.830002,148.839996,140.440002,141.410004,4182600,129.447739
"332",142.580002,143.610001,140.369995,142.570007,2946500,130.509628
"333",143.639999,145,141.929993,142.020004,2307600,130.006104
"334",141.070007,144,138.809998,144,2667900,131.818634
"335",143.25,145.369995,142.940002,143.110001,2073800,131.003937
"336",141.850006,145.100006,141,144.289993,2312800,132.084091
"337",144.039993,146.380005,142.770004,145.470001,1462000,133.164291
"338",145.729996,146.479996,144.25,144.789993,1289100,132.541809
"339",143.270004,145.740005,143.169998,144.490005,1352500,132.267212
"340",145.160004,146.75,143.949997,146.470001,1246800,134.079681
"341",146.889999,146.979996,145.130005,145.820007,1246600,133.484665
"342",146.169998,147.179993,145.339996,145.789993,1084700,133.45723
"343",146.190002,146.809998,145,145.5,1273600,133.191727
"344",144.740005,146.100006,144.149994,145.960007,1596800,133.612854
"345",145.970001,146.559998,143.779999,144.309998,1859900,132.102402
"346",144.300003,146.619995,144.199997,145.770004,1448200,133.438919
"347",145.820007,147.619995,145.589996,146.800003,1864500,134.38179
"348",148.070007,150.75,148.020004,149.729996,1658500,137.063919
"349",149.669998,150.710007,147.179993,147.259995,1272100,134.802872
"350",146.610001,148.160004,145.75,148.059998,1146400,135.535202
"351",147.600006,148.270004,146.25,147.360001,889300,134.894394
"352",146.550003,148.210007,146.479996,147.429993,671400,134.958481
"353",145.940002,146.330002,143.490005,144.020004,1634800,131.836945
"354",144.839996,146.410004,144.570007,145.729996,1115800,133.402298
"355",145.990005,146.089996,142.809998,143.699997,2677800,131.544022
"356",145.039993,147.75,145.009995,146.960007,1266100,134.528275
"357",147.479996,147.970001,146.130005,146.199997,1170000,133.832504
"358",146.360001,146.729996,145,145.639999,1987800,133.319901
"359",146.149994,147.199997,145.270004,147.179993,1333700,134.729614
"360",147.199997,148.5,147.089996,148.220001,886700,135.681656
"361",148.190002,148.490005,147.070007,147.759995,1199200,135.260559
"362",148.029999,149.770004,148.029999,149.179993,1130300,136.560455
"363",149.630005,150.039993,148.300003,149.940002,945600,137.256165
"364",149.710007,150.610001,148.610001,148.690002,2243800,136.111877
"365",149.119995,151.25,148.660004,148.889999,1469700,136.294968
"366",147.880005,149.309998,145.440002,148.649994,3290000,136.075256
"367",146.889999,147.649994,145.330002,145.720001,1379500,133.393127
"368",144.100006,144.699997,142.25,143.110001,1866900,131.003937
"369",143.210007,143.630005,142.360001,142.970001,1313200,130.875763
"370",142.220001,142.619995,140.399994,140.759995,1633500,128.852722
"371",141.910004,143.369995,141.110001,141.460007,2461200,129.493515
"372",140.910004,141.419998,139.320007,140.960007,1631700,129.035797
"373",141.779999,142.309998,140.779999,140.949997,2005500,129.026657
"374",141.389999,143.559998,140.759995,141,1474800,129.072403
"375",140.470001,140.979996,136.949997,138.559998,1768500,127.544365
"376",139.020004,140.869995,138.360001,138.539993,1332800,127.52597
"377",137.259995,138.669998,136.789993,138.610001,1080400,127.590439
"378",138.880005,140.699997,138.880005,139.229996,790100,128.161087
"379",140.229996,141.139999,139.029999,140.880005,1153300,129.679947
"380",140.759995,140.990005,139.399994,139.639999,1738400,128.538559
"381",140,144.160004,139.899994,143.699997,1276300,132.275726
"382",143.699997,144.619995,142.779999,144.059998,1150500,132.607132
"383",142.580002,143.789993,141.380005,141.610001,1142800,130.351913
"384",142.279999,144.720001,141.100006,142.470001,1251700,131.143555
"385",142.240005,144.220001,142.240005,143.75,1028700,132.321762
"386",143.779999,144.130005,141.660004,141.820007,1028300,130.545227
"387",141.660004,143.850006,141.580002,143.199997,1545500,131.815506
"388",143.589996,144.350006,143.130005,143.589996,1714500,132.1745
"389",143.179993,145.869995,142.880005,145.460007,1763100,133.895828
"390",144.720001,148.029999,144.449997,146.860001,2432600,135.18454
"391",136.839996,138.820007,134.660004,136.259995,5825900,125.427231
"392",135,140.059998,134.75,138.199997,3355700,127.213013
"393",137.149994,138.529999,135.600006,138.059998,2648500,127.084152
"394",138.649994,141.639999,138.259995,141.25,2291300,130.020523
"395",141.320007,141.919998,139.759995,140.210007,1118100,129.063202
"396",140.360001,141.869995,139.649994,139.729996,1457700,128.621353
"397",140.589996,144.190002,140.190002,143.330002,2158300,131.935196
"398",142.5,143.320007,138.779999,139.169998,1575000,128.105865
"399",137.699997,140.100006,136.860001,139.029999,1283700,127.977013
"400",139.460007,139.889999,138.160004,139.550003,1156600,128.455658
"401",139.990005,140.940002,139.649994,140.570007,1155000,129.394608
"402",140.570007,142.520004,140.259995,140.339996,1512900,129.182861
"403",140.179993,140.75,139.410004,140.399994,1051500,129.238098
"404",140.429993,140.600006,138.399994,138.509995,1386200,127.498337
"405",138,138.25,135.580002,136.470001,1451700,125.620529
"406",136.740005,137.419998,135.770004,135.889999,1605500,125.086655
"407",135.979996,138.160004,135.979996,137.300003,1289000,126.38456
"408",136.429993,139.050003,135.330002,138.589996,2084700,127.571976
"409",139.410004,140.259995,138.130005,138.949997,1427000,127.903374
"410",138.630005,139.850006,138.289993,139.429993,1290000,128.34523
"411",139.75,140.369995,137.919998,138.289993,1711200,127.295845
"412",138.240005,138.75,137.350006,138.059998,1647800,127.084152
"413",137.600006,138.229996,135.850006,136.160004,1478800,125.335182
"414",136.179993,136.5,134.860001,135.139999,1925300,124.396286
"415",135.5,136,134.449997,135.550003,1722600,124.773689
"416",136.690002,138.610001,136.020004,138.130005,1490800,127.148567
"417",138.460007,139.149994,138.110001,138.330002,796200,127.33268
"418",138.309998,140.600006,137.630005,138.699997,1164800,127.673233
"419",138.529999,139.850006,138.149994,138.559998,1432400,127.544365
"420",138.320007,139.639999,138.029999,138.880005,1523300,127.838936
"421",138.690002,139.190002,137.690002,138.940002,1410500,127.894188
"422",138.5,141.5,138.309998,141.360001,1861200,130.121796
"423",141.330002,142.320007,140.449997,141.070007,1458800,129.854828
"424",140.5,140.809998,138.759995,140.630005,1319100,129.449829
"425",141.350006,144.070007,141.350006,142.449997,1422400,131.125137
"426",141.720001,142.070007,140.899994,141.529999,1489400,130.27829
"427",141.300003,143.5,141.279999,141.669998,1887900,130.407135
"428",142.490005,143.080002,141.529999,142.800003,932000,131.447342
"429",143.190002,145.009995,143.179993,144.889999,1282000,133.37114
"430",145.020004,146.270004,144.419998,146.199997,1614600,134.576965
"431",146.210007,147.119995,144.509995,146.389999,1204600,134.751892
"432",146.550003,147.889999,146.130005,146.740005,987400,135.074051
"433",147.869995,148.389999,146.580002,147.990005,915900,136.224701
"434",148.460007,149.160004,147.820007,148.440002,2265600,136.638931
"435",148.350006,148.410004,145.710007,146.020004,822800,134.411301
"436",146.160004,146.289993,143.309998,143.509995,1674700,132.100845
"437",143.559998,144.050003,142.729996,142.929993,1672400,131.567001
"438",142.179993,143,141.410004,141.979996,856700,131.613312
"439",141.830002,142.300003,140.559998,141.119995,925400,130.816116
"440",142.220001,143.339996,141.580002,143.139999,2037500,132.688629
"441",143.449997,144.820007,143,144.710007,1039900,134.144028
"442",144.940002,145.039993,143.279999,143.699997,1365400,133.207718
"443",143.610001,144.270004,142.399994,143.509995,1196900,133.031586
"444",143.429993,143.630005,139.910004,141.009995,1551300,130.714142
