"","TJX.Open","TJX.High","TJX.Low","TJX.Close","TJX.Volume","TJX.Adjusted"
"39",39.115002,39.334999,38.77,39.224998,12518800,36.783463
"40",39.490002,39.5,38.939999,39.224998,12873000,36.783463
"41",39.139999,39.860001,39.055,39.695,7851400,37.224209
"42",39.549999,39.634998,39.205002,39.41,5849800,36.95694
"43",39.255001,39.48,39.18,39.299999,5672400,36.853794
"44",39.185001,39.5,39.110001,39.150002,6364400,36.713135
"45",39.110001,39.43,39.064999,39.224998,6377200,36.783463
"46",39.18,39.275002,38.919998,38.970001,5658400,36.544327
"47",39.145,39.209999,38.529999,39.09,5936000,36.656857
"48",38.994999,39.235001,38.805,39.029999,4938400,36.600594
"49",39.130001,39.32,39.009998,39.139999,4767600,36.703751
"50",39.125,39.66,39.084999,39.59,6538200,37.125744
"51",39.75,39.825001,39.48,39.610001,7679400,37.144493
"52",39.805,39.82,39.380001,39.610001,10223400,37.144493
"53",39.605,39.610001,38.959999,39.09,7905400,36.656857
"54",39.25,39.360001,38.834999,39.044998,5887600,36.61467
"55",39.025002,39.369999,38.845001,39.32,5003400,36.872543
"56",39.365002,39.540001,39.139999,39.215,5504200,36.774082
"57",39.134998,39.310001,38.955002,39.215,5612200,36.774082
"58",38.919998,39.244999,38.82,39.174999,6205400,36.736565
"59",39.134998,39.445,39.080002,39.355,9353000,36.905357
"60",39.404999,39.98,39.27,39.84,6476600,37.360176
"61",39.724998,39.919998,39.669998,39.884998,3761200,37.40237
"62",39.82,39.985001,39.509998,39.540001,5430200,37.07885
"63",39.645,39.68,39.064999,39.165001,7079600,36.727188
"64",39.154999,39.165001,38.310001,38.355,10849400,35.967613
"65",38.400002,38.529999,37.904999,37.965,9552800,35.601883
"66",38.174999,38.689999,38.174999,38.400002,7543400,36.009808
"67",38.310001,38.395,38.040001,38.044998,7189800,35.67691
"68",38.049999,38.41,37.900002,38.009998,6252000,35.644085
"69",37.985001,38.505001,37.904999,38.494999,8550000,36.098892
"70",38.605,38.605,38.305,38.544998,7882200,36.145779
"71",38.509998,38.685001,38.384998,38.404999,5707000,36.0145
"72",38.540001,38.59,38.095001,38.240002,5060200,35.859772
"73",38.25,38.595001,38.130001,38.419998,4344600,36.028557
"74",38.57,38.619999,38.369999,38.450001,4035400,36.056694
"75",38.584999,39.165001,38.580002,39.084999,6308400,36.652172
"76",39.064999,39.294998,38.965,39.279999,6104400,36.83503
"77",39.564999,39.619999,39.099998,39.310001,4829400,36.863163
"78",39.355,39.48,39.134998,39.389999,4545200,36.938183
"79",39.48,39.740002,39.330002,39.459999,4404000,37.003822
"80",39.474998,39.549999,39.240002,39.485001,4598400,37.027275
"81",39.465,39.474998,39.029999,39.32,5419200,36.872543
"82",39.445,39.465,38.825001,38.825001,4067600,36.408356
"83",38.895,39.455002,38.810001,39.455002,6405200,36.999146
"84",39.445,39.66,39.285,39.57,5854600,37.106987
"85",39.5,39.580002,39.25,39.485001,4734800,37.027275
"86",39.615002,39.625,39.215,39.345001,5780000,36.895992
"87",39.445,39.485001,39.105,39.25,6552000,36.806908
"88",39.139999,39.715,39.084999,39.490002,6493800,37.180218
"89",39.514999,40.459999,39.389999,40.360001,9874400,37.999321
"90",40.099998,40.105,39.360001,39.735001,8713800,37.410889
"91",39.535,39.535,38.509998,38.654999,11910000,36.394043
"92",38.75,38.915001,38.314999,38.450001,11815200,36.201046
"93",36.810001,37.685001,36.514999,36.880001,30643600,34.72287
"94",36.880001,37.959999,36.875,37.384998,20090600,35.19833
"95",37.48,37.685001,37.18,37.240002,11622600,35.06181
"96",37.389999,37.400002,36.564999,37.134998,16200800,34.962959
"97",37.279999,37.724998,37.16,37.645,10872800,35.443123
"98",37.630001,37.645,37.130001,37.200001,10835400,35.024151
"99",37.27,37.349998,36.985001,36.994999,11123200,34.831142
"100",37.189999,37.865002,37.095001,37.685001,9097400,35.480782
"101",37.799999,37.919998,37.615002,37.764999,5496600,35.556099
"102",37.665001,37.849998,37.380001,37.424999,6939800,35.235992
"103",37.584999,37.68,37.404999,37.605,7954600,35.405457
"104",37.880001,38.029999,37.52,37.950001,5530600,35.730286
"105",37.700001,37.895,37.43,37.610001,6952800,35.410172
"106",37.509998,37.794998,37.384998,37.514999,5087000,35.320728
"107",37.334999,37.424999,36.939999,36.985001,7778800,34.821735
"108",37.165001,37.34,37.009998,37.095001,5436200,34.925297
"109",37.095001,37.310001,36.360001,36.389999,10310000,34.261532
"110",36.395,37.040001,36.145,36.84,9353200,34.685211
"111",36.764999,37.240002,36.764999,36.884998,7417600,34.727581
"112",36.919998,37.110001,36.775002,36.955002,6415400,34.793476
"113",36.865002,36.924999,36.435001,36.584999,7714600,34.445122
"114",36.564999,36.650002,35.84,36.27,7819200,34.148544
"115",35.935001,36.255001,35.700001,36.220001,11545000,34.101467
"116",36.305,36.349998,35.794998,36.174999,7778000,34.059101
"117",36.035,36.09,35.075001,35.09,14403600,33.037567
"118",34.950001,35.375,34.424999,34.700001,14474800,32.670368
"119",34.705002,34.724998,34.27,34.375,12287800,32.364384
"120",34.360001,34.685001,34.110001,34.634998,12230400,32.609177
"121",34.895,35.169998,34.709999,34.970001,7687800,32.924591
"122",34.849998,35.115002,34.825001,34.98,7125800,32.934006
"123",35.139999,35.764999,35.07,35.705002,9648800,33.616596
"124",35.689999,35.794998,35.395,35.540001,8988000,33.461239
"125",35.744999,36.275002,35.665001,36.084999,12423600,33.974384
"126",36.325001,36.605,35.764999,35.785,5938000,33.691917
"127",35.855,35.855,35.130001,35.59,10277400,33.508327
"128",35.325001,35.424999,35.055,35.145,9383600,33.089344
"129",35.25,35.465,35.110001,35.174999,8533800,33.117596
"130",35.095001,35.145,34.299999,34.34,7759600,32.33144
"131",34.299999,34.459999,34.174999,34.299999,9519200,32.29377
"132",34.384998,34.575001,34.355,34.465,6893200,32.449123
"133",34.665001,35.014999,34.619999,34.990002,10021800,32.94342
"134",35.110001,35.259998,34.790001,34.900002,7418200,32.858685
"135",34.900002,35.395,34.855,35.18,8482200,33.122303
"136",35.134998,35.235001,34.845001,34.974998,5696600,32.929291
"137",35.049999,35.310001,34.950001,35.150002,10121800,33.094059
"138",35.154999,35.34,34.764999,34.799999,9760200,32.764534
"139",34.645,34.715,34.150002,34.459999,9621800,32.444416
"140",34.299999,34.299999,33.330002,33.450001,14687400,31.493492
"141",33.634998,34.634998,33.610001,34.349998,11730600,32.340843
"142",34.465,34.474998,34.055,34.235001,10048000,32.232582
"143",34.224998,34.869999,34.16,34.82,9348600,32.78336
"144",34.84,35.029999,34.575001,34.799999,6867000,32.764534
"145",34.875,35.220001,34.59,35.154999,8441400,33.09877
"146",35.200001,35.470001,35.134998,35.360001,7076200,33.291771
"147",35.145,35.439999,35,35.255001,6852800,33.192913
"148",35.255001,35.310001,34.535,34.799999,9416800,32.764534
"149",34.875,35.185001,34.764999,35.080002,6646400,33.028156
"150",35.025002,35.439999,35.025002,35.34,5566000,33.272938
"151",35.404999,36.044998,35.349998,35.75,10749600,33.808678
"152",35.619999,35.755001,35.279999,35.630001,7745800,33.695198
"153",35.345001,35.389999,34.895,35.130001,9474000,33.22234
"154",35.055,35.775002,34.990002,35.535,9866600,33.605354
"155",35.814999,35.875,34.650002,34.810001,15373000,32.919724
"156",34.875,35.904999,34.445,35.080002,16432400,33.175068
"157",35.380001,35.855,35.115002,35.794998,11446400,33.851231
"158",35.540001,35.560001,35.09,35.125,10500200,33.217621
"159",35.150002,35.610001,35,35.235001,13310200,33.321651
"160",35.244999,35.834999,35.075001,35.73,10439400,33.789764
"161",35.794998,35.974998,35.564999,35.799999,8857600,33.855957
"162",35.740002,35.915001,35.540001,35.794998,8798400,33.851231
"163",36.279999,36.605,35.330002,35.445,13381000,33.520241
"164",35.650002,36.064999,35.505001,35.834999,5931800,33.889065
"165",36,36.099998,35.805,35.900002,9468600,33.950535
"166",35.669998,35.805,35.419998,35.744999,6457400,33.803947
"167",35.705002,36.139999,35.610001,36.025002,6433000,34.068748
"168",35.915001,36.220001,35.915001,36.150002,9065400,34.186954
"169",36.220001,36.41,36.080002,36.189999,5649400,34.224785
"170",36.084999,36.285,35.860001,36.169998,6549400,34.205875
"171",36.195,36.549999,36.169998,36.514999,6046000,34.532139
"172",36.75,36.825001,36.275002,36.459999,5414600,34.480122
"173",36.485001,36.494999,35.860001,36.195,5362800,34.229519
"174",36.195,36.5,36,36.419998,6392600,34.442295
"175",36.505001,37.150002,36.5,36.77,5713800,34.773296
"176",36.834999,37.110001,36.700001,36.744999,7606000,34.749649
"177",36.755001,36.779999,36.43,36.605,6972600,34.617252
"178",36.595001,36.895,36.279999,36.869999,8045600,34.867859
"179",36.939999,36.950001,36.564999,36.709999,3889400,34.716545
"180",36.794998,36.830002,36.404999,36.415001,5666800,34.437572
"181",36.400002,36.404999,35.970001,36.209999,9761200,34.24371
"182",36.27,36.584999,36.215,36.41,7468000,34.432842
"183",36.325001,36.445,36.075001,36.224998,8517400,34.257889
"184",36.259998,36.994999,36.150002,36.915001,10140000,34.910416
"185",37,37.189999,36.759998,36.889999,5863600,34.88678
"186",36.924999,37.189999,36.685001,37.080002,4674000,35.066456
"187",37.025002,37.115002,36.759998,36.974998,4917200,34.967152
"188",37.044998,37.185001,36.810001,36.865002,5973000,34.863129
"189",36.845001,36.884998,36.369999,36.700001,5896200,34.707088
"190",36.755001,36.985001,36.639999,36.91,3970200,34.905697
"191",36.82,36.935001,36.549999,36.825001,5613800,34.825302
"192",36.715,36.945,36.599998,36.904999,7773800,34.900955
"193",36.75,36.98,36.549999,36.799999,4127400,34.801666
"194",36.82,36.93,36.404999,36.514999,3640000,34.532139
"195",36.549999,36.619999,36.075001,36.125,5822000,34.163319
"196",36.23,36.465,36.105,36.275002,5910000,34.30518
"197",36.215,36.215,35.564999,35.889999,6957800,33.941078
"198",35.895,36.23,35.775002,36.035,5299000,34.078205
"199",35.884998,35.91,35.400002,35.584999,6183000,33.652641
"200",35.560001,35.945,35.529999,35.900002,5210200,33.950535
"201",35.849998,35.994999,35.580002,35.650002,6874000,33.714104
"202",35.650002,35.849998,35.535,35.705002,6904600,33.766125
"203",35.884998,36.165001,35.799999,36.044998,6701800,34.087658
"204",36.005001,36.419998,35.915001,36.099998,5615000,34.139675
"205",36.139999,36.299999,35.825001,35.869999,5328600,33.922169
"206",35.869999,35.974998,35.535,35.720001,6299800,33.780312
"207",35.73,35.970001,35.474998,35.735001,6558600,33.794495
"208",35.665001,35.669998,35.115002,35.27,8995600,33.354744
"209",35.099998,35.110001,34.450001,34.674999,9031400,32.792057
"210",35.299999,35.580002,34.755001,34.900002,7563600,33.004841
"211",35.139999,35.200001,34.689999,34.860001,5835600,32.96701
"212",35,35.275002,34.810001,35.105,5883400,33.198696
"213",34.990002,34.990002,34.259998,34.299999,8599000,32.437416
"214",34.32,34.595001,34.075001,34.115002,9608400,32.26247
"215",34.145,34.365002,33.994999,34.150002,9966000,32.29557
"216",33.900002,34.235001,33.735001,33.990002,9541600,32.29224
"217",33.974998,34.945,33.869999,34.625,10346200,32.895515
"218",34.689999,35.119999,34.57,35.110001,12163400,33.356297
"219",35.119999,36.029999,35.044998,35.380001,18013200,33.612812
"220",33.799999,34.794998,33.220001,33.970001,34174200,32.273239
"221",33.755001,34.779999,33.5,34.52,20352800,32.795765
"222",34.555,34.759998,34.375,34.529999,9703600,32.80526
"223",34.674999,35.68,34.674999,35.509998,15719400,33.736313
"224",35.544998,35.764999,35.290001,35.595001,12259400,33.817078
"225",35.490002,35.639999,35.049999,35.615002,8843400,33.836075
"226",35.564999,35.674999,35.220001,35.285,7535800,33.522552
"227",35.580002,35.724998,35.375,35.435001,3206800,33.665066
"228",35.474998,35.700001,35.25,35.48,8922200,33.707813
"229",35.529999,36.375,35.435001,36.325001,9285200,34.510605
"230",36.375,37.869999,36.314999,37.389999,14984200,35.522411
"231",37.154999,38.110001,37.09,37.775002,12560200,35.88818
"232",37.650002,38.095001,37.23,37.674999,10435600,35.793179
"233",37.875,38.970001,37.830002,38.5,10717200,36.576969
"234",38.040001,38.200001,37.779999,37.799999,13641000,35.911934
"235",37.740002,38.064999,37.525002,37.525002,6365800,35.650681
"236",37.68,37.68,36.875,36.919998,10558000,35.075886
"237",37.005001,37.044998,36.564999,36.939999,9540800,35.094887
"238",36.869999,36.875,36.459999,36.650002,12004600,34.819374
"239",36.525002,36.889999,36.525002,36.810001,10407800,34.971382
"240",36.959999,37.134998,36.75,36.950001,8416600,35.104393
"241",37.189999,37.209999,36.68,36.709999,8148200,34.876377
"242",36.945,37.470001,36.775002,37.084999,13935600,35.232639
"243",37.264999,37.82,37.224998,37.735001,7242800,35.850178
"244",37.900002,38.095001,37.575001,38.029999,10503000,36.130447
"245",38.060001,38.310001,37.869999,37.900002,7444600,36.006935
"246",37.685001,38.334999,37.654999,38.150002,7292800,36.244453
"247",38.235001,38.25,37.875,38.125,5993000,36.220707
"248",38.200001,38.744999,38.174999,38.724998,4435600,36.790733
"249",38.724998,38.82,38.404999,38.485001,4209200,36.562717
"250",38.505001,38.555,38.040001,38.189999,4520400,36.282452
"251",38.34,38.48,38.220001,38.23,4752200,36.320454
"252",38.43,38.779999,38.23,38.345001,6881400,36.429718
"253",38.009998,38.080002,37.419998,37.654999,9258800,35.774181
"254",37.615002,37.794998,37.134998,37.715,7599800,35.831181
"255",37.764999,38.599998,37.764999,38.575001,7729000,36.648228
"256",38.584999,38.68,37.66,37.825001,7883000,35.935688
"257",37.84,38.025002,37.525002,37.75,8376400,35.864433
"258",37.77,38.275002,37.599998,38.134998,6656800,36.230198
"259",38.075001,38.5,37.875,38.439999,5397800,36.51997
"260",38.575001,39.400002,38.525002,39.139999,7825400,37.185001
"261",39.384998,39.384998,38.150002,38.294998,7647400,36.382206
"262",38.360001,38.619999,38.040001,38.290001,7595000,36.37746
"263",38.369999,38.950001,38.330002,38.625,5074800,36.695724
"264",38.794998,39.450001,38.560001,39.445,9128400,37.474766
"265",39.470001,39.790001,39.154999,39.73,8736600,37.745529
"266",39.580002,39.790001,39.34,39.66,7822600,37.679031
"267",39.599998,39.93,39.330002,39.625,6937400,37.645771
"268",39.790001,39.84,39.369999,39.630001,4852600,37.650536
"269",39.860001,40.279999,39.395,40.255001,7546400,38.244312
"270",40.105,40.615002,40.105,40.415001,7882800,38.396313
"271",40.400002,40.73,39.994999,40.174999,9984400,38.168308
"272",40.195,40.540001,39.880001,40.16,11270600,38.154053
"273",40.029999,40.365002,39.779999,40.049999,6082000,38.049553
"274",39.645,39.994999,38.955002,39.235001,11470200,37.275261
"275",39.040001,39.575001,38.025002,38.029999,10812800,36.130447
"276",37,38.259998,36.685001,37.994999,11889800,36.097191
"277",38.119999,38.580002,37.884998,38.099998,12023400,36.196945
"278",38.27,38.404999,37.174999,37.18,10940000,35.322903
"279",37.294998,38.125,36.41,37.82,15882000,35.930935
"280",38.125,38.189999,37.27,37.855,10206800,35.96418
"281",37.755001,38.095001,37.509998,37.775002,6666600,35.88818
"282",37.544998,38.465,37.485001,38.285,8596600,36.524021
"283",38.584999,38.990002,38.080002,38.990002,9808400,37.196598
"284",38.985001,39.564999,38.935001,38.939999,8217600,37.148903
"285",38.639999,38.794998,38.09,38.185001,7274800,36.428631
"286",38.27,38.575001,37.904999,37.919998,7272000,36.175812
"287",38.025002,38.389999,37.924999,38.200001,5683000,36.442936
"288",38.424999,38.994999,38.299999,38.98,6448800,37.187054
"289",39.259998,39.490002,38.779999,39.424999,9020800,37.611588
"290",39.855,40.119999,38.650002,38.654999,10695000,36.877007
"291",41.924999,42.395,41.084999,41.34,30077200,39.438503
"292",41.105,42.27,40.5,41.419998,17762200,39.514828
"293",40.799999,41.955002,40.799999,41.825001,11112000,39.901203
"294",41.75,42.02,41.650002,41.915001,8423600,39.987061
"295",41.965,42.220001,41.735001,42.195,7967400,40.254185
"296",41.669998,42.259998,41.244999,41.314999,13295200,39.414654
"297",41.650002,41.900002,41.220001,41.330002,12822200,39.42897
"298",41.450001,41.595001,40.724998,41.334999,12639200,39.433735
"299",41.25,41.360001,40.869999,41.235001,7141600,39.338345
"300",41.369999,41.630001,41.095001,41.150002,7518600,39.257244
"301",41.275002,41.404999,40.720001,40.939999,8172400,39.056904
"302",41.029999,41.049999,40.540001,40.669998,6009200,38.799328
"303",40.639999,41.119999,40.605,40.705002,11732000,38.832718
"304",40.705002,41.02,40.509998,40.695,5299000,38.823181
"305",40.84,41.044998,40.619999,40.919998,6760400,39.037823
"306",40.939999,41.705002,40.790001,41.439999,7234800,39.533905
"307",41.064999,41.290001,40.474998,40.5,9109000,38.637142
"308",40.755001,40.805,39.880001,39.939999,7377800,38.102901
"309",40.32,40.724998,40.244999,40.535,8426000,38.670532
"310",40.465,40.764999,40.060001,40.220001,7267400,38.370022
"311",40.439999,41.125,40.285,40.345001,6111800,38.489273
"312",40.560001,41.105,40.505001,40.779999,6764400,38.904266
"313",40.865002,41.18,39.860001,40.279999,7230800,38.427258
"314",40.365002,41.185001,40.314999,41.165001,7943000,39.271557
"315",40.860001,42.080002,40.665001,41.985001,6186400,40.053841
"316",42.125,42.605,41.845001,42.48,7424600,40.52607
"317",42.294998,42.5,41.455002,41.720001,5758000,39.801025
"318",42.064999,42.105,41.27,41.305,9939800,39.405117
"319",41.785,41.785,40.98,41.185001,7118200,39.290634
"320",40.855,41.700001,40.810001,41.025002,9074400,39.138
"321",41.330002,41.599998,41.029999,41.264999,10267000,39.366959
"322",41.419998,41.43,40.470001,40.630001,7904200,38.761162
"323",40.994999,41.59,40.845001,41.369999,6903600,39.467129
"324",41.75,42.105,41.700001,41.724998,6501600,39.80579
"325",41.834999,42.240002,41.560001,41.59,4879200,39.677013
"326",41.505001,41.794998,41.099998,41.32,6375400,39.419426
"327",41.290001,41.43,40.970001,41.240002,7545800,39.343109
"328",41.27,41.814999,41.16,41.615002,4530400,39.700859
"329",41.790001,42.18,41.380001,41.544998,6077600,39.634079
"330",41.419998,41.790001,41.130001,41.665001,4648200,39.748554
"331",41.790001,42.564999,41.514999,42.549999,6064800,40.59285
"332",42.625,43.365002,42.41,43.25,7967600,41.260658
"333",43.400002,43.619999,42.400002,42.424999,8206000,40.473602
"334",42.389999,42.395,41.290001,41.785,6359800,39.863041
"335",41.599998,42.150002,41.209999,41.764999,6230600,39.843952
"336",41.744999,42.005001,41.064999,41.779999,6035800,39.858273
"337",41.560001,41.68,41.130001,41.415001,6286200,39.510059
"338",41.474998,41.474998,40.650002,40.945,5787600,39.061676
"339",40.985001,41.32,40.825001,41.290001,5070200,39.390808
"340",41.294998,41.974998,41.185001,41.945,6315400,40.015678
"341",41.695,41.825001,41.154999,41.634998,6141600,39.719936
"342",41.619999,42.209999,41.57,42.035,4849000,40.101543
"343",42.290001,42.68,42.209999,42.459999,7048400,40.506985
"344",42.490002,42.990002,42.395,42.794998,5343800,40.826584
"345",42.994999,43.654999,42.525002,42.595001,6624200,40.821793
"346",42.455002,43.400002,42.455002,43.134998,9906200,41.339314
"347",42.865002,43.02,42.275002,42.395,11738400,40.630119
"348",42.41,42.709999,42.025002,42.349998,9916000,40.58699
"349",43.349998,44.375,42.810001,43.724998,16548200,41.904747
"350",43.455002,44.275002,43.41,43.945,12248800,42.115597
"351",43.720001,44.740002,43.720001,44.369999,8095000,42.522896
"352",44.080002,44.349998,43.994999,44.055,6272800,42.221008
"353",43.990002,44.389999,43.790001,44.185001,5492400,42.3456
"354",44.224998,44.950001,44.095001,44.889999,8086400,43.021252
"355",44.924999,45.424999,44.724998,45.16,10903000,43.280006
"356",45.264999,45.619999,45.139999,45.209999,7984200,43.327927
"357",45.735001,46.490002,45.564999,46.474998,7549800,44.540264
"358",46.5,47.040001,46.195,47.014999,8378600,45.057789
"359",47.084999,47.195,46.424999,47.150002,8988200,45.187168
"360",47.345001,47.790001,47.099998,47.25,7813200,45.283005
"361",47.189999,47.634998,47.064999,47.470001,6063800,45.493847
"362",47.474998,47.849998,47.259998,47.505001,5432000,45.52739
"363",47.494999,47.955002,47.119999,47.709999,6814400,45.723854
"364",47.634998,47.845001,47.240002,47.365002,6288000,45.393215
"365",47.314999,47.584999,46.965,47.279999,5440600,45.311756
"366",47.244999,47.625,47.125,47.584999,9489200,45.604061
"367",47.369999,48.314999,47.255001,47.98,7662600,45.982616
"368",47.404999,47.924999,47.32,47.875,5693200,45.881985
"369",48.189999,48.41,47.900002,48.360001,6138200,46.346794
"370",48.005001,48.279999,47.494999,48.145,6338600,46.140751
"371",48.165001,48.224998,47.334999,47.540001,7841800,45.560932
"372",47.639999,48.049999,47.285,47.605,5661200,45.623226
"373",47.044998,47.615002,46.810001,47.584999,5374800,45.604061
"374",47.610001,48.154999,47.07,47.105,5050200,45.144039
"375",47.215,47.82,47.009998,47.665001,5973000,45.680733
"376",48.035,48.224998,47.584999,47.59,5812000,45.608852
"377",47.395,47.555,47.110001,47.455002,5682800,45.479469
"378",47.639999,47.889999,47.424999,47.575001,2616600,45.594475
"379",47.674999,47.814999,47.32,47.535,5192000,45.556145
"380",47.490002,47.974998,47.470001,47.775002,5006000,45.786148
"381",48,48.075001,47.715,47.849998,4201000,45.858025
"382",47.764999,47.799999,47.185001,47.514999,9527800,45.536972
"383",47.275002,47.880001,47.255001,47.68,5032000,45.695099
"384",47.514999,47.68,47.095001,47.125,8791800,45.163212
"385",47.139999,47.689999,47.095001,47.665001,4376000,45.680733
"386",47.715,47.794998,47.345001,47.595001,3691000,45.613647
"387",47.555,48.369999,47.555,48.150002,6034400,46.145538
"388",48.18,48.415001,47.869999,48.310001,5564200,46.298882
"389",48.290001,48.985001,48.25,48.845001,5905200,46.811607
"390",48.630001,49.009998,48.48,48.535,5287400,46.514511
"391",48.580002,49.060001,48.549999,48.779999,4408200,46.749306
"392",48.939999,48.939999,48.264999,48.505001,4872000,46.485764
"393",48.540001,48.919998,48.384998,48.84,5311000,46.806816
"394",49.014999,49.470001,48.645,48.759998,4894800,46.730141
"395",48.825001,49.145,48.165001,48.275002,3510800,46.265339
"396",48.549999,48.91,48.275002,48.384998,4374800,46.37075
"397",48.455002,48.834999,48.259998,48.630001,6127800,46.605556
"398",48.5,48.924999,48.014999,48.205002,5472600,46.198254
"399",48.139999,48.764999,47.959999,48.73,6055400,46.701393
"400",48.924999,49.134998,48.375,48.794998,4275200,46.763683
"401",48.794998,49.195,48.790001,49.130001,3398800,47.08474
"402",49.130001,49.424999,48.779999,49.369999,4524800,47.314751
"403",49.549999,49.950001,49.490002,49.865002,4771000,47.789143
"404",50,50.224998,49.724998,49.904999,4639400,47.827477
"405",49.865002,50.615002,49.68,50.349998,7651000,48.253956
"406",50.630001,50.744999,49.615002,49.674999,6956600,47.607052
"407",49.799999,50.595001,49.799999,50.5,9137800,48.397713
"408",50.044998,50.5,49.435001,49.494999,6394400,47.618416
"409",49.849998,50.305,49.09,49.764999,7578400,47.878181
"410",49.724998,50.264999,49.599998,50.174999,6324200,48.272629
"411",50.575001,50.900002,49.904999,50.825001,10065600,48.897991
"412",53.5,53.630001,52.299999,53.23,18130600,51.211807
"413",53.139999,53.779999,52.529999,52.880001,11654600,50.87508
"414",52.814999,53.869999,52.814999,53.724998,8616600,51.688038
"415",53.240002,54.16,53.150002,54.029999,10367000,51.981472
"416",54.285,54.325001,53.68,53.73,6968800,51.692844
"417",53.799999,53.889999,53.275002,53.805,4490000,51.765007
"418",53.810001,54.424999,53.525002,54.27,5676000,52.212376
"419",54.25,54.75,54.099998,54.259998,5216800,52.202759
"420",54.18,55.060001,54.169998,54.985001,6886400,52.900265
"421",55.240002,55.900002,55.009998,55.720001,8690800,53.607399
"422",55.720001,55.939999,55.115002,55.564999,6934200,53.458271
"423",55.790001,55.955002,55.224998,55.299999,7569400,53.203327
"424",55.200001,55.564999,54.900002,54.965,8610000,52.881031
"425",55.299999,55.715,55.23,55.404999,9585200,53.304337
"426",55.294998,55.5,54.855,55.195,6416200,53.102299
"427",55.255001,55.564999,54.744999,55.145,8262800,53.054199
"428",54.945,55.25,54.294998,54.490002,8158400,52.424042
"429",54.055,54.415001,53.66,54.384998,9089600,52.323013
"430",53.91,54.25,53.709999,53.98,7939000,51.933372
"431",53.965,54.869999,53.790001,54.535,9306000,52.467323
"432",54.369999,54.825001,54.095001,54.689999,4317400,52.616455
"433",54.68,54.849998,54.18,54.775002,6284200,52.698227
"434",55.014999,55.345001,54.715,54.855,12975000,52.775196
"435",54.830002,55.220001,54.525002,54.860001,5432800,52.780006
"436",55.084999,55.314999,54.915001,55.16,6972600,53.068638
"437",55.625,56.169998,55.279999,55.869999,6463000,53.751705
"438",55.805,56.195,55.700001,55.904999,4517600,53.785381
"439",55.935001,56.369999,55.82,56.009998,6800400,53.886406
"440",56.400002,56.639999,56.084999,56.115002,7203400,53.987427
"441",56.16,56.305,55.174999,55.209999,6995800,53.116734
"442",55.325001,55.599998,54.935001,55.169998,5260400,53.078255
"443",55.105,55.360001,54.950001,55.139999,5773600,53.049393
"444",55.224998,55.779999,54.869999,55.150002,4762000,53.05901
"445",55.025002,55.580002,55.025002,55.404999,5167400,53.304337
"446",55.584999,56.080002,55.365002,55.700001,6138600,53.588158
"447",55.759998,55.785,54.195,54.32,6799800,52.260479
"448",54.400002,55.240002,53.580002,53.880001,8031400,51.83717
"449",54.369999,55.255001,54.064999,54.720001,6610000,52.645317
