"","FTNT.Open","FTNT.High","FTNT.Low","FTNT.Close","FTNT.Volume","FTNT.Adjusted"
"35",37.299999,37.639999,37.200001,37.240002,1093800,37.240002
"36",37.220001,37.27,36.810001,37.23,1620500,37.23
"37",36.93,37.209999,36.560001,37.150002,1003500,37.150002
"38",37.119999,37.5,36.91,37.439999,1944200,37.439999
"39",37.27,37.400002,37.049999,37.349998,2678600,37.349998
"40",36.77,37.369999,36.650002,37.310001,3190600,37.310001
"41",37.150002,37.360001,36.669998,36.740002,1931900,36.740002
"42",36.59,36.669998,36.169998,36.279999,2340500,36.279999
"43",36.16,36.610001,36,36.34,1886100,36.34
"44",36.27,36.490002,35.950001,36.43,1809500,36.43
"45",36.5,37.619999,36.5,37.240002,3403700,37.240002
"46",37.040001,37.279999,36.459999,36.669998,1547600,36.669998
"47",36.98,37.080002,36.68,36.959999,1143500,36.959999
"48",36.860001,37.169998,36.790001,36.93,956400,36.93
"49",36.970001,36.970001,36.360001,36.66,917100,36.66
"50",36.580002,36.970001,36.380001,36.869999,908900,36.869999
"51",37.060001,37.360001,37.060001,37.290001,1121400,37.290001
"52",37.720001,37.720001,36.939999,37.130001,3089000,37.130001
"53",37.16,37.43,36.939999,36.98,881400,36.98
"54",37.080002,37.130001,36.07,36.110001,1364900,36.110001
"55",35.950001,36.509998,35.900002,36.490002,1016500,36.490002
"56",36.490002,36.75,36.23,36.380001,976600,36.380001
"57",36.52,36.66,36.200001,36.299999,920700,36.299999
"58",35.950001,36.57,35.830002,36.34,1313600,36.34
"59",36.400002,36.669998,36.32,36.560001,725300,36.560001
"60",37.490002,38.529999,37.279999,38.310001,2977400,38.310001
"61",38.259998,38.560001,37.799999,37.849998,1447600,37.849998
"62",37.77,38.490002,37.77,38.349998,1298300,38.349998
"63",38.549999,39.029999,38.049999,38.259998,1799800,38.259998
"64",38.169998,38.509998,37.540001,37.650002,1219500,37.650002
"65",37.84,38.099998,37.369999,37.439999,1290800,37.439999
"66",37.450001,37.470001,36.939999,37.23,1697100,37.23
"67",37.18,37.509998,37.07,37.419998,932200,37.419998
"68",37.529999,37.529999,36.93,37.220001,2363300,37.220001
"69",37.130001,37.619999,37.040001,37.619999,1400400,37.619999
"70",37.630001,37.91,37.400002,37.470001,817900,37.470001
"71",37.43,37.639999,37.290001,37.32,995600,37.32
"72",37.610001,38.639999,37.610001,38.07,1671800,38.07
"73",38.049999,38.560001,37.880001,38.52,1466300,38.52
"74",38.630001,38.860001,38.349998,38.43,1136000,38.43
"75",38.52,38.549999,37.98,38.509998,864200,38.509998
"76",39.150002,39.639999,38.799999,39.529999,3230500,39.529999
"77",40.200001,40.360001,39.549999,39.91,2929800,39.91
"78",40.18,40.639999,40.009998,40.27,1591000,40.27
"79",40.200001,40.299999,39.880001,39.900002,1556100,39.900002
"80",40.16,40.610001,39.830002,40.419998,3055900,40.419998
"81",39.07,39.970001,38.630001,39,4589600,39
"82",39.299999,39.34,38.630001,39.150002,2190600,39.150002
"83",39.360001,39.689999,39.139999,39.380001,1851800,39.380001
"84",39.48,39.779999,39.009998,39.220001,1596600,39.220001
"85",39.290001,39.619999,39.080002,39.439999,1280000,39.439999
"86",39.540001,40.240002,39.459999,40.080002,1568700,40.080002
"87",40.110001,40.200001,39.650002,39.779999,911600,39.779999
"88",40.34,40.709999,39,39.060001,1714100,39.060001
"89",39,39.419998,38.970001,39.25,949700,39.25
"90",39.16,39.290001,38.599998,39.029999,1079100,39.029999
"91",39.029999,39.200001,38.540001,39.119999,1348900,39.119999
"92",40.099998,41.330002,40.099998,40.450001,3538800,40.450001
"93",40.810001,40.990002,40.459999,40.970001,1704100,40.970001
"94",40.73,40.75,39.529999,39.549999,1416300,39.549999
"95",39.34,39.77,38.869999,39.669998,1421100,39.669998
"96",39.880001,40.380001,39.790001,40.040001,1159400,40.040001
"97",40.029999,40.57,39.900002,40.490002,1553500,40.490002
"98",40.59,40.68,39.990002,40.07,958800,40.07
"99",40.23,40.439999,39.720001,39.799999,811900,39.799999
"100",39.939999,40.119999,39.470001,39.650002,1033100,39.650002
"101",39.619999,39.669998,39.32,39.490002,865100,39.490002
"102",39.369999,39.470001,38.990002,39.150002,2064700,39.150002
"103",39.220001,39.400002,38.849998,39.34,1863000,39.34
"104",39.810001,39.869999,38.98,39.209999,2934100,39.209999
"105",39.549999,39.630001,38.939999,39.049999,2277500,39.049999
"106",38.900002,39.599998,38.880001,39.369999,1511600,39.369999
"107",39.150002,39.439999,38.91,39.09,2499800,39.09
"108",39,39.220001,38.549999,39.200001,3059400,39.200001
"109",39.080002,39.59,38.529999,39.52,2230600,39.52
"110",39.610001,39.68,36.799999,37.32,3647300,37.32
"111",36.880001,37.48,35.77,37.43,3568700,37.43
"112",37.66,38.009998,37.43,37.939999,986100,37.939999
"113",38.110001,38.369999,37.470001,37.849998,1584100,37.849998
"114",37.419998,37.759998,37.330002,37.639999,826900,37.639999
"115",37.599998,37.849998,37.41,37.830002,1718800,37.830002
"116",38.040001,38.259998,37.889999,38,1149600,38
"117",38.02,38.200001,37.450001,37.470001,1081300,37.470001
"118",37.599998,38.130001,37.599998,37.73,962400,37.73
"119",37.810001,38.02,37.59,37.790001,754600,37.790001
"120",37.849998,38.369999,37.599998,38.290001,1203400,38.290001
"121",38.290001,38.5,37.57,37.830002,1009000,37.830002
"122",37.630001,38.060001,37.139999,37.200001,973200,37.200001
"123",37.490002,38.040001,37.209999,37.73,1194500,37.73
"124",37.810001,38.200001,37.080002,37.740002,1667800,37.740002
"125",37.77,38.029999,37.419998,37.439999,1279400,37.439999
"126",37.669998,38.029999,37.029999,37.130001,500500,37.130001
"127",37.700001,39.200001,37.630001,38.630001,2463800,38.630001
"128",38.32,38.439999,37.82,37.98,1589700,37.98
"129",38.27,38.900002,37.5,38.490002,1286700,38.490002
"130",38.529999,38.68,38.119999,38.5,1085100,38.5
"131",38.509998,38.900002,38.299999,38.880001,1690200,38.880001
"132",39.110001,39.939999,39.060001,39.5,1915000,39.5
"133",39.599998,40.099998,39.279999,40.07,1765300,40.07
"134",38.990002,40.200001,38.650002,40.119999,1958100,40.119999
"135",40.189999,40.490002,39.810001,40.23,2017200,40.23
"136",40.09,40.549999,40.02,40.470001,898400,40.470001
"137",40.619999,41.560001,40.5,41.099998,1566400,41.099998
"138",40.5,40.830002,40.040001,40.709999,1744500,40.709999
"139",40.650002,40.740002,40.34,40.369999,640700,40.369999
"140",40.450001,40.709999,40.209999,40.549999,782800,40.549999
"141",40.619999,40.950001,40.450001,40.709999,1831500,40.709999
"142",40.759998,40.889999,40.240002,40.580002,1940100,40.580002
"143",39.549999,40.799999,38.18,38.419998,6275300,38.419998
"144",38.279999,38.57,37.400002,37.470001,2306200,37.470001
"145",37.599998,37.75,36.799999,36.91,2310800,36.91
"146",37.139999,37.150002,36.709999,36.799999,1590500,36.799999
"147",37,37.110001,35.869999,36.369999,1786600,36.369999
"148",36.369999,36.619999,36.029999,36.400002,1414400,36.400002
"149",36.380001,37,36.23,36.84,3206600,36.84
"150",36.82,37.080002,36.43,36.830002,2037600,36.830002
"151",36.669998,36.880001,36.43,36.52,1158500,36.52
"152",36.25,36.720001,36.169998,36.700001,1380300,36.700001
"153",36.419998,36.75,36.02,36.110001,1652900,36.110001
"154",35.919998,36.57,35.900002,36.48,1197600,36.48
"155",36.790001,37.200001,36.759998,37.049999,706900,37.049999
"156",37.200001,37.200001,36.700001,36.810001,596700,36.810001
"157",36.810001,37.290001,36.779999,37.189999,738200,37.189999
"158",37.049999,37.369999,36.5,36.52,620200,36.52
"159",36.57,36.93,36.41,36.650002,710600,36.650002
"160",36.599998,36.959999,36.450001,36.93,678600,36.93
"161",37.029999,37.669998,37.02,37.52,823100,37.52
"162",37.259998,37.439999,37.02,37.099998,590600,37.099998
"163",37.169998,37.52,37.110001,37.23,745200,37.23
"164",37.48,37.650002,37.080002,37.18,890900,37.18
"165",37.209999,37.32,37.040001,37.259998,1076200,37.259998
"166",37,37.490002,36.950001,37.360001,529600,37.360001
"167",37.389999,37.900002,37.349998,37.84,557800,37.84
"168",37.950001,38.419998,37.91,38.200001,1326600,38.200001
"169",38.41,38.610001,38.060001,38.299999,716500,38.299999
"170",37.900002,38.330002,36.66,36.740002,1806800,36.740002
"171",36.849998,37.419998,36.630001,37.400002,1189100,37.400002
"172",37.5,37.700001,37.099998,37.349998,782500,37.349998
"173",37.59,38.450001,37.52,37.560001,1171600,37.560001
"174",37.830002,38.540001,37.830002,38.240002,1162400,38.240002
"175",38.389999,38.52,37.900002,38.48,769200,38.48
"176",38.299999,38.470001,37.93,37.939999,1073800,37.939999
"177",37.810001,38.119999,37.389999,38.049999,839000,38.049999
"178",37.970001,38.66,37.970001,38.66,1882800,38.66
"179",38.799999,39.07,38.59,38.59,1279400,38.59
"180",38.860001,38.880001,38.490002,38.540001,718200,38.540001
"181",38.509998,38.639999,37.849998,38.240002,707500,38.240002
"182",38.27,39.509998,38.029999,38.32,797100,38.32
"183",38.16,38.66,38.150002,38.34,611900,38.34
"184",38.299999,38.369999,37.389999,37.549999,851600,37.549999
"185",37.740002,37.939999,37.189999,37.459999,942700,37.459999
"186",37.599998,37.990002,37.580002,37.700001,2597800,37.700001
"187",37.59,37.59,35.900002,35.91,3197600,35.91
"188",35.860001,36.200001,35.439999,35.84,3306600,35.84
"189",35.91,36.939999,35.91,36.349998,2208900,36.349998
"190",36.490002,36.970001,36.43,36.73,1518900,36.73
"191",36.75,36.970001,36.580002,36.869999,974600,36.869999
"192",36.939999,38.330002,36.849998,38.290001,2698200,38.290001
"193",38.18,39.150002,38.119999,39.029999,1854300,39.029999
"194",38.990002,39.200001,38.619999,38.77,1235900,38.77
"195",38.82,38.93,38.389999,38.450001,865900,38.450001
"196",38.419998,38.919998,38.330002,38.68,625400,38.68
"197",38.57,38.759998,38.470001,38.509998,1050800,38.509998
"198",38.75,39.240002,38.650002,39.080002,936900,39.080002
"199",39.119999,39.25,38.549999,38.939999,837700,38.939999
"200",39.099998,39.66,38.990002,39.259998,1121300,39.259998
"201",39.990002,40.400002,39.299999,40.290001,2380400,40.290001
"202",40.040001,40.220001,39.41,40.220001,1275300,40.220001
"203",40.34,40.560001,40.099998,40.32,1146900,40.32
"204",40.299999,40.48,39.970001,40.169998,928200,40.169998
"205",40.16,40.389999,39.849998,40,1156300,40
"206",40,40.27,39.48,39.700001,902500,39.700001
"207",39.779999,40.27,39.509998,40.099998,1530900,40.099998
"208",37.27,40.349998,37.150002,38.740002,5134200,38.740002
"209",38.720001,39.700001,38.630001,39.5,2105900,39.5
"210",39.639999,39.889999,39.299999,39.41,1443000,39.41
"211",39.419998,39.459999,38.32,38.77,2354500,38.77
"212",38.459999,39.029999,38.119999,38.610001,1619600,38.610001
"213",38.509998,39.080002,38.5,39.009998,1201600,39.009998
"214",38.889999,39.290001,38.619999,39.25,1543300,39.25
"215",39.450001,39.529999,38.84,39.09,1430000,39.09
"216",39.139999,40.099998,39,39.91,1984700,39.91
"217",39.669998,40.040001,39.130001,39.490002,1582800,39.490002
"218",39.490002,40.09,39.220001,39.939999,1602400,39.939999
"219",39.84,40.380001,39.68,40.349998,1775600,40.349998
"220",39.950001,40.41,39.43,40.02,1439100,40.02
"221",39.630001,40.240002,39.400002,39.900002,1430300,39.900002
"222",40.099998,40.73,39.919998,40.259998,2134400,40.259998
"223",40.259998,40.509998,39.98,40.310001,1303800,40.310001
"224",40.41,40.990002,40.209999,40.77,1364900,40.77
"225",41,41.52,40.84,41.32,1898600,41.32
"226",41.5,42,41.330002,41.77,1641200,41.77
"227",41.84,42.080002,41.650002,41.91,564800,41.91
"228",41.91,42.240002,41.779999,41.830002,2842600,41.830002
"229",42.080002,42.310001,41.630001,42.16,1103900,42.16
"230",42.110001,42.169998,41.02,41.439999,1135900,41.439999
"231",41.77,42.18,41.330002,42.060001,1364300,42.060001
"232",41.98,42.279999,41.200001,42.189999,1187100,42.189999
"233",42.419998,42.490002,41.509998,41.540001,1343100,41.540001
"234",41.259998,41.970001,41.07,41.099998,1559700,41.099998
"235",40.950001,41.419998,40.5,41.290001,1259300,41.290001
"236",41.380001,41.639999,41.040001,41.419998,1522700,41.419998
"237",41.619999,42.029999,41.57,41.950001,965900,41.950001
"238",41.939999,42.380001,41.799999,42.220001,1202600,42.220001
"239",41.529999,42.59,41.459999,42.18,1332900,42.18
"240",42.34,43.080002,42.209999,42.650002,1236600,42.650002
"241",42.799999,43.049999,42.560001,42.709999,1495000,42.709999
"242",42.84,43.799999,42.84,43.639999,2865300,43.639999
"243",43.889999,44.700001,43.689999,44.27,1853700,44.27
"244",44.25,45.639999,44.09,45.09,2206000,45.09
"245",45.5,45.5,43.700001,44.869999,1740500,44.869999
"246",45,45,43.91,43.990002,1559500,43.990002
"247",44.049999,44.240002,43.610001,43.919998,1438000,43.919998
"248",43.610001,44.310001,43.610001,44.16,1298200,44.16
"249",44.200001,44.290001,43.919998,44.060001,569700,44.060001
"250",44.09,44.119999,43.830002,44.009998,1392300,44.009998
"251",44.110001,44.189999,43.689999,43.689999,894600,43.689999
"252",43.759998,44.459999,43.560001,44.349998,1288700,44.349998
"253",44.299999,45.139999,44.169998,45.029999,1514500,45.029999
"254",45.110001,45.23,43.959999,44,2530900,44
"255",44.32,44.540001,43.919998,44.099998,1430400,44.099998
"256",44.290001,45.040001,44.009998,45,1191000,45
"257",44.689999,44.84,43.970001,44.32,1381300,44.32
"258",44.060001,44.220001,43.48,44.099998,1178900,44.099998
"259",44.09,44.610001,43.900002,44.259998,1271000,44.259998
"260",44.439999,45.130001,44.299999,44.939999,1462000,44.939999
"261",45.029999,45.790001,44.150002,44.34,1474200,44.34
"262",44.77,45.27,44.639999,45.09,1108600,45.09
"263",44.880001,45.900002,44.849998,45.709999,1942000,45.709999
"264",45.900002,46.43,45.650002,46.009998,2318700,46.009998
"265",45.799999,45.91,45.209999,45.849998,1350300,45.849998
"266",44.290001,45.91,43.549999,45.75,2701600,45.75
"267",45.950001,46.23,45.049999,45.25,1282800,45.25
"268",45.549999,45.810001,45.119999,45.41,756600,45.41
"269",45.110001,46.040001,45.09,45.860001,1237700,45.860001
"270",45.759998,46.240002,45.689999,45.959999,1667400,45.959999
"271",45.650002,46,45.630001,45.740002,1326700,45.740002
"272",45.389999,46.400002,45.360001,46.040001,1436200,46.040001
"273",45.75,46.27,45.470001,45.869999,1438500,45.869999
"274",45.709999,45.73,44.84,44.939999,1506600,44.939999
"275",44.27,45.700001,43.669998,43.830002,2854000,43.830002
"276",45.27,47,44.599998,46.540001,6704400,46.540001
"277",46.68,46.799999,45.5,45.509998,2566200,45.509998
"278",45.5,45.849998,44.470001,44.5,3713700,44.5
"279",45.23,46.869999,44.540001,46.540001,4262100,46.540001
"280",46.869999,47.200001,46.389999,46.48,2681200,46.48
"281",46.43,48.16,46.299999,48.119999,2518400,48.119999
"282",47.93,48.509998,47.68,48.380001,1566000,48.380001
"283",48.5,49.560001,48.200001,49.279999,1735500,49.279999
"284",49.029999,49.580002,48.939999,48.950001,1305200,48.950001
"285",48.43,49.619999,48.419998,49.060001,1138200,49.060001
"286",49.400002,49.970001,49.110001,49.110001,1596800,49.110001
"287",49.25,49.830002,49.02,49.200001,1695100,49.200001
"288",49.650002,49.939999,49.080002,49.869999,1255500,49.869999
"289",49.990002,50.389999,49.790001,50.32,1106600,50.32
"290",50.419998,50.869999,49.950001,49.950001,857900,49.950001
"291",49.82,51,49.580002,50.470001,1703400,50.470001
"292",50.720001,50.919998,49.27,49.509998,1899700,49.509998
"293",49.389999,50.560001,49.25,50.459999,1982500,50.459999
"294",50.23,51.23,49.880001,50.650002,1568400,50.650002
"295",50.889999,51.93,50.470001,51.849998,1949800,51.849998
"296",51.330002,52.549999,51.209999,52.470001,1755300,52.470001
"297",52.849998,54.130001,52.630001,54.09,2546600,54.09
"298",54.470001,54.68,53.959999,54.439999,1789700,54.439999
"299",54.439999,54.82,54.139999,54.68,1255300,54.68
"300",54.689999,54.950001,54,54.25,1253000,54.25
"301",54.23,54.630001,53.900002,54.540001,750400,54.540001
"302",54.619999,54.970001,54.040001,54.18,962200,54.18
"303",54.09,54.73,54,54,2274900,54
"304",52.68,53.470001,52.220001,53.349998,1385700,53.349998
"305",53.220001,54.139999,52.82,53.779999,717200,53.779999
"306",54.130001,55.18,53.810001,54.57,1527300,54.57
"307",53.959999,54.639999,53.5,53.610001,909600,53.610001
"308",53.580002,53.860001,52.919998,52.950001,1207800,52.950001
"309",53.860001,54.599998,53.450001,54.580002,978100,54.580002
"310",55.119999,55.34,52.970001,53.330002,1338400,53.330002
"311",53.330002,53.599998,51.970001,52.279999,2012800,52.279999
"312",52.75,53.77,52.450001,53.580002,1352100,53.580002
"313",53.110001,53.529999,52.029999,52.43,954400,52.43
"314",52.73,53.689999,52.73,53.43,1500000,53.43
"315",52.419998,54.48,52.240002,54.310001,1240100,54.310001
"316",54.349998,55.240002,54.189999,54.59,1007100,54.59
"317",54.23,54.970001,54.009998,54.330002,1241800,54.330002
"318",54.290001,55.459999,54.25,54.470001,1233600,54.470001
"319",55.169998,56.529999,54.700001,56.23,1456300,56.23
"320",54.68,56.349998,54.259998,54.830002,2301200,54.830002
"321",55.41,56.459999,55.41,56.09,1384100,56.09
"322",56.470001,56.470001,55.529999,55.84,816700,55.84
"323",56.450001,57.330002,56.099998,56.759998,1161400,56.759998
"324",57.200001,57.790001,57,57.669998,1454800,57.669998
"325",57.98,57.98,57.380001,57.490002,844400,57.490002
"326",57.25,57.549999,56.889999,57.41,764500,57.41
"327",57.279999,57.66,56.869999,57.150002,686200,57.150002
"328",57.57,57.82,56.68,56.740002,1554300,56.740002
"329",57.5,57.709999,55.52,56.07,1349000,56.07
"330",55.790001,55.98,54.259998,54.799999,2438000,54.799999
"331",55.169998,55.970001,54.98,55.419998,1646900,55.419998
"332",55.669998,56.139999,54.889999,54.93,1500700,54.93
"333",55.18,56.279999,54.970001,55.360001,1527300,55.360001
"334",55.009998,55.84,54.939999,55.740002,1238100,55.740002
"335",55.919998,56.439999,55.639999,55.939999,1347400,55.939999
"336",55.560001,56.490002,54.91,56.110001,2799100,56.110001
"337",55.77,56.099998,53.400002,54.740002,3490000,54.740002
"338",55.200001,55.82,54.759998,55.689999,1603300,55.689999
"339",55.380001,56.970001,55.290001,56.939999,2134000,56.939999
"340",57.049999,59.07,57.049999,59.02,2542000,59.02
"341",58.91,60.279999,58.84,60.16,1464700,60.16
"342",60.18,60.57,59.34,60.380001,1713500,60.380001
"343",60.380001,60.810001,59.16,59.549999,1295800,59.549999
"344",59.23,59.619999,58.279999,59.290001,1280200,59.290001
"345",59.439999,59.490002,58.470001,58.610001,1365000,58.610001
"346",58.490002,58.779999,57.759998,58.290001,1552200,58.290001
"347",58.32,59.02,58.209999,58.52,1512000,58.52
"348",59.25,59.689999,58.84,59.32,2164300,59.32
"349",59.41,59.709999,58.73,58.77,1352500,58.77
"350",58.23,59.200001,58.099998,59.169998,968400,59.169998
"351",59.32,60.82,59.279999,60.639999,2584200,60.639999
"352",60.470001,60.639999,59.93,60.369999,838900,60.369999
"353",60.200001,60.950001,59.810001,59.93,1475100,59.93
"354",60.349998,61.41,60.34,61.18,1312800,61.18
"355",61.16,62.130001,61,61.18,2020900,61.18
"356",61.560001,62.09,61.52,62,1255400,62
"357",62.48,62.650002,61.560001,62.470001,1135800,62.470001
"358",62.689999,63.27,62.029999,63.200001,1464700,63.200001
"359",63.299999,63.57,62.75,63.290001,1380700,63.290001
"360",63.389999,63.720001,60.830002,61.5,1745600,61.5
"361",61.5,62.669998,60.860001,62.529999,1315100,62.529999
"362",62.790001,63.349998,62.540001,63.25,908600,63.25
"363",63.330002,64.150002,62.919998,64.110001,1263400,64.110001
"364",64.379997,65.169998,64.160004,64.690002,1873000,64.690002
"365",65.089996,66.269997,65.089996,65.739998,1678600,65.739998
"366",65.900002,66,64.790001,65.279999,2620500,65.279999
"367",64.980003,66.32,64.730003,66.169998,2434000,66.169998
"368",63.200001,64.75,62.799999,64.32,2693800,64.32
"369",64.349998,65.550003,64.349998,65.080002,1231500,65.080002
"370",65.029999,65.459999,63.98,64.739998,1038300,64.739998
"371",64.830002,64.830002,63.279999,63.93,2304200,63.93
"372",63.470001,63.549999,61.529999,62.119999,2315200,62.119999
"373",62.470001,63.290001,62.169998,62.869999,1426400,62.869999
"374",63.23,63.59,61.720001,61.799999,1423300,61.799999
"375",61.560001,62.639999,61.080002,62.450001,963700,62.450001
"376",62.82,63.439999,62.34,62.43,1869300,62.43
"377",62.169998,63.970001,61.900002,63.93,939200,63.93
"378",64.120003,64.279999,63.369999,63.59,599700,63.59
"379",64.120003,64.400002,63.299999,64.330002,1770900,64.330002
"380",64.360001,65.120003,64.080002,64.970001,718800,64.970001
"381",65.290001,65.970001,64.410004,64.769997,1082100,64.769997
"382",65.110001,65.839996,65.010002,65.410004,1000200,65.410004
"383",65.029999,65.830002,64.790001,65.660004,740000,65.660004
"384",65.949997,67.449997,65.800003,67.230003,797900,67.230003
"385",67.080002,67.300003,66.230003,66.559998,976100,66.559998
"386",66.849998,67.019997,66.110001,66.230003,543900,66.230003
"387",66,67.220001,65.010002,66.940002,1203600,66.940002
"388",67.059998,67.199997,66.489998,66.809998,1409200,66.809998
"389",67.029999,68.050003,66.839996,67.449997,1604400,67.449997
"390",66.360001,68.349998,66.360001,67.980003,1015100,67.980003
"391",67.910004,68.309998,66.900002,68.220001,1165700,68.220001
"392",68.669998,68.790001,66.150002,66.75,1444700,66.75
"393",66.889999,68.669998,66.889999,68.43,1142400,68.43
"394",68.110001,68.830002,67.370003,68.57,1218100,68.57
"395",68.370003,68.550003,65.029999,65.809998,1268600,65.809998
"396",65.580002,65.739998,62.27,62.779999,2396000,62.779999
"397",63.099998,63.740002,62.369999,62.91,1947200,62.91
"398",63.23,64.870003,63.09,64.599998,2956600,64.599998
"399",70.5,73.870003,70,73.760002,4124000,73.760002
"400",73.989998,75.639999,73.089996,73.629997,2627400,73.629997
"401",73.489998,74.260002,72.82,73.629997,1456100,73.629997
"402",73.599998,74.419998,72.980003,73.059998,931800,73.059998
"403",73.029999,73.339996,72.150002,73.050003,1319500,73.050003
"404",73.349998,75.139999,73.139999,74.550003,1722600,74.550003
"405",74.010002,75.779999,73.849998,75.290001,1252900,75.290001
"406",75,75.57,74.239998,74.779999,1818700,74.779999
"407",75.290001,76.459999,74.199997,76.349998,912200,76.349998
"408",76.269997,76.949997,75.190002,76.220001,1522200,76.220001
"409",76.5,77.389999,76.370003,76.589996,1144700,76.589996
"410",76.5,76.690002,75.400002,76.5,948100,76.5
"411",76.900002,77.370003,76.040001,76.68,1252200,76.68
"412",77.269997,77.5,76.269997,76.610001,1236100,76.610001
"413",76.489998,78.010002,76.489998,77.720001,828200,77.720001
"414",77.5,79.089996,77.5,78.75,1170600,78.75
"415",78.959999,80.699997,78.949997,80.389999,889900,80.389999
"416",80.529999,81.199997,79.760002,80.309998,951300,80.309998
"417",80.639999,81.129997,80.080002,80.919998,916800,80.919998
"418",81.580002,83.059998,81.349998,82.510002,1225300,82.510002
"419",82.449997,83.629997,82.099998,83.050003,1124600,83.050003
"420",82.870003,84.120003,82.870003,83.760002,1732200,83.760002
"421",85.099998,86.160004,83.809998,86.080002,1966500,86.080002
"422",86.279999,86.559998,81.559998,83.519997,2092400,83.519997
"423",83.790001,85.769997,83.519997,85,1763500,85
"424",84.440002,86.790001,83.760002,85.519997,1071900,85.519997
"425",86.129997,87.989998,85.580002,87.849998,1554400,87.849998
"426",87.510002,88.839996,87,87.230003,2143100,87.230003
"427",87.339996,88.970001,86.349998,88.730003,1646500,88.730003
"428",89.230003,90.5,88.480003,89.93,1755000,89.93
"429",90.010002,91.269997,90.010002,90.349998,1529500,90.349998
"430",90.309998,90.730003,87.620003,88.169998,1418900,88.169998
"431",86.589996,89.440002,85.279999,88.43,1829600,88.43
"432",88.650002,88.940002,84.57,85.830002,2604000,85.830002
"433",84,86.440002,82.769997,85.709999,2715500,85.709999
"434",85.900002,87.160004,85.209999,85.480003,3201400,85.480003
"435",85.480003,87.709999,84.160004,87.25,2098000,87.25
"436",88.25,89.860001,88,89.510002,2332900,89.510002
"437",90,90.480003,88.730003,89.550003,1872500,89.550003
"438",90.07,92.25,90.07,91.760002,2313900,91.760002
"439",91.199997,92.379997,89.769997,92.269997,2269000,92.269997
"440",93,94.370003,91.800003,92.290001,1859800,92.290001
"441",92.349998,92.470001,90.080002,91.18,2070900,91.18
"442",91.540001,92.650002,91.010002,91.5,1637700,91.5
"443",91.449997,91.699997,88.5,89.290001,1733200,89.290001
"444",87.690002,88.129997,84.589996,86.099998,3949800,86.099998
"445",86.199997,86.919998,81.830002,83.699997,3797300,83.699997
"446",83.050003,84.589996,82.010002,82.559998,3196200,82.559998
"447",83.110001,83.43,78.400002,79.57,33370600,79.57
"448",78.830002,79.779999,76.739998,77.120003,4072700,77.120003
"449",79.639999,80.980003,78.550003,79.949997,3729100,79.949997
"450",80.300003,81.290001,78.559998,80.150002,2581000,80.150002
"451",81.449997,82.989998,80.669998,82.709999,2237700,82.709999
"452",83.010002,83.739998,81.050003,81.660004,2707800,81.660004
"453",80.949997,82.510002,80.699997,81.709999,2829100,81.709999
"454",82.610001,83.959999,81.139999,81.199997,2278700,81.199997
"455",81.5,83.470001,80.839996,82.940002,2115100,82.940002
"456",80.800003,83.75,80.339996,83.400002,2095300,83.400002
"457",83.050003,83.949997,78.889999,79.099998,1787400,79.099998
"458",79.889999,81.809998,79.230003,81.099998,1806900,81.099998
"459",78.849998,79.93,77.160004,78.190002,1813900,78.190002
