"","RCL.Open","RCL.High","RCL.Low","RCL.Close","RCL.Volume","RCL.Adjusted"
"163",121.18,121.339996,119.970001,120.540001,1407100,112.701935
"164",120.980003,121.010002,119.949997,120.440002,962000,112.608437
"165",120.68,121.699997,120.419998,120.760002,1537400,112.907631
"166",119.389999,120.470001,118.650002,120.330002,1470100,112.5056
"167",120.239998,121.730003,119.660004,121.629997,1254200,113.721069
"168",122.349998,124.510002,122,124.459999,1784100,116.367043
"169",124.910004,125,123.82,124.239998,1202400,116.161346
"170",123.919998,123.919998,117.779999,119.040001,2768700,111.299484
"171",118.459999,119.559998,117.260002,118.82,2073800,111.093781
"172",119,119.879997,117.339996,117.540001,1535400,109.897018
"173",117,118.699997,115.599998,117.449997,2059700,109.812866
"174",120.050003,123.330002,120.010002,121.690002,2056900,113.777161
"175",121.800003,122.239998,120.480003,121.660004,1418200,113.7491
"176",121.239998,122.339996,120.599998,122.190002,1202600,114.244659
"177",121.660004,124.760002,121.129997,123.550003,2030800,115.516205
"178",121.550003,122.230003,119.809998,120.919998,2624300,113.057228
"179",120.949997,121.089996,118.739998,118.800003,1514500,111.075089
"180",118.860001,119.019997,117.489998,118.519997,1446200,110.813293
"181",118.519997,118.57,114.599998,115.540001,2812600,108.027061
"182",115.5,116.75,114.07,116.190002,2290600,109.201881
"183",115.919998,116.339996,114.809998,115.290001,1490900,108.356018
"184",114.57,115.099998,113.199997,113.879997,2098500,107.030815
"185",116.050003,119.489998,115.32,117.190002,2414300,110.141747
"186",117.339996,118.529999,115.540001,115.739998,1805400,108.778938
"187",115.150002,118.540001,115.089996,118.209999,2088500,111.100388
"188",118.089996,119.349998,116.730003,118.540001,1743900,111.410553
"189",118.379997,119.220001,117.550003,119.120003,1617500,111.955666
"190",119.199997,119.639999,117.82,119,1151300,111.842888
"191",119.089996,122.300003,119,121.669998,1694100,114.35228
"192",121.860001,124.230003,121.860001,123.660004,1819100,116.222603
"193",123.82,125,122.779999,123.389999,1076100,115.968842
"194",123.360001,124.639999,122.980003,124.529999,1111300,117.040276
"195",124.879997,126.07,124.589996,124.800003,1445500,117.294037
"196",125.43,125.860001,124.5,125.010002,1579600,117.491417
"197",124.779999,125.68,124.510002,125,1709400,117.482002
"198",125.349998,128.089996,125.269997,127.769997,1817900,120.085411
"199",127.580002,127.919998,126.5,127.389999,1231000,119.728264
"200",127.400002,127.660004,127,127.220001,1013600,119.568497
"201",127.480003,127.580002,124.849998,124.879997,1855100,117.369225
"202",124.5,124.650002,121.059998,121.120003,2822700,113.835381
"203",122.010002,122.699997,120.139999,120.709999,1898100,113.450027
"204",121,122.879997,120.75,121.739998,1503100,114.418091
"205",122,122.650002,121.370003,122.400002,1340400,115.038391
"206",121.75,122.860001,120.709999,121.279999,1288000,113.985756
"207",122.080002,123.279999,121.839996,123.059998,1036400,115.658699
"208",122.919998,125.82,121.699997,124.209999,2192900,116.739525
"209",123.669998,123.949997,121.330002,121.989998,1986600,114.653053
"210",122.370003,125.260002,122.190002,123.769997,1455000,116.325996
"211",124.25,124.75,120.279999,120.860001,2091700,113.591003
"212",121.019997,124.589996,120.93,123.089996,2195200,115.68689
"213",123.449997,123.800003,122.769997,123.18,839800,115.771469
"214",123.639999,127.239998,123.639999,125.339996,2427400,117.801575
"215",132.190002,133.75,126.860001,129.229996,3568500,121.457603
"216",129.490005,130.179993,128.360001,128.919998,1778700,121.166245
"217",128.380005,129.080002,126.120003,126.669998,2007600,119.051575
"218",125.169998,125.389999,120.760002,124.220001,2426700,116.748932
"219",122.889999,124.75,122.860001,124.480003,1342000,116.993286
"220",122.779999,123.669998,121.389999,123.510002,1818900,116.081619
"221",122.919998,123.800003,121.669998,122.519997,1038200,115.151169
"222",122.980003,123.739998,121.639999,122.790001,1368600,115.40493
"223",122.190002,124.529999,122.190002,124.400002,1458400,116.918106
"224",124.400002,124.839996,122.779999,123.949997,1009300,116.495163
"225",124.529999,125.529999,123.18,124.790001,1086500,117.284645
"226",125.290001,125.639999,124.32,125.449997,819500,117.904945
"227",125.900002,125.900002,124.660004,125.209999,488600,117.679375
"228",125.449997,126.190002,124.870003,125.25,859300,117.71698
"229",125.419998,127.150002,124.709999,125.800003,1143100,118.23391
"230",126.339996,126.510002,124.040001,124.699997,1062500,117.20005
"231",123.650002,125.139999,120.07,123.879997,2426900,116.429359
"232",123.849998,125.919998,122.519997,125.230003,1847600,117.698196
"233",127,127.82,125.080002,125.080002,1626100,117.557205
"234",125.279999,125.879997,122.720001,122.82,1268000,115.433136
"235",123,123.559998,121.610001,123.019997,1370600,115.621101
"236",123.5,124.800003,122.470001,124.050003,1298800,116.589149
"237",124.440002,126.589996,124.089996,125.230003,1276100,117.698196
"238",125.379997,126.050003,124.459999,125.449997,902900,117.904945
"239",125.269997,125.580002,123.459999,123.830002,1156100,116.382385
"240",123.739998,123.839996,121.57,121.690002,1103200,114.371086
"241",121.879997,122.790001,121.110001,121.660004,1418600,114.342888
"242",122.370003,125.650002,122.370003,125.089996,1989200,117.566597
"243",125.370003,129.669998,125.18,126.580002,2009300,118.966988
"244",127.330002,128.619995,126.389999,126.550003,1270000,118.938797
"245",126.239998,127.120003,123.349998,123.480003,1341300,116.606285
"246",123.959999,124.440002,121.339996,121.75,1346200,114.972588
"247",121.43,122.190002,120.410004,121.059998,1077900,114.320999
"248",120.800003,120.93,119.849998,120.18,638300,113.489998
"249",120.029999,121.529999,120.029999,121.209999,576500,114.462654
"250",121.349998,121.599998,120.309998,120.879997,598700,114.151016
"251",121.129997,121.470001,119.209999,119.279999,924700,112.640076
"252",120.169998,120.519997,119.580002,120.379997,1317400,113.678848
"253",121.230003,124.449997,121.040001,123.580002,2295100,116.700714
"254",124,124.290001,121.860001,122.459999,1118100,115.643059
"255",122.720001,122.860001,120.629997,121.230003,1181900,114.481544
"256",120.989998,121.720001,120.120003,121.089996,1023800,114.349327
"257",121.790001,124.120003,121.400002,123.150002,1191800,116.294662
"258",123,124.379997,122.919998,123.059998,1015000,116.209663
"259",125,125.989998,123.730003,125.410004,1297400,118.428856
"260",125.5,127.650002,125.230003,127.529999,1523800,120.430832
"261",128.380005,129.25,125.790001,126.75,1340300,119.69426
"262",127.559998,130.610001,126.980003,130.210007,1754400,122.961655
"263",130,130.5,128.929993,129.320007,1328400,122.121193
"264",130.309998,130.410004,128.800003,128.970001,1445500,121.790672
"265",128.880005,128.889999,126.540001,128.699997,1738100,121.535713
"266",128.830002,129.139999,126.669998,127.220001,2094500,120.138092
"267",127.919998,134.759995,127.489998,132.509995,4607300,125.133614
"268",132.520004,132.679993,130.050003,131.929993,2058200,124.585884
"269",132.600006,135.190002,132.119995,134.979996,1569000,127.466133
"270",134.550003,135.649994,133.75,134.770004,1302100,127.267799
"271",134.220001,135.100006,132.820007,133.279999,1379100,125.860756
"272",133.270004,134.809998,133.179993,133.550003,1455600,126.11573
"273",133.350006,134.190002,132.860001,133.309998,1296800,125.889061
"274",132.679993,133.279999,129.210007,129.660004,1416300,122.442261
"275",128.889999,129.940002,124.550003,125.370003,1783600,118.39106
"276",122.769997,128.029999,122.550003,127.660004,1756000,120.553596
"277",127.690002,130.089996,127.160004,128.520004,1761700,121.365723
"278",128.619995,128.679993,122.419998,122.449997,1221500,115.633629
"279",124.089996,125.610001,119.760002,124.470001,2334500,117.541191
"280",126.510002,130.5,125.970001,129.270004,2081600,122.073982
"281",128.600006,130.149994,127.75,129.029999,1732200,121.847321
"282",128.070007,131.339996,128.009995,130.529999,1538300,123.263824
"283",131.380005,131.990005,129.899994,131.710007,993100,124.378151
"284",131.100006,132.699997,130.270004,131.679993,1195700,124.3498
"285",131,132.919998,130.600006,131.559998,1155300,124.236481
"286",132.039993,133.089996,130.470001,130.550003,1459900,123.282715
"287",131.410004,133.020004,129.589996,129.600006,1652800,122.385605
"288",130.320007,130.779999,129.699997,130.199997,1045200,122.952202
"289",130.960007,131.270004,129.940002,130.399994,1058400,123.141068
"290",130.399994,130.619995,128.830002,128.860001,1264900,121.686798
"291",129.449997,130.130005,126.550003,126.599998,1836700,119.552605
"292",126.339996,127.449997,123.150002,123.970001,1681400,117.069008
"293",123,123.139999,120.959999,122.629997,1898500,115.803604
"294",121.620003,122.470001,120.440002,121.360001,1886800,114.604317
"295",121.599998,124.190002,121.199997,123.800003,2536300,117.489334
"296",122.779999,123.830002,122.239998,123.529999,1503900,117.233093
"297",124.349998,125.199997,124.059998,124.779999,1824300,118.419373
"298",125.690002,126.669998,124.43,126.620003,2276900,120.165588
"299",127.239998,127.239998,124.769997,125.260002,1173300,118.874916
"300",126.129997,127.019997,125.389999,125.949997,1145700,119.529739
"301",126.379997,126.650002,124.660004,125.629997,1259800,119.226044
"302",125.879997,126.150002,124.639999,124.650002,843500,118.296005
"303",124.529999,125.110001,124.260002,124.75,1262100,118.390915
"304",124.839996,125.589996,123.480003,124.419998,959300,118.077736
"305",125.290001,126.959999,124.389999,124.860001,1432400,118.495308
"306",124.830002,125.129997,123.080002,123.370003,1069600,117.081261
"307",124.110001,124.919998,120.050003,120.18,1697000,114.053871
"308",120.489998,120.959999,116.980003,117.040001,1607400,111.073921
"309",118.540001,119.970001,117.309998,119.919998,1035700,113.807114
"310",120,121.239998,117.690002,118.300003,966100,112.269691
"311",118.379997,118.93,115.940002,116.529999,1199300,110.58992
"312",117.230003,118.720001,116.550003,117.739998,1071900,111.738243
"313",118,118.660004,114.739998,116.260002,1228400,110.333687
"314",116.57,116.970001,114.620003,115.650002,875700,109.754776
"315",114.220001,117.099998,113.919998,116.849998,1057800,110.893608
"316",117.519997,118.790001,116.860001,117.82,1918000,111.814163
"317",117.139999,117.730003,114.019997,114.830002,1106300,108.976585
"318",115.889999,117.370003,115.059998,115.129997,1143300,109.261284
"319",116.169998,116.800003,110.879997,112.919998,2622300,107.163925
"320",112.769997,115.010002,112.709999,113.160004,1560600,107.391708
"321",113.629997,115.089996,113.510002,114.730003,1125400,108.881676
"322",115.379997,115.730003,113.25,113.739998,1136800,107.942146
"323",114.760002,116.089996,114.43,115.709999,1221600,109.811722
"324",116.309998,117.309998,116.25,116.959999,1521700,110.998001
"325",117.699997,118.959999,117.220001,118.300003,1268400,112.269691
"326",117.830002,119.080002,117.82,117.980003,1561800,111.966011
"327",118.449997,119.980003,118.129997,119.089996,2333600,113.019424
"328",119.550003,120.730003,118.849998,119.709999,1596400,113.607826
"329",120.519997,120.580002,116.639999,117.269997,1343500,111.292191
"330",117.129997,118.800003,115.779999,118.489998,1594900,112.450005
"331",119.900002,120.220001,112.709999,112.93,3166500,107.173424
"332",113.209999,115.449997,111.040001,111.82,3348700,106.12001
"333",112.239998,112.639999,107.959999,108.190002,4778300,102.675041
"334",108.360001,109.559998,107.050003,109.559998,3112900,103.975212
"335",109.599998,109.839996,106.989998,107.190002,2076500,101.726028
"336",107.050003,107.239998,105.110001,106.339996,1578100,100.919357
"337",105.940002,108.199997,105.309998,107.360001,1514300,101.88736
"338",107.449997,107.449997,104.699997,105.059998,2114100,99.704582
"339",105,106.620003,103.760002,104.07,2493800,98.765068
"340",104.400002,105.330002,103.870003,105.169998,2025800,99.80899
"341",106.230003,107.949997,106.010002,107.269997,2159300,101.801941
"342",107.300003,107.519997,106.07,107.059998,3280600,101.602646
"343",107,107.519997,106.059998,107.129997,1273000,101.669075
"344",106.75,107.449997,106.150002,106.620003,2050900,101.185081
"345",106.589996,108.709999,106.480003,107.989998,1953200,102.485237
"346",107.870003,108.580002,107.040001,107.349998,1742300,101.877853
"347",107.190002,107.389999,105.900002,106.959999,1784100,101.507751
"348",107.970001,108.139999,107,107.220001,1004500,101.754501
"349",107.199997,107.769997,106.639999,107.510002,975800,102.029724
"350",107,107.839996,105.019997,106.330002,2121300,100.909866
"351",106.5,107.239998,105.75,106.699997,1466900,101.261009
"352",106.779999,110.419998,106.510002,109.800003,2520800,104.20298
"353",108.800003,109.779999,105.019997,105.779999,2659400,100.387901
"354",106.879997,106.900002,105.050003,106.050003,1328600,100.64415
"355",105.970001,106.160004,104.599998,104.980003,1619200,99.628685
"356",104.919998,106.639999,104.599998,106.330002,1519900,101.489922
"357",106.339996,107.029999,105.639999,106.510002,1524800,101.661728
"358",103.400002,104.669998,101.199997,102.150002,3661800,97.500191
"359",101.93,104.889999,101.419998,104.379997,2641300,99.628685
"360",104.489998,105.760002,103.940002,104.400002,1153800,99.647774
"361",104.010002,104.199997,102.550003,103.480003,1504800,98.769646
"362",103.599998,104.5,103.550003,103.68,1235000,98.960533
"363",104.059998,108.269997,103.910004,105.699997,3381600,100.888588
"364",106.510002,109.480003,106.080002,107.980003,2570300,103.064812
"365",111.919998,115.550003,110.809998,113.5,5100800,108.333534
"366",113.18,114.889999,112.449997,114.510002,3380700,109.297569
"367",113.129997,114.870003,111.699997,114.620003,2004700,109.402557
"368",113.470001,114.129997,111.580002,112.300003,2359800,107.188171
"369",113.190002,114.400002,111.459999,111.550003,2118100,106.472305
"370",111.209999,111.959999,110,110.220001,2657200,105.202835
"371",110.5,111.669998,109.550003,111.550003,2468600,106.472305
"372",109.120003,109.349998,104.57,105.389999,3431700,100.592697
"373",105.290001,106.800003,105.040001,106.300003,1514600,101.461288
"374",107.349998,107.510002,104.669998,104.769997,2171200,100.000916
"375",105.080002,105.139999,102.919998,104.290001,1877200,99.542778
"376",104.510002,105.160004,103.5,103.599998,2436000,98.884186
"377",103.050003,104.209999,102.639999,103.959999,2806300,99.227791
"378",104.440002,105.260002,103.18,103.440002,1326800,98.731468
"379",104.010002,104.580002,103.400002,103.879997,1397800,99.151436
"380",103.980003,104.980003,103.459999,104.739998,1633400,99.97229
"381",106.129997,108.18,105.629997,108.150002,2270200,103.227066
"382",108.029999,109.449997,107.529999,109.129997,1441000,104.16246
"383",107.690002,109.449997,107.599998,109.239998,1525400,104.267441
"384",109.690002,110.540001,108.660004,108.940002,1694700,103.98111
"385",109.209999,110.300003,107.199997,107.870003,1548500,102.959808
"386",108.470001,109.18,107.519997,109.080002,1309300,104.114738
"387",108.730003,110.419998,108.360001,109.349998,1171400,104.372444
"388",112.75,114.370003,111.040001,112.82,2557100,107.684502
"389",112.510002,113,111.290001,111.480003,1283300,106.405495
"390",111.040001,111.540001,110.110001,110.559998,1001900,105.527359
"391",110.68,111.190002,109.610001,109.75,1088900,104.754242
"392",110.010002,110.25,108.57,109.18,1205100,104.21019
"393",109.620003,110.900002,108.389999,110.769997,1137600,105.727806
"394",110.349998,112.330002,110.339996,111.559998,1268000,106.481842
"395",112.25,112.669998,111.239998,111.769997,1283700,106.682289
"396",111.830002,111.940002,110.120003,111.029999,1203500,105.975967
"397",111.610001,113.040001,110.519997,112.760002,1663500,107.627228
"398",113.089996,113.25,109.980003,109.989998,1864400,104.983307
"399",109.410004,116.620003,104.239998,114.349998,5626500,109.144852
"400",114.800003,116.410004,112.389999,112.419998,2241200,107.302704
"401",111.910004,112.220001,110.410004,111.690002,2501900,106.605927
"402",111.879997,112.720001,111.540001,112.199997,1387200,107.09272
"403",112.410004,112.849998,110.82,111.089996,1328200,106.033234
"404",113.309998,115.349998,113.010002,114.18,2041000,108.98259
"405",114.07,115.459999,113.550003,113.639999,1611700,108.467171
"406",113.459999,115.379997,113.059998,113.620003,1329800,108.448074
"407",113.629997,116.839996,113.459999,116.389999,1824000,111.091988
"408",115.480003,115.779999,113.540001,114.470001,1288600,109.259392
"409",115.629997,116.269997,115.029999,115.489998,1060800,110.232948
"410",115.300003,116.269997,114.790001,115.720001,1068900,110.452484
"411",116.18,117.190002,115.82,116.82,1204600,111.502419
"412",117.150002,119.739998,117.150002,118.5,1604300,113.105934
"413",118.019997,119.639999,117.589996,118.330002,1291500,112.94368
"414",117.839996,118.800003,117.290001,118.029999,1223900,112.657333
"415",118.480003,120.309998,118.300003,119.709999,1245100,114.260872
"416",120.400002,121.949997,119.839996,119.980003,2014900,114.518578
"417",120.43,120.529999,118.589996,120.150002,1203000,114.680832
"418",123.489998,124.629997,123,123.949997,2180800,118.307861
"419",123.389999,123.389999,122.050003,122.910004,1037600,117.315208
"420",123.050003,123.370003,122.18,122.580002,936700,117.000229
"421",122.239998,122.970001,120.040001,121.150002,1585000,115.635315
"422",121.139999,121.610001,119.970001,120.839996,1143100,115.339424
"423",122.370003,124.470001,122,124.040001,2366500,118.393761
"424",123.449997,124.540001,123.169998,124.360001,1166800,118.699203
"425",125,125.82,123.790001,123.919998,1399200,118.279221
"426",122.970001,123.190002,122.040001,122.519997,1335400,116.942955
"427",122.82,124.279999,121.760002,123.699997,1467600,118.069237
"428",124.099998,126.360001,123.949997,125.860001,1729200,120.130913
"429",126.099998,129.940002,126.040001,129.289993,2517500,123.404793
"430",128.830002,130.690002,128.520004,128.740005,1636700,122.879837
"431",128.949997,131.649994,127.239998,131,2187400,125.036964
"432",130.970001,131.699997,129.669998,131.240005,1354700,125.266029
"433",131.320007,132.470001,130.589996,132.139999,1626100,126.801392
"434",133.570007,133.600006,131.130005,131.470001,2411600,126.158463
"435",131.289993,131.289993,129.389999,130.020004,1462600,124.767036
"436",130.380005,130.490005,129.210007,129.419998,1565900,124.191277
"437",130,131.309998,129.110001,129.300003,1838200,124.076111
"438",124.959999,129.600006,123.25,129.320007,4393100,124.095306
"439",129.320007,130.990005,129.039993,129.940002,1525200,124.690262
"440",130.330002,131.479996,129.309998,129.639999,1207500,124.402382
"441",130.050003,130.199997,128.199997,128.399994,1193900,123.212479
"442",128.740005,129.080002,127.68,128.070007,1099300,122.895821
"443",127.480003,127.809998,123.860001,125.510002,2297700,120.43924
"444",125.629997,126.68,122.870003,123.669998,1744800,118.673576
"445",123.660004,124.940002,122.849998,124.459999,1180300,119.431664
"446",124.040001,124.669998,122.669998,123.089996,1042600,118.116997
