"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"886",98.620003,102.010002,98.620003,101.599998,2925200,96.829605
"887",102.5,104.260002,101.519997,102.68,3573100,97.858902
"888",102.660004,103.360001,100.400002,101.260002,3445800,96.505585
"889",103.870003,105.330002,101.699997,104.07,3991000,99.183632
"890",101.849998,106.669998,101.339996,104.989998,4029200,101.178482
"891",104.290001,105.129997,102.989998,103.019997,2953300,99.279999
"892",102,103.629997,101.550003,102.940002,2401000,99.202911
"893",103.690002,108.279999,103.690002,107.699997,3502400,103.7901
"894",106.639999,107.790001,106.050003,106.629997,2529900,102.758942
"895",106.010002,108.279999,105.849998,107.339996,2062500,103.443161
"896",108.07,108.870003,106.730003,106.839996,1991200,102.961327
"897",105.75,105.75,103.839996,104.919998,1884300,101.111023
"898",104.410004,105.629997,104.410004,104.830002,1335800,101.024292
"899",104.32,109.300003,104.050003,108.949997,2604900,104.994713
"900",106.449997,106.620003,104.339996,106.269997,1736700,102.41201
"901",106.449997,106.779999,104.059998,106.669998,2082300,102.797493
"902",106.540001,107.599998,105.300003,105.93,1913200,102.084351
"903",106.139999,106.139999,104.830002,105.290001,1645300,101.467598
"904",106.190002,106.779999,105.360001,106.559998,2290700,102.691483
"905",105.790001,107.379997,105.650002,107.029999,1632600,103.144424
"906",105.830002,110.029999,105.809998,109.699997,2797800,105.717491
"907",110.150002,111.610001,109.379997,109.660004,2066900,105.678947
"908",112.739998,115.290001,111.93,112.470001,2910700,108.386932
"909",114.730003,114.849998,110.400002,112,2005600,107.933998
"910",110.459999,111.790001,109.830002,111.010002,1271000,106.979942
"911",109.800003,112.489998,109.5,111.75,1831000,107.693069
"912",110.400002,111.050003,109.540001,110.330002,2513600,106.324615
"913",109.940002,110.330002,106.809998,107.080002,2431300,103.192619
"914",106.870003,108.75,106.169998,106.389999,1989200,102.527657
"915",105.080002,106.43,104.410004,106.080002,2003900,102.22892
"916",105.800003,106.989998,105.5,106.449997,2208300,102.58548
"917",106.889999,109.879997,106.5,109.800003,1704700,105.813866
"918",111.449997,112,109.57,110.769997,2044200,106.748642
"919",110.510002,111.32,109.519997,110.309998,2058200,106.305351
"920",110.040001,113.480003,109.550003,112.5,1857200,108.415848
"921",113.199997,113.199997,111.410004,112.349998,1311800,108.271286
"922",112.040001,112.260002,111.099998,111.199997,2158300,107.163033
"923",109.809998,112.389999,109.540001,111.599998,1705800,107.548515
"924",111,113,110.620003,112.400002,1624900,108.319481
"925",113.760002,116.669998,110.940002,111.669998,1869700,107.615974
"926",113.970001,115.559998,111.339996,113.099998,1466800,108.994057
"927",111.610001,112.110001,108.839996,110.300003,2045300,106.295715
"928",111.279999,111.279999,109.769997,109.910004,1074900,105.919868
"929",110.610001,111.589996,108.190002,108.220001,2031400,104.291222
"930",109.080002,111.260002,108.349998,110.75,1632000,106.729378
"931",111.5,115.080002,111.230003,114.18,1504300,110.034851
"932",113.699997,114.43,110.699997,111.290001,1998400,107.249763
"933",111.150002,115.129997,110.739998,113.639999,2254100,109.514458
"934",111.580002,113.589996,111,111.879997,1767400,107.818359
"935",110.989998,112.400002,110.669998,111.760002,2233000,107.702705
"936",108.919998,110.57,107.480003,108.839996,2097800,104.888718
"937",108.18,108.839996,104.169998,105.360001,2879400,101.535049
"938",105.730003,107.339996,102.419998,102.480003,2013000,98.759613
"939",103.43,105.389999,101.580002,103.449997,1895800,99.694389
"940",102.260002,105.050003,102.010002,104.900002,1381300,101.091743
"941",106.82,109.150002,106.550003,108.129997,1543000,104.204491
"942",107.5,107.760002,105.160004,106.93,1625300,103.048058
"943",107.550003,110.279999,107.360001,109.910004,2501100,105.919868
"944",110.050003,110.900002,108.370003,109.43,1596500,105.457291
"945",108.089996,113,107.790001,112.160004,2125200,108.088181
"946",113.470001,114.970001,112.5,114.800003,1852000,110.632347
"947",115.989998,117.160004,112.589996,113.169998,1943200,109.061523
"948",114.339996,117.040001,114.25,115.18,2387000,110.998543
"949",115.800003,117.029999,115.099998,116.540001,2514100,112.309174
"950",117.110001,117.220001,114.839996,115.480003,1963500,111.287659
"951",115.510002,116.830002,115.220001,116.279999,1517300,112.058609
"952",115.860001,116.230003,111.900002,112.510002,2314400,108.425484
"953",112.18,114.389999,109.540001,109.830002,2675900,105.842766
"954",108.339996,109.559998,107.550003,109.559998,2503100,106.699806
"955",109.580002,111.510002,108.889999,111.480003,1982600,108.569687
"956",111.910004,112.230003,109.760002,109.989998,1949900,107.118576
"957",110.980003,113.849998,110.980003,112.059998,1826000,109.134529
"958",112.019997,112.730003,110.459999,110.639999,1281700,107.75161
"959",110.870003,115.389999,110.620003,115.32,1825000,112.309441
"960",116.220001,116.519997,113.599998,114.809998,1435700,111.812737
"961",113.360001,113.400002,110.080002,111.629997,1739900,108.715752
"962",111.059998,111.080002,108.980003,109.190002,1793700,106.339462
"963",107.709999,110.07,107.639999,108.720001,3221700,105.881729
"964",108.190002,110.660004,106.849998,109.82,1813100,106.953018
"965",109.459999,112.010002,108.589996,111.879997,2261500,108.959236
"966",113.489998,116.139999,112.190002,114.449997,3411600,111.462135
"967",117.290001,120.080002,116.860001,119.389999,3057500,116.273178
"968",116.199997,116.489998,112.199997,112.860001,2136100,109.913651
"969",113.129997,117.599998,113.099998,117.169998,2069300,114.11113
"970",117.839996,117.839996,114.139999,114.68,1682200,111.686134
"971",125.559998,129.559998,125.050003,127.980003,3978400,124.638924
"972",129,129,126,126.739998,3765800,123.431297
"973",127.400002,127.400002,123.019997,125.440002,3130700,122.165237
"974",123.309998,123.309998,118.790001,121,2269700,117.841141
"975",122,123.779999,121.5,122.779999,1560900,119.574669
"976",125.769997,127.019997,124.5,126.290001,5431000,122.99305
"977",124.919998,127.07,123.269997,126.889999,3668100,123.577385
"978",127.519997,131.309998,126.57,129.300003,3782400,125.924469
"979",128.059998,130.360001,126.25,130.300003,2205600,126.898361
"980",128.809998,130.320007,127.75,128.899994,2245100,125.534904
"981",132.220001,134.160004,130.660004,133.649994,2151100,130.160904
"982",136.639999,140.240005,136.149994,140.110001,2933900,136.452255
"983",139.100006,141.820007,137.479996,140.649994,3066400,136.978134
"984",140.600006,140.690002,138.75,139.789993,1178200,136.14061
"985",138.279999,139.539993,137.770004,138.070007,4297600,134.465515
"986",140.240005,141.399994,139.889999,140.720001,3129500,137.046341
"987",139.899994,141.690002,139.639999,141.380005,1849400,137.689102
"988",140.720001,142.130005,139.839996,141.25,2609900,137.5625
"989",142.800003,143.5,141.429993,142.529999,1526100,138.809067
"990",141.440002,141.949997,139.520004,141.809998,1634300,138.10788
"991",140.059998,142.429993,139.800003,141.429993,1364800,137.737793
"992",142.660004,143.820007,141.490005,143.279999,2053900,139.53949
"993",142.5,144.149994,141.669998,143.990005,1635900,140.230972
"994",142.940002,143.759995,139.300003,143.660004,1541100,139.909592
"995",145.369995,145.419998,141.029999,141.789993,2210900,138.088379
"996",142.639999,143.649994,141.070007,143.149994,2206500,139.412903
"997",143.850006,145.479996,142.880005,145.25,1767700,141.458069
"998",144.970001,145.690002,143.580002,145.020004,1565800,141.2341
"999",144.979996,145.490005,143.229996,144.910004,4523400,141.126938
"1000",146.050003,147.229996,142.660004,144.600006,2646500,140.825043
"1001",144.910004,145.179993,142.5,143.729996,2197200,139.977753
"1002",144.789993,147.669998,144.160004,146.699997,1317100,142.870224
"1003",146.429993,146.690002,144.669998,146.149994,518800,142.334564
"1004",147.020004,148.380005,145.850006,146.539993,1686800,142.714386
"1005",146.589996,146.669998,144.639999,144.869995,1015400,141.087997
"1006",145.470001,147.339996,145.080002,146.889999,1002600,143.055252
"1007",146.75,149.309998,145.830002,149,1353900,145.110153
