"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"139",126.410004,127.370003,125.879997,126.239998,1445300,110.998734
"140",126.239998,127.43,126.139999,127.139999,1495400,111.79007
"141",129.389999,130,128.869995,129.330002,2977400,113.715668
"142",129.169998,129.550003,126.790001,127.360001,2554700,111.983513
"143",127.279999,128.199997,126.730003,127.669998,2478700,112.256104
"144",127.57,128.020004,126.779999,127.650002,1568000,112.238518
"145",127.910004,129.279999,127.459999,128.800003,2013200,113.249657
"146",129.589996,130.410004,129.149994,130.410004,2392700,114.665298
"147",130.630005,130.929993,129.800003,130.679993,2055900,114.902679
"148",130.5,130.990005,129.889999,130.509995,2312200,114.753212
"149",131.309998,132.669998,130.910004,132.169998,2399600,116.212791
"150",131.940002,132.199997,130.509995,131.110001,2516900,115.280785
"151",130.600006,133.259995,130.600006,132.360001,2802900,116.37986
"152",131.660004,132.190002,130.910004,131.729996,2246800,115.825935
"153",130.399994,131.229996,128.600006,128.990005,2652000,113.416718
"154",128.720001,129.779999,127.639999,128.050003,2931700,112.590233
"155",129.419998,131.419998,128.960007,130.899994,2249600,115.096107
"156",131.770004,132.289993,130.190002,130.339996,2615700,114.603729
"157",130.919998,131.139999,129.259995,130.100006,3122900,114.392715
"158",129.580002,129.839996,127.18,127.300003,2770600,111.930771
"159",126.650002,128.119995,126.150002,127.110001,1511700,111.763702
"160",127.339996,127.339996,126.419998,126.599998,1376100,111.315285
"161",126.889999,127.839996,126.889999,127.510002,1216500,112.115417
"162",126.599998,128.029999,126.449997,127.529999,1082500,112.133003
"163",127.809998,128.029999,127.110001,127.669998,889500,112.256104
"164",128.179993,128.449997,127.629997,127.879997,990900,112.440742
"165",128.449997,128.449997,127.239998,127.550003,1720100,112.150597
"166",126.040001,126.82,125.25,126.269997,2052800,111.025108
"167",126.550003,126.870003,125.550003,125.790001,2300500,110.603081
"168",126.290001,126.32,124.650002,125.410004,2777100,110.268944
"169",125.830002,127.190002,125.110001,126.639999,1582300,111.350441
"170",125.660004,125.900002,123.379997,123.790001,2913000,108.844521
"171",124.470001,124.889999,123.239998,123.559998,1908900,108.642303
"172",123.519997,123.519997,119.769997,120.709999,3151900,106.136391
"173",120.5,122.419998,120.389999,121.510002,1953000,106.839806
"174",123,123.989998,122.660004,123.769997,2573000,108.826958
"175",124.190002,126.849998,124.150002,126.440002,2110500,111.174599
"176",125.970001,127.32,125.720001,127.300003,1775000,111.930771
"177",127.18,128.050003,127.029999,127.190002,1752700,111.834045
"178",126.720001,128.199997,126.449997,128.190002,3279000,112.713318
"179",128.729996,130.240005,128.550003,129.699997,2305900,114.041
"180",129.839996,131.529999,129.440002,131.279999,1758300,115.430252
"181",131.610001,133.690002,130.820007,133,2214500,116.942581
"182",133.350006,134.300003,132.830002,133.350006,1911700,117.250336
"183",132.899994,133.559998,132.110001,133.429993,1923200,117.320671
"184",133.309998,134.210007,132.669998,133.520004,1719500,117.399803
"185",132.860001,133.320007,132.25,132.429993,2436900,116.441422
"186",134.190002,135.669998,133.300003,134.320007,2235100,118.10321
"187",134.509995,134.809998,132.910004,134.460007,1481200,118.226334
"188",134.279999,135.729996,134.259995,134.770004,2052900,118.498901
"189",135.259995,135.610001,134.259995,135.119995,1745400,118.806633
"190",135.229996,135.5,133.850006,134.179993,2182700,117.98011
"191",134.179993,135.199997,133.710007,134.270004,1928000,118.05928
"192",133.820007,136.130005,133.110001,135.539993,1358600,119.175926
"193",136.229996,136.919998,134.639999,135.690002,1466600,119.307831
"194",136,136.210007,135.110001,135.610001,869100,119.237457
"195",135.529999,136.899994,135.490005,136.720001,1409900,120.213455
"196",136.270004,136.679993,135.529999,136.490005,1733000,120.011238
"197",137.410004,137.410004,134.940002,135.270004,2359900,118.938538
"198",137,137,132.639999,133.75,2727900,117.602036
"199",133.520004,135.369995,133.229996,135.029999,2281400,119.397018
"200",135.529999,135.820007,134.179993,134.259995,2055700,118.716164
"201",134.850006,135.440002,134.070007,134.740005,1709300,119.140594
"202",133.839996,135.720001,133.770004,135.300003,1329700,119.635757
"203",136.839996,137.710007,136.179993,136.949997,2080200,121.094742
"204",137.070007,137.690002,136.350006,136.770004,1301000,120.935562
"205",137.089996,138.490005,136.919998,137.830002,1321200,121.872849
"206",139.229996,139.229996,136.419998,137.460007,1249300,121.545692
"207",138.320007,138.740005,137.559998,137.850006,1547300,121.890533
"208",137.309998,138.529999,136.960007,138.169998,1198500,122.173477
"209",137.149994,138.050003,136.559998,137.160004,1199200,121.280441
"210",137.199997,138.199997,136.759995,136.789993,1131600,120.953239
"211",137.880005,138.639999,136.759995,136.940002,1207600,121.085884
"212",137.199997,138.470001,136.100006,138.399994,1092600,122.376846
"213",137.630005,138.710007,137.419998,138.639999,1006200,122.589066
"214",137.979996,138.919998,137.630005,138.589996,884300,122.544853
"215",138.479996,138.809998,133.889999,134.089996,2508500,118.565834
"216",133.589996,134.210007,132.770004,133.289993,2217800,117.858467
"217",132.320007,133.570007,131.360001,132.550003,1985600,117.204132
"218",133.139999,133.860001,132.360001,132.479996,1925400,117.14225
"219",131.529999,133.080002,131.070007,132.229996,2153900,116.921196
"220",131.110001,132.589996,130.899994,132,2293800,116.717812
"221",130.850006,133.830002,130.460007,132.899994,1923000,117.513618
"222",133.369995,133.839996,132.410004,132.490005,1292300,117.151077
"223",131.589996,133.160004,131.389999,132.850006,1108800,117.469421
"224",133.210007,133.589996,132.339996,133.289993,1402200,117.858467
"225",133.800003,133.990005,132.720001,133.110001,1228900,117.69931
"226",133.119995,133.830002,132.770004,133.039993,942300,117.637398
"227",133.429993,133.610001,132.550003,132.559998,612800,117.212997
"228",132.600006,133.179993,132.240005,132.559998,1190700,117.212997
"229",132.889999,136.089996,132.369995,135.679993,1923900,119.971756
"230",136.919998,140.070007,136.789993,139.729996,2909500,123.552872
"231",140.589996,143.160004,139.460007,140.559998,2800600,124.286781
"232",140.899994,141.679993,136.979996,141,2576200,124.675873
"233",143.419998,145.660004,142.789993,143.839996,1965400,127.18705
"234",144.259995,145.080002,142.059998,142.429993,1604300,125.940277
"235",141.889999,144.25,140.619995,143.009995,1554700,126.45314
"236",142.300003,144.059998,142.059998,143.419998,1420800,126.815674
"237",144.270004,144.270004,142.990005,143.800003,1617000,127.151695
"238",143.699997,144.699997,142.880005,143.289993,2231100,126.700737
"239",143.460007,146.240005,143.190002,145.850006,2145100,128.96434
"240",145.350006,145.889999,143.75,143.830002,1989700,127.178215
"241",144.699997,144.779999,142.679993,142.970001,1568400,126.417755
"242",143.960007,146.029999,143.279999,144.949997,3397500,128.168533
"243",146.240005,147.279999,145.809998,146.149994,1727600,129.229584
"244",147.059998,147.210007,145.009995,145.100006,2716500,128.301132
"245",146.5,146.639999,144.759995,144.919998,1599900,128.142014
"246",146.229996,146.949997,145.410004,146.259995,1572500,129.326859
"247",146.929993,147.020004,145.279999,146.119995,1040500,129.203064
"248",146.259995,146.809998,144.529999,144.899994,751900,128.124313
"249",145.279999,145.529999,144.449997,144.979996,1093600,128.195099
"250",145,145.75,144.710007,145.669998,1085600,128.805191
"251",146.119995,146.199997,144.289993,144.289993,1127500,127.584946
"252",145.25,145.460007,143.960007,144.619995,2824900,127.876755
"253",144.600006,145.360001,144.309998,144.589996,2423200,127.850243
"254",145.070007,147.119995,144.449997,144.600006,3292500,127.859039
"255",145.139999,145.369995,143.940002,144.779999,2079400,128.018234
"256",144.5,145.740005,144.270004,145.050003,2564900,128.256989
"257",145.990005,149.039993,145.360001,147.820007,2438100,130.706299
"258",148.479996,151.100006,148,149.619995,1960900,132.297897
"259",150.419998,151.490005,149.839996,151.490005,2397000,133.951385
"260",152.330002,153.5,150,151.839996,3275200,134.260864
"261",152.809998,154.899994,151.529999,152.259995,2688300,135.300552
"262",152.990005,154.929993,151.839996,154.229996,2738500,137.051132
"263",153.699997,154.889999,152.940002,153.710007,2680000,136.589035
"264",154.360001,156.149994,154.100006,155.25,2735600,137.95752
"265",155.119995,155.720001,154.309998,155.720001,1856600,138.375198
"266",154.600006,156.509995,154.330002,155.770004,2313100,138.419571
"267",155.690002,158.270004,155.690002,157.740005,1828800,140.170151
"268",158.350006,158.690002,157.350006,157.800003,2054800,140.223465
"269",158.020004,158.75,157.080002,158.660004,1930100,140.987701
"270",158.449997,160.070007,158.399994,159.210007,1686600,141.476456
"271",158.25,159.419998,157.139999,157.899994,2372700,140.312302
"272",158.399994,159.429993,157.429993,158.020004,1921800,140.418961
"273",157.410004,159.839996,157.100006,159.149994,2016400,141.423111
"274",158.660004,159.440002,157.369995,157.970001,2782000,140.374527
"275",156.179993,157.740005,149.300003,150.320007,5096900,133.57663
"276",147.020004,154.759995,146.339996,154.289993,4582200,137.104416
"277",153.75,156.869995,153.389999,155,2495000,137.735336
"278",155.050003,155.830002,149.380005,149.380005,2946800,132.741348
"279",150.979996,153,147.169998,151.710007,2977700,134.811829
"280",152.800003,154.289993,151.169998,152.279999,2429100,135.318329
"281",151.039993,153.529999,151.009995,153.289993,2131500,136.215805
"282",152.839996,158.699997,152.839996,158.270004,2207100,140.641129
"283",159.460007,160.320007,158.669998,159.860001,2143300,142.054001
"284",158.910004,160.809998,158.300003,159.080002,2168500,141.360901
"285",158.630005,160.770004,158.240005,159.130005,1707900,141.40535
"286",158.690002,163.240005,158.690002,161.279999,2554900,143.315857
"287",161.729996,162.800003,157.25,157.600006,2391500,140.045746
"288",158.139999,160.149994,157.600006,160.089996,1594400,142.258423
"289",160.729996,161.899994,159.429993,161.830002,1649700,143.804596
"290",161.759995,163.589996,160.220001,160.229996,2088900,142.382797
"291",160.830002,162.039993,157.589996,157.660004,2204600,140.099075
"292",157.660004,159.009995,155.699997,155.990005,2604300,138.615082
"293",155.259995,157.820007,153.820007,157.429993,1949200,139.894699
"294",155.850006,159.660004,154.960007,158.710007,1749100,141.03212
"295",159.039993,159.850006,157.199997,159.339996,1330100,141.591934
"296",157.309998,160.080002,157.009995,159.639999,1425800,141.858505
"297",159.960007,160.389999,157.380005,159.490005,1500000,141.725204
"298",161,162.800003,160.190002,162.449997,1750900,144.35553
"299",162.509995,162.990005,161.509995,162.259995,1641300,144.186691
"300",162.960007,163,159.850006,160.490005,1778600,142.613846
"301",161.210007,161.789993,157.559998,158.089996,1923500,140.481186
"302",158.630005,158.770004,156.789993,157.869995,2024700,140.285675
"303",158.539993,160.960007,158.160004,160.070007,4518000,142.240616
"304",159.649994,160.330002,158.039993,159.429993,1913400,141.671936
"305",160.169998,160.699997,158.779999,158.850006,1649800,141.156525
"306",159.169998,160.940002,158.490005,158.889999,1412500,141.192062
"307",156.940002,157.740005,152.789993,153.279999,2606900,136.206909
"308",153.779999,153.839996,146.910004,147.240005,2984800,130.839691
"309",150,153.339996,149,153.009995,2459900,135.96701
"310",153.919998,154.190002,148.059998,149.179993,2908900,132.563644
"311",149.740005,150.770004,147.860001,149.449997,1815900,132.803528
"312",150.479996,151.839996,149.130005,151.240005,1865400,134.394165
"313",151.240005,151.679993,146.020004,148.320007,2016400,131.799408
"314",149.630005,151.460007,148.190002,151.100006,2123700,134.269745
"315",148.970001,152.960007,148.559998,152.5,1934700,135.513809
"316",154.039993,154.580002,151.600006,152.759995,2733000,135.744827
"317",151.130005,151.690002,146.110001,147.949997,2067700,131.470627
"318",148.940002,152.360001,148.910004,149.210007,2076200,132.590256
"319",151.889999,151.990005,150.020004,151.539993,1794600,134.660736
"320",149.75,150.910004,149,149.440002,1353600,132.794647
"321",150.710007,152.979996,150.600006,152.490005,2928400,135.504913
"322",149,149.889999,144.850006,145.460007,4676300,129.896866
"323",145.940002,146.880005,143.720001,143.839996,3370200,128.45018
"324",144.619995,144.800003,139.860001,140.860001,3870600,125.789001
"325",141.389999,142.800003,140.860001,141.660004,2724300,126.503426
"326",141.679993,144.649994,141.559998,144.259995,2464600,128.825226
"327",144.279999,145.600006,143,144.119995,2080400,128.700195
"328",144.050003,145.589996,143.619995,145.210007,2014100,129.673599
"329",146.320007,148.270004,144.179993,145.009995,2588600,129.494995
"330",144.509995,146.669998,143.639999,145.699997,2435200,130.11113
"331",145.25,146.75,144.490005,145.729996,2050400,130.137955
"332",145.690002,147.860001,145.690002,147.339996,1988500,131.575684
"333",147.770004,148.389999,145.610001,145.610001,1613600,130.030792
"334",145.270004,145.75,143.990005,145.339996,1998900,129.789673
"335",144.729996,145.660004,143.309998,143.610001,2084600,128.244766
"336",143.149994,146.5,141.350006,145.020004,3518600,129.503891
"337",144.389999,146.889999,142.850006,145.600006,1812400,130.021835
"338",145.75,146.600006,144.220001,145.899994,1745800,130.289749
"339",145.979996,148.550003,145.580002,147.529999,1935600,131.745377
"340",148.190002,151.009995,147.520004,150.289993,1732500,134.210052
"341",150,151.5,148.830002,150.839996,1376800,134.701233
"342",151.089996,151.910004,150.289993,150.970001,1559000,134.817291
"343",151.380005,151.770004,150.119995,150.350006,1737300,134.263641
"344",150.050003,152.289993,149.970001,150.789993,2036100,134.656586
"345",150.270004,150.779999,149.199997,149.949997,1323000,133.906433
"346",149.509995,150.789993,147.929993,150.649994,1528000,134.531555
"347",150.119995,150.479996,148.690002,148.759995,1283100,132.843765
"348",149.220001,150.520004,149.100006,149.429993,1140300,133.442062
"349",149.630005,152.25,149.240005,150.880005,2035400,134.736954
"350",149.880005,151.070007,148.880005,149.729996,1533600,133.710007
"351",149.460007,149.619995,146.220001,148.5,1945900,132.611557
"352",148.020004,148.589996,147.490005,148.149994,991800,132.299026
"353",146.259995,146.740005,139.960007,141.25,3992300,126.137299
"354",143.059998,144.949997,142.460007,144.309998,2387500,128.869858
"355",143.889999,144.679993,142.630005,143.410004,2839700,128.066162
"356",145.75,146.559998,144.630005,145.119995,1785900,129.593216
"357",145.729996,146.809998,145.270004,146.539993,1638600,130.861282
"358",146,146.389999,144.800003,145.389999,1291500,129.834305
"359",145.669998,148.169998,145.509995,147.639999,2258500,131.843582
"360",148.380005,149.490005,147.350006,148.009995,2173100,132.173981
"361",147.929993,149.190002,146.970001,148.850006,1520300,132.924149
"362",149.020004,149.300003,146.869995,147.029999,1512800,131.298874
"363",147.809998,148.75,146.419998,147.190002,1581200,131.441742
"364",147.639999,148.179993,145.119995,145.600006,2649900,130.021835
"365",145.839996,145.940002,141.199997,141.839996,3539900,126.664146
"366",142.119995,144.429993,140.350006,143.970001,5084000,128.566238
"367",142.429993,143.5,142.039993,142.5,2205900,127.253532
"368",141.300003,142.669998,141.300003,142.149994,3231900,126.940971
"369",143.410004,143.75,141.259995,141.350006,2091900,126.226585
"370",140.699997,142.460007,140.509995,141.339996,3399300,126.217636
"371",142.039993,142.449997,139.009995,139.360001,2684300,124.449486
"372",139,139.479996,137.070007,138.429993,3329100,123.618996
"373",138.309998,138.440002,136.449997,137.279999,2411700,122.592056
"374",136.669998,138.059998,135.059998,135.300003,2309000,120.823883
"375",136.009995,136.559998,134.589996,135.570007,2364500,121.06498
"376",136.399994,137.550003,135.089996,135.100006,3607600,120.645271
"377",134.240005,136,133.5,135.919998,2239500,121.377548
"378",136.279999,136.779999,134.130005,134.389999,1079400,120.011238
"379",135.5,136.100006,134.649994,135.580002,1729500,121.073921
"380",135.210007,136.550003,134.419998,136,1408700,121.448975
"381",136.449997,139.539993,136.100006,138.789993,2790000,123.940453
"382",139.509995,139.559998,137.080002,137.75,2055000,123.011757
"383",137.389999,138.809998,137.059998,137.679993,2205200,122.949234
"384",138.830002,138.949997,136.619995,137.990005,2190600,123.226074
"385",138.970001,139.449997,135.25,138.320007,5306100,123.520782
"386",138.059998,141.059998,137.479996,140.889999,3238300,126.685875
"387",140.800003,142.25,140.610001,141.479996,2505800,127.216377
"388",141.100006,142.479996,140.940002,142.410004,2105300,128.052658
"389",141.649994,142.289993,140.179993,140.710007,2120200,126.524017
"390",140.759995,142.690002,140.210007,142.5,2782600,128.133575
"391",142.259995,144.539993,141.990005,144.160004,2017400,129.626205
"392",144.509995,144.949997,142.839996,143.149994,2794900,128.718033
"393",143.5,143.630005,142.259995,142.710007,3293900,128.322403
"394",143.199997,144,142.490005,142.589996,2796800,128.214493
"395",143.169998,144.399994,142.580002,144.399994,3297800,129.84201
"396",144.559998,146.110001,144.320007,145.360001,2108000,130.705246
"397",145.940002,146.139999,144.539993,144.830002,1753200,130.228653
"398",146.029999,147.229996,144.720001,145.020004,1490200,130.399521
"399",144.889999,145.630005,143.740005,145.139999,1509600,130.507416
"400",144.809998,145.770004,144.649994,145.029999,2145100,130.408493
"401",145,145.649994,144.229996,145.399994,1555000,130.741196
"402",145.649994,146.550003,145.509995,145.919998,1254700,131.208786
"403",145.800003,146.649994,145.199997,146.339996,1088900,131.586411
"404",146.110001,146.5,145.029999,145.220001,803600,130.579361
"405",143.529999,144.169998,142.75,143.550003,1540800,129.077728
"406",143.369995,144.119995,141.699997,141.910004,1438400,127.60305
"407",142.009995,143.300003,141.770004,142.720001,1973400,128.331375
"408",141.860001,142.899994,141.559998,142.009995,1681800,127.692963
"409",142.910004,145.169998,142.410004,144.460007,1451200,129.895966
"410",144.389999,144.839996,143.5,144.550003,1055800,129.976913
"411",144.419998,145,143.460007,144.880005,1722700,130.273682
"412",144.429993,146.729996,144.229996,145.119995,1549500,130.48941
"413",144.830002,145.440002,144.080002,144.550003,1002000,129.976913
"414",144.5,144.5,142.850006,143.199997,1171900,128.763016
"415",143.75,143.880005,142.779999,142.929993,1954700,128.520233
"416",143.710007,146.330002,143.429993,145.729996,1515400,131.037933
"417",145.960007,146.580002,145.380005,146.080002,1411700,131.352661
"418",146.050003,147,145.330002,145.940002,1966500,131.226776
"419",145.410004,145.860001,143.589996,143.770004,1739900,129.275543
"420",143,143.740005,142.5,143.539993,1731600,129.06871
"421",143.490005,144.369995,142.720001,143.929993,1948100,129.419403
"422",143.759995,145.080002,143.559998,144.179993,1749500,129.644211
"423",143.940002,144.039993,142.699997,143.199997,2254500,128.763016
"424",143.800003,144.089996,142.199997,142.960007,1730100,128.547195
"425",143.490005,143.639999,142.449997,142.649994,1201400,128.268463
"426",142.679993,143.710007,142.410004,143.229996,1581700,128.789963
"427",142.759995,143.369995,140.830002,141.309998,1972900,127.063545
"428",141.770004,142.270004,139.809998,140.259995,2804100,126.119377
"429",140.119995,141.160004,140.020004,140.399994,1965800,126.245285
"430",140.800003,140.889999,139.229996,139.660004,1915100,125.579895
"431",139.910004,140.410004,139.399994,139.929993,1803600,125.82267
"432",139.929993,142.160004,139.800003,141.529999,2194400,127.261375
"433",142.630005,145.300003,142.630005,144.460007,1932600,129.895966
"434",144.639999,144.770004,143.509995,144.009995,3154400,129.491333
"435",143.289993,143.990005,141.199997,141.259995,1940700,127.018562
"436",142,142.130005,140.740005,140.880005,1318900,126.67688
"437",141.350006,141.550003,138.320007,138.610001,2258400,124.635765
"438",137.919998,138.639999,137.130005,137.339996,2031500,123.493774
"439",136.649994,137.600006,135.850006,136.190002,2257000,122.459732
"440",137.339996,137.649994,135.710007,135.990005,1840900,122.279892
"441",135.940002,137.520004,135.309998,136.259995,1671200,122.522659
"442",137.270004,139.020004,136.630005,138.089996,2978000,124.168152
