"","PFG.Open","PFG.High","PFG.Low","PFG.Close","PFG.Volume","PFG.Adjusted"
"160",63,63.07,62.48,62.73,753000,52.829918
"161",62.959999,63.139999,62.669998,62.869999,1101100,52.947815
"162",62.32,63.080002,62.18,62.970001,888500,53.032043
"163",63.389999,63.509998,63.029999,63.07,679300,53.116261
"164",63.349998,63.59,63.279999,63.330002,857300,53.335228
"165",63.369999,63.490002,63.049999,63.32,614000,53.326801
"166",62.639999,62.810001,61.880001,62.66,970700,52.770958
"167",62.330002,62.720001,62.310001,62.560001,772300,53.084923
"168",62.830002,62.880001,62.110001,62.52,1056800,53.050987
"169",62.650002,63.509998,62.560001,63.310001,793800,53.721336
"170",62.82,63.029999,61.549999,61.82,1070400,52.456997
"171",62.110001,62.43,61.279999,61.290001,1943600,52.007282
"172",61.32,61.380001,59.689999,59.919998,1304700,50.844769
"173",59.919998,60.849998,59.619999,60.669998,1084700,51.481174
"174",61.490002,62.02,61.169998,61.880001,1096800,52.507919
"175",62.259998,62.669998,62.119999,62.470001,667300,53.008556
"176",62.27,62.41,62.040001,62.25,726500,52.821877
"177",62.259998,62.450001,61.75,62.009998,1056300,52.618221
"178",61.82,62.560001,61.810001,62.509998,1364400,53.042496
"179",62.779999,62.919998,62.32,62.419998,989700,52.966125
"180",62.380001,63.009998,62.349998,62.900002,912800,53.373432
"181",63.110001,63.279999,62.400002,63.119999,630800,53.560112
"182",63.130001,63.41,62.900002,62.93,917000,53.398876
"183",62.849998,63.41,62.68,63.119999,867600,53.560112
"184",62.959999,63.41,62.709999,63.380001,644500,53.780727
"185",63.400002,63.470001,63.009998,63.360001,651300,53.76376
"186",64.139999,64.75,63.93,64.519997,1085100,54.748062
"187",64.529999,64.580002,63.720001,64,793100,54.306824
"188",63.810001,64.489998,63.810001,64.339996,1021300,54.595329
"189",64.620003,65.110001,64.459999,64.919998,1149900,55.087482
"190",64.93,65.360001,64.519997,65.339996,1342600,55.443871
"191",65.43,65.989998,65.279999,65.82,910100,55.851185
"192",65.839996,66.889999,65.629997,66.57,940600,56.487583
"193",66.800003,66.980003,66.129997,66.650002,724300,56.55547
"194",66.769997,66.790001,66.339996,66.589996,479500,56.504555
"195",66.660004,67.519997,66.610001,67.5,806000,57.27673
"196",67.309998,67.480003,66.949997,67.300003,663700,57.107029
"197",67.099998,67.589996,66.959999,67.330002,879300,57.132477
"198",67.440002,67.949997,67.150002,67.209999,723300,57.030663
"199",67.370003,67.540001,67.190002,67.32,629400,57.124001
"200",67.43,67.610001,67.080002,67.57,905700,57.336132
"201",67.800003,68.010002,67.57,67.900002,860500,57.61615
"202",67.559998,68.18,67.389999,68.169998,667500,57.845264
"203",68.870003,68.900002,67.709999,67.75,1063600,57.488857
"204",68.050003,68.32,67.510002,68.269997,893900,57.930107
"205",68.400002,68.660004,67.860001,68.57,1032600,58.184677
"206",68.75,68.769997,67.25,67.68,1049000,57.429474
"207",68.220001,68.300003,67.650002,68.199997,1005700,57.870712
"208",67.589996,69.199997,66.629997,68.099998,1270100,57.785851
"209",67.809998,67.830002,66.440002,66.519997,1003600,56.445148
"210",66.620003,67.129997,65.800003,65.849998,1404500,55.876644
"211",66.209999,67.209999,65.980003,67.129997,1694200,56.962776
"212",67.269997,69.400002,66.949997,68.889999,2275800,58.456207
"213",68.669998,68.82,68.190002,68.32,1262000,57.972542
"214",68.029999,69.459999,68,69.220001,1026000,58.736225
"215",69.25,69.949997,68.860001,69.110001,1459300,58.642895
"216",68.900002,68.989998,67.699997,68.489998,1429800,58.116798
"217",68.019997,68.610001,67.309998,68.419998,1677400,58.057388
"218",68.349998,68.529999,67.610001,68.059998,839700,57.751919
"219",67.610001,68.529999,67.57,68.029999,1484300,57.726471
"220",67.68,68.449997,67.480003,68.330002,1729600,57.981018
"221",67.580002,68.849998,67.279999,68.57,1361300,58.184677
"222",68.800003,69.150002,68.309998,68.389999,1229000,58.031944
"223",68.040001,68.940002,67.919998,68.639999,849900,58.244076
"224",68.839996,69.120003,68.589996,68.82,616900,58.396797
"225",69.080002,69.349998,68.400002,68.550003,777000,58.167709
"226",68.639999,68.860001,68.309998,68.400002,443200,58.040424
"227",68.57,68.849998,68.279999,68.650002,416000,58.252563
"228",68.669998,68.870003,68.449997,68.68,968600,58.278015
"229",68.879997,70.260002,68.760002,70.050003,1073500,59.44051
"230",70.480003,72.18,70.410004,71.540001,1407700,60.704853
"231",72,72.230003,70.779999,70.790001,2295100,60.068443
"232",70.57,70.57,68.279999,70.519997,1577500,60.256416
"233",71.309998,71.889999,70.839996,70.849998,1103200,60.538395
"234",71.110001,71.620003,70.57,70.68,1218600,60.393147
"235",70.660004,71.5,70.540001,70.82,945700,60.51276
"236",70.480003,71.489998,70.459999,70.989998,984200,60.658009
"237",71.300003,71.809998,70.760002,71.760002,803100,61.315956
"238",71.690002,71.800003,71,71.529999,849600,61.119423
"239",71.580002,71.809998,70.18,70.779999,1385400,60.478584
"240",70.760002,71.040001,70.239998,70.25,1024600,60.025723
"241",70.410004,70.540001,69.75,69.889999,1089300,59.718113
"242",70.230003,70.93,69.919998,70.370003,2075300,60.128258
"243",70.370003,70.370003,70.370003,70.370003,0,60.128258
"244",71.099998,71.419998,70.519997,70.860001,1092700,60.54694
"245",71.419998,71.660004,70.720001,71.25,1207300,60.880165
"246",71.709999,72.040001,71.139999,71.239998,891000,60.871635
"247",71.57,71.879997,70.830002,71.260002,702900,60.888725
"248",71.459999,71.860001,71.019997,71.330002,433100,60.94854
"249",71.389999,71.57,70.900002,71.07,476600,60.726372
"250",71.169998,71.43,70.959999,71.389999,602900,60.999794
"251",71.480003,71.610001,70.529999,70.559998,702000,60.290596
"252",71.18,71.32,69.919998,70.379997,760300,60.136791
"253",70,70.690002,70,70.529999,706800,60.264977
"254",70.760002,71.75,70.699997,71.449997,908000,61.05106
"255",71.559998,72.209999,71.339996,72,1069400,61.521011
"256",71.919998,72.25,71.360001,72.209999,962000,61.700459
"257",72.209999,73.540001,72.120003,72.970001,1477400,62.349842
"258",73.019997,74.050003,72.790001,73.379997,1329600,62.700172
"259",73.720001,74.010002,73.260002,73.879997,1147600,63.127403
"260",74.089996,74.400002,73.610001,74.209999,1043200,63.409386
"261",74.43,74.800003,72.269997,72.900002,1440000,62.290039
"262",73.32,73.800003,72.800003,73.449997,1015800,62.759983
"263",73.580002,73.949997,73.349998,73.480003,924000,62.785629
"264",73.779999,74.290001,73.400002,74.050003,1364700,63.272659
"265",74.099998,74.290001,73.489998,73.970001,1008800,63.204319
"266",73.610001,73.940002,73.080002,73.559998,1119400,62.85397
"267",73.940002,74.199997,73.510002,74,1000300,63.229935
"268",74.260002,74.419998,73.839996,74.260002,1508700,63.452095
"269",74.349998,75.059998,73.790001,75.040001,1203900,64.118584
"270",74.919998,75.580002,74.330002,74.5,1726700,63.657169
"271",70,72.080002,68.010002,68.5,3470300,58.530415
"272",68.599998,69.050003,67.339996,67.599998,2510900,57.761398
"273",67.339996,68.599998,67.339996,68.459999,1866300,58.496235
"274",68.089996,68.889999,66.290001,66.349998,1352500,56.693329
"275",65.25,66.5,63.25,63.549999,2105500,54.300846
"276",62.400002,64.910004,61.369999,64.540001,2585200,55.146759
"277",64.099998,65.489998,63.849998,63.919998,1630400,54.616997
"278",63.419998,63.799999,60.369999,60.380001,2232800,51.592213
"279",61.310001,61.93,59.25,61.389999,2062600,52.455219
"280",62.25,64.870003,60.619999,61.84,2108900,52.839718
"281",61.66,61.900002,61.049999,61.720001,1223300,52.73719
"282",61.509998,63.48,61.240002,63.27,1403700,54.0616
"283",63.669998,64.440002,62.209999,62.869999,1890500,53.71981
"284",62.450001,63.5,62.220001,63.049999,1643700,53.873611
"285",62.560001,63.349998,62.419998,62.700001,1444800,53.574558
"286",62.779999,64.419998,62.779999,63.299999,1715400,54.087234
"287",63.43,63.790001,62.150002,62.369999,1680200,53.292583
"288",62.77,63.240002,62.41,63.150002,984400,53.959064
"289",63.540001,64.089996,63.279999,63.98,1157200,54.668259
"290",63.779999,64.730003,63.560001,63.57,1412000,54.317936
"291",63.810001,64.169998,62.32,62.330002,1914000,53.258411
"292",62.369999,62.860001,61.029999,61.189999,2860000,52.284321
"293",60.450001,61.25,59.419998,61.09,1467300,52.637592
"294",60.52,61.860001,60.080002,61.369999,2383300,52.87886
"295",61.759998,62,61.130001,61.59,1223500,53.068417
"296",60.869999,61.82,60.689999,61.580002,1631300,53.059803
"297",61.639999,61.790001,60.66,61.369999,2066600,52.87886
"298",61.759998,63.150002,61.720001,63.049999,2041700,54.326408
"299",63.119999,63.41,62.830002,63.049999,1376900,54.326408
"300",63.459999,63.580002,62.509998,62.68,1552300,54.007603
"301",63.139999,63.139999,61.810001,62.049999,896100,53.464771
"302",62.259998,62.57,61.939999,61.970001,1100400,53.395844
"303",62.25,62.860001,61.849998,62.110001,2401000,53.516479
"304",62.119999,62.43,61.040001,61.619999,1359300,53.094273
"305",61.950001,62.43,61.639999,61.740002,1004500,53.19767
"306",61.889999,62.990002,61.639999,62.200001,1150900,53.594021
"307",61.389999,62.869999,59.84,59.93,3352600,51.638088
"308",60.259998,60.380001,57.619999,57.759998,1509500,49.768333
"309",58.599998,59.5,57.950001,59.23,2198700,51.03495
"310",59.27,60.259998,58.380001,58.790001,1628800,50.655819
"311",58.98,59.830002,58.369999,59.400002,1778400,51.181419
"312",59.540001,61.27,59.110001,60.91,2544800,52.482502
"313",60.619999,61.419998,58.5,59.419998,3180400,51.198658
"314",59.68,60.330002,59.02,60.189999,2643700,51.862118
"315",59.290001,61.25,58.759998,61.040001,1991200,52.594513
"316",61.34,61.610001,60.990002,61.310001,1952300,52.827156
"317",60.689999,61.18,58.93,59.610001,2293100,51.362362
"318",59.84,60.73,59.560001,59.630001,1737400,51.379604
"319",60.380001,61.459999,60.259998,61.07,1923500,52.620365
"320",60.330002,60.84,60.09,60.18,2129700,51.853508
"321",60.689999,61.389999,60.349998,61.049999,1219600,52.60313
"322",61.77,61.990002,60.43,60.650002,1850200,52.258476
"323",60.959999,61.529999,60.599998,61.060001,1819200,52.611752
"324",61.689999,61.689999,60.029999,60.25,3484300,51.913822
"325",60.419998,61.27,60.380001,60.889999,1792900,52.465275
"326",60.900002,61.5,60.619999,61,1246700,52.560055
"327",61.189999,61.330002,60.48,60.889999,1832200,52.465275
"328",61.169998,61.669998,60.970001,61.459999,1627400,52.956402
"329",61.549999,62.07,60.580002,61.049999,1950200,52.60313
"330",61.200001,61.419998,60.560001,61.080002,1178100,52.628975
"331",61.18,61.869999,60.720001,61.27,1155800,52.79269
"332",60,61.450001,58.779999,60.459999,2129500,52.094761
"333",60.52,60.669998,59.209999,59.220001,1960700,51.026329
"334",59.049999,59.419998,58.07,58.299999,1443600,50.23362
"335",58.150002,58.57,56.639999,56.799999,2199800,48.941154
"336",56.389999,56.77,54.889999,55.84,2063700,48.113983
"337",55.459999,57.389999,55.310001,57.150002,1018800,49.242733
"338",57.169998,57.41,56.799999,57.16,958800,49.25135
"339",57.259998,57.66,57,57.43,1808800,49.483997
"340",57.810001,58.130001,56.939999,57.720001,1428800,49.733871
"341",57.869999,59.029999,57.470001,58.75,1447800,50.621357
"342",58.889999,59.57,58.75,59.029999,1111300,50.862614
"343",59.07,59.560001,58.970001,59.110001,820300,50.931553
"344",58.860001,59.68,58.720001,59.16,1739500,50.974636
"345",59.07,59.580002,58.849998,59.43,1291400,51.207279
"346",59.209999,59.990002,59.209999,59.59,1942100,51.345139
"347",59.41,59.41,58.52,58.799999,1482800,50.66444
"348",58.990002,59.380001,58.810001,59.18,1923400,50.991867
"349",59.290001,60.369999,59.200001,59.959999,1171000,51.66394
"350",59.459999,59.549999,58.630001,59.41,1214800,51.190037
"351",59.369999,59.369999,57.82,58.57,1140900,50.466267
"352",58.290001,58.509998,57.869999,58.23,881300,50.173309
"353",57.77,57.779999,54.919998,55.240002,1596400,47.597008
"354",55.82,56.75,55.689999,56.360001,1480500,48.562042
"355",56.34,56.349998,55.5,55.799999,1897400,48.079525
"356",55.990002,56.779999,55.830002,56.450001,1387300,49.097122
"357",56.509998,56.82,56.099998,56.189999,891400,48.870983
"358",56.02,56.09,54.889999,55.959999,1932800,48.670952
"359",56.279999,56.950001,56.040001,56.91,1328900,49.497211
"360",57.200001,57.259998,56.389999,56.639999,1152400,49.262371
"361",56.639999,56.639999,56.639999,56.639999,0,49.262371
"362",56.950001,57.860001,56.82,57.360001,1133400,49.888592
"363",57.380001,57.619999,56.540001,56.759998,1372600,49.366737
"364",56.950001,57.459999,56.540001,56.57,1323000,49.201488
"365",56.75,57.5,55.990002,56.259998,1347500,48.931873
"366",56.25,56.720001,55.119999,56.400002,4352800,49.053638
"367",55.900002,56.110001,55.450001,56.049999,1159200,48.749222
"368",55.68,55.990002,55.34,55.779999,1210400,48.514389
"369",56.09,56.290001,55.529999,55.93,1507300,48.644855
"370",55.75,55.990002,55.41,55.639999,1587600,48.392628
"371",56.009998,56.330002,55.619999,55.66,1970600,48.410027
"372",55.400002,55.400002,54.5,54.849998,1302900,47.705528
"373",54.970001,55,53.98,54.169998,1139200,47.114105
"374",54.290001,54.290001,52.549999,52.580002,1559100,45.731213
"375",52.700001,53.049999,52.310001,52.970001,1157300,46.070408
"376",53.34,54.080002,52.939999,52.950001,1486700,46.053017
"377",52.950001,53.529999,52.389999,52.860001,1302800,45.974735
"378",53.110001,53.639999,53.060001,53.23,1159000,46.296543
"379",53.25,53.93,52.950001,53.529999,1175300,46.557461
"380",53.32,53.779999,53.029999,53.619999,1600300,46.635742
"381",53.720001,55.240002,53.380001,55.189999,1469900,48.00124
"382",55.200001,55.290001,54.509998,54.77,1386700,47.635952
"383",54.549999,54.740002,53.34,53.400002,1436900,46.444405
"384",53.959999,53.959999,52.869999,53.240002,1131200,46.305244
"385",53.060001,53.470001,52.75,53.16,1175500,46.235657
"386",53.130001,54.130001,53.130001,54.080002,1414200,47.035835
"387",53.959999,54.959999,53.830002,54.860001,1872500,47.714222
"388",54.82,55.759998,54.419998,55.709999,1862200,48.45351
"389",55.57,55.68,54.490002,54.540001,1128800,47.435913
"390",54.360001,54.360001,53.869999,54.029999,1388400,46.992332
"391",54.200001,54.93,54,54.689999,1098100,47.566368
"392",54.810001,55.349998,54.639999,54.830002,1230700,47.688137
"393",54.639999,55.09,54.220001,55.02,1408800,47.853386
"394",55.209999,56,55.009998,55.48,1255200,48.253464
"395",56.52,57.84,55.849998,57.740002,2142700,50.219097
"396",57.810001,58.830002,57.400002,58.27,1550900,50.680058
"397",58.669998,58.700001,57.779999,58.080002,2738700,50.514809
"398",58.330002,58.540001,56.200001,56.259998,2019000,48.931873
"399",55.790001,55.919998,54.93,55.650002,1643600,48.401325
"400",55.509998,56.220001,55.459999,55.82,1039900,48.549187
"401",55.860001,56.380001,55.52,56.099998,1044500,48.792713
"402",56.41,57.360001,56.290001,56.369999,1255200,49.027542
"403",56.48,56.540001,55.900002,56.299999,788400,48.96666
"404",56.209999,56.450001,55.560001,55.639999,8e+05,48.392628
"405",55.23,55.23,53.549999,53.98,1145500,46.948853
"406",53.919998,54.060001,53.439999,53.610001,844000,46.627045
"407",53.66,54.599998,53.630001,54.41,985800,47.322845
"408",53.939999,54.380001,53.48,54.189999,1558200,47.131504
"409",54.27,55.869999,54.27,55.48,1353500,48.253464
"410",55.110001,55.84,55.09,55.720001,1432700,48.462208
"411",55.529999,56.549999,55.529999,55.700001,950900,48.444809
"412",55.59,56.869999,55.57,56.490002,1414200,49.131916
"413",56.389999,56.599998,56.040001,56.189999,850500,48.870983
"414",56.040001,56.169998,55.16,55.290001,732600,48.088219
"415",55.459999,55.82,55.389999,55.509998,533000,48.27956
"416",55.830002,56.799999,55.830002,56.439999,707300,49.088428
"417",56.490002,56.66,56.110001,56.25,842600,48.923176
"418",56.240002,56.240002,55.18,55.950001,830500,48.662251
"419",55.810001,55.830002,55.060001,55.25,853300,48.053432
"420",55.110001,55.43,54.790001,55.189999,1244400,48.00124
"421",55.060001,55.779999,54.759998,55.709999,1166600,48.45351
"422",55.009998,56.040001,55.009998,56,1703000,49.17355
"423",55.93,56.200001,55.470001,55.720001,1639500,48.927681
"424",55.759998,55.970001,54.689999,55.060001,1695100,48.348141
"425",55.279999,55.66,54.98,55.259998,807300,48.523762
"426",55.02,55.130001,53.93,54.869999,980800,48.181297
"427",54.889999,54.889999,54.299999,54.529999,910000,47.882744
"428",54.810001,55.130001,54.529999,54.84,1035900,48.154964
"429",55.119999,56.970001,55.119999,56.939999,1484400,49.99897
"430",56.950001,57.5,56.82,56.950001,1737000,50.007748
"431",57.02,57.759998,56.700001,57.720001,1162900,50.683887
"432",57.900002,59.349998,57.889999,58.799999,1292600,51.632233
"433",59.119999,60.150002,58.48,59.389999,1265100,52.150303
"434",59.59,59.630001,59.02,59.540001,1780600,52.282024
"435",59.43,59.740002,58.400002,58.52,935500,51.386364
"436",58.990002,59.060001,58.200001,58.279999,1330500,51.175617
"437",58.459999,58.799999,57.799999,58.02,1489000,50.947311
"438",58.150002,58.82,57.849998,58.630001,1682800,51.482956
"439",58.25,58.900002,57.73,58.59,2336100,51.447826
"440",59,59.290001,58.41,58.599998,1693100,51.456604
"441",58.619999,59.200001,58.099998,58.860001,1403100,51.684917
"442",59.369999,60.279999,59.009998,59.810001,1763700,52.519112
"443",59.970001,60.849998,59.709999,60.57,2059300,53.186466
"444",60.720001,61.119999,59.880001,60,1496300,52.685947
"445",59.990002,60.93,59.830002,60.650002,1098000,53.256718
"446",60.439999,60.639999,59.630001,60.209999,1139600,52.87035
"447",60.09,60.439999,58.630001,58.66,1348400,51.509293
"448",58.509998,58.509998,55.52,55.619999,1476500,48.83987
"449",56.720001,56.790001,54.139999,55.139999,2516200,48.418381
"450",54.970001,55.43,54.32,54.580002,2412600,47.926659
"451",55.080002,55.099998,53.709999,54.57,2085900,47.91787
"452",54.5,55.77,54.150002,55.080002,1657000,48.365707
"453",54.98,55.279999,53.490002,53.830002,1203800,47.268082
"454",53.599998,54.34,53.200001,53.560001,2787700,47.030991
