"","JBHT.Open","JBHT.High","JBHT.Low","JBHT.Close","JBHT.Volume","JBHT.Adjusted"
"116",90.010002,90.449997,89.379997,89.690002,438100,86.229492
"117",89.580002,89.580002,87.120003,87.589996,778100,84.21051
"118",87.529999,88.040001,86.040001,86.589996,999800,83.249084
"119",86.709999,86.959999,86.059998,86.459999,763200,83.1241
"120",86.360001,87.169998,86.239998,86.779999,549600,83.43177
"121",86.790001,87.760002,86.790001,87.480003,461200,84.104767
"122",87.25,88.709999,86.870003,87.699997,812600,84.316261
"123",88.029999,92.620003,88.019997,91.379997,1725300,87.854271
"124",91.470001,92.110001,90.160004,90.889999,1157100,87.383194
"125",91.620003,91.779999,90.559998,91.379997,1223400,87.854271
"126",92.040001,93.480003,92.040001,93.220001,551900,89.623306
"127",93.209999,94.169998,92.82,93.25,1604900,89.652145
"128",93.910004,93.919998,92.080002,92.25,1085500,88.690727
"129",92.709999,93.940002,92.260002,93.650002,1122200,90.03672
"130",93.419998,93.699997,92.690002,92.730003,1155800,89.152184
"131",92.419998,92.720001,91.260002,91.470001,824900,87.940804
"132",92.169998,93.389999,91.519997,91.949997,582800,88.402298
"133",92.089996,92.25,90.889999,91.260002,1146100,87.738914
"134",91.260002,92.300003,91.019997,91.849998,1031400,88.306145
"135",90.480003,94.449997,90.279999,93.529999,2422100,89.921333
"136",93.18,93.75,91.779999,92.010002,1125100,88.459976
"137",92.080002,92.139999,91.120003,91.699997,804300,88.161919
"138",91.510002,91.769997,90.660004,91.529999,530400,87.998512
"139",91.300003,92.160004,90.510002,91.559998,1092700,88.027328
"140",91.330002,91.709999,90.510002,91.540001,718300,88.008118
"141",92.300003,94.050003,92.160004,93.360001,971000,89.757889
"142",93.480003,93.839996,92.879997,93.599998,729600,89.988617
"143",93.18,93.400002,90.07,90.849998,1078000,87.344727
"144",90.699997,91.610001,90.360001,90.370003,712800,86.883232
"145",90.480003,91.029999,90.209999,90.709999,644400,87.210129
"146",91.470001,91.470001,88.830002,89.510002,756000,86.056427
"147",89.089996,90.110001,89.010002,89.639999,553200,86.181427
"148",89.290001,89.849998,88.910004,89.290001,842300,86.065758
"149",89.480003,90.989998,89.32,90.529999,766200,87.260971
"150",90.389999,90.910004,89.870003,90.660004,553400,87.386284
"151",90.389999,91.57,89.809998,90.910004,651700,87.627235
"152",90.660004,92.199997,90.150002,92.169998,1020000,88.841751
"153",91.589996,92.889999,91.550003,92.099998,1332900,88.774277
"154",92.730003,95.230003,92.730003,94.699997,1306500,91.280388
"155",95.150002,96.599998,95.139999,96.309998,1604300,92.83226
"156",96.400002,97.790001,96.209999,97.379997,1243800,93.863625
"157",97.650002,98.300003,97.239998,97.300003,1166700,93.786514
"158",97,97.400002,95.93,96.889999,1075400,93.391304
"159",96.779999,97.620003,95.989998,96.629997,988800,93.140709
"160",96.669998,98.07,96.260002,97.349998,766800,93.834686
"161",97.760002,98.309998,97.419998,97.900002,1040900,94.364845
"162",97.599998,97.68,96.830002,97.089996,530100,93.584091
"163",97.169998,97.5,96.300003,96.559998,784100,93.073227
"164",96.980003,98.389999,96.639999,97.660004,833300,94.133522
"165",98.050003,99.349998,98.050003,99.120003,633700,95.540787
"166",98.75,101.209999,98.5,100.059998,911700,96.446869
"167",99.959999,100.769997,99.650002,99.779999,1297400,96.176956
"168",100.099998,100.099998,98.260002,98.889999,1021300,95.319092
"169",99.410004,99.910004,98.510002,99.349998,566100,95.762466
"170",99.220001,99.620003,98.139999,98.610001,809900,95.04921
"171",98.940002,99.550003,98.279999,99.089996,852200,95.511879
"172",99.510002,100.910004,99.239998,100.739998,1239900,97.102303
"173",100.739998,102.029999,100.230003,101.839996,753800,98.16256
"174",102.220001,102.989998,100.830002,101.5,810400,97.834854
"175",101.589996,102.029999,101.110001,101.589996,531000,97.921593
"176",101.220001,101.220001,99.720001,100.589996,543700,96.957718
"177",100.190002,100.779999,99.330002,99.830002,1321900,96.225151
"178",100.019997,101.720001,99.660004,101.57,1087900,97.902313
"179",101.589996,102.900002,101.5,102.760002,753000,99.049362
"180",102.839996,103.449997,102.470001,102.669998,548700,98.962578
"181",102.910004,104.300003,102.5,104.260002,1217000,100.495178
"182",104.580002,105.720001,104.059998,104.669998,787700,100.890373
"183",104.800003,105.919998,104.669998,105.75,510800,101.931381
"184",105.470001,105.879997,104.330002,104.93,766800,101.141006
"185",105.099998,107.389999,104.589996,107.080002,1005500,103.213341
"186",107.300003,109.209999,107.029999,108.879997,1262200,104.948349
"187",108.839996,109.540001,108.529999,108.900002,567100,104.967628
"188",111.089996,111.599998,109.769997,111.080002,1250500,107.068909
"189",111.440002,111.980003,107.519997,108.989998,1171700,105.054367
"190",109.529999,110.639999,108.559998,109.07,717700,105.131516
"191",108.779999,109.459999,108.339996,108.660004,1311800,104.736305
"192",108.32,108.720001,106.489998,106.870003,1105500,103.010933
"193",106.830002,107.980003,106.330002,106.730003,732400,102.875992
"194",106.68,106.919998,105.089996,105.910004,737900,102.085632
"195",106.089996,106.32,105.389999,106.169998,705400,102.33622
"196",106.260002,106.459999,105.110001,105.68,631800,101.863907
"197",105.800003,108.419998,105.599998,108.349998,1256100,104.437485
"198",107.529999,108.75,103.720001,104.010002,1972200,100.254219
"199",103.449997,103.449997,100.25,101.639999,1800400,97.969795
"200",101.480003,102.610001,101.220001,102.43,929000,98.731262
"201",102.519997,105.07,102.519997,104.449997,927000,100.678307
"202",103.980003,105.019997,103.440002,104.790001,660800,101.006035
"203",105.260002,107.5,104.580002,106.580002,1086300,102.731415
"204",108.5,108.739998,106.589996,107.410004,641900,103.531425
"205",107.440002,108.269997,106.120003,106.309998,906600,102.471153
"206",106.199997,106.660004,105.650002,106.230003,910200,102.394043
"207",106.309998,109.419998,106.209999,108.879997,620100,104.948349
"208",108.739998,109.669998,108.410004,109.610001,635400,105.652
"209",108.669998,108.669998,105.010002,105.260002,1125100,101.459068
"210",105.360001,106.540001,104.010002,106.389999,1194900,102.548271
"211",106.739998,107.699997,106.010002,106.18,641800,102.345856
"212",106.199997,107.419998,105.519997,107.379997,525500,103.727219
"213",107.169998,108.410004,106.18,107.220001,736100,103.57267
"214",106.970001,108.629997,106.300003,107.839996,830200,104.17157
"215",107.540001,108.349998,106.169998,106.650002,972000,103.022049
"216",106.400002,106.400002,103.040001,104.360001,1447300,100.809944
"217",104.089996,104.089996,100.860001,102,1255000,98.530235
"218",102.029999,102.269997,101.220001,101.849998,729700,98.385323
"219",101.919998,103.040001,101.470001,102.580002,918300,99.090485
"220",102.019997,102.720001,101.650002,102.470001,848100,98.984222
"221",102.349998,102.900002,101.150002,101.540001,677000,98.085869
"222",101.879997,103.199997,101.220001,102.980003,848400,99.476883
"223",103.730003,104.290001,100.970001,101.440002,999800,97.989273
"224",101.339996,101.989998,100.779999,101.720001,358300,98.259735
"225",102.279999,103.389999,101.510002,103.220001,770900,99.708717
"226",103.360001,104.529999,103.160004,104.010002,474100,100.471855
"227",104,104.980003,103.959999,104.160004,206500,100.616753
"228",104.290001,104.75,103.25,103.639999,465000,100.114433
"229",104.339996,106.050003,103.309998,106.029999,764300,102.423134
"230",105.970001,108.699997,105.519997,108.639999,922800,104.944359
"231",108.900002,111.889999,108.160004,111.139999,1206000,107.359291
"232",110.82,111.419998,106.860001,109.010002,1077900,105.301758
"233",110.68,112.5,110,110.199997,1096100,106.451294
"234",110.230003,110.620003,109.110001,109.279999,378400,105.562576
"235",109.410004,110.720001,109.010002,110.410004,937900,106.654137
"236",110.410004,111.949997,109.760002,111.599998,668700,107.80365
"237",112.580002,112.989998,111.589996,112.510002,577100,108.682709
"238",112.410004,112.419998,111.089996,111.300003,982800,107.51387
"239",111.669998,111.669998,110.519997,111.239998,978700,107.455894
"240",111.150002,112.809998,110.790001,111.870003,1089200,108.064461
"241",112,112.239998,110.949997,111.389999,796000,107.600807
"242",111.889999,113.040001,111.019997,112.370003,1442300,108.54747
"243",113.199997,113.639999,112.669998,112.830002,846400,108.991806
"244",113.019997,113.019997,111.970001,112.739998,772000,108.904861
"245",113.68,113.830002,112.540001,112.75,1323400,108.914536
"246",113.160004,113.489998,111.099998,112.720001,846500,108.885536
"247",112.629997,114.959999,112.330002,114.529999,789400,110.633987
"248",115,115.739998,114.400002,114.919998,503500,111.010696
"249",114.959999,115.550003,114.43,115.470001,348700,111.542015
"250",111.379997,115.370003,111.330002,115.239998,1355500,111.319839
"251",115.349998,116.839996,114.82,114.980003,1133900,111.06868
"252",115.959999,116.889999,114.739998,116.089996,863600,112.140907
"253",116.330002,118.050003,115.949997,116.870003,980200,112.894371
"254",117.169998,118.059998,115.43,116.889999,1318000,112.913712
"255",117.639999,118.040001,115.330002,116.269997,1436200,112.314781
"256",116.139999,118.169998,116.129997,118.029999,828800,114.014915
"257",118.400002,120.540001,118.339996,120.309998,945800,116.217369
"258",120.349998,120.660004,119.389999,120.110001,889300,116.024162
"259",117.360001,121.190002,116.75,120.93,937800,116.816261
"260",121.330002,121.510002,119.620003,121.059998,978200,116.941856
"261",121.419998,121.489998,119.690002,120.639999,1068200,116.53614
"262",121.379997,121.720001,119.800003,120.650002,1241600,116.545799
"263",118.940002,122.18,117.18,121.449997,1480500,117.318573
"264",122.279999,123.870003,121.360001,123.610001,1317800,119.405121
"265",123.610001,125.510002,122.309998,125.389999,1170100,121.124565
"266",125.330002,126.050003,124.879997,125.589996,995500,121.317749
"267",125.699997,126.489998,124.589996,125.650002,1030800,121.375725
"268",125.980003,126.239998,123.440002,123.989998,813600,119.772186
"269",124.839996,125.550003,123.459999,125.029999,623100,120.776787
"270",122.300003,124.459999,120.260002,121.760002,1095000,117.618034
"271",121.330002,121.860001,120.269997,120.720001,765000,116.613419
"272",121.599998,123.059998,120.669998,120.830002,970800,116.719673
"273",120.010002,121.910004,119.379997,120.790001,826900,116.681038
"274",119.900002,120.779999,117.75,118.169998,1853800,114.150162
"275",117.639999,118.120003,114.5,114.629997,2185800,110.730583
"276",113.080002,116.349998,111.419998,115.93,1988000,111.986359
"277",115.860001,119.160004,115.830002,117.949997,1355700,113.937653
"278",117.510002,118.120003,114.290001,114.809998,1662600,111.130585
"279",115.349998,116.620003,112.779999,115.110001,1792000,111.420959
"280",115.519997,117.199997,114.239998,115.879997,828200,112.166298
"281",115.160004,119.300003,114.629997,118.330002,946000,114.537781
"282",117.620003,120.349998,116.900002,120,934200,116.154266
"283",120.849998,121.209999,117.5,120.730003,919400,116.860855
"284",120.440002,121.93,119.720001,120.580002,534700,116.715675
"285",119.849998,120.260002,117.440002,118.199997,972900,114.411942
"286",118.5,121,118.120003,119,705200,115.18631
"287",119.519997,121.790001,118.919998,119.709999,817400,115.873566
"288",120.540001,121.169998,118.989998,121.110001,546900,117.228683
"289",121.790001,123.43,120.489998,123.18,570700,119.232338
"290",123.169998,124.160004,120.589996,120.620003,532600,116.754379
"291",120.900002,121.190002,118.519997,118.57,680400,114.770088
"292",118.529999,120.169998,117.730003,118.540001,1037300,114.741058
"293",118.220001,120.860001,115,120.330002,1160800,116.473694
"294",119.330002,119.57,116.93,117.410004,1286500,113.647255
"295",117.910004,119.050003,117.040001,118.57,753600,114.770088
"296",117.849998,119.540001,117.160004,118.900002,647300,115.089516
"297",119.059998,119.059998,117.139999,118.699997,737700,114.895927
"298",119.599998,121.900002,119.07,121.800003,902100,117.896584
"299",122.029999,122.550003,120.18,120.82,433400,116.947975
"300",121.190002,122.730003,121.129997,121.989998,814900,118.080498
"301",122.589996,122.589996,119.620003,119.809998,516500,115.970345
"302",119.800003,120.800003,118.620003,119.769997,461200,115.931618
"303",119.879997,120.919998,119.230003,120.300003,1007000,116.444641
"304",120.150002,120.910004,118.839996,120.190002,652900,116.338181
"305",121.040001,122.269997,120.5,120.769997,539400,116.899574
"306",120.93,122.199997,120.540001,120.589996,551800,116.725357
"307",119.989998,120.639999,118.470001,118.82,889500,115.01207
"308",118.639999,119.510002,116.830002,118,1208600,114.218369
"309",119.769997,120.489998,117.849998,120.18,905800,116.328476
"310",120.57,122.309998,114.690002,114.959999,1103400,111.275787
"311",115,116.68,112.550003,114.919998,1060100,111.237053
"312",115.739998,118.480003,114.699997,117.150002,885100,113.395607
"313",118.269997,119.540001,114.540001,115.360001,1102700,111.662956
"314",117,119.480003,116.5,117.169998,1370100,113.41494
"315",115.489998,115.879997,113.120003,115.379997,1921600,111.682327
"316",116.059998,116.379997,112.529999,113.800003,1429500,110.152939
"317",112.660004,113.25,108.459999,109.93,1414000,106.406982
"318",110.769997,111.82,109.089996,109.209999,933900,105.710045
"319",109.199997,111.919998,108.669998,111.43,1128500,107.858917
"320",110.889999,113.540001,110.669998,113.089996,1384500,109.465691
"321",112.010002,114.669998,111.989998,114.18,1167500,110.520782
"322",114.379997,114.879997,112.260002,112.769997,1456100,109.155968
"323",119.720001,121.68,115,119.75,2312800,115.912277
"324",121.139999,121.209999,116.5,119.169998,1470400,115.350868
"325",119.769997,121.769997,119.75,121.339996,1041000,117.451324
"326",121.339996,122.190002,120.019997,121.269997,743800,117.383553
"327",121.110001,122.059998,119.290001,119.589996,901300,115.757385
"328",119.480003,120.800003,119.160004,120.32,766400,116.464012
"329",121.129997,121.730003,117.809998,118.410004,1338800,114.615204
"330",118.040001,119.860001,117.330002,117.779999,1039800,114.005402
"331",117.769997,118.43,114.739998,117.25,1153100,113.492401
"332",117.080002,118.690002,116.419998,118.519997,487000,114.72168
"333",118.529999,119.610001,117.18,117.43,898000,113.666618
"334",117.370003,117.43,115.129997,115.919998,781400,112.205017
"335",115.879997,117.669998,115.150002,116.400002,1187900,112.66964
"336",115.830002,117.730003,114.099998,116.589996,822600,113.086716
"337",115.82,118.82,115.209999,117.419998,638600,113.891777
"338",118.120003,119.110001,117.389999,118.099998,728400,114.551331
"339",117.57,119.540001,117.57,118.809998,1019600,115.239998
"340",119.309998,120.860001,119.300003,120.709999,631200,117.082924
"341",121.860001,123.110001,121.169998,122.900002,623900,119.207108
"342",123.120003,125.419998,123.120003,124.660004,690300,120.914215
"343",125.110001,125.150002,123.25,123.760002,557600,120.04126
"344",122.919998,123.830002,121.900002,123.25,701700,119.5466
"345",123.589996,125.610001,123.300003,125.120003,715500,121.360405
"346",125.5,127.040001,125.150002,125.690002,1021000,121.913261
"347",125.580002,127.139999,118.809998,126.860001,990300,123.048119
"348",127.790001,129.740005,127.290001,128.100006,1078000,124.250862
"349",128.460007,128.690002,124.360001,124.650002,852100,120.90451
"350",123.559998,124.779999,121.690002,124.610001,869900,120.865715
"351",124.639999,127.349998,124.510002,127.120003,757500,123.300316
"352",127.209999,129.929993,126.970001,128.389999,863200,124.53215
"353",127.440002,128.410004,126.360001,127.389999,641400,123.562187
"354",128.220001,130.350006,126.629997,129.410004,561400,125.521515
"355",129.369995,129.880005,127.190002,128.100006,725000,124.250862
"356",128.639999,130.039993,128.639999,129.639999,509000,125.744576
"357",130.059998,130.149994,126.410004,127.5,586400,123.668884
"358",127.550003,128.979996,124.669998,126.82,732700,123.009331
"359",127.07,128.449997,125.190002,126.769997,588000,122.960823
"360",126.900002,127.900002,125.790001,127.269997,545300,123.445786
"361",127.190002,128.919998,127,128.679993,370100,124.813423
"362",128.580002,131.509995,128.509995,130.259995,653300,126.34594
"363",130.259995,131.100006,129.429993,130.820007,541200,126.889137
"364",131.059998,131.740005,126.730003,129.389999,708800,125.502098
"365",129.970001,130.800003,128.720001,129.649994,550600,125.754265
"366",129.520004,130.850006,128.020004,130.240005,954800,126.326546
"367",129.289993,130.339996,128.669998,129.289993,596700,125.40509
"368",128.25,128.399994,125.550003,127.300003,651600,123.474892
"369",127.879997,129.070007,127.099998,128.479996,481300,124.619431
"370",128.529999,129.410004,127.07,128.199997,556000,124.347855
"371",128.910004,129.839996,127.989998,128.130005,810500,124.279961
"372",127.18,127.18,123.379997,124.050003,804200,120.322548
"373",124.209999,124.870003,122.809998,122.989998,701600,119.294403
"374",123.360001,124.650002,121.440002,121.5,571300,117.849159
"375",121.440002,121.82,120.059998,121.239998,637700,117.596977
"376",121.699997,123.040001,120.849998,121.550003,1030200,117.897675
"377",121.230003,122.57,120.709999,122.400002,481300,118.722137
"378",122.529999,123.300003,121.68,122.010002,295900,118.343842
"379",122.57,123.18,119.589996,121.470001,865600,117.820076
"380",121.150002,123.269997,120.980003,122.040001,434600,118.372932
"381",122.760002,124.919998,122.43,124.480003,634300,120.739632
"382",124.669998,125.860001,122.989998,124.209999,702000,120.477745
"383",123.669998,123.790001,121.330002,121.760002,1025800,118.101357
"384",122.660004,122.660004,120.769997,120.849998,1268500,117.218697
"385",121.110001,122.760002,120.720001,121.830002,2008100,118.169258
"386",129.740005,129.979996,116.139999,121.129997,4855800,117.490288
"387",121,122.440002,119.599998,121.559998,1344900,117.907379
"388",121.68,122.580002,120.830002,121.43,1152600,117.781265
"389",120.82,122.110001,119.839996,121.580002,1075500,117.926765
"390",121.510002,121.620003,120.459999,121.260002,1007200,117.616379
"391",120.949997,122.540001,120.860001,121.919998,859900,118.256561
"392",122.260002,122.730003,116.839996,117.080002,1508500,113.561974
"393",117.269997,119.099998,116.639999,118.879997,1144500,115.307884
"394",119.019997,119.730003,116.540001,118.809998,1478000,115.239998
"395",118.879997,119.389999,118.169998,118.849998,733700,115.278786
"396",118.75,119.989998,117.589996,117.809998,610000,114.270042
"397",117.959999,120.730003,117.349998,119.900002,690300,116.297241
"398",119.900002,120.139999,118.730003,119.449997,549200,115.860779
"399",118.279999,122.68,118.279999,122.410004,1093700,118.970871
"400",122.620003,122.760002,120.099998,120.809998,575800,117.41581
"401",120.800003,121.639999,119.949997,121.349998,427200,117.940643
"402",121.699997,123.480003,121.040001,122.690002,444400,119.243004
"403",122.410004,122.68,121.769997,121.910004,355800,118.484924
"404",122.330002,123.199997,121.089996,121.709999,393100,118.290527
"405",120.959999,121.639999,120.510002,121.110001,671300,117.70739
"406",121.43,121.769997,120.089996,120.139999,479200,116.764648
"407",120.57,121.900002,120.239998,121.57,497200,118.154472
"408",120.730003,121.720001,119.57,121.309998,397800,117.901779
"409",122.209999,122.389999,121.120003,121.650002,438000,118.232224
"410",121.760002,122.43,120.849998,122.339996,461600,118.902847
"411",122.07,123.900002,122.07,123.43,445000,119.962212
"412",123.510002,124.870003,123.440002,123.900002,471500,120.419029
"413",123.68,124.43,123.360001,123.940002,534100,120.457886
"414",123.870003,124.400002,123.220001,123.489998,557400,120.020515
"415",123.800003,124.650002,123.269997,123.800003,302700,120.321808
"416",123.940002,125.82,123.410004,123.790001,707300,120.312103
"417",124.080002,124.610001,121.5,121.690002,604300,118.271103
"418",121.870003,121.870003,120.080002,121.260002,670700,117.853188
"419",120.93,121.230003,119.330002,119.809998,529100,116.443924
"420",119.82,121.050003,119.389999,120.75,551900,117.357506
"421",120.75,121.190002,119.730003,119.980003,914300,116.609138
"422",118.120003,123.349998,118.120003,123.07,749400,119.612335
"423",123.57,124.519997,122.699997,123.080002,551300,119.622047
"424",122.620003,124.309998,122.43,122.980003,532600,119.524857
"425",123.779999,127.699997,123.760002,127.440002,1065900,123.859558
"426",127.379997,127.93,126.110001,126.480003,562500,122.926521
"427",126.400002,126.989998,124.970001,125.279999,499300,121.760231
"428",125.849998,126.879997,123.550003,123.870003,521300,120.389862
"429",123.870003,125.93,123.739998,124.559998,579200,121.060455
"430",124.559998,124.809998,121.440002,122.449997,637900,119.00975
"431",122.459999,123.959999,121.309998,123.389999,604100,119.923332
"432",123.559998,123.970001,121.589996,122.089996,605400,118.659859
"433",122.489998,123.639999,119.260002,119.410004,1066100,116.055153
"434",119.199997,119.739998,117.110001,119,1852400,115.656677
"435",119.260002,120.449997,118.650002,120.400002,909000,117.017349
"436",120.389999,120.919998,119.410004,119.830002,687700,116.463348
"437",119.900002,122.080002,119.440002,121.089996,502100,117.68795
"438",121.010002,121.120003,117.349998,118.449997,1433600,115.122116
"439",119.07,119.959999,118.260002,118.940002,1055800,115.598358
"440",119.720001,121.449997,119.720001,121.089996,655300,117.68795
"441",121.150002,121.529999,120.120003,120.370003,765000,116.98819
"442",120.489998,121.43,119.769997,120.650002,929300,117.260307
"443",120.620003,122.160004,119.800003,121.040001,714400,117.639359
"444",121.029999,121.099998,119.32,120.410004,1005600,117.027061
"445",120.360001,121.349998,119.300003,121.089996,648800,117.68795
"446",120.940002,121.739998,117.940002,118.169998,886700,114.849983
"447",117.699997,118.379997,113.769997,113.93,1024800,110.729111
"448",114.019997,114.510002,109.879997,110.290001,1395700,107.191376
"449",111.82,111.82,108.459999,109.290001,1485100,106.219482
"450",109.029999,112.419998,109.019997,111.529999,1562200,108.396545
"451",113,116.269997,111.959999,113.889999,1535900,110.690224
