"","MDT.Open","MDT.High","MDT.Low","MDT.Close","MDT.Volume","MDT.Adjusted"
"110",85.849998,86.639999,85.75,86.510002,4715100,78.818909
"111",86.610001,88.160004,86.529999,87.629997,8823600,79.83934
"112",87.580002,88.199997,87.120003,87.199997,4459300,79.447578
"113",87.559998,88,87.349998,87.650002,3509200,79.857574
"114",87.330002,87.980003,87.139999,87.660004,2979900,79.866676
"115",88,88.349998,87.529999,88.080002,5436800,80.249352
"116",88.080002,89.07,88.040001,88.989998,3806600,81.07843
"117",88.730003,89.519997,88.559998,88.82,3535000,80.923569
"118",88.970001,89.139999,88.57,88.790001,3549400,80.89621
"119",88.970001,89.589996,88.709999,89.089996,3549400,81.169548
"120",89.440002,89.5,88.889999,89.199997,6707100,81.26976
"121",89.220001,89.720001,88.980003,89.150002,3491400,81.224205
"122",89.150002,89.43,88.790001,88.790001,3149600,80.89621
"123",89.129997,89.610001,88.940002,89.300003,3339400,81.36087
"124",89.379997,89.389999,88.120003,88.709999,2888000,80.823318
"125",88.75,89.169998,88.57,88.75,3827900,80.859795
"126",88.800003,89.199997,88.75,88.809998,2006700,80.914436
"127",88.519997,89.099998,88.279999,88.900002,2892100,81.418152
"128",88.699997,88.980003,87.260002,87.260002,3884900,79.916183
"129",87.650002,88.099998,87.400002,87.959999,2918100,80.557266
"130",87.860001,88,87.050003,87.199997,3062100,79.861214
"131",87.050003,87.410004,86.68,87.260002,2792900,79.916183
"132",87.75,88.25,87.400002,87.809998,2128400,80.419891
"133",87.93,88,87.300003,87.809998,2306300,80.419891
"134",87.809998,88.82,87.660004,88.57,2257800,81.115929
"135",88.57,88.790001,85.839996,86.059998,9555300,78.817169
"136",86,86.43,85.779999,85.849998,5505700,78.624847
"137",85.980003,86.139999,85.459999,85.650002,4597000,78.441673
"138",85.910004,86.089996,85.510002,85.669998,4381500,78.459984
"139",85.669998,85.949997,84.940002,85.169998,3523200,78.002068
"140",85.209999,85.309998,84.709999,85.089996,4096000,77.92881
"141",85.400002,86.010002,85.029999,85.93,5256300,78.698112
"142",85.82,86.279999,85.389999,85.739998,3331600,78.524109
"143",85.860001,85.860001,84.330002,84.68,5244900,77.553291
"144",84.57,84.809998,84.169998,84.290001,4550800,77.196136
"145",84.5,84.68,83.919998,83.970001,5452200,76.903061
"146",84.110001,84.379997,83.489998,83.519997,5356100,76.490921
"147",83.519997,83.610001,82.980003,83.199997,4909500,76.197868
"148",82.959999,83.489998,82.830002,83.290001,5944300,76.280296
"149",83.540001,83.959999,83.230003,83.68,3414700,76.637482
"150",83.769997,84.550003,83.699997,84.370003,3647600,77.269394
"151",84.290001,84.529999,83.669998,83.830002,3825300,76.774857
"152",83.75,84.019997,83.510002,83.949997,3519300,76.884727
"153",83.580002,83.860001,83.019997,83.040001,3495800,76.051338
"154",83.32,84.239998,83.089996,83.709999,4302200,76.664948
"155",84.050003,85.07,84.050003,84.470001,3346800,77.360977
"156",84.580002,85.010002,84.419998,84.589996,2766000,77.470871
"157",84.830002,84.919998,84.540001,84.599998,4376200,77.480034
"158",84.480003,84.849998,83.639999,83.669998,3789000,76.628311
"159",83.32,83.809998,83.120003,83.410004,4441000,76.390198
"160",83.330002,84.019997,82.940002,83.519997,4691500,76.490921
"161",81.459999,82.150002,81,81.760002,9382100,74.879051
"162",81.32,81.57,79.449997,79.75,8667500,73.038231
"163",79.690002,80.099998,79.110001,79.239998,7365000,72.571129
"164",79.419998,79.849998,79.029999,79.059998,4231200,72.406296
"165",79.57,79.870003,79.400002,79.589996,4900800,72.891685
"166",79.360001,79.900002,79.019997,79.720001,4130900,73.010742
"167",79.699997,79.919998,79.339996,79.860001,3725800,73.138954
"168",80,80.720001,79.800003,80.620003,5661900,73.835007
"169",80.699997,80.75,79.879997,80.050003,3133400,73.312965
"170",79.879997,80.400002,79.57,79.82,3255800,73.102325
"171",79.919998,80.080002,79.360001,79.870003,3784000,73.148125
"172",79.919998,80.279999,79.709999,79.949997,3387000,73.22139
"173",79.900002,82.480003,79.900002,82.029999,7881000,75.126328
"174",82.25,82.5,81.190002,81.559998,5854100,74.695877
"175",81.5,82.360001,81.089996,82.300003,4073500,75.373611
"176",82.129997,82.449997,81.699997,81.93,4795100,75.03476
"177",81.879997,81.93,81.07,81.800003,4461900,74.915695
"178",81.629997,82.139999,81.379997,82.120003,9563400,75.208755
"179",82.370003,82.540001,81.75,82.400002,4162500,75.465187
"180",82.650002,82.739998,81.129997,81.190002,5584800,74.35704
"181",81.190002,81.510002,79.339996,80.160004,6384400,73.413712
"182",80.139999,80.550003,79.5,79.529999,4822000,72.836739
"183",79.480003,79.889999,79.110001,79.699997,4593200,72.992424
"184",79.489998,79.589996,77.900002,78.269997,7151300,71.68277
"185",78.25,78.879997,78.07,78.370003,4791000,71.774368
"186",78.669998,78.870003,77.449997,77.839996,4801700,71.288956
"187",77.699997,77.910004,77.169998,77.709999,5536500,71.592995
"188",77.660004,78.010002,77.550003,77.769997,6186200,71.64827
"189",78.059998,78.230003,77.5,78.050003,4312900,71.906227
"190",78.18,78.199997,77.580002,78.110001,5866600,71.961502
"191",78.25,78.900002,78.199997,78.629997,5735200,72.440567
"192",79.370003,79.860001,79,79.510002,6323200,73.25132
"193",79.57,79.809998,79.260002,79.809998,3248500,73.527687
"194",77.800003,78.260002,76.519997,76.93,12760100,70.87439
"195",76.949997,77.379997,76.910004,77.290001,7244100,71.206047
"196",77.080002,78.480003,77.080002,78.239998,6442300,72.081268
"197",77.720001,77.959999,77.099998,77.919998,8427000,71.786469
"198",77.889999,78.230003,77.459999,78.07,5442000,71.924652
"199",78.029999,78.440002,77.709999,77.730003,5392200,71.61142
"200",77.760002,78.239998,77.389999,78,3809600,71.860168
"201",78,78.889999,77.910004,78.589996,4613200,72.403725
"202",78.57,78.989998,78.440002,78.480003,2765000,72.302376
"203",78.769997,78.879997,78.169998,78.339996,4173800,72.173386
"204",78.720001,79.25,78.339996,79.019997,4811600,72.799873
"205",79.110001,79.199997,78.440002,78.660004,4462300,72.468208
"206",78.580002,79.309998,78.239998,79.199997,4906500,72.965683
"207",78.900002,80.720001,78.860001,80.440002,7331100,74.108101
"208",80.889999,81.690002,80.699997,81.300003,7744000,74.900398
"209",81.040001,81.059998,79.5,80.529999,5993800,74.19101
"210",80.470001,80.809998,80.139999,80.519997,4612000,74.181801
"211",80.419998,81.160004,80.010002,80.309998,5136500,73.988319
"212",80.300003,80.580002,77.169998,77.870003,10276700,71.74041
"213",77.620003,78.709999,77.059998,78.43,6936600,72.256325
"214",78.459999,78.489998,77.629997,77.690002,4027000,71.574547
"215",77.900002,78.190002,77.650002,78.010002,3655100,71.869385
"216",78.160004,78.160004,77.220001,77.809998,4468000,71.685127
"217",80.139999,81.120003,79.459999,80.809998,8803500,74.448982
"218",80.400002,80.470001,78.309998,79.330002,6416400,73.085472
"219",79.279999,79.419998,78.260002,79.199997,4013700,72.965683
"220",78.940002,79.370003,78.629997,79.160004,2701100,72.928864
"221",79,79.139999,78.620003,78.68,4145400,72.486633
"222",79.019997,79.68,78.970001,79.260002,4763500,73.020973
"223",78.830002,80.089996,78.739998,79.489998,7098000,73.232872
"224",79.379997,79.720001,78.889999,78.900002,7446700,72.689323
"225",83,84.110001,82.5,82.660004,11004000,76.153351
"226",82.760002,82.970001,82.050003,82.339996,5303300,75.858528
"227",82.690002,83.5,82.610001,83.25,3165600,76.696915
"228",83.260002,83.540001,81.059998,81.410004,6346500,75.001732
"229",81.669998,82.580002,81.360001,82.459999,5773700,75.969078
"230",82.309998,82.980003,81.970001,82.110001,3945500,75.646645
"231",82.660004,82.779999,82.040001,82.129997,5663900,75.665062
"232",82.459999,82.57,80.610001,81.269997,5992800,74.872757
"233",81.32,81.370003,79.739998,79.870003,8687800,73.582962
"234",79.57,81.470001,79.57,80.919998,5392200,74.550301
"235",81.57,81.800003,80.919998,81.5,5192100,75.084641
"236",81.610001,82.089996,80.290001,80.57,5497500,74.227859
"237",80.919998,81.120003,80.540001,81.07,4106400,74.688522
"238",81.199997,81.540001,80.849998,81.269997,3501400,74.872757
"239",82.489998,82.690002,81.800003,82,4966500,75.545303
"240",81.800003,82.160004,81.529999,81.919998,4473300,75.471596
"241",81.949997,82.480003,81.720001,81.830002,5000700,75.38868
"242",82.440002,83.699997,82.440002,83.5,9813100,76.927216
"243",83.610001,83.779999,83.080002,83.43,5204200,76.862724
"244",83.720001,84.110001,82,82.040001,5096500,75.582161
"245",82.389999,82.970001,81.290001,81.379997,3769400,74.974098
"246",81.540001,82.459999,81.360001,81.480003,4051200,75.066246
"247",81.559998,81.959999,81.269997,81.540001,3187500,75.121506
"248",81.57,81.879997,81.389999,81.470001,1922500,75.057007
"249",81.629997,81.93,81.440002,81.760002,2463100,75.324196
"250",81.330002,81.580002,81.080002,81.339996,2859800,75.361252
"251",81.580002,81.800003,80.730003,80.75,3259900,74.814621
"252",82.160004,82.690002,81.949997,82.209999,4783500,76.167297
"253",82.199997,84.82,82.169998,83.919998,6879100,77.751602
"254",84.449997,84.900002,83.139999,84.120003,5943200,77.93692
"255",84.529999,85.739998,84.010002,85.540001,7428500,79.252533
"256",85.5,85.690002,85.209999,85.510002,6117600,79.224739
"257",85.860001,86.75,85.660004,85.879997,6099900,79.567551
"258",85.550003,85.989998,84.519997,85.489998,3575300,79.206192
"259",85.940002,85.940002,85.080002,85.730003,3930300,79.428581
"260",85.849998,85.989998,85.300003,85.449997,5085900,79.169159
"261",85.580002,86.129997,84.870003,85.32,5428200,79.048691
"262",85.879997,86.449997,85.440002,86.110001,5449000,79.780624
"263",86.160004,87.93,85.949997,87.260002,7328600,80.846107
"264",87.580002,87.900002,86.029999,86.68,7314800,80.308731
"265",86.419998,86.57,85.400002,86.050003,5926900,79.725052
"266",86.220001,86.220001,84.980003,85.230003,4962300,78.965332
"267",85.830002,86.129997,85.160004,85.760002,5680200,79.456367
"268",85.989998,86.980003,85.660004,86.82,3947800,80.438454
"269",86.860001,87.18,86.360001,87.120003,3815100,80.716408
"270",86.849998,87.300003,86.32,86.720001,3804900,80.345779
"271",85.93,86.720001,85.75,85.959999,3881700,79.641663
"272",86.330002,86.5,85.620003,85.889999,5258300,79.576805
"273",85.379997,85.68,84.629997,84.980003,4201600,78.733688
"274",84.669998,85.25,84.360001,84.449997,5564500,78.242653
"275",84.07,84.580002,80.919998,81.419998,7237200,75.435364
"276",80.059998,82.059998,79.089996,81.669998,10190000,75.666992
"277",81.400002,82.959999,81.290001,81.349998,5929900,75.370522
"278",81.330002,81.510002,78.349998,78.379997,7346100,72.618835
"279",78.879997,80.080002,77.559998,79.480003,6061800,73.63797
"280",79.709999,80.75,79.25,80.239998,4314100,74.342117
"281",79.849998,80.589996,79.349998,80.220001,4574600,74.323578
"282",79.720001,82.059998,79.629997,81.860001,5e+06,75.84304
"283",82.410004,82.980003,81.949997,82.940002,4002000,76.843658
"284",82.800003,83.760002,82.120003,83.309998,6863500,77.186432
"285",83.139999,83.370003,80.870003,81.610001,11125900,75.611397
"286",81.43,81.699997,80.220001,80.720001,6805700,74.786819
"287",80.910004,81.809998,80.209999,80.410004,4528200,74.499603
"288",80.949997,81.199997,79.889999,80.389999,5174100,74.481087
"289",81.400002,82.480003,80.32,82.419998,6201200,76.361862
"290",82.620003,82.690002,81.07,81.239998,5179400,75.2686
"291",81.519997,81.610001,79.839996,79.889999,6712100,74.017822
"292",79.790001,79.830002,77.769997,78.300003,7946100,72.544701
"293",77.900002,78.5,77.690002,78.330002,5695900,72.572495
"294",77.849998,80.040001,77.75,79.739998,5371700,73.878853
"295",80.010002,80.610001,79.839996,80.410004,5338300,74.499603
"296",79.790001,81.32,79.629997,81.129997,6040200,75.166687
"297",81.330002,82.25,81.279999,82.209999,6434600,76.167297
"298",82.440002,83.389999,82.360001,83.150002,4659200,77.038223
"299",83.260002,83.720001,83,83.300003,4218700,77.177185
"300",83.75,84.18,83.25,83.470001,4678800,77.334702
"301",83.779999,83.959999,81.910004,82.300003,5182300,76.250687
"302",82.389999,82.510002,81.660004,82.029999,3453700,76.000534
"303",82.360001,82.57,81.290001,81.290001,9386600,75.314926
"304",81.279999,81.620003,79.389999,80.129997,4601300,74.240189
"305",80.529999,81,79.400002,79.900002,4267000,74.027084
"306",79.900002,80.769997,79.760002,80.040001,4329400,74.156799
"307",79.160004,79.809998,78,78.139999,4455900,72.814926
"308",78.209999,78.599998,76.410004,76.550003,6070300,71.333298
"309",77.440002,78.529999,76.57,78.459999,6635500,73.113136
"310",78.739998,79.5,77.650002,78.160004,5458700,72.833572
"311",78.389999,79.25,78.260002,78.459999,5299700,73.113136
"312",79.260002,80.919998,78.779999,80.220001,6162300,74.753189
"313",79.790001,79.900002,76.620003,77.480003,6409800,72.199928
"314",77.760002,78.550003,77.279999,78.349998,4444000,73.01062
"315",77.239998,78.949997,76.919998,78.720001,4134600,73.3554
"316",79.019997,80.080002,78.690002,79.699997,4183500,74.268616
"317",79.199997,79.82,77.129997,77.639999,5186000,72.348999
"318",78.269997,79.639999,77.870003,78.459999,4708400,73.113136
"319",79.129997,79.690002,78.779999,79.290001,4718300,73.886559
"320",78.629997,79.279999,78.25,78.589996,3751500,73.234276
"321",79.160004,80.110001,79.150002,79.839996,3571500,74.399086
"322",80.169998,80.239998,79.129997,79.57,3997200,74.147484
"323",80.190002,81.25,80.029999,80.599998,3628300,75.107277
"324",81.029999,81.239998,79.959999,80.629997,4611200,75.135246
"325",80.889999,81.040001,80.169998,80.190002,6131400,74.725243
"326",80.199997,80.599998,79.639999,80,3791900,74.54818
"327",80.099998,80.489998,79.480003,79.900002,3690900,74.454987
"328",80.150002,80.449997,79.82,80.019997,2735900,74.566811
"329",80.5,80.57,78.57,79.370003,4937200,73.961113
"330",79.019997,79.5,78.519997,79.459999,3935100,74.044975
"331",79.699997,80.860001,79.199997,80.589996,5155900,75.097954
"332",80.360001,81.410004,80.150002,81.290001,4191500,75.750275
"333",81.400002,81.459999,80.029999,80.129997,6071800,74.669327
"334",79.599998,81.029999,79.5,81.010002,2986700,75.489357
"335",80.730003,80.790001,79.730003,79.919998,4145500,74.47364
"336",79.239998,79.739998,78.290001,79.580002,4534300,74.156799
"337",79.330002,81.190002,79.010002,81.080002,3563900,75.554581
"338",82.379997,85.360001,82.209999,84.82,10825200,79.039703
"339",84.32,84.32,82.760002,83.199997,7132300,77.530106
"340",83.330002,84.339996,82.43,84.059998,4934200,78.331505
"341",84.32,85.769997,84.019997,85.68,4728100,79.84111
"342",85.599998,86,85.220001,85.559998,4021100,79.729271
"343",85.510002,86.330002,85.010002,86.18,4244500,80.30703
"344",85.580002,85.720001,83.980003,84.370003,4544900,78.620384
"345",84.459999,86.220001,84.419998,85.550003,4058700,79.719971
"346",85.370003,85.440002,84.589996,85.110001,3542100,79.309937
"347",84.730003,84.910004,84,84.639999,4705500,78.871994
"348",85.25,85.809998,85.050003,85.32,3747400,79.505615
"349",85.360001,85.599998,84.910004,84.970001,4593700,79.179497
"350",84.540001,86.18,84.510002,85.260002,5237600,79.44973
"351",86.349998,88.650002,86,86.989998,8861000,81.061829
"352",86.989998,88.260002,85.769997,86.300003,4685500,80.418861
"353",85.580002,85.720001,84.610001,85.389999,4539500,79.570869
"354",85.720001,86.559998,85.309998,85.889999,4236800,80.036789
"355",85.559998,86.669998,85.5,86.32,4816700,80.437492
"356",86.849998,88.080002,86.540001,87.830002,5438300,81.844574
"357",87.919998,88.169998,87.349998,87.519997,4507400,81.555702
"358",87.220001,87.870003,86.110001,86.660004,5409700,80.754326
"359",86.800003,87.339996,86.080002,87.239998,5424600,81.294785
"360",87.32,87.610001,85.959999,86.629997,5350300,80.726357
"361",86.699997,87.300003,86.510002,87.18,4566600,81.238876
"362",86.910004,87.050003,86.040001,86.589996,4313000,80.689072
"363",86.93,87.199997,86.349998,86.690002,4311900,80.782288
"364",86.730003,86.900002,85.559998,85.839996,3735200,79.990196
"365",86.120003,86.660004,85.919998,86.57,3756400,80.670448
"366",86.730003,86.989998,85.900002,86.779999,6532200,80.866127
"367",86.059998,86.300003,85.589996,86.25,3002600,80.372261
"368",85.559998,86.809998,85.349998,86.610001,4510200,80.707718
"369",86.459999,86.669998,85.830002,86.129997,4334200,80.260445
"370",86.279999,86.800003,85.629997,86.300003,3404300,80.418861
"371",86.660004,87.580002,86.610001,86.809998,5406100,80.894096
"372",86.699997,86.949997,85.669998,86.739998,5242700,80.828865
"373",86.720001,87.339996,86.360001,86.860001,8009500,80.940689
"374",86.43,86.510002,85.389999,85.489998,6347900,79.66404
"375",85.519997,86.540001,85.349998,86.330002,3948400,80.4468
"376",84.68,86.68,84.580002,85.610001,5082500,79.775864
"377",84.379997,86.110001,83.610001,86.029999,4677100,80.167236
"378",85.279999,86.870003,85.279999,85.980003,3002500,80.120659
"379",85.389999,86,85.300003,85.910004,3148800,80.523697
"380",85.809998,87.029999,85.580002,86.629997,3618100,81.198563
"381",86.529999,87.230003,86.379997,87.129997,3476800,81.667198
"382",87.169998,87.529999,87.110001,87.389999,3489600,81.910919
"383",86.790001,87.580002,86.57,87.260002,3858300,81.789055
"384",87.489998,87.970001,86.980003,87.870003,3507200,82.360817
"385",87.889999,88.599998,87.889999,88.360001,4441800,82.820091
"386",88.199997,88.300003,87.529999,87.730003,2833200,82.229591
"387",87.870003,88.830002,87.730003,88.290001,5026700,82.754478
"388",88.290001,88.769997,87.900002,88.010002,5015800,82.492027
"389",87.900002,88.93,87.879997,88.419998,3975000,82.87632
"390",87.779999,88.550003,87.709999,88.019997,4313100,82.501404
"391",87.589996,88.730003,87.449997,88.629997,2953900,83.073174
"392",88.82,89.190002,88.529999,88.910004,3202900,83.335594
"393",88.650002,89.949997,88.650002,89.730003,3438100,84.104202
"394",89.949997,90.040001,89.129997,89.260002,3884900,83.663658
"395",89.290001,89.360001,88.169998,88.660004,4486600,83.101288
"396",88.709999,89.330002,88.510002,89.080002,4178000,83.494965
"397",89.360001,90.349998,88.870003,90.230003,6244300,84.572845
"398",89.959999,90.739998,89.709999,90.239998,4810200,84.582222
"399",89.790001,90.389999,89.480003,89.889999,3395000,84.254158
"400",89.800003,90.599998,89.57,90.480003,2611000,84.807175
"401",90.349998,90.849998,90.07,90.589996,2946100,84.910271
"402",90.639999,91.019997,90.25,90.849998,3521700,85.153976
"403",90.809998,91.230003,90.43,90.809998,4692300,85.116486
"404",90.809998,91.470001,90.809998,91.220001,3852100,85.500786
"405",90.870003,91.129997,90.080002,90.599998,3444200,84.919647
"406",90.5,91.419998,90.290001,90.739998,5030300,85.050858
"407",90.699997,91.5,90.639999,91.050003,3875300,85.341438
"408",90.910004,91.160004,90.230003,90.989998,4082600,85.285194
"409",91.269997,91.370003,90.839996,91.099998,4190300,85.388298
"410",91.290001,91.339996,90.419998,90.599998,8973200,84.919647
"411",90.650002,90.879997,89.870003,90.029999,6630800,84.385391
"412",94,95.790001,93,95.169998,14732400,89.203125
"413",94.870003,96.139999,94.220001,95.580002,8582500,89.587418
"414",95.360001,96.5,95.199997,95.610001,6545400,89.615532
"415",95.660004,96.18,95.389999,95.550003,5332200,89.559303
"416",95.610001,95.919998,95.050003,95.440002,5593300,89.4562
"417",95.550003,96.239998,95.440002,95.769997,5151000,89.765503
"418",95.860001,96.739998,95.699997,96.589996,3809900,90.534088
"419",96.440002,97.379997,96.309998,96.809998,4523700,90.740303
"420",96.32,96.760002,96,96.410004,4239500,90.365387
"421",96.57,96.690002,95.300003,95.559998,4448600,89.56868
"422",95.449997,96.120003,95.110001,96.040001,4451800,90.018578
"423",95.809998,96.910004,95.620003,96.489998,4943900,90.440369
"424",96.300003,96.889999,96.129997,96.32,5664200,90.281013
"425",96.639999,97.059998,96.309998,96.370003,3188000,90.327904
"426",96.18,96.620003,95.510002,96.080002,3573700,90.056076
"427",96.029999,96.519997,95.760002,96.25,3667200,90.215393
"428",96.529999,97,96.379997,96.949997,3972800,90.871529
"429",96.949997,97.279999,96.650002,97.010002,3303000,90.927773
"430",97.010002,97.150002,95.82,96.029999,3989000,90.009209
"431",95.809998,97.040001,95.790001,96.879997,4477200,90.805916
"432",97.269997,97.379997,96.25,96.459999,3184900,90.412247
"433",97.18,97.760002,96.809998,97.480003,4337400,91.368294
"434",97.589996,98,96.959999,97.849998,7973700,91.715096
"435",97.989998,98.959999,97.720001,98.860001,5640100,92.661774
"436",99.010002,99.650002,98.730003,99,5694300,92.792992
"437",99.349998,100.150002,98.839996,99.169998,5693900,92.952324
"438",98.82,100,97.269997,97.699997,4710700,91.574493
"439",97.620003,98.879997,97.199997,98.370003,4430800,92.202507
"440",98.720001,99.660004,98.5,99.489998,3633000,93.252258
"441",99.269997,99.470001,98.470001,99.019997,3880000,92.811737
"442",99.349998,99.769997,97.110001,97.470001,4449700,91.358932
"443",97.150002,97.629997,96.349998,96.980003,4211200,90.899658
"444",97.260002,97.709999,96.230003,97.169998,4631000,91.077736
