"","STT.Open","STT.High","STT.Low","STT.Close","STT.Volume","STT.Adjusted"
"125",90.080002,90.339996,89.389999,89.730003,1540800,80.004372
"126",90.400002,91.610001,90.050003,91.080002,684700,81.208023
"127",91.349998,91.989998,90.550003,91.529999,1505900,81.609261
"128",91.550003,91.760002,90.57,90.610001,1361000,80.788963
"129",91.110001,91.489998,90.589996,90.870003,1691000,81.02079
"130",90.870003,91.900002,90.650002,91.519997,1968200,81.600342
"131",91.550003,91.550003,90.029999,90.199997,1981200,80.423401
"132",89.989998,91.190002,89.760002,90.989998,1970800,81.127769
"133",91.449997,92.220001,90.949997,91.790001,1337900,81.841072
"134",90.849998,92.309998,90.18,92.07,1566000,82.090744
"135",91.919998,92.839996,91.669998,92.559998,1022200,82.527626
"136",91.739998,92.32,91.389999,92.080002,936400,82.09964
"137",92.269997,92.269997,89.25,90.610001,4370000,80.788963
"138",90.809998,92.419998,90.720001,90.870003,2100700,81.02079
"139",90.339996,91.32,90.339996,90.989998,1324800,81.127769
"140",90.940002,91.660004,90.760002,91.529999,1660800,81.609261
"141",93.18,93.18,92.160004,92.540001,1893000,82.509804
"142",95.830002,96.260002,93.919998,94.279999,2757500,84.061188
"143",94.629997,94.720001,93.139999,93.550003,1867900,83.410309
"144",93.389999,93.629997,92.800003,93.169998,1735000,83.071503
"145",93.459999,93.589996,93.160004,93.230003,1999000,83.125008
"146",93.739998,93.889999,93.080002,93.599998,1782600,83.454887
"147",93.879997,94.370003,93.599998,94.220001,1969900,84.007698
"148",94.169998,94.699997,93.510002,93.769997,1375700,83.606468
"149",94.470001,95.800003,94.300003,95.099998,2329400,84.792313
"150",95.07,95.300003,94.43,94.449997,1029500,84.212769
"151",94.120003,95.440002,94.040001,94.349998,1178600,84.123611
"152",93.709999,94.300003,93.25,94.279999,2138400,84.061188
"153",93.830002,94.220001,92,92.5,2297400,82.474129
"154",92.529999,93.599998,91.620003,92.080002,2274000,82.09964
"155",93.089996,94.059998,92.900002,93.519997,1451300,83.383575
"156",94.120003,94.889999,93.559998,93.82,1219800,83.651039
"157",93.010002,94.059998,92.82,93.040001,1651200,82.955574
"158",92.800003,93.25,91.529999,91.790001,1877300,81.841072
"159",91.559998,92.970001,91.190002,92.419998,1916300,82.402786
"160",92.300003,92.889999,92.040001,92.330002,1349700,82.322548
"161",92.620003,93.830002,92.57,93.639999,1111900,83.49057
"162",92.769997,93.980003,92.769997,93.449997,1291600,83.321159
"163",93.720001,94.43,93.309998,93.779999,1680700,83.615372
"164",94.050003,94.620003,93.43,93.470001,2205500,83.338989
"165",93.650002,94.019997,92.580002,92.900002,1351400,82.83075
"166",91.879997,92.32,91.029999,92,2191800,82.028313
"167",92.129997,92.610001,92.07,92.400002,1497300,82.384964
"168",92.900002,92.900002,92.190002,92.489998,2089000,82.465187
"169",92.889999,93.889999,92.599998,93.18,1387100,83.080414
"170",92.629997,93.379997,91.559998,91.790001,2844500,81.841072
"171",92.220001,92.489998,91.059998,91.629997,2263600,81.69841
"172",91.639999,91.809998,90.010002,90.970001,2244100,81.109955
"173",91.080002,92.879997,91.010002,92.5,2029400,82.474129
"174",93.650002,94.669998,93.419998,94.330002,1711700,84.105797
"175",94.82,95.389999,94.419998,94.959999,1554300,84.667488
"176",94.580002,94.580002,93.699997,94.269997,1883300,84.052269
"177",94.209999,94.5,93.809998,94.099998,2482800,83.900696
"178",94.160004,94.830002,93.739998,94.040001,5229300,83.847214
"179",94.260002,94.93,94.129997,94.760002,1202900,84.489166
"180",95.029999,95.900002,94.650002,95.68,1687400,85.309441
"181",95.800003,96.209999,94.709999,95.82,1397000,85.434273
"182",95.93,96.389999,95.519997,95.949997,1226800,85.550194
"183",95.809998,96.040001,95.360001,95.559998,1599700,85.202461
"184",95.489998,95.650002,93.720001,94.459999,1507500,84.22168
"185",94.629997,94.720001,93.75,93.910004,1759100,83.731285
"186",95.139999,96.110001,94.629997,95.540001,1561900,85.184639
"187",95.550003,95.849998,95.050003,95.809998,942500,85.425362
"188",95.400002,95.82,95.010002,95.540001,1486500,85.559692
"189",95.730003,96.739998,95.339996,96.339996,1189900,86.276115
"190",96.07,97.07,96.029999,96.989998,1273000,86.858223
"191",96.940002,98.080002,96.849998,97.110001,1242800,86.965675
"192",97.389999,99.129997,97.139999,98.949997,1967900,88.613472
"193",99.400002,99.989998,98.32,98.800003,1529900,88.479164
"194",98.809998,98.82,97.860001,98.089996,875700,87.843292
"195",98.300003,99.199997,98.099998,99.169998,1540900,88.810501
"196",99.199997,99.410004,98.400002,99.290001,1818600,88.917961
"197",99.300003,99.889999,98.599998,98.629997,1691500,88.326897
"198",98.629997,99.949997,98.040001,99.260002,1588700,88.89109
"199",99.18,99.650002,98.360001,98.540001,1452700,88.246315
"200",98.639999,98.639999,97.07,97.150002,1458100,87.001503
"201",97.459999,98.82,97.32,98.349998,1395900,88.076157
"202",97.809998,97.860001,96.82,97.480003,2319400,87.297043
"203",98.690002,99.220001,98.019997,99.120003,2308800,88.765717
"204",96.949997,97.370003,94.230003,96.169998,2304800,86.123886
"205",96.610001,97.400002,96.309998,96.43,1775200,86.356728
"206",96.510002,96.720001,93.160004,94.050003,3226600,84.225349
"207",94.580002,95.800003,94.540001,94.739998,2211500,84.843254
"208",94.650002,94.800003,93.449997,93.510002,1778200,83.741745
"209",93.099998,94.059998,93.080002,93.290001,1996100,83.544731
"210",93.139999,93.459999,91.959999,92,1623400,82.389488
"211",92.519997,92.959999,92.18,92.25,1642300,82.613388
"212",92.07,93.410004,92.010002,92.510002,1337700,82.846199
"213",92.400002,92.800003,92.150002,92.529999,1078900,82.864105
"214",92.059998,92.639999,91.860001,92.290001,1162700,82.649208
"215",92.68,92.940002,90.209999,90.279999,1470600,80.849167
"216",90.099998,91.389999,89.68,91.129997,1892200,81.610367
"217",90.610001,91.470001,90.089996,90.769997,1608400,81.287979
"218",90.830002,91.059998,89.919998,90.650002,948700,81.180511
"219",90,91.139999,89.809998,90.790001,1444900,81.305878
"220",90.139999,91.849998,90.059998,91.309998,1991600,81.771561
"221",90.379997,92.93,90.010002,91.860001,2362300,82.264114
"222",92,93.110001,91.970001,92.400002,1980900,82.747704
"223",91.989998,92.889999,91.629997,92.309998,1932200,82.667114
"224",92.339996,93.410004,92.050003,93.059998,1196200,83.33876
"225",93.389999,93.809998,92.620003,93.059998,1494000,83.33876
"226",93.260002,93.57,92.639999,92.669998,1086100,82.989494
"227",93.129997,93.129997,92.199997,92.459999,534900,82.801437
"228",92.470001,93.07,91.360001,91.360001,2093400,81.816345
"229",91.400002,93.269997,91.25,93.139999,2926900,83.410393
"230",93.940002,95.379997,93.629997,94.68,2281100,84.78952
"231",95.059998,96.330002,94.5,95.349998,2592800,85.389542
"232",95.660004,95.949997,93.169998,95.480003,1707700,85.505959
"233",97.059998,97.989998,96.639999,97.099998,3257400,86.956734
"234",97.650002,97.709999,96.540001,96.830002,2376800,86.714935
"235",96.599998,97.029999,95.720001,96.519997,1385900,86.437317
"236",96.129997,97.290001,95.980003,96.919998,1535000,86.795525
"237",97.43,97.75,96.629997,97.669998,1263200,87.467201
"238",97.57,98.349998,97.220001,97.410004,1101000,87.234352
"239",97.709999,98.730003,97.300003,98.18,1248700,87.92392
"240",98.830002,100.900002,98.209999,99.18,2783600,88.81945
"241",99.400002,99.540001,97.720001,97.970001,1918700,87.735855
"242",98.550003,99.290001,98,98.529999,2726100,88.23735
"243",99.080002,99.440002,98.089996,98.209999,2045400,87.950768
"244",98.849998,99.040001,97.639999,97.870003,1709600,87.646301
"245",98.510002,98.620003,96.959999,97.080002,1517900,86.93882
"246",97.760002,98.93,97.760002,98.309998,1219200,88.040337
"247",98.639999,98.720001,97.400002,97.93,1055600,87.700035
"248",97.919998,98.290001,96.980003,97.440002,576000,87.26123
"249",97.68,97.860001,97.239998,97.709999,719500,87.503006
"250",98.110001,98.43,97.75,98.230003,617700,87.968681
"251",98.330002,98.43,97.5,97.610001,930400,87.788818
"252",98.25,98.25,96.5,96.720001,1479100,86.988358
"253",96.959999,97.639999,96.230003,97.43,1492900,87.626915
"254",97.790001,99.040001,97.769997,98.480003,1026400,88.571289
"255",98.739998,98.739998,97.730003,98.57,1134900,88.652214
"256",98.559998,100.059998,98.230003,99.650002,1497700,89.623543
"257",100,102.07,99.949997,101.400002,1627500,91.197464
"258",102.809998,104.93,102,104.25,1827400,93.760712
"259",104.879997,105.849998,104.160004,105.779999,1637000,95.136772
"260",106.260002,107.57,106.110001,107.239998,1475600,96.449867
"261",107.849998,108.5,105.690002,105.970001,1887500,95.307648
"262",106.480003,106.709999,105.610001,106.400002,1797400,95.694389
"263",106.110001,106.459999,104.879997,105.050003,2504400,94.480209
"264",105.459999,107.639999,105.25,107.610001,1884800,96.782639
"265",107.519997,109.099998,107.169998,108.989998,2068800,98.023804
"266",108.989998,112.43,108.989998,112.18,3373100,100.892838
"267",112.559998,114.269997,112,112.709999,2224200,101.369499
"268",112.769997,112.800003,110.059998,110.330002,1731000,99.228973
"269",110.330002,110.910004,109.230003,110.910004,1695000,99.75061
"270",111.050003,112.639999,110.970001,111.690002,1875300,100.452126
"271",111.470001,111.650002,109.860001,110.139999,1567700,99.058083
"272",110.129997,110.949997,109.690002,110.169998,2048400,99.08506
"273",109.769997,110.989998,109.389999,110.330002,1465800,99.228973
"274",110.279999,110.769997,107.300003,107.470001,2503700,96.656738
"275",106.5,107.809998,102.220001,102.470001,1958900,92.159836
"276",100.150002,104.709999,99.419998,104.5,2766300,93.985565
"277",103.730003,106.089996,103.419998,103.519997,2110400,93.104164
"278",103.660004,103.919998,98.489998,98.540001,2277900,88.625237
"279",100.18,100.870003,96.790001,100.010002,1809700,89.947334
"280",100.769997,102.82,100.120003,101.779999,1404900,91.53923
"281",101.07,101.989998,100.370003,101.269997,987800,91.080559
"282",100.82,104.089996,100.660004,103.940002,1263200,93.481911
"283",104.5,105.18,103.050003,103.959999,1344400,93.499886
"284",103.040001,105.370003,101.949997,104.550003,1988700,94.030533
"285",103.989998,105.220001,103.32,103.790001,1189700,93.347
"286",103.940002,105.889999,103.349998,103.959999,1237600,93.499886
"287",104.589996,105.309998,102.480003,102.720001,1504200,92.384666
"288",103.209999,104.589996,103.050003,104.5,911000,93.985565
"289",105,106.849998,104.599998,106.82,1435000,96.072113
"290",107.25,108.800003,106.839996,107.169998,3284000,96.386909
"291",107.269997,108.989998,106.089996,106.150002,3278200,95.469543
"292",106.349998,106.919998,103.910004,104.580002,2694400,94.057518
"293",103.919998,104.5,101.639999,104.279999,2707300,93.787697
"294",103.650002,106.580002,103.410004,105.849998,2290400,95.199722
"295",106.269997,106.510002,105.110001,105.459999,2139300,94.848969
"296",104.190002,105.75,104.139999,105.349998,1489600,94.750038
"297",105.919998,106.589996,104.809998,106.18,2343900,95.496536
"298",107.050003,110.239998,106.760002,109.830002,2598000,98.779266
"299",110,110.330002,108.470001,108.830002,1720700,97.879898
"300",109.5,109.82,107.220001,107.330002,2182000,96.530807
"301",107.709999,107.709999,105.519997,105.779999,1486200,95.136772
"302",106,106.839996,105.459999,105.900002,1629600,95.244698
"303",106.32,107.629997,106.129997,106.870003,2708200,96.117104
"304",106.760002,107.120003,104.769997,105.830002,1232700,95.18174
"305",106.43,106.669998,105.610001,106.150002,1008200,95.469543
"306",106.410004,108.410004,106.150002,106.809998,1966100,96.063126
"307",105.529999,105.720001,101.360001,101.5,2411200,91.287422
"308",101.879997,101.889999,97.5,97.709999,2842500,87.878754
"309",99.519997,101.809998,99.269997,101.449997,1870300,91.242432
"310",101.970001,102.059998,98.139999,98.959999,2083900,89.002975
"311",99.349998,99.419998,97.169998,98.279999,1415400,88.391411
"312",98.610001,100.480003,98.279999,99.730003,1564100,90.08046
"313",99.589996,99.940002,95.93,97.220001,1539900,87.813339
"314",97.989998,99.5,97.57,99.330002,1413400,89.71917
"315",97.339996,100.25,97.339996,99.940002,1201500,90.270157
"316",100.550003,101.25,100.129997,100.57,881300,90.839203
"317",99.230003,99.709999,96.589996,97.489998,1565300,88.057205
"318",98.010002,100.540001,97.949997,98.300003,1543500,88.788834
"319",100.129997,100.889999,99.599998,99.910004,1550300,90.243057
"320",98.690002,99.739998,98.470001,98.629997,1182800,89.086899
"321",99.699997,101.690002,99.699997,101.089996,1559400,91.308876
"322",101.949997,102.080002,99.25,99.800003,1202800,90.143707
"323",100.370003,101.190002,100.019997,100.599998,1258300,90.866287
"324",101.470001,102.489998,100.690002,100.940002,1297200,91.173401
"325",101.339996,102.080002,100.849998,101.419998,1453600,91.606934
"326",101.959999,104.330002,101.900002,104.18,2533400,94.099899
"327",101.57,102.529999,99.029999,99.660004,3951700,90.017227
"328",101.190002,103.639999,100.480003,102.300003,3074800,92.401802
"329",102.800003,103.239998,99.959999,101.099998,2495900,91.317902
"330",100.959999,101.489998,99.760002,100.889999,1548700,91.128235
"331",100.879997,101.379997,99.940002,100.589996,1231000,90.857246
"332",100.459999,100.760002,99.949997,100.260002,1112200,90.559181
"333",100.82,101.519997,99.739998,99.779999,1768500,90.125641
"334",99.269997,99.639999,97.029999,98.400002,1403600,88.879158
"335",98.059998,98.959999,97.360001,97.739998,1517700,88.283012
"336",97.139999,97.480003,95.07,96.400002,1470700,87.07267
"337",96.160004,98.419998,95.400002,97.75,1121700,88.292046
"338",98,98.910004,97.440002,98.5,1442900,88.969475
"339",98.5,99.800003,98.5,99.300003,1184400,89.692085
"340",99.919998,101.419998,99.360001,101.110001,1184100,91.326958
"341",100.620003,102.209999,99.360001,101.779999,1015100,91.932121
"342",101.919998,102.5,101.110001,102.010002,1298200,92.139862
"343",102.400002,103.150002,102.139999,102.309998,908300,92.410835
"344",101.830002,102.419998,100.660004,101.209999,1328800,91.417274
"345",100.779999,101.389999,100.559998,101.099998,1052800,91.317902
"346",101.099998,101.809998,100.309998,101.239998,1085300,91.444359
"347",100.889999,100.900002,99.080002,99.32,1708100,89.710129
"348",100.07,100.919998,99.809998,99.989998,1238200,90.315308
"349",100.309998,101.080002,100.25,100.330002,1419300,90.622391
"350",99.440002,100.43,98.330002,100.419998,1499900,90.70369
"351",100.089996,101.139999,99.660004,100.709999,1815000,90.965622
"352",100.18,100.589996,99.849998,100.470001,1027600,90.748871
"353",99.199997,99.559998,94.029999,95.080002,2551000,85.880386
"354",96.150002,97.849998,95.470001,97.419998,1869800,87.993965
"355",96.989998,97.190002,95.830002,96.110001,1491600,86.810715
"356",97.720001,98.910004,97.589996,98.449997,1474300,88.924301
"357",98.309998,98.830002,97.889999,98.410004,939200,88.888206
"358",98.209999,98.209999,97.18,97.809998,1410700,88.34623
"359",98.389999,99.5,98.010002,99.489998,1961100,89.863693
"360",100.080002,101.349998,99.860001,100.849998,1317300,91.092094
"361",100.589996,100.879997,99.620003,100.459999,1964400,90.739845
"362",100.599998,101.18,100.099998,100.239998,1303500,90.54113
"363",100.550003,100.93,99.18,99.419998,1405500,89.800453
"364",99.32,99.779999,98.300003,98.360001,1291900,88.843025
"365",98.690002,98.690002,97.510002,98.260002,1758100,88.752701
"366",97.519997,98.510002,96.440002,98.339996,2185200,88.824944
"367",97.720001,98.709999,97.040001,98.660004,1515400,89.113983
"368",97.370003,97.800003,96.449997,97.739998,1361900,88.283012
"369",98.019997,98.489998,97.68,97.730003,1187700,88.273994
"370",97.279999,98.599998,96.580002,98.190002,1564700,88.689461
"371",98.919998,99.080002,97.940002,98.139999,2924100,88.644302
"372",97.809998,97.809998,95.07,95.919998,2324700,86.639091
"373",95.669998,95.830002,94.730003,95.599998,1890700,86.350052
"374",95.410004,96.5,93.980003,93.989998,2550100,84.895851
"375",94.160004,94.839996,93.309998,94.260002,1666100,85.139717
"376",93.830002,95.110001,93,93.089996,2287100,84.459259
"377",92.43,94.059998,92.059998,94.019997,2317100,85.303024
"378",94.529999,94.650002,92.809998,92.919998,665000,84.305016
"379",93.690002,93.690002,92.209999,92.43,1328300,83.860451
"380",92,93.459999,91.669998,92.75,1522900,84.15078
"381",93.300003,94.699997,93.080002,94.470001,1680700,85.711296
"382",94.739998,94.860001,93.400002,93.769997,1198100,85.076225
"383",93.019997,93.620003,92.510002,92.699997,2504000,84.105431
"384",93.529999,93.529999,92.099998,92.860001,1407600,84.250587
"385",92.629997,93.169998,91.870003,92.440002,1813800,83.869514
"386",92.519997,93.989998,92.470001,93.199997,1718100,84.559059
"387",93.139999,93.739998,92.650002,93.449997,2906600,84.785881
"388",94.010002,95.68,93.910004,95.330002,1925500,86.491585
"389",94.699997,94.699997,92.209999,92.739998,2608700,84.141701
"390",88.019997,88.139999,84.559998,85.870003,10619700,77.908653
"391",85.080002,87.370003,85.080002,87.019997,5577100,78.952026
"392",87.790001,89.349998,87.150002,87.75,4075100,79.614349
"393",87.580002,87.709999,86.699997,87.209999,2742700,79.12442
"394",87.339996,88.349998,86.870003,86.93,1988500,78.870377
"395",86.699997,87.879997,86.589996,87,7058900,78.933884
"396",87.209999,87.970001,87.080002,87.220001,4029200,79.133492
"397",87.769997,88.379997,87.519997,88.309998,3870600,80.122421
"398",88.5,89.230003,87.110001,87.269997,5193900,79.178856
"399",86.419998,87.239998,85.699997,86.830002,3198600,78.779663
"400",86.550003,87.050003,86.389999,86.879997,2463700,78.825012
"401",86.879997,87.209999,86.629997,86.940002,1944700,78.879456
"402",87.110001,87.900002,86.919998,87.059998,1976100,78.988319
"403",87.019997,87.190002,86.660004,86.730003,1865900,78.688904
"404",86.540001,86.709999,85.669998,85.800003,2076700,77.845131
"405",84.650002,84.830002,83.519997,83.989998,2504200,76.20295
"406",84.220001,84.300003,82.760002,82.849998,2354300,75.168648
"407",82.870003,84.120003,82.720001,83.879997,2990600,76.103165
"408",83.059998,83.540001,82.43,82.919998,2598800,75.232162
"409",83.18,84.260002,83.010002,84.209999,2104600,76.402557
"410",84.18,85.129997,83.910004,84.959999,2174600,77.083031
"411",85.199997,86.110001,84.970001,85.370003,1830600,77.455017
"412",85.120003,86.610001,84.779999,86.18,2639600,78.189911
"413",85.980003,86.239998,85.349998,85.93,1515400,77.963097
"414",85.720001,86.25,85.160004,85.360001,1791000,77.445938
"415",85.830002,86.190002,85.510002,86.120003,1378800,78.135483
"416",86.660004,87.68,86.550003,87.059998,1864700,78.988319
"417",87.290001,88.360001,86.959999,87.989998,3646700,79.832092
"418",87.860001,88.029999,87.07,87.839996,2133800,79.695992
"419",87.660004,87.769997,86.559998,86.720001,2285200,78.679855
"420",86.419998,87.080002,86.199997,86.910004,1507200,78.852226
"421",87.959999,88.550003,87.269997,87.599998,2982100,79.478256
"422",87.529999,88.059998,86.970001,87.260002,2233400,79.169777
"423",87.050003,87.339996,86.019997,86.410004,1845800,78.39859
"424",86.690002,86.690002,85.800003,86.379997,1387100,78.371368
"425",87.129997,87.709999,86.809998,87.099998,1691400,79.02462
"426",86.650002,87.489998,86.309998,86.860001,1801900,78.806862
"427",86.760002,87.010002,86.349998,86.550003,2158700,78.525604
"428",87.099998,87.489998,86.160004,86.400002,3194200,78.389511
"429",86.489998,87.559998,86.489998,87.290001,2313100,79.196999
"430",87.400002,87.720001,85.800003,85.879997,1942900,77.917732
"431",85.970001,86.099998,85.389999,85.620003,2308400,77.681824
"432",85.839996,88.379997,85.650002,87.919998,2864800,79.768578
"433",88.57,90.199997,88.57,89.57,2822400,81.265602
"434",89.540001,89.769997,88.589996,88.769997,6206300,80.53978
"435",88.699997,88.940002,86.900002,87.050003,1909200,78.979248
"436",87.160004,87.489998,86.639999,86.849998,2468000,78.797791
"437",87,87.07,86.019997,86.209999,2750600,78.217133
"438",86.580002,86.889999,85.330002,85.690002,1746400,77.745346
"439",84.709999,85.07,83.669998,83.779999,2962000,76.431625
"440",84.120003,85.800003,83.860001,85.510002,2773700,78.009895
"441",85.440002,86.07,84.599998,85.449997,2116700,77.955162
"442",86.080002,86.919998,85.150002,86.089996,2479000,78.539032
"443",86.160004,87.349998,85.879997,86.910004,3278400,79.287109
"444",87.07,87.790001,86.029999,86.370003,2260000,78.794487
