"","SYK.Open","SYK.High","SYK.Low","SYK.Close","SYK.Volume","SYK.Adjusted"
"70",130.440002,130.850006,129.820007,130.410004,998500,123.92923
"71",130.179993,130.660004,129.839996,129.929993,758700,123.473099
"72",130.270004,131.199997,130.190002,130.970001,1606600,124.461403
"73",130.550003,131.160004,130.059998,130.910004,792800,124.404388
"74",131.559998,132.270004,130.990005,131.820007,1018500,125.269173
"75",131.809998,133.029999,131.199997,132.759995,972800,126.162468
"76",132.600006,133.429993,132.270004,132.940002,943100,126.333481
"77",133.960007,134.789993,133.729996,134.449997,1300300,127.768478
"78",134.929993,136.039993,134.460007,135.589996,1481700,128.851868
"79",134.649994,136.410004,131.669998,136.190002,2316800,129.421997
"80",136.369995,136.600006,135.259995,135.369995,995300,128.642715
"81",135.100006,136.470001,135.100006,136.369995,1533400,129.593063
"82",136.429993,136.710007,135.410004,135.770004,851700,129.022858
"83",136.020004,136.789993,135.5,136.169998,1271200,129.403
"84",136,136.270004,135.020004,135.710007,734000,128.965836
"85",135.639999,135.649994,134.789993,134.979996,1038400,128.272141
"86",135.429993,136,134.770004,135.960007,710600,129.203461
"87",135.789993,136,134.600006,134.850006,747600,128.148621
"88",134.809998,135.460007,134.5,134.869995,926300,128.167618
"89",134.589996,134.660004,133.509995,134.039993,1653300,127.378838
"90",133.889999,135.080002,133.330002,134.839996,822800,128.139084
"91",134.630005,135.110001,134.330002,134.820007,654800,128.120102
"92",134.809998,136.160004,134.169998,136.029999,772500,129.269958
"93",135.820007,136.690002,134.360001,134.770004,1108600,128.072571
"94",134.770004,134.990005,133.479996,133.539993,937000,126.903687
"95",133.539993,135.630005,132.440002,134.839996,981400,128.139084
"96",135.100006,136.830002,134.789993,136.809998,1339700,130.011185
"97",136.820007,139.210007,136.820007,138.639999,1475000,131.750244
"98",138.699997,140.300003,138.639999,139.899994,1446600,132.947617
"99",139.960007,140.339996,139.830002,139.990005,1121400,133.033157
"100",140.259995,141.210007,139.770004,140.850006,1201800,133.850433
"101",140.970001,141.589996,140.399994,141.270004,827500,134.249557
"102",140.990005,142.050003,140.850006,141.979996,779100,134.92424
"103",142.559998,143.199997,141.970001,142.960007,1764900,135.855591
"104",142.800003,144.699997,142.440002,144.699997,971600,137.509048
"105",145.259995,145.619995,144.050003,144.479996,1469600,137.300018
"106",144.699997,144.789993,143.770004,144.220001,1098900,137.052933
"107",143.75,144.660004,143.75,144.050003,777800,136.891403
"108",144.600006,145.009995,143.529999,144.440002,685500,137.262054
"109",144.440002,144.619995,141.529999,142.429993,1683700,135.351898
"110",142.600006,143,141.220001,141.869995,1194600,134.819717
"111",141.580002,141.759995,139.020004,140.619995,1657200,133.631851
"112",141.059998,141.809998,139.880005,141.179993,1002200,134.164032
"113",141.75,142.660004,141.220001,141.889999,1143800,134.838715
"114",141.080002,141.470001,139.759995,141.229996,1037400,134.211533
"115",141.5,142.360001,140.830002,142.240005,1583300,135.171356
"116",142.649994,143.169998,140.869995,141.380005,1307200,134.354095
"117",141.440002,142.320007,140.820007,140.979996,1053600,133.973938
"118",141.449997,141.970001,140.410004,140.800003,1458200,133.802902
"119",140.449997,141.399994,140.339996,141.220001,1252900,134.202042
"120",141.190002,141.990005,140.679993,141.119995,1161200,134.106995
"121",141.169998,141.720001,139.800003,139.910004,702500,132.957138
"122",139.910004,140.539993,139.240005,139.589996,804500,132.65303
"123",139.949997,140.190002,139.479996,139.800003,700900,133.258316
"124",140,140.210007,137.770004,138.809998,1270600,132.314636
"125",138.970001,139.710007,138.779999,138.779999,1081900,132.286041
"126",139.229996,139.429993,138.089996,138.220001,487600,131.752228
"127",138.559998,139.979996,138.190002,139.740005,1040900,133.201126
"128",139.149994,139.460007,138,139.270004,1182400,132.753159
"129",139.779999,141.210007,139.360001,141.119995,1239800,134.516556
"130",140.860001,141.220001,140.429993,140.559998,831100,133.982758
"131",140.610001,141.059998,140.259995,140.5,1006900,133.925552
"132",141.029999,145.100006,140.880005,144.360001,1884800,137.60495
"133",144.360001,144.429993,142.910004,143.199997,1132500,136.499237
"134",143.289993,145.990005,143.289993,145.399994,901800,138.596268
"135",145.449997,145.779999,144.440002,144.809998,702800,138.03389
"136",144.600006,145.570007,144,145.369995,922500,138.567657
"137",145.539993,146.449997,145.380005,146.220001,733300,139.377884
"138",146.360001,147.779999,146.339996,147.399994,1011700,140.502686
"139",147.429993,148.149994,145.910004,146.190002,1158600,139.349304
"140",146.25,147.029999,145.300003,146.839996,869500,139.968872
"141",147.490005,147.490005,145.539993,146.059998,963000,139.225418
"142",146.039993,146.240005,144.850006,145.75,1107800,138.929901
"143",145.779999,145.990005,142.970001,144.050003,1465700,137.309448
"144",144.850006,147.910004,144.850006,147.800003,1927100,140.883987
"145",147.910004,147.910004,146.580002,147.100006,1452500,140.216721
"146",147.580002,148.839996,146.860001,147.869995,1179900,140.950653
"147",147.690002,147.899994,144.679993,145.139999,1239100,138.348465
"148",144.520004,146.419998,144.289993,146.369995,761100,139.520874
"149",147.089996,147.089996,145.889999,146.529999,638400,139.673416
"150",146.589996,146.759995,146.100006,146.729996,674900,139.864014
"151",146.479996,146.729996,145.860001,146.139999,645100,139.301651
"152",146.25,146.25,144.880005,145.179993,1081000,138.386581
"153",144.820007,145.080002,143.809998,143.910004,768200,137.17598
"154",144.520004,144.789993,143.539993,144.179993,846900,137.43335
"155",144.979996,146.279999,144.710007,146,1104500,139.168228
"156",146.289993,147.830002,146.220001,147.440002,1429500,140.540817
"157",147.860001,148.039993,147.169998,147.410004,876000,140.512222
"158",147.350006,147.429993,145.330002,145.360001,733300,138.558136
"159",144.919998,145.440002,144.080002,144.289993,1673300,137.538223
"160",144.25,145.270004,143.830002,145.130005,1099700,138.338913
"161",145.220001,146.690002,144.960007,145.509995,1491800,138.701141
"162",141,141.429993,137.699997,138.360001,4313100,131.885696
"163",138.5,138.990005,138.139999,138.770004,1340000,132.276489
"164",139.940002,140.339996,139.339996,139.880005,1397200,133.334595
"165",140.600006,140.600006,139.100006,139.570007,1190700,133.039078
"166",139,139.570007,138.75,139.410004,785300,132.886581
"167",139.199997,139.759995,138.559998,139.330002,789600,132.810287
"168",139.330002,141.589996,139.330002,141.369995,1305900,134.754883
"169",141.539993,141.789993,140.199997,141.089996,932300,134.487946
"170",140.470001,142.259995,140.449997,141.610001,1643600,134.983612
"171",141.899994,141.910004,139.509995,141.119995,1108700,134.516556
"172",141.330002,142.559998,141,142.220001,746800,135.565079
"173",142.229996,143.070007,142.220001,142.5,863000,135.83197
"174",143.210007,143.690002,142.429993,143.690002,1043700,136.966293
"175",143.690002,143.820007,142.740005,143.529999,802200,136.813766
"176",143.5,144.160004,142.720001,143.029999,1423600,136.337204
"177",142.789993,144.929993,142.759995,144.490005,1570400,137.728851
"178",144.720001,145.039993,143.309998,143.880005,3154000,137.147415
"179",144.149994,144.830002,143.770004,144.529999,810700,137.766998
"180",144.949997,144.949997,142.899994,143.039993,818200,136.346695
"181",143.460007,143.710007,141.699997,142.710007,655500,136.032166
"182",142.300003,142.639999,140.639999,140.669998,848000,134.087601
"183",141.009995,141.190002,140.270004,140.889999,713900,134.297318
"184",140.889999,141.330002,138.940002,140.139999,917200,133.582428
"185",140.789993,141.520004,140.279999,141.080002,856600,134.478409
"186",141.300003,141.5,139.740005,140.970001,757400,134.373566
"187",140.830002,141,139.509995,140.220001,686100,134.062851
"188",140.410004,142.080002,140.210007,142.020004,1204200,135.783783
"189",142.419998,143.610001,141.679993,143.509995,1056300,137.208374
"190",143.800003,144.470001,143.429993,143.630005,1105100,137.323105
"191",143.880005,146.419998,143.860001,145.970001,1177500,139.560379
"192",145.960007,148.350006,145.5,148.309998,1686200,141.797607
"193",148.160004,149.229996,147.919998,149,1129000,142.457321
"194",148.660004,149.059998,145.520004,145.929993,1472600,139.52211
"195",145.729996,146.550003,143.550003,144.690002,1714900,138.336548
"196",145.490005,146.600006,144.910004,146.410004,1394500,139.981033
"197",146.149994,146.860001,145.779999,146.559998,823500,140.12442
"198",146.460007,146.779999,146.100006,146.690002,667200,140.248764
"199",146.460007,147.580002,146.259995,147.289993,950500,140.822388
"200",147,148.970001,146.649994,148.789993,1249000,142.256531
"201",149,150,148.460007,148.639999,866700,142.113098
"202",148.820007,149.330002,148.050003,149.320007,869000,142.763275
"203",149.990005,150.509995,148.889999,150.490005,1274400,143.881851
"204",150.110001,151.880005,149.720001,149.919998,798100,143.336914
"205",149.630005,149.850006,148.419998,149.690002,738100,143.117004
"206",149.320007,150.559998,149.020004,150.179993,1100000,143.58548
"207",150.210007,150.679993,148.779999,148.820007,1226100,142.285202
"208",155,160.619995,154.539993,159.740005,3209900,152.725754
"209",159.490005,159.669998,153.839996,155.369995,2583500,148.547607
"210",155.179993,156.550003,154.630005,154.869995,1339400,148.069519
"211",155.080002,155.240005,153.529999,154.429993,1284600,147.64888
"212",154.429993,155.679993,154.25,155.020004,1348100,148.212952
"213",154.779999,156.220001,154.399994,156.179993,1165600,149.322006
"214",156.270004,156.740005,155.460007,155.649994,787500,148.815292
"215",156.279999,156.429993,155.660004,156.220001,1114600,149.360275
"216",156.020004,156.789993,155.630005,156.460007,710200,149.589737
"217",156.179993,157.070007,155.619995,156.619995,728400,149.742722
"218",156,156,152.25,154.479996,1267300,147.69664
"219",154,156.119995,153.899994,155.75,910500,148.910889
"220",155.279999,156.550003,154.179993,155.949997,1011800,149.102142
"221",155.690002,156.839996,154.669998,154.800003,701200,148.002609
"222",156.630005,157.570007,156.020004,156.479996,1281600,149.608841
"223",155.690002,156.589996,155.179993,155.399994,937000,148.576248
"224",155.449997,155.5,154.550003,154.75,889800,147.954803
"225",155.759995,156.110001,155.220001,155.729996,998000,148.891769
"226",155.630005,155.880005,154.130005,154.789993,874400,147.993042
"227",154.850006,155.149994,153.610001,154.669998,581100,147.878326
"228",154.940002,155.220001,154.350006,155.119995,1076800,148.308563
"229",155.729996,155.919998,154.380005,155.779999,979500,148.939636
"230",155.869995,155.880005,153.619995,154.100006,1284800,147.333328
"231",154.460007,156.889999,153.710007,156,3337700,149.149933
"232",156.050003,156.470001,153.470001,155.869995,1263900,149.02562
"233",156.160004,156.470001,152.149994,152.360001,1351000,145.669754
"234",152.440002,153.850006,151.850006,152.029999,982400,145.354263
"235",152.119995,152.410004,151.130005,151.759995,1090500,145.0961
"236",152.220001,153.470001,150.240005,151.149994,1145400,144.512863
"237",151.679993,152.449997,151.179993,151.929993,688000,145.258621
"238",151.809998,152.729996,151.660004,152.710007,826200,146.004379
"239",153.029999,154.320007,152.490005,153.669998,1078000,146.922241
"240",153.770004,154.199997,152.960007,153.309998,1358800,146.578033
"241",153.210007,153.649994,151.220001,151.339996,1406700,144.69455
"242",152.610001,154.550003,152.020004,154.25,2103800,147.476807
"243",154.940002,156,154.759995,155.490005,1003600,148.662323
"244",155.800003,156.529999,155.119995,155.259995,853900,148.442413
"245",155.589996,156.330002,154.320007,154.779999,1208500,147.983505
"246",155.259995,155.410004,153.619995,154.100006,890100,147.333328
"247",154.130005,154.449997,153.5,154.139999,581300,147.371613
"248",154.229996,155.139999,154.149994,154.210007,347500,147.438538
"249",154.639999,155.860001,154.160004,155.619995,905400,148.786591
"250",155.330002,156.25,154.979996,155.619995,655700,149.237305
"251",156.130005,156.259995,154.839996,154.839996,785700,148.489349
"252",156.649994,158.399994,155.649994,157.899994,1060800,151.423813
"253",157.880005,160.320007,157.410004,158.789993,1398700,152.277313
"254",159.229996,159.820007,158.479996,158.740005,861700,152.229355
"255",159.440002,161.320007,159.009995,161.059998,962700,154.454224
"256",160.679993,163.740005,160.449997,163.259995,1240300,156.563965
"257",163.539993,164.199997,159.259995,160.779999,1817400,154.185699
"258",160.399994,160.899994,157.710007,159.539993,1255000,152.996552
"259",159.570007,160.259995,157.850006,158.600006,1129600,152.095093
"260",159,161.75,158.029999,158.229996,1139000,151.74028
"261",159.360001,160.899994,158.850006,159.470001,1369600,152.929443
"262",160,160.460007,159.050003,160.270004,1299700,153.696609
"263",160.089996,160.820007,159.940002,160.279999,1364200,153.706192
"264",161.020004,161.839996,160.300003,161.279999,1196700,154.665161
"265",161.300003,162.660004,160.630005,162.520004,1354700,155.85434
"266",162.580002,163.649994,161.740005,161.940002,1103500,155.298126
"267",162.839996,164.979996,162.630005,164.490005,1332300,157.743561
"268",165.160004,165.710007,164.229996,165.550003,1009500,158.760086
"269",165.649994,169.009995,165.289993,168.910004,1310200,161.982239
"270",168.779999,170,168.300003,168.75,1558100,161.828812
"271",167.479996,168.639999,166.309998,168.449997,2171800,161.541122
"272",168.110001,168.110001,163.449997,164.380005,2846500,157.638062
"273",163.850006,165.270004,163.289993,164.779999,1495500,158.021637
"274",163.809998,164.539993,162.039993,162.25,1240900,155.595459
"275",161.449997,162.669998,152.009995,154.399994,2576000,148.067383
"276",150.710007,155.429993,150.330002,154.139999,2754400,147.818039
"277",153.600006,156.759995,153.270004,153.669998,1607900,147.367325
"278",153.669998,154.360001,147.919998,148.009995,1654200,141.939423
"279",149.270004,152.479996,146.800003,151.220001,1550100,145.017807
"280",152.5,154.770004,152.020004,153.660004,1568600,147.357712
"281",152.610001,155.009995,152.300003,154.559998,950000,148.220795
"282",153.699997,156.779999,153.330002,156.240005,1792200,149.83194
"283",157.410004,158.589996,156.130005,158.539993,1161000,152.037567
"284",158.229996,161.309998,158.179993,159.869995,1064600,153.312988
"285",159.139999,159.919998,157.770004,158.740005,1118900,152.229355
"286",158.789993,160.710007,157.770004,157.880005,1428600,151.404678
"287",158.839996,160.529999,158.179993,158.960007,811500,152.440369
"288",159.639999,161.75,158.889999,161.699997,983100,155.068008
"289",163.149994,165.979996,162.949997,165.770004,1788900,158.971054
"290",166.089996,166.759995,164.119995,164.119995,1196700,157.388733
"291",165.169998,165.869995,162.100006,162.160004,1358000,155.509094
"292",161.820007,162.089996,158.210007,159.289993,1352400,152.756775
"293",158.300003,161.229996,158.300003,160.800003,1108100,154.20488
"294",160,163.210007,159.880005,162.539993,903000,155.873505
"295",163.25,163.410004,161.740005,162.729996,878500,156.055725
"296",161.240005,163.649994,161.110001,162.990005,1096500,156.305084
"297",163.440002,164.619995,162.660004,163.350006,1250800,156.650284
"298",164.360001,167.619995,163.839996,166.410004,1684000,159.584793
"299",166.309998,168.410004,165.820007,167.889999,1580000,161.004059
"300",168.919998,168.919998,166.660004,167.110001,1295600,160.256104
"301",167.75,168.380005,165.839996,166.380005,736700,159.556
"302",166.839996,167.029999,165.830002,166.449997,898400,159.623154
"303",166.539993,168.300003,165.919998,167.509995,2045100,160.639633
"304",167.240005,167.75,164.639999,166.029999,1160600,159.220398
"305",166.559998,167.369995,165.369995,166.509995,856700,159.680679
"306",166.820007,166.970001,164.559998,164.729996,907300,157.973724
"307",163.600006,164.039993,160.529999,160.809998,980200,154.214447
"308",160.490005,161.25,157.440002,157.570007,1227400,151.107376
"309",159.740005,160.399994,158.009995,160.399994,1336100,153.821274
"310",160.949997,161.990005,157.580002,158.539993,961800,152.037567
"311",158.449997,159.509995,157.320007,157.970001,822100,151.941391
"312",158.940002,162.360001,158.279999,160.919998,1583900,154.778793
"313",160.919998,161.360001,154.509995,156.25,1239400,150.287003
"314",156.539993,159.190002,155.119995,159.089996,1449900,153.018646
"315",156.5,159.399994,156.160004,158.830002,1022000,152.768524
"316",160.009995,161.050003,158.729996,160.070007,773500,153.961243
"317",159.190002,159.880005,153.759995,155.169998,929500,149.248245
"318",156.440002,159.080002,155.589996,157.050003,1134900,151.056519
"319",158.559998,161.149994,158.240005,160.380005,1222800,154.259415
"320",158.729996,159.850006,157.399994,157.850006,942600,151.825943
"321",159.119995,159.839996,158.059998,158.559998,1043100,152.508865
"322",159.830002,160.080002,157.360001,158.350006,818900,152.30687
"323",160.300003,162.630005,159.600006,162.059998,1097700,155.87529
"324",162.929993,164.149994,160.919998,163.649994,1091200,157.404617
"325",163.889999,165.320007,163.190002,164.710007,1425400,158.424179
"326",164.199997,164.660004,162.470001,163.550003,1197000,157.308441
"327",163.839996,165.199997,163.360001,164.25,2041700,157.981705
"328",164.820007,167.779999,164.669998,166.779999,1715200,160.415176
"329",167.100006,167.669998,163.399994,164.710007,1279400,158.424179
"330",163.990005,165.679993,162.589996,165.380005,1004600,159.068604
"331",165.960007,168.360001,164.779999,168.110001,1254100,161.694412
"332",170.220001,171.350006,166.5,170.669998,1830400,164.156723
"333",171.630005,172.990005,169.419998,169.419998,2067300,162.954407
"334",169.320007,169.970001,167.509995,168.940002,1712700,162.492767
"335",168.259995,168.800003,166.509995,167.029999,1346700,160.655624
"336",166.580002,167.389999,163.910004,166.809998,1176800,160.444016
"337",165.889999,168.360001,164.289993,168,904100,161.588608
"338",168.300003,169.320007,166.990005,167.479996,1338200,161.08844
"339",166.970001,167.350006,165.460007,166.619995,1202800,160.261261
"340",167.160004,168.059998,165.009995,167.389999,989800,161.001877
"341",167.729996,169.389999,167.050003,168.970001,657000,162.521576
"342",168.800003,169.889999,168.720001,169.479996,611500,163.0121
"343",169.520004,169.839996,168.270004,169.149994,1359100,162.694702
"344",167.919998,168.710007,167.279999,168.220001,1103800,161.800232
"345",168.5,172.729996,167.919998,171.759995,1576900,165.205109
"346",171.429993,171.990005,170.190002,171.259995,759300,164.724197
"347",170.979996,173.470001,170.979996,172.809998,1043300,166.215073
"348",173.850006,174.440002,172.539993,173.740005,731500,167.109573
"349",173.860001,174.100006,172.759995,172.899994,671900,166.301605
"350",172.350006,175.520004,172.300003,175.419998,950300,168.725433
"351",175.029999,176.759995,174.259995,175.039993,1030900,168.359955
"352",174.809998,175.509995,173.389999,173.779999,943900,167.148041
"353",172.610001,173.710007,171.240005,172.339996,1056300,165.762985
"354",173.110001,175.990005,173.059998,175.070007,734400,168.388809
"355",175.5,176.089996,173.919998,174.020004,978800,167.378906
"356",175.190002,175.940002,174.029999,175.460007,714200,168.763947
"357",175.729996,177,174.309998,176.369995,827200,169.639175
"358",177.429993,177.699997,176.020004,177.220001,1106700,170.456772
"359",177.429993,179.839996,176.380005,179.779999,922100,172.919037
"360",179.839996,179.839996,176.880005,178.149994,833700,171.351242
"361",178.199997,179.149994,177.210007,178.949997,962000,172.120743
"362",178.970001,179.600006,169.100006,169.779999,4439200,163.30069
"363",169.389999,169.389999,162.289993,162.539993,7037500,156.33696
"364",173.229996,173.309998,166,166.600006,6769400,160.24205
"365",168.300003,169.600006,167.5,168.75,2150500,162.309998
"366",169.240005,169.949997,167.740005,168.380005,3369500,161.954102
"367",167.220001,170.710007,166.970001,170.25,1856500,163.752747
"368",169.100006,170.119995,168.460007,169.729996,1477100,163.252579
"369",170.259995,171.070007,169.470001,169.539993,1498700,163.069824
"370",169.690002,170.160004,168.119995,169.809998,1471500,163.329559
"371",170.410004,173.679993,170,172,1596300,165.435989
"372",171.190002,171.669998,168.649994,170.279999,1223500,163.781601
"373",170.360001,172.740005,170.050003,172.25,1213600,165.676453
"374",171.720001,172.889999,168.979996,169.160004,1589100,162.70433
"375",168.580002,169.520004,167.550003,168.970001,1430300,162.974396
"376",169.740005,171.070007,168.779999,168.860001,1037800,162.868271
"377",167.559998,170.039993,166.690002,169.960007,1078600,163.929291
"378",169.960007,170.75,169.229996,169.789993,436900,163.765289
"379",171.020004,171.649994,169.529999,171.330002,750900,165.250671
"380",171.880005,173.660004,170.979996,173.110001,855000,166.967484
"381",173.429993,174.520004,172.479996,173.610001,556400,167.449753
"382",174.179993,174.869995,173.800003,174.380005,656500,168.192444
"383",173.520004,174.630005,172.809998,173.419998,634800,167.266479
"384",174.279999,174.710007,173.059998,174.330002,620200,168.144241
"385",174.520004,174.660004,173.669998,174.300003,536700,168.115311
"386",174.179993,174.240005,172.880005,173.419998,792300,167.266479
"387",173.660004,176.630005,173.460007,176.110001,944000,169.861069
"388",176.089996,177.369995,173.600006,173.740005,933000,167.57515
"389",173.220001,173.710007,172.229996,172.860001,1023400,166.726364
"390",172.419998,175.240005,172.419998,174.300003,889500,168.115311
"391",173.809998,174.880005,172.809998,174.679993,950000,168.481781
"392",175.399994,175.860001,172.860001,172.919998,1287000,166.784241
"393",168.5,170.740005,166.070007,169.979996,2778600,163.948563
"394",170.240005,171.940002,169,171.389999,1562700,165.308548
"395",171.460007,171.960007,167.410004,169.039993,1176600,163.041916
"396",168.740005,168.75,164.669998,164.990005,1802100,159.13562
"397",165.839996,166.470001,163.160004,163.25,2549800,157.457382
"398",163.380005,165.529999,163.380005,165,1980500,159.145279
"399",164.559998,166.610001,164.330002,166.449997,1413500,160.543808
"400",167.020004,167.020004,164.710007,165.300003,1068000,159.434631
"401",165.210007,166.350006,164.300003,166.130005,1232400,160.235184
"402",166.130005,166.600006,164.440002,165.179993,1127200,159.318909
"403",165.5,166.570007,164.669998,166.160004,899900,160.264114
"404",166.589996,168.179993,166.149994,167.009995,805400,161.083954
"405",166.419998,167.139999,165.380005,165.880005,764300,159.994064
"406",166.050003,167.619995,165.850006,166.110001,759800,160.215866
"407",166.089996,167.309998,165.419998,166.210007,973100,160.312347
"408",165.830002,167.029999,164.75,166.779999,677200,160.862137
"409",168,169.75,167.850006,168.690002,1160200,162.70433
"410",168.600006,170.210007,167.630005,169.979996,1315500,163.948563
"411",170.309998,170.630005,168.630005,168.899994,950300,162.90686
"412",169.339996,169.699997,168.050003,168.300003,823100,162.328201
"413",167.759995,169.789993,167.690002,169.550003,766000,163.533813
"414",169.729996,170.149994,168.860001,169.399994,668400,163.38916
"415",169.399994,170.279999,169.270004,169.979996,616800,163.948563
"416",170.690002,170.949997,169.479996,170.479996,836300,164.430801
"417",170.759995,171.179993,169.5,169.889999,732800,163.861755
"418",170.25,171.960007,169.830002,171.270004,774200,165.19281
"419",170.559998,170.75,168.600006,169.020004,1276000,163.022629
"420",168.479996,169.729996,167.350006,169.429993,1408400,163.418091
"421",169.5,169.919998,168.270004,168.600006,755000,162.617554
"422",167.820007,168.479996,166.070007,168.039993,868900,162.077408
"423",168.039993,171.679993,167.320007,171.25,1290300,165.173508
"424",170.520004,170.779999,169.5,169.75,1144500,163.72673
"425",170.419998,171.789993,170.179993,170.389999,1070800,164.343994
"426",170.220001,172.649994,169.729996,171.759995,1180300,165.66539
"427",171.589996,173.490005,171.089996,173.289993,1087300,167.141098
"428",172.279999,173.779999,171.809998,173.070007,2388600,166.92894
"429",173.490005,173.619995,170.039993,170.5,1349600,164.450104
"430",171.220001,171.220001,169.160004,169.880005,1443500,163.852112
"431",169.75,174.160004,169.300003,174.100006,1485100,167.922379
"432",173.970001,174.009995,172.449997,173.529999,1512400,167.372635
"433",174,174.100006,172.449997,173.490005,1346900,167.33403
"434",173.509995,174.960007,173.509995,174.5,3222400,168.308182
"435",173.940002,176.570007,173.940002,176.080002,1227300,169.832123
"436",176.259995,176.75,175.529999,175.770004,603800,169.533142
"437",175.889999,177.089996,174.990005,175.779999,1216600,169.542755
"438",175.759995,175.759995,174.669998,175.039993,1006900,169.281647
"439",175,177.759995,175,177.679993,1368700,171.834793
"440",178.25,178.899994,177.710007,178.649994,1293700,172.772888
"441",178.619995,178.619995,176.070007,177.380005,1126800,171.544678
"442",177.350006,177.75,174.759995,175.309998,1124500,169.54277
"443",174.850006,174.990005,172.529999,173.570007,1226200,167.860016
"444",174.020004,174.5,172.600006,174.089996,1161200,168.362869
"445",174.160004,176.740005,173.240005,175,1483000,169.242981
"446",175.059998,176.639999,174.149994,176.080002,1020200,170.28743
