"","AEE.Open","AEE.High","AEE.Low","AEE.Close","AEE.Volume","AEE.Adjusted"
"73",55.470001,55.66,55.189999,55.34,1139300,48.88316
"74",55.25,55.41,54.709999,54.889999,1045700,48.485664
"75",54.889999,54.889999,54.029999,54.540001,2445600,48.17651
"76",54.52,55.23,54.459999,55.09,1262600,48.662323
"77",55.259998,55.68,54.779999,55.43,1463900,48.962658
"78",55.200001,55.380001,54.869999,55.080002,1806700,48.653496
"79",54.939999,55.52,54.790001,55.16,1794400,48.724167
"80",55.09,55.389999,54.970001,55.029999,1245500,48.609337
"81",54.990002,55.110001,54.48,54.689999,1102800,48.309006
"82",54.790001,54.810001,54.07,54.27,1088400,47.938004
"83",54.450001,54.630001,53.939999,54.25,1837100,47.920334
"84",54.23,54.689999,54.169998,54.240002,1592400,47.911507
"85",54.369999,54.849998,53.720001,54.810001,1469500,48.415001
"86",54.950001,55.119999,54.709999,54.779999,1210600,48.3885
"87",54.799999,54.950001,54.439999,54.630001,875500,48.256001
"88",54.630001,54.689999,54.139999,54.209999,936500,47.885006
"89",54.240002,54.549999,54.150002,54.450001,1025400,48.097004
"90",54.310001,54.450001,53.869999,54.450001,1220400,48.097004
"91",54.470001,55.09,54.470001,54.93,1316300,48.521004
"92",54.860001,55.200001,54.790001,55.169998,1080900,48.732998
"93",55.099998,55.32,54.599998,54.66,1650900,48.282505
"94",54.66,54.98,54.41,54.43,2385200,48.079334
"95",54.639999,55.349998,54.220001,55.299999,3231000,48.847836
"96",55.279999,55.880001,54.849998,55.599998,1980600,49.112827
"97",55.48,56.529999,55.48,56.419998,2605600,49.837151
"98",56.509998,57.09,56.369999,56.459999,2437400,49.872482
"99",56.32,56.5,55.919998,56.139999,3260200,49.589825
"100",55.720001,56.240002,55.209999,56.049999,2165400,49.510323
"101",55.990002,56.209999,55.880001,56.150002,1187800,49.598663
"102",56.169998,56.57,55.869999,56.459999,1189900,49.872482
"103",56.57,56.959999,56.57,56.75,2086000,50.128654
"104",56.75,56.889999,56.419998,56.799999,2592100,50.172813
"105",57.029999,57.209999,56.549999,57.169998,1508300,50.499641
"106",57.119999,57.16,56.869999,56.880001,823600,50.243488
"107",57,57.209999,56.77,56.82,1091200,50.190487
"108",56.970001,57.139999,56.779999,56.889999,1362000,50.252312
"109",56.889999,56.889999,55.869999,56.349998,1367300,49.775314
"110",56.130001,56.419998,56.02,56.290001,1169300,49.722313
"111",56.009998,56.169998,55.799999,56.130001,1463800,49.971603
"112",56.009998,56.34,55.810001,56.290001,1024800,50.114044
"113",56.669998,56.900002,56.220001,56.41,755500,50.220875
"114",56.41,56.630001,56.23,56.48,1909100,50.283195
"115",56.509998,57.080002,56.509998,57.080002,1802200,50.817375
"116",57.139999,57.139999,56.599998,56.790001,811200,50.559189
"117",56.84,57.099998,56.68,57.09,1087200,50.826267
"118",57.07,57.16,56.150002,56.470001,1136900,50.2743
"119",56.41,56.52,56.240002,56.27,840600,50.096245
"120",56.27,56.450001,55.84,55.939999,973300,49.802444
"121",55.720001,56.639999,55.68,56.43,1393000,50.238678
"122",56.189999,56.490002,55.700001,55.889999,2075600,49.757935
"123",56.110001,56.310001,55.27,55.330002,1082800,49.259377
"124",54.900002,55,54.48,54.700001,1567900,48.698494
"125",54.73,54.959999,54.380001,54.669998,1944800,48.671783
"126",54.849998,54.919998,54.130001,54.130001,8e+05,48.19104
"127",54.119999,54.200001,53.549999,53.860001,1475500,47.950661
"128",53.700001,53.82,53.540001,53.75,1082600,47.852718
"129",53.77,54.380001,53.73,54.139999,1156400,48.199936
"130",54.189999,54.41,53.900002,53.950001,1679700,48.030777
"131",54.009998,54.040001,53.59,53.810001,862100,47.906147
"132",54.299999,54.52,54.150002,54.400002,1144700,48.431419
"133",54.369999,54.369999,53.790001,54.09,1431100,48.155422
"134",54.48,54.630001,54.23,54.43,720500,48.458122
"135",54.470001,55.009998,54.18,54.889999,2809200,48.867653
"136",54.939999,55.540001,54.810001,55.360001,2213400,49.286083
"137",55.43,55.68,55.220001,55.66,1134300,49.553162
"138",55.860001,56.290001,55.650002,56.139999,1198300,49.980507
"139",56.09,56.580002,56.049999,56.529999,1243900,50.327709
"140",56.52,56.669998,55.799999,55.919998,1231400,49.784641
"141",55.970001,55.98,55.599998,55.799999,912900,49.677803
"142",55.77,56.400002,55.66,56.34,706400,50.158558
"143",56.189999,56.380001,55.860001,56.27,1092200,50.096245
"144",56.349998,56.349998,55.970001,56.16,715900,49.99831
"145",56.16,56.369999,56.02,56.099998,1185800,49.944897
"146",56.200001,56.669998,56.16,56.529999,1278900,50.327709
"147",56.360001,56.82,56.200001,56.73,904400,50.505768
"148",56.549999,57,56.400002,57,1611200,50.74614
"149",57,57.650002,56.259998,57.5,1307000,51.191292
"150",57.57,58.150002,57.549999,57.939999,2400700,51.583008
"151",57.849998,58.75,57.830002,58.43,1657800,52.019249
"152",58.57,58.619999,57.849998,58.080002,1881400,51.707653
"153",58.099998,58.610001,57.84,58.540001,1401600,52.117191
"154",58.450001,58.490002,57.779999,57.950001,1106400,51.591919
"155",58.130001,58.52,57.91,58.450001,896900,52.037064
"156",58.23,58.830002,58.23,58.830002,1178100,52.37537
"157",58.810001,59.169998,58.68,59.139999,1088900,52.651356
"158",59.119999,59.330002,58.84,58.91,1366100,52.44659
"159",58.810001,59.75,58.560001,59.209999,1759000,52.713673
"160",59.310001,59.360001,59.060001,59.259998,1293900,52.758183
"161",59.23,59.990002,59.130001,59.91,1736500,53.336864
"162",59.869999,60.259998,59.77,60.25,999500,53.639572
"163",60.200001,60.41,60.040001,60.259998,738300,53.648472
"164",60.48,60.580002,60.259998,60.369999,1089100,53.746399
"165",60.560001,60.66,60.290001,60.57,588400,53.924461
"166",60.650002,60.790001,60.389999,60.419998,842700,53.790913
"167",60.34,60.52,60.139999,60.299999,712200,53.684082
"168",60.299999,60.549999,59.869999,59.990002,2029100,53.408089
"169",60.169998,60.369999,59.560001,59.799999,1177900,53.238937
"170",59.84,60,59.630001,59.860001,1174800,53.292355
"171",59.970001,60,59.400002,59.470001,1458300,52.945152
"172",59.52,59.91,59.310001,59.880001,1361500,53.310169
"173",59.939999,60.279999,59.540001,60.09,920200,53.497128
"174",60.119999,60.91,60.009998,60.91,1194800,54.22715
"175",60.279999,60.310001,59.23,59.450001,1794600,53.312462
"176",59.299999,59.299999,58.639999,58.889999,2736300,52.810268
"177",58.810001,59.560001,58.59,59.560001,1650300,53.411098
"178",59.849998,60.060001,59.389999,59.810001,2251600,53.635303
"179",59.849998,59.849998,58.799999,59.25,1030500,53.133106
"180",59.349998,59.369999,58.990002,59.25,1607900,53.133106
"181",59.330002,59.540001,58.470001,58.740002,1412100,52.675758
"182",58.82,59.18,58.630001,58.810001,766100,52.738533
"183",59.040001,59.040001,58.34,58.509998,1123600,52.469501
"184",58.580002,59.779999,58.549999,59.380001,2353500,53.249687
"185",59.25,59.389999,58.889999,59.139999,1367000,53.034466
"186",58.66,58.919998,57.799999,57.919998,2112400,51.940411
"187",57.759998,58.68,57.560001,58.360001,1855600,52.334988
"188",58.16,58.459999,57.779999,57.84,1838800,51.868683
"189",58.139999,58.619999,57.93,58.389999,1383000,52.361893
"190",58.349998,58.349998,57.669998,57.93,1154700,51.949387
"191",57.98,58.610001,57.869999,58.549999,1189500,52.505367
"192",58.540001,58.869999,58.32,58.84,1447600,52.76543
"193",58.549999,58.900002,58.369999,58.779999,1178700,52.711632
"194",58.880001,59.150002,58.799999,59.150002,892600,53.04343
"195",59.27,59.889999,59.040001,59.860001,1555500,53.680138
"196",59.82,60.240002,59.549999,59.779999,1362500,53.608391
"197",59.790001,60.389999,59.66,60.34,1287200,54.11058
"198",60.490002,60.740002,60.040001,60.41,1159300,54.173351
"199",60.299999,61.040001,60.130001,60.639999,1575100,54.379604
"200",60.419998,61.040001,60.419998,60.950001,1130400,54.657604
"201",60.810001,61.110001,60.689999,61.009998,882200,54.711395
"202",61.02,61.57,61.02,61.560001,832300,55.204628
"203",61.490002,61.740002,61.220001,61.560001,955300,55.204628
"204",61.689999,61.759998,61.389999,61.720001,923100,55.34811
"205",61.610001,61.82,61.41,61.73,838400,55.357079
"206",61.5,61.709999,60.52,61.099998,1736100,54.792107
"207",61.5,61.959999,61.23,61.380001,1298000,55.043205
"208",61.380001,61.810001,61.169998,61.799999,968100,55.419849
"209",61.799999,62,61.580002,61.830002,688900,55.446751
"210",61.709999,62.139999,61.630001,61.990002,1127700,55.590233
"211",61.98,62.040001,61.48,61.799999,1253900,55.419849
"212",61.889999,62.490002,61.75,62.32,2550200,55.886169
"213",61.580002,62.830002,61.490002,62.189999,1979000,55.769588
"214",62.41,62.689999,61.950001,62.119999,1466000,55.706814
"215",62.34,63.009998,62.009998,62.869999,1450800,56.379379
"216",62.77,63.150002,62.290001,62.66,1693700,56.191063
"217",62.400002,62.900002,62.189999,62.82,1000700,56.334538
"218",62.459999,62.77,62.169998,62.48,1239800,56.029644
"219",62.630001,63.419998,62.540001,63.389999,844800,56.845699
"220",63.259998,64.699997,63.119999,64.540001,1078600,57.876972
"221",64.669998,64.889999,63.93,64.050003,979000,57.437565
"222",64,64.209999,63.52,63.639999,1138600,57.069885
"223",63.43,63.799999,63.23,63.299999,1211800,56.764996
"224",63.439999,63.509998,63.029999,63.16,860800,56.639439
"225",63.380001,63.66,63.139999,63.16,1119000,56.639439
"226",63.200001,63.310001,62.619999,62.919998,925900,56.424225
"227",63.209999,63.279999,62.889999,62.98,395000,56.47802
"228",63.119999,63.599998,62.959999,63.389999,1168400,56.845699
"229",63.529999,63.919998,63.529999,63.849998,622400,57.258205
"230",63.720001,64.239998,63.470001,63.68,916900,57.105751
"231",63.700001,64.18,63.700001,63.959999,3716100,57.356846
"232",64.190002,64.360001,63.369999,63.75,1113100,57.168537
"233",63.900002,64.019997,62.98,63.09,1700500,56.576668
"234",63.150002,63.330002,62.060001,62.48,1768800,56.029644
"235",62.630001,62.830002,62.389999,62.709999,1355200,56.235901
"236",62.740002,62.740002,62.32,62.669998,740600,56.200027
"237",62.509998,63.209999,62.360001,63.189999,1222300,56.666344
"238",62.900002,63.709999,62.900002,63.66,787600,57.087822
"239",63.09,63.150002,61.299999,61.360001,1677400,55.424026
"240",60.799999,61.779999,60.32,61.25,2028800,55.324669
"241",61.150002,61.27,60.599998,60.830002,1526800,54.94529
"242",61,61.439999,60.830002,60.939999,2832200,55.044655
"243",60.939999,61.220001,60.16,60.41,1709700,54.565918
"244",60.52,60.68,59.459999,59.490002,1536300,53.734928
"245",59.490002,59.689999,58.639999,58.689999,1856400,53.012318
"246",58.52,58.849998,58.290001,58.369999,1649500,52.723267
"247",58.610001,58.830002,58.52,58.689999,1032000,53.012318
"248",58.720001,58.98,58.279999,58.299999,598000,52.660046
"249",58.689999,58.75,58.349998,58.700001,1081800,53.021347
"250",58.810001,59.150002,58.580002,59.150002,1123100,53.427822
"251",59.240002,59.439999,58.98,58.990002,1193000,53.283298
"252",58.98,59.029999,58.16,58.389999,1313800,52.741341
"253",58.16,58.639999,57.82,58.09,1373800,52.47036
"254",57.959999,58.5,57.32,57.43,1647500,51.874207
"255",57.619999,57.810001,57.23,57.389999,1321500,51.838081
"256",57.610001,58.09,57.279999,58.07,964200,52.452301
"257",57.900002,57.990002,57.23,57.32,1165300,51.774845
"258",56.98,57.080002,56.389999,56.48,1017500,51.016109
"259",56.700001,56.75,55.889999,56.150002,1497700,50.718033
"260",55.959999,56.189999,55.419998,55.52,1385100,50.148975
"261",55.669998,55.919998,54.830002,55.459999,1684900,50.09478
"262",55.639999,55.939999,55.299999,55.790001,1600800,50.39286
"263",55.759998,55.790001,54.919998,55.389999,1807700,50.031559
"264",55.610001,55.790001,55.110001,55.16,1450000,49.823814
"265",55.470001,55.84,55.259998,55.299999,1065600,49.950268
"266",55.310001,56.380001,55.279999,56.07,1351100,50.645779
"267",56.02,56.169998,55.669998,55.740002,2683600,50.347702
"268",55.740002,56.849998,55.68,56.740002,1849100,51.250965
"269",56.869999,57.09,56.259998,56.919998,1616600,51.413544
"270",56.59,56.630001,55.860001,55.880001,1270400,50.474159
"271",55.91,56.330002,55.73,56.09,1299600,50.663837
"272",56.119999,56.740002,55.779999,56.630001,2066600,51.151608
"273",56.619999,56.619999,54.959999,55.209999,3167100,49.868969
"274",54.91,55.41,54.77,54.889999,1440600,49.579929
"275",54.919998,55.540001,54.009998,54.150002,1921600,48.911514
"276",53.52,53.66,51.889999,53,2420800,47.872768
"277",53,53.82,52.799999,53.189999,2669900,48.044384
"278",53.02,54.299999,52.57,52.59,3938100,47.502426
"279",53.07,55.720001,53.049999,55.419998,4565100,50.058659
"280",55.419998,55.439999,54.490002,55.07,1789100,49.742512
"281",54.849998,55.450001,54.32,55.25,1201100,49.905098
"282",54.889999,55.27,54.360001,54.68,1410100,49.390244
"283",54.869999,56.27,54.77,56.259998,2539100,50.817394
"284",56.400002,56.849998,55.669998,56.32,2605600,50.871593
"285",56.02,56.27,54.799999,55.080002,2336500,49.751545
"286",55.029999,55.450001,54.380001,54.400002,1740300,49.137333
"287",54.68,55.32,54.23,54.59,1655200,49.308952
"288",54.700001,56.389999,54.630001,56.349998,1993800,50.898682
"289",56.380001,56.459999,55.380001,55.75,1448200,50.356724
"290",55.93,56.299999,54.799999,54.889999,1838900,49.579929
"291",55.119999,55.240002,54.279999,54.299999,1849300,49.047012
"292",54.279999,54.84,53.68,53.959999,1844600,48.739895
"293",54.049999,54.619999,53.470001,54.029999,1444500,48.803131
"294",53.939999,55.32,53.68,55.119999,1915100,49.787682
"295",55.02,55.02,53.869999,53.939999,1719600,48.721825
"296",53.77,54,53.080002,53.580002,1800600,48.396656
"297",53.84,54.080002,53.580002,53.860001,1030300,48.649574
"298",53.82,54.060001,53.43,53.990002,2056400,48.766998
"299",54.150002,54.599998,54.099998,54.41,1559000,49.146366
"300",54.139999,54.650002,53.880001,54.09,1603000,49.272072
"301",54.220001,54.869999,54.189999,54.630001,2063000,49.763973
"302",54.66,55.43,54.529999,54.77,1513900,49.891499
"303",54.880001,55.639999,54.869999,55.490002,2834400,50.547379
"304",55.48,55.790001,54.93,55.200001,1135100,50.283199
"305",55.279999,55.540001,54.990002,55.130001,975800,50.219433
"306",55.27,55.889999,54.77,54.900002,1126700,50.009926
"307",54.880001,55.959999,54.720001,54.919998,1237700,50.028141
"308",55.080002,55.509998,53.91,54.009998,1240700,49.199192
"309",54.299999,54.950001,54.099998,54.849998,1328900,49.964371
"310",55.07,56.669998,54.77,55.880001,1787500,50.902634
"311",56.07,56.509998,55.790001,55.939999,1322800,50.957287
"312",55.970001,56.790001,55.970001,56.630001,2023800,51.585831
"313",57.080002,57.66,56.220001,56.689999,2217700,51.640484
"314",56.610001,57.459999,56.290001,57.139999,2083100,52.0504
"315",56.919998,57.080002,56.150002,56.810001,2216600,51.74979
"316",56.889999,57.650002,56.5,57.439999,3252900,52.323677
"317",57.529999,57.919998,56.860001,57.130001,2826100,52.04129
"318",57.119999,57.549999,56.700001,56.959999,1366900,51.886433
"319",57.009998,57.119999,56.18,56.200001,1294000,51.194138
"320",56.150002,56.419998,55.73,56.009998,1246200,51.021046
"321",56.049999,56.18,55.009998,55.330002,1128400,50.401623
"322",55.580002,55.830002,55.259998,55.509998,1585500,50.56559
"323",55.689999,56.490002,55.669998,56.360001,1651500,51.339878
"324",56.419998,57.150002,56.240002,56.889999,1242900,51.82267
"325",57.060001,57.490002,56.529999,56.560001,1277900,51.522068
"326",56.400002,56.91,56.32,56.849998,885400,51.786224
"327",56.73,56.73,56.029999,56.27,1007700,51.257893
"328",56.490002,57.16,56.299999,56.630001,1487500,51.585831
"329",56.540001,57.560001,56.5,57.200001,1678500,52.105053
"330",57.09,57.75,56.799999,57.209999,1208000,52.114166
"331",57.23,57.959999,56.950001,57.869999,895900,52.71537
"332",57.740002,58.720001,57.73,58.599998,1226500,53.380356
"333",58.77,58.950001,58.439999,58.619999,1504500,53.398571
"334",58.66,58.84,58.279999,58.330002,1177900,53.134407
"335",58.330002,58.68,58.02,58.380001,874300,53.179951
"336",58.279999,58.93,57.650002,58.740002,918400,53.507885
"337",58.810001,59.18,58.68,58.900002,808600,53.653637
"338",58.880001,58.98,58.439999,58.540001,1053500,53.325695
"339",58.25,58.32,56.75,56.91,1751800,51.840878
"340",57.759998,57.77,56.080002,56.220001,1818300,51.212341
"341",56.68,56.720001,56.07,56.34,1540800,51.321655
"342",56.43,57.029999,56.32,56.869999,1674100,51.804447
"343",56.98,57.060001,56.080002,56.59,1447100,51.549389
"344",56.32,56.669998,56.080002,56.419998,1768800,51.394531
"345",56.41,56.580002,55.82,55.939999,1593700,50.957287
"346",56.009998,56.259998,55.720001,55.84,1604700,50.866192
"347",55.950001,56.509998,55.799999,56.259998,1662400,51.248783
"348",56.299999,56.48,55.799999,56.34,980100,51.321655
"349",57.459999,57.459999,56.009998,56.700001,1205800,51.649597
"350",57.07,57.93,57.02,57.889999,2572300,52.733597
"351",58.299999,59.23,58.110001,58.779999,2021300,53.544323
"352",58.810001,58.970001,58.459999,58.869999,1347100,53.626297
"353",58.939999,59.310001,58.57,58.830002,2019100,53.589867
"354",58.560001,59.509998,58.560001,59.389999,1344200,54.099983
"355",59.23,59.790001,58.939999,59.189999,1628600,53.917797
"356",59.07,59.099998,58.060001,58.110001,2214700,52.933994
"357",58.400002,58.59,57.759998,57.98,1280400,52.815582
"358",58.009998,58.18,57.259998,57.41,1607200,52.296352
"359",57.720001,57.790001,56.470001,56.57,2065300,51.53117
"360",56.599998,57.360001,56.189999,56.900002,1871900,51.831779
"361",57.130001,57.32,56.52,56.689999,1396100,51.640484
"362",56.860001,57.02,55.68,55.75,1952500,50.784222
"363",55.43,56.139999,55.209999,56.060001,2307800,51.489597
"364",56.139999,56.330002,55.639999,55.759998,1874500,51.214054
"365",55.82,56.470001,55.810001,56.369999,1619600,51.774319
"366",56.290001,57.02,56.02,56.970001,3256700,52.325409
"367",56.98,57.77,56.970001,57.639999,2136300,52.940792
"368",57.700001,58.41,57.669998,58.279999,1619300,53.528603
"369",58.27,58.389999,57.93,58.310001,1356600,53.55616
"370",58.310001,58.650002,58.18,58.509998,737800,53.739861
"371",58.470001,58.82,58.27,58.68,1528900,53.895992
"372",58.740002,59.77,58.740002,59.650002,1625400,54.786915
"373",59.490002,60.110001,59.490002,59.939999,1554400,55.053268
"374",59.830002,60.630001,59.700001,60.490002,1306400,55.558437
"375",60.73,61.099998,60.41,60.84,2457900,55.879898
"376",60.599998,61.25,60.23,60.849998,2667300,55.88908
"377",60.889999,61.279999,60.490002,61.220001,1203500,56.228916
"378",61.18,61.709999,60.950001,61.23,677000,56.238106
"379",61.25,61.549999,61.080002,61.549999,1046500,56.532017
"380",61.560001,62.150002,61.540001,62.029999,1171600,56.972881
"381",62.02,62.02,59.759998,59.970001,1782100,55.080833
"382",59.400002,60.810001,59.150002,60.5,2111000,55.567616
"383",60.560001,61.48,60.389999,61.380001,1423900,56.37587
"384",61.419998,61.5,60.790001,61.369999,1381100,56.366688
"385",61.369999,61.459999,60.98,61.389999,978600,56.385056
"386",61.419998,61.59,61.09,61.34,870200,56.339138
"387",61.560001,61.580002,61.040001,61.27,757800,56.274849
"388",61.240002,61.27,60.73,61.07,1000500,56.091145
"389",61.380001,61.98,61.169998,61.709999,676400,56.678967
"390",61.330002,61.709999,60.759998,61.34,903100,56.339138
"391",61.41,61.450001,60.57,60.93,746600,55.962566
"392",60.619999,61.060001,59.939999,61,1331200,56.026852
"393",60.91,61.52,60.689999,61.360001,1402000,56.357513
"394",61.810001,62.299999,61.759998,62.150002,1325400,57.083099
"395",62.150002,62.41,61.75,61.939999,1251900,56.890217
"396",61.860001,61.860001,61.27,61.419998,787800,56.412613
"397",61.700001,62.110001,61.389999,62.060001,1922500,57.000431
"398",61.560001,61.880001,60.779999,61.360001,1492000,56.357513
"399",61.360001,61.950001,60.900002,61.77,1631700,56.734074
"400",62,62.759998,61.07,62.450001,1512400,57.358639
"401",62.68,62.860001,62.290001,62.57,1200500,57.468857
"402",62.43,62.75,61.959999,62.59,1162400,57.487221
"403",62.43,62.860001,62.330002,62.599998,899200,57.49641
"404",62.66,62.900002,62.369999,62.830002,941200,57.707664
"405",62.990002,63.41,62.700001,62.779999,935500,57.661736
"406",62.84,63.07,62.599998,62.990002,1056800,57.854618
"407",62.889999,63.43,62.759998,63.099998,1007300,57.955643
"408",63.290001,64.07,62.98,63.610001,1080500,58.424068
"409",63.549999,64.470001,63.299999,64.449997,2197100,59.195583
"410",64.349998,64.959999,64.190002,64.760002,1795900,59.480312
"411",64.980003,65.089996,64.370003,64.57,1106900,59.305798
"412",64.470001,64.470001,63.900002,64.209999,1162500,58.975151
"413",64.209999,64.309998,63.27,63.560001,957600,58.378151
"414",63.639999,64.07,63.419998,63.650002,1175200,58.460812
"415",63.639999,64.019997,63.279999,63.990002,862700,58.77309
"416",64.07,64.209999,63.040001,63.369999,714000,58.203632
"417",63.23,63.330002,62.810001,63.220001,1504000,58.065865
"418",63.27,63.490002,63.060001,63.459999,1282700,58.286297
"419",63.580002,63.869999,63.360001,63.549999,1563000,58.368958
"420",63.650002,63.959999,63.02,63.23,1020900,58.075047
"421",63.450001,63.93,63.400002,63.75,1054000,58.55265
"422",63.84,65,63.799999,64.949997,1369000,59.654823
"423",65.080002,65.870003,64.739998,65.620003,2303600,60.270206
"424",65.110001,65.669998,64.93,65.339996,2299000,60.013027
"425",65.690002,66.110001,65.440002,65.900002,1689200,60.527374
"426",65.620003,65.980003,65.230003,65.349998,2620900,60.44228
"427",65.519997,65.830002,65.169998,65.370003,2322700,60.460781
"428",65.349998,65.730003,65.029999,65.709999,1701500,60.775234
"429",65.32,65.449997,64.580002,65.410004,1918500,60.497776
"430",65.510002,65.540001,64.940002,65.239998,1523600,60.340546
"431",65.129997,65.349998,64.459999,65.059998,1869700,60.174057
"432",65.019997,65.019997,63.220001,63.91,5685300,59.11042
"433",63.740002,64.209999,63.139999,64.129997,1710500,59.313904
"434",63.849998,64.589996,63.59,64.419998,2761200,59.582119
"435",64.269997,64.510002,63.720001,63.759998,1403100,58.971684
"436",63.68,63.709999,62.75,63.02,1719600,58.287258
"437",62.860001,63.119999,62.060001,62.139999,2079600,57.473351
"438",62.349998,62.900002,62.139999,62.57,1307400,57.871056
"439",62.490002,63.23,62.490002,63.220001,1736000,58.472244
"440",63.07,63.419998,62.700001,63.290001,1545200,58.536983
"441",63.490002,64.470001,63.470001,64.349998,1393500,59.517376
"442",64.290001,64.660004,63.080002,63.689999,1367200,58.906944
"443",63.400002,64.080002,62.869999,63.900002,1343500,59.101177
"444",63.939999,65.290001,63.939999,65.099998,1464100,60.211056
"445",65.25,66.360001,65.07,65.650002,1524800,60.719749
"446",65.760002,66.639999,65.589996,66.330002,1625900,61.34869
"447",66.279999,67.059998,65.900002,65.940002,1456700,60.987972
"448",66.199997,66.400002,63.869999,64.040001,2287000,59.230659
"449",63.91,64.07,63.09,63.799999,2406300,59.008678
"450",63.82,64.32,63.57,63.82,1897700,59.02718
"451",63.77,65.080002,63.52,64.779999,1026500,59.915089
"452",64.849998,65.190002,64.419998,64.760002,1208000,59.896587
"453",64.870003,65.209999,64.620003,64.940002,990700,60.063068
