"","BR.Open","BR.High","BR.Low","BR.Close","BR.Volume","BR.Adjusted"
"57",68.080002,68.360001,67.650002,67.760002,237700,62.877457
"58",67.379997,67.709999,66.82,67.550003,303700,62.682579
"59",67.510002,67.940002,67,67.839996,364700,62.951672
"60",67.879997,67.93,67.239998,67.540001,267600,62.673302
"61",67.540001,67.980003,67.540001,67.900002,245300,63.007347
"62",67.790001,68.089996,67.589996,67.949997,374900,63.053753
"63",67.839996,68.059998,67.209999,67.639999,445800,62.766098
"64",67.470001,67.809998,66.660004,66.940002,516600,62.116528
"65",67.150002,67.260002,66.739998,66.889999,569300,62.070122
"66",66.940002,67.010002,66.5,66.949997,317100,62.125809
"67",66.660004,67,66.489998,66.660004,515700,61.856705
"68",66.650002,67.019997,66.5,66.900002,316900,62.079411
"69",66.900002,67.849998,66.849998,67.790001,517300,62.905285
"70",67.959999,67.959999,67.370003,67.669998,389100,62.793919
"71",67.410004,67.550003,66.919998,67.029999,408000,62.200047
"72",67.089996,67.860001,67.089996,67.839996,253900,62.951672
"73",67.75,67.959999,67.470001,67.940002,359600,63.044468
"74",68.089996,68.400002,67.959999,68.230003,430400,63.31358
"75",68.43,68.690002,68.089996,68.470001,395900,63.536282
"76",68.610001,68.629997,68.290001,68.459999,292300,63.526997
"77",69,69.370003,68.800003,69.370003,444100,64.371445
"78",69.540001,69.93,69.279999,69.720001,416700,64.696213
"79",69.75,69.910004,69.419998,69.720001,397900,64.696213
"80",69.949997,70.489998,69.650002,70.190002,270500,65.132355
"81",70.150002,70.209999,69.599998,69.940002,411300,64.900352
"82",70,70.07,69.639999,69.900002,403300,64.863235
"83",69.779999,70.25,69.690002,69.959999,522100,64.9189
"84",69.870003,69.980003,69.050003,69.370003,377900,64.371445
"85",69.400002,69.489998,69.080002,69.169998,328500,64.185844
"86",69.339996,69.550003,68.529999,68.910004,501400,63.944584
"87",68.699997,68.830002,68.230003,68.379997,517600,63.45277
"88",68.43,68.620003,68.160004,68.360001,518000,63.434219
"89",69.400002,71.559998,69.400002,70.760002,1037700,65.661263
"90",70.690002,70.949997,70.290001,70.800003,550500,65.698395
"91",70.75,71.330002,70.419998,71.07,498500,65.948936
"92",71.269997,72.209999,71.18,72.040001,567700,66.849037
"93",72.040001,73.129997,71.839996,73.050003,686300,67.786255
"94",73.050003,73.349998,72.120003,72.5,706000,67.275902
"95",72.349998,73.010002,72.120003,72.330002,774100,67.118156
"96",72.550003,73.559998,72.43,73.349998,458600,68.064659
"97",73.620003,74.620003,73.589996,74.139999,610700,68.797722
"98",74.150002,74.519997,73.410004,74.110001,448100,68.769882
"99",73.900002,74.940002,73.900002,74.879997,474600,69.48439
"100",75,76.029999,74.790001,75.779999,498500,70.319557
"101",75.559998,75.879997,75.160004,75.160004,424000,69.744225
"102",74.949997,75.690002,74.75,75.239998,485400,69.818451
"103",75.480003,75.980003,74.989998,75.889999,1089000,70.421623
"104",76,77.389999,75.970001,77.389999,657700,71.813545
"105",77.43,78,77.269997,77.650002,566200,72.05481
"106",77.690002,77.690002,76.830002,76.879997,470400,71.340294
"107",76.57,77.010002,75.690002,75.849998,795200,70.384491
"108",76.07,76.370003,75.730003,76.080002,419900,70.597931
"109",76,76.129997,74.629997,74.739998,651000,69.354485
"110",74.75,75.239998,73.550003,74.239998,692000,68.890503
"111",74.099998,74.5,73.57,74.5,369600,69.131767
"112",74.559998,75.190002,74.410004,75.190002,277700,70.082497
"113",75.25,75.669998,74.669998,75.160004,252700,70.054535
"114",74.370003,75.790001,74.25,75.699997,306200,70.557854
"115",75.489998,75.790001,75.129997,75.360001,1444600,70.240944
"116",75.870003,76.129997,75.540001,76.050003,342300,70.884071
"117",76.010002,76.230003,75.639999,75.650002,282100,70.511246
"118",75.919998,76.199997,75.550003,75.919998,461900,70.762917
"119",75.989998,76.339996,75.25,76.209999,386200,71.033203
"120",76.360001,77.019997,76.279999,76.440002,478700,71.247604
"121",76.610001,76.800003,76.190002,76.529999,248000,71.331451
"122",76.260002,76.360001,75.57,75.580002,319600,70.445999
"123",75.860001,76.290001,75.43,76.019997,287900,70.856094
"124",75.949997,76.150002,74.440002,75.080002,412900,69.979965
"125",75.330002,76.07,75.129997,75.559998,361300,70.427376
"126",75.739998,76.160004,75.099998,75.209999,191600,70.101151
"127",75.279999,76.309998,75.25,75.620003,319400,70.483269
"128",75.209999,75.290001,74.370003,74.489998,434300,69.430038
"129",74.489998,75.379997,74.300003,75.230003,310300,70.119789
"130",75.110001,75.43,74.669998,74.769997,486900,69.691025
"131",74.760002,74.760002,73.910004,74.519997,345000,69.457985
"132",75.099998,75.68,75.099998,75.32,291100,70.203667
"133",75.470001,75.620003,74.660004,74.82,330100,69.73764
"134",75,75.529999,75,75.209999,270000,70.101151
"135",75.279999,75.440002,74.470001,74.800003,319600,69.718987
"136",74.610001,74.989998,74.279999,74.610001,316700,69.541893
"137",74.980003,75.559998,74.440002,75.529999,343700,70.399384
"138",75.629997,75.730003,75.129997,75.25,294300,70.13842
"139",74.93,75.43,74.830002,75.260002,336200,70.147736
"140",75.279999,76.07,75.099998,75.989998,335600,70.828148
"141",76.089996,76.870003,75.860001,76.660004,649600,71.452652
"142",76.650002,76.870003,76.059998,76.080002,284400,70.912041
"143",76.379997,76.440002,75.019997,75.5,444600,70.371445
"144",75.550003,75.75,75.269997,75.459999,376100,70.334137
"145",75.68,76.089996,75.199997,75.860001,349200,70.706978
"146",76.190002,76.540001,76.059998,76.480003,245100,71.284859
"147",76.300003,76.300003,75.5,75.709999,322000,70.567169
"148",75.699997,76.339996,75.449997,76.339996,363000,71.154373
"149",76.459999,76.459999,75.300003,75.660004,327900,70.520561
"150",75.75,76.099998,75.220001,75.599998,322700,70.464645
"151",75.459999,75.599998,74.790001,75.059998,360700,69.961319
"152",74.779999,75.190002,74.360001,74.650002,659600,69.579155
"153",72.959999,73.650002,71.580002,72.279999,1124600,67.370163
"154",71.839996,74.370003,71.839996,74.269997,785600,69.224983
"155",75.080002,75.82,74.360001,75.730003,443700,70.585823
"156",75.809998,76.360001,75.559998,76.080002,331000,70.912041
"157",76.099998,77.419998,75.889999,77.089996,428700,71.853432
"158",77.089996,77.639999,76.410004,76.459999,584800,71.266235
"159",76.309998,76.940002,75.889999,76.300003,614800,71.117096
"160",76.199997,76.839996,76.059998,76.400002,455800,71.210304
"161",76.620003,76.940002,76.209999,76.889999,442700,71.667015
"162",76.650002,77.370003,76.269997,76.959999,473400,71.732269
"163",77.230003,77.290001,76.550003,76.589996,493000,71.387383
"164",76.879997,77.160004,76.5,76.870003,550400,71.648376
"165",77.050003,77.220001,76.620003,76.910004,320400,71.685669
"166",76.650002,77.150002,76.449997,76.779999,403800,71.564484
"167",76.730003,76.900002,76.290001,76.760002,336700,71.54583
"168",76.919998,78.239998,76.709999,78.129997,664300,72.822792
"169",78.139999,78.25,77.470001,78.010002,299000,72.710938
"170",77.75,78.440002,77.57,78.300003,688500,72.981247
"171",78.510002,78.669998,77.849998,78.540001,455100,73.204948
"172",78.730003,79.489998,78.730003,79.07,435100,73.698929
"173",78.940002,79.370003,78.540001,79.080002,420400,73.708244
"174",79.519997,80.160004,79.050003,80.160004,495800,74.714897
"175",80.309998,80.480003,79.32,80.480003,383300,75.013161
"176",80.199997,80.389999,79.209999,79.550003,483700,74.146339
"177",79.150002,79.370003,78.529999,79.300003,409600,74.254013
"178",79.220001,79.529999,78.879997,79.160004,820700,74.122917
"179",79.309998,79.5,78.800003,78.82,369300,73.804558
"180",78.970001,79.199997,78.440002,79.110001,487800,74.07608
"181",79.169998,79.75,79.150002,79.690002,261200,74.619179
"182",79.639999,79.879997,79.269997,79.870003,346300,74.78775
"183",79.769997,80.93,79.669998,80.93,340300,75.780289
"184",80.900002,81.730003,80.739998,81.559998,488200,76.370193
"185",81.879997,82.019997,81.32,81.339996,352300,76.164192
"186",81.639999,81.849998,81.019997,81.18,529200,76.014374
"187",81.160004,81.389999,80.300003,80.620003,376000,75.490028
"188",80.599998,81.300003,80.57,80.82,396100,75.677277
"189",80.760002,81.190002,80.699997,81.099998,420800,75.939484
"190",81.209999,82.099998,80.730003,81.709999,709000,76.510643
"191",81.870003,81.870003,81.400002,81.709999,396200,76.510643
"192",81.599998,81.830002,81.459999,81.690002,611400,76.491928
"193",81.650002,81.809998,81.290001,81.68,351100,76.482552
"194",81.730003,82.330002,81.690002,82.110001,333700,76.885208
"195",82.400002,82.540001,81.730003,81.949997,378200,76.735397
"196",82,82.269997,81.709999,82,401000,76.782204
"197",82,82.769997,81.800003,82.209999,417500,76.978844
"198",82.489998,82.800003,82.440002,82.589996,237200,77.334656
"199",82.739998,83.099998,82.610001,83.099998,346000,77.812195
"200",83.099998,83.269997,82.529999,82.989998,256300,77.709198
"201",83.190002,83.730003,83.139999,83.610001,365800,78.289764
"202",83.25,83.849998,83.120003,83.669998,241900,78.34594
"203",84.239998,84.580002,84.040001,84.360001,287800,78.992043
"204",84.360001,84.589996,84.239998,84.330002,185800,78.963943
"205",84.360001,84.699997,84.07,84.379997,274200,79.010757
"206",84.400002,84.559998,83.809998,84.260002,315100,78.898399
"207",84.580002,85.290001,84.550003,85.080002,277700,79.666222
"208",85.580002,85.970001,84.809998,85.949997,373800,80.480858
"209",85.959999,85.959999,85.199997,85.639999,286900,80.190582
"210",85.690002,86.220001,85.519997,85.919998,412100,80.452766
"211",86.139999,86.720001,85.879997,86.419998,401700,80.920952
"212",86.209999,86.550003,86.07,86.260002,339000,80.771133
"213",86.5,87.099998,86.290001,86.839996,266800,81.314217
"214",86.839996,87.709999,86.839996,87.160004,462900,81.613869
"215",87.239998,87.5,86.839996,87.370003,383500,81.810501
"216",88.120003,91.75,88.120003,90.480003,1142500,84.72261
"217",90.75,90.75,87.349998,87.830002,966600,82.241234
"218",87.690002,88.760002,87.5,88.449997,638400,82.821785
"219",88.339996,88.68,87.449997,87.580002,813700,82.007149
"220",87.43,89.75,86.800003,89.709999,833100,84.00161
"221",89.559998,89.849998,88.43,88.720001,427300,83.0746
"222",89,89.25,88.440002,88.660004,786400,83.018417
"223",88.489998,89.300003,88.410004,89.25,570000,83.570877
"224",89.720001,89.949997,89.309998,89.82,681700,84.104599
"225",90.379997,91.050003,89.739998,90.699997,576500,84.928612
"226",90.699997,90.989998,88.400002,88.75,679800,83.102684
"227",88.910004,89.5,88.809998,89.339996,255100,83.655151
"228",89.43,89.540001,88.949997,89.040001,465900,83.374245
"229",89.400002,90.230003,89.389999,90.209999,559400,84.46978
"230",90.470001,90.599998,88.82,89.120003,592500,83.44915
"231",89.5,90.470001,89.150002,90.260002,1555600,84.516594
"232",90.110001,90.599998,88.779999,90.129997,498000,84.394867
"233",90.809998,91.080002,89.870003,90.169998,503500,84.432335
"234",88.779999,90.059998,88.120003,88.559998,695200,82.924789
"235",88.269997,89.379997,88.129997,88.650002,434700,83.009064
"236",88.75,89.360001,88.519997,89.269997,452400,83.589607
"237",89.629997,90.150002,89.339996,89.529999,427000,83.833054
"238",89.309998,89.93,89.309998,89.800003,470400,84.085876
"239",89.669998,89.919998,89.25,89.379997,464800,83.692604
"240",89.349998,90.519997,89.220001,89.480003,465300,83.78624
"241",89.25,89.690002,88.540001,88.839996,415100,83.527672
"242",89.029999,90.129997,89.029999,90.029999,795200,84.646523
"243",90.489998,91.339996,90.040001,90.919998,872900,85.483299
"244",90.889999,91.580002,90.510002,91.160004,434800,85.708961
"245",91.459999,91.879997,90.800003,91.160004,510200,85.708961
"246",91.519997,92.440002,91.480003,91.610001,411600,86.13205
"247",91.940002,91.940002,90.779999,90.949997,351800,85.511513
"248",91,91.230003,90.650002,90.860001,181900,85.426895
"249",90.849998,91.160004,90.68,90.830002,197700,85.398697
"250",91.230003,91.230003,90.459999,90.879997,235700,85.445694
"251",90.989998,91.410004,90.550003,90.580002,292100,85.163635
"252",90.720001,91.199997,90.43,90.800003,571100,85.370483
"253",90.709999,91.110001,90.379997,90.720001,414700,85.29525
"254",90.989998,91.980003,90.989998,91.440002,349100,85.972221
"255",91.82,92.650002,91.690002,92.559998,258800,87.025238
"256",92.550003,93.660004,92.489998,93.129997,439000,87.561157
"257",93.190002,93.830002,92.889999,93.309998,451700,87.730392
"258",93.120003,93.620003,91.889999,92.980003,402200,87.420128
"259",93.199997,93.550003,92.620003,93.449997,455600,87.862022
"260",93.639999,94.309998,93.07,94.040001,361600,88.41674
"261",94.410004,94.639999,93.610001,94.07,375700,88.444946
"262",94.459999,95.480003,94.220001,95.18,298000,89.488564
"263",95.239998,95.470001,94.900002,95.129997,360600,89.441566
"264",95.370003,96,95.199997,95.93,289300,90.193726
"265",95.900002,97,95.900002,96.860001,587500,91.068123
"266",96.730003,97.540001,96.449997,96.650002,276000,90.870659
"267",96.879997,97.150002,95.730003,96.18,275600,90.428764
"268",96.5,96.760002,96.029999,96.379997,295000,90.616821
"269",96.449997,97.510002,95.830002,97.43,262200,91.604034
"270",97.080002,97.519997,96.790001,96.82,377500,91.030502
"271",96.5,97.389999,96.419998,96.419998,421800,90.654419
"272",96.580002,96.779999,95.720001,96.410004,549400,90.645027
"273",96.290001,96.599998,95.379997,96.18,407800,90.428764
"274",95.489998,96.25,94.769997,94.769997,390900,89.103081
"275",94,94.580002,90.620003,90.620003,680800,85.201241
"276",89.199997,91.519997,87.510002,90.870003,843600,85.436295
"277",90.800003,92.110001,90.419998,91.639999,648900,86.160248
"278",94.010002,94.5,90.730003,90.739998,850200,85.314072
"279",91.779999,92.660004,89.5,92.190002,902500,86.677376
"280",91.800003,94.639999,91.68,93.879997,1341400,88.266312
"281",93.75,95.879997,93.370003,95.489998,1079100,89.780037
"282",95.470001,97.43,95.010002,97.339996,747300,91.519409
"283",98.010002,99.029999,96.839996,99,662600,93.080154
"284",99.220001,99.220001,98.220001,98.779999,684900,92.873306
"285",98.239998,99.440002,97.940002,98.589996,720700,92.694664
"286",98.599998,100.75,98.480003,99.139999,750900,93.211769
"287",99.489998,100.480003,98.959999,99.849998,911800,93.879311
"288",100.18,101.400002,99.769997,101.379997,668800,95.317833
"289",101.449997,101.980003,100.209999,100.970001,811600,94.93235
"290",101.050003,102.199997,100.769997,100.809998,698900,94.781906
"291",101.07,101.779999,100.300003,100.379997,713800,94.377625
"292",100.529999,100.559998,98.699997,99.489998,612200,93.54084
"293",98.639999,102.410004,98.540001,102.339996,994200,96.220436
"294",101.779999,103.529999,101.050003,103.32,1338000,97.141823
"295",103.889999,105.580002,103.089996,105.550003,1004200,99.238495
"296",104.830002,106.75,104.449997,106.07,1030900,99.727386
"297",106.559998,106.940002,105.82,106.779999,607100,100.39492
"298",107.239998,108.470001,107.019997,108.349998,670500,101.871056
"299",108.660004,108.980003,107.82,108.57,454500,102.077896
"300",108.910004,109.129997,107.760002,108.370003,832300,101.889862
"301",108.529999,108.849998,107.739998,107.809998,1238600,101.705894
"302",107.919998,108.029999,106.589996,107.120003,1287700,101.054962
"303",107.330002,108,106.980003,107.279999,2663600,101.20591
"304",106.800003,107.110001,105.949997,106.919998,986400,100.866287
"305",106.959999,109.190002,106.959999,108.900002,1147700,102.734192
"306",108.910004,109.089996,108.110001,108.730003,465200,102.573799
"307",108.010002,108.75,106.330002,106.330002,596400,100.309692
"308",106.510002,107.580002,104.559998,104.690002,833300,98.76255
"309",105.75,108.230003,105.300003,108,607000,101.885139
"310",108.82,109.089996,106.629997,107.339996,1066200,101.262489
"311",107.330002,107.580002,106.150002,107.139999,852400,101.07383
"312",107.769997,110.050003,106.970001,109.690002,953800,103.479469
"313",109.110001,110,106.169998,107.510002,1278000,101.422882
"314",109.110001,109.110001,106.599998,107.989998,1204100,101.87571
"315",106.519997,108.690002,106.089996,108.580002,772300,102.432289
"316",109.029999,109.330002,108.309998,109.010002,684700,102.837944
"317",108.279999,108.809998,105.879997,106.550003,501900,100.517235
"318",107.059998,108.519997,106.860001,106.889999,526500,100.837997
"319",108.25,108.599998,107.239998,108.150002,706300,102.026649
"320",107.489998,108.519997,106.970001,107.230003,722000,101.158737
"321",107.489998,107.970001,107.199997,107.199997,583400,101.130424
"322",107.68,107.68,106.18,107.029999,395600,100.970055
"323",107.449997,109.709999,107.32,109.709999,924000,103.498329
"324",110.150002,112.400002,109.970001,112.120003,944900,105.771858
"325",112.080002,112.589996,111.580002,111.699997,714200,105.375664
"326",111.260002,112.32,110.550003,110.959999,425400,104.677551
"327",110.989998,111.290001,109.449997,109.849998,432700,103.630394
"328",110.300003,110.610001,109.379997,109.809998,395300,103.592644
"329",110.589996,110.790001,107.82,108.790001,502400,102.630417
"330",108.449997,108.620003,106.730003,107.360001,660200,101.281364
"331",108.169998,108.889999,107.550003,108.129997,749500,102.007782
"332",108.080002,108.349998,107.010002,107.410004,552100,101.328537
"333",107.75,108.489998,107.059998,107.209999,539700,101.139862
"334",107.199997,108.279999,106.620003,108.010002,717700,101.894577
"335",108.029999,108.400002,106.57,107.389999,524800,101.309662
"336",107,108.18,106.510002,107.809998,742800,101.705894
"337",107.300003,109.169998,106.610001,108.57,704400,102.422867
"338",108.599998,109,107.519997,108.449997,928800,102.309639
"339",109,114.190002,108.970001,112.199997,1463700,105.847328
"340",112.599998,114.43,112.209999,113.879997,984500,107.432205
"341",114.730003,117.290001,114.349998,117.269997,967100,110.630287
"342",117.260002,118.339996,116.900002,117.519997,1023100,110.866127
"343",117.540001,118.360001,115.919998,116.029999,784000,109.460495
"344",115.43,116,114.889999,115.610001,906900,109.06427
"345",115.790001,115.970001,114.889999,115.089996,921500,108.573723
"346",115.010002,115.25,113.360001,113.809998,959500,107.366188
"347",113.830002,115.040001,113.830002,114.760002,760700,108.262398
"348",115.269997,116,114.610001,115.540001,793000,108.998222
"349",115.739998,115.989998,114.040001,114.309998,629300,107.83786
"350",113.900002,116.059998,113.699997,116.029999,542500,109.460495
"351",116.040001,118.129997,115.639999,116.25,611100,109.668037
"352",116.300003,117.669998,115.879997,115.910004,771300,109.347282
"353",115.25,115.779999,113.900002,114.18,1006900,107.71524
"354",115.010002,116.559998,115.010002,116.18,733200,109.602005
"355",116.449997,116.879997,115.32,115.449997,932000,108.913322
"356",116.300003,116.849998,116.010002,116.279999,757800,109.696327
"357",116.660004,118.290001,116.650002,117.860001,700700,111.186882
"358",117.830002,118.669998,117.629997,117.790001,1127800,111.120842
"359",117.800003,119.650002,117.57,119.629997,940200,112.856659
"360",119.629997,119.75,117.849998,118.769997,765100,112.045341
"361",118.809998,119.989998,118.730003,119.400002,756800,112.639694
"362",118.150002,118.910004,117.120003,117.32,1811600,110.677437
"363",117.290001,117.519997,115.849998,116.230003,1342900,109.64917
"364",116.690002,117.150002,113.809998,115.739998,2019600,109.186897
"365",115.43,116.260002,114.459999,114.889999,1856000,108.727921
"366",114.860001,115.970001,114.029999,114.379997,25107800,108.245262
"367",114.080002,116.620003,113.599998,116.459999,2580400,110.213707
"368",115.459999,116.260002,114.580002,116.160004,1446600,109.929825
"369",116.379997,117.400002,116.300003,116.910004,718000,110.639587
"370",117.139999,117.970001,116.639999,116.790001,831800,110.526016
"371",117.199997,117.459999,115.949997,116.480003,1569600,110.232643
"372",116.339996,116.400002,113.849998,114.459999,839300,108.320992
"373",115.120003,115.910004,114.389999,114.970001,8e+05,108.803635
"374",115.57,116.360001,113.209999,113.209999,871100,107.138023
"375",113.330002,114.779999,113.330002,114.529999,654400,108.387222
"376",114.769997,116.059998,114.220001,115.099998,1353500,108.926659
"377",114.510002,115.989998,114.489998,115.910004,572300,109.693207
"378",116.550003,117.059998,115.720001,116.209999,412000,109.977127
"379",116.739998,117.339996,115.279999,115.900002,732300,109.683746
"380",115.900002,116.839996,115.559998,116.589996,661300,110.336739
"381",116.959999,117.529999,116.639999,117.339996,600400,111.046516
"382",117.540001,117.940002,116.849998,117.300003,618400,111.008659
"383",116.730003,117.849998,116.709999,117.5,658200,111.197937
"384",117.919998,119.470001,117.839996,119.400002,978400,112.99604
"385",119.25,119.779999,117.879997,117.970001,502500,111.642723
"386",118.059998,118.620003,117.559998,117.720001,630400,111.406128
"387",117.330002,118.529999,117.190002,118.260002,732800,111.917168
"388",118.110001,118.220001,117.080002,118.169998,1560700,111.831993
"389",118.050003,119.080002,117.580002,118.690002,877200,112.324104
"390",118.559998,119,117.849998,118.5,587200,112.144302
"391",118.550003,118.949997,117.980003,118.900002,516600,112.522842
"392",119.349998,119.669998,117.660004,118.150002,660600,111.813072
"393",118.400002,120,117.580002,119.959999,547700,113.525993
"394",120,120.650002,119.260002,119.379997,383300,112.977089
"395",119.769997,119.980003,116.610001,117.32,395500,111.02758
"396",117.099998,117.099998,112.360001,113.099998,680600,107.033936
"397",113.489998,113.940002,112.230003,112.980003,1245000,106.920372
"398",112.980003,113.580002,111.650002,112.559998,1173700,106.522881
"399",112.339996,114.669998,112.120003,114.510002,884700,108.368286
"400",114.550003,115.029999,113.550003,114.989998,484800,108.822556
"401",114.989998,116.25,114.769997,116.199997,1208600,109.967659
"402",119.120003,129.75,118,129.169998,2981900,122.242012
"403",129.839996,130.839996,128.5,129.449997,1107500,122.506989
"404",130.089996,131.210007,129.110001,129.729996,927000,122.771996
"405",129.160004,130.779999,128.960007,129.369995,694200,122.431297
"406",129.419998,131.169998,128.960007,129.020004,785800,122.100075
"407",129.289993,130.580002,128.529999,130.100006,701100,123.122139
"408",129.520004,130.070007,128.550003,129.860001,654700,122.895004
"409",130.919998,132.759995,130.139999,132.309998,877200,125.2136
"410",132.009995,133.300003,131.75,133.229996,1614000,126.084251
"411",133.809998,134.479996,132.850006,133.320007,703600,126.169426
"412",133.660004,134.639999,132.660004,132.850006,659200,125.724632
"413",132.389999,132.940002,131.630005,132.720001,503600,125.601639
"414",132.309998,133.570007,132.089996,133.220001,703900,126.074806
"415",133.410004,134.679993,132.910004,134.330002,371400,127.125244
"416",134.75,135.130005,133.789993,133.869995,560600,126.689919
"417",134.009995,134.220001,132.630005,133.110001,491900,125.970695
"418",134.139999,135.649994,133.210007,135.350006,995600,128.090561
"419",135.300003,135.539993,133.910004,134.649994,574300,127.428101
"420",134.570007,135.360001,134.199997,135.139999,616600,127.89183
"421",135.25,136.759995,133.490005,136.619995,890800,129.292435
"422",137.320007,137.669998,134.149994,135.639999,730100,128.364975
"423",135.570007,137.080002,134.850006,136.979996,689200,129.633118
"424",136.660004,137.860001,135.770004,136.199997,700700,128.894974
"425",136.339996,137.050003,135.460007,136.830002,582200,129.491165
"426",136.669998,137.589996,136.100006,136.710007,626800,129.377609
"427",136.789993,137.199997,135.809998,136.820007,519900,129.481735
"428",137.050003,137.779999,136.410004,136.860001,754000,129.519577
"429",136.979996,138.240005,136.029999,137.720001,551500,130.333405
"430",137.339996,137.919998,134.619995,134.789993,554200,128.011398
"431",134.970001,135.779999,134.660004,135.350006,578000,128.543259
"432",134.899994,135.839996,132.089996,132.660004,751800,125.98851
"433",133.259995,133.369995,131.600006,132.990005,942500,126.30191
"434",133.279999,134.479996,131.160004,132.649994,1371800,125.979012
"435",131.800003,133.910004,131.119995,133.460007,610400,126.74826
"436",133.889999,134.610001,133.160004,134.149994,600300,127.40358
"437",134.320007,134.929993,132.089996,132.289993,821500,125.637093
"438",132.289993,133.210007,130.830002,131.240005,877700,124.639923
"439",131.210007,133.039993,131.039993,131.949997,1102000,125.314217
"440",132.649994,133.699997,129.580002,130.070007,913700,123.528793
"441",130.149994,130.479996,127.949997,129.580002,574900,123.063423
"442",130,130.360001,129.059998,129.720001,634900,123.196358
"443",129.759995,129.789993,127.029999,127.57,575600,121.154488
"444",127.599998,128.539993,125.589996,126.900002,676100,120.518196
"445",126.489998,127,123.370003,125.160004,1025100,118.8657
"446",124.809998,126.040001,123.099998,125.589996,720500,119.274055
"447",125.260002,125.550003,118.629997,118.849998,904000,112.873024
"448",118.370003,119.650002,115.419998,115.730003,1158800,109.909935
"449",118.400002,118.910004,116.07,117.349998,1484700,111.448471
"450",117.32,117.440002,115.699997,115.75,957700,109.928932
"451",116.669998,118.82,115.809998,118.650002,1438500,112.683083
"452",118.639999,119.269997,117.510002,118.809998,679400,112.835045
"453",118.629997,119.589996,117.220001,118.589996,941700,112.626106
"454",119.160004,120.540001,116.870003,116.959999,645600,111.078072
"455",117.529999,119.309998,116.75,118.279999,522300,112.331688
"456",116.620003,117.629997,114.169998,116.879997,788800,111.002098
"457",116.580002,117.919998,112.239998,112.480003,801900,106.823364
