"","BIO.Open","BIO.High","BIO.Low","BIO.Close","BIO.Volume","BIO.Adjusted"
"93",222.880005,223.570007,220.679993,223.289993,119500,223.289993
"94",223.289993,223.289993,218.399994,219.539993,169800,219.539993
"95",219.399994,221.820007,217.559998,221.610001,293100,221.610001
"96",221.509995,221.800003,219.050003,219.220001,131800,219.220001
"97",220,221.339996,218.770004,219.149994,154900,219.149994
"98",219.320007,219.720001,218.139999,219.360001,101400,219.360001
"99",219.149994,220.380005,218.229996,218.949997,109300,218.949997
"100",219.330002,221.600006,218.5,221.410004,92200,221.410004
"101",218.710007,221.679993,217.949997,220.979996,89100,220.979996
"102",220.619995,222.139999,219.830002,221.710007,82400,221.710007
"103",221.729996,223.649994,221.729996,223.479996,108200,223.479996
"104",224.5,225.410004,222.5,225.050003,82600,225.050003
"105",224.899994,229.970001,224.029999,228.350006,102200,228.350006
"106",228,229.270004,227.020004,227.580002,93000,227.580002
"107",226.820007,228.050003,225.309998,226.350006,102100,226.350006
"108",226.419998,228.979996,225.550003,228.779999,80000,228.779999
"109",228.479996,230.309998,226.529999,229.259995,152700,229.259995
"110",229.429993,230.399994,225.160004,227.309998,244000,227.309998
"111",227.149994,227.149994,221.729996,221.729996,193600,221.729996
"112",222.110001,224.279999,221.630005,222.630005,167100,222.630005
"113",223.789993,224.5,219.369995,220.610001,172000,220.610001
"114",219.259995,220.850006,218.160004,220.369995,62800,220.369995
"115",220.710007,221.630005,219.679993,220.610001,304300,220.610001
"116",220.800003,225.679993,219.979996,225.029999,210100,225.029999
"117",224.639999,226.910004,221.029999,223.669998,72700,223.669998
"118",224.699997,226.979996,224.139999,226.110001,109900,226.110001
"119",226.220001,226.619995,222.610001,223.350006,131000,223.350006
"120",223.889999,224.229996,221.869995,222.5,175400,222.5
"121",222.630005,223.190002,220.979996,221.440002,70100,221.440002
"122",220.490005,221.339996,218.100006,218.229996,79400,218.229996
"123",224,226.990005,222.199997,226.410004,367000,226.410004
"124",227.440002,228.259995,222.600006,224.160004,141800,224.160004
"125",225.860001,226.979996,223.610001,226.309998,138200,226.309998
"126",226.75,228.240005,225.889999,227.179993,54200,227.179993
"127",227.029999,233.509995,227.029999,231.690002,184400,231.690002
"128",230.619995,230.869995,225.490005,225.490005,176600,225.490005
"129",225.809998,230,225.809998,229,65200,229
"130",228.869995,229.740005,225.330002,225.589996,148800,225.589996
"131",225.770004,227.580002,224.720001,225.789993,61600,225.789993
"132",227.279999,227.899994,225.820007,226.940002,118000,226.940002
"133",229.25,231.720001,226.089996,231.649994,153600,231.649994
"134",231.199997,232.070007,230.059998,231.369995,70100,231.369995
"135",231.130005,232.699997,231.130005,232.009995,62200,232.009995
"136",231.220001,233.759995,230.770004,233.529999,61200,233.529999
"137",234.009995,236.089996,232.729996,236,187900,236
"138",237.029999,238,233.600006,233.839996,112100,233.839996
"139",233.600006,234.580002,231.169998,231.589996,114400,231.589996
"140",230.789993,235.470001,230.539993,235.139999,128800,235.139999
"141",235.25,236.75,233.880005,235.419998,280100,235.419998
"142",236.320007,239.910004,232.639999,238.949997,165400,238.949997
"143",239.559998,239.600006,234.960007,237.720001,177600,237.720001
"144",237.589996,239.380005,234.360001,236.360001,104600,236.360001
"145",236.649994,236.649994,234.580002,235.630005,71200,235.630005
"146",236.380005,238.110001,234.369995,237.710007,94100,237.710007
"147",237.789993,239.669998,235.580002,238.600006,87200,238.600006
"148",238.220001,242.789993,234.570007,242.279999,111200,242.279999
"149",220,229.179993,215,227.309998,608300,227.309998
"150",226.860001,226.860001,223.600006,223.800003,284300,223.800003
"151",223.550003,223.550003,220.660004,220.990005,169500,220.990005
"152",220.440002,221.830002,216.740005,218.940002,181100,218.940002
"153",217.759995,219.479996,215,215,199600,215
"154",215,218.339996,213.419998,215.889999,232900,215.889999
"155",218.990005,223.770004,217.679993,220,284300,220
"156",219.669998,219.669998,215.289993,216.279999,154600,216.279999
"157",216.820007,217.789993,214.800003,217.029999,107700,217.029999
"158",216.339996,217.389999,212.259995,212.399994,175400,212.399994
"159",211.899994,215.169998,208.949997,212.429993,210800,212.429993
"160",212.210007,213.440002,210.570007,212.270004,200500,212.270004
"161",212.779999,220.839996,212.779999,220.360001,182700,220.360001
"162",219.419998,221,216.380005,217.770004,144100,217.770004
"163",218.039993,218.279999,216.119995,216.589996,76100,216.589996
"164",217.330002,217.759995,215.289993,215.839996,108800,215.839996
"165",216.309998,218.080002,215.229996,216.929993,98500,216.929993
"166",215.580002,217.419998,214.690002,216.759995,90700,216.759995
"167",216.559998,218.860001,216.559998,217.839996,101700,217.839996
"168",218.479996,219.190002,216.5,217.820007,146600,217.820007
"169",218.259995,219.759995,216.399994,219.029999,150000,219.029999
"170",218.449997,219.460007,215.570007,215.979996,160300,215.979996
"171",216.380005,217.789993,214,216.679993,100800,216.679993
"172",216.860001,217.130005,215.440002,215.440002,120100,215.440002
"173",212.889999,220.360001,212.020004,218.419998,217600,218.419998
"174",218.399994,220.529999,218.320007,218.860001,227100,218.860001
"175",217.259995,219.389999,216.960007,218.039993,149500,218.039993
"176",217.009995,221.789993,216.529999,220.470001,266400,220.470001
"177",220.149994,225.869995,219.740005,224.369995,315600,224.369995
"178",224.369995,227.979996,224.020004,227.910004,424400,227.910004
"179",228.470001,231.710007,227.190002,229.589996,184400,229.589996
"180",229.770004,230.699997,229.100006,230.350006,162500,230.350006
"181",230.839996,233.970001,229.929993,233.149994,207700,233.149994
"182",232.639999,232.639999,229.830002,230.889999,205400,230.889999
"183",231.220001,231.759995,227.320007,228.679993,180100,228.679993
"184",228.600006,228.779999,224.699997,225.369995,139000,225.369995
"185",226.050003,226.050003,222.059998,223,184100,223
"186",223.25,224.669998,220.589996,224.440002,170200,224.440002
"187",224.539993,224.619995,221.479996,222.380005,121300,222.380005
"188",222.149994,223.240005,219.520004,222.220001,177400,222.220001
"189",222.029999,226.119995,221.619995,222.830002,121900,222.830002
"190",222.440002,224.229996,221.639999,223.970001,91500,223.970001
"191",224.410004,226,223.970001,225.369995,68600,225.369995
"192",225.449997,227.070007,222.169998,223.270004,127800,223.270004
"193",223.440002,226.470001,223.169998,226.259995,108500,226.259995
"194",227.160004,227.410004,223.960007,224.660004,112700,224.660004
"195",225,225.179993,221.449997,222.669998,74400,222.669998
"196",222,223.800003,220.860001,223.770004,161000,223.770004
"197",224.419998,224.919998,222.589996,223.889999,65100,223.889999
"198",224.149994,224.389999,222.369995,223.110001,73600,223.110001
"199",222.669998,224.429993,221.779999,222.960007,176100,222.960007
"200",221.789993,223.669998,216.309998,218.940002,308900,218.940002
"201",219.160004,220.080002,215.5,218.210007,259200,218.210007
"202",217.309998,219.190002,216.399994,219.039993,182000,219.039993
"203",220.509995,223.229996,219.869995,221.940002,150400,221.940002
"204",222.429993,225.190002,221.690002,223.570007,175100,223.570007
"205",223.660004,224.990005,220.820007,221.970001,88600,221.970001
"206",222.309998,223.300003,220.449997,222.220001,157500,222.220001
"207",221.75,223.089996,220.279999,220.630005,127900,220.630005
"208",220.639999,222.199997,219,222.110001,127500,222.110001
"209",221.25,222.830002,217.800003,219.009995,109500,219.009995
"210",219.460007,222.330002,218.669998,219.789993,134200,219.789993
"211",219.960007,220.979996,217.5,217.860001,214000,217.860001
"212",218,220.970001,214.440002,216.940002,257700,216.940002
"213",241.110001,262.48999,236.339996,261.420013,746400,261.420013
"214",261.420013,265.880005,258.549988,259.820007,348000,259.820007
"215",260.98999,263.769989,257.589996,262.220001,302400,262.220001
"216",263.149994,267.799988,261.850006,266.309998,198800,266.309998
"217",265.980011,268.399994,264.48999,267.269989,211400,267.269989
"218",265.98999,268.290009,257.48999,258.190002,231500,258.190002
"219",256.720001,256.720001,253.580002,254.429993,261200,254.429993
"220",252.360001,253.809998,251.740005,253.220001,133200,253.220001
"221",253.179993,256.660004,251.130005,254.139999,137200,254.139999
"222",256.079987,257.23999,255.419998,256.26001,189700,256.26001
"223",255.839996,256.929993,253.970001,255.490005,129100,255.490005
"224",255.479996,256.980011,252.869995,255.289993,168400,255.289993
"225",255.449997,256.619995,254.710007,255.679993,112500,255.679993
"226",255.910004,258.959991,253.899994,258.690002,119800,258.690002
"227",258.519989,262.769989,253.910004,262.140015,78800,262.140015
"228",262.140015,264.559998,260.76001,261.470001,175100,261.470001
"229",263.670013,264.679993,259.890015,263.299988,182100,263.299988
"230",264.420013,272.029999,263.309998,269.579987,175200,269.579987
"231",270.220001,273.869995,269.850006,271.299988,137000,271.299988
"232",271.299988,272.019989,264.600006,268.799988,119600,268.799988
"233",270.279999,271.649994,256.519989,257.48999,180000,257.48999
"234",257.350006,258.100006,252.320007,253.800003,210100,253.800003
"235",253.440002,257.200012,251.770004,253.630005,129900,253.630005
"236",253.429993,260.75,251.619995,254.970001,187900,254.970001
"237",255.440002,255.440002,252.880005,255.080002,165500,255.080002
"238",254.990005,254.990005,251,253.179993,103900,253.179993
"239",253.179993,253.860001,251.360001,253.350006,180400,253.350006
"240",253.850006,253.850006,250.75,251.710007,181700,251.710007
"241",252.160004,252.929993,249.020004,249.720001,115300,249.720001
"242",250.360001,253.009995,250.360001,251.940002,338500,251.940002
"243",252.350006,252.850006,248.559998,249.240005,319600,249.240005
"244",249.800003,249.839996,246.889999,247.160004,189300,247.160004
"245",247.880005,248.460007,243.830002,245.289993,179200,245.289993
"246",244.979996,245.860001,241.789993,245.039993,252600,245.039993
"247",245.779999,246.490005,242.970001,244.190002,152100,244.190002
"248",243.839996,244.309998,240.710007,242.039993,194300,242.039993
"249",241.520004,242.279999,239.550003,240.360001,176400,240.360001
"250",240.639999,240.899994,237.369995,239.309998,225400,239.309998
"251",238.889999,241,237.520004,238.669998,183800,238.669998
"252",238.669998,241.979996,238.229996,241.419998,169500,241.419998
"253",242.339996,251.850006,242.339996,250.470001,233100,250.470001
"254",251.520004,251.520004,247.619995,248.490005,143000,248.490005
"255",249.130005,250.020004,248.080002,249.050003,102100,249.050003
"256",248.520004,251.880005,247.410004,251,233700,251
"257",252.179993,257.359985,250.050003,256.119995,216100,256.119995
"258",255.339996,255.339996,249.619995,249.800003,166200,249.800003
"259",250.160004,252.160004,247.589996,251.210007,169600,251.210007
"260",251.479996,251.479996,246.449997,248.369995,176300,248.369995
"261",249.179993,251.059998,245.619995,249.110001,106100,249.110001
"262",250.539993,254.630005,250.139999,252.639999,201600,252.639999
"263",251.740005,252.720001,248.830002,252.5,126100,252.5
"264",252.899994,255.889999,251.270004,254.539993,272500,254.539993
"265",253.279999,255.800003,250.949997,254.649994,134800,254.649994
"266",255.399994,258.200012,254.360001,254.830002,150000,254.830002
"267",255.949997,257.119995,252.399994,254.410004,141300,254.410004
"268",255.759995,259.209991,254.479996,259.109985,113800,259.109985
"269",259.230011,263.649994,254.550003,261.890015,212300,261.890015
"270",261.059998,266.980011,261.059998,263.410004,134600,263.410004
"271",261.109985,261.859985,256.940002,259.200012,108200,259.200012
"272",261.01001,264.890015,256.079987,258.529999,104600,258.529999
"273",257.809998,259.98999,256.230011,258.75,233600,258.75
"274",257.619995,259.829987,253.919998,254.339996,97400,254.339996
"275",252.470001,255.020004,245.600006,247.229996,188300,247.229996
"276",243.440002,249.259995,240.539993,246.470001,220200,246.470001
"277",245.580002,248.199997,243.039993,243.759995,209400,243.759995
"278",244.110001,245.850006,233.479996,233.970001,160200,233.970001
"279",235.339996,240.300003,231,236.720001,177500,236.720001
"280",238.070007,242.089996,233.960007,239.690002,159800,239.690002
"281",239,240.429993,235.710007,237.360001,157300,237.360001
"282",235.490005,249.580002,235.490005,247.910004,166800,247.910004
"283",248.339996,250.179993,243.020004,246.830002,115400,246.830002
"284",244.899994,251.389999,240.149994,249.039993,209200,249.039993
"285",247.619995,254.229996,246.309998,251.119995,204900,251.119995
"286",251.740005,255.690002,245.279999,245.619995,178600,245.619995
"287",246.75,250.210007,243.039993,248.080002,228000,248.080002
"288",249.100006,254.830002,246.630005,254.309998,204100,254.309998
"289",254.720001,259.23999,253.210007,257.850006,168900,257.850006
"290",257.559998,258.980011,252.910004,254,155200,254
"291",274.809998,279.589996,264.600006,270.040009,429000,270.040009
"292",271.290009,271.290009,260.410004,264.820007,220000,264.820007
"293",262.119995,264.459991,259.649994,263.040009,261100,263.040009
"294",261.230011,261.600006,256.269989,259.980011,152800,259.980011
"295",260.399994,263.809998,257.570007,262.339996,202800,262.339996
"296",260.869995,272.040009,259.850006,265.630005,235600,265.630005
"297",266.399994,267.579987,264.01001,265.839996,99900,265.839996
"298",267.5,275.339996,265.48999,274.109985,143600,274.109985
"299",273.959991,276,267.529999,273.839996,78900,273.839996
"300",274.570007,274.98999,268.859985,270.940002,68400,270.940002
"301",272.079987,272.839996,265.309998,269.399994,93000,269.399994
"302",269.100006,271.399994,266.149994,268.579987,85900,268.579987
"303",269.769989,269.769989,259.950012,263,286700,263
"304",262.23999,264.140015,258.649994,262.269989,139400,262.269989
"305",263.970001,264.049988,260.630005,262.640015,70500,262.640015
"306",261.880005,263.880005,258.529999,260.910004,82400,260.910004
"307",259.420013,261.480011,252.669998,252.690002,149800,252.690002
"308",252.5,254.800003,246.710007,247.059998,111500,247.059998
"309",250.919998,254.490005,246.179993,253.5,136800,253.5
"310",254.070007,254.070007,245.839996,249.580002,174800,249.580002
"311",250.460007,254.600006,246.149994,247.619995,292400,247.619995
"312",248.979996,254.570007,248.910004,250.080002,121100,250.080002
"313",248.429993,252.020004,243.240005,247.380005,120600,247.380005
"314",248.039993,250.479996,245.679993,249.110001,104100,249.110001
"315",246.080002,251.699997,245.110001,250.520004,151600,250.520004
"316",251.289993,251.639999,245.330002,247.470001,149400,247.470001
"317",246.960007,247.880005,240.009995,244.100006,127100,244.100006
"318",245.210007,248.369995,244.130005,244.800003,79900,244.800003
"319",246.770004,252.350006,245.25,250.020004,121400,250.020004
"320",248.449997,251.220001,245.490005,247.440002,104400,247.440002
"321",248.460007,251.940002,247.960007,250.479996,123600,250.479996
"322",251.169998,252.529999,246.199997,247.059998,95200,247.059998
"323",249.479996,262.850006,248.690002,262.130005,206000,262.130005
"324",263.119995,266.290009,258.570007,264.679993,258700,264.679993
"325",264.51001,265.369995,260.630005,264.190002,158500,264.190002
"326",264.079987,267.660004,260.359985,262.26001,1e+05,262.26001
"327",262.23999,264.01001,259.880005,260.679993,105100,260.679993
"328",260.649994,264.48999,260.429993,261.480011,75600,261.480011
"329",262.089996,263.579987,257.209991,258.929993,121600,258.929993
"330",259.459991,261.140015,256.640015,258.850006,111400,258.850006
"331",259.890015,260.75,258.149994,259.480011,48400,259.480011
"332",260.630005,260.630005,257.540009,259.5,75600,259.5
"333",259.790009,259.790009,253.570007,253.710007,135200,253.710007
"334",253.820007,254.179993,250.639999,253.25,90300,253.25
"335",254.320007,258,251.399994,252.589996,151500,252.589996
"336",250.080002,254.050003,245.729996,250.830002,151400,250.830002
"337",249.960007,254.419998,246.259995,252.820007,86300,252.820007
"338",253.860001,258.980011,252.970001,254.75,194000,254.75
"339",254.360001,255.889999,251.440002,253.690002,249900,253.690002
"340",262,283.959991,262,275.950012,407900,275.950012
"341",276.589996,285.690002,273.230011,278.820007,241900,278.820007
"342",279.859985,286.839996,279.540009,284.980011,157600,284.980011
"343",284.959991,287.559998,282.26001,286.899994,279300,286.899994
"344",285.700012,285.959991,282.839996,284.040009,139700,284.040009
"345",283.880005,293.429993,283.51001,291.709991,258700,291.709991
"346",291.26001,291.26001,284.200012,286.820007,391300,286.820007
"347",286.049988,292.589996,286.049988,291.660004,125300,291.660004
"348",293.549988,297.589996,290.329987,292.279999,87400,292.279999
"349",292.73999,294.440002,288.959991,289.359985,68800,289.359985
"350",287.290009,290.929993,286.049988,288.910004,135000,288.910004
"351",288.769989,291.130005,287.25,289.059998,118100,289.059998
"352",288.679993,289.029999,285,287.929993,126100,287.929993
"353",284.799988,287.890015,282.970001,286.059998,84700,286.059998
"354",288.290009,293.149994,287.709991,290.890015,256700,290.890015
"355",288.600006,292.390015,285.76001,287.130005,111600,287.130005
"356",289.26001,292.75,287.269989,290.640015,152500,290.640015
"357",290.970001,293.309998,289.609985,292.880005,176100,292.880005
"358",293.029999,294.799988,289.100006,291.220001,173600,291.220001
"359",290.640015,297.589996,290.640015,297.470001,171200,297.470001
"360",299.369995,299.369995,293.970001,297,196800,297
"361",297.429993,300.429993,295.079987,299.589996,109900,299.589996
"362",299.920013,301.579987,297.559998,301,65400,301
"363",300.309998,304.359985,300.040009,300.790009,84000,300.790009
"364",301.230011,304.320007,300.220001,301.059998,194600,301.059998
"365",300.320007,303.869995,300.01001,303.700012,83400,303.700012
"366",302.359985,304.309998,299.640015,303.880005,190400,303.880005
"367",301.910004,303.019989,299.540009,301.459991,178600,301.459991
"368",300.309998,302.570007,296.75,299.869995,120400,299.869995
"369",298.5,302.380005,294,296.76001,132200,296.76001
"370",298.839996,302.820007,297.670013,299.839996,157100,299.839996
"371",301.339996,301.339996,297.410004,298.320007,129500,298.320007
"372",299.399994,300.769989,285.829987,289.619995,153200,289.619995
"373",289.5,292.809998,289.23999,290.410004,120400,290.410004
"374",289.910004,294.299988,284.299988,284.459991,106600,284.459991
"375",284.51001,288.329987,282.660004,288.26001,131400,288.26001
"376",289.339996,291.890015,287.019989,288.540009,111900,288.540009
"377",287.26001,290.899994,285.829987,289.279999,148200,289.279999
"378",291.059998,294.700012,289.200012,292.899994,60900,292.899994
"379",294.230011,297.660004,290.649994,294.940002,275300,294.940002
"380",295.390015,300.279999,295.170013,297.920013,83700,297.920013
"381",299.589996,304.820007,296.049988,303.070007,102100,303.070007
"382",303.980011,305,300.290009,302.950012,99900,302.950012
"383",301.600006,301.769989,297.850006,299.470001,127900,299.470001
"384",301.880005,303.890015,299.279999,302.269989,86300,302.269989
"385",302.390015,306.390015,301.660004,303.950012,102600,303.950012
"386",304.929993,306.179993,298.690002,300.519989,67800,300.519989
"387",299.630005,303.179993,298.880005,302.619995,75200,302.619995
"388",302.290009,304.230011,300.350006,303.5,75000,303.5
"389",303.149994,307.630005,303.149994,306.390015,101200,306.390015
"390",306.839996,307.480011,305,305.440002,48200,305.440002
"391",305.869995,309.619995,302.26001,308.119995,122900,308.119995
"392",309.619995,311.200012,305.140015,307.98999,143600,307.98999
"393",308.5,311.790009,307.799988,311.790009,83800,311.790009
"394",312.040009,313.829987,309.149994,313.609985,95500,313.609985
"395",314.230011,314.230011,302.859985,307.440002,117300,307.440002
"396",307.320007,307.709991,301.609985,304.140015,86600,304.140015
"397",305.040009,309,304.429993,306.649994,110900,306.649994
"398",308.820007,314.329987,308.309998,311.730011,121200,311.730011
"399",309.829987,314.119995,309.059998,311.720001,186500,311.720001
"400",309.829987,313.890015,308.100006,312.179993,83100,312.179993
"401",313,316.76001,313,315.450012,156400,315.450012
"402",316,317.279999,307.339996,308.970001,239100,308.970001
"403",345.149994,345.149994,314.429993,316.399994,307700,316.399994
"404",316.790009,321.410004,316.079987,318.109985,104800,318.109985
"405",315.980011,321.480011,315.980011,319.799988,155800,319.799988
"406",320.160004,324.670013,318.910004,322.929993,178900,322.929993
"407",323.519989,328.950012,321.640015,325.029999,124700,325.029999
"408",323.339996,324.600006,316.119995,320.119995,134400,320.119995
"409",320.600006,323,316.779999,317.880005,90900,317.880005
"410",317.850006,319.230011,314,316.559998,144500,316.559998
"411",316.720001,318.940002,311.450012,315.329987,101600,315.329987
"412",315.200012,321.290009,315.200012,318.619995,98900,318.619995
"413",317.470001,321.549988,315.890015,321.320007,83700,321.320007
"414",320.920013,321.709991,316.369995,317.049988,159400,317.049988
"415",316.730011,319.929993,316.730011,318.76001,79300,318.76001
"416",319.959991,325.649994,319.959991,324.76001,106000,324.76001
"417",325.589996,326,321.630005,324.660004,146600,324.660004
"418",324.670013,325.399994,322.790009,324.579987,71300,324.579987
"419",324.109985,328.589996,323.709991,325.779999,99500,325.779999
"420",325.549988,326.350006,321.730011,325.299988,66700,325.299988
"421",324.76001,326.600006,323.339996,326.149994,88600,326.149994
"422",325.01001,325.329987,314.48999,315.5,121000,315.5
"423",314.549988,320.450012,313.410004,316.769989,155300,316.769989
"424",315.559998,317.179993,313.019989,313.73999,96300,313.73999
"425",314.519989,314.929993,307.850006,308,163900,308
"426",306.570007,311.700012,305.459991,308.369995,156800,308.369995
"427",307.130005,308.420013,303.649994,305.730011,176500,305.730011
"428",306.48999,309.369995,303.709991,307.549988,136400,307.549988
"429",307.01001,311.01001,305.829987,309.109985,197700,309.109985
"430",308.640015,308.640015,295.420013,295.959991,220000,295.959991
"431",296.450012,299.049988,294.100006,298.549988,216900,298.549988
"432",298.920013,299.160004,296.440002,298.470001,98300,298.470001
"433",299.369995,302.380005,297.070007,301.029999,160900,301.029999
"434",301.459991,301.459991,295.679993,298.48999,340900,298.48999
"435",309.899994,311.609985,303.410004,308.970001,213000,308.970001
"436",309.880005,312.369995,307.790009,310.410004,177500,310.410004
"437",310.880005,314.980011,307.519989,308.149994,136300,308.149994
"438",313.709991,315.339996,310.25,312.339996,163900,312.339996
"439",311.660004,313.940002,311.660004,312.98999,156400,312.98999
"440",315,315,307.970001,309,129100,309
"441",308.450012,308.5,303.549988,304.350006,207800,304.350006
"442",305.720001,309.700012,305.299988,306.190002,106800,306.190002
"443",306,306.929993,299.029999,300.609985,117400,300.609985
"444",301.220001,303.529999,295.040009,298.290009,125100,298.290009
"445",297.859985,298.910004,288.899994,291.429993,155300,291.429993
"446",289.809998,294.880005,288.980011,289.820007,173000,289.820007
"447",289.910004,290.339996,281.820007,281.820007,207400,281.820007
"448",281.23999,282.839996,273.049988,275.309998,185900,275.309998
"449",280.540009,286.070007,278,281.679993,166600,281.679993
"450",279.850006,281.329987,274.570007,277.779999,194700,277.779999
"451",280.519989,292.420013,278.25,289.309998,220600,289.309998
"452",293.98999,293.98999,285.25,287.690002,99000,287.690002
"453",288.130005,288.690002,281.450012,284.420013,124200,284.420013
"454",285.859985,288.459991,279.609985,280.959991,65200,280.959991
"455",282.079987,282.079987,273.73999,278.480011,166400,278.480011
"456",275.570007,277.970001,266.480011,276.350006,193100,276.350006
"457",276.269989,277.570007,266.660004,267.279999,240600,267.279999
"458",269.309998,274.160004,268.910004,270.730011,89500,270.730011
