"","CVS.Open","CVS.High","CVS.Low","CVS.Close","CVS.Volume","CVS.Adjusted"
"33",79.449997,79.989998,79.32,79.690002,6215700,69.442123
"34",79.610001,80.389999,79.129997,79.760002,6281000,69.503128
"35",79.75,80.470001,79.449997,80.160004,5003400,69.851685
"36",80.220001,81.43,80.010002,80.860001,6403500,70.461678
"37",80.830002,81.75,80.639999,81.480003,5189200,71.001938
"38",81.550003,81.860001,81.309998,81.410004,4696200,70.940933
"39",80.800003,81.129997,80.18,80.580002,7274900,70.217674
"40",81.099998,81.379997,80.639999,80.699997,4977500,70.322235
"41",80.5,81.559998,80.410004,81.349998,5781200,70.888664
"42",81.519997,81.690002,80.540001,81.019997,5640600,70.601082
"43",80.849998,81.290001,80.610001,80.849998,4463900,70.45295
"44",80.489998,81,80.379997,80.809998,6314200,70.418083
"45",80.739998,81.519997,80.529999,81.040001,5810400,70.618523
"46",81.059998,81.410004,80.43,80.699997,5394400,70.322235
"47",81,81.07,80.230003,80.400002,6004400,70.060814
"48",80.400002,80.589996,79.970001,80.440002,6276800,70.095688
"49",80.440002,80.589996,79.419998,79.889999,5546200,69.616394
"50",79.769997,80.220001,78.68,79.730003,7925500,69.476974
"51",79.650002,79.980003,79.230003,79.559998,6241100,69.328827
"52",79.629997,79.650002,78.580002,78.879997,19734800,68.73629
"53",78.870003,79.110001,78.550003,78.82,5075800,68.684013
"54",78.889999,79.010002,78.279999,78.610001,6201300,68.501022
"55",78.75,78.870003,77.919998,78.459999,5640700,68.370293
"56",78.459999,78.730003,77.970001,78.300003,9320900,68.230881
"57",78.25,78.660004,78.010002,78.489998,3878600,68.396439
"58",78.129997,78.949997,78.019997,78.510002,4983500,68.413879
"59",78.389999,78.949997,78.279999,78.610001,5470000,68.501022
"60",78.5,78.860001,78.360001,78.760002,3138200,68.631729
"61",78.650002,79.110001,78.440002,78.849998,3834600,68.710136
"62",77.599998,78.610001,77.57,78.5,7996100,68.405159
"63",78.379997,78.550003,77.720001,78.050003,7374100,68.013023
"64",78.010002,78.220001,77.629997,77.870003,5641000,67.856178
"65",77.82,77.870003,76.75,77.029999,13351900,67.124191
"66",77.18,77.220001,76.599998,77.010002,6331000,67.106766
"67",77.050003,77.220001,76.559998,77.080002,5208000,67.167778
"68",77.080002,77.849998,76.959999,77.809998,4824300,67.803879
"69",77.720001,78.190002,77.540001,78.169998,4866700,68.117584
"70",77.839996,78.150002,77.739998,77.959999,4749800,67.934601
"71",77.989998,78.360001,77.800003,77.959999,3532000,67.934601
"72",78.029999,78.739998,78.010002,78.730003,4436100,68.605583
"73",77.629997,78.5,77.5,78.25,7024300,68.187302
"74",78.059998,78.089996,77.589996,77.830002,4575600,68.257462
"75",77.849998,79.540001,77.790001,79.43,6715400,69.660683
"76",79.239998,79.5,78.959999,79.279999,6724300,69.529121
"77",79.980003,80.190002,79.660004,80.050003,6394100,70.204437
"78",81.400002,82.410004,80.68,82.169998,8494300,72.063675
"79",81.800003,82.18,81.32,82,5996900,71.914581
"80",82.690002,82.900002,82.029999,82.790001,6307300,72.607422
"81",82.790001,82.870003,82.169998,82.440002,6618400,72.300484
"82",82.440002,82.800003,81.860001,81.959999,7528700,71.879501
"83",82.169998,83.300003,78.940002,79,15690000,69.283546
"84",79.110001,80.230003,79.059998,79.699997,6841500,69.897453
"85",79.660004,81.150002,79.449997,81.129997,6076500,71.151611
"86",81.400002,81.510002,80.599998,81.059998,3699200,71.090187
"87",80.879997,81.32,80.809998,81.050003,2846300,71.081421
"88",81,81.480003,80.919998,81.099998,3274300,71.125282
"89",81.07,81.559998,80.809998,80.940002,3011400,70.984955
"90",80.839996,82.459999,80.629997,82.279999,6496000,72.160156
"91",82.099998,82.400002,80.18,80.209999,9046600,70.344742
"92",80.25,80.940002,80.209999,80.470001,7344700,70.572762
"93",80.550003,80.68,78.949997,79.120003,5252200,69.388809
"94",77.019997,77.629997,76.209999,76.330002,13272700,66.941956
"95",76.410004,77.470001,76.290001,76.620003,7530500,67.196297
"96",76.760002,77,76.209999,76.32,5667200,66.933182
"97",76.5,76.629997,76.190002,76.339996,7775000,66.950714
"98",76.660004,77.830002,76.349998,77.269997,7814300,67.766335
"99",77.309998,77.540001,76.32,76.419998,5488800,67.020889
"100",76.620003,76.690002,75.690002,75.949997,5539200,66.608688
"101",76,76.650002,75.940002,76.639999,3613000,67.213837
"102",76.410004,76.980003,76.400002,76.769997,5116600,67.327843
"103",76.779999,76.970001,76.25,76.830002,6857200,67.38047
"104",76.839996,78.290001,76.690002,78.290001,4827300,68.660896
"105",78.510002,79.080002,78.349998,79.050003,6454100,69.327423
"106",79,79.050003,78.239998,78.790001,6272300,69.099396
"107",78.480003,78.519997,77.639999,77.900002,4880800,68.318855
"108",78.050003,78.370003,77.379997,78.160004,5108500,68.546883
"109",78.199997,78.559998,77.93,78.43,4096400,68.783669
"110",78.610001,79.739998,78.169998,79.709999,5652600,69.906242
"111",79.860001,80.910004,78.900002,79.68,6339700,69.879944
"112",79.639999,79.989998,78.989998,79.849998,5044300,70.02903
"113",80.019997,80.860001,79.660004,80.800003,5075900,70.862183
"114",80.68,80.900002,79.650002,80.089996,4655800,70.23951
"115",79.220001,79.459999,75.459999,77.059998,15507200,67.582153
"116",77.300003,78.099998,76.529999,78.099998,5949700,68.494247
"117",78.190002,78.57,77.690002,77.779999,5729100,68.213615
"118",77.970001,79.07,77.75,78.160004,4777400,68.546883
"119",77.940002,78.239998,77.209999,77.220001,5369700,67.722488
"120",77.360001,77.940002,76.93,77.410004,21808600,67.88913
"121",77.879997,80.580002,77.879997,80.120003,8655700,70.265808
"122",80.230003,81.150002,79.949997,80.489998,8974300,70.590302
"123",80.599998,82,80.540001,81.25,6693100,71.256836
"124",81.650002,82.150002,79.540001,80.269997,6378800,70.397362
"125",80.519997,80.709999,79.779999,80.459999,4425700,70.564003
"126",80.769997,81.339996,80.459999,80.620003,2379800,70.704323
"127",80.400002,80.629997,79.650002,79.660004,4695700,69.862396
"128",79.809998,79.93,78.660004,78.709999,4425500,69.029236
"129",78.800003,79.129997,78.050003,78.639999,3442500,68.96785
"130",78.639999,78.860001,77.769997,78.139999,4852700,68.529358
"131",78.18,78.230003,77.360001,77.639999,4656100,68.090843
"132",77.889999,78.43,77.349998,77.449997,4671800,67.924187
"133",77.669998,78.239998,77.610001,77.919998,4885800,68.336388
"134",77.940002,78.279999,77.660004,77.93,4130300,68.345169
"135",78.190002,78.449997,77.900002,78.300003,4642800,68.669662
"136",78.25,78.379997,77.489998,78,4808500,68.406563
"137",78.120003,78.739998,77.339996,77.389999,6929700,67.87159
"138",77.120003,77.599998,76.480003,77.160004,6117500,68.109917
"139",77.089996,77.370003,76.610001,77.029999,3429300,67.995171
"140",76.93,77.349998,76.669998,77.099998,2967300,68.056953
"141",77.480003,78.970001,77.25,78.910004,4683700,69.654648
"142",78.970001,78.970001,77.029999,78.290001,6600300,69.107384
"143",78.18,78.919998,77.629997,78.919998,3751700,69.663483
"144",78.910004,79.949997,78.839996,79.75,3974400,70.396126
"145",80,80.610001,79.620003,79.93,5058800,70.555038
"146",79.900002,80.300003,79.449997,79.699997,4147700,70.351982
"147",79.610001,80.279999,79.5,79.75,4534600,70.396126
"148",79.379997,79.809998,78.529999,78.599998,5055200,69.381004
"149",79.220001,79.25,77.919998,77.970001,6059700,68.824928
"150",78,79.279999,77.989998,79.120003,4604000,69.840027
"151",78.639999,79,76.720001,78.57,8639800,69.354538
"152",78.43,79.489998,78.059998,79.43,4902200,70.113663
"153",79.110001,80.300003,78.889999,79.139999,4612800,69.857689
"154",78.949997,79.809998,78.949997,79.410004,2985500,70.096016
"155",79.540001,80.139999,79.169998,79.300003,3800600,69.998917
"156",79.459999,79.669998,78.910004,79.110001,3104200,69.8312
"157",79.440002,80.129997,79,79.25,3573900,69.954788
"158",79.07,79.779999,78.870003,78.889999,4470500,69.636993
"159",78.449997,78.75,77.550003,77.660004,5005400,68.551277
"160",77.690002,77.919998,77.519997,77.639999,3636900,68.533615
"161",77.849998,78.389999,77.650002,77.760002,5409100,68.639549
"162",77.5,77.879997,77.099998,77.610001,3343300,68.507133
"163",77.190002,77.639999,74.589996,75.389999,9495500,66.547531
"164",75.57,76.279999,75.330002,75.349998,6416500,66.512215
"165",75.5,75.959999,75.169998,75.459999,5068300,66.609299
"166",75.43,76.32,75,76.089996,4516200,67.165421
"167",76.089996,76.660004,75.980003,76.379997,3607000,67.42141
"168",76.5,77.779999,76.489998,77.339996,5518700,68.268799
"169",77.540001,78.440002,77.300003,77.919998,4653600,68.780777
"170",77.610001,78.949997,77.529999,78.690002,4469000,69.460464
"171",78.830002,80,78.830002,79.879997,5106200,70.510902
"172",79.980003,80.610001,79.550003,80.410004,5556100,70.978729
"173",80.010002,80.550003,79.480003,79.720001,4252900,70.369652
"174",80,80,79.330002,79.720001,3784300,70.369652
"175",80,82.790001,79.830002,82.43,8048700,72.761795
"176",82.300003,83.690002,82.129997,83.080002,6813800,73.335571
"177",82.879997,83.059998,82.370003,82.639999,4583500,72.947166
"178",82.209999,83.360001,81.480003,83.169998,7483200,73.415016
"179",83.190002,83.529999,82.860001,83.309998,4333300,73.538582
"180",83.75,84,82.900002,83.099998,4568200,73.35321
"181",83.199997,83.760002,80.160004,80.699997,9944300,71.234718
"182",80.650002,80.720001,79.18,79.559998,5253400,70.228424
"183",79.199997,79.900002,78.620003,79.629997,6534100,70.290199
"184",79.82,81.620003,79.629997,81.370003,5065300,71.826134
"185",81.43,81.889999,81.150002,81.650002,2785800,72.07328
"186",81.720001,82,80.800003,81.470001,3308400,71.914398
"187",81.260002,81.480003,80.730003,81.260002,3442200,71.729042
"188",81.389999,81.68,80.809998,81.32,4118100,71.781975
"189",81.349998,81.610001,80.599998,80.769997,4688500,71.296509
"190",80.519997,81.309998,80.519997,80.910004,6732600,71.420074
"191",80.900002,80.959999,79.93,80.07,4356800,70.678604
"192",80.099998,80.940002,80.050003,80.900002,6090800,71.411255
"193",80.389999,80.470001,76.540001,76.919998,11795600,67.898056
"194",77.050003,77.220001,73.760002,74.300003,13362400,65.585358
"195",74.290001,75.43,73.300003,74.709999,10715900,65.947296
"196",74.709999,74.970001,73.779999,73.900002,7087400,65.232277
"197",73.900002,74.57,73.510002,73.779999,6176400,65.12635
"198",74.110001,74.199997,72.519997,72.599998,6716300,64.08477
"199",72.5,73.400002,72.120003,72.440002,5916900,63.943531
"200",72.410004,72.910004,72.120003,72.629997,6068700,64.111237
"201",72.879997,74.559998,72.279999,74.099998,10479600,65.408821
"202",74.260002,75.199997,74.199997,74.629997,8056700,65.876671
"203",74.980003,76.5,74.519997,76.489998,9144900,67.518494
"204",76.029999,76.480003,75.790001,75.910004,7487100,67.447426
"205",76.169998,76.43,75.400002,76.010002,5940200,67.536278
"206",76.480003,76.620003,74.480003,75.529999,6648700,67.109772
"207",75.790001,76.470001,70.779999,73.309998,21982500,65.137276
"208",73.889999,74.989998,68.160004,68.989998,32616300,61.298862
"209",68.769997,69.660004,68.010002,68.449997,10400900,60.819073
"210",68.360001,69.339996,68.360001,68.529999,7199300,60.890144
"211",68.82,69.529999,68.190002,69,8433800,61.307758
"212",69.139999,69.919998,69.110001,69.379997,5378500,61.645378
"213",69.300003,69.669998,68.120003,69.25,9901200,61.529881
"214",68.230003,69.82,66.449997,66.800003,14183100,59.353012
"215",66.860001,69.419998,66.68,68.949997,12134800,61.263317
"216",68.910004,69.089996,68.400002,68.989998,8661700,61.298862
"217",69.199997,69.43,68.459999,69.019997,6992100,61.325531
"218",69.629997,71.510002,69.190002,70.989998,10300000,63.07592
"219",71.18,74,70.290001,71.480003,9874900,63.511288
"220",71.150002,71.440002,69.910004,70.440002,5964000,62.587227
"221",70,70.379997,69.400002,69.800003,5333900,62.018574
"222",70.099998,71.050003,69.550003,70.260002,6447600,62.427299
"223",70.25,71.029999,70,70.68,5382200,62.800457
"224",70.580002,71,69.769997,70.379997,8490300,62.533928
"225",70.68,71.629997,70.529999,71.5,9609100,63.52906
"226",71.389999,72.07,71.199997,71.480003,5315400,63.511288
"227",71.889999,71.93,70.5,70.550003,2992900,62.684971
"228",70.620003,70.940002,70.209999,70.400002,6146300,62.551666
"229",70.639999,72.709999,70,72.699997,8348500,64.595268
"230",72.760002,74.68,72.75,73.400002,7329900,65.217247
"231",73.690002,77.790001,73.550003,76.599998,20281300,68.060493
"232",75.620003,76.589996,73.629997,75.120003,10586500,66.745483
"233",72.949997,73.279999,70.190002,71.690002,40464600,63.697872
"234",71.919998,72.150002,70.5,71.010002,15424000,63.093689
"235",70.620003,71.57,70.199997,71.379997,12371700,63.422436
"236",71.129997,71.330002,69.519997,71.089996,12365800,63.164761
"237",73.089996,73.800003,70.889999,73.089996,12510500,64.941803
"238",72.910004,73.599998,72.559998,73.080002,6687000,64.932915
"239",72.849998,73.190002,72.169998,72.849998,8233100,64.728546
"240",72.769997,72.900002,71,71.620003,9940400,63.635677
"241",71.629997,71.889999,70.470001,70.800003,8214300,62.907097
"242",71.330002,73.68,70.760002,73.080002,14334100,64.932915
"243",73.169998,73.389999,71.650002,71.669998,12709300,63.680092
"244",71.650002,72.980003,71.599998,72.309998,11825600,64.248734
"245",72.650002,74.18,72.610001,73.559998,10571600,65.359383
"246",73.510002,75.870003,73.389999,74.639999,10518500,66.318985
"247",74.610001,74.720001,73.300003,73.410004,5282400,65.22612
"248",73.5,74,72.760002,73.68,4801700,65.466034
"249",73.809998,73.900002,72.650002,72.760002,5248600,64.64859
"250",72.870003,73.230003,72.470001,73.050003,4196600,64.906258
"251",72.959999,73.099998,72.440002,72.5,4757500,64.417572
"252",73.059998,74.029999,72.870003,73.519997,5878300,65.323868
"253",73.730003,73.900002,73.059998,73.199997,6139500,65.039536
"254",75.190002,76.669998,74.68,75.129997,13715500,66.754356
"255",76.309998,78.559998,76.139999,78.449997,15338100,69.704262
"256",78.32,78.779999,77.150002,77.769997,9589200,69.100044
"257",77.980003,78.330002,77.440002,77.690002,7778400,69.028984
"258",77.160004,77.629997,76.599998,77.440002,8772200,68.806854
"259",78.010002,79.059998,77.68,79.019997,7158200,70.210716
"260",78.919998,79.68,78.510002,78.779999,7098200,69.997475
"261",78.830002,80.150002,78.830002,79.440002,8437300,70.5839
"262",79.599998,79.970001,78.93,79.5,7448700,70.637199
"263",79.919998,80.690002,79.260002,79.349998,8065800,70.503922
"264",79.580002,80.040001,79.110001,79.860001,7963600,70.957062
"265",80.089996,80.980003,79.93,80.949997,7016200,71.925552
"266",80.480003,80.699997,79.699997,80.440002,5780600,71.916618
"267",80.760002,81.190002,80.349998,80.919998,7308500,72.345741
"268",81.300003,81.989998,80.760002,81.580002,6357400,72.935822
"269",81.639999,82.010002,80.919998,82.010002,5883300,73.320244
"270",82,83.879997,81.75,83.629997,8372900,74.768585
"271",78.489998,80.940002,78.18,80.190002,16517900,71.693108
"272",80.599998,81.269997,78.040001,78.690002,12472400,70.352043
"273",78.300003,79.199997,77.599998,78.790001,9150000,70.441452
"274",78.360001,78.540001,75.580002,76.449997,10395600,68.349388
"275",75.309998,76.400002,73.290001,73.32,12199500,65.551041
"276",72.5,74.650002,71.769997,74.019997,11241200,66.17688
"277",73.839996,75.559998,73.57,74.349998,9611100,66.471878
"278",74,75.339996,70.5,70.550003,11725200,63.074562
"279",71.010002,71.349998,67.309998,69.389999,16718500,62.037476
"280",70.089996,70.639999,69.5,69.870003,8943800,62.466618
"281",69.709999,71.220001,69.599998,70.110001,8796200,62.681179
"282",69.660004,70.220001,69.559998,69.790001,6577000,62.395081
"283",70.589996,70.940002,69.089996,70.489998,6770200,63.020897
"284",70.370003,72.209999,70.32,71.900002,6469900,64.281517
"285",71.25,71.449997,69.730003,70.660004,6415200,63.17289
"286",70.589996,70.900002,68.720001,68.760002,10624800,61.47422
"287",68.959999,69.139999,67.559998,68,10061500,60.794746
"288",68.510002,68.779999,67.43,68.160004,5804800,60.937794
"289",68.199997,68.470001,67.57,68.230003,7837600,61.000381
"290",69.300003,69.660004,68.120003,68.25,7391900,61.018265
"291",68.370003,68.690002,67.610001,67.730003,10799800,60.553352
"292",67.699997,68.529999,66.760002,67.150002,9556400,60.034813
"293",67.110001,67.610001,66.629997,67.459999,10613900,60.311951
"294",67.5,68.599998,66.989998,68.309998,7754200,61.071899
"295",68.379997,68.470001,67.059998,67.650002,8838300,60.481846
"296",66.959999,67.889999,66.540001,67.510002,6790100,60.356659
"297",67.849998,69.360001,67.849998,68.360001,8374000,61.116608
"298",68.769997,69.370003,68.230003,69.269997,5795600,61.93018
"299",69.269997,69.559998,68.769997,69.010002,4752600,61.697731
"300",69.269997,69.330002,68.080002,68.25,7210600,61.018265
"301",68.309998,68.5,66.629997,67.050003,7622400,59.945404
"302",67.230003,67.580002,65.660004,65.860001,9485300,58.8815
"303",66.089996,66.449997,65.650002,65.650002,15281600,58.693752
"304",65.720001,65.879997,63.310001,63.630001,8883200,56.887791
"305",63.970001,64.089996,61.869999,62.939999,9700600,56.270897
"306",62.959999,63.240002,62.400002,62.419998,7525700,55.806
"307",62.060001,63.259998,61.740002,61.790001,8590500,55.242752
"308",62,62.450001,60.779999,60.860001,6976900,54.411304
"309",61.279999,61.830002,61.049999,61.599998,7496700,55.072887
"310",61.73,61.869999,60.139999,60.599998,7843700,54.178856
"311",60.880001,62.970001,60.810001,62.709999,10253800,56.065281
"312",62.689999,63.400002,61.34,62.209999,8096400,55.618252
"313",62.060001,62.200001,60.450001,61.040001,7863600,54.572227
"314",61.57,62.720001,61.130001,62.580002,7793800,55.949055
"315",62.380001,64.989998,62.119999,64.279999,10281600,57.468922
"316",64.489998,65.160004,64.199997,64.660004,5471500,57.808655
"317",64.370003,64.769997,62.860001,63.380001,5114800,56.664284
"318",63.639999,64.529999,62.77,63.310001,6096500,56.601696
"319",63.720001,64.32,63.040001,63.970001,6417000,57.191769
"320",63.880001,64.300003,62.91,63.07,7493700,56.387123
"321",63.709999,64.339996,63.48,64,5500000,57.218582
"322",64.230003,64.400002,62.669998,63.43,5825200,56.708984
"323",63.779999,68.919998,63.25,66.099998,19008400,59.096066
"324",66.910004,67.379997,65.239998,67.110001,11059100,59.999046
"325",67.07,67.910004,66.559998,66.610001,6047900,59.552032
"326",66.650002,66.839996,65.120003,65.860001,6371800,58.8815
"327",65.660004,66.290001,64.690002,65.120003,6169600,58.665283
"328",65.510002,65.93,64.949997,65.68,6282800,59.169788
"329",65.860001,67.25,65.760002,66.599998,10204500,59.998589
"330",66.25,68.089996,66.18,67.730003,7379300,61.016582
"331",67.760002,69.379997,67.699997,68.690002,10664500,61.881428
"332",68.82,71.080002,68.610001,69.949997,7486500,63.016533
"333",70.139999,70.629997,69,69.830002,18378800,62.908428
"334",69.230003,69.75,68,68,9569900,61.259823
"335",66.989998,67.5,65.510002,65.940002,14322500,59.404011
"336",65.779999,65.830002,62.25,62.27,17123400,56.097782
"337",62.040001,63.389999,61.310001,63.099998,12251800,56.845512
"338",63.119999,63.25,61.389999,61.75,11944900,55.629322
"339",62,62,60.32,60.709999,10412800,54.69241
"340",60.889999,62.360001,60.650002,61.209999,9062300,55.142853
"341",61.700001,63.619999,61.560001,62.439999,10115800,56.250931
"342",62.709999,65.610001,60.900002,64.410004,15335100,58.025665
"343",64.610001,67.07,64.580002,66.82,12415100,60.196789
"344",66.480003,66.82,65.480003,65.839996,6510100,59.313919
"345",66.099998,66.449997,65.589996,66.129997,5965300,59.575172
"346",66.059998,66.300003,65.519997,65.760002,6605200,59.241859
"347",65.980003,66.089996,64.589996,64.919998,4734500,58.485115
"348",65.099998,65.669998,64.739998,65.5,4958900,59.007633
"349",65.690002,66.589996,65.419998,65.620003,4183600,59.11573
"350",65.379997,65.82,64.860001,65.57,5965400,59.070683
"351",65.529999,65.650002,64.339996,65.120003,4706800,58.665283
"352",65.120003,66.529999,64.940002,66.029999,5559800,59.485085
"353",65.449997,65.980003,64.599998,64.800003,8248000,58.377003
"354",65.059998,66.029999,64.760002,65.989998,6522900,59.449062
"355",65.839996,65.860001,63.360001,63.389999,13403100,57.106773
"356",63.849998,64.209999,63.439999,64.07,5503000,57.719368
"357",64.080002,64.529999,63.639999,64.099998,11423800,57.746387
"358",63.919998,64.32,62.66,63.330002,8008800,57.052723
"359",63.669998,65.110001,63.349998,65.080002,6529400,58.62925
"360",65.120003,65.650002,64.650002,65.019997,5814300,58.575199
"361",65.269997,66.07,65.010002,66.029999,5473800,59.485085
"362",66.099998,67.730003,65.790001,66.940002,8261800,60.304882
"363",67.120003,67.339996,65.449997,66.349998,9915000,59.773365
"364",68,69.629997,67.290001,68.410004,13830700,61.629177
"365",68.699997,69.480003,68.099998,69.120003,8630900,62.268818
"366",68.940002,70.25,68.839996,70.089996,13025200,63.142654
"367",69.279999,69.480003,67.629997,67.739998,7482800,61.025604
"368",67.720001,71.330002,67.5,70.769997,11019600,63.75526
"369",70.599998,72.129997,69.790001,71.599998,9279300,64.502983
"370",71.93,72.919998,70.809998,71.080002,6157500,64.034538
"371",71.589996,72.629997,71.040001,72.18,8784200,65.025505
"372",71.690002,72.220001,70.400002,71.43,6735000,64.349854
"373",71.5,71.75,69.519997,69.809998,6579700,62.890408
"374",69.769997,70.43,69.239998,70.050003,6376400,63.106632
"375",64.190002,66.330002,63.040001,65.779999,26157400,59.259869
"376",65.879997,65.989998,64.339996,64.349998,10754700,57.971615
"377",63.939999,65.290001,63.709999,65.169998,7449400,58.710327
"378",65.400002,65.400002,64.279999,64.5,3242900,58.10675
"379",65.099998,65.389999,64.440002,65.089996,6678800,58.638252
"380",64.959999,66.730003,64.68,66.480003,7108200,59.890488
"381",67.419998,68.690002,67.160004,67.639999,8026500,60.935497
"382",68.400002,68.769997,67.709999,68.239998,6329800,61.476036
"383",67.940002,67.940002,66.809998,67.300003,5926800,60.629208
"384",67.940002,70.339996,67.169998,67.989998,14054100,61.250816
"385",67.989998,69.550003,67.989998,68.629997,5592100,61.827381
"386",68.669998,68.779999,68.110001,68.239998,4594100,61.476036
"387",68.239998,68.300003,67.360001,67.940002,5312600,61.205776
"388",67.849998,68.360001,67.559998,67.900002,5129500,61.169735
"389",67.559998,67.75,64.760002,66.139999,9621100,59.584183
"390",65.75,65.980003,65.059998,65.260002,6331200,58.791416
"391",65.349998,66.57,65.330002,66.339996,5456900,59.764359
"392",65.809998,66.209999,65.309998,65.580002,6764600,59.528358
"393",65.300003,66,65.139999,65.989998,4586500,59.900524
"394",66.239998,66.739998,66.160004,66.339996,4579200,60.21822
"395",65.959999,67.050003,65.93,66.669998,4545200,60.517769
"396",66.650002,67.589996,66.599998,67.43,4669300,61.20763
"397",67.459999,67.660004,64.849998,64.860001,9351400,58.874798
"398",65,65.489998,63.720001,64.089996,9565900,58.175838
"399",63.77,64.190002,63.23,63.779999,6806100,57.894463
"400",63.91,65.239998,63.700001,64.889999,4805500,58.902027
"401",64.849998,65.300003,64.690002,65.040001,4738100,59.038181
"402",65.419998,66.019997,64.959999,65.449997,5716400,59.410343
"403",68.019997,69.389999,66.720001,68.169998,18507400,61.879353
"404",68.169998,69.279999,67.980003,68.57,9074000,62.242432
"405",68.5,69.120003,68.209999,69.050003,5918800,62.678139
"406",69.25,70.150002,68.559998,69.5,6795300,63.086632
"407",69.5,71.889999,69.5,71.379997,9902200,64.793137
"408",71.040001,71.769997,70.279999,71.639999,6965600,65.029152
"409",72.239998,73.870003,72,73.199997,9037100,66.44519
"410",73.040001,74.239998,72.769997,73.68,7145900,66.88089
"411",73.980003,74.900002,73.790001,74.620003,5873000,67.734154
"412",74.300003,74.599998,73.309998,73.690002,5072600,66.889977
"413",73.5,74.540001,73.139999,73.910004,5259100,67.089668
"414",73.709999,73.900002,73.199997,73.639999,4299600,66.844597
"415",73.639999,74.25,73.589996,74.080002,5499700,67.243996
"416",74.199997,75.099998,74.160004,74.959999,4770800,68.04277
"417",75,75.029999,73.900002,74.919998,5535100,68.006454
"418",74.860001,74.919998,74.209999,74.449997,3781100,67.579842
"419",74.099998,74.779999,73.650002,74.529999,4036500,67.652458
"420",74.459999,75.309998,74.309998,75.239998,5644700,68.296944
"421",74.980003,75.010002,73.360001,74,9709000,67.171364
"422",73.889999,75.220001,72.82,74.889999,14728800,67.97924
"423",75.010002,76.309998,74.089996,76.07,9470900,69.050354
"424",75.889999,77.419998,75.830002,77.290001,9984600,70.157776
"425",77.269997,77.800003,75.629997,75.639999,5329200,68.660027
"426",74.910004,75.940002,74.580002,75.730003,4980800,68.74173
"427",75.830002,77.5,75.620003,77.32,6154900,70.184998
"428",77.970001,78.5,76.889999,77.080002,6847600,69.967155
"429",77.449997,77.739998,76.860001,76.910004,5019000,69.812836
"430",76.830002,78.199997,76.760002,78.099998,8987800,70.893028
"431",78.040001,79.18,77.610001,78.610001,7718000,71.355965
"432",78.809998,79.940002,78.480003,78.959999,7808600,71.673668
"433",79.410004,79.970001,79.239998,79.389999,6736700,72.06398
"434",79.459999,79.93,78.580002,79.589996,12104700,72.245537
"435",79.220001,79.370003,78.120003,78.739998,7129400,71.473969
"436",78.339996,78.900002,77.309998,77.610001,8941600,70.448235
"437",77.870003,79.089996,77.330002,78.43,6001000,71.192566
"438",78.470001,79.43,78.349998,78.760002,8946000,71.492119
"439",78.389999,79.089996,78.260002,78.720001,6317400,71.455803
"440",79.050003,80.559998,78.949997,79.5,6452800,72.163811
"441",79.279999,79.989998,79.160004,79.239998,3929600,71.927826
"442",79.660004,80.470001,79.199997,79.900002,4825100,72.526924
"443",79.57,79.970001,78.970001,79.389999,6577800,72.06398
"444",79.220001,79.690002,78.440002,78.669998,4540800,71.410431
"445",78.809998,80,78.730003,79.800003,5256000,72.436172
