"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"33",109.239998,110,108.980003,109.419998,2850900,106.551208
"34",109.449997,110.239998,109.339996,110.160004,3117200,107.271782
"35",109.800003,110.410004,109.160004,109.440002,3049300,106.570679
"36",109.830002,110.75,109.599998,110.739998,4162200,107.836578
"37",110.540001,111,110.199997,111,2471700,108.089767
"38",110.400002,110.989998,109.760002,110.57,2361200,107.671021
"39",110.5,110.870003,109.989998,110.459999,3367200,107.563919
"40",111.419998,112.919998,110.779999,112.309998,3218700,109.36541
"41",112.199997,112.290001,111.300003,111.330002,2690800,108.411118
"42",111.290001,111.839996,110.959999,111.739998,2938200,108.810349
"43",111.139999,111.790001,111.010002,111.360001,2175800,108.440331
"44",111.370003,111.699997,110.739998,110.959999,2474200,108.050804
"45",111.290001,111.449997,110.790001,110.980003,2355400,108.07029
"46",111.080002,111.370003,110.650002,110.790001,3195400,107.885269
"47",111.449997,111.550003,110.610001,111.209999,2735400,108.294266
"48",111.290001,111.800003,111.129997,111.529999,3123000,108.605858
"49",111.330002,111.470001,110.129997,110.489998,2891400,107.593155
"50",111.059998,112.419998,110.489998,112.019997,3305500,109.083031
"51",112.110001,112.970001,111.580002,112.669998,2746400,109.715988
"52",112.849998,113.5,112.760002,112.830002,4119200,109.871788
"53",112.82,112.989998,111.849998,112.410004,2435400,109.462799
"54",112.410004,112.769997,110.43,110.709999,3734000,107.807365
"55",110.989998,111.910004,110.790001,111.449997,2576200,108.527962
"56",111.309998,112.449997,111.269997,111.599998,3107000,108.674042
"57",111.970001,112.470001,111.669998,111.980003,3221900,109.044083
"58",110.699997,112.300003,110.330002,111.940002,2724200,109.005104
"59",111.809998,112.75,111.470001,112.470001,2986100,109.521233
"60",112.029999,112.330002,111.519997,112.059998,1783800,109.121971
"61",112,112.699997,111.57,112.669998,2029400,109.715988
"62",112.620003,113.18,112.440002,112.470001,2507700,109.521233
"63",112.699997,112.970001,111.360001,112.239998,3170100,109.297241
"64",112.230003,112.849998,111.900002,112.089996,2169700,109.151184
"65",112.25,113.18,111.900002,112.07,2486600,109.346329
"66",112.07,112.610001,111.709999,112.43,2238500,109.697586
"67",112.18,112.75,111.839996,112.239998,1995100,109.512199
"68",112.290001,113.07,112.290001,112.32,1862800,109.590256
"69",111.900002,112.57,111.470001,112.110001,2045800,109.385368
"70",111.650002,112.300003,111.349998,111.470001,2651200,108.760925
"71",111.230003,112.190002,111.010002,111.220001,2690300,108.516983
"72",111.769997,112.739998,111.529999,112.669998,1731200,109.931747
"73",112.489998,113.169998,112.099998,112.519997,2141000,109.785393
"74",112.489998,113.160004,112.110001,112.290001,2242400,109.560989
"75",112.900002,114.900002,112.669998,114.589996,3459600,111.805077
"76",114.800003,115.610001,114.010002,114.269997,4067400,111.492859
"77",115.800003,115.989998,115,115.699997,3207800,112.8881
"78",116.349998,116.480003,115.889999,116.129997,2873700,113.307648
"79",116.050003,116.559998,115.949997,116.169998,2202700,113.346672
"80",116.510002,117.309998,116.120003,117.099998,3350800,114.254074
"81",116.790001,117.370003,116.07,116.32,3536000,113.493019
"82",116.540001,117.290001,116.220001,116.370003,3556600,113.541817
"83",117.830002,119.709999,117.650002,118.120003,6802600,115.249283
"84",118.169998,118.529999,116.550003,117.330002,3640900,114.478493
"85",117.550003,118.080002,116.900002,117.919998,2560400,115.054138
"86",118.269997,118.379997,117.199997,117.5,2335900,114.644363
"87",117.709999,117.709999,116.389999,116.610001,2562400,113.775986
"88",116.629997,116.910004,116.040001,116.410004,2350700,113.580856
"89",116.110001,116.769997,116.010002,116.650002,1812500,113.815018
"90",116.580002,116.879997,115.779999,116.529999,2239000,113.697929
"91",116.330002,117.220001,116.150002,117.129997,3195200,114.283333
"92",117.360001,118.559998,117.089996,118.209999,2998200,115.337097
"93",118.260002,118.57,117.699997,118.489998,2375700,115.610283
"94",117.290001,117.910004,116.650002,116.800003,4195000,113.96138
"95",115.93,116.650002,115.550003,116.239998,5088400,113.41497
"96",116.919998,117.889999,116.510002,117.580002,4360500,114.72242
"97",117.800003,119.099998,117.580002,119,2578200,116.107918
"98",119.040001,119.93,118.970001,119.599998,2857100,116.693314
"99",119.599998,120.720001,119.529999,120.699997,2509000,117.766579
"100",121.019997,122.480003,120.949997,121.919998,4689200,118.956932
"101",121.910004,122.080002,121.32,121.629997,2141600,118.673988
"102",121.290001,121.790001,121.029999,121.650002,3405500,118.693504
"103",121.900002,122.980003,121.150002,122.879997,4708500,119.8936
"104",122.800003,123.400002,122.110001,123.400002,3279000,120.400963
"105",123.389999,125.300003,123.349998,125.199997,3731900,122.157211
"106",125.540001,126.190002,125.25,125.900002,4617400,122.840187
"107",125.540001,125.940002,124.980003,125.239998,2712100,122.196243
"108",125.480003,125.879997,124.769997,125.190002,3219700,122.147469
"109",125,125.400002,124.059998,124.760002,3332400,121.727913
"110",124.919998,124.940002,121.709999,123.040001,3556700,120.049706
"111",121.980003,122.089996,120.199997,120.760002,6574200,117.825142
"112",121.239998,122.709999,121.089996,122.32,3938200,119.347206
"113",122.849998,123.160004,121.760002,122.5,2940000,119.522835
"114",121.07,121.629997,119.889999,121.419998,3492600,118.469093
"115",121.489998,122.199997,120.720001,121.959999,3804900,118.995972
"116",122.629997,123.120003,122.260002,123.089996,2547100,120.09848
"117",122.889999,123.769997,122.669998,122.93,3015300,119.94239
"118",123.540001,123.540001,122.440002,123.099998,2384100,120.108261
"119",122.870003,123.519997,122.290001,123.300003,2160600,120.303413
"120",123.68,125,123.120003,124.010002,3381500,120.996155
"121",124.169998,124.580002,123.190002,123.519997,2376700,120.518044
"122",123.489998,123.510002,122.739998,122.739998,2516400,119.757011
"123",123.190002,124.870003,122.57,124.809998,2574900,121.776695
"124",124.610001,124.68,121.199997,121.510002,4147400,118.5569
"125",121.779999,122.419998,121.209999,121.449997,3574000,118.498344
"126",122.25,122.309998,120.720001,120.779999,2314200,117.84465
"127",121.139999,122.160004,121.120003,121.980003,3856500,119.232666
"128",121.339996,121.68,120.650002,120.800003,2702600,118.079254
"129",121.389999,122.720001,121.07,122.199997,2119000,119.447716
"130",122.160004,123.190002,121.82,122.730003,2886900,119.965759
"131",122.809998,124.709999,122.5,124.230003,3885700,121.431984
"132",125,125.75,124.599998,125.279999,2770400,122.458328
"133",125.620003,126.400002,125.370003,125.470001,3330900,122.644058
"134",125.559998,127.529999,125.559998,127.010002,2690800,124.149368
"135",127.260002,127.580002,126.540001,127.43,2291700,124.559914
"136",127.110001,128.160004,127,127.730003,3732800,124.853157
"137",127.730003,128.270004,127.559998,128.039993,2550400,125.156158
"138",128.399994,128.839996,127.940002,128.470001,2350300,125.576508
"139",128.529999,130.199997,128.320007,129.270004,4375500,126.358459
"140",129.389999,129.899994,128.600006,129.520004,3065400,126.602829
"141",130,130.179993,129.220001,129.979996,2476000,127.052483
"142",129.919998,131.179993,129.759995,130.990005,3547800,128.03978
"143",132,132.199997,126.550003,128.929993,4914500,126.026131
"144",128.960007,129.990005,127.309998,127.910004,5257900,125.029114
"145",128,128.449997,127.400002,127.800003,3347500,124.921585
"146",128.660004,129.979996,128.5,129.490005,4010500,126.57354
"147",129.740005,130.610001,129.179993,130.610001,3578600,127.668304
"148",130.399994,130.570007,129.240005,129.889999,2568100,126.964493
"149",130.220001,130.25,129.440002,129.820007,2208100,126.896103
"150",129.990005,130.5,129.550003,130.380005,1585600,127.443481
"151",130.130005,130.309998,129.300003,129.839996,2062800,126.915611
"152",129.089996,130.029999,128.770004,129.720001,1789900,126.79834
"153",129.169998,129.410004,127.589996,127.669998,2590400,124.794502
"154",128.160004,129.419998,127.860001,128.550003,2484300,125.654694
"155",129.229996,131.289993,129,131.089996,2793300,128.137466
"156",131.419998,131.990005,130.949997,131.580002,2155600,128.616409
"157",132.169998,132.630005,131.809998,132.369995,2000700,129.388611
"158",132.160004,132.5,130.820007,130.880005,2673000,127.932213
"159",130.559998,131.970001,130.360001,131.139999,3167300,128.186356
"160",131.350006,132.089996,131.130005,131.940002,1807600,128.968338
"161",132.509995,134.240005,132.279999,133.800003,2180100,130.786469
"162",133.179993,133.479996,132.669998,133.070007,2006400,130.072876
"163",133.229996,133.460007,131.979996,132.960007,2046600,129.965393
"164",133.300003,133.600006,132.559998,132.75,2215500,129.760101
"165",133.149994,134,132.710007,133.850006,2154700,130.835327
"166",133.100006,134.210007,132.740005,133.839996,2122000,130.825546
"167",133.929993,134.240005,133.479996,133.800003,3224500,130.786469
"168",134.199997,134.5,133.279999,133.300003,4374700,130.297729
"169",133.839996,133.899994,133.139999,133.240005,2446600,130.239075
"170",132.839996,132.929993,131.679993,132.660004,2726500,129.672104
"171",132.990005,133.660004,132.589996,132.889999,3652100,129.896912
"172",136.080002,138.639999,135.649994,136.529999,7269000,133.454956
"173",136.220001,137.740005,136.059998,137.220001,4451300,134.12944
"174",139.360001,141.990005,139.179993,141.990005,5457600,138.792007
"175",142.660004,143.520004,141.809998,142.419998,3775000,139.212326
"176",142.020004,142.130005,139.539993,140.100006,3613800,136.94455
"177",139.5,141.800003,139.369995,141.470001,4179400,138.283691
"178",142.320007,142.690002,139.809998,141.580002,6152500,138.391205
"179",141.660004,141.690002,140.509995,141.399994,2843500,138.215271
"180",141.929993,143.589996,141.869995,142.490005,4179000,139.280716
"181",142.25,143.070007,141.419998,142.240005,2749700,139.036346
"182",141.690002,142.179993,141.190002,141.720001,2835300,138.528091
"183",141.5,142.399994,141.5,141.889999,1860400,138.69426
"184",142.070007,142.100006,138.440002,138.570007,5541200,135.449005
"185",139.020004,139.380005,137.75,138.369995,3162600,135.253525
"186",138.800003,140.179993,138.550003,139.669998,3716800,136.524216
"187",139.440002,140.210007,138.839996,140.199997,2732000,137.042297
"188",140.830002,141.740005,140.419998,141.199997,2603200,138.01976
"189",141.899994,142.929993,141.470001,141.820007,2300700,138.625793
"190",141.990005,143.179993,141.699997,143.020004,2514500,139.798767
"191",142.729996,143,141.320007,142.089996,3245700,138.889725
"192",142.559998,143.779999,142.429993,143.75,2723000,140.730194
"193",143.5,143.779999,142.770004,143.520004,3067400,140.505066
"194",143.479996,145.179993,142.899994,144.550003,2557700,141.513412
"195",144.779999,146.369995,144.779999,145.649994,2593400,142.590317
"196",145.600006,147.119995,145.600006,146.850006,3341900,143.765106
"197",146.830002,148.160004,146.440002,146.740005,3226200,143.65741
"198",147.509995,148.449997,147.289993,147.339996,2337300,144.244843
"199",148.039993,148.039993,145.160004,146.220001,2590100,143.148346
"200",146.330002,146.460007,145.529999,145.929993,3002400,142.864441
"201",145.830002,146.770004,145.600006,146.190002,2525900,143.118988
"202",145.389999,146.119995,144.660004,144.979996,4169900,141.934402
"203",145.630005,145.729996,144.570007,145.380005,3547300,142.325989
"204",146,146.5,145.300003,145.559998,2514500,142.502213
"205",146.190002,146.490005,145.350006,145.800003,2918400,142.737167
"206",146.5,146.979996,145.210007,146.240005,3439700,143.167923
"207",147,147.369995,146.350006,146.589996,2574900,143.510559
"208",146.830002,148.520004,146.059998,148.520004,3491900,145.400024
"209",151.300003,151.479996,148.580002,148.949997,6555700,145.820984
"210",150.630005,152,146.149994,148.770004,7613700,145.644791
"211",149.949997,151.490005,148.779999,148.889999,4531700,145.762253
"212",148.330002,149.210007,147.470001,148.25,3883600,145.135727
"213",148.410004,149.360001,147.710007,149.289993,2338700,146.153854
"214",149.210007,150.460007,148.960007,150.089996,3142900,146.937057
"215",150.309998,150.479996,148.919998,149.970001,2683400,146.819565
"216",149.470001,150.240005,148.199997,149.970001,3786800,146.819565
"217",149.270004,149.869995,147.589996,149.289993,2716400,146.153854
"218",149,149.759995,148.710007,149.539993,1795900,146.39859
"219",148.759995,150.199997,148.740005,149.690002,1750500,146.54541
"220",149.279999,150.490005,149.050003,149.949997,3062300,146.799988
"221",149.369995,149.509995,148.100006,148.330002,3058100,145.214035
"222",149,150.539993,148.600006,150.330002,2715400,147.172028
"223",149.330002,149.520004,148.279999,149.020004,3186400,145.889542
"224",149.360001,150.289993,149.229996,149.559998,2048700,146.418182
"225",149.970001,152.630005,149.929993,152.509995,3999000,149.306198
"226",152.410004,152.550003,150.949997,151.25,2658600,148.072693
"227",151.399994,153,151.199997,152.740005,1577500,149.531387
"228",153.070007,153.940002,152.720001,152.970001,3260200,149.756546
"229",153.509995,154.649994,153.360001,154.190002,3874500,150.950912
"230",154.350006,154.470001,145.279999,148.350006,7217000,145.233627
"231",149.320007,151.169998,148.210007,150.470001,6943700,147.309036
"232",150.399994,150.990005,147.350006,149.690002,3933000,146.54541
"233",149.919998,150.589996,143.380005,143.429993,7490100,140.416931
"234",143.699997,146.320007,140.610001,145.130005,6807100,142.081253
"235",145.070007,148.070007,144.619995,147.419998,3752000,144.323151
"236",147.509995,150.410004,147.509995,149.449997,3417900,146.310486
"237",150.419998,150.440002,149.169998,149.889999,2521500,146.741226
"238",150.220001,151.25,150.100006,150.880005,3394800,147.710464
"239",150.830002,153.729996,150.610001,152.5,3360300,149.296402
"240",152.5,153.440002,151.660004,151.690002,3618700,148.503433
"241",151.919998,153.550003,151.779999,151.929993,3016700,148.738388
"242",152.649994,153.619995,150.860001,153.399994,5067300,150.17749
"243",154.139999,154.649994,153.059998,153.119995,3531500,149.903366
"244",152.960007,153.160004,151.429993,151.679993,2712700,148.493637
"245",152.509995,152.729996,151.039993,151.449997,1992500,148.268463
"246",151.449997,152.229996,150.429993,150.529999,2789000,147.367813
"247",150.940002,151.520004,150.309998,150.850006,1892300,147.681091
"248",150.580002,151.339996,149.889999,151.279999,1200700,148.102066
"249",151.559998,151.779999,151.100006,151.399994,1730200,148.219543
"250",151.860001,152.619995,151.199997,151.770004,1570600,148.581757
"251",152.210007,152.899994,151.360001,151.360001,2258800,148.180374
"252",152.009995,153.410004,151.119995,151.910004,3168900,148.718826
"253",152.289993,153.979996,152.160004,153.820007,3732400,150.588684
"254",154.539993,157.399994,154.320007,155.809998,3247200,152.53688
"255",156.199997,159.039993,156.190002,159.039993,2747700,155.699051
"256",158.580002,160.479996,158.080002,159.270004,3143100,156.169724
"257",159.649994,160.110001,158.539993,159.5,2573900,156.395218
"258",159.229996,159.970001,157.570007,159.860001,2416900,156.748245
"259",160.100006,161.130005,159.440002,160.919998,2804000,157.787582
"260",161.5,162.520004,160.25,162.330002,3041000,159.17012
"261",163.639999,163.940002,161.309998,162.289993,4673400,159.130905
"262",163.119995,164.5,162.880005,164.320007,3136000,161.121429
"263",164.830002,165.979996,164.110001,165.479996,4150600,162.258804
"264",166.300003,166.949997,165.160004,166.830002,2947800,163.582535
"265",166.580002,168.330002,166.289993,168.279999,2275900,165.004303
"266",168.5,168.949997,166.649994,167.190002,3035300,163.935532
"267",167.940002,168.100006,165.949997,167.009995,3912400,163.759033
"268",168.009995,168.929993,167.130005,168.589996,2088900,165.308273
"269",169.009995,170.360001,168.789993,170.339996,2191600,167.024231
"270",170.119995,170.809998,168.289993,168.550003,3082800,165.269073
"271",167.410004,168,166.300003,167.190002,4227100,163.935532
"272",167.509995,169.669998,167.020004,169,5815300,165.710297
"273",172.509995,176.720001,171,172.929993,6848400,169.563797
"274",171.899994,177.110001,170.419998,170.550003,6556500,167.230133
"275",167.369995,171.960007,164.009995,164.589996,7196000,161.386169
"276",160.5,169.360001,156.800003,169.279999,7259900,165.984879
"277",169,172.610001,167.449997,168.729996,4364800,165.445541
"278",168.770004,169.240005,160.460007,160.619995,6557700,157.493408
"279",161.669998,166.490005,158.570007,165.199997,6303000,161.984222
"280",166.800003,168.820007,165.580002,168.190002,5227400,164.916061
"281",167.330002,170.770004,167.009995,170.119995,3471000,166.808472
"282",169.360001,172.660004,169,172.520004,4203700,169.161804
"283",173.949997,174.699997,171.360001,174.690002,3915000,171.28952
"284",174.350006,176.669998,174.139999,175.649994,4213100,172.23085
"285",174.880005,176.429993,174.039993,175.350006,3750100,171.936676
"286",175.350006,176.350006,172.279999,172.320007,5999500,168.965668
"287",173.339996,173.830002,170.800003,172.949997,5605800,169.583405
"288",173.899994,175.779999,172.490005,175.759995,3093800,172.338669
"289",176.5,178.139999,176.059998,177.869995,4088100,174.407608
"290",177.720001,179.169998,175.929993,175.929993,3815900,172.505371
"291",176.289993,178.970001,175.75,175.759995,4145700,172.338669
"292",176.350006,177.350006,172.149994,173.490005,4658500,170.112885
"293",171.559998,175.330002,169.270004,175.020004,4190100,171.613129
"294",174.130005,179.270004,172.910004,178.529999,4826500,175.05481
"295",179.179993,180.089996,176.949997,177.529999,3820900,174.07428
"296",175.759995,179.710007,175.550003,179.210007,2766100,175.721573
"297",179.350006,179.889999,177.559998,179.25,2235300,175.760788
"298",180.25,183.330002,179.970001,183.240005,4168900,179.673111
"299",182.830002,183.520004,181.699997,182.539993,3589000,178.98671
"300",183.470001,183.729996,180.149994,181.009995,3286600,177.486496
"301",181.990005,182,179.619995,180.119995,2820700,176.613846
"302",180.570007,182.169998,180.020004,180.949997,2258200,177.427673
"303",181.009995,183.169998,181.009995,182.550003,4605000,178.996536
"304",181.789993,182.300003,179.110001,180.580002,3770000,177.064865
"305",181.309998,183.25,181.220001,182.509995,2859300,178.957306
"306",182.960007,183.5,180.740005,180.75,3238400,177.231567
"307",179.199997,180.259995,175.110001,175.520004,4387300,172.103394
"308",176.179993,176.869995,171.660004,171.830002,4324100,168.485184
"309",175.330002,177.470001,173.059998,177.169998,5470100,173.721237
"310",178.360001,178.5,170.970001,172.520004,5069100,169.161804
"311",172.25,172.929993,168.550003,170.350006,5166600,167.034012
"312",171.720001,176.660004,170.820007,175.160004,3719200,171.750397
"313",174.639999,175.770004,169.039993,171.600006,4222400,168.259674
"314",172.360001,172.889999,169.809998,172.470001,3612600,169.112762
"315",169.179993,174.009995,167.940002,173.690002,4628300,170.30899
"316",175.130005,177.440002,174.539993,175.800003,3434100,172.37793
"317",173.369995,175.149994,168.960007,169.699997,5005500,166.633591
"318",171.270004,174.089996,170.139999,170.339996,3910700,167.2621
"319",173.139999,175.449997,172.020004,174.720001,3149900,171.562912
"320",173.699997,175.600006,172.119995,172.360001,2783000,169.245575
"321",173.330002,176.479996,173.160004,174.800003,3065600,171.641464
"322",176,176.100006,172.699997,174.270004,3059600,171.121048
"323",175.619995,176.100006,172.970001,173.869995,4668200,170.728287
"324",175.770004,179.190002,174.669998,178.339996,4210200,175.117508
"325",178.5,179.800003,177.070007,179.460007,3150600,176.21727
"326",179.080002,179.570007,178.259995,179.009995,3560400,175.775406
"327",178.529999,179.490005,176.5,177.080002,4233000,173.880295
"328",178.160004,178.350006,174.699997,175.429993,4355000,172.260071
"329",176.679993,177.550003,171.190002,173.240005,5369000,170.10965
"330",173.369995,173.869995,170.649994,172.470001,3396200,169.353592
"331",174.520004,179.630005,174.220001,178.160004,4784400,174.940765
"332",178.539993,179,175.179993,175.940002,3781000,172.760864
"333",177.490005,180,177.100006,178.270004,4323900,175.048767
"334",178.270004,180.360001,176.910004,180.25,4828300,176.993011
"335",186.199997,188.25,183.119995,185.820007,10133100,182.462357
"336",184.600006,187.889999,183.940002,186.479996,5785700,183.110413
"337",185.789993,188.789993,185.110001,188.169998,3593600,184.769928
"338",188.300003,189.520004,187.630005,189.100006,4077300,185.68309
"339",188.889999,190.660004,188.020004,190.529999,3396400,187.087219
"340",190.509995,191.679993,189,190.630005,2933900,187.185455
"341",191.039993,193.720001,190.940002,193.050003,2821200,189.561707
"342",193,194.089996,192.039993,193.350006,3301700,189.856293
"343",193.5,194.720001,191.589996,192.119995,2877200,188.648514
"344",191.009995,192.199997,190.149994,192,2747500,188.530685
"345",192.690002,192.910004,191.440002,192.380005,2109300,188.903839
"346",192.050003,192.440002,190.589996,191.199997,2378300,187.745132
"347",191.619995,192.089996,190.389999,190.399994,4208500,186.959595
"348",191.5,192.830002,190.009995,191.199997,2632600,187.745132
"349",191.179993,192.639999,190.839996,191.619995,2620200,188.157532
"350",190.740005,193,190.300003,192.990005,2529900,189.502808
"351",192.910004,193.399994,190,191.910004,2912900,188.442307
"352",191.75,191.889999,189.720001,191.169998,2459600,187.715698
"353",190.25,190.490005,186.600006,189.529999,4545000,186.105316
"354",190.429993,191.929993,189.899994,191.759995,2764200,188.295013
"355",191.889999,192.440002,189.820007,190.119995,4641400,186.684662
"356",192.029999,195.369995,191.899994,195.369995,4194900,191.839783
"357",195.940002,198.110001,195.229996,197.729996,3917200,194.15715
"358",198.110001,199.710007,197.830002,199.360001,2655500,195.75769
"359",199.860001,203.289993,199.770004,203.210007,3233100,199.538147
"360",203.380005,204,198.300003,199.539993,4084100,195.934448
"361",199.199997,200.529999,199,200.039993,2296700,196.4254
"362",200.610001,201,198.259995,198.490005,2616900,194.903427
"363",199.119995,200.149994,198.190002,200.130005,2660500,196.513794
"364",200.630005,201.619995,199.210007,199.410004,2686100,195.806824
"365",200.669998,201.389999,199.050003,199.309998,2846900,195.708603
"366",198.550003,199.669998,197.570007,199.529999,4162100,195.924622
"367",197.639999,201.449997,197.410004,201.130005,2081300,197.495743
"368",198.460007,199.929993,197.270004,199.690002,2666200,196.081726
"369",200.5,203.460007,200.25,201.539993,3898600,197.8983
"370",202.410004,203.679993,199.979996,200.779999,2678200,197.152008
"371",201.570007,201.869995,199.610001,201.479996,2993600,197.839355
"372",200.389999,200.440002,193.710007,194.979996,4780600,191.456818
"373",196.179993,198.660004,195.759995,196.460007,4271200,192.910095
"374",197.460007,198.199997,193.160004,193.179993,3233000,189.689377
"375",193.460007,197.75,193.210007,197.100006,2621100,193.538513
"376",198.199997,198.309998,196.179993,196.520004,3006900,192.969009
"377",195.740005,197.970001,194.75,197.669998,3018300,194.098221
"378",198.330002,198.580002,196.139999,196.289993,1567400,192.743164
"379",198,198.960007,197.149994,198.869995,3101900,195.276566
"380",198.110001,200.259995,197.479996,199.520004,2050300,196.161423
"381",200.800003,201.589996,199.25,200.929993,2377300,197.547638
"382",201.339996,202.75,200.119995,201.520004,2265100,198.127762
"383",200.470001,204.149994,200.25,203.839996,2827900,200.408661
"384",205,209.190002,204.75,207.779999,3970800,204.282349
"385",207.100006,207.529999,203.440002,205.910004,2590800,202.443848
"386",205.619995,206,203.759995,204.080002,2955000,200.644669
"387",203,206.699997,201.630005,206.369995,2919000,202.896118
"388",206.649994,208.380005,205.380005,208.360001,3595400,204.852585
"389",208.360001,208.710007,205.759995,206.059998,2264600,202.591309
"390",206.190002,207.350006,206.179993,206.710007,2801000,203.230377
"391",206.699997,207.960007,205.649994,207.839996,2717900,204.341354
"392",208.740005,210.399994,208.309998,209.580002,3509100,206.052063
"393",210,214.279999,209.649994,214.160004,4967900,210.555008
"394",210.149994,211.800003,204.559998,207.369995,7279900,203.879288
"395",211.690002,211.75,201.220001,202.940002,4913000,199.523819
"396",202.949997,203.330002,196.199997,197.869995,5939300,194.539185
"397",199.020004,200.619995,196.229996,198,4416600,194.667007
"398",199.270004,201.360001,198.350006,201.199997,4614200,197.813126
"399",199.089996,202.190002,197.869995,202.009995,3615000,198.609467
"400",202.009995,202.429993,198.279999,201.199997,2722800,197.813126
"401",201,202.460007,200.509995,201.539993,3061300,198.1474
"402",202.5,203.149994,201.960007,202.619995,2422200,199.209198
"403",202.419998,203.580002,202.080002,202.860001,2697900,199.44519
"404",203.190002,204.660004,202.649994,203.600006,2444900,200.172729
"405",202.970001,203.910004,202.160004,202.649994,2567000,199.238708
"406",202.649994,204.339996,201.889999,202.309998,2014000,198.904434
"407",202.809998,204.050003,201.389999,203.880005,2076600,200.448029
"408",202.649994,203.050003,199.5,200.240005,2955700,196.869324
"409",201.940002,204.229996,200.820007,203.600006,2894000,200.172729
"410",203.860001,204.600006,202.009995,203.210007,2308900,199.789307
"411",203.470001,204.979996,202.360001,204.75,2469300,201.303375
"412",205,205.929993,202.630005,203.089996,1979600,199.67131
"413",202.5,205.220001,202.25,204.309998,1905300,200.870773
"414",204.490005,205.960007,204.179993,205.220001,2247600,201.765442
"415",206,209.5,205.570007,209.399994,2722600,205.875061
"416",210.179993,211.75,210.179993,211.529999,2550200,207.969269
"417",211.699997,213.029999,210.940002,212.630005,2240200,209.050735
"418",212.5,215.860001,212.449997,214.570007,3172100,210.958084
"419",214.25,215.279999,212.830002,213.800003,3083000,210.201019
"420",213.580002,215.800003,213.5,215.559998,3020000,211.931396
"421",215.679993,217.350006,214.679993,216.820007,3776500,213.170197
"422",215.759995,215.770004,210.309998,211.160004,3869500,207.605469
"423",211.440002,213.270004,210.470001,212.770004,3032800,209.188385
"424",211.020004,213.240005,209.699997,211.089996,3298500,207.536621
"425",212.660004,213.479996,211.380005,211.669998,3326300,208.106888
"426",210.520004,213.559998,210.100006,213.449997,2728500,209.856918
"427",213.050003,214.460007,211.860001,214.029999,2291300,210.427139
"428",214.770004,218.690002,214.369995,217.220001,3898000,213.563461
"429",218,218.820007,216.419998,217.960007,2638000,214.291016
"430",219.970001,219.979996,216.110001,216.470001,2500900,212.82608
"431",217.460007,220.960007,217.300003,220.050003,2851000,216.34581
"432",220.630005,221.410004,217.160004,218.190002,2883000,214.517136
"433",219.979996,221.919998,218.899994,221.389999,3108500,217.663269
"434",222.139999,223.369995,220.889999,221.899994,7177800,218.164658
"435",220.410004,222.139999,218.210007,221.350006,2520000,217.623962
"436",221.919998,223.039993,221.220001,222.119995,2181300,218.380951
"437",222.619995,224.360001,221.699997,222.259995,2963600,218.518616
"438",222.690002,223.610001,222.059998,222.309998,2645200,218.56778
"439",222.130005,223.690002,221.050003,222.610001,2955000,218.862701
"440",224.839996,225.350006,223.089996,223.770004,2955500,220.003174
"441",223.5,223.729996,221.009995,222.369995,3060700,218.626755
"442",223.779999,224.330002,222.550003,223.130005,2662400,219.373978
"443",222.070007,222.149994,214.589996,216.149994,5664900,212.511459
