"","TSCO.Open","TSCO.High","TSCO.Low","TSCO.Close","TSCO.Volume","TSCO.Adjusted"
"33",70.800003,72.290001,70.489998,72.18,3440200,67.482391
"34",72.900002,73,71.610001,72.919998,2529800,68.174232
"35",73,73.43,72.230003,72.300003,1561800,67.594604
"36",72.5,72.860001,70.910004,71,1636600,66.600273
"37",71.370003,71.900002,70.720001,71.169998,2849400,66.759735
"38",71.230003,72.260002,70.529999,71.32,2697000,66.900452
"39",71.360001,71.739998,70.120003,70.910004,2128400,66.515846
"40",71.669998,72.279999,71.029999,71.919998,2517600,67.463249
"41",72.010002,73,71.779999,72.589996,2209300,68.091759
"42",72.400002,72.529999,71.639999,72.389999,1501600,67.904129
"43",72.389999,72.389999,71.080002,71.779999,1522000,67.331932
"44",71.580002,71.870003,71.260002,71.43,1067700,67.003616
"45",71.550003,73.080002,71.400002,72.699997,1448100,68.194939
"46",72.589996,72.779999,71.949997,71.970001,1597400,67.510155
"47",72.019997,72.629997,71.889999,72.510002,1066100,68.016701
"48",72.510002,72.760002,70.220001,71.699997,2330000,67.256905
"49",70.809998,72.260002,70.809998,71.739998,1312200,67.294411
"50",72.18,72.529999,71.419998,72.260002,1509400,67.782211
"51",72.25,73.129997,71.830002,71.910004,1822200,67.453896
"52",72.419998,72.860001,71.190002,71.370003,2148500,66.947357
"53",71.290001,71.610001,70.480003,70.919998,1994900,66.525223
"54",70.980003,71.169998,68.080002,68.169998,3916800,63.945644
"55",68.099998,68.910004,67.730003,68.779999,1700700,64.517838
"56",69.150002,69.639999,68.75,69.300003,1373500,65.005638
"57",69.300003,69.75,68.900002,69.019997,1504500,64.742981
"58",68.519997,68.989998,68.18,68.419998,1724400,64.180153
"59",68.330002,68.550003,67.699997,67.970001,2083100,63.758026
"60",68.019997,68.709999,67.769997,68.470001,1592400,64.227058
"61",68.379997,68.82,68.199997,68.650002,1074100,64.395912
"62",68.540001,69.269997,68.5,68.970001,1159300,64.69606
"63",68.93,69.25,68.089996,68.18,2117300,63.955025
"64",67.989998,69.230003,67.540001,68.989998,2920300,64.714821
"65",69.190002,69.970001,68.199997,68.25,2063100,64.020691
"66",68.470001,69.910004,68.279999,69.529999,2452800,65.221352
"67",69.519997,70.110001,69.209999,69.940002,1515700,65.605965
"68",70,71.529999,69.940002,70.410004,3230900,66.046844
"69",70.169998,71.419998,69.440002,70.470001,1694700,66.103127
"70",67.110001,67.400002,64.57,64.610001,9102400,60.606255
"71",64.349998,65.290001,63.509998,63.540001,3469900,59.602558
"72",63.860001,63.970001,63.060001,63.549999,2322000,59.611935
"73",63.529999,64.400002,63.23,63.709999,2174200,59.76202
"74",63.810001,64.43,63.759998,64.050003,1644400,60.080959
"75",64.459999,65.279999,64.459999,64.910004,1997600,60.887661
"76",65.190002,65.699997,64.970001,65.599998,2076700,61.534908
"77",66.160004,67,65.519997,65.559998,2398300,61.497391
"78",65.5,65.57,64.610001,64.959999,2031400,60.934559
"79",65.269997,65.769997,65.129997,65.300003,2446700,61.253498
"80",64.230003,64.489998,61.119999,62.169998,6485800,58.317448
"81",62.23,62.299999,61.369999,61.91,3230300,58.073563
"82",62.139999,62.139999,61.130001,61.400002,1880900,57.595173
"83",61.349998,62.650002,61.220001,62.639999,2442300,58.758327
"84",62.48,63.139999,62.080002,62.599998,2336400,58.720798
"85",62,62.18,61.060001,61.540001,2679600,57.726494
"86",61.900002,61.98,61.290001,61.950001,1361700,58.111084
"87",62.34,62.349998,61.400002,61.66,1477100,57.839058
"88",61.830002,61.950001,61.360001,61.84,1273100,58.007889
"89",61.93,61.93,60.869999,60.950001,1509600,57.173058
"90",60.709999,60.919998,59.799999,60.259998,1690900,56.525806
"91",60.060001,60.189999,59.450001,60.07,1654100,56.34758
"92",60.279999,60.639999,59.209999,59.25,2031200,55.578403
"93",59.52,59.599998,58.450001,58.689999,1617900,55.053104
"94",58.34,59.110001,57.720001,57.73,2053800,54.152596
"95",57.57,58.380001,57.470001,57.970001,1952400,54.633236
"96",58.07,58.43,57.419998,57.57,2364500,54.256256
"97",57.610001,57.720001,56.23,56.299999,2278700,53.059364
"98",56.349998,56.41,54.09,54.290001,4363700,51.165062
"99",54.5,54.549999,52.849998,53.119999,3057400,50.062393
"100",53.200001,54.810001,53.18,54.380001,2723100,51.249882
"101",54.580002,55.130001,54.009998,54.880001,2647600,51.721107
"102",54.669998,55.299999,54.540001,54.82,2636000,51.664551
"103",54.919998,55.169998,53.93,55.150002,2204200,51.975555
"104",55.369999,56.18,54.98,56.110001,2704400,52.880299
"105",55.790001,56.139999,54.720001,55.610001,2668500,52.409073
"106",55.720001,56.189999,55.049999,55.900002,2829200,52.682381
"107",55.59,55.82,54.759998,55.02,2267300,51.853035
"108",55.029999,55.799999,54.290001,54.490002,2852900,51.353539
"109",54.75,56.639999,54.290001,54.439999,3950600,51.306419
"110",54.689999,57.470001,54.27,57.02,3529500,53.737926
"111",57.080002,59.290001,57.060001,57.720001,3654800,54.397621
"112",57.560001,58.240002,56.59,57.150002,2377000,53.860439
"113",57.259998,57.75,55.77,56.119999,2287200,52.889721
"114",56.049999,56.360001,55.169998,55.830002,1572300,52.616409
"115",55.580002,55.68,54.52,55.470001,3242100,52.277138
"116",55.709999,56.080002,54.970001,55.630001,2050800,52.427921
"117",55.689999,55.849998,53.59,53.639999,2515700,50.552467
"118",53.66,53.990002,52.779999,52.82,1790000,49.779675
"119",52.860001,53.119999,52.48,52.529999,2227500,49.506359
"120",52.529999,52.869999,52.110001,52.650002,2716800,49.619453
"121",52.650002,53.080002,52.09,52.849998,1891600,49.807938
"122",52.849998,54.200001,52.790001,53.759998,1840700,50.665562
"123",53.970001,54.299999,53.099998,53.130001,1385700,50.071815
"124",53.130001,53.84,52.919998,53.080002,1351400,50.024696
"125",53.459999,54.41,53.029999,54.209999,1541400,51.089657
"126",54.68,55.389999,54.450001,54.959999,1098200,51.796494
"127",54.830002,55.200001,52.970001,53,2824900,49.94931
"128",52.970001,53.139999,51.43,51.5,3083500,48.535656
"129",51.52,51.810001,50.919998,51.060001,3382600,48.120975
"130",51,51.380001,50.580002,50.66,2536600,47.743999
"131",50.52,50.610001,49.880001,50.049999,2386300,47.169106
"132",50.310001,50.73,49.869999,49.990002,2487200,47.112564
"133",50.290001,50.869999,49.990002,50.349998,4136600,47.451839
"134",50.599998,52.200001,50.470001,51.52,3076800,48.554504
"135",51.540001,53.18,51.43,52.279999,3041200,49.270752
"136",52.290001,52.450001,51.380001,51.810001,1586700,48.827812
"137",52.029999,52.830002,51.52,51.84,1771900,48.856075
"138",51.700001,52.689999,51.290001,52.029999,2204900,49.035137
"139",51.919998,52.759998,51.84,52.610001,2414000,49.581757
"140",52.57,52.57,51.360001,51.52,2049000,48.554504
"141",51.759998,53.799999,51.759998,53.529999,2687900,50.448811
"142",53.540001,54.009998,52.830002,53.400002,3385800,50.326283
"143",54,58.349998,53.66,57.529999,9372500,54.218563
"144",57.259998,57.75,56.23,56.619999,3377300,53.360935
"145",56.77,56.990002,56.040001,56.119999,1802800,52.889721
"146",56.400002,56.400002,55.169998,56.189999,2422800,52.955685
"147",55.880001,56.189999,55.490002,55.68,1421300,52.475048
"148",55.330002,56.119999,54.990002,55.509998,1911100,52.314831
"149",55.700001,57.189999,55.529999,56.990002,1752500,53.709641
"150",56.93,57.150002,56.049999,56.610001,1979200,53.351521
"151",56.52,56.959999,55.470001,55.73,1594000,52.522167
"152",55.459999,55.639999,54.720001,55.490002,1749900,52.29599
"153",55.27,55.27,53.080002,53.189999,2415200,50.128368
"154",53.209999,53.759998,52.630001,53.490002,1613200,50.411106
"155",53.799999,54.450001,53.27,54.029999,1690400,50.920025
"156",54.18,54.18,51.849998,52.59,2551500,49.562912
"157",52.860001,53.860001,52.810001,53.73,1703500,50.637291
"158",53.369999,55.34,52.82,54.919998,3157200,52.020199
"159",54.5,54.860001,53.919998,54.700001,3048300,51.811821
"160",54.66,55.240002,54.200001,54.759998,1713800,51.868645
"161",55.009998,56.189999,54.919998,56.169998,2515600,53.204197
"162",56,57.240002,55.93,57.040001,4374700,54.028271
"163",57.509998,58.720001,57.32,57.689999,3334600,54.643948
"164",57.860001,60.029999,57.810001,59.580002,3487100,56.434155
"165",59.709999,59.799999,58.790001,58.959999,2057600,55.846889
"166",58.48,58.779999,58.099998,58.759998,1391700,55.657448
"167",58.700001,59.200001,58.459999,58.950001,1339300,55.837425
"168",59.48,60.150002,59.25,59.509998,2288400,56.367844
"169",59.75,59.799999,59.139999,59.540001,2176400,56.396263
"170",59.82,59.990002,59,59.380001,2070400,56.244717
"171",59.349998,60.75,59.060001,60.02,2438400,56.850925
"172",60.400002,60.990002,60.080002,60.939999,2090600,57.722343
"173",60.799999,60.900002,59.639999,60.310001,2880900,57.125603
"174",60.57,60.959999,60.32,60.93,2332900,57.712883
"175",60.93,61.73,60.650002,61.700001,1417000,58.442223
"176",61.610001,62.52,61.540001,62.400002,1983500,59.105259
"177",62.349998,62.52,61.98,62.5,1697600,59.19997
"178",62.75,63.189999,62.299999,63.16,2119500,59.825127
"179",63.209999,63.380001,61.259998,61.349998,2368200,58.110691
"180",61.48,61.689999,60.66,61.25,1612500,58.01598
"181",60.959999,61.220001,59.919998,60.610001,2033100,57.409767
"182",60.740002,61.02,60.07,60.75,1479400,57.542381
"183",60.66,61.66,60.509998,61.119999,2068000,57.89283
"184",61.18,63.099998,61.09,62.84,2123600,59.522026
"185",62.91,63.34,62.27,62.849998,1124200,59.53149
"186",63.060001,63.279999,62.119999,62.91,1327500,59.588333
"187",62.93,63.400002,62.57,63.110001,1192800,59.77776
"188",63.07,63.330002,62.619999,63.290001,1023300,59.948261
"189",61.990002,63.060001,61.68,62.990002,1733400,59.664101
"190",63.18,63.459999,62.869999,63.189999,931000,59.853542
"191",63.139999,63.48,62.09,62.189999,1013600,58.906353
"192",62.099998,62.470001,61.41,62.450001,1437400,59.152615
"193",62.299999,62.419998,60.880001,61.049999,1946300,57.826542
"194",61.099998,61.27,59.93,60.220001,1392100,57.040359
"195",60.32,60.98,60.150002,60.299999,1278200,57.116135
"196",60.200001,60.740002,59.349998,59.43,2062400,56.292068
"197",60.400002,60.400002,57.59,58.200001,3094400,55.127018
"198",58.459999,59.360001,57.599998,58.82,2262800,55.714279
"199",58.790001,59.009998,58.25,58.639999,1437900,55.543781
"200",58.57,59.5,58.560001,59.099998,2118300,55.979496
"201",59.099998,60.02,58.380001,58.68,1604100,55.581673
"202",58.560001,58.880001,58.049999,58.43,1716800,55.344875
"203",58.57,59.110001,58.32,58.889999,1934000,55.780586
"204",58.740002,59.490002,58.369999,58.43,2070800,55.344875
"205",58.380001,58.459999,57.25,58.299999,3014500,55.221737
"206",58.470001,58.77,57.450001,57.919998,4453600,54.861801
"207",54.900002,57.549999,54.759998,57.349998,7657300,54.321896
"208",57.099998,58.490002,56.27,58.259998,3585300,55.183846
"209",58.27,60.68,57.889999,60.490002,3429400,57.296108
"210",60.73,61,59.259998,60.259998,2939500,57.078239
"211",60.400002,60.610001,59.18,59.279999,1592800,56.149994
"212",59.34,59.919998,58.5,59.66,1961600,56.509926
"213",57.900002,60.200001,57.900002,58.970001,1873400,55.856358
"214",59.110001,59.799999,59.009998,59.619999,1550700,56.472034
"215",59.5,59.66,58.689999,59.139999,949100,56.01738
"216",59.16,60.830002,59.060001,60.639999,1933600,57.438179
"217",60.27,62.16,60.169998,61.880001,1589400,58.612709
"218",61.66,63.360001,61.560001,62.669998,3016000,59.361
"219",62.450001,62.959999,61.290001,61.330002,1439800,58.091743
"220",60.93,62.139999,60.77,61.650002,1381900,58.394859
"221",61.700001,63.240002,61.110001,62.84,2062200,59.522026
"222",63.139999,64.160004,62.799999,63.299999,2190700,59.957733
"223",63.43,64.599998,63.130001,64.5,1958200,61.356075
"224",64.800003,65.790001,64.639999,65.730003,2231100,62.526131
"225",65.790001,65.800003,63.939999,64.870003,2113800,61.708054
"226",64.910004,65.769997,64.389999,64.720001,1484300,61.565369
"227",64.599998,64.720001,64.120003,64.290001,543500,61.156315
"228",64.57,65.050003,64,64.720001,1583300,61.565369
"229",64.730003,67.809998,64.449997,67.75,2199300,64.447662
"230",67.720001,69.959999,67.5,69.360001,3240800,65.979195
"231",69.580002,70.610001,68.220001,68.239998,2490100,64.913788
"232",68.529999,69.18,67.230003,68.160004,2647300,64.837669
"233",68.620003,69.419998,68.089996,68.269997,4821900,64.942314
"234",68.769997,69.43,68.089996,68.75,3461000,65.398941
"235",68.889999,69.260002,66.949997,67.010002,1513900,63.743732
"236",66.970001,67.379997,66.169998,66.480003,1906900,63.239582
"237",66.849998,67.830002,66.269997,67.660004,1899200,64.362061
"238",68.300003,68.360001,66.629997,67.150002,1689300,63.876915
"239",67,68,66.610001,67.839996,1160200,64.533287
"240",67.779999,68.559998,67.529999,67.919998,1686900,64.609383
"241",68.080002,68.410004,66.739998,66.779999,1464000,63.524948
"242",67.290001,68.739998,66.889999,68.419998,6084600,65.085014
"243",68.589996,69.5,68.449997,69.199997,1558500,65.826988
"244",69.150002,70.599998,68.440002,70.5,2290400,67.063637
"245",71.089996,73.230003,70.919998,72.970001,3023300,69.413231
"246",72.989998,74.529999,72.650002,74.389999,2046000,70.76403
"247",74.470001,74.620003,73.5,74.480003,1153500,70.849648
"248",74.589996,75.639999,74.449997,75.300003,1107300,71.629669
"249",75.489998,75.5,74.82,74.879997,864300,71.230133
"250",75.120003,75.160004,74.519997,75.080002,611600,71.420387
"251",75,75.220001,74.580002,74.75,731000,71.106468
"252",75.349998,76.730003,75.010002,75.68,1590000,71.991135
"253",75.839996,76.360001,75.440002,76.25,786100,72.533348
"254",76.510002,77.720001,76.089996,77.620003,1225700,73.836578
"255",77.889999,79.529999,77.690002,79.440002,2160100,75.567871
"256",79.169998,79.720001,78.709999,79.25,1409700,75.387123
"257",79.449997,79.589996,78.769997,79.489998,1116600,75.615417
"258",79.110001,79.309998,78.160004,78.529999,1432400,74.702232
"259",77.970001,78.540001,75.889999,78.489998,2973600,74.664169
"260",78.540001,79.849998,78.449997,79.610001,2099400,75.729576
"261",79.970001,80.93,78.419998,79.18,1407900,75.320534
"262",79.779999,81.110001,79.480003,80.580002,1081900,76.652298
"263",80.57,81.190002,80.260002,80.900002,987600,76.956703
"264",81.239998,82.440002,81.029999,82.389999,1122000,78.374069
"265",82.550003,82.68,81.419998,81.940002,1348800,77.946014
"266",81.879997,82.129997,80.790001,81.040001,2535600,77.089882
"267",81,81.150002,79.830002,80.68,2589800,76.747429
"268",78.82,79.199997,76.449997,78.150002,2461400,74.340721
"269",78.489998,79.220001,78.279999,79.099998,2113000,75.244438
"270",78.849998,79.389999,78.220001,79.099998,1803400,75.244438
"271",78.510002,79.230003,78.019997,78.059998,1408700,74.255135
"272",78.080002,78.650002,75.82,76.25,2873600,72.533348
"273",72,72.300003,69.300003,71.440002,7952100,67.957809
"274",70.139999,70.839996,67.580002,67.879997,4546800,64.571335
"275",67.709999,68.220001,65.620003,65.650002,3284800,62.450031
"276",65.080002,68.209999,63.650002,67.279999,3808000,64.00058
"277",67.099998,68,66.879997,67.370003,2375700,64.086205
"278",67.529999,67.970001,65.93,65.940002,2161000,62.725895
"279",66.290001,67,63.82,66.5,2560900,63.258606
"280",66.849998,67.620003,65.620003,66.669998,1768100,63.420303
"281",66.57,66.790001,65.089996,66.160004,1471900,62.935177
"282",65.870003,68.220001,65.620003,68,1445100,64.685486
"283",68.489998,70.57,68,69.139999,2093600,65.76992
"284",68.940002,69.339996,66.440002,67.32,1911200,64.038643
"285",66.639999,68.339996,66.43,67.220001,1507900,63.943516
"286",67.470001,68.470001,66.220001,66.300003,1611400,63.06834
"287",66.449997,66.830002,65.519997,65.790001,1492600,62.583206
"288",65.970001,66.43,65.190002,65.860001,1352100,62.907978
"289",66.220001,66.510002,64.580002,64.860001,1694700,61.952797
"290",65.339996,66.68,64.989998,65.029999,1766500,62.115173
"291",65.239998,65.43,64.440002,64.93,1709200,62.01965
"292",64.800003,64.959999,63.43,63.860001,1594800,60.997616
"293",63.240002,64.5,62.610001,64.220001,2097800,61.341476
"294",64.550003,64.93,63.880001,64.419998,1888400,61.532513
"295",64.550003,64.860001,64.099998,64.779999,1355800,61.876373
"296",63.950001,64.300003,63,63.779999,1496100,60.921196
"297",64.050003,64.519997,63.799999,64.410004,1197300,61.522957
"298",64.900002,65.389999,64.269997,65.339996,915800,62.411274
"299",65.309998,65.730003,63.610001,63.66,1548800,60.806576
"300",65.309998,65.730003,62.490002,62.93,2218500,60.109299
"301",63.27,63.439999,62.52,62.619999,2840200,59.813187
"302",62.709999,63.709999,62.709999,62.98,1314900,60.157055
"303",63.240002,65,63.220001,64.379997,2160000,61.494305
"304",64.190002,64.550003,62.900002,63.200001,1317600,60.367199
"305",63.240002,63.459999,62.299999,62.82,990000,60.00423
"306",62.900002,63.279999,61.799999,61.869999,1312700,59.096809
"307",61.669998,61.700001,59.939999,60.02,1961600,57.329735
"308",60.310001,60.610001,59.139999,59.380001,2213500,56.718422
"309",60.18,60.639999,58.779999,60.169998,1280800,57.473007
"310",60.310001,60.869999,59.16,59.439999,1435000,56.775726
"311",59.580002,60.639999,59.259998,60,1709200,57.310627
"312",60.439999,63.189999,60.43,63.02,2834300,60.195255
"313",62.549999,63.009998,59.799999,60.389999,2703000,57.683147
"314",60.869999,61.48,60.290001,60.810001,1545600,58.084324
"315",59.950001,62.34,59.799999,61.880001,1640200,59.106365
"316",62.18,62.279999,60.759998,61.360001,2158400,58.609669
"317",60.84,61.380001,58.889999,59.700001,1665700,57.024075
"318",59.75,60.470001,59.27,59.400002,1818000,56.737518
"319",60.049999,61.790001,60.02,61.450001,1947300,58.695629
"320",60.830002,61.740002,60.639999,61.34,1750000,58.590569
"321",61.630001,61.959999,60.07,60.200001,1543100,57.501659
"322",60.400002,60.400002,58.27,58.32,1971200,55.705936
"323",60.220001,60.5,59.299999,59.77,3377200,57.090935
"324",59.98,60.119999,58.5,58.650002,3146400,56.021141
"325",59.130001,61.790001,58.84,60.66,2476500,57.941044
"326",60.23,60.439999,59.48,59.880001,1508400,57.196003
"327",61.18,62.630001,60.139999,60.330002,1962600,57.625835
"328",60.259998,62.299999,60.139999,61.639999,1802800,58.877121
"329",62.25,62.57,60.950001,61.189999,1639700,58.447296
"330",60.959999,62.23,60.029999,62.189999,2600900,59.402466
"331",62.77,67.699997,62.5,66.660004,5087600,63.672119
"332",67.269997,68.690002,66.580002,68.43,3454300,65.362762
"333",68.610001,68.879997,67.57,68,1779000,64.952049
"334",67.739998,68.879997,66.889999,67.760002,1745300,64.722809
"335",67.709999,69.099998,67.18,68.199997,1939300,65.143066
"336",66.650002,66.82,64.160004,66.150002,2278200,63.184971
"337",65.82,67.309998,64.699997,66.959999,1117500,63.95866
"338",66.889999,67.029999,66.300003,66.809998,1607000,63.815395
"339",66.519997,67.510002,66.029999,66.480003,1526300,63.500187
"340",66.660004,67.220001,66.120003,66.690002,2110800,63.700771
"341",66.75,67.830002,66.660004,67.800003,1563000,64.761009
"342",68,69.699997,67.989998,69.620003,1749400,66.499428
"343",69.5,71.709999,68.93,71.209999,2828700,68.018158
"344",70.860001,71.629997,70.150002,70.860001,1577900,67.683853
"345",71.120003,71.949997,70.519997,71.010002,1055900,67.827126
"346",70.760002,72.099998,70.75,71.669998,1065200,68.457535
"347",71.809998,72.900002,71.809998,72.82,1339000,69.556
"348",73.040001,74.400002,72.949997,73.639999,2136400,70.339241
"349",74.580002,75.300003,72.589996,73.690002,2449000,70.387001
"350",73.650002,74.43,72.349998,74.339996,1468500,71.007851
"351",74.010002,74.720001,72.989998,74.209999,1084500,70.883682
"352",74.059998,74.199997,72.980003,73.339996,1391800,70.34655
"353",73.040001,73.610001,72.720001,73.550003,1586100,70.547974
"354",73.870003,75.470001,73.68,75.339996,1723300,72.264923
"355",75.459999,75.459999,74.279999,74.309998,1679100,71.276947
"356",74.830002,75.5,74.419998,75.129997,1607000,72.063499
"357",75.349998,75.650002,74.800003,75.529999,2328500,72.447159
"358",75.510002,76.190002,75.110001,75.830002,2035100,72.734917
"359",76.160004,76.830002,75.860001,76.769997,2110500,73.636559
"360",77,77.239998,76.389999,76.779999,1529400,73.646141
"361",76.650002,77.099998,76.239998,76.580002,1880700,73.454315
"362",76.699997,76.760002,75.620003,75.919998,1926100,72.821243
"363",76.260002,76.57,75.669998,75.779999,1670000,72.686958
"364",75.93,76.199997,75.120003,75.220001,1789800,72.149818
"365",75.43,75.690002,73.459999,74.32,2108400,71.286545
"366",74.230003,74.57,74,74.400002,2377800,71.363289
"367",73.959999,75.980003,73.959999,75.610001,1528900,72.523895
"368",75.059998,75.720001,74.900002,75.610001,1010700,72.523895
"369",75.650002,76.989998,75.459999,76.82,1157500,73.684517
"370",76.860001,78,76.610001,77.550003,1556900,74.384727
"371",77.75,77.75,76.059998,76.849998,2201000,73.713287
"372",76.5,76.730003,75.459999,75.959999,1370900,72.859604
"373",76.379997,77.139999,75.790001,76.889999,1064600,73.751663
"374",77.510002,79.040001,77.269997,77.860001,1597300,74.682053
"375",77.959999,78.639999,77.360001,77.949997,1152500,74.768379
"376",77.949997,79,76.389999,76.489998,1258600,73.367996
"377",75.849998,76.029999,74.93,75.739998,1233300,72.648598
"378",75.93,76.879997,75.93,76.129997,655600,73.022667
"379",76.660004,77.199997,76.43,77.080002,1301900,73.933899
"380",77.029999,77.529999,76.610001,76.720001,1194800,73.588593
"381",78.440002,78.610001,77.239998,77.57,1381100,74.403908
"382",77.5,77.800003,77.120003,77.720001,826400,74.547775
"383",77.550003,77.769997,76.709999,77.379997,560000,74.221664
"384",77.650002,77.879997,77.099998,77.279999,833100,74.125725
"385",77.43,78.790001,77.220001,78.239998,997100,75.046555
"386",78.43,78.919998,78.089996,78.419998,1441400,75.2192
"387",78.010002,79.129997,77.209999,78.919998,1233000,75.698799
"388",79.470001,79.779999,78.279999,78.769997,1960300,75.554916
"389",78.669998,79.75,78.510002,79.419998,1124000,76.178391
"390",79.440002,80,78.75,79.870003,1383300,76.610039
"391",79.889999,81.160004,79.57,80.279999,1468700,77.003288
"392",80.349998,80.599998,77.82,78.339996,2257900,75.142448
"393",78.239998,78.839996,76.349998,78.160004,3005100,74.969826
"394",80,82.339996,78.779999,80.360001,3773600,77.080017
"395",80.050003,80.07,75.839996,76.25,2511800,73.137772
"396",76.410004,77.669998,76.32,77.410004,1026000,74.25042
"397",77.519997,78.529999,77.059998,78.040001,933900,74.854713
"398",78.230003,78.32,75.919998,76.790001,1277900,73.655731
"399",76.580002,78.82,76.349998,78.650002,1177000,75.439812
"400",78.959999,79.879997,78.25,78.620003,1770400,75.411041
"401",78.529999,79.260002,78.25,78.779999,570300,75.564514
"402",78.669998,80.389999,78.580002,79.980003,1317900,76.71553
"403",79.699997,81.389999,79.510002,81.269997,1486000,77.952881
"404",80.980003,81.849998,80.550003,81.059998,1004600,77.75145
"405",80.510002,80.870003,80.099998,80.410004,731700,77.127975
"406",79.860001,80.68,78.809998,79.489998,1006500,76.245537
"407",79.830002,81.760002,79.779999,81.480003,1467500,78.154312
"408",81.099998,81.269997,79.599998,80.43,1345700,77.147163
"409",80.910004,80.949997,79.260002,79.639999,920000,76.389397
"410",79.989998,80.690002,79.559998,80.510002,1319000,77.2239
"411",80.809998,81.989998,80.57,81.370003,1445600,78.048805
"412",81.669998,83.650002,81.18,83.370003,1677700,79.967178
"413",83.489998,87.190002,83.370003,86.300003,2464400,82.77758
"414",85.970001,89.199997,85.900002,88.860001,2354800,85.233093
"415",89.07,89.620003,88.080002,88.580002,1577900,85.261971
"416",88.989998,88.989998,86.139999,86.540001,1501200,83.298393
"417",86.779999,86.779999,85.18,85.980003,1522600,82.759354
"418",86.18,86.639999,85.610001,86.489998,1100900,83.250259
"419",86.589996,86.910004,86.190002,86.489998,839000,83.250259
"420",86.599998,88.470001,86.599998,88.279999,1203900,84.973206
"421",88.629997,91.410004,87.82,90.82,2053300,87.418053
"422",90.57,91.919998,89.330002,90.190002,1548100,86.811638
"423",90.040001,90.959999,89.489998,89.910004,1489700,86.542145
"424",89.639999,90.559998,89.300003,89.470001,1887500,86.118622
"425",89.120003,90.190002,88.57,89.940002,1362100,86.57103
"426",89.800003,91.419998,89.110001,90.690002,1818200,87.292923
"427",90.379997,90.779999,88.419998,88.629997,1841600,85.310089
"428",88.879997,89.419998,87.790001,88.610001,2732300,85.29084
"429",88.800003,88.800003,87.120003,87.410004,2049800,84.135796
"430",87.690002,88.57,86.540001,87.690002,1915600,84.405296
"431",87.650002,89.18,87.650002,88.639999,1420100,85.319717
"432",88.510002,89.839996,88.419998,89.129997,1451700,85.791359
"433",89.18,90,88.43,89.440002,1044800,86.08976
"434",90.07,90.650002,89.669998,89.980003,1926500,86.609535
"435",89.949997,90.730003,89.599998,90.550003,1156800,87.15818
"436",90.5,91.330002,90.040001,90.389999,1163800,87.004173
"437",90.459999,91.940002,90.360001,91.169998,1175200,87.754944
"438",91.059998,91.949997,90.669998,91.110001,1229200,87.697189
"439",91,92.449997,90.470001,90.879997,1251200,87.475815
"440",91.339996,91.879997,90.160004,90.300003,1066900,86.917526
"441",90.589996,90.760002,88.800003,88.82,1053800,85.492989
"442",89.339996,89.870003,88.690002,88.849998,1056300,85.521835
"443",88.889999,89.379997,86.82,87.550003,1683300,84.270546
"444",87.610001,88.349998,87.199997,87.650002,1077000,84.366798
"445",87.370003,88.949997,86.449997,88.68,1183300,85.358208
"446",88.629997,90.629997,87.690002,89.040001,1551000,85.704742
"447",88.769997,88.769997,84.720001,84.82,1406900,81.642799
"448",84.760002,87.790001,84.370003,85.230003,2234100,82.037453
"449",86.620003,87.870003,85.400002,86.669998,1715800,83.423508
