"","TSCO.Open","TSCO.High","TSCO.Low","TSCO.Close","TSCO.Volume","TSCO.Adjusted"
"899",143.929993,146.5,143.720001,145.460007,1496100,143.407059
"900",144.009995,145.059998,142.800003,143.419998,875700,141.395844
"901",144.699997,144.699997,140.820007,142.740005,1466000,140.725433
"902",143.75,148.210007,143.410004,147.419998,1911300,145.339371
"903",146.779999,148.679993,146,148.229996,1094300,146.137939
"904",148.419998,148.820007,145.509995,147.229996,1024100,145.152054
"905",147.729996,148.759995,146.199997,148.139999,1036300,146.049225
"906",147.839996,149.880005,147.639999,148.100006,992300,146.009796
"907",148.320007,148.369995,146.210007,147.149994,735300,145.073196
"908",148.009995,148.300003,143.800003,145.110001,1175700,143.061981
"909",146,149.190002,144.779999,149.080002,1548000,146.975937
"910",148.589996,150.080002,147.75,148.710007,980100,146.611176
"911",148.210007,150.179993,147.660004,148.600006,759800,146.502747
"912",148.940002,153.669998,148.770004,153.580002,1050200,151.412445
"913",154.369995,155.25,151.199997,153.020004,891400,150.860352
"914",153.009995,154.289993,152.419998,153.919998,982700,151.74765
"915",152.880005,154.479996,151.889999,152.330002,1124100,150.180069
"916",152.639999,155.179993,152,153.279999,1438500,151.514526
"917",154.679993,154.699997,151.899994,153.520004,970400,151.75177
"918",153.779999,153.990005,152.039993,153.270004,1579100,151.504654
"919",153.169998,154.880005,152.059998,154.630005,1111300,152.848999
"920",154.679993,155.559998,149.5,151.020004,1355100,149.280563
"921",150.75,151.240005,146.529999,146.910004,1441800,145.217911
"922",147,149.179993,145.320007,148.830002,2248200,147.115784
"923",148.600006,151.779999,148.289993,149.020004,1408100,147.303604
"924",149.389999,150.669998,147.070007,149.600006,1175900,147.876907
"925",147.619995,148.440002,143.630005,145.580002,1537700,143.903214
"926",145.600006,146.5,140.720001,142.080002,1365100,140.443527
"927",139.869995,141.509995,136.009995,136.759995,1594100,135.184799
"928",138.559998,142.100006,138.289993,141.580002,1077200,139.949295
"929",141.580002,142.770004,137.470001,137.800003,1129100,136.212845
"930",138.460007,140.100006,137.119995,137.649994,849900,136.064545
"931",138.910004,140.229996,138.130005,138.139999,950100,136.54892
"932",138.860001,141.449997,138.690002,140.880005,1050200,139.257355
"933",141.339996,141.550003,137.979996,138.25,918400,136.657654
"934",136.529999,139.199997,136.009995,138.149994,840700,136.558792
"935",138.479996,140.440002,136.570007,138.110001,1535100,136.519272
"936",137.5,139.449997,136.570007,137.559998,1079800,135.975586
"937",137.919998,141.75,136.850006,141.610001,1063800,139.978958
"938",141.679993,143.550003,139.279999,139.929993,1105000,138.318283
"939",139.009995,140.589996,138.009995,138.259995,828200,136.667526
"940",138.369995,139.570007,136.720001,139.210007,1702800,137.606613
"941",140.600006,142.029999,139.429993,142.020004,964900,140.384232
"942",141.899994,142.919998,140.820007,140.979996,950600,139.356201
"943",141.630005,144.830002,141.080002,143.339996,1551600,141.689026
"944",143.710007,144.809998,141.520004,142.050003,1385900,140.413879
"945",140.630005,142.339996,140.119995,140.619995,925200,139.000336
"946",141.5,144.520004,141.179993,144.399994,973500,142.736816
"947",144.309998,144.970001,141.110001,141.770004,991000,140.1371
"948",142.220001,147.399994,142.220001,145.789993,1294500,144.110794
"949",146.130005,149.699997,145.199997,149.220001,1024800,147.501297
"950",150.089996,152.190002,148.660004,149.929993,900500,148.20311
"951",151.5,152.899994,150.220001,150.940002,1406500,149.201492
"952",150.399994,153.380005,150.399994,152.919998,1131300,151.158691
"953",153.119995,157.070007,150.789993,151.889999,1470900,150.140549
"954",150.899994,153.830002,150.449997,152.100006,1150300,150.348129
"955",152.410004,154.220001,151.580002,153.089996,2280500,151.326706
"956",154.25,155,150.630005,150.979996,1222500,149.241013
"957",151.630005,152.490005,148.809998,149.699997,1159500,147.975769
"958",150.179993,151.229996,148.529999,149.119995,1243000,147.402451
"959",142.089996,142.320007,136.100006,137.020004,4412400,135.441818
"960",137.679993,140.279999,136.270004,139.820007,1948400,138.209564
"961",138.910004,139.75,134.139999,135.850006,1638300,134.285294
"962",136.610001,137.639999,134.110001,134.160004,1345600,132.614761
"963",132.399994,135.880005,131.229996,132.559998,1280700,131.033173
"964",132.559998,134.139999,130.929993,133.020004,1265600,131.487885
"965",132.649994,133.610001,131,133.210007,1393700,131.675705
"966",134.600006,135.820007,131.539993,133.399994,1321100,131.863495
"967",135,137.360001,134.539993,135.990005,1250500,134.423691
"968",137.550003,138.449997,135.360001,135.830002,1508500,134.265533
"969",136.919998,140.289993,136.309998,138.979996,1270000,137.379242
"970",138.899994,140.860001,137.169998,140.449997,848000,138.832306
"971",135.449997,136.990005,129.580002,129.600006,2226000,128.1073
"972",128.210007,130.350006,127.779999,129.830002,1971700,128.334625
"973",131.699997,133.830002,131.419998,133.039993,954200,131.507645
"974",132.910004,133.589996,129.020004,130.809998,1141400,129.303345
"975",131.5,133.070007,130.190002,131.979996,1002600,130.459869
"976",131.970001,133.139999,130.979996,132.820007,1918100,131.290207
"977",132.080002,134.210007,131.119995,131.679993,1459400,130.163315
"978",132,132.559998,128.100006,128.419998,1486100,126.940865
"979",128.460007,131.789993,128,131.25,1248100,129.738266
"980",130.050003,131.399994,128.419998,129.699997,1324500,128.598038
"981",130.25,134.919998,130.229996,133.880005,1913300,132.742554
"982",135.130005,135.75,133.100006,134.020004,1695400,132.881348
"983",133.889999,134.580002,132.160004,133.899994,1231000,132.76236
"984",134.990005,139.570007,134.339996,139.369995,1116600,138.185883
"985",138.850006,141.369995,137.529999,140.809998,2894600,139.613663
"986",140.850006,143.630005,138.669998,139.669998,1349300,138.483322
"987",139.669998,139.949997,136.660004,136.770004,1006000,135.607971
"988",136.25,137.190002,133.610001,134.800003,1052600,133.654739
"989",135.630005,136.089996,133.679993,134.380005,1053300,133.238281
"990",134.660004,137.759995,134.130005,137.220001,1424000,136.054153
"991",136.990005,137.610001,135.050003,136.559998,983600,135.39975
"992",136,137.380005,134.130005,135.580002,881000,134.428085
"993",135.380005,136.720001,133.600006,135.949997,750200,134.794952
"994",135.309998,139.029999,135.179993,138.660004,1158500,137.481918
"995",139.449997,141.619995,138.880005,140.529999,1332300,139.336044
"996",141.059998,142.910004,140.169998,141.130005,1035100,139.930939
"997",141.149994,144.820007,141.149994,144.229996,1111600,143.004593
"998",144.759995,146.179993,143.809998,145.509995,1861400,144.273712
"999",146.660004,147.690002,145.320007,147.080002,2318100,145.830383
"1000",145.25,149.339996,143.759995,148.669998,1166800,147.406876
"1001",148.490005,150.690002,147.979996,149.770004,1299000,148.497543
"1002",149.800003,150.330002,145.960007,146.899994,835900,145.651901
"1003",147.020004,148,146.210007,146.880005,369100,145.632095
"1004",147.929993,148.100006,143.279999,143.289993,764000,142.072586
"1005",143.979996,144.720001,141.130005,143,828800,141.785049
"1006",143.410004,144.710007,141.740005,142.759995,629400,141.547073
"1007",143.220001,143.220001,140.449997,140.580002,713700,139.385605
