"","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
"89",142.410004,143.490005,141.619995,143.229996,1367700,136.731491
"90",142.580002,146.660004,142.289993,145.699997,1804800,139.089401
"91",145.380005,145.600006,144.020004,144.580002,1405900,138.020203
"92",144.360001,147.179993,144.240005,145.330002,1978300,138.736191
"93",145.339996,145.589996,143.869995,144.919998,1139700,138.344788
"94",144.919998,144.919998,141.770004,142.039993,1823000,135.595413
"95",142.559998,144.410004,140.600006,141.440002,2016500,135.022675
"96",153.059998,155.789993,152,153.009995,7889300,146.067734
"97",153.5,158.669998,153.479996,155.419998,3369800,148.368439
"98",157.539993,160,157.460007,159,2954100,151.78598
"99",158.139999,162,158.139999,161.229996,2699800,153.914795
"100",161.229996,163.399994,160.509995,162.360001,2495000,154.99353
"101",162.039993,162.899994,161.119995,161.199997,1126100,153.886139
"102",160.529999,163.75,160.509995,162.110001,1114100,154.754837
"103",160.679993,163.350006,160.600006,163.089996,1997100,155.690384
"104",162.660004,165.940002,162.270004,165.919998,2027400,158.664398
"105",165.740005,166,164.440002,165.699997,1522200,158.454041
"106",166.160004,166.179993,164.270004,165.899994,1350000,158.645233
"107",165.5,165.5,161.25,161.940002,2362300,154.858475
"108",162.100006,162.179993,160.610001,161.589996,1255100,154.523743
"109",161.589996,162.869995,161,162.149994,1205100,155.059265
"110",161.979996,163.509995,161.619995,163.389999,1078800,156.245071
"111",163.399994,164.570007,161.380005,161.770004,2147300,154.695908
"112",162.619995,162.910004,161.300003,162.149994,1070600,155.059265
"113",162.600006,164.619995,161.770004,163.369995,1004000,156.225922
"114",162.149994,164.880005,161.490005,163.910004,1587000,156.74231
"115",164.220001,164.5,158.910004,159.830002,2961300,152.840714
"116",160.320007,162.179993,159.520004,161.75,1754600,154.676758
"117",161.270004,162.160004,160.740005,160.970001,815800,153.930862
"118",160.509995,163.179993,160.070007,162.869995,1181000,155.747787
"119",163.179993,167.229996,162.860001,165.570007,1753600,158.329727
"120",165.809998,167.089996,164.25,166.960007,3922200,159.658951
"121",167.300003,168.589996,166.600006,167.610001,1563200,160.280502
"122",166.949997,169.289993,166.070007,166.690002,1450300,159.400742
"123",167.75,168.429993,165.919998,166.619995,1080100,159.333755
"124",166.979996,167.300003,162.339996,163.639999,2021600,156.484116
"125",164.490005,165.320007,163.270004,164.539993,1235200,157.344727
"126",165.289993,167.039993,164.479996,164.550003,577100,157.35434
"127",164.679993,166.25,163.850006,165.270004,1029000,158.042862
"128",164.990005,166.369995,162.25,163.080002,1333700,155.948578
"129",163.589996,165.270004,162.710007,164.679993,1119600,157.478607
"130",164,165.610001,163.610001,164.710007,1557600,157.507309
"131",165,165.729996,163.639999,165.199997,1075300,157.975906
"132",166,167.389999,165.070007,166.339996,947400,159.066055
"133",166.679993,167.039993,165.070007,166.330002,720800,159.056458
"134",166.089996,168.330002,165.699997,167.5,908900,160.175323
"135",167.570007,168.869995,166.669998,168.119995,1624200,160.768188
"136",167.619995,167.649994,165.160004,165.410004,1575800,158.176697
"137",166.220001,166.259995,162.589996,164.850006,1992900,157.641205
"138",164.660004,166.869995,164.610001,165.070007,1908200,157.851578
"139",165.479996,166.179993,164.619995,165.919998,1217300,158.664398
"140",165,167.360001,165,166.740005,1365200,159.448532
"141",166.830002,168.080002,166.009995,167.630005,939700,160.299622
"142",166.130005,167.570007,164.309998,166.350006,1405000,159.075607
"143",160,163.830002,156.089996,162.529999,3253900,155.422607
"144",163.089996,163.089996,159.339996,162.509995,1962900,155.403503
"145",162.550003,162.800003,161.470001,161.869995,1377100,154.791519
"146",163.300003,163.449997,160.550003,161.259995,1319500,154.20816
"147",159.990005,160.690002,155,159.610001,2467800,152.630341
"148",157.149994,158.050003,153.970001,155.339996,2338500,148.547089
"149",156.100006,156.710007,153.979996,154.690002,1090100,147.925507
"150",154.75,155.679993,153.800003,155.679993,969400,148.872192
"151",155.389999,158.330002,155.050003,157.259995,1510100,150.383072
"152",156.710007,156.779999,153.570007,154.270004,1474900,147.523834
"153",153.360001,153.360001,151.029999,151.070007,1990500,144.463806
"154",151.389999,151.539993,149.729996,149.990005,1623800,143.431
"155",151.059998,151.699997,148.970001,149.080002,1388000,142.560822
"156",149.479996,149.679993,148.979996,149.259995,1271100,142.732941
"157",149.830002,149.919998,147.130005,147.639999,2517000,141.183762
"158",147.279999,149.330002,146.440002,146.830002,1871400,140.409195
"159",146.199997,147.259995,145.679993,146,1980300,139.615509
"160",146.059998,146.789993,145.130005,146.139999,2343700,139.749405
"161",146.440002,149.039993,145.619995,148.279999,1897400,141.795776
"162",147.779999,148.470001,146.539993,147.190002,1804900,140.753479
"163",147.589996,148.119995,146.740005,146.869995,1249500,140.447433
"164",147.660004,148.029999,147.160004,147.580002,954700,141.12645
"165",148.149994,148.820007,147.160004,148.330002,1019100,141.843613
"166",147.160004,148.089996,146.850006,147.210007,1308700,140.772614
"167",146.770004,147.190002,145.720001,146.699997,1002300,140.60965
"168",147.179993,150.350006,146.970001,149.309998,1873400,143.111282
"169",149.479996,150.869995,148.949997,149.410004,885500,143.207123
"170",148.619995,149.539993,146.740005,147.820007,1552600,141.683136
"171",148.740005,152.5,148.630005,152.089996,2437800,145.775848
"172",152.110001,156.470001,152.039993,155.839996,2462500,149.370178
"173",157.220001,160.779999,156.740005,156.940002,1436600,150.4245
"174",158,159.919998,157.410004,159.240005,1351300,152.629028
"175",159.050003,159.050003,152.380005,156.360001,2424400,149.868622
"176",156.119995,157.789993,155.729996,157.679993,1118900,151.133759
"177",154.300003,154.990005,151.339996,151.679993,1908100,145.382889
"178",151.839996,151.910004,149.380005,149.880005,2903100,143.657608
"179",150.410004,150.910004,148.009995,148.419998,2494800,142.25824
"180",150.710007,151.229996,148.25,148.369995,2044600,142.210297
"181",148.940002,150.710007,148.029999,150.179993,2017500,143.945145
"182",150.119995,153.240005,149.710007,152.570007,1407900,146.235916
"183",152.320007,154.350006,151.690002,154.009995,1616700,147.616165
"184",153.220001,154.690002,152.820007,154.509995,1752500,148.095413
"185",154.509995,155.919998,154.039993,154.880005,1199500,148.450058
"186",155.199997,156.339996,154.339996,155.949997,1129400,149.475601
"187",155.350006,155.479996,152.100006,153.720001,2297900,147.338196
"188",154.589996,156.270004,153.130005,153.610001,1440100,147.232758
"189",153.809998,156.279999,153.610001,155.259995,1610300,148.814255
"190",155.339996,155.800003,152.440002,153.990005,1467100,147.597
"191",153.880005,156.199997,153.339996,153.610001,1351000,147.232758
"192",154.190002,154.570007,152.889999,153.720001,1706200,147.338196
"193",153.880005,155.779999,148.979996,151.289993,2666300,145.009079
"194",152,152,146.429993,148.139999,1873700,141.989853
"195",149.410004,150.600006,148.389999,149.410004,1708900,143.207123
"196",148.880005,150.169998,148.880005,149.940002,1288200,143.715134
"197",149.940002,151.5,149.229996,150.669998,1025600,144.41481
"198",150.139999,150.910004,145.259995,147.169998,2388400,141.060135
"199",146.429993,148.600006,145.580002,146.610001,1603600,140.523376
"200",146.529999,147.5,145.619995,146.410004,1614200,140.33168
"201",146.419998,148.119995,145.839996,146.210007,1583000,140.139984
"202",146.360001,150.429993,146.330002,149.960007,2322200,143.734283
"203",150.559998,151.970001,150.25,150.779999,1404100,144.520233
"204",150.380005,150.600006,148.179993,148.300003,1936600,142.14325
"205",147.899994,150.610001,147,149.75,1355000,143.53299
"206",150.25,152.5,149.179993,151.380005,2183300,145.095352
"207",158.809998,162.610001,142.600006,143.539993,7193800,137.580811
"208",143.630005,143.630005,134.410004,135.619995,4208200,129.989609
"209",135.240005,137.050003,134.25,135.020004,4156500,129.414536
"210",135.75,141.339996,135.75,137.880005,4050400,132.155792
"211",138.779999,142.929993,138,139.669998,2843600,133.871506
"212",139.669998,140.710007,135.690002,137.059998,2763300,131.369827
"213",136.490005,138.949997,136.240005,137.610001,1750400,131.897018
"214",136.839996,137.139999,134.779999,135.210007,2752300,129.59668
"215",135.690002,137.880005,135.300003,136.929993,2083400,131.245239
"216",136.649994,141.729996,136.350006,140.360001,2206300,134.532822
"217",140,142.509995,139.190002,140.110001,1817000,134.293259
"218",139.270004,140.809998,137.149994,137.610001,2088200,131.897018
"219",137.460007,140.429993,135.690002,138.050003,2289800,132.318741
"220",137.979996,137.979996,135.029999,136.169998,1482300,130.516785
"221",136,138.949997,135.369995,138.860001,3334000,133.095139
"222",138.970001,143.020004,138.5,142.699997,2732100,136.775696
"223",141.710007,142.839996,140.889999,142.130005,1849000,136.22937
"224",141.399994,142,136.830002,138.240005,3618300,132.50087
"225",138.899994,142.970001,138.389999,142.869995,2326100,136.938629
"226",143,146.610001,142.610001,145.800003,2220500,139.746979
"227",145.800003,146.419998,144.050003,144.660004,768700,138.654327
"228",144.279999,145.960007,144.279999,144.850006,1831600,138.836441
"229",145.020004,147.860001,144.649994,147.75,3752800,141.616028
"230",148.119995,152.389999,147.619995,148.119995,3283200,141.970673
"231",148.910004,149.490005,144.460007,147.740005,2767600,141.932236
"232",147.039993,147.740005,143.869995,146.389999,2560700,140.635284
"233",144.309998,153.600006,144.309998,153.089996,2866400,147.071945
"234",153.289993,153.320007,147.410004,150.690002,1908800,144.766296
"235",150.690002,152.259995,149.639999,150.470001,1262900,144.554932
"236",150.660004,151.300003,149.059998,150.009995,1315100,144.112976
"237",150.580002,153.050003,149.850006,152.570007,1400500,146.572372
"238",152.929993,155,152.289993,153.809998,1423200,147.763641
"239",154.460007,155.690002,153.899994,154.550003,1981500,148.474533
"240",154.279999,157.039993,153.75,155.210007,1461100,149.108612
"241",156.630005,161.25,156.199997,157.199997,2443500,151.020386
"242",159,164.289993,157.559998,162.600006,3323300,156.208099
"243",159.919998,160.809998,156.759995,160.259995,2662400,153.960083
"244",160.039993,161.919998,159.660004,159.970001,2045100,153.681473
"245",160.720001,161.889999,159.660004,160.639999,1119000,154.325134
"246",160.660004,161.589996,159.070007,159.389999,1056000,153.124283
"247",160.100006,160.100006,157.479996,158.440002,1249000,152.211594
"248",158.539993,160.130005,157.240005,158.899994,957200,152.653534
"249",159,159.139999,157.089996,158.020004,673800,151.808151
"250",157.839996,158.809998,156.369995,157.729996,692400,151.529526
"251",158.279999,158.350006,155.850006,155.949997,641700,149.819519
"252",156.910004,159.080002,156.660004,159,809900,152.749619
"253",157.970001,158.600006,155.029999,156.759995,1588400,150.597656
"254",156.789993,158.139999,152.5,155.059998,1946500,148.964508
"255",156.240005,157.229996,154.759995,157.160004,938800,150.981949
"256",157.300003,159.880005,156.139999,159.149994,1502600,152.893707
"257",158.570007,161.419998,157.690002,160.639999,2008200,154.325134
"258",159.720001,160.720001,157.710007,160.669998,1278700,154.353973
"259",161,162.789993,159.190002,162.300003,1544200,155.919922
"260",163.369995,166.309998,162.300003,166.25,1838400,159.714615
"261",166.899994,171.830002,166.5,170.660004,2686800,163.951248
"262",171.160004,173.839996,170.759995,172.830002,1747300,166.03595
"263",171.910004,172,169.369995,171.779999,1369000,165.027252
"264",171.699997,173.119995,169.220001,170.360001,2399800,163.663055
"265",170.679993,173.880005,170.410004,172.960007,1561200,166.160843
"266",172.929993,173.029999,170.259995,170.600006,1788700,163.8936
"267",173.139999,177.970001,172.369995,174.580002,1939300,167.717148
"268",174.089996,175.440002,171.979996,175.199997,1022000,168.312805
"269",175.619995,178,175.529999,176.720001,1354100,169.773026
"270",176.5,178.860001,175.770004,176.330002,1613900,169.398361
"271",170.809998,172.300003,167.210007,171.75,2691100,164.998398
"272",173.470001,174.020004,168.149994,168.880005,2755700,162.241257
"273",164.389999,168,160.419998,166.270004,2663600,159.73381
"274",164.910004,165.050003,158.559998,159.210007,2173900,152.951355
"275",158.580002,159.639999,152.389999,152.389999,2315000,146.39946
"276",150.389999,155.339996,148.059998,152.520004,2996600,146.524368
"277",151.610001,156.289993,151.289993,152.830002,1485200,146.822174
"278",152.619995,155.679993,150.130005,150.229996,2751000,144.324371
"279",152.149994,152.210007,144.850006,148.929993,2232800,143.075424
"280",149.619995,151.460007,147.910004,149.020004,1261100,143.161942
"281",145,147.399994,143.080002,146.179993,2461100,140.433578
"282",145.360001,150.089996,145.009995,148.770004,1875800,142.921768
"283",149.279999,149.619995,146.210007,148.699997,1539300,142.854507
"284",148.229996,152.039993,148.059998,150.5,1719800,144.58374
"285",150,150.669998,147.919998,148.850006,1078300,142.998627
"286",148.720001,151.410004,148.649994,149.589996,1139600,143.709518
"287",149.759995,152.820007,149.360001,150.089996,1583800,144.189896
"288",150.720001,153.070007,150.300003,152.649994,1233900,146.649246
"289",152.509995,155.270004,152.220001,154.520004,1264100,148.44574
"290",155,155.380005,151.850006,153.679993,1969600,147.638733
"291",153.75,153.899994,149.089996,149.229996,1796000,143.681564
"292",149.509995,150.339996,145.75,146.539993,1993100,141.091568
"293",145.800003,150.149994,144.809998,149.899994,1511200,144.326645
"294",149.279999,152.130005,147.960007,151.309998,1309600,145.684219
"295",151.710007,151.910004,149.979996,151.169998,1162700,145.549423
"296",150,152.220001,149.940002,151.75,715000,146.107864
"297",151.759995,154.050003,151.75,153.979996,1670900,148.254974
"298",154.800003,156.259995,154.100006,155.789993,1267500,149.997665
"299",156.110001,158.289993,155.759995,157.800003,1304500,151.932922
"300",158.470001,160.869995,157.369995,157.690002,1490100,151.827011
"301",158.039993,158.779999,154,155.440002,2001600,149.66069
"302",155.440002,156.889999,153.600006,153.960007,2487600,148.235718
"303",154.080002,154.229996,151.75,152.330002,3664200,146.666306
"304",151.919998,152.5,147.5,147.619995,2787100,142.131439
"305",148,148.729996,140.720001,141.809998,3067700,136.537415
"306",141.600006,144.5,141.220001,142.919998,1304100,137.606171
"307",142,143.770004,141.169998,141.690002,1662100,136.421921
"308",142.360001,142.559998,138.850006,139.039993,1942200,133.870453
"309",140.820007,141.070007,137.100006,139.289993,1526800,134.11116
"310",139.619995,140.860001,137.919998,138.75,1411900,133.591232
"311",139.339996,142.5,139.339996,140.660004,1693900,135.430191
"312",141.089996,141.960007,140.190002,140.869995,1560400,135.632385
"313",140.259995,142.419998,137.539993,139.809998,1916400,134.611801
"314",140.550003,141.339996,138,140.529999,1496500,135.305023
"315",138.839996,142.149994,138.809998,141.350006,1752500,136.094559
"316",142.270004,143.800003,140.770004,142.610001,1420400,137.307709
"317",141.460007,142.089996,139.130005,139.710007,2013000,134.515549
"318",140.220001,141.990005,138.75,140.029999,911600,134.823624
"319",141.589996,144.270004,141.119995,143.199997,1391300,137.875748
"320",141.470001,144.179993,141.199997,143.080002,790700,137.760223
"321",143.690002,144.559998,142.600006,143.940002,1516600,138.588257
"322",144.389999,144.809998,141.610001,142.850006,1601200,137.538788
"323",143.699997,150.699997,141.889999,147.880005,3443500,142.38176
"324",148.940002,150.759995,148.050003,149.5,2123700,143.941528
"325",149.320007,150.839996,148.800003,149.279999,1701700,143.729691
"326",148.470001,148.75,146.199997,147.100006,1188800,141.630768
"327",147.619995,147.619995,145.100006,146.25,1007900,140.812378
"328",146.479996,148.880005,146.479996,148.330002,1189600,142.815018
"329",149.479996,151.139999,147.899994,148.889999,1282800,143.354202
"330",147.979996,152.160004,147.889999,151.710007,1512000,146.069382
"331",153,154.199997,150.169998,153.960007,1818500,148.235718
"332",153.800003,158.660004,152.979996,158.130005,1799400,152.250641
"333",158.220001,160.839996,156.190002,156.210007,2110400,150.402054
"334",155.610001,156.899994,152.960007,154.210007,1439300,148.47641
"335",153.830002,158.25,153.490005,154.630005,1512500,148.880798
"336",150.440002,151,145.630005,146.589996,3794800,141.139709
"337",146.320007,148.100006,145.320007,146.820007,1682500,141.361191
"338",146.850006,148.479996,143.490005,144.279999,2534300,138.915619
"339",145.740005,145.740005,142.570007,144.009995,1515200,138.65564
"340",144.440002,145.830002,143.589996,144.809998,1325900,139.425888
"341",145.5,149.119995,145.5,147.259995,1301200,141.784821
"342",147.080002,150.5,145.740005,149.210007,1739600,143.662292
"343",150.050003,151.740005,150.050003,151.020004,914700,145.405014
"344",150.630005,151.759995,148.779999,149.589996,910700,144.028168
"345",150.149994,151.179993,149.009995,150.160004,1001400,144.576981
"346",150.550003,151.860001,149.5,150.990005,1247000,145.376144
"347",151.080002,151.529999,148.850006,148.919998,1090900,143.383087
"348",149.070007,149.479996,146.130005,146.5,1531900,141.05307
"349",146.669998,147.740005,145.820007,146.440002,2304200,140.9953
"350",146.460007,147.429993,145.910004,146.830002,2145500,141.370819
"351",143.990005,145.289993,138.759995,144.029999,3543400,138.674896
"352",143.929993,146.679993,143.050003,145.809998,2076900,140.388702
"353",144.899994,144.899994,140.130005,141.220001,2649600,135.96936
"354",142,145.089996,141.479996,144.429993,1870700,139.060028
"355",143.779999,143.779999,141.240005,141.940002,2331000,136.985092
"356",142.949997,143.160004,141.429993,142.240005,1026200,137.274643
"357",142,143.910004,141.550003,142.800003,1567600,137.815033
"358",142.75,143.880005,142.429993,143.770004,2405000,138.751205
"359",144.630005,146.350006,143.899994,145.639999,2279400,140.555939
"360",144.149994,146.369995,143.800003,145.630005,1180800,140.546265
"361",146.009995,146.160004,143.889999,145.369995,1136500,140.295364
"362",145.289993,146.380005,144.360001,145.210007,1251400,140.14093
"363",145.669998,145.910004,143.770004,145.539993,1366700,140.459396
"364",146.119995,150.339996,146.089996,149.520004,3584900,144.300476
"365",150,151.240005,148.789993,150,2024500,144.763718
"366",149.729996,151.070007,149.199997,150,3216200,144.763718
"367",149.429993,149.429993,145.660004,146.039993,1775600,140.94194
"368",145,147.100006,144.300003,146.740005,1119200,141.617523
"369",146.699997,148.529999,145.979996,147.5,1347700,142.350983
"370",147.960007,148.320007,146.279999,146.460007,1163900,141.347275
"371",147.339996,149.429993,147.029999,148.880005,1788300,143.682831
"372",148.289993,149.039993,145.440002,146.070007,1237900,140.970917
"373",146.080002,146.639999,143.869995,144.929993,1026500,139.870682
"374",144.929993,146.059998,143.759995,144.660004,1150700,139.610153
"375",138.339996,139.25,131.429993,135.800003,4687800,131.059387
"376",135.899994,136.259995,132.839996,133.399994,2260200,128.743195
"377",133.229996,135.550003,132.050003,134.880005,1548100,130.171524
"378",134.960007,135.589996,133.800003,134.570007,693700,129.87236
"379",135.369995,136.789993,134.130005,136.039993,1884000,131.291046
"380",136.080002,138.309998,135.800003,137.880005,1024400,133.066833
"381",138.460007,139.770004,137.369995,138.270004,1389600,133.443222
"382",138.860001,139.860001,138.149994,138.520004,1162300,133.684494
"383",137.169998,137.169998,133.960007,134.699997,1603500,129.997803
"384",135.509995,136.029999,134.339996,135.979996,1320400,131.233109
"385",135.800003,137.490005,135.449997,136.589996,814100,131.821854
"386",136.770004,136.770004,134.860001,135.580002,898800,130.847122
"387",135.309998,135.979996,134.419998,134.580002,1134000,129.882019
"388",134.339996,135.470001,133.199997,134.339996,1281800,129.650406
"389",133.350006,134.899994,129.580002,133.809998,2574400,129.13887
"390",132.600006,133.809998,131.470001,132.899994,1946600,128.260666
"391",132.529999,133.830002,132.199997,132.630005,1328000,128.000107
"392",132.809998,134.139999,131.910004,131.979996,1679600,127.372757
"393",132.309998,133.520004,130.889999,133.350006,2167100,128.694931
"394",131.990005,132.169998,126.510002,127.059998,3292600,122.624512
"395",126.519997,126.760002,122.919998,123.889999,2031300,119.565186
"396",124,126.900002,123.620003,125.900002,2011800,121.50502
"397",125.830002,127.860001,125.089996,125.599998,2850800,121.215485
"398",125.68,127,124.529999,124.790001,3179900,120.433777
"399",124.610001,124.910004,123,123.989998,2259800,119.66169
"400",123.900002,126.919998,123.900002,126.209999,1346900,121.804192
"401",125.360001,128.259995,125.360001,126.75,1549300,122.32534
"402",126.82,128.080002,125.5,126.75,860400,122.32534
"403",126.57,126.75,123.800003,124.059998,1650700,119.72924
"404",124,124.730003,123.629997,123.879997,1066200,119.555542
"405",123.5,123.849998,122.629997,123.139999,990700,118.841362
"406",123.010002,126.949997,122.949997,126.029999,1689900,121.630486
"407",126.209999,127.110001,126.07,126.68,1418400,122.25779
"408",125.93,126.690002,124.790001,126.419998,1345100,122.006874
"409",127.5,128.070007,125.720001,127.089996,1560700,122.653481
"410",126.82,130.580002,126.739998,129.380005,1814200,124.863564
"411",129.339996,131.050003,129.199997,130.649994,1665100,126.089203
"412",130.550003,131,129.770004,130.389999,1067800,125.83828
"413",130.029999,130.389999,129,129.720001,1003100,125.19165
"414",129.839996,130.380005,129.210007,129.360001,694300,124.844246
"415",129.809998,130.580002,129.309998,129.669998,1173500,125.14341
"416",130.039993,131.789993,129.759995,130.320007,1672400,125.770737
"417",130.440002,130.610001,129.199997,130,1773800,125.461876
"418",130.160004,131.110001,129.509995,130,1676800,125.461876
"419",129.669998,130.600006,128.240005,129.979996,1477800,125.442581
"420",128.690002,129.889999,127.639999,128.75,1271700,124.629471
"421",128.309998,129,123.82,123.900002,1833300,119.9347
"422",123.18,124.260002,122.489998,123.43,1750300,119.479721
"423",123.309998,126.139999,123.269997,125.5,2509700,121.483482
"424",124.57,130.009995,124.360001,129.740005,3931700,125.587776
"425",129.820007,131.639999,129.660004,130.360001,1598400,126.187927
"426",129.880005,130.190002,129.149994,130.080002,1375900,125.916908
"427",130.050003,131.580002,129.139999,130.289993,1144400,126.120186
"428",131.199997,131.860001,129.410004,129.610001,1784900,125.461952
"429",130,130.690002,128.449997,128.559998,1779900,124.445541
"430",128.669998,132.5,127.559998,131.779999,1526400,127.562485
"431",131.539993,133.759995,130.619995,133.080002,1757900,128.820923
"432",133.229996,135.419998,133.130005,134.270004,1260200,129.972809
"433",134.539993,136.660004,134.470001,135.850006,1097800,131.502258
"434",135.919998,136.080002,134.279999,134.949997,2770500,130.631012
"435",134.929993,134.929993,131.779999,132.639999,1039800,128.394974
"436",132.800003,133.039993,131.369995,131.720001,985500,127.504395
"437",131.5,133.039993,131.419998,131.960007,864300,127.736725
"438",131.979996,133.75,131.369995,131.690002,1161700,127.475372
"439",131.5,133.410004,130.919998,132.649994,1168500,128.404648
"440",132.970001,134.330002,132.160004,132.320007,951300,128.085251
"441",132.550003,133.270004,132.320007,132.529999,1088100,128.288483
"442",133.259995,133.330002,130.149994,130.5,883800,126.323471
"443",130.539993,133.550003,130.330002,132.259995,1257500,128.027145
"444",132.289993,135.429993,132.289993,134.080002,1191500,129.788879
"445",133.839996,136.940002,133.470001,136.050003,1353400,131.695831
