"","TEL.Open","TEL.High","TEL.Low","TEL.Close","TEL.Volume","TEL.Adjusted"
"107",79.349998,79.629997,79.029999,79.43,1313200,73.280113
"108",79.639999,79.919998,79.239998,79.730003,1716300,73.5569
"109",79.730003,80.279999,79.099998,79.949997,1899400,73.759842
"110",80.050003,80.699997,79,79.589996,1343100,73.427711
"111",79.220001,79.419998,77.980003,78.339996,1953200,72.27449
"112",78.599998,78.970001,77.93,78.769997,1497300,72.671196
"113",79,79.339996,78.220001,78.709999,853500,72.615829
"114",78.169998,79.089996,78,78.839996,1134900,72.735771
"115",78.940002,79.139999,78.190002,78.709999,1609400,72.615829
"116",79.089996,80.099998,78.730003,80.029999,1534200,73.833656
"117",79.82,80.120003,79.279999,79.300003,1078400,73.160202
"118",79.480003,79.800003,78.830002,78.970001,1261000,72.855736
"119",78.980003,79.190002,78.470001,78.809998,1825400,72.708115
"120",78.900002,79.239998,78.589996,78.769997,1006700,72.671196
"121",79.099998,79.449997,78.260002,78.650002,1214300,72.560501
"122",78.580002,78.970001,77.949997,77.949997,1090600,71.91468
"123",78.57,79.220001,78.169998,78.910004,1259300,72.800377
"124",78.959999,79.160004,77.580002,78.089996,1027600,72.043869
"125",78.360001,79.07,78.129997,78.68,1772300,72.588188
"126",78.980003,79.18,78.089996,78.150002,1421100,72.099213
"127",78.57,78.970001,77.5,78.839996,1398000,72.735771
"128",78.199997,78.75,77.910004,78.239998,2214700,72.182243
"129",78.660004,79.459999,78.580002,79.080002,1691400,72.957214
"130",79,79.580002,78.879997,79.43,1042100,73.280113
"131",79.580002,79.660004,78.720001,79.239998,1427200,73.104813
"132",79.839996,81.379997,79.510002,81.190002,1877100,74.903831
"133",81.160004,81.860001,80.769997,81.220001,1403500,74.931511
"134",81.220001,81.699997,80.949997,81.489998,778700,75.180603
"135",81.440002,81.839996,81.139999,81.599998,662600,75.282097
"136",81.349998,81.809998,81.050003,81.800003,894200,75.466621
"137",82,83.169998,81.639999,83.110001,1377500,76.675186
"138",83.089996,83.360001,82.260002,82.589996,1080400,76.19545
"139",82.290001,82.5,81.519997,82.029999,1354300,75.67881
"140",81.989998,82.18,81.360001,81.669998,1570800,75.34668
"141",82.089996,83.370003,81.660004,83.220001,2223900,76.776665
"142",84.650002,85.199997,79.25,80.650002,3415200,74.405647
"143",80.669998,81.669998,79.940002,80.57,2314400,74.331833
"144",80.25,82.059998,80.150002,81.889999,2042000,75.549637
"145",82.089996,82.300003,80.330002,80.389999,1368300,74.165771
"146",80.699997,80.860001,79.169998,79.849998,1802600,73.66758
"147",80.110001,80.660004,79.650002,80.639999,1679600,74.396439
"148",80.739998,80.739998,79.510002,79.720001,1644000,73.547653
"149",80.029999,80.389999,79.790001,80.379997,953900,74.156563
"150",80.339996,81.209999,80.18,80.900002,930000,74.636284
"151",80.739998,81.370003,80.449997,80.68,906800,74.433327
"152",80.379997,81.239998,80.25,81.190002,1253100,74.903831
"153",80.629997,81.019997,78.760002,78.790001,1325900,72.689659
"154",78.800003,79.18,78.43,78.660004,1107500,72.56974
"155",79,79.900002,79,79.68,758000,73.510757
"156",79.75,80.220001,78.830002,78.889999,1028200,72.781921
"157",79.339996,79.769997,79.260002,79.459999,748000,73.307785
"158",79.040001,79.260002,77.580002,77.610001,1106500,71.601021
"159",77.449997,78.489998,77.150002,77.709999,1407000,71.693275
"160",77.889999,78.410004,77.379997,78.309998,785700,72.246811
"161",78.650002,79.129997,78.220001,78.75,814400,72.652763
"162",78.169998,78.769997,77.910004,78.529999,758100,72.819664
"163",78.690002,78.779999,78.059998,78.230003,963800,72.541489
"164",78.699997,79.190002,78.370003,78.489998,941500,72.782585
"165",78.559998,78.559998,77.610001,77.769997,1257000,72.114922
"166",77.269997,78.610001,77.160004,78.529999,1293400,72.819664
"167",78.629997,78.940002,78.400002,78.860001,766600,73.125671
"168",79.099998,79.709999,78.989998,79.599998,982200,73.811859
"169",79.769997,79.830002,78.830002,79.739998,1144600,73.941681
"170",79.419998,79.629997,78.5,79.120003,743000,73.366753
"171",79.580002,79.580002,78.540001,79.150002,1095300,73.3946
"172",79.559998,79.559998,78.529999,78.800003,943600,73.070038
"173",78.660004,79.32,78.379997,78.93,1035600,73.190582
"174",79.410004,80.970001,79.199997,80.970001,808300,75.082253
"175",81.120003,81.57,80.910004,81.440002,904600,75.518074
"176",81.43,81.489998,81.019997,81.470001,751300,75.545883
"177",81.25,81.449997,81.019997,81.279999,1009500,75.369705
"178",81.260002,82.160004,81.089996,82.150002,1633500,76.176445
"179",82.25,82.900002,82.059998,82.620003,690700,76.612274
"180",82.75,82.900002,82.290001,82.529999,1016400,76.528824
"181",82.769997,82.839996,82.089996,82.510002,919700,76.510269
"182",82.459999,82.970001,82.110001,82.209999,919300,76.232079
"183",82.18,82.529999,81.980003,82.360001,698600,76.37117
"184",82.089996,82.129997,80.93,81.139999,1261300,75.239876
"185",81.459999,82.220001,81.330002,82.050003,1402100,76.083717
"186",82.449997,83.230003,82.059998,82.769997,967900,76.75135
"187",82.599998,83.129997,82.370003,82.629997,1154000,76.621521
"188",82.690002,83.339996,82.470001,83.059998,1060500,77.020271
"189",83.379997,83.82,82.970001,83.790001,1210200,77.697182
"190",83.800003,84.910004,83.650002,84.860001,1233400,78.689392
"191",84.68,85.760002,84.349998,85.760002,1516400,79.523941
"192",85.800003,86.099998,85.150002,86.080002,1289200,79.820679
"193",86.029999,86.419998,85.739998,86.230003,989800,79.959763
"194",86.57,86.599998,85.919998,86.230003,783400,79.959763
"195",86.32,86.529999,85.900002,86.510002,1189900,80.219421
"196",86.589996,86.769997,86.239998,86.75,984000,80.441963
"197",86.620003,87.620003,86.410004,87.440002,1058400,81.081779
"198",87.870003,87.940002,87.440002,87.739998,876100,81.359962
"199",88,88.389999,87.68,88.269997,492600,81.851418
"200",88.050003,88.239998,87.379997,87.730003,883400,81.3507
"201",87.860001,87.989998,87.150002,87.519997,1135800,81.155945
"202",87.220001,87.449997,86.410004,87.440002,1057500,81.081779
"203",87.849998,88.580002,87.82,88.470001,1006300,82.03688
"204",88.870003,88.919998,88.019997,88.080002,910100,81.675217
"205",88.5,89.209999,88.050003,89.089996,819100,82.611778
"206",88.800003,89.269997,88.32,88.900002,1029600,82.435608
"207",89.419998,89.419998,88.300003,88.589996,1456200,82.148155
"208",88.75,89.419998,88.589996,89.419998,966100,82.917793
"209",89.470001,89.709999,89.019997,89.5,1259000,82.991989
"210",89.5,91.169998,89.419998,90.970001,1770300,84.355087
"211",92.860001,93.110001,90.230003,91.870003,2479000,85.189659
"212",92.260002,92.900002,91.440002,91.57,1065200,84.911446
"213",91.790001,92.790001,90.599998,92.730003,1222900,85.987106
"214",92.160004,93.68,92.120003,92.970001,1436200,86.209656
"215",93.089996,93.290001,92.620003,93.230003,1178100,86.450752
"216",93.110001,93.75,92.889999,93.699997,1117500,86.886581
"217",93.099998,93.75,92.389999,92.919998,1354900,86.163284
"218",93.470001,93.599998,92.870003,93.529999,1022500,86.728951
"219",93.089996,93.730003,92.839996,93.360001,1534400,86.571304
"220",92.769997,93.830002,92.690002,93.82,1407200,86.997856
"221",93.230003,93.279999,92.440002,92.769997,1284500,86.024185
"222",93.410004,95.370003,93.300003,95.150002,1891200,88.231148
"223",95.029999,95.370003,94.620003,95.040001,2994700,88.12915
"224",95.309998,96.150002,95.050003,95.889999,1500600,88.917328
"225",96.379997,96.68,95.370003,95.949997,1708800,88.972961
"226",95.629997,95.82,94.300003,94.510002,1698000,88.00457
"227",94.910004,95.480003,94.589996,95.260002,685600,88.70295
"228",95.330002,95.480003,94.230003,94.800003,1572600,88.274582
"229",95.150002,95.830002,94.760002,95.699997,1585200,89.112648
"230",95.870003,95.870003,93.690002,94.25,1683500,87.762444
"231",94.650002,94.959999,94.220001,94.440002,2316000,87.939362
"232",94.300003,94.370003,91.489998,93.730003,2406000,87.278236
"233",94.470001,94.510002,92.870003,92.870003,1624200,86.477455
"234",93.150002,93.449997,92.459999,92.559998,1642300,86.188789
"235",92.309998,92.669998,92,92.279999,1989100,85.928055
"236",92.650002,94.150002,92.650002,93.889999,1798400,87.427238
"237",95.5,95.5,94.470001,94.82,2090400,88.293221
"238",94.669998,95.400002,94.620003,95.040001,1405200,88.498077
"239",95.190002,96.099998,94.870003,95.650002,2005400,89.066101
"240",95.879997,96.080002,94.559998,95.269997,1794800,88.712227
"241",95.769997,96.779999,95.5,95.510002,1396900,88.935722
"242",96.059998,96.480003,95.489998,96.220001,2949500,89.596855
"243",96.919998,97.169998,95.800003,95.989998,1522300,89.382698
"244",96.199997,96.489998,95.830002,95.910004,1410100,89.308189
"245",96.449997,96.57,95.800003,96.230003,1184000,89.606178
"246",96.559998,96.620003,95.510002,95.540001,855900,88.963661
"247",95.650002,95.739998,94.290001,94.949997,1008400,88.414268
"248",94.769997,96.110001,94.339996,95.260002,1192300,88.70295
"249",95.269997,95.440002,94.57,95.190002,1118800,88.637756
"250",95.400002,95.470001,94.809998,95.239998,1009700,88.684319
"251",95.470001,95.57,95.040001,95.040001,879300,88.498077
"252",95.709999,95.709999,94.239998,95.32,1805700,88.758812
"253",95.419998,97.169998,95.099998,96.93,1812300,90.257988
"254",97.339996,97.919998,96.839996,97.379997,1399100,90.676979
"255",98.080002,99.699997,97.839996,99.599998,2318300,92.744194
"256",98.809998,99.900002,98.809998,99.809998,1609100,92.939735
"257",99.75,99.940002,98.720001,98.82,1630500,92.017883
"258",98.660004,98.660004,97.870003,98.519997,2253800,91.738541
"259",98.760002,99.400002,98.529999,99.260002,1200000,92.427605
"260",99.400002,100.699997,99.120003,100.169998,1501100,93.274948
"261",100.57,101.010002,99.639999,100.110001,1977600,93.219086
"262",100.730003,100.879997,100.199997,100.57,1683700,93.647423
"263",100.699997,101.050003,99.800003,99.970001,2215700,93.088722
"264",100.730003,101.559998,100.379997,100.730003,2095100,93.796417
"265",100.559998,101.260002,100.029999,101.260002,1645700,94.28994
"266",101.529999,101.93,100.589996,100.699997,1989000,93.768471
"267",108.099998,108.230003,102.18,102.389999,4131400,95.342125
"268",102.790001,105.480003,102.269997,102.639999,2644000,95.574944
"269",103.25,105.059998,102.730003,104.349998,2321400,97.167229
"270",103.5,105.230003,103.5,103.879997,2693900,96.729576
"271",103.18,103.300003,102.099998,102.330002,1941300,95.286278
"272",102.900002,103.07,102.050003,102.529999,2907400,95.472496
"273",102.279999,104.519997,102.190002,103.779999,1939300,96.636475
"274",103.32,104.139999,102.050003,102.18,2801900,95.146606
"275",101.199997,103.059998,98.720001,98.720001,2189000,91.924767
"276",97.139999,99.910004,96,99.139999,3189500,92.315849
"277",98.860001,101.599998,98.419998,99.610001,1996800,92.75351
"278",99.730003,99.970001,95.190002,95.269997,1887700,88.712227
"279",96.269997,97.239998,92.480003,96.400002,2892500,89.764465
"280",97.25,99.269997,96.910004,98.699997,2201800,91.906151
"281",98.019997,99.120003,97.800003,98.790001,1087000,91.989952
"282",98.019997,99.980003,97.989998,99.739998,1512900,92.874565
"283",100.370003,101.419998,99.809998,101.400002,1470300,94.420296
"284",101.129997,102.830002,100.589996,102.099998,1706900,95.072113
"285",101.459999,103.220001,101.199997,102.510002,1264100,95.45388
"286",102.839996,104.160004,102.150002,102.169998,1384600,95.137283
"287",102.019997,102.18,100.720001,101.019997,1355500,94.436172
"288",101.68,102.32,101.32,102.269997,759200,95.604698
"289",102.910004,104.599998,102.480003,104.440002,1179000,97.633286
"290",104.389999,106,104.309998,104.389999,1380300,97.586533
"291",104.580002,105.339996,103.059998,103.089996,1456800,96.371254
"292",103.019997,103.449997,99.93,100.080002,2264700,93.557442
"293",99.309998,101.529999,98.93,101.379997,1397100,94.77272
"294",101,102.059998,99.580002,101.589996,1654600,94.969017
"295",102.150002,102.790001,101.580002,101.93,993200,95.286865
"296",100.82,102.419998,100.610001,102.169998,2248300,95.511223
"297",102.650002,102.919998,102.019997,102.830002,1544200,96.128212
"298",103.32,105.790001,103.129997,105.75,1497400,98.857895
"299",105.620003,105.889999,104.589996,105.239998,1430400,98.381134
"300",105.669998,105.809998,104.379997,104.620003,1216100,97.801552
"301",105,105,103.339996,103.93,1066800,97.156517
"302",103.839996,105.080002,103.150002,104.510002,1221100,97.69873
"303",104.629997,105.230003,103.970001,104.440002,1388400,97.633286
"304",104.199997,104.209999,102.239998,103.370003,1110400,96.633018
"305",103.739998,105.169998,103.690002,104.540001,1282200,97.726753
"306",104.610001,106,104.190002,104.68,873300,97.857635
"307",103.5,103.900002,100.379997,100.489998,1450000,93.940712
"308",100.889999,100.889999,96.699997,96.839996,1723700,90.528595
"309",98.230003,99.120003,97.199997,98.959999,1403600,92.510437
"310",99.889999,100.739998,97.25,97.800003,1869000,91.426033
"311",97.980003,98.269997,96.07,96.339996,1566800,90.06118
"312",97.330002,100.699997,97.089996,99.900002,1907000,93.38916
"313",99.339996,99.470001,95.800003,96.910004,1265700,90.594048
"314",97.379997,98.370003,96.639999,98.300003,1448200,91.893433
"315",96.580002,98.5,96.269997,98.339996,1477700,91.930817
"316",98.980003,99.330002,98.199997,98.790001,1053200,92.351501
"317",97.709999,98.029999,94.769997,95.910004,1162100,89.65921
"318",96.75,98.080002,96.029999,96.25,1805500,89.977051
"319",97.949997,99.68,97.800003,99.160004,2302800,92.697395
"320",98.349998,99.769997,98.169998,98.720001,1987600,92.286079
"321",99.18,99.919998,98.730003,99.099998,3376400,92.641312
"322",99.669998,99.970001,98.889999,99.370003,1370500,92.893715
"323",100.129997,100.129997,99.120003,99.620003,1208300,93.127426
"324",100.660004,101.300003,100.019997,100.849998,2082900,94.27726
"325",101.860001,102.650002,101.580002,102.18,1395900,95.520576
"326",101.470001,101.589996,100.360001,101.050003,1836100,94.464226
"327",101.349998,101.389999,99.949997,100.260002,1653500,93.725708
"328",100.510002,101.209999,99.639999,100.010002,1301100,93.492004
"329",100.639999,101.029999,96.650002,97.739998,2225200,91.369949
"330",95.470001,96.510002,93.220001,94.379997,3005900,88.228912
"331",94.660004,95.120003,93.589996,93.690002,2336600,87.583916
"332",93.709999,94.389999,92.720001,93.230003,2383400,87.15387
"333",93.470001,93.800003,91.75,91.75,1860600,85.770348
"334",91.360001,91.830002,90.739998,91.800003,2258900,85.817078
"335",91.910004,93.019997,91.629997,91.800003,2504000,85.817078
"336",91.68,91.989998,90.440002,91.650002,1700100,85.676865
"337",91.080002,92.830002,91.050003,92.43,1493000,86.406013
"338",92.650002,93.610001,92.360001,92.940002,1584400,86.88279
"339",92.510002,93.220001,92.510002,92.919998,1829500,86.864098
"340",93.510002,93.839996,92.730003,93.459999,2380000,87.368881
"341",94,94.449997,93.5,94.279999,1528900,88.135452
"342",94.410004,95.410004,94.139999,94.580002,1376500,88.415886
"343",94.980003,95.43,94.660004,95.050003,1434500,88.85527
"344",94.260002,94.959999,94.260002,94.879997,1396300,88.696335
"345",94.870003,95.82,94.599998,95.309998,1023600,89.09832
"346",95.099998,96.059998,94.809998,95.43,1411300,89.210495
"347",95.529999,95.529999,94.739998,95.160004,2619700,88.958107
"348",96.190002,96.650002,95.75,95.93,1216300,89.67791
"349",96.07,96.389999,94.849998,94.910004,1556400,88.72438
"350",94.389999,95,93.839996,94.949997,1133100,88.761772
"351",94.419998,95.099998,93.779999,94.32,1400400,88.583328
"352",94.080002,94.419998,93.639999,94.120003,758500,88.3955
"353",93.300003,93.75,92.040001,92.989998,1595700,87.334229
"354",93.75,94.599998,93.43,93.949997,1173000,88.23584
"355",93.760002,94.169998,92.980003,93.080002,3450900,87.418762
"356",93.970001,94.860001,93.470001,94.589996,1280400,88.836914
"357",95,95.330002,94.550003,94.68,1372300,88.921432
"358",94.790001,95.459999,94.339996,95.410004,1671000,89.607033
"359",95.459999,97.459999,95.190002,97.459999,1970500,91.532356
"360",97.900002,97.900002,96.82,97.510002,1703900,91.579315
"361",97.099998,97.5,96.790001,97.25,1293800,91.335114
"362",97.389999,97.879997,96.870003,97.199997,1703800,91.288155
"363",97.349998,97.510002,96.839996,97.489998,1300900,91.560532
"364",97.489998,97.730003,96.870003,97.139999,1370600,91.231819
"365",97.830002,99.519997,97.440002,99.309998,1692000,93.269836
"366",98.989998,99.07,97.790001,99,1684300,92.978676
"367",98.190002,98.419998,97.199997,98.279999,1171000,92.302475
"368",97.330002,97.43,95.650002,96.730003,1646500,90.846764
"369",97.07,97.169998,96.419998,96.639999,1082300,90.762238
"370",96.57,96.919998,95.269997,95.5,1878300,89.691582
"371",96.160004,96.160004,95,95.129997,1718300,89.344063
"372",94.75,94.82,93.059998,93.839996,1874600,88.13253
"373",94.07,94.559998,93.610001,93.949997,1286100,88.23584
"374",93.959999,94.669998,91.75,91.82,1617300,86.23539
"375",91.440002,91.440002,88.709999,89.449997,3179700,84.009544
"376",89.480003,90.629997,89.080002,90.059998,3498600,84.582436
"377",89.07,90.559998,88.410004,90.489998,1671100,84.986282
"378",90.900002,91.440002,89.589996,89.690002,815400,84.23494
"379",90.309998,91.260002,89.410004,91.260002,1521900,85.709442
"380",91.150002,91.610001,90.419998,91.220001,986000,85.671875
"381",92.220001,92.900002,91.290001,92.769997,1140300,87.127617
"382",92.910004,93.669998,92.489998,93.540001,1044000,87.850784
"383",92.599998,92.599998,91.129997,91.239998,988400,85.690666
"384",91.860001,92.620003,91.82,92.18,1630200,86.573486
"385",91.989998,92.449997,91.699997,91.849998,1004700,86.263557
"386",92.089996,92.089996,91.019997,91.260002,572800,85.709442
"387",91.010002,92.5,90.349998,92.339996,1897700,86.723747
"388",92.75,92.959999,92.129997,92.449997,1410500,86.827072
"389",92.099998,92.870003,91.93,92.32,757400,86.704979
"390",91.970001,92.239998,91.540001,91.690002,846000,86.113304
"391",91.559998,91.839996,90.959999,91.699997,1369500,86.122673
"392",92.349998,94.43,92.349998,94,2820000,88.282791
"393",90.82,94.300003,90.040001,93.989998,4383900,88.273399
"394",94.389999,95.790001,93.879997,94.260002,2992000,88.526985
"395",94.260002,95.129997,93.529999,94,1907100,88.282791
"396",94.169998,94.699997,93.169998,93.239998,1999000,87.569016
"397",93.809998,94.43,93.309998,93.57,3044500,87.87896
"398",93.550003,94.169998,91.970001,92.660004,1959500,87.024284
"399",91.940002,93.209999,91.529999,92.510002,1548700,86.88343
"400",92.510002,93.160004,92.360001,93.089996,1243300,87.428139
"401",93,94.07,93,94.029999,1023700,88.310966
"402",94.620003,95.370003,94.389999,94.919998,1568000,89.146835
"403",94.709999,95.029999,94.120003,94.709999,974400,88.949615
"404",94.739998,95.220001,93.459999,93.650002,1391400,87.954079
"405",92.68,92.68,91.730003,92.150002,1648600,86.545303
"406",92.440002,93.5,92.019997,92.370003,1425300,86.751945
"407",92.449997,93.480003,92.150002,93.239998,1159800,87.569016
"408",92.480003,92.709999,91.690002,92.5,1277100,86.874023
"409",93.160004,93.739998,92.660004,92.790001,1064300,87.146378
"410",92.709999,93.050003,92.339996,92.949997,2747800,87.296654
"411",93.139999,94.07,93.139999,93.769997,2366200,88.066772
"412",93.970001,94.580002,93.400002,93.620003,1226400,87.925903
"413",92.849998,92.870003,91.400002,92.169998,2700400,86.564087
"414",91.550003,91.870003,90.650002,90.980003,1682300,85.856339
"415",91.32,91.669998,90.68,91.540001,1328700,86.384796
"416",91.849998,92.940002,91.849998,92.589996,1219100,87.375656
"417",93.169998,93.169998,92.300003,92.489998,1742200,87.281296
"418",92.5,92.599998,91.93,92,1779400,86.818901
"419",91.709999,91.93,90.970001,91.370003,3169600,86.224365
"420",91.150002,91.809998,90.980003,91.68,2221000,86.516914
"421",91.690002,91.690002,90.190002,90.349998,1771900,85.26181
"422",90.260002,91.080002,89.830002,90.610001,2271800,85.507179
"423",90.190002,90.559998,89.410004,89.599998,1927900,84.55407
"424",89.480003,90.360001,89.099998,90.32,2063600,85.233513
"425",90.970001,91.389999,90.68,91.150002,1276300,86.016762
"426",90.699997,91.07,90.080002,90.889999,1314600,85.7714
"427",90.779999,91.089996,90.080002,90.730003,1153100,85.620415
"428",91,92.160004,90.889999,91.730003,1608200,86.564102
"429",91.739998,92.139999,91.269997,91.769997,1460300,86.601852
"430",92.480003,92.709999,91.699997,91.879997,2282700,86.70565
"431",91.699997,91.870003,88.839996,89.760002,2313800,84.705048
"432",90.059998,92.400002,89.540001,92.059998,2172100,86.875519
"433",92.75,93,92.129997,92.629997,1710300,87.413399
"434",93.330002,93.870003,92.43,92.610001,3198300,87.394547
"435",91.779999,92.139999,89.589996,90.580002,1818200,85.478889
"436",90.260002,90.260002,88.860001,89.379997,2148400,84.346443
"437",89.190002,89.589996,88.720001,88.989998,1508100,83.978401
"438",89.07,89.260002,88.010002,88.089996,1993100,83.129097
"439",87.739998,88.620003,87.370003,87.93,2119300,82.978111
"440",86.910004,87.610001,85.839996,86.830002,2774500,81.940048
"441",86.629997,87.529999,86.57,86.910004,2545600,82.015564
"442",86.889999,87.779999,85.5,86.800003,1702400,81.911736
"443",86.830002,86.870003,85.330002,86.160004,1565500,81.307785
"444",85.769997,86.379997,83.839996,84.190002,1915600,79.44873
"445",84.080002,84.400002,83.059998,83.989998,2040700,79.259979
