"","DOW.Open","DOW.High","DOW.Low","DOW.Close","DOW.Volume","DOW.Adjusted"
"47",49.389999,49.575001,48.439999,49.200001,2918900,42.874393
"48",49.369999,49.43,48.099998,48.560001,6613000,42.316681
"49",48.200001,49.43,48.009998,48.709999,3525900,42.447395
"50",48.119999,48.59,48.02,48.470001,3777600,42.854095
"51",47.959999,48,46.75,46.759998,3396900,41.34222
"52",46.849998,47.959999,46.849998,47.959999,5905200,42.403187
"53",48.68,49.93,48.639999,49.93,7043000,44.144936
"54",50.490002,50.57,49.049999,50.34,6413300,44.507431
"55",50.279999,51.310001,50.150002,51.060001,6228100,45.144016
"56",51.130001,51.689999,50.869999,51.299999,5391100,45.356205
"57",51.720001,52.099998,51.580002,51.619999,5434400,45.639126
"58",52,52.169998,51.560001,52.040001,5144300,46.010468
"59",52.060001,52.639999,51.68,52.490002,3103900,46.408325
"60",52.68,52.950001,52.040001,52.880001,4179800,46.753136
"61",52.630001,52.689999,51,51.150002,3919300,45.223587
"62",50.060001,50.330002,49.049999,49.349998,5787300,43.632133
"63",49.75,50.57,49.400002,49.610001,5014200,43.862015
"64",49.950001,50.240002,48.330002,48.5,5404000,42.880615
"65",49.095001,49.59,48.619999,48.93,4228300,43.260799
"66",48.82,49.27,48.310001,48.360001,9478500,42.75684
"67",48.509998,49.700001,48.32,49.580002,4602300,43.835495
"68",49.490002,50.223,49.049999,49.689999,4005200,43.932747
"69",49.849998,51.220001,49.810001,50.450001,5244400,44.604691
"70",50.610001,51.139999,50.530998,50.91,4097200,45.011391
"71",51.040001,51.200001,49.080002,49.310001,6507400,43.596775
"72",50,50.200001,49.52,50.16,4641700,44.348286
"73",50,50.060001,48.759998,49.400002,4725800,43.676346
"74",49.459999,49.650002,49.200001,49.330002,2479400,43.61446
"75",49.009998,49.369999,48.959999,49.310001,2529800,43.596775
"76",49.34,49.5,48.384998,48.52,5936000,42.898304
"77",48.299999,48.43,47.5,47.869999,4967400,42.323616
"78",48.34,48.419998,47.52,47.549999,3507400,42.040691
"79",47.73,48.060001,47.18,47.779999,4202000,42.244045
"80",48.459999,50.040001,48.080002,49.709999,4328400,43.950428
"81",49.77,50.950001,49.66,50.93,4923800,45.029072
"82",50.950001,52.645,50.950001,52.32,6011200,46.258018
"83",52.16,52.299999,51.23,51.599998,4417500,45.621437
"84",51.549999,52.049999,51.279999,51.75,3620300,45.754063
"85",51.77,51.830002,51.5,51.52,3221500,45.550709
"86",51.504002,51.57,50.599998,50.880001,2814900,44.984867
"87",51,52.900002,50.950001,52.619999,4387700,46.523266
"88",52.5,52.990002,52.040001,52.790001,3516400,46.673565
"89",51.639999,51.990002,50.299999,50.77,4254600,44.887619
"90",50.27,50.299999,48.919998,49.110001,5066000,43.419945
"91",48.52,48.880001,47.98,48.049999,4219800,42.482758
"92",47.779999,48.439999,47.779999,48.400002,4194300,42.79221
"93",48.490002,49.43,47.950001,48.439999,5188500,42.827576
"94",48.150002,48.599998,46.779999,46.849998,5803200,41.421791
"95",46.689999,47.5,45.369999,45.599998,5346400,40.316624
"96",45.060001,45.130001,44.07,44.77,5147300,39.582794
"97",45.110001,45.450001,43.735001,44.43,4702800,39.282185
"98",44.099998,45,43.91,44.889999,4490100,39.688885
"99",45.196999,46.82,45.189999,46.790001,4573400,41.368752
"100",46.419998,46.990002,46.099998,46.639999,4468000,41.236126
"101",46.389999,46.799999,45.52,45.689999,4491600,40.396198
"102",45.779999,47.759998,45.580002,46.849998,5407300,41.421791
"103",45.799999,46.150002,44,44.080002,6178300,38.97274
"104",44.34,44.369999,42.959999,43.380001,3494600,38.353844
"105",43.290001,44.810001,42.77,44.509998,4586000,39.352917
"106",45.360001,45.862999,45.150002,45.599998,3615500,40.316624
"107",45.25,45.25,43.07,43.16,5972800,38.159332
"108",43.849998,44.240002,43.240002,43.279999,4397800,38.265423
"109",43.32,43.900002,42.02,42.049999,6072100,37.177944
"110",42,42.02,40.439999,40.709999,6696800,35.993198
"111",41.27,41.349998,40.610001,40.82,3402400,36.09045
"112",41.189999,41.73,40.918999,41.169998,4152200,36.399902
"113",41.150002,42.639999,40.759998,42.52,4539300,37.593487
"114",42.330002,43,42.209999,42.369999,3292500,38.087898
"115",42.830002,43,42.27,42.630001,4099200,38.321621
"116",42.139999,42.23,41.150002,41.799999,3343300,37.575508
"117",42.59,42.790001,41.849998,42.540001,2651400,38.240719
"118",43.150002,43.970001,43.09,43.360001,4041400,38.977848
"119",43.540001,43.66,42.66,43.240002,3217900,38.86998
"120",43.529999,44.626999,43.259998,44.450001,3848000,39.957687
"121",45.099998,46.369999,44.779999,46.32,4704000,41.638695
"122",46.52,47.049999,45.580002,46.880001,4445000,42.142101
"123",47.07,47.189999,45.57,46.970001,3649700,42.223003
"124",47.639999,48.439999,47.25,48.200001,4027600,43.328697
"125",48.689999,49.98,48.279999,49.009998,5040600,44.056831
"126",48.669998,49.09,47.610001,48,3741900,43.148911
"127",47.900002,47.900002,47.02,47.509998,2588200,42.708431
"128",48.119999,48.41,47.490002,47.639999,2418300,42.825291
"129",47.470001,48.849998,47.07,48.209999,10570400,43.337685
"130",47.389999,48.215,47.119999,47.91,3599400,43.068001
"131",47.779999,48,45.950001,46.599998,4515300,41.890396
"132",46.549999,47.970001,46.130001,47.68,4396200,42.861252
"133",47.509998,47.689999,46.933998,47.23,2994200,42.45673
"134",47.400002,47.880001,47.009998,47.07,3722300,42.312897
"135",47.259998,47.790001,47.110001,47.650002,2512200,42.834278
"136",47.939999,48.57,45.900002,45.970001,3838400,41.32407
"137",44.669998,45.169998,44.360001,44.93,4759500,40.389175
"138",44.849998,45.389999,44.369999,45.310001,3422400,40.73077
"139",45.18,45.779999,45.009998,45.34,3512300,40.757744
"140",45.080002,45.77,44.764999,45.169998,2977900,40.604919
"141",44.75,45.049999,43.830002,43.849998,2985900,39.418324
"142",44.389999,44.540001,44,44.009998,2844600,39.562153
"143",44.330002,45.290001,44.02,44.919998,4325000,40.38018
"144",45.75,47.720001,45.502998,47.130001,3675700,42.366837
"145",46.720001,47.27,46.240002,46.82,3196500,42.088165
"146",46.82,48.099998,46.529999,47.200001,3216800,42.42976
"147",47.490002,47.919998,47.009998,47.119999,3626900,42.357841
"148",47.439999,48.540001,47.139999,47.810001,2724400,42.978111
"149",47.91,48.191002,47.360001,47.959999,2757600,43.112946
"150",48.59,48.970001,47.09,47.119999,3967000,42.357841
"151",47.080002,47.383999,46.02,46.82,4645400,42.088165
"152",46.779999,47.509998,46.549999,47.23,4152000,42.45673
"153",48.650002,49.990002,47.84,49.470001,6098900,44.470341
"154",49.779999,50.759998,48.900002,50.48,5361100,45.378269
"155",50.75,51.439999,50.43,51.209999,4504100,46.034492
"156",50.959999,51.630001,50.369999,51.490002,3462100,46.286194
"157",51.200001,51.470001,50.330002,51.029999,3602100,45.872681
"158",50.880001,51.029999,49.709999,50.490002,3744000,45.387257
"159",50.98,52.490002,50.900002,52.310001,3207100,47.023319
"160",52.650002,54.41,52.459999,54.169998,5430200,48.695335
"161",54.009998,55,53.650002,54.200001,6044500,48.722313
"162",54.16,54.740002,53.810001,54.279999,3847000,48.794224
"163",54.939999,55.939999,54.419998,55.799999,5974300,50.160606
"164",55.5,55.990002,55.02,55.990002,4812000,50.331406
"165",55.549999,56.25,55.220001,55.810001,3184900,50.169601
"166",56,56.110001,54.529999,55.16,2742700,49.585289
"167",54.189999,54.48,53.459999,53.66,3426000,48.236885
"168",53.299999,54.139999,53.150002,53.950001,2595500,48.497578
"169",54.27,55.290001,54.139999,54.860001,3865000,49.315605
"170",54.75,54.91,54.119999,54.32,3439900,48.830177
"171",54.810001,54.810001,52.790001,53.389999,5208300,47.994175
"172",53.139999,53.450001,52.099998,52.669998,5394100,47.346931
"173",52.709999,53.919998,52.349998,53.880001,4618400,48.434647
"174",53.98,54.66,53.599998,54.200001,3115600,48.722313
"175",54.82,55.23,54.360001,55.200001,5073700,49.621246
"176",55.25,55.75,54.82,55.369999,4643800,49.774059
"177",54.68,54.900002,53.900002,54.279999,3926000,49.418987
"178",54.009998,54.279999,53.119999,53.369999,1887600,48.590477
"179",53,53.75,52.889999,53.16,3349500,48.399284
"180",51.959999,52.009998,51.049999,51.82,3950100,47.179291
"181",53.490002,53.490002,52.209999,52.279999,3791400,47.598099
"182",52.529999,52.650002,51.68,52,2692600,47.34317
"183",52.59,53.75,52.59,53.220001,2818800,48.453915
"184",53.959999,53.98,52.990002,53.27,2377200,48.499443
"185",53.360001,53.389999,52.689999,53.130001,2609700,48.371975
"186",53.5,54.07,53.049999,53.099998,3253300,48.344666
"187",53.25,54.580002,52.82,54.450001,2882300,49.573765
"188",54.639999,54.82,53.25,53.279999,3198600,48.508537
"189",53.610001,54.540001,53.509998,54.169998,4040000,49.318836
"190",54.099998,54.740002,53.93,54.66,2665300,49.764954
"191",54.360001,54.689999,53.540001,54.25,3659100,49.39167
"192",54.43,54.869999,54.060001,54.52,3356000,49.637493
"193",55.049999,55.25,54.02,54.610001,10476700,49.71944
"194",54.490002,55.049999,54.220001,54.93,2678600,50.01078
"195",55,55.25,54.650002,54.900002,926200,49.983463
"196",54.98,55.23,54.52,55.220001,1909600,50.274807
"197",55.290001,55.549999,54.720001,54.830002,1688500,49.919739
"198",54.860001,55.049999,54.240002,54.34,1943300,49.473614
"199",54.02,54.779999,53.93,54.73,2145700,49.828686
"200",55.23,55.540001,53.639999,53.75,5145200,48.936451
"201",53.110001,53.599998,52.41,52.419998,5004300,47.725559
"202",52.32,52.880001,52,52.209999,4293100,47.534363
"203",52.290001,53.064999,51.990002,52.189999,5122800,47.516155
"204",52.41,53.169998,51.919998,52.73,3629700,48.007797
"205",52.75,53.07,51.810001,52.189999,2667800,47.516155
"206",52.860001,52.869999,51.400002,51.5,3277300,46.887951
"207",51.5,52.400002,51.470001,52.349998,2665500,47.661827
"208",52.189999,52.970001,51.950001,52.240002,3689800,47.56168
"209",52.189999,52.650002,51.700001,52.27,2235400,47.588993
"210",52.580002,52.869999,52.169998,52.48,3765600,47.780182
"211",52.529999,53.360001,52.424999,53.34,3897500,48.563171
"212",52.98,53.150002,52.200001,52.599998,4156000,47.889439
"213",52.73,52.799999,50.681999,50.869999,5149600,46.314362
"214",50.220001,50.75,49.150002,50.25,5797600,45.749893
"215",49.880001,50.27,48.040001,48.490002,5919300,44.147511
"216",47.310001,47.580002,46.639999,47.18,4827000,42.954823
"217",47.400002,47.720001,47.02,47.16,5813800,42.936611
"218",48.98,49.950001,48.599998,49.669998,6828000,45.221832
"219",48.310001,48.98,47.66,48.470001,5644800,44.129299
"220",47.700001,47.865002,45.919998,46.07,7532200,41.944229
"221",46.310001,46.970001,45.73,46.740002,6364900,42.554226
"222",47.650002,48.380001,47.439999,48.049999,5287000,43.746914
"223",48.880001,49.740002,48.52,49.610001,5403200,45.16721
"224",49.610001,49.66,48.560001,49.200001,5985200,44.793922
"225",48.540001,48.540001,47.450001,48.029999,3802100,43.728703
"226",47.799999,48.720001,47.799999,48.189999,2488300,43.874371
"227",48.540001,50.009998,48.5,48.790001,3705400,44.420639
"228",49.689999,50.369999,48.990002,49.380001,2964200,44.957806
"229",48.900002,48.990002,48.02,48.299999,3302600,43.974525
"230",48.509998,48.939999,48.380001,48.630001,3207000,44.274975
"231",48.189999,48.52,47.229,47.740002,3594300,43.464676
"232",47.82,48.290001,47.41,47.560001,5644900,43.300797
"233",47.52,48.810001,47.439999,48.759998,4154200,44.39333
"234",48.580002,48.77,48.080002,48.299999,3972800,43.974525
"235",46.610001,47.040001,45.799999,46.240002,5075900,42.09901
"236",46.5,46.535,43.580002,43.950001,5529300,40.014084
"237",44.450001,44.880001,43.02,43.049999,6470700,39.194683
"238",41.330002,41.459999,39.5,39.549999,10009300,36.603302
"239",38.119999,40.490002,38.049999,40.41,10280000,37.399227
"240",41.049999,41.419998,39.779999,41.419998,7706700,38.333973
"241",41.349998,42.743999,39.740002,40.560001,6765300,37.538048
"242",41.450001,41.970001,40.209999,41.91,4967000,38.787464
"243",40.029999,40.630001,39.66,40.099998,5447400,37.112316
"244",38.720001,39.689999,38.310001,38.970001,6928400,36.066513
"245",34.75,34.939999,30.43,30.530001,15081500,28.255341
"246",32.509998,33.330002,29.315001,31.4,12975400,29.06052
"247",30.190001,30.33,27.85,27.99,12444100,25.904585
"248",25.450001,26.389999,22.389999,23.67,18163300,21.906448
"249",27.93,28.01,22.58,25.690001,17350800,23.775948
"250",23.1,25.43,21.950001,22,12345400,20.360874
"251",25.67,27.6,22.74,26.6,19873300,24.618149
"252",24.84,28.290001,24.51,26.440001,16955900,24.47007
"253",26.280001,31.35,25.93,28.120001,13893400,26.024902
"254",28.59,29.690001,26.59,27.440001,12649100,25.395565
"255",27.139999,28.43,26.01,26.58,11703100,24.599636
"256",28.66,29.959999,26.9,28.469999,12333600,26.348822
"257",29.18,32.424999,28.6,30.379999,10539200,28.116516
"258",30.280001,31.299999,28.950001,29.68,14298600,27.468672
"259",28,29.261999,26.92,28.559999,9101400,26.432117
"260",28.309999,29.389999,27.809999,28.65,6817000,26.515411
"261",28.549999,30.08,28.450001,29.24,7599900,27.061455
"262",27.84,28.27,26.940001,27.040001,10339900,25.025366
"263",27.110001,29.84,26.924999,28.030001,10680300,25.941607
"264",27.780001,28.57,27.42,27.969999,8005100,25.886078
"265",29.530001,30.98,29.5,30.540001,8021100,28.264597
"266",32.759998,35.07,31.809999,32.330002,15028000,29.921234
"267",32.970001,34.939999,32.360001,34.790001,7220700,32.197952
"268",35.75,37.740002,35.540001,36.560001,9892300,33.836075
"269",36.470001,36.900002,34.57,35.23,7170600,32.605164
"270",36.369999,37.139999,35.09,35.369999,7348800,32.734737
"271",33.849998,33.849998,31.870001,32.23,7586700,29.828682
"272",32.689999,32.689999,30.65,31.629999,6918500,29.273384
"273",33.040001,34.060001,32.599998,33.419998,6544100,30.930012
"274",32.18,32.830002,31.5,31.530001,7140700,29.180836
"275",30.4,31.16,29.620001,30.879999,7315100,28.579262
"276",31.799999,32.025002,30.879999,31.84,5331100,29.467739
"277",32.099998,33.330002,32.009998,32.560001,7724700,30.134094
"278",33.040001,33.349998,32.240002,33.119999,4979100,30.652372
"279",33.310001,34.744999,32.810001,34.439999,4885900,31.874022
"280",35.48,36.189999,34.709999,35.869999,5868600,33.197479
"281",37,38.09,36.900002,37.470001,6887300,34.678276
"282",37.27,37.349998,36.049999,36.689999,10990200,33.956383
"283",34.73,35.09,33.540001,33.93,8709300,31.402021
"284",32.099998,33.139999,31.76,33.060001,6248300,30.596842
"285",33.630001,34.549999,33.23,33.369999,5041600,30.883743
"286",32.709999,33.375,31.879999,31.959999,4601500,29.578796
"287",32.529999,33.799999,32.509998,32.849998,5056200,30.402487
"288",33.779999,34.369999,33.369999,34.330002,4175700,31.772221
"289",34.200001,34.240002,33.080002,33.900002,4321000,31.374258
"290",34.25,35.41,33.75,33.790001,5675400,31.272451
"291",33.5,33.563,31.790001,32.349998,5865200,29.939739
"292",31.190001,33.549999,30.9,33.509998,6187900,31.013315
"293",33.209999,33.98,32.830002,33.560001,4829200,31.059587
"294",35.880001,38.009998,35.709999,36.740002,8544900,34.002663
"295",36.630001,36.68,35.580002,35.639999,4415500,32.984612
"296",36.34,37,35.759998,36.18,5656200,33.484386
"297",36,36.759998,35.66,35.82,3941800,33.151203
"298",35.68,36.18,35.369999,36.119999,3040600,33.428856
"299",38.360001,38.950001,37.919998,38.790001,6188600,35.899921
"300",39.950001,40.665001,39.029999,39.82,6895200,36.85318
"301",39.57,39.689999,38.349998,38.709999,5266800,36.466934
"302",38.139999,38.990002,37.720001,38.599998,5254200,36.363308
"303",38.610001,39.009998,38.18,38.610001,3014400,36.372738
"304",39.200001,41.23,39.09,40.599998,6083400,38.247417
"305",41.490002,42.299999,41.459999,41.630001,5160600,39.217743
"306",41.5,42.759998,41.32,42.709999,3901500,40.235153
"307",44.709999,45.73,43.837002,43.970001,7656600,41.422146
"308",44.080002,45.93,44.080002,45.900002,5727300,43.240311
"309",44.470001,44.82,43.918999,44.41,5535400,41.836655
"310",44.389999,44.5,43.400002,43.580002,4267700,41.054749
"311",41.224998,42.040001,38.950001,39.259998,9225100,36.985065
"312",41.82,41.915001,39.985001,41.23,5034900,38.840916
"313",39.48,42.450001,39.290001,41.98,5665300,39.547455
"314",44.16,44.5,41.439999,42.25,5592400,39.801811
"315",42.700001,42.796001,41.029999,41.169998,3525100,38.784397
"316",40.650002,41.990002,40.380001,41.580002,4106800,39.170639
"317",42.630001,43,41.470001,41.650002,7494400,39.236576
"318",41.459999,42.130001,40.669998,41.740002,3316000,39.321369
"319",42.48,42.48,41.330002,41.349998,3603900,38.95396
"320",40.599998,40.720001,38.32,38.450001,7707200,36.222008
"321",38,40.029999,37.68,39.98,5986900,37.663349
"322",39.560001,40,38.73,39.799999,8333800,37.493782
"323",40.360001,41.195,40.189999,40.98,7756700,38.605404
"324",40.59,40.950001,39.759998,40.759998,4835300,38.398151
"325",40.75,41.299999,40.330002,40.75,4023600,38.388729
"326",41.66,42.25,40.91,41.59,4017500,39.180058
"327",42.630001,42.779999,41.560001,42.450001,4679000,39.990227
"328",41.740002,42.07,41.169998,41.689999,4535900,39.274261
"329",41.490002,41.779999,39.634998,40.349998,4824200,38.011909
"330",40.389999,40.52,39.169998,39.439999,3671900,37.154636
"331",39.439999,40.82,39.423,40.759998,3007800,38.398151
"332",41.099998,41.84,40.5,41.240002,3089000,38.850338
"333",41.32,42.68,41.240002,42.439999,4350800,39.980801
"334",43.650002,44.099998,42.555,43.330002,3788300,40.819233
"335",43.189999,44.264999,42.84,43.830002,4259800,41.29026
"336",44.07,44.150002,42.959999,43.669998,4610600,41.13953
"337",43.34,43.674999,42.119999,42.299999,3580900,39.848915
"338",42.5,43.43,42.450001,43.040001,3399600,40.546036
"339",42.939999,44.5,42.884998,44.34,5792500,41.770706
"340",43,43.200001,41.880001,42.82,6574300,40.338787
"341",42.82,43.48,42.299999,42.610001,2999600,40.140953
"342",42.810001,44.48,42.43,44,4733600,41.450409
"343",43.740002,44.02,42.59,42.619999,3395400,40.150375
"344",42.799999,43.636002,42.740002,43.52,3186900,40.998222
"345",42.66,42.830002,41.34,41.73,4118700,39.311939
"346",41.490002,41.919998,40.59,41.060001,7462100,38.680767
"347",41.220001,41.240002,40.080002,40.09,5079900,37.766975
"348",40.040001,41.865002,39.900002,41.32,5408800,38.925705
"349",41.900002,42.48,41.75,41.990002,3563600,39.556881
"350",41.689999,42.317001,41.056,42.049999,3724900,39.613403
"351",41.580002,42.665001,41.444,42.630001,2913100,40.159798
"352",42.810001,44.889999,42.810001,44.799999,4245900,42.204052
"353",45.540001,46.07,44.34,44.5,4373800,41.921436
"354",45.220001,45.380001,43.93,44.279999,2577300,41.714184
"355",43.860001,44.869999,43.709999,44.43,2767100,41.855495
"356",43.950001,45.139999,43.830002,44.869999,1998300,42.269997
"357",45.099998,45.439999,44.209999,44.459999,3257300,41.883755
"358",44.41,45.029999,44.310001,44.709999,2447100,42.119263
"359",44.689999,45.099998,44.25,44.639999,3453400,42.053322
"360",44.02,44.139999,43.529999,43.689999,3324000,41.158371
"361",43.5,43.869999,43.25,43.59,2511600,41.064163
"362",44.299999,46.150002,44.02,46.119999,4609000,43.447567
"363",46.41,46.66,45.473,45.59,4188000,42.948273
"364",45.68,46.66,45.279999,46.34,3928500,43.654816
"365",46.68,46.950001,45.810001,46.16,3702300,43.485245
"366",45.41,46.209999,44.970001,46.049999,3772900,44.049622
"367",45.990002,46.110001,45.09,45.119999,3916800,43.160011
"368",44.790001,47.279999,44.470001,47.27,5428300,45.216625
"369",47.68,49.279999,47.419998,49.220001,7305900,47.081921
"370",49.279999,49.799999,47.919998,48.389999,6726900,46.287968
"371",49.290001,49.700001,48.080002,48.599998,5325900,46.488846
"372",47.689999,48.415001,47.435001,47.93,4280800,45.847954
"373",48.57,49.880001,48.5,49.23,4168100,47.091484
"374",49.299999,49.75,48.66,48.700001,4211300,46.584507
"375",49.209999,50.419998,49.040001,49.849998,6225700,47.684551
"376",50.07,50.509998,49.695,50.09,5298900,47.914124
"377",50.610001,51.560001,50.389999,51.07,4771700,48.851551
"378",50.189999,51.099998,49.43,49.700001,5863500,47.541073
"379",49.369999,51.25,48.849998,50.970001,5253700,48.755901
"380",50.529999,51.23,50.25,50.369999,6271100,48.181961
"381",49.040001,49.330002,47.18,47.91,6468800,45.828823
"382",47.98,48.154999,47.200001,47.799999,4181900,45.723598
"383",47.68,48.119999,46.470001,46.740002,4018000,44.709648
"384",46.669998,46.990002,45.689999,46.41,4648700,44.393982
"385",45.77,46.400002,45.630001,46.040001,4090200,44.040054
"386",46.5,48.279999,46.5,47.48,3993100,45.4175
"387",47.23,47.779999,46.259998,46.57,2716800,44.547035
"388",47.189999,48.119999,46.610001,47.049999,4663200,45.00618
"389",47.209999,47.5,45.93,46.110001,3407600,44.107018
"390",45.369999,47.470001,45.130001,47.310001,4559000,45.25489
"391",47.900002,48.882999,47.700001,48.580002,3913400,46.469723
"392",49.119999,49.790001,47.860001,47.880001,4474700,45.800125
"393",48.450001,49.060001,48,48.299999,4506400,46.201878
"394",48.619999,49.41,48.476002,49.380001,2962000,47.234966
"395",49.799999,50.09,48.700001,49.360001,4472800,47.215836
"396",49.400002,49.5,48.262001,48.580002,3005700,46.469723
"397",48.48,48.98,47.799999,47.880001,6832200,45.800125
"398",47.84,48.970001,47.419998,48.830002,5322100,46.708858
"399",47.880001,49.075001,47.84,49.009998,2793200,46.881035
"400",49.369999,49.994999,49.130001,49.299999,2754300,47.158436
"401",49.330002,50.330002,48.740002,48.84,2903500,46.718422
"402",49.349998,50.150002,49.209999,49.34,2503600,47.196705
"403",49.380001,49.715,48.549999,48.549999,4092500,46.441017
"404",49.810001,50.16,47.150002,48.82,5244000,46.699291
"405",49.52,49.950001,48.41,48.529999,3123400,46.421886
"406",47.939999,48.139999,46.817001,47.150002,4026400,45.101837
"407",46.919998,47.189999,46.389999,46.57,4141200,44.547035
"408",44.939999,45.700001,44.330002,45.18,6157100,43.217411
"409",44.630001,46.66,44.57,46.25,4300100,44.240929
"410",45.860001,46.189999,44.73,45.490002,5165900,43.513947
"411",46.25,48.060001,45.880001,47.82,3675800,45.742725
"412",48.25,49.029999,47.66,48.73,3293500,46.613201
"413",47.950001,48.34,46.251999,46.450001,4542300,44.432243
"414",46.900002,49.450001,46.880001,48.970001,4253000,46.842781
"415",49.23,49.82,48.030998,48.23,3061500,46.134922
"416",51.59,54.18,51.540001,52.119999,9208300,49.855938
"417",52.330002,53.700001,52.07,53.459999,6148700,51.137733
"418",53.5,53.605,52.02,52.209999,4118500,49.942032
"419",51.740002,52.07,50.540001,51.040001,3467600,48.822861
"420",50.27,52.130001,50.200001,51.970001,3482900,49.71246
"421",53.549999,53.939999,52.139999,53.93,4075600,51.587318
"422",53.16,54.560001,52.830002,54.48,4795000,52.113426
"423",54.650002,56.275002,54.529999,55.299999,5903500,52.8978
"424",54.91,55.490002,53.919998,55.34,3514000,52.936069
"425",55.07,55.419998,54.279999,54.73,2871700,52.352566
"426",55.279999,56.290001,55.279999,55.939999,4560700,53.510002
"427",57,58.18,56.610001,57.73,4442800,55.222248
"428",57.450001,57.450001,56.165001,56.43,4158500,53.978722
"429",55.91,56.049999,55.009998,55.400002,2847400,53.659092
"430",54.889999,55,52.799999,53.009998,8760600,51.344193
"431",54.43,54.43,52.900002,53.529999,4328700,51.847851
"432",53.32,53.564999,52.689999,53.200001,3723000,51.528221
"433",52.990002,53.889,52.799999,53.599998,3213800,51.915653
"434",53.810001,55.099998,53.799999,55.049999,3294500,53.320087
"435",54.93,54.939999,53.02,53.209999,3602700,51.537907
"436",52.900002,54.669998,52.799999,54.549999,3161500,52.835796
"437",54.939999,55.75,54.349998,54.66,3219100,52.942341
"438",54.66,55.110001,54.040001,54.43,3402000,52.71957
"439",54.290001,54.450001,53.57,54,2674800,52.303082
"440",54.599998,54.759998,53.029999,53.060001,3121900,51.39262
"441",53.849998,54.150002,53.150002,54.130001,2335500,52.428997
"442",54.029999,54.110001,53.240002,53.830002,1948800,52.138428
"443",54.200001,54.330002,53.584999,53.830002,2222300,52.138428
"444",55.110001,55.75,54.240002,55.66,11536700,53.910919
"445",54.049999,55.200001,53.73,55.080002,4458800,53.349148
"446",55.009998,55.27,54.439999,54.669998,2268300,52.952026
"447",55.02,55.77,54.73,54.75,2251600,53.029514
"448",54.919998,54.967999,54.334999,54.790001,1074700,53.06826
"449",55.27,55.77,54.18,54.290001,3668200,52.583973
"450",54.5,54.82,53.849998,54.330002,2222000,52.622715
"451",54.349998,55.66,54.299999,55.470001,3790000,53.726891
"452",55.470001,56.099998,55.110001,55.5,2663500,53.755947
