"","PSA.Open","PSA.High","PSA.Low","PSA.Close","PSA.Volume","PSA.Adjusted"
"51",222.860001,223.440002,219.740005,220.539993,798000,187.626968
"52",221.369995,225.630005,221.050003,222.490005,1477800,189.285995
"53",222.710007,224.059998,220.649994,223.639999,722000,190.264328
"54",223.770004,225.5,222.759995,224.279999,955000,190.808823
"55",224.380005,226.309998,222.380005,225.770004,758500,192.076492
"56",224.820007,227.740005,224.440002,225.919998,843000,192.204086
"57",226.100006,227.179993,222.820007,222.910004,635600,189.643265
"58",221.690002,224.899994,220.5,220.910004,576200,187.941788
"59",220.880005,222.330002,218.860001,222.160004,760100,189.005219
"60",221.550003,221.860001,217.710007,219.949997,703500,187.125031
"61",219.080002,220.800003,217.190002,219.399994,923700,186.657104
"62",219.490005,221.389999,218.070007,218.910004,1004500,186.240234
"63",219,220.190002,216.059998,219.309998,856400,186.580536
"64",219.259995,221.800003,217.949997,220.309998,745100,187.431335
"65",220.009995,223.470001,219.839996,222.289993,667100,189.115814
"66",221.830002,223.610001,221.369995,222.639999,550400,189.413589
"67",223.059998,224.169998,222.610001,223.600006,435000,190.230331
"68",223.610001,226.009995,223.149994,225.839996,518900,192.136002
"69",225.990005,227.210007,225.639999,226.369995,505400,192.586929
"70",225.460007,226.809998,223.410004,224.300003,637700,190.825821
"71",223.509995,226.300003,223.479996,225.970001,441100,192.246628
"72",226.960007,231.220001,225.770004,231.190002,694600,196.687607
"73",230.080002,232.210007,228.309998,231.179993,604300,196.679077
"74",231.679993,231.679993,229.369995,229.990005,453300,195.666687
"75",230.240005,230.399994,228.179993,229.399994,752400,195.164749
"76",229.279999,230.229996,228.330002,228.369995,819800,194.288422
"77",228.929993,229.029999,222.570007,226.470001,976400,192.671982
"78",226.470001,226.75,224.699997,225.539993,526400,191.880798
"79",225.619995,225.619995,223.300003,223.929993,731900,190.511063
"80",223.929993,223.929993,211.020004,213,2272400,181.21225
"81",211.910004,212.970001,208.460007,209.380005,1423400,178.132477
"82",210.330002,211.529999,205.009995,207.229996,1152500,176.303299
"83",207.009995,210.410004,206.179993,207.270004,1035000,176.337387
"84",208.080002,208.539993,203.600006,205.529999,997500,174.857056
"85",205.149994,208.080002,201.970001,207.630005,1232400,176.643661
"86",207.789993,210,206.300003,208.25,858200,177.171112
"87",208.550003,208.770004,206.960007,208.449997,1009100,177.341263
"88",207.949997,208.300003,206.770004,208.070007,803400,177.01799
"89",207.880005,211.679993,207.75,208.919998,683600,177.741119
"90",208.070007,209.300003,207.190002,208.470001,912900,177.358307
"91",208.169998,209.360001,207.380005,208.639999,766100,177.502914
"92",208.369995,210.059998,208.309998,209.729996,834100,178.430222
"93",209.679993,210.029999,207.149994,208.139999,999200,177.07753
"94",207.369995,214.179993,207.369995,212.949997,1665300,181.169678
"95",213.369995,216.160004,212.380005,216.119995,1651900,183.866608
"96",215.639999,216.190002,213.800003,214.479996,2114300,182.47139
"97",214.720001,216.729996,213.960007,215.600006,938100,183.424255
"98",215.820007,217.839996,215.110001,217.199997,839900,184.785416
"99",217,218.990005,216.600006,217.570007,773600,185.10022
"100",217.759995,218.330002,216.300003,217.089996,1018500,184.691879
"101",217.830002,217.979996,215.919998,216.389999,976200,184.096313
"102",216.440002,216.820007,214,214.350006,711400,182.360779
"103",214.559998,215.789993,214.179993,215.350006,2060000,183.211502
"104",215.210007,215.300003,210.300003,212.270004,1251100,180.591171
"105",213,214.320007,212.440002,213.919998,1063800,181.994934
"106",213.710007,213.820007,210.850006,211.350006,918900,179.808472
"107",211.350006,211.350006,207.649994,207.899994,1355000,176.873367
"108",207.850006,209.869995,207.690002,209.869995,1303200,178.549332
"109",209.869995,211.720001,206.740005,210.910004,1858400,179.434158
"110",209.600006,210.889999,206.949997,207.559998,1276000,176.584076
"111",205.559998,208.350006,205.190002,207.039993,1489800,177.855438
"112",206.860001,208.429993,206.229996,208.399994,1431700,179.023788
"113",208.050003,210.940002,207.550003,209.880005,1104400,180.295135
"114",209.419998,212.75,209,212.679993,855100,182.700455
"115",213,214.110001,211.330002,213.660004,943800,183.542297
"116",214.210007,214.210007,210.759995,211.779999,726600,181.927307
"117",211.539993,212,207.110001,211.75,937300,181.901535
"118",212.119995,213.410004,211.490005,212.300003,585900,182.374023
"119",211.809998,212.149994,209.869995,211.179993,631900,181.411896
"120",211.229996,214.960007,211.229996,213.110001,703800,183.069839
"121",214.210007,215.619995,211.979996,212.490005,573900,182.537231
"122",211.990005,212.919998,209.600006,210.270004,777300,180.630173
"123",210.779999,211.460007,209.360001,209.440002,627400,179.91716
"124",208.630005,209.369995,206.899994,207.570007,669700,178.310791
"125",208.710007,210,207.529999,208.529999,620900,179.135422
"126",209.929993,213.539993,208.429993,212.729996,562900,182.743378
"127",212.229996,212.259995,208.009995,208.059998,756100,178.731705
"128",207.009995,207.949997,203.889999,205.360001,1028900,176.412292
"129",205.75,207.699997,205.190002,207.029999,509600,177.846893
"130",207.029999,207.190002,203.149994,203.369995,700100,174.702774
"131",203.970001,204.429993,202.509995,203.259995,669000,174.608322
"132",204.589996,206.860001,203.970001,206.410004,648400,177.31427
"133",206.399994,207.490005,204.729996,204.820007,740600,175.948425
"134",206.179993,208.460007,206.139999,207.679993,566200,178.405228
"135",207.759995,209.740005,206.960007,207.589996,660500,178.327957
"136",207.320007,209.110001,205.350006,207.210007,917900,178.001526
"137",207.460007,208.429993,207.059998,207.770004,887500,178.482574
"138",207.639999,208.779999,206.179993,207.529999,703600,178.276382
"139",207.279999,209.149994,207.199997,208.940002,439500,179.487656
"140",208.919998,209.259995,207.220001,209,643600,179.539185
"141",209.25,209.25,206.020004,207.720001,871800,178.439606
"142",207.610001,211.259995,207.130005,210.059998,964400,180.449753
"143",198.039993,202,192.149994,198.279999,3807200,170.330276
"144",198.449997,203.460007,197.699997,202.839996,1490300,174.247498
"145",203.080002,206.220001,201.729996,205.570007,1367700,176.592697
"146",206.100006,206.600006,202.380005,202.830002,726900,174.238922
"147",202.300003,204.279999,201.020004,202.220001,933800,173.714935
"148",201.020004,202.960007,198.190002,200.339996,870000,172.099884
"149",200.330002,201.979996,199.630005,201.490005,672200,173.087814
"150",201.509995,201.889999,200.190002,201.080002,534700,172.735626
"151",200.729996,201.5,198.380005,200.679993,717400,172.391998
"152",200.490005,201.869995,199.770004,200.880005,646000,172.563782
"153",200.479996,201.449997,199.199997,200.649994,590500,172.366226
"154",200.800003,200.800003,197.479996,198.630005,630300,170.630936
"155",200.009995,200.869995,199.449997,200.539993,807300,172.271713
"156",200.330002,201.729996,199.300003,201.580002,651200,173.165131
"157",202,202.619995,198.800003,199.009995,876500,170.957367
"158",198.919998,200.100006,197.729996,197.729996,728700,169.857834
"159",196.910004,197.729996,194.5,196.289993,793800,168.620789
"160",197.009995,201.139999,196.559998,200.369995,993000,172.125671
"161",200.580002,201.979996,199.470001,201.589996,796900,173.173706
"162",201.449997,206.529999,201.240005,205.419998,966300,176.463852
"163",205.399994,206.779999,204.350006,204.669998,727600,175.819519
"164",204.660004,205.399994,203,203.869995,569300,175.132309
"165",203.850006,204.729996,201.779999,204.300003,613500,175.501709
"166",204.339996,206.679993,204.309998,205.570007,527500,176.592697
"167",205.100006,205.940002,202.699997,205.940002,519500,176.910507
"168",206.139999,207,204.429993,205.339996,858100,176.395096
"169",205.820007,206.899994,205.179993,205.880005,408200,176.858994
"170",205.580002,206.960007,204.970001,206.660004,656300,177.529037
"171",207.5,209.490005,207.479996,207.889999,964400,178.585663
"172",208.479996,215.190002,208.350006,214.279999,1413600,184.074905
"173",214.25,219.929993,214.169998,218.309998,1319800,187.536819
"174",216.020004,216.020004,210.339996,213.399994,1583900,183.31897
"175",210.5,210.520004,207.050003,207.580002,1240100,180.006393
"176",207.619995,208.800003,206.089996,208.740005,646200,181.012283
"177",208.869995,213.979996,207.589996,212.559998,803100,184.32486
"178",212.449997,214.320007,211.830002,214.149994,1032100,185.703659
"179",214.009995,216.399994,214.009995,215.850006,796500,187.177826
"180",215.990005,216.520004,214.869995,215.720001,763100,187.065109
"181",215.960007,216.589996,212.639999,214.110001,704900,185.668976
"182",214.009995,216.789993,213.380005,214.869995,672000,186.328049
"183",215.389999,216.25,213.119995,213.710007,500200,185.322128
"184",213.490005,215.449997,212.570007,214.210007,530000,185.755692
"185",214.639999,215.850006,213.970001,214.130005,675400,185.686325
"186",213.550003,213.550003,209.820007,211.979996,730200,183.821899
"187",211.720001,213,209.679993,212.75,548400,184.489639
"188",212.75,214.440002,211.259995,213.990005,909700,185.564926
"189",214.550003,215.460007,213.410004,214.279999,771200,185.816391
"190",214.720001,215.470001,212.470001,212.919998,573800,184.637054
"191",212.610001,214.039993,211.630005,213.869995,527200,185.460861
"192",214.509995,215.539993,213.380005,213.679993,680700,185.296127
"193",213,214.020004,211.619995,213.419998,847100,185.070663
"194",213.210007,215.050003,211.690002,213.830002,635500,185.426147
"195",213.929993,215.869995,211.630005,213.020004,807600,184.723755
"196",213,215.210007,211.649994,214.679993,783400,186.163239
"197",214.600006,216.919998,214.470001,216.809998,541600,188.0103
"198",217.5,219.529999,216.330002,218.559998,1057600,189.527847
"199",218.929993,219.479996,216.5,217.559998,768100,188.660736
"200",216.740005,217.770004,214.309998,215.880005,723300,187.203873
"201",215.880005,217,214.229996,214.669998,516400,186.154587
"202",215.399994,216.100006,214.130005,215.210007,686600,186.622849
"203",214.949997,215.199997,213.419998,215.089996,845000,186.518814
"204",215.360001,216.570007,214.020004,214.779999,752800,186.249985
"205",214.089996,214.75,210,210.110001,1070800,182.200317
"206",210.929993,211.470001,208.199997,210,1062400,182.104935
"207",201.070007,206,198.110001,204.210007,2974400,177.08403
"208",203.550003,207.639999,203.059998,206.899994,1041400,179.416733
"209",206.550003,208.949997,206,208.75,796600,181.020981
"210",208.75,208.75,206.720001,207.25,682100,179.720215
"211",208.070007,208.070007,205.899994,206.520004,691400,179.087204
"212",206.949997,210.139999,206.669998,208.330002,811700,180.656784
"213",208.229996,209.559998,207.149994,208.970001,759600,181.211761
"214",209.490005,212.559998,209.009995,209.320007,764300,181.515259
"215",209.020004,212.289993,208.800003,211.490005,882200,183.397003
"216",211.759995,213.929993,211.279999,213.190002,760300,184.871201
"217",212.759995,213.570007,211.020004,211.369995,532500,183.292923
"218",211.110001,212.199997,209.179993,211.520004,736600,183.423035
"219",211.660004,213.889999,211.520004,213.25,609500,184.923203
"220",212.429993,213.289993,211.440002,212.919998,640900,184.637054
"221",212.770004,213.899994,209.520004,210.050003,795700,182.148285
"222",209.380005,214.75,209.259995,213.669998,938600,185.28743
"223",212.75,213.740005,211.660004,211.850006,681500,183.709198
"224",211.809998,212.270004,210.770004,211.110001,358400,183.067474
"225",211.550003,211.550003,209.910004,211.320007,683700,183.249603
"226",210.649994,211.669998,209.309998,211.289993,512000,183.223572
"227",211.899994,213.289993,211.470001,212.789993,257000,184.524323
"228",213.429993,216.110001,212.729996,214.929993,957800,186.380066
"229",213.210007,213.860001,206,209.429993,1566800,181.610611
"230",208.869995,211.75,207.729996,210.259995,827700,182.330399
"231",210.710007,213.509995,209.770004,213.119995,1257700,184.810471
"232",213.970001,214.240005,211.600006,212.070007,809800,183.899963
"233",211.199997,213.009995,209.240005,209.970001,1133000,182.078903
"234",212.190002,212.630005,209.960007,211.050003,676100,183.015442
"235",211.199997,213.240005,210.669998,211.800003,821300,183.665817
"236",211.449997,211.589996,207.990005,208.339996,815100,180.665436
"237",208.699997,211.600006,208.25,210.839996,691000,182.833344
"238",210.449997,211.710007,209.229996,211.679993,721100,183.561783
"239",209.679993,212.410004,209.639999,211.720001,759700,185.347641
"240",211.270004,213,211.039993,212.559998,730400,186.083023
"241",212.089996,212.990005,210.429993,211.020004,525800,184.734848
"242",212.690002,212.710007,210.179993,211.559998,1158900,185.207581
"243",212,215.449997,211.720001,212.089996,823300,185.6716
"244",212.100006,212.550003,207.869995,208.210007,713500,182.274872
"245",208,208.850006,205.020004,205.149994,801500,179.596039
"246",205.899994,205.899994,203.610001,203.720001,645000,178.344177
"247",204.759995,206.570007,204.399994,205.970001,500800,180.313889
"248",206.570007,208.940002,206.550003,208.029999,331700,182.117294
"249",208.550003,209.539993,208.279999,209.279999,379300,183.211594
"250",209.119995,209.979996,208.100006,209.240005,666700,183.176559
"251",209.729996,210.550003,208.630005,209,620100,182.966461
"252",210.050003,210.169998,205.580002,206.320007,812300,180.6203
"253",206.350006,207.660004,205.740005,206.770004,580000,181.014236
"254",205.899994,207.009995,202.570007,203.110001,799600,177.81015
"255",203.330002,204.039993,201.710007,201.919998,644600,176.768341
"256",202.089996,204.149994,201.940002,203.529999,768600,178.177811
"257",204.070007,204.199997,200.910004,201.149994,659300,176.094284
"258",199.669998,200.070007,195.300003,196.110001,1133200,171.682083
"259",196.800003,197.369995,195.009995,196.119995,1093600,171.690842
"260",196.020004,196.5,193.399994,193.550003,957400,169.440979
"261",194.199997,198.429993,193.520004,193.75,1034200,169.616028
"262",194.800003,197.020004,194.440002,195.690002,737900,171.314392
"263",195.119995,195.679993,192.600006,193.25,1241000,169.178314
"264",193.910004,194.5,192.699997,193.559998,646100,169.449738
"265",194.139999,194.619995,192.509995,193.779999,909600,169.642303
"266",194,198.550003,193.559998,198.089996,982000,173.415421
"267",197.820007,198.009995,194.309998,194.919998,687000,170.640335
"268",194,194.779999,190.820007,192.570007,855500,168.583023
"269",193.270004,193.679993,190.699997,192.850006,1083200,168.828171
"270",192.5,192.929993,190.149994,192.539993,1121900,168.556717
"271",192.539993,194.289993,190.259995,193.600006,1535500,169.484756
"272",193.490005,195.759995,191.880005,195.759995,2749400,171.375671
"273",196.100006,196.580002,190.710007,190.979996,1125600,167.191086
"274",190.100006,191.949997,188.389999,190.309998,974000,166.604523
"275",189.470001,191.729996,183.270004,184.979996,1088800,161.938461
"276",182.979996,187.089996,180.929993,185.399994,1566400,162.306137
"277",184.649994,188.619995,183.759995,185.350006,1021700,162.26236
"278",185.350006,185.949997,180.479996,180.490005,1213700,158.007736
"279",181.75,188.699997,180.710007,187.160004,2002100,163.846893
"280",187.630005,188.570007,182.929993,187.820007,1405600,164.424698
"281",187.949997,190.279999,187.5,189.199997,1054500,165.632797
"282",187.809998,188.149994,184.690002,186.779999,963800,163.514221
"283",187.520004,191.350006,187,190.479996,931900,166.753372
"284",189.979996,190.960007,187.020004,188.75,1112600,165.238846
"285",187.630005,190.25,185.910004,186.309998,1377200,163.102768
"286",186.970001,194.220001,185.770004,190.75,2526900,166.9897
"287",191.630005,194.369995,190.770004,193.139999,1466500,169.082031
"288",193.330002,195.740005,192.839996,195.679993,778200,171.305634
"289",196.050003,197.410004,193.309998,195.880005,879900,171.480728
"290",196.539993,197.740005,192.520004,192.919998,979400,168.889435
"291",193.820007,196.679993,193.119995,194.440002,1152600,170.220108
"292",194.240005,198.490005,193.080002,196.110001,1195900,171.682083
"293",196.179993,197.610001,192.830002,195,950600,170.710342
"294",195.089996,199,195.089996,197.350006,1146900,172.767593
"295",196.800003,199.080002,195.419998,198.160004,711800,173.476715
"296",197.330002,198.910004,196.399994,198.009995,583900,173.345398
"297",198.139999,200.490005,197.130005,199.809998,756600,174.921188
"298",200.080002,200.399994,197.669998,199.960007,884100,175.052551
"299",199.960007,200.410004,198.559998,199.410004,1004300,174.57103
"300",198,199,196.759995,197.399994,1022200,174.562164
"301",197.880005,198.479996,193,194.610001,1903300,172.094955
"302",194.779999,195.369995,193.720001,195.169998,675900,172.590179
"303",195.520004,198.199997,195.270004,198.009995,1136300,175.101608
"304",198.039993,198.080002,195.550003,196.720001,840200,173.960831
"305",196.899994,198.649994,196.520004,198.029999,886800,175.119293
"306",198.25,199.600006,196.149994,198.520004,1108300,175.552612
"307",198.320007,199.899994,195.610001,195.690002,1045900,173.050034
"308",195.710007,197.289993,192.660004,193.050003,850400,170.715439
"309",194.279999,196.940002,193.520004,196.610001,703800,173.863571
"310",197,199.830002,194.259995,198.100006,921700,175.181213
"311",198.660004,203.820007,198.020004,202.119995,1249500,178.736099
"312",202.089996,202.899994,199.259995,200.389999,986800,177.206253
"313",201.050003,201.889999,198.020004,199.410004,762700,176.339615
"314",199.419998,201.669998,197.279999,200.619995,694600,177.409637
"315",200.350006,204.75,199.690002,204.039993,896200,180.43396
"316",203.589996,203.589996,199.380005,201.360001,863300,178.064041
"317",201.600006,202.839996,198.809998,199.279999,724200,176.224686
"318",199.600006,201.600006,198.789993,199.820007,806500,176.702179
"319",199.949997,202.199997,199.669998,200.449997,701500,177.259308
"320",199.899994,201.570007,198.5,198.679993,581900,175.694092
"321",198.690002,198.869995,195.389999,196.309998,718200,173.598282
"322",196.740005,197.330002,195.389999,197.279999,654700,174.456055
"323",198.25,198.800003,196.350006,197.089996,755600,174.28804
"324",198,199.570007,196.860001,198.570007,778300,175.596832
"325",199.169998,199.380005,197.600006,197.919998,596400,175.022034
"326",197.360001,197.5,192.259995,193.789993,734500,171.369827
"327",194.429993,194.789993,192.210007,192.75,970000,170.45018
"328",193.339996,193.410004,192.020004,192.889999,786500,170.573944
"329",192.429993,194.529999,192.050003,193.759995,998400,171.343277
"330",193.389999,195.110001,192.190002,193.710007,748600,171.299103
"331",196.5,203.119995,195.660004,199.820007,1829300,176.702179
"332",199.25,203.240005,198.380005,202.449997,748000,179.027954
"333",203.350006,203.979996,201.570007,201.779999,896500,178.435471
"334",201.839996,205.649994,200.679993,204.5,1253200,180.840759
"335",203.270004,206,201.110001,204.690002,858500,181.008759
"336",205.179993,207.25,203.899994,205.910004,1156500,182.087631
"337",205.580002,208.070007,205.080002,207.389999,495100,183.396423
"338",207.339996,210.240005,206.089996,209.979996,851000,185.686722
"339",210,210.839996,209.169998,210.029999,1118000,185.730988
"340",210.479996,211.580002,209.199997,211.539993,549800,187.066254
"341",212.389999,213.919998,211.5,211.850006,653900,187.340439
"342",212.679993,213.149994,211.270004,211.600006,698200,187.11937
"343",211.470001,212.690002,208.009995,209.440002,658700,185.209213
"344",207.800003,208.860001,205.309998,205.910004,957300,182.087631
"345",206.960007,207.470001,204.740005,205.600006,598800,181.813507
"346",204.619995,205.600006,203.309998,203.839996,597700,180.257126
"347",204.100006,205.020004,201.839996,203.589996,784100,180.036026
"348",204.100006,205.869995,202.380005,204.899994,563200,181.194443
"349",204.75,205.259995,203.380005,204.110001,616100,180.495865
"350",204.869995,207.809998,204.800003,206.669998,571700,182.759705
"351",206.940002,207.789993,205.970001,207.139999,563900,183.175339
"352",208.119995,209.320007,207.240005,208.490005,439700,184.369171
"353",208.470001,209.940002,207.460007,209.850006,883200,185.571808
"354",209.619995,212.869995,209.070007,212.229996,506800,187.676437
"355",211.009995,212.679993,209.860001,211.839996,1553200,187.331589
"356",211.949997,212.110001,210,211.619995,559800,187.137024
"357",212.5,214.050003,211.330002,214.050003,582000,189.285904
"358",214.309998,215.399994,212.720001,212.880005,810700,188.251221
"359",212.559998,214.550003,212.029999,213.600006,695700,188.887955
"360",214.210007,215.539993,213.100006,215.139999,834300,190.249771
"361",215.380005,216.759995,214.320007,216.550003,769700,191.496643
"362",216.610001,217.339996,215.440002,216.639999,767700,191.576233
"363",214.5,216.649994,213.770004,215.919998,813300,192.718719
"364",216.630005,217.490005,212.089996,212.320007,701600,189.505554
"365",212.509995,215.600006,212.509995,214.460007,634700,191.415604
"366",215.050003,216.75,213.75,214.020004,1313900,191.022858
"367",213.919998,215.619995,212.800003,214.679993,627300,191.611923
"368",213.479996,218.350006,213.419998,217.070007,1145400,193.745148
"369",217.139999,219.100006,216.490005,218.529999,757400,195.048264
"370",218.270004,222.029999,217.929993,221.839996,1002000,198.002563
"371",221.800003,226.25,221.199997,225.960007,1176300,201.679855
"372",225.350006,226.25,223.419998,225.649994,1137700,201.403214
"373",225.830002,229.720001,224.539993,229,1732200,204.393219
"374",228.990005,230.089996,226.830002,227.199997,1251500,202.786652
"375",226.789993,229.619995,226.789993,228.929993,817700,204.330704
"376",228.059998,229.470001,225.949997,226.860001,1237800,202.483185
"377",226.860001,228.690002,223.679993,226.339996,710700,202.019058
"378",226.580002,230.940002,225.300003,229.440002,578000,204.785934
"379",229.429993,232.929993,228.869995,232.710007,717500,207.704559
"380",233.149994,234.899994,231.289993,232.210007,933300,207.258301
"381",232.389999,232.389999,226.860001,229.639999,1002000,204.964478
"382",230.330002,232.300003,228.960007,230.710007,882000,205.919495
"383",230.160004,231.419998,229.119995,229.570007,818000,204.901978
"384",230.259995,230.509995,228.949997,229.520004,757300,204.857346
"385",229.940002,230.729996,227.679993,228.080002,500600,203.572083
"386",226,226.729996,223.509995,225.539993,842700,201.305008
"387",226.139999,226.460007,219.429993,219.720001,1525100,196.110382
"388",219.559998,220.679993,217.779999,219.139999,972900,195.592743
"389",219.139999,223.389999,218.990005,222.460007,953100,198.555969
"390",222.460007,222.460007,220.229996,222.119995,590900,198.252502
"391",221.660004,222.350006,219.960007,220.619995,561800,196.913681
"392",220.360001,221.240005,218.809998,219.339996,890500,195.771194
"393",219.970001,220.419998,218.820007,219.669998,1085000,196.06575
"394",220.759995,221.619995,218.539993,219.080002,853200,195.539169
"395",219.970001,219.970001,214.490005,215.360001,1127500,192.218872
"396",216.279999,216.889999,214.100006,214.5,1116300,191.451263
"397",215.309998,218.050003,214.800003,217.830002,2450300,194.423508
"398",211.009995,217.910004,210.380005,217.479996,2014200,194.111084
"399",201.050003,212.100006,201.050003,210.210007,2055000,187.622238
"400",210.800003,215.5,210.740005,213.979996,1604800,190.987183
"401",213.979996,216.539993,213.479996,215.820007,790100,192.629471
"402",215.839996,217.440002,214.850006,216.850006,680800,193.548798
"403",216.919998,218.860001,216.039993,217.220001,857200,193.879013
"404",217.509995,218.169998,215.160004,215.789993,675000,192.602646
"405",215.190002,217.229996,214.229996,214.729996,526700,191.656601
"406",214.729996,216.509995,214.199997,215.199997,499300,192.076065
"407",214.919998,216.570007,214.550003,215.929993,670500,192.727631
"408",216.360001,219.479996,215.660004,219.210007,831900,195.655197
"409",219.130005,221.559998,218.770004,220.869995,710000,197.13681
"410",221.550003,223.830002,220.949997,223.570007,1388100,199.546692
"411",223.470001,225.289993,222.029999,222.479996,695100,198.573822
"412",222.330002,222.710007,220.740005,220.860001,635800,197.127869
"413",215.520004,216.820007,209.970001,211.039993,1547100,188.363068
"414",211,211.949997,210.710007,211.669998,657200,188.9254
"415",211.669998,214.080002,211.5,213.300003,451800,190.380249
"416",213.919998,214.639999,210.869995,212.990005,769900,190.103546
"417",213.020004,214.710007,211.429993,214.660004,712700,191.594101
"418",214.789993,214.830002,212.479996,212.679993,673000,189.826859
"419",212.800003,213.110001,210.990005,211.649994,886200,188.907501
"420",212,213.520004,211.410004,212.580002,973000,189.737625
"421",212.910004,214.119995,212.410004,213.100006,1090500,190.201752
"422",212.639999,215.960007,211.619995,215.699997,805000,192.522369
"423",216.009995,216.940002,214.710007,214.75,715300,191.674423
"424",213.509995,213.699997,208.830002,209.110001,972600,186.640442
"425",210.720001,212.479996,210.380005,211.710007,867700,188.96109
"426",208.919998,210.630005,208.179993,208.339996,699000,187.726624
"427",208.240005,210.910004,207.190002,209.770004,759400,189.015167
"428",210.5,211.210007,209.449997,209.919998,843800,189.150284
"429",209.289993,209.490005,205.410004,206.580002,1009100,186.140778
"430",206.869995,208.740005,205.949997,208.220001,997000,187.618515
"431",208.330002,209.169998,205.160004,205.440002,700600,185.113556
"432",205.779999,205.779999,203.220001,204.100006,864900,183.906158
"433",204.470001,205.160004,203.050003,205.020004,660000,184.735107
"434",204.690002,205.940002,203.729996,204.229996,1308200,184.023254
"435",204.279999,204.580002,201.009995,201.929993,893800,181.950836
"436",202.610001,204.369995,202.119995,202.360001,668500,182.338303
"437",202.850006,203.460007,200.960007,201.149994,722600,181.248016
"438",201.490005,202.419998,199.149994,199.490005,771800,179.752258
"439",199.759995,201.740005,199.410004,201.630005,937400,181.680511
"440",202.210007,202.210007,199.149994,199.190002,639600,179.481934
"441",199.690002,200.830002,199.220001,200.240005,576500,180.428085
"442",200.589996,201.309998,195.639999,197.690002,1166100,178.130371
"443",196.410004,197.899994,194.789993,197.759995,879200,178.19342
"444",198.149994,199.929993,197.369995,199.009995,1307500,179.319733
"445",199.210007,202.509995,199.119995,201.190002,986900,181.284088
"446",201.449997,201.449997,199.75,200.940002,849700,181.058762
"447",200.550003,202.100006,198.559998,198.679993,675700,179.0224
"448",199.880005,200,195.330002,195.679993,1177800,176.319214
"449",196.199997,197.419998,194.529999,196.850006,1154900,177.373474
"450",196.339996,200.240005,196.309998,198.270004,669100,178.652954
"451",198.460007,199.779999,197.720001,199.110001,840700,179.409851
"452",199.089996,199.5,196.710007,198.130005,742500,178.52684
