"","MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted"
"44",188.289993,189.259995,188.25,189.089996,1662300,165.087982
"45",189.720001,190.210007,188.970001,189.509995,1563700,165.454666
"46",189.25,190.389999,189.169998,189.899994,1556700,165.795181
"47",190.639999,191.240005,190.029999,191.210007,2515000,166.938873
"48",191.770004,191.960007,190.460007,191.520004,1972700,167.209549
"49",190.929993,191.440002,189.110001,190.330002,1893600,166.170593
"50",190.179993,191.860001,189.720001,191.199997,2047000,166.930161
"51",191.059998,191.639999,189.639999,190.309998,1937100,166.153122
"52",190.820007,192.360001,190.350006,192.360001,4228100,167.942963
"53",192.520004,193.5,192.279999,193.009995,2085600,168.510406
"54",193.490005,193.490005,191.509995,192.130005,1895100,167.742111
"55",192.300003,192.880005,190.460007,192.220001,1627300,167.820709
"56",192.119995,192.970001,191.229996,192.139999,1482000,167.750854
"57",192.119995,192.619995,190.899994,191.509995,1435400,167.200806
"58",190.699997,191,189.160004,190.429993,1984600,166.257889
"59",189.940002,191.490005,189.600006,190.990005,2330200,166.746826
"60",190.589996,191.279999,190.259995,190.679993,1692200,166.476151
"61",190.740005,191.490005,190.100006,191.279999,1835400,166.999985
"62",191.300003,192.399994,190.990005,191.330002,1730000,167.043671
"63",191.869995,192.169998,189.949997,190.720001,1546700,166.511078
"64",190.570007,190.979996,189.779999,190.190002,1349900,166.048355
"65",190.699997,192.419998,190.039993,190.240005,1448700,166.091995
"66",190.410004,191.020004,189.5,189.889999,1627400,165.786438
"67",190.029999,190.559998,189.520004,189.990005,1025200,165.873749
"68",190.160004,190.520004,189.309998,189.710007,1682700,165.629288
"69",189.130005,190.089996,188.990005,190.070007,1459600,165.943619
"70",190.309998,190.490005,189.399994,189.699997,1416100,165.62056
"71",189.25,189.860001,188.619995,188.649994,1274400,164.703796
"72",189.309998,190.360001,189.289993,190.360001,1543600,166.196793
"73",189.759995,190.839996,189.509995,190.220001,1176900,166.074554
"74",190.800003,191.130005,189.520004,189.830002,1340400,165.734055
"75",190.020004,192.110001,189.899994,191.160004,1748200,166.895218
"76",191.149994,191.619995,190.589996,191.5,2584200,167.192062
"77",193,194.449997,192.929993,194.229996,2709600,169.575546
"78",193.990005,195.610001,192.360001,195.130005,4182200,170.361313
"79",195.699997,196.899994,194.990005,195,2641200,170.247818
"80",195.429993,196.539993,195.110001,196.110001,1770200,171.216919
"81",196.149994,197.119995,195.539993,195.830002,2467100,170.972458
"82",195.5,195.729996,194.470001,194.809998,1498500,170.081955
"83",195.160004,196.529999,194.580002,196.529999,2467200,171.583588
"84",196.600006,197.869995,195.710007,197.630005,2339500,172.543961
"85",198.300003,199.539993,197.759995,199.509995,2320800,174.185333
"86",199.669998,199.899994,198.979996,199.399994,1688600,174.089294
"87",198.839996,199.149994,198.300003,198.649994,1575900,173.434509
"88",199.360001,199.360001,197.529999,197.960007,1747800,172.832108
"89",197.369995,197.589996,196.529999,196.639999,2247700,171.679626
"90",196.039993,196.940002,195.259995,196.75,1705000,171.775665
"91",195.899994,197.119995,195.860001,196.570007,1323100,171.618515
"92",196.669998,197.740005,196.229996,197.630005,1474500,172.543961
"93",197.479996,197.940002,196.860001,197.910004,1183600,172.788422
"94",196.740005,196.740005,194.720001,194.839996,1881800,171.124069
"95",194.5,195.820007,193.539993,195.240005,1929000,171.475388
"96",196.300003,196.300003,194.449997,195.800003,1894700,171.967239
"97",196.350006,198.669998,196.350006,198.509995,1835900,174.347366
"98",198.729996,198.970001,197.520004,197.729996,1514200,173.662369
"99",198.490005,198.529999,197.279999,197.490005,1206400,173.451508
"100",198.410004,199.610001,197.75,199.539993,1508000,175.251999
"101",199.139999,200.690002,198.970001,200.669998,1410600,176.244461
"102",200.309998,203.029999,199.960007,202.440002,2171100,177.799026
"103",202.729996,204.470001,202.270004,204.470001,3096800,179.581924
"104",204.25,204.899994,203.679993,204.350006,2352700,179.476547
"105",205.059998,207.389999,204.789993,206.699997,1831900,181.540497
"106",206.770004,207.330002,206.220001,206.220001,1253100,181.118912
"107",206.009995,206.660004,205.410004,205.410004,1458800,180.407532
"108",205.729996,205.869995,204.100006,205.009995,1885600,180.056183
"109",205.009995,206.029999,204.089996,205.940002,2451300,180.873016
"110",206,206.970001,205.639999,206.929993,1893100,181.742477
"111",206.929993,208.419998,205.5,207.389999,2388200,182.1465
"112",207.580002,209.669998,207.559998,209.110001,1688800,183.65715
"113",209.779999,210.789993,209.529999,210.009995,1585300,184.447632
"114",209.5,211.320007,209.440002,211.289993,1594100,185.571793
"115",211.729996,213.460007,211.440002,213.240005,3420600,187.28447
"116",214,214,212.699997,213.360001,1667600,187.389832
"117",213.449997,214.570007,213.050003,213.360001,1531200,187.389832
"118",214.020004,214.020004,212.089996,212.860001,1812900,186.950714
"119",212.729996,213.119995,212.089996,212.220001,1400400,186.38858
"120",212,213.169998,211.710007,212.899994,1584900,186.98584
"121",212.789993,213.470001,212.309998,212.610001,1352100,186.731094
"122",212,212.5,209.380005,209.779999,2240200,184.245621
"123",210.779999,211.179993,210.089996,210.619995,1542900,184.983353
"124",211.050003,211.050003,207.080002,207.850006,1809900,182.550552
"125",209.910004,209.910004,207.850006,208.190002,1770000,182.849121
"126",209.139999,210.339996,208.75,209.830002,1040200,184.289536
"127",210,210.240005,209.410004,209.759995,1065300,184.227997
"128",209.050003,209.720001,207.889999,208.020004,1189900,182.699814
"129",208.5,210.149994,208.050003,209.589996,1531000,184.078735
"130",209.600006,211.740005,208.990005,210.490005,1308400,184.869217
"131",210.410004,211.199997,208,209.660004,1268100,184.140213
"132",210.910004,212.779999,210.270004,211.300003,1447900,185.580612
"133",211.199997,212,210.179993,211.089996,1138800,185.396133
"134",211.520004,212.240005,210.630005,211.770004,1062000,185.993378
"135",212.199997,212.199997,210.589996,211.679993,1311300,185.914322
"136",210.679993,211.520004,210.300003,211.309998,1562600,185.589386
"137",211.509995,212.110001,211.169998,212.100006,825300,186.283218
"138",212.210007,213.410004,212.059998,212.449997,1347400,186.590591
"139",211.649994,211.839996,209.479996,211.160004,2246200,185.457611
"140",211.199997,211.660004,210,210,2165200,184.438812
"141",202.649994,204.5,197.169998,199.389999,6593000,175.12027
"142",200.449997,201.149994,198.550003,199.029999,2922100,174.804062
"143",199.139999,200.559998,197.669998,200.050003,2174500,175.699951
"144",200.789993,201.039993,198.690002,199.720001,1488000,175.410095
"145",200,201.660004,199.809998,201.169998,1833600,176.683594
"146",202.289993,203.309998,201.759995,203.179993,2015100,178.448944
"147",203.190002,205.600006,202.820007,205.410004,2029600,180.407532
"148",205.910004,207.639999,205.119995,207.619995,2054200,182.348495
"149",207.949997,208.610001,206.110001,207.649994,1522700,182.374893
"150",207.899994,208.399994,206.679993,207.440002,1172600,182.190445
"151",206.830002,207.889999,205.690002,206.429993,1856300,181.303345
"152",206.690002,207.910004,205.589996,206.479996,1622200,181.347275
"153",205.619995,207.160004,205.179993,206.229996,1571500,181.127731
"154",206.850006,206.850006,205.630005,205.979996,1452800,180.908127
"155",206.660004,207.630005,206.070007,207.369995,1264400,182.128952
"156",207,207.839996,206.509995,207.179993,1048500,181.962082
"157",207.210007,208.630005,206.619995,207.919998,1704300,182.611984
"158",207.789993,208.119995,205.279999,205.350006,1396500,180.354813
"159",205.350006,205.630005,203.449997,203.529999,1838600,178.756332
"160",203.800003,204.899994,203.009995,204.550003,1567600,179.652191
"161",205.199997,205.860001,204.630005,205.460007,2091200,180.451431
"162",204.050003,204.100006,202.320007,202.669998,1267300,179.024841
"163",203.889999,203.889999,201.960007,202.119995,1230800,178.539017
"164",203.440002,203.449997,202.050003,202.130005,1238100,178.547852
"165",202.779999,203.270004,201.850006,202.460007,1174700,178.839355
"166",202.199997,203.080002,201.330002,202.919998,991300,179.245667
"167",202.919998,203.690002,202,203.690002,1196200,179.925888
"168",204.320007,204.619995,203.020004,204.320007,1567900,180.48233
"169",204.610001,204.910004,203.229996,203.559998,1413000,179.811005
"170",202.25,202.529999,200.509995,200.979996,1934500,177.531967
"171",201.75,202.25,201.240005,202.050003,2236200,178.477203
"172",201.470001,204.710007,201.470001,204.460007,1701500,180.606018
"173",204.350006,206.119995,203.160004,205.690002,1474000,181.692535
"174",206.460007,209.779999,206.089996,209.559998,1806700,185.111008
"175",209.910004,210.960007,209.259995,209.639999,1441200,185.181671
"176",209.119995,210.289993,208.570007,209.490005,1129600,185.049179
"177",209.149994,211.910004,208.740005,211.429993,1984200,186.762817
"178",212.589996,214.119995,210.660004,213.350006,3636400,188.458832
"179",214,214.039993,212.570007,213.759995,1272400,188.820999
"180",214.229996,214.649994,212.850006,213.559998,1429700,188.644348
"181",211.770004,212.600006,208.309998,210.509995,2987200,185.950165
"182",210.899994,211.619995,210.240005,210.440002,1382400,185.888306
"183",209.639999,211.300003,209.279999,210.759995,1493300,186.171005
"184",210.979996,211.220001,209.369995,210.729996,1609200,186.144485
"185",211.259995,212.830002,210.929993,211.029999,1224600,186.40947
"186",211.089996,211.380005,208.160004,209.479996,1865100,185.040329
"187",208.300003,209.880005,208.25,209.550003,2092800,185.102173
"188",209.059998,209.899994,208.729996,209.899994,1632200,185.411316
"189",210.729996,212.789993,210.029999,212.759995,1292100,187.937637
"190",212.619995,214.600006,211.380005,214.570007,1634900,189.536499
"191",214.850006,216.940002,214.5,216.520004,1636400,191.258987
"192",216.490005,217.610001,215.899994,216.369995,1740500,191.126495
"193",216,216.539993,215.270004,216.520004,1650800,191.258987
"194",215.960007,217.210007,215.690002,216.679993,1054600,191.400345
"195",217.380005,217.600006,216.550003,216.75,1170900,191.462158
"196",216.75,216.860001,214.660004,216.509995,2052900,191.250122
"197",216.600006,217.639999,216.289993,217.589996,1908000,192.204147
"198",218.830002,219.759995,216.800003,217.720001,1461600,192.319016
"199",217.699997,218.729996,217.199997,218.720001,1185200,193.202316
"200",218.490005,218.720001,216.470001,217.75,2150800,192.34549
"201",217.520004,218.639999,217.369995,218.270004,1413600,192.80484
"202",218.490005,219.25,217.470001,219.240005,1369000,193.661652
"203",219.949997,221.320007,219.190002,221.320007,1647800,195.498947
"204",221.759995,222.779999,221.199997,221.550003,2161300,195.702148
"205",229,238.899994,228.990005,234.649994,6508400,207.273788
"206",235.009995,237.940002,233.940002,237.679993,4114500,209.950272
"207",238.259995,238.800003,232.309998,232.940002,3385000,205.763306
"208",234.229996,234.949997,232.550003,234.740005,2000400,207.353302
"209",233.660004,233.660004,230.639999,231.020004,2722600,204.067291
"210",231.380005,231.600006,229.809998,230.190002,1908200,203.334152
"211",231,231.759995,229.110001,230.179993,1389900,203.325302
"212",230.240005,232.800003,229.550003,232.229996,1609500,205.136124
"213",231.559998,232.580002,230.919998,232.220001,1582700,205.127319
"214",232.220001,232.630005,230.149994,230.309998,1334700,203.44014
"215",230.380005,230.770004,229.139999,230.050003,1553600,203.210449
"216",229.839996,230.649994,229.380005,229.830002,1510200,203.016159
"217",228.539993,229.399994,227.050003,228.389999,1575800,201.744141
"218",227.470001,228.440002,226.160004,227.449997,1295800,200.913834
"219",226.729996,228.429993,226.259995,228.220001,1765300,201.593979
"220",228.139999,229.960007,226.75,229.330002,1393200,202.574478
"221",228.070007,228.509995,226.039993,227.399994,1512100,200.869614
"222",227.789993,229.990005,227.789993,229.419998,1224800,202.653976
"223",228.429993,229.919998,227.740005,229.360001,1741800,202.600983
"224",229.899994,233.589996,229.550003,231.490005,1700000,204.482498
"225",232.210007,235.710007,232.210007,234.089996,2122600,206.779114
"226",233.059998,233.860001,231.399994,231.580002,1371800,205.593948
"227",232.029999,232.039993,230.809998,231.380005,659100,205.416367
"228",231.75,234.529999,231.130005,234,1780800,207.742371
"229",234.119995,235.940002,233.380005,235.630005,1871700,209.189499
"230",236.050003,238.190002,235.639999,238.009995,1754600,211.302414
"231",238.860001,243.449997,237.690002,243.139999,4003400,215.856796
"232",243.190002,243.630005,239.149994,241.149994,2232300,214.090057
"233",243.050003,244.229996,238.509995,239.259995,2468700,212.41217
"234",240.220001,240.259995,237.860001,238.259995,1543100,211.524323
"235",240.330002,241.080002,236.970001,238.669998,1924100,211.888351
"236",238.449997,241.289993,237.929993,240.300003,1367100,213.335449
"237",240,241.009995,237.490005,238.130005,1999800,211.408951
"238",239.190002,240.210007,237.860001,239.300003,1742900,212.447678
"239",236.580002,241.679993,236.119995,236.580002,2766300,210.032867
"240",236.910004,239.589996,236.630005,239.110001,2707900,212.278976
"241",240.320007,240.800003,237.809998,238.080002,1984700,211.364563
"242",239.190002,239.679993,237.649994,238,4518700,211.293549
"243",238.580002,240.009995,237.149994,238.419998,2237300,211.666443
"244",239.470001,239.740005,236.899994,238.389999,1868900,211.639786
"245",238.199997,238.470001,236.490005,236.919998,1621600,210.334702
"246",236,237.25,234.410004,234.779999,2241600,208.43486
"247",235.360001,236.080002,234.279999,234.729996,1280600,208.390427
"248",235.080002,236.279999,235.029999,235.449997,789100,209.029663
"249",235.520004,236.539993,234.839996,236.199997,970500,209.69548
"250",236.940002,237.080002,235.279999,235.720001,1189700,209.269394
"251",236.479996,237.309998,235.369995,235.369995,1343900,208.958649
"252",235.779999,237.070007,232.809998,235.639999,2931000,209.198364
"253",235.070007,235.729996,233.289993,235.630005,2193700,209.189499
"254",237,239.440002,236.470001,238.710007,2243100,211.923859
"255",238.649994,240.899994,237.740005,240.570007,1835900,213.575134
"256",239.380005,240.940002,239.179993,239.789993,1869000,212.88269
"257",239.600006,241.779999,239.339996,241.279999,1695100,214.205475
"258",241,242.570007,240.029999,241.139999,1640900,214.081207
"259",240.740005,242.339996,239.75,242.309998,1487700,215.119858
"260",243.070007,246,242.5,244.470001,1974300,217.037491
"261",245.300003,247.190002,243.830002,244.740005,2411100,217.277237
"262",246.850006,248.529999,245.800003,248.110001,2519000,220.269058
"263",248.130005,249,244.919998,245.910004,2233500,218.315918
"264",246.630005,248.5,245.600006,248.179993,2013500,220.331207
"265",247.130005,247.889999,245.080002,247.300003,1660500,219.549973
"266",246.910004,247.259995,245.119995,246.309998,1822700,218.671036
"267",247.990005,248.539993,246.25,247.690002,3471000,219.896179
"268",250,254.800003,247.100006,252.360001,3507900,224.042175
"269",253.429993,259.769989,253.389999,258.630005,3730600,229.608597
"270",258.51001,259.339996,255.970001,256.01001,2306300,227.282608
"271",255.600006,255.690002,251.410004,251.539993,2412600,223.314148
"272",251.490005,253.130005,249.600006,250.5,3136400,222.390884
"273",247.440002,250.089996,246.179993,247.940002,2665500,220.118149
"274",246.429993,248.75,244.880005,245.169998,3925700,217.658951
"275",243.5,244.399994,226.009995,231.440002,6590500,205.469635
"276",227.509995,234.570007,226.809998,233.630005,5108100,207.413925
"277",233.190002,237.520004,232.820007,233.190002,2885600,207.023285
"278",233.160004,233.309998,222.649994,222.889999,3751300,197.879059
"279",224.610001,226.960007,218.179993,225.210007,4518600,199.938736
"280",227.490005,230.380005,226.100006,229.190002,3290400,203.472122
"281",229.710007,231.970001,228.929993,231.360001,2523600,205.398636
"282",229.449997,232.869995,228.470001,232,2337800,205.966827
"283",233.309998,234.899994,230.880005,234.869995,2127500,209.744278
"284",234.970001,238.440002,233.389999,236.669998,2221800,211.351715
"285",234.539993,236.669998,233.910004,235.070007,2675900,209.922882
"286",234.710007,237.860001,232.100006,232.179993,2561400,207.342056
"287",232.429993,237.369995,232.259995,236,2284500,210.753433
"288",236.850006,237.889999,234.389999,237.020004,1616700,211.664322
"289",239.009995,244.860001,238.509995,244.139999,3086800,218.022629
"290",244.610001,244.669998,240.720001,240.779999,1778300,215.022034
"291",241.639999,242.279999,235.399994,235.509995,2461400,210.315811
"292",236.149994,236.830002,229.529999,231.339996,3487100,206.591904
"293",229.75,231.270004,226.330002,230.369995,2912800,205.725677
"294",230,233.710007,228.529999,232.809998,2235300,207.904633
"295",234.050003,235.919998,230.800003,233.660004,2091100,208.663727
"296",231.220001,236.220001,230.589996,235.570007,2213800,210.369446
"297",236.350006,237.690002,234.119995,236.339996,1955200,211.057022
"298",238,241.369995,236.169998,241.350006,1840900,215.531082
"299",242.100006,243.100006,239.300003,239.800003,2151300,214.146881
"300",240.899994,242.970001,236.889999,237.570007,2009900,212.155441
"301",238.800003,239.320007,233.850006,234.289993,2239700,209.226349
"302",235.220001,238.080002,234.199997,235.869995,1770500,210.637329
"303",235.669998,238.169998,235.669998,237.220001,4858000,211.84288
"304",236.009995,236.330002,230.259995,231.559998,2621700,206.788376
"305",232.119995,234.389999,231.580002,232.449997,1728000,207.583191
"306",233,237.220001,232.309998,234.139999,1588300,209.092377
"307",232.039993,232.119995,222.800003,223.169998,4295500,199.295914
"308",223.5,224.270004,215.270004,215.360001,4221200,192.321396
"309",217.860001,220.800003,215.179993,220.240005,3574000,196.679367
"310",221.020004,221.860001,214.729996,215.869995,2696700,192.776871
"311",217.229996,219.660004,214.910004,216.539993,2522900,193.375168
"312",217.789993,221.380005,217.460007,219.520004,2643000,196.036423
"313",218.050003,218.720001,209.470001,212.619995,3840800,189.874542
"314",213,216.460007,210.929993,216.330002,3006800,193.187637
"315",212.389999,217.919998,211.119995,217.559998,2488800,194.286057
"316",218.639999,220.309998,216.559998,218.669998,2879900,195.277328
"317",217.399994,218.850006,211,212.25,2503900,189.544113
"318",213.75,216.860001,212.399994,212.809998,2186100,190.044205
"319",215.320007,218.710007,215.229996,216.979996,2857400,193.768097
"320",214.199997,215.889999,213.5,214.330002,1819800,191.401611
"321",215.720001,217.679993,215.009995,216.419998,2292900,193.268021
"322",218.089996,218.679993,214.460007,215.520004,2034500,192.464294
"323",217.199997,219.270004,216.589996,217.699997,2060500,194.411087
"324",219.149994,221.690002,218.740005,220.089996,1853500,196.54538
"325",220.389999,221.009995,219.160004,219.520004,1599300,196.036423
"326",218.039993,219.300003,217.029999,218.850006,1453100,195.438095
"327",218.410004,220.279999,216.740005,217.75,2634300,194.455734
"328",218.020004,218.729996,214.75,215.880005,2520700,192.785797
"329",206.5,206.5,196.889999,201.130005,11671400,179.613678
"330",201.100006,201.75,197.009995,198.839996,6205400,177.568665
"331",198.679993,199.630005,196.169998,197.089996,4124300,176.00589
"332",196.770004,197.110001,194.399994,196.119995,3354800,175.139648
"333",196.960007,198.339996,194.179993,194.389999,4008700,173.594727
"334",194.029999,195.539993,191.440002,195.020004,4710500,174.157318
"335",195.149994,196.410004,194.020004,194.5,4017600,173.692932
"336",194.520004,196.699997,192.350006,195.679993,3425900,174.746719
"337",195.070007,199.929993,194.059998,199.360001,3071700,178.033035
"338",200.059998,201,199.580002,200.259995,2863400,178.836761
"339",200,202.110001,199.559998,201.740005,3273500,180.158447
"340",202.029999,204.729996,201.369995,203.419998,3361300,181.658722
"341",202.610001,205.679993,202.389999,205.029999,2700800,183.096512
"342",204.740005,205.369995,203.660004,205.160004,3155700,183.21257
"343",205.669998,206.039993,204.669998,205.759995,3385900,183.748367
"344",204.960007,205.570007,201.639999,202.410004,2259200,180.756775
"345",200.520004,201.039993,199.050003,200.210007,2913500,178.792114
"346",199.270004,201.399994,198.690002,200.360001,2265800,180.14978
"347",200.279999,200.759995,198.449997,198.960007,2925700,178.891037
"348",200.5,202.929993,200,201.759995,2126500,181.408569
"349",201.960007,202.110001,198.729996,198.970001,2313900,178.900009
"350",197.740005,198.800003,196.559998,198.669998,2737700,178.630264
"351",198.830002,200.179993,196.929993,199.410004,2055000,179.295639
"352",198.330002,199.410004,197.929993,199.029999,1686500,178.953964
"353",198,198.509995,195.100006,195.740005,2346800,175.995834
"354",197.089996,199.380005,196.699997,198.679993,2143100,178.639236
"355",198.110001,198.449997,196.259995,197.229996,5253100,177.335526
"356",198.75,200.419998,198.279999,199.589996,1827000,179.457474
"357",200.729996,201.690002,200.070007,201.059998,2408400,180.779175
"358",201.080002,202.100006,200.889999,201.199997,2246100,180.90506
"359",201.839996,204.050003,201.550003,203.860001,2297300,183.296768
"360",204.179993,205.889999,203.759995,205.070007,2279200,184.384705
"361",204.979996,206.75,204.410004,206.589996,2170200,185.751373
"362",206.589996,206.789993,205,205.119995,2302900,184.429626
"363",205.669998,205.949997,203.949997,204.919998,1806100,184.249832
"364",205.139999,205.660004,203.729996,204.889999,2097900,184.222824
"365",205.759995,206.270004,203.5,203.630005,2221500,183.089966
"366",202.550003,205.059998,200.110001,204.970001,5449500,184.294785
"367",202.529999,204.570007,200.25,204.169998,2842800,183.575455
"368",201.259995,201.830002,198.330002,199.389999,3206800,179.277634
"369",199.339996,200,197.259995,198.080002,2348300,178.099808
"370",197.839996,197.839996,194.589996,195.520004,2420400,175.798019
"371",197.389999,197.440002,195.179993,196.5,2290100,176.679123
"372",195.979996,196.330002,193.639999,195.800003,2922500,176.049759
"373",196.839996,197.949997,195.979996,196.580002,2140200,176.751083
"374",196.570007,199.899994,194.759995,194.919998,2889700,175.258514
"375",195.5,196.850006,194.210007,195.970001,1978700,176.202621
"376",196.470001,199.419998,196.460007,196.720001,2671600,176.876968
"377",195.460007,195.889999,193.509995,195.520004,1815500,175.798019
"378",196.490005,198.949997,195.5,195.830002,1228900,176.076721
"379",197.070007,197.479996,195.029999,197.339996,2019300,177.434448
"380",197.089996,198.059998,196.389999,197.460007,1624500,177.542328
"381",198.139999,200.839996,198.070007,200.529999,1967100,180.302658
"382",201,202.580002,200.389999,201.479996,1688700,181.156845
"383",199.820007,199.820007,197.490005,197.679993,1853100,177.740097
"384",199.169998,200,197.399994,199.320007,1733500,179.214706
"385",200.270004,201.789993,200,201.179993,1625400,180.887085
"386",201.550003,201.580002,200.080002,201.110001,1468000,180.824142
"387",200.990005,203.070007,200.130005,202.070007,1920600,181.687332
"388",202.220001,203.169998,201.350006,202.199997,1945000,181.804199
"389",201.759995,202.289993,199.509995,201.600006,2616400,181.264725
"390",199.330002,202.949997,198.25,201.949997,2325400,181.579407
"391",201.539993,201.539993,197.679993,198.839996,3269100,178.783127
"392",192.940002,202.190002,190.570007,200.679993,8186500,180.4375
"393",200.630005,204.490005,200.520004,204.380005,3345200,183.764297
"394",204.889999,208.440002,204.649994,207.960007,2848300,186.9832
"395",208.679993,210.600006,206.850006,207.419998,2248000,186.497665
"396",208.25,209.25,204.759995,205.119995,2040500,184.429626
"397",207.229996,212.779999,206.5,212.320007,3573100,190.903397
"398",210.979996,211.059998,206.869995,207.050003,2066600,186.164978
"399",205.949997,205.990005,203.850006,205.529999,1699700,184.798294
"400",205.919998,207.580002,205.199997,207.289993,1299900,186.380753
"401",207.449997,207.460007,205.240005,206.699997,1063800,185.850296
"402",208.009995,209.610001,207.369995,208.570007,1314600,187.531677
"403",208.490005,209.039993,206.770004,207.139999,1052100,186.245895
"404",207.139999,207.970001,204.490005,204.779999,1812600,184.123947
"405",203.809998,204.130005,201,201.960007,1893200,181.588409
"406",202.020004,202.789993,199.5,199.839996,1587200,179.68222
"407",199.779999,201.080002,199.410004,200.520004,1719000,180.293671
"408",199.25,201.759995,197.110001,201.389999,2028900,181.075897
"409",202.020004,203.429993,201.820007,203.149994,1640200,182.658371
"410",203.279999,204.990005,201.889999,204.770004,1598900,184.11496
"411",205.720001,205.800003,203.660004,204.600006,2091700,183.962112
"412",205,206.039993,204.389999,205.690002,1709700,184.942184
"413",205.770004,205.770004,203.399994,204.259995,1461300,183.656418
"414",203,203.149994,201.460007,202.75,1367300,183.52063
"415",203.279999,205.490005,203.070007,205.289993,1676600,185.819733
"416",206.179993,208.5,205.850006,208.330002,1777200,188.571396
"417",208.970001,210.119995,208.479996,209.429993,2136700,189.567108
"418",209.169998,210.970001,208.509995,210.460007,2110300,190.49939
"419",209.710007,211.089996,209.229996,210.220001,2240800,190.28215
"420",209.570007,211.720001,209.440002,210.919998,1943500,190.915771
"421",210.550003,210.75,207.550003,208.600006,2108500,188.815826
"422",208.289993,211.910004,207.350006,211.830002,1951500,191.739441
"423",212,213.369995,211.070007,212.740005,2363500,192.563156
"424",212.240005,212.970001,209.970001,212.570007,2739200,192.409271
"425",213.679993,216.369995,212.860001,212.929993,2399700,192.735138
"426",211.360001,212.220001,210,211.779999,1967500,191.694183
"427",212.300003,214.759995,205.899994,206.710007,4937000,187.105057
"428",207.339996,209.139999,206.550003,209.050003,2171300,189.223114
"429",208.839996,210.300003,207.149994,207.880005,1721600,188.164108
"430",207.460007,210.190002,207.300003,209.529999,1610400,189.657623
"431",210.240005,211.830002,208.429993,211.529999,1652900,191.467926
"432",211.770004,214.139999,211.630005,213.119995,1884500,192.907135
"433",214.699997,217,213.259995,215.270004,2075100,194.85321
"434",217.320007,217.869995,215.610001,216.330002,5563700,195.812668
"435",215.389999,215.869995,212.690002,213.509995,2044800,193.260117
"436",214.130005,214.130005,210.279999,210.639999,2090600,190.662338
"437",211.490005,212.589996,210.639999,211.070007,1677700,191.051544
"438",212,212.869995,210,210.110001,1609800,190.182617
"439",209.529999,211.279999,208.869995,210.710007,2500200,190.725677
"440",212.399994,213.399994,211.309998,212.190002,1828800,192.065323
"441",212.380005,215.839996,212.100006,215.710007,1749400,195.25148
"442",216,217.339996,214.940002,215.759995,2139200,195.296753
