"","UPS.Open","UPS.High","UPS.Low","UPS.Close","UPS.Volume","UPS.Adjusted"
"161",114,114.839996,113.839996,114.599998,1594100,101.330208
"162",114.120003,114.120003,113.260002,113.550003,1528400,100.401787
"163",113.839996,113.959999,113.239998,113.349998,1147500,100.224945
"164",113.739998,114.110001,113.330002,113.400002,2015100,100.269157
"165",113.790001,114.059998,113.580002,113.790001,1928000,100.613983
"166",113.550003,115.010002,112.959999,114.889999,2083100,101.586639
"167",114.879997,115.639999,114.870003,114.970001,1968500,101.657379
"168",115.470001,115.470001,113.889999,114.360001,3262200,101.117996
"169",114.720001,115.040001,114.389999,114.389999,1548400,101.144531
"170",114.110001,114.370003,113.540001,113.919998,1771500,100.728958
"171",114.25,114.559998,113.730003,113.809998,2144400,100.631706
"172",113.879997,114.779999,113.879997,114.669998,1616300,101.392105
"173",114.610001,115.410004,114.059998,115.050003,1645400,101.728127
"174",115.5,116.370003,115.309998,116.199997,2021500,102.744934
"175",116.230003,117.529999,115.980003,117.150002,2151700,103.584938
"176",116.839996,117.650002,116.660004,117.059998,2302600,103.505371
"177",116.699997,117.480003,116.5,117.379997,2102800,103.7883
"178",117.360001,118,117.099998,117.900002,3411300,104.248093
"179",117.93,118.360001,117.400002,117.589996,2292400,103.973984
"180",117.589996,117.980003,116.889999,116.970001,2002700,103.425789
"181",116.959999,118.389999,116.650002,117.830002,3481800,104.186211
"182",117.830002,118,117.080002,117.260002,1765700,103.682213
"183",117.389999,118.050003,117.139999,117.669998,1883300,104.044724
"184",118.07,118.290001,117.160004,118.220001,2361100,104.531052
"185",118.019997,119,116.989998,118.919998,2870700,105.149994
"186",118.690002,119.169998,118.379997,118.620003,2302400,104.88472
"187",118.559998,119.720001,118.32,119.610001,1629300,105.760086
"188",119.559998,120.419998,119.43,120.089996,2445800,106.184509
"189",120,120.800003,119.860001,120.790001,1989900,106.803452
"190",120.330002,120.57,119.510002,119.709999,1857000,105.848518
"191",119.510002,119.620003,118.68,119,2309700,105.220726
"192",116.779999,118.199997,116.519997,118.199997,4480300,104.513344
"193",117.989998,118.730003,117.400002,117.699997,2828300,104.071266
"194",118.139999,118.620003,116.919998,117.150002,1839200,103.584938
"195",117.629997,118.599998,117.269997,118.120003,2064200,104.442627
"196",118.120003,118.919998,117.949997,118.919998,1810000,105.149994
"197",118.800003,120.019997,118.650002,119.57,2290300,105.724724
"198",120.040001,120.110001,118.239998,118.360001,1665500,104.654846
"199",118.610001,118.690002,117.459999,118.339996,1247300,104.637146
"200",118,118.230003,117.400002,117.68,1484400,104.053558
"201",117.410004,118.769997,117.410004,118.150002,2089300,104.469147
"202",117.68,119.529999,117.68,119.419998,2119600,105.592079
"203",119.589996,120.43,119.510002,119.760002,2427600,105.892738
"204",120.239998,120.410004,119.629997,119.68,2052200,105.821983
"205",120.18,120.419998,119.620003,119.699997,1845600,105.839668
"206",119.580002,119.739998,118.440002,118.550003,3397000,104.822838
"207",118.290001,120.790001,117,119.330002,4104500,105.51252
"208",119.309998,121.75,119.309998,120.75,3638300,106.768082
"209",120.519997,120.519997,117.839996,118.089996,3442000,104.416092
"210",118.5,118.790001,117.449997,117.529999,2499000,103.920929
"211",117.940002,118.169998,117.18,117.459999,2088600,103.859047
"212",117.620003,117.75,115.040001,116.870003,3522300,103.337364
"213",116.870003,116.870003,115.169998,115.459999,2957600,102.090622
"214",115.580002,116,113.599998,113.919998,3351100,100.728958
"215",113.830002,114.860001,113.629997,113.949997,2730400,100.755478
"216",113.660004,113.699997,112.650002,113.129997,2371900,100.030426
"217",112.830002,113,111.720001,112.550003,2713900,99.517578
"218",111.57,113.269997,111.300003,113.230003,2840000,100.862663
"219",114.07,114.860001,113.529999,114.809998,3301300,102.270096
"220",114.300003,114.5,113.669998,114.07,3238200,101.610901
"221",113.75,114.290001,112.660004,112.889999,2153400,100.559784
"222",113.690002,114.209999,112.970001,113.699997,2518400,101.281326
"223",113.330002,113.5,112.559998,112.940002,2155400,100.60434
"224",113.18,113.510002,112.82,113.199997,2811100,100.835938
"225",113.050003,114.139999,112.800003,113.919998,2205400,101.477303
"226",113.93,114.190002,113.589996,113.769997,1846200,101.343689
"227",114,114.190002,112.959999,113.139999,891700,100.782494
"228",113.419998,114.660004,113.370003,114.540001,3060500,102.029564
"229",115.110001,115.43,114.389999,115.190002,2025800,102.608582
"230",118.339996,119.260002,115.330002,119.040001,4122100,106.038063
"231",119.040001,122,119.029999,121.449997,5654200,108.184845
"232",121.889999,121.889999,119.099998,120.309998,3141900,107.16938
"233",122.099998,125.160004,122.099998,123.720001,4535000,110.206909
"234",123.830002,124,120.279999,120.370003,3690900,107.222801
"235",118.440002,119.949997,117.970001,118.290001,3347000,105.370003
"236",118.360001,120.019997,117.849998,119.730003,3280000,106.65271
"237",120.059998,120.129997,117.889999,119.559998,3030400,106.501282
"238",118.080002,119.410004,117.559998,118.050003,2765500,105.156204
"239",117.910004,118.879997,117.610001,118.160004,2541000,105.254189
"240",118.480003,119.330002,118.040001,118.400002,2738500,105.467979
"241",118.339996,118.339996,116.330002,116.839996,2817400,104.078354
"242",117.449997,118.599998,117.309998,118,4997200,105.111664
"243",118.779999,119.919998,118.610001,118.809998,2581000,105.833191
"244",119.160004,119.489998,118.550003,119,2111200,106.002434
"245",120.68,120.730003,118.220001,118.330002,3420000,105.405632
"246",118.849998,118.849998,117.5,118.580002,3377700,105.628334
"247",119,119,118.209999,118.639999,1933400,105.681763
"248",118.940002,119.080002,118.089996,118.260002,1309100,105.343269
"249",118.199997,119.129997,118.050003,119.080002,1508000,106.073708
"250",119.489998,119.559998,118.510002,119.050003,1367300,106.046989
"251",119.050003,120.32,119,119.150002,2614400,106.136063
"252",120.040001,123.709999,119.610001,123.669998,5413000,110.162361
"253",124.150002,126.690002,123.900002,126.410004,5655600,112.603111
"254",127.010002,128.949997,126.709999,127.230003,5473100,113.333534
"255",127.82,128.660004,125.769997,127.620003,3699200,113.680931
"256",128.110001,129.520004,127.739998,129.169998,3243000,115.061638
"257",129.229996,130,128.860001,129.110001,2957700,115.008202
"258",128.520004,130.460007,128.490005,129.789993,2927900,115.613922
"259",130.360001,133.770004,130.020004,133.460007,4252300,118.883072
"260",133.449997,134.330002,133,134.089996,4212500,119.444267
"261",134.410004,134.710007,131.759995,132.880005,4126500,118.366417
"262",133.529999,134.300003,132.389999,134.009995,3508800,119.373001
"263",134.649994,135.529999,133.529999,133.589996,3371100,118.998878
"264",133.860001,134.020004,131.919998,133.080002,3891700,118.544579
"265",132.520004,132.990005,131.139999,132.860001,3100000,118.348595
"266",132.869995,132.869995,130.910004,132.070007,2952700,117.64492
"267",132.509995,132.960007,130.149994,131.690002,2862900,117.306412
"268",131.960007,131.970001,129.710007,131.289993,3166800,116.950096
"269",131.210007,132.720001,131.039993,132.720001,2044500,118.223907
"270",132.759995,133.559998,130.610001,130.639999,2753800,116.371109
"271",130.369995,130.740005,128.100006,128.110001,4124900,114.117416
"272",128.5,128.970001,126.25,127.32,5788300,113.413704
"273",119.220001,121,118.07,119.510002,14405900,106.456741
"274",118.989998,119.139999,115.519997,116.470001,9235600,103.748779
"275",115.889999,116.309998,113.209999,113.300003,8119600,100.925026
"276",112.620003,115.889999,109.68,112.709999,11749100,100.39946
"277",112.389999,113.260002,111.620003,111.910004,7219700,99.686829
"278",111.760002,112.5,109.230003,109.279999,6999100,97.344078
"279",108.099998,108.110001,103.809998,106.389999,11369600,94.769737
"280",107,107.080002,105.410004,106.309998,6677300,94.698456
"281",105.989998,108.769997,105.5,107.559998,7557900,95.811951
"282",106.690002,107.099998,105.089996,106.599998,6504000,94.95681
"283",107.150002,108.330002,105.519997,108.309998,5535100,96.480034
"284",107.110001,107.660004,105.900002,106.400002,6119600,95.581718
"285",106.25,106.650002,104.330002,104.709999,5228600,94.063545
"286",104.739998,107.050003,104.510002,104.699997,5516000,94.054558
"287",105.349998,106.480003,104.650002,105.080002,3357000,94.39592
"288",104.400002,105.620003,104.339996,105.610001,4417000,94.872047
"289",106.699997,108.440002,106.010002,108.07,4092400,97.081909
"290",108.239998,108.559998,105.68,105.690002,3605100,94.943901
"291",106.400002,106.599998,104.379997,104.410004,3729200,93.79406
"292",104.959999,109.290001,103.949997,106.43,8701900,95.60865
"293",105.760002,106.300003,104.370003,105.370003,4670600,94.656441
"294",105.339996,106.169998,104.629997,105.809998,4997400,95.051697
"295",107.489998,110.040001,106.309998,109.800003,8590500,98.636024
"296",109.019997,109.550003,107.830002,109.209999,7097600,98.106018
"297",109.410004,110.540001,106.970001,108.800003,6079000,97.737694
"298",109.529999,110.419998,108.910004,110.379997,3201900,99.157028
"299",110.220001,110.75,108.889999,108.910004,3124800,97.83651
"300",109.699997,110.559998,109.120003,109.330002,3517900,98.213806
"301",110.029999,110.169998,108.519997,108.760002,2310900,97.701767
"302",109.040001,110.010002,108.910004,109.720001,2718300,98.564148
"303",109.57,111.199997,109.57,110.910004,5679200,99.633163
"304",110.300003,110.889999,107.440002,108.459999,3351200,97.432259
"305",108.639999,109.330002,107.519997,108.029999,2513000,97.04599
"306",108.190002,109.580002,107.639999,107.650002,2805100,96.704613
"307",106.730003,107.120003,104.260002,104.449997,4150000,93.829987
"308",104.889999,105,101.449997,101.660004,4278800,91.323662
"309",103.059998,103.919998,101.900002,103.699997,3836100,93.156227
"310",103.769997,104.660004,101.690002,102.169998,3850200,91.781799
"311",102.32,103.68,101.699997,102.68,3811400,92.239952
"312",103.239998,105.830002,103.150002,104.660004,3813400,94.018631
"313",104.330002,105.43,102.400002,103.839996,4594400,93.282005
"314",104.410004,105.620003,103.760002,105.540001,4453200,94.809166
"315",103.809998,106.470001,103.330002,106.410004,3832800,95.590706
"316",106.610001,107.370003,105.349998,107.18,3154700,96.28241
"317",106.480003,106.629997,104.389999,105.330002,4397200,94.620499
"318",105.559998,106.260002,104.360001,104.599998,3938500,93.964745
"319",105.559998,106.849998,105.559998,106.019997,2751100,95.240341
"320",105.239998,106.75,105.050003,106.089996,1623900,95.303238
"321",106.589996,107.639999,106.529999,106.989998,2e+06,96.111725
"322",107.480003,108.339996,106.599998,107.25,3970800,96.345284
"323",108.300003,109.389999,108.160004,109.25,4595600,98.14193
"324",109.540001,109.849998,108.660004,109.519997,2832900,98.384483
"325",109.870003,111.029999,108.610001,110.900002,3559500,99.624191
"326",110.699997,110.699997,108.989998,109.68,2737200,98.528221
"327",109.910004,109.910004,107.989998,108.550003,3632400,97.513115
"328",108.699997,109.220001,108.419998,109.110001,2246600,98.016182
"329",109.150002,109.57,107.300003,108.220001,3626100,97.216652
"330",107.980003,108.879997,107.410004,108.660004,3195100,97.611938
"331",108.050003,114.279999,107.709999,113.279999,7309000,101.762192
"332",113.07,114,112.730003,113.989998,4557400,102.400009
"333",114.18,114.459999,112.860001,113.5,4479400,101.959816
"334",113.550003,113.900002,111.480003,112.449997,4376200,101.016586
"335",112.080002,112.25,110.580002,111.150002,3563800,99.848755
"336",110.779999,110.970001,108.160004,109.809998,4079400,98.644989
"337",109.190002,111.809998,108.809998,111.309998,2412800,99.992477
"338",111.790001,112.75,111.470001,112.120003,2583800,100.720139
"339",112,113.209999,110.629997,111.269997,2848700,99.956551
"340",111.339996,111.690002,110.32,111.400002,3205400,100.073334
"341",111.93,114.120003,111.540001,113.989998,2477900,102.400009
"342",113.940002,115.989998,113.720001,115.449997,3388100,103.71154
"343",117.949997,118.769997,116.120003,116.339996,4618600,104.511078
"344",115.779999,116.470001,114.849998,115.610001,3480400,103.855278
"345",115.540001,116.669998,115.529999,116.32,1970000,104.493088
"346",116.589996,117.440002,116.400002,116.589996,3697200,104.735626
"347",115.669998,115.93,115.099998,115.379997,2450900,104.464027
"348",116,117.279999,115.5,117.080002,3333300,106.003197
"349",117.010002,117.139999,115.290001,115.360001,2027100,104.445915
"350",114.849998,115.419998,113.779999,115.279999,2013600,104.373482
"351",115.379997,115.809998,114.410004,115.629997,2303400,104.690369
"352",115.489998,115.900002,115.199997,115.489998,1583600,104.563614
"353",114.870003,114.949997,113.010002,113.830002,2724100,103.060677
"354",114.120003,116.75,113.910004,116.690002,2911700,105.650093
"355",116.459999,116.830002,115.910004,116.120003,5893000,105.134018
"356",116.690002,117.290001,116.32,117.25,2237800,106.157097
"357",117.610001,118.269997,116.919998,116.970001,2248500,105.903603
"358",116.800003,117.779999,116.550003,116.809998,3341000,105.758736
"359",117,117.510002,115.900002,117.019997,2783700,105.94886
"360",117.169998,117.339996,115.800003,116.190002,3106400,105.197388
"361",116.150002,116.650002,115.739998,116.599998,2879800,105.568596
"362",116.599998,117.75,116.559998,116.849998,2004700,105.794945
"363",117.610001,119.169998,117.32,118.339996,3414600,107.143974
"364",118.489998,118.599998,117.110001,117.330002,1668400,106.229546
"365",117.440002,117.730003,116.550003,117.190002,1869300,106.102768
"366",116.610001,117.360001,116.050003,116.769997,4286900,105.722519
"367",116.190002,117.300003,115.800003,116.769997,2177100,105.722519
"368",116,116,114.110001,114.82,2739000,103.957001
"369",114.75,114.779999,113.529999,113.650002,3112600,102.89769
"370",113.660004,114.07,112.32,113.419998,2721900,102.689453
"371",114.900002,115.790001,113.629997,113.699997,3536300,102.942963
"372",113.040001,113.040001,109.389999,110.199997,4044300,99.774086
"373",110.389999,110.699997,109.199997,109.57,2332300,99.20369
"374",109.669998,110.160004,108.25,108.379997,2940800,98.126266
"375",106.75,106.949997,105.099998,105.879997,6173000,95.862793
"376",106.300003,107.25,106.150002,106.230003,3409300,96.179695
"377",105.870003,106.470001,105.419998,105.879997,2252300,95.862793
"378",106.260002,106.849998,105.459999,105.760002,1145700,95.754158
"379",105.989998,106.339996,104.940002,106.290001,2866800,96.234016
"380",106.480003,106.690002,105.120003,106.029999,2022400,95.998611
"381",106.300003,108.720001,106.269997,108.589996,2103600,98.316414
"382",108.699997,108.970001,107.970001,108.510002,1503900,98.244003
"383",107.699997,108.169998,107.040001,107.330002,1765000,97.175621
"384",108.080002,109.029999,107.809998,108.529999,1920100,98.262085
"385",108.370003,109.410004,107.93,108.970001,1997900,98.660461
"386",111.129997,111.57,109.839996,110.650002,4288800,100.181519
"387",110.660004,111.18,109.660004,111.07,2102400,100.561783
"388",110.959999,112.629997,110.809998,112.160004,2798600,101.548668
"389",111.889999,112.900002,111.449997,112.839996,2457900,102.16433
"390",112.019997,112.550003,111.75,112.07,1776000,101.467178
"391",112.470001,113,112.199997,112.709999,1871000,102.046623
"392",113.339996,113.669998,111.949997,112.440002,2646000,101.802177
"393",112.25,120.440002,112.25,120.199997,6725700,108.828003
"394",119.989998,120.68,118.050003,118.870003,3630300,107.623833
"395",119.239998,119.239998,118.150002,118.660004,2094700,107.433708
"396",118.809998,119.940002,118.540001,118.709999,2020400,107.478966
"397",119.620003,121.360001,119.309998,119.889999,2395100,108.547333
"398",119.889999,120,117.800003,119.360001,1913000,108.067474
"399",119,119.199997,118.029999,118.599998,1653500,107.379379
"400",118.620003,119.339996,118.199997,119.150002,1912900,107.87735
"401",118.849998,119.93,118.849998,119.540001,1603400,108.230453
"402",119.519997,120.139999,118.639999,120.010002,1957400,108.655975
"403",120.010002,120.790001,119.809998,120.580002,1603100,109.17205
"404",120.230003,121.849998,120.129997,120.870003,2050100,109.434624
"405",120.519997,120.790001,119,119.269997,2341400,107.985992
"406",119.220001,119.480003,117.720001,118.160004,2339100,106.981003
"407",118.260002,120.150002,118.260002,118.980003,1914800,107.723427
"408",118.480003,120.480003,117.860001,120.050003,2619100,108.6922
"409",120.480003,121.599998,119.889999,121.110001,2126800,109.651917
"410",120.449997,121.879997,119.980003,121.800003,2384200,111.111511
"411",121.800003,122.940002,121.699997,122.550003,2272500,111.7957
"412",122.5,123.220001,122.209999,123.010002,2594900,112.215317
"413",123.010002,123.010002,121.699997,121.870003,2272200,111.175362
"414",121.849998,122.230003,121.139999,121.709999,1263600,111.029404
"415",122.099998,122.949997,121.830002,122.739998,1969600,111.969017
"416",122.900002,124.07,122.849998,123.849998,2641100,112.981621
"417",124.07,124.440002,122.599998,122.75,2126400,111.978142
"418",122.959999,123.510002,122.400002,123.470001,1528000,112.634956
"419",123.260002,123.620003,122.43,122.849998,1314400,112.069359
"420",122.870003,123.129997,121.860001,122.879997,2188500,112.096725
"421",123.790001,124.400002,123.099998,124.339996,2396900,113.428619
"422",124,124.989998,123.489998,124.660004,2368300,113.720528
"423",124.559998,124.830002,123.459999,123.699997,2282200,112.844772
"424",123.389999,124.389999,122.169998,122.989998,2530000,112.197083
"425",123.690002,125.089996,123.449997,124.339996,2458000,113.428619
"426",123.849998,124.300003,122.849998,123.07,2260400,112.27005
"427",122.910004,123.959999,122.599998,123.300003,3243100,112.479866
"428",123.089996,124.949997,119.059998,119.699997,5029200,109.195786
"429",120.300003,120.860001,119.010002,120.389999,3730600,109.825241
"430",120.580002,121.019997,118.639999,119.089996,2945200,108.63932
"431",118.699997,119.68,117.349998,118.239998,2851300,107.863907
"432",118.300003,118.790001,117.870003,118.25,1944800,107.873032
"433",118.93,119.599998,118.550003,119.120003,1905500,108.666687
"434",119.410004,120.050003,118.43,118.489998,4348400,108.091965
"435",118.300003,118.68,117.059998,117.330002,1889400,107.033768
"436",117.639999,117.75,115.970001,116.260002,2108700,106.057663
"437",116.260002,117.349998,116.25,116.699997,2220600,106.459053
"438",116.5,117.339996,116.190002,116.730003,1599800,106.486412
"439",116.459999,116.860001,115.730003,116.75,2641800,106.504662
"440",118.550003,118.860001,117.190002,117.459999,1820200,107.152351
"441",117.480003,117.550003,116.639999,116.989998,1336100,106.72361
"442",117.5,118.540001,117.410004,117.779999,1802900,107.444275
"443",117.480003,118.339996,116.300003,117.309998,1799800,107.015518
"444",117.459999,118.139999,116.239998,117.239998,2039200,106.951675
