"","STE.Open","STE.High","STE.Low","STE.Close","STE.Volume","STE.Adjusted"
"75",71,71.239998,70.470001,70.949997,369900,67.594055
"76",70.830002,70.989998,70.290001,70.440002,250900,67.108177
"77",71.129997,71.900002,70.790001,71.800003,291600,68.403847
"78",71.989998,72.68,71.5,72.290001,512600,68.870689
"79",72.480003,73.349998,72.480003,72.980003,327000,69.528038
"80",73.099998,73.959999,72.849998,73.870003,379100,70.375916
"81",74.019997,74.879997,73.190002,73.800003,608900,70.30925
"82",74.169998,74.709999,73.5,74.169998,378400,70.661743
"83",74.050003,74.400002,73.660004,74.389999,505400,70.871338
"84",74.970001,75.830002,74.449997,75.260002,1151500,71.700172
"85",75.419998,75.68,74.879997,75.25,407300,71.690651
"86",75.650002,75.82,75.120003,75.709999,584200,72.128883
"87",75.730003,75.730003,74.980003,75.300003,651500,71.738297
"88",75.080002,77.5,75.080002,75.919998,930700,72.328964
"89",75.879997,76.519997,75.400002,76.379997,667000,72.767197
"90",76.040001,76.040001,74.800003,75.190002,606200,71.633484
"91",74.879997,75.339996,74.669998,75,379000,71.452469
"92",74.400002,75.57,74.400002,75.120003,304800,71.566811
"93",75.360001,75.540001,74.800003,75.260002,354900,71.700172
"94",75.260002,75.260002,74.139999,74.150002,487900,70.6427
"95",74.080002,74.889999,73.849998,74.620003,415500,71.090477
"96",75.110001,75.830002,74.940002,75.580002,397300,72.005051
"97",75.650002,76.290001,75.650002,75.849998,309200,72.262268
"98",76.019997,76.489998,75.879997,76.279999,416500,72.671928
"99",76.059998,76.860001,76.059998,76.669998,360300,73.043488
"100",76.809998,77.489998,76.519997,77.370003,430200,73.710396
"101",77.040001,77.379997,76.830002,77.099998,377900,73.45314
"102",76.949997,77.260002,76.470001,77.07,232000,73.424561
"103",77.580002,77.910004,77.199997,77.559998,344400,73.89138
"104",78,79.349998,77.779999,79.260002,618300,75.510986
"105",79.5,80.599998,79.269997,79.449997,687600,75.692001
"106",79.43,80.230003,78.940002,79.059998,501800,75.586838
"107",78.650002,79.68,78.650002,78.949997,469700,75.481667
"108",79.099998,79.400002,78.860001,79.019997,353000,75.548607
"109",78.93,80.239998,78.690002,80.099998,437300,76.581139
"110",80.160004,80.720001,79.220001,79.779999,344100,76.2752
"111",79.639999,80.040001,79.190002,79.440002,486200,75.95015
"112",79.709999,80.900002,79.68,80.459999,483300,76.925323
"113",80.610001,81.309998,80.610001,80.900002,472100,77.346001
"114",80.440002,81.089996,80.080002,80.879997,446500,77.326866
"115",80.690002,82.040001,80.690002,81.879997,735800,78.282951
"116",82.269997,82.82,81.959999,82.449997,375200,78.827888
"117",82.559998,82.900002,81.220001,81.349998,371100,77.776245
"118",81.449997,82.720001,81.449997,81.839996,449700,78.244682
"119",81.599998,82.5,81.349998,81.889999,372000,78.292511
"120",82.059998,83.480003,81.800003,82.510002,6035200,78.885246
"121",82.669998,83.540001,82.400002,83.110001,585100,79.458916
"122",82.980003,83.400002,81.370003,81.470001,604500,77.890961
"123",81.949997,83.260002,81.580002,82.32,689800,78.703621
"124",82.230003,82.480003,81.089996,81.629997,496900,78.04393
"125",82.190002,82.32,81.5,81.5,421400,77.919624
"126",81.5,82.550003,81.440002,81.5,245500,77.919624
"127",81.610001,82.75,81.07,82.389999,608300,78.770554
"128",81.699997,82.150002,80.830002,80.830002,599900,77.279068
"129",80.889999,82.160004,80.739998,82.099998,367800,78.493271
"130",81.830002,82.309998,81.470001,82.059998,410700,78.45504
"131",82.050003,82.459999,81.610001,81.919998,302500,78.321198
"132",82.419998,83.330002,82.400002,82.959999,408000,79.315506
"133",82.919998,83.07,81.93,82.220001,500600,78.608009
"134",82.190002,82.949997,81.889999,82.529999,312200,78.904396
"135",82.800003,82.800003,82,82.449997,477100,78.827888
"136",82.440002,82.449997,81.769997,81.910004,460200,78.31163
"137",82.029999,82.239998,81.559998,81.980003,464400,78.378548
"138",82.120003,82.440002,81.830002,82.190002,404500,78.579338
"139",82.190002,82.379997,81.699997,82.150002,251200,78.541084
"140",82.139999,82.839996,81.849998,82.769997,332300,79.133842
"141",82.660004,83.290001,82.529999,83.129997,412700,79.478035
"142",82.980003,83.360001,82.459999,82.5,240900,78.87571
"143",82.610001,82.610001,81.580002,82.010002,317000,78.407249
"144",81.919998,82.400002,81.540001,81.870003,460000,78.273392
"145",82.019997,82.110001,81.599998,81.849998,275100,78.25425
"146",82.480003,83.419998,82.339996,82.699997,445900,79.066925
"147",82.730003,82.730003,81.660004,82.269997,341200,78.655807
"148",82.040001,82.610001,81.910004,82.220001,409800,78.608009
"149",82.470001,82.5,81.970001,82.480003,230700,78.856598
"150",82.440002,82.589996,81.940002,82.209999,667200,78.598442
"151",86.699997,87.489998,84.800003,86.699997,1221000,82.891197
"152",86.080002,86.730003,85.800003,86.230003,622700,82.441864
"153",86,86.139999,84.519997,84.639999,322200,80.9217
"154",84.419998,85.599998,84.419998,84.940002,358700,81.208519
"155",85.730003,86.75,85.360001,85.68,529500,81.916008
"156",85.699997,86.199997,85.550003,85.980003,363300,82.202827
"157",85.720001,86.779999,85.690002,86.580002,376400,82.776466
"158",86.330002,87.199997,86.220001,86.230003,369700,82.441864
"159",86,86.589996,85.120003,85.129997,392100,81.390175
"160",85.089996,85.269997,84.730003,84.980003,271000,81.246765
"161",84.93,86.470001,84.900002,86.260002,347600,82.470505
"162",85.889999,86.110001,85.110001,85.120003,262200,81.380615
"163",85.260002,85.309998,84.870003,85,270100,81.265892
"164",84.959999,85.209999,84.629997,84.910004,423600,81.476982
"165",85.099998,85.449997,84.610001,85.220001,660400,81.774452
"166",84.830002,85.760002,84.669998,85.459999,330700,82.004738
"167",85.440002,86.110001,85.209999,86,319700,82.522911
"168",86.260002,87.199997,86.169998,87.160004,313600,83.636024
"169",87.169998,87.239998,86.650002,86.879997,363500,83.367332
"170",86.669998,87.260002,86.059998,87.089996,468000,83.568848
"171",87.25,87.269997,86.550003,86.989998,409600,83.472885
"172",87.07,87.160004,86.660004,87,298300,83.482483
"173",86.910004,87.519997,86.699997,87.050003,531600,83.530441
"174",87.709999,88.110001,87.169998,87.480003,397300,83.943069
"175",87.629997,87.629997,86.910004,87.419998,256600,83.885498
"176",87.220001,87.309998,86.809998,87.089996,431600,83.568848
"177",86.860001,87.360001,86.489998,86.800003,318100,83.290581
"178",86.800003,86.959999,86.260002,86.639999,390900,83.137039
"179",86.900002,87.230003,86.480003,86.730003,288200,83.223404
"180",86.830002,87.190002,86.269997,86.900002,495500,83.386528
"181",87.029999,87.290001,86.540001,87.080002,448500,83.559258
"182",87.089996,87.18,86.480003,86.760002,391700,83.252174
"183",86.709999,87.300003,86.699997,87.040001,405700,83.520866
"184",87,87,86.489998,86.5,322900,83.002693
"185",86.82,87.010002,86.629997,86.779999,450600,83.271378
"186",87.07,87.730003,86.519997,87.610001,445800,84.067825
"187",88.080002,88.080002,87.279999,87.660004,286400,84.115814
"188",87.669998,88.43,87.309998,88.400002,454700,84.82589
"189",88.699997,88.919998,87.980003,88.800003,381300,85.209724
"190",89.040001,89.669998,88.809998,89.639999,437800,86.015732
"191",89.610001,90.760002,89.389999,90.32,457300,86.668266
"192",90.300003,91.18,90.059998,91.019997,438800,87.339943
"193",90.910004,91.150002,90.32,90.510002,271600,86.850578
"194",90.370003,90.510002,89.629997,89.910004,216700,86.274826
"195",89.839996,90.019997,89.230003,89.900002,465500,86.265244
"196",90.07,90.220001,89.760002,90,409400,86.361183
"197",90,90.739998,89.790001,90.599998,250200,86.936928
"198",90.379997,90.93,89.290001,89.489998,450500,85.871819
"199",89.970001,90.760002,89.660004,90.669998,269900,87.004089
"200",90.349998,90.970001,90.349998,90.790001,233400,87.119255
"201",90.980003,90.980003,90.209999,90.5,287300,86.840981
"202",90.440002,90.660004,90,90.599998,319500,86.936928
"203",91,91.489998,90.82,91.239998,214700,87.551041
"204",91.510002,92.199997,91.089996,91.269997,242800,87.579834
"205",91.269997,91.559998,90.300003,91.230003,275600,87.541466
"206",91.160004,91.330002,90.339996,91.07,334000,87.387917
"207",90.970001,92,90.970001,91.199997,306100,87.512665
"208",91.279999,92.959999,91.199997,92.800003,386200,89.047981
"209",92.540001,92.589996,91.440002,92.129997,338600,88.405083
"210",92.139999,93.389999,91.699997,93.330002,522100,89.556541
"211",91.610001,91.739998,87.160004,89.25,1042300,85.641525
"212",89.610001,90.419998,87.629997,87.720001,697800,84.173363
"213",87.720001,89.360001,87.410004,88.629997,467200,85.04657
"214",88.230003,88.800003,87.010002,87.199997,345000,83.6744
"215",87.309998,87.459999,86.900002,87.309998,299300,83.779938
"216",87.309998,87.75,86.68,87.690002,239800,84.1446
"217",87.599998,88.339996,87.230003,88.150002,365200,84.585983
"218",88.150002,88.150002,86.339996,86.849998,235400,83.338554
"219",86.580002,87.699997,86.019997,87.529999,353400,83.991051
"220",87.32,88.309998,86.949997,88.260002,315900,84.691544
"221",87.790001,87.949997,86.959999,87.610001,241100,84.067825
"222",87.839996,88.449997,87.599998,87.889999,320800,84.336494
"223",87.449997,88.059998,87.18,87.849998,245500,84.298096
"224",87.949997,88.260002,87.25,88.139999,188300,84.576401
"225",88,88.620003,88,88.580002,290400,85.298607
"226",88.389999,88.389999,87.580002,87.900002,237400,84.643806
"227",87.910004,88.589996,87.650002,88.480003,89200,85.202324
"228",88.440002,88.860001,88.230003,88.449997,199500,85.173424
"229",88.800003,88.93,87.980003,88.93,162700,85.635635
"230",88.93,89.849998,88.849998,89.440002,222600,86.126755
"231",89.510002,90.349998,89.300003,89.959999,324000,86.627495
"232",90.07,90.07,87.910004,89.650002,243100,86.328979
"233",90,90.629997,89.349998,89.470001,355900,86.15564
"234",89.400002,90.080002,88.809998,89.080002,239200,85.78009
"235",88.980003,89.57,88.809998,89,333000,85.703056
"236",89.18,89.18,88.410004,88.739998,280400,85.452682
"237",88.830002,89.239998,88.32,88.449997,317900,85.173424
"238",88.290001,88.739998,87.739998,87.830002,416800,84.576401
"239",87.919998,88.269997,87.669998,87.900002,402000,84.643806
"240",87.959999,88.910004,87.860001,87.93,444100,84.672684
"241",88.010002,88.839996,87.519997,87.57,369500,84.326012
"242",87.669998,89.769997,87.610001,89.190002,1150400,85.886024
"243",89.419998,90.610001,88.989998,89.089996,324500,85.789719
"244",89.349998,90.300003,89.220001,89.980003,314100,86.646759
"245",90.5,90.540001,88.989998,89.290001,271000,85.9823
"246",89.209999,89.790001,88.18,88.25,302500,84.98082
"247",88.389999,88.480003,87.529999,88.129997,427500,84.865265
"248",87.970001,88.629997,87.800003,87.870003,173000,84.614929
"249",87.870003,88.540001,87.610001,88.330002,183900,85.057877
"250",88.629997,88.629997,87.580002,88.269997,193700,85.000092
"251",88.230003,88.800003,87.43,87.470001,207600,84.229721
"252",88.230003,88.550003,87.709999,88.309998,377800,85.038612
"253",87,88.089996,86.260002,87.139999,498400,83.911949
"254",87.610001,87.790001,86.5,86.589996,400600,83.382332
"255",86.589996,87.18,86.440002,86.949997,509000,83.728989
"256",87.379997,89.099998,86.870003,88.809998,399700,85.520088
"257",89.300003,90.440002,88.720001,89.959999,506900,86.627495
"258",89.82,90.120003,89.099998,90.059998,311800,86.723793
"259",89.980003,90.660004,89.879997,90.43,268300,87.080086
"260",90.75,91.809998,90.459999,91.669998,263300,88.274139
"261",91.68,93.709999,91.230003,91.709999,401000,88.31266
"262",92.269997,92.889999,91.839996,91.900002,193600,88.495621
"263",91.889999,92.07,91.010002,91.43,309300,88.043022
"264",91.93,92.220001,91.199997,91.959999,269000,88.553391
"265",91.510002,92.610001,91.419998,91.849998,311200,88.447456
"266",91.910004,92.480003,91.5,91.610001,188400,88.216362
"267",91.989998,92.349998,91.349998,91.699997,326200,88.303024
"268",92.379997,92.980003,91.440002,91.849998,866200,88.447456
"269",92.190002,92.419998,91.440002,92.099998,225800,88.688202
"270",92.089996,93.160004,92.089996,92.720001,213800,89.285248
"271",92.169998,92.790001,91.919998,92.309998,254000,88.890419
"272",92.580002,92.910004,90.889999,90.919998,346000,87.551933
"273",90.620003,91.589996,89.660004,91.389999,216900,88.004509
"274",91.110001,91.599998,90.510002,90.599998,267000,87.243774
"275",89.949997,90.510002,87.629997,88.080002,433400,84.817131
"276",86.809998,88.650002,85.519997,88.330002,460300,85.057877
"277",87.599998,88.769997,83.919998,86.169998,974500,82.97789
"278",86.809998,87.690002,84.169998,84.190002,600900,81.071243
"279",84.629997,86.239998,82.879997,85.57,599000,82.400116
"280",85.800003,86.57,84.860001,85.860001,298700,82.679352
"281",85.589996,86.050003,83.440002,85.650002,488300,82.47715
"282",85.669998,88.470001,85.400002,88.330002,468800,85.057877
"283",88.660004,89.629997,87.769997,89.489998,355900,86.174896
"284",89.489998,90.910004,89.25,90.110001,268300,86.771935
"285",90.059998,90.059998,88.809998,89.510002,343500,86.19416
"286",89.650002,91.419998,89.470001,90.120003,385100,86.781563
"287",90.449997,91.910004,90.220001,90.639999,389200,87.282295
"288",90.879997,91.900002,90.690002,91.779999,228700,88.380066
"289",92.449997,92.870003,91.089996,92.550003,232100,89.121552
"290",92.209999,92.690002,91.800003,92.029999,250600,88.918655
"291",92,92.769997,91.209999,91.300003,258900,88.213318
"292",91.099998,91.43,89.029999,90.120003,406700,87.073219
"293",89.400002,90.449997,88.919998,89.760002,280900,86.725388
"294",89.370003,91.089996,89.129997,90.919998,332600,87.846176
"295",91.110001,93.230003,90.449997,93.150002,507100,90.000793
"296",92.489998,93.529999,92.459999,92.760002,518000,89.623962
"297",93.370003,93.889999,92.550003,93.449997,284400,90.290642
"298",94.089996,95.410004,93.809998,95.199997,412600,91.981468
"299",95.449997,96.339996,95.220001,95.849998,335500,92.609505
"300",96.029999,96.43,94.699997,95.019997,360300,91.807549
"301",95.260002,95.580002,94.480003,94.910004,222100,91.701263
"302",95.110001,95.440002,94.849998,95.080002,183100,91.865532
"303",95.269997,95.720001,95,95.279999,397300,92.058754
"304",95.029999,95.099998,94.010002,94.699997,270200,91.498375
"305",94.629997,95.370003,94.209999,94.639999,175200,91.440414
"306",94.650002,95.129997,93.809998,93.809998,276600,90.638458
"307",93.440002,93.800003,91.919998,92.059998,568700,88.947639
"308",92.230003,92.580002,89.669998,89.690002,410600,86.657761
"309",90.980003,91.68,89.870003,91.529999,474700,88.435539
"310",91.470001,91.620003,90.010002,90.419998,472500,87.363068
"311",90.709999,91.610001,90.199997,91.199997,295800,88.116699
"312",91.620003,93.75,91.400002,93.360001,533700,90.203682
"313",93.959999,94.220001,90.540001,91.019997,406300,87.94278
"314",91.519997,92.949997,90.93,92.459999,407000,89.334099
"315",91.519997,93.07,91.099998,92.879997,261500,89.739906
"316",93.57,94.82,92.870003,94.199997,461700,91.015289
"317",93.400002,93.940002,91.18,92.25,293600,89.131203
"318",92.489998,94.120003,92.489998,93.099998,215900,89.952477
"319",93.919998,94.870003,93.860001,94.25,315500,91.063599
"320",93.599998,93.970001,93.080002,93.75,228600,90.58049
"321",94.190002,94.919998,93.870003,94.389999,428100,91.19886
"322",94.739998,95.059998,94.029999,94.410004,209200,91.218185
"323",95.370003,96.209999,94.800003,95.889999,229900,92.64814
"324",96.150002,97.470001,95.660004,96.959999,201200,93.681961
"325",97.449997,97.449997,96.660004,96.860001,285400,93.585358
"326",96.900002,96.900002,95.730003,96.220001,466100,92.966988
"327",96.169998,96.910004,95.779999,96.040001,228600,92.793076
"328",96.449997,97.120003,95.580002,96.43,190700,93.169884
"329",96.919998,97.089996,94.459999,95.269997,305400,92.049095
"330",94.93,95.339996,94.029999,95.099998,578400,91.884857
"331",95.220001,96.639999,94.699997,95.93,324800,92.68679
"332",96.410004,96.519997,95.080002,95.410004,310600,92.18438
"333",95.559998,96,94.510002,94.519997,281500,91.324463
"334",94.18,95.400002,94.099998,95.099998,248500,91.884857
"335",95.080002,95.32,94.489998,94.900002,358100,91.69162
"336",94.410004,95.209999,93.5,94.440002,317500,91.247185
"337",94.32,96.900002,93.830002,96.559998,378100,93.295486
"338",96.449997,97.419998,96.25,97.040001,455800,93.759262
"339",97.040001,98.559998,96.610001,98.099998,826900,94.783432
"340",97.5,101.940002,96.949997,101.019997,796200,97.604698
"341",101.199997,103.32,101.010002,102.669998,764900,99.198936
"342",102.650002,104.089996,102.110001,103.699997,404700,100.194092
"343",104,104.309998,102.400002,102.599998,560400,99.131294
"344",102.120003,102.300003,100.800003,101.239998,557100,97.817268
"345",101.379997,103.25,101.279999,102.919998,585100,99.440468
"346",103.019997,103.669998,102.459999,103.269997,388800,99.778641
"347",103.139999,103.82,103.110001,103.459999,361700,99.962219
"348",104.150002,105.089996,103.519997,104.660004,474400,101.121658
"349",104.830002,105.010002,103.790001,104.080002,240500,100.561264
"350",103.529999,104.879997,103.529999,104.68,229400,101.140953
"351",104.779999,105.379997,104.120003,104.489998,295200,100.95739
"352",104.209999,105.389999,103.18,103.690002,249400,100.184448
"353",102.970001,104.160004,102.529999,103.970001,398100,100.454971
"354",104.339996,105.480003,104.339996,104.57,308600,101.034691
"355",104.540001,104.93,103.830002,103.839996,356700,100.329369
"356",104.75,105.32,104.080002,104.57,319800,101.034691
"357",104.919998,105.360001,104.370003,105.129997,335000,101.575745
"358",105.209999,105.849998,104.580002,105.620003,305100,102.04921
"359",105.699997,106.480003,105.300003,106.300003,273600,102.706207
"360",105.900002,106.160004,104.040001,104.699997,300500,101.456177
"361",104.720001,106.730003,104.720001,106.57,352000,103.268219
"362",106.529999,107.160004,105.839996,106.82,180300,103.510475
"363",106.800003,107.620003,105.970001,106.059998,372100,102.77404
"364",106.099998,106.949997,105.199997,105.370003,393200,102.105408
"365",105.949997,106.68,105.57,106.629997,257600,103.32637
"366",106.589996,106.599998,105.489998,106.07,539200,102.783722
"367",105.849998,107.720001,105.360001,107.540001,250900,104.208168
"368",106.559998,107.389999,106.260002,106.75,555600,103.44265
"369",107.580002,107.580002,106.300003,106.970001,319900,103.655838
"370",106.919998,107.470001,106.230003,106.82,370900,103.510475
"371",107.300003,107.970001,106.339996,106.480003,594500,103.181023
"372",106.379997,106.379997,104.580002,105,344300,101.746872
"373",105.110001,106.190002,104.510002,104.75,1171400,101.504631
"374",104.809998,105.290001,103.169998,103.199997,630900,100.002647
"375",103.110001,103.980003,102.800003,103.459999,519600,100.254578
"376",103.650002,106.029999,103.57,105.010002,466300,101.756569
"377",104.879997,106.970001,104.790001,106.690002,409700,103.384521
"378",107.019997,107.339996,106.099998,106.269997,165300,102.977516
"379",106.82,106.82,105.839996,106.669998,405900,103.365128
"380",106.949997,108.699997,106.830002,108.620003,337000,105.254723
"381",108.779999,109.389999,108.660004,109.010002,331000,105.632637
"382",109.760002,110.360001,109.059998,109.68,264400,106.281891
"383",109.080002,109.830002,108.690002,109.239998,194400,105.855499
"384",109.989998,110.5,109.410004,110.169998,240400,106.756699
"385",110.07,111.029999,109.629997,110.379997,300200,106.960182
"386",111.190002,111.190002,109.620003,109.720001,280300,106.320648
"387",109.720001,110.510002,109.279999,110.199997,357600,106.785767
"388",110.129997,110.739998,109.610001,110.489998,252400,107.06678
"389",110.620003,111.559998,110.410004,111.309998,314300,107.861382
"390",111.279999,112.080002,111,111.959999,232700,108.491241
"391",111.720001,112.970001,111.010002,112.519997,270000,109.033882
"392",113.059998,113.260002,111.940002,112.699997,376700,109.208313
"393",112.82,113.559998,112.5,113.160004,556800,109.654053
"394",113.379997,114.290001,112.980003,113.5,378900,109.983521
"395",113.400002,113.400002,111.400002,112.82,688900,109.324585
"396",112.879997,113.25,112.110001,112.199997,273100,108.723801
"397",112.620003,114.889999,111.82,114.470001,386200,110.923477
"398",114.360001,115.209999,113.839996,115.010002,320000,111.446754
"399",114.510002,117.110001,114.470001,116.400002,458500,112.793671
"400",115.699997,116.800003,115.089996,116.75,538800,113.132843
"401",117,117.480003,115.949997,116.199997,720600,112.599876
"402",116.540001,116.75,114.849998,115.519997,764100,111.940933
"403",112.75,113.82,105.980003,113.389999,717500,109.876938
"404",116.150002,117.360001,114.660004,114.739998,530800,111.185104
"405",113.910004,115.650002,113.760002,114.830002,472300,111.272331
"406",114.599998,115.75,114.010002,114.279999,393500,110.739357
"407",114.389999,115.190002,114.239998,114.540001,690700,110.99131
"408",114.169998,114.5,112.620003,113,442700,109.499016
"409",113.379997,114,112.550003,113.349998,514600,109.838165
"410",113.43,114.239998,112.730003,114.110001,403900,110.574623
"411",114.489998,114.940002,114.129997,114.300003,164000,110.758728
"412",114.989998,115.309998,114.349998,115.029999,339300,111.466118
"413",114.599998,115.620003,114.410004,115.440002,162900,111.863434
"414",115.400002,115.980003,115.110001,115.379997,150000,111.805275
"415",115.199997,115.769997,114.120003,114.949997,305000,111.388611
"416",115.449997,115.879997,114.919998,115.089996,232000,111.524254
"417",114.980003,115.489998,114.440002,114.93,212200,111.699196
"418",115.209999,115.269997,114.480003,114.989998,160000,111.757515
"419",114.75,114.959999,114.110001,114.239998,258900,111.028595
"420",114.089996,114.809998,113.540001,114.419998,205700,111.203537
"421",114.389999,114.989998,113.290001,113.779999,196600,110.58152
"422",113.120003,113.160004,112.040001,112.970001,199500,109.794304
"423",112.970001,113.879997,112.529999,113.339996,215400,110.153893
"424",113.089996,114.5,112.970001,113.32,198900,110.134445
"425",113.650002,113.68,112.720001,113.07,184900,109.891495
"426",112.879997,114.129997,112.860001,113.839996,250000,110.639832
"427",114.019997,114.150002,112.550003,113.349998,241000,110.163612
"428",113.690002,114.260002,112.830002,113.099998,262400,109.920647
"429",113.129997,115.620003,113.129997,115.25,477300,112.010201
"430",115.209999,115.209999,112.989998,113.099998,360000,109.920647
"431",112.830002,115.019997,112.300003,114.550003,417000,111.329887
"432",114.68,114.839996,113.169998,113.589996,215800,110.396866
"433",114.089996,114.459999,113.900002,114.260002,277500,111.04805
"434",114.209999,114.580002,113.790001,113.970001,546200,110.76619
"435",113.889999,114.209999,113.239998,114.110001,286800,110.902252
"436",114.089996,115,113.940002,114.480003,271300,111.261848
"437",114.68,114.879997,113.57,113.599998,252400,110.406593
"438",113.739998,114.059998,112.690002,113.470001,336100,110.280235
"439",113.440002,115,113.440002,114.400002,274800,111.184105
"440",115.019997,115.400002,113.82,114.160004,303300,110.950859
"441",113.970001,114.139999,112.5,112.790001,276800,109.619354
"442",113.019997,113.510002,111.029999,111.260002,221900,108.132362
"443",110.889999,111.059998,108.809998,109.309998,337700,106.23719
"444",109.480003,109.879997,108.370003,108.989998,318400,105.926178
"445",108.720001,109.449997,106.18,107.709999,378900,104.682167
"446",107.730003,108.169998,106.25,107.709999,351000,104.682167
"447",107.650002,107.839996,104.790001,104.970001,402300,102.01918
"448",104.660004,106.849998,104.309998,104.760002,670400,101.815086
"449",106.459999,106.639999,104.800003,106.099998,469300,103.117424
"450",105.690002,107.339996,105.160004,106.440002,307200,103.447868
"451",107.32,110.43,107.099998,110.230003,338800,107.131317
"452",110.120003,110.800003,109.349998,110.010002,264100,106.917503
"453",109.949997,110.379997,108.220001,108.639999,290200,105.586014
"454",109.07,109.389999,106.25,106.68,332600,103.681122
"455",106.93,106.93,105.599998,105.68,310600,102.709221
"456",104.589996,106.389999,103.360001,105.410004,409000,102.446831
"457",105.279999,107.769997,105.279999,106.389999,515300,103.399269
"458",106.940002,108.410004,105.559998,107.800003,602200,104.769623
