"","MSCI.Open","MSCI.High","MSCI.Low","MSCI.Close","MSCI.Volume","MSCI.Adjusted"
"64",96.559998,97.25,95.93,96.589996,570500,92.022835
"65",97.040001,98.870003,96.660004,97.849998,623100,93.223274
"66",97.839996,97.959999,96.669998,97.790001,303700,93.1661
"67",97.349998,98.389999,96.940002,97.93,544100,93.299461
"68",97.5,98.339996,96.68,97.25,299400,92.651619
"69",97.230003,97.519997,95.010002,97.5,610300,92.889816
"70",97.300003,97.860001,96.32,97.309998,385400,92.708778
"71",97.110001,97.290001,95.849998,96.260002,324800,91.70845
"72",96.32,98,96.279999,97.989998,293800,93.356644
"73",97.849998,98.629997,97.160004,97.699997,297200,93.080353
"74",97.989998,98.510002,97.639999,98.150002,313600,93.509071
"75",98.599998,99.089996,98.139999,98.730003,228600,94.061661
"76",98.849998,99.169998,97.639999,98.029999,246900,93.394745
"77",99.410004,99.410004,97.790001,98.660004,369300,93.994957
"78",99.550003,100.230003,99.050003,99.449997,321900,94.747604
"79",99.5,99.830002,98.480003,99.620003,376300,94.909561
"80",99.910004,100.699997,99.720001,100.400002,351000,95.652672
"81",100.720001,100.769997,99.860001,100.32,288400,95.576454
"82",100.919998,101.620003,99.110001,100.629997,309200,95.871826
"83",100.720001,101.980003,100.220001,101.940002,384100,97.119873
"84",101.199997,101.889999,100.120003,101.410004,707500,96.614922
"85",101.209999,101.599998,96.389999,97.589996,1024200,92.975548
"86",97.839996,99.610001,96.739998,99.540001,502600,94.833344
"87",99.57,99.849998,97.059998,98.209999,385500,93.566231
"88",98.480003,98.900002,97.43,97.650002,402100,93.032715
"89",97.720001,98.339996,96.769997,98.269997,485700,93.623405
"90",98.019997,98.550003,97.419998,98.279999,255800,93.632935
"91",98.110001,98.970001,97.230003,97.769997,302500,93.147041
"92",98.129997,99.379997,97.870003,98.800003,551800,94.128334
"93",98.879997,98.910004,97.900002,98.150002,396100,93.509071
"94",97.870003,97.879997,96.32,97.019997,460700,92.69696
"95",96.940002,97.449997,96.120003,97.260002,490400,92.92627
"96",97.610001,99.129997,97.510002,98.879997,283300,94.474068
"97",99.050003,99.760002,98.410004,99.360001,241000,94.932678
"98",99.879997,99.879997,98.209999,98.910004,253900,94.502739
"99",99,100.150002,98.529999,100.010002,226500,95.553726
"100",100.199997,101.230003,99.910004,100.93,221000,96.432724
"101",100.629997,101.300003,100.279999,100.510002,218500,96.031448
"102",100.330002,101,99.82,100.07,293400,95.611031
"103",100.75,102.18,100.25,101.730003,851400,97.19709
"104",102.110001,104.059998,101.870003,104.019997,349500,99.385033
"105",103.970001,104.860001,103.480003,104.459999,303000,99.805428
"106",103.970001,105.400002,103.970001,104.589996,272700,99.929634
"107",104.199997,105.050003,103.800003,104.169998,336200,99.528351
"108",104.300003,104.860001,103.470001,103.93,278900,99.299049
"109",103.879997,104.370003,103.010002,103.599998,230300,98.983749
"110",103.309998,104.540001,102.720001,104.019997,250600,99.385033
"111",103.900002,104.57,102.809998,103.82,283700,99.193954
"112",104.589996,105.980003,104.309998,105.900002,239800,101.181267
"113",105.900002,106.690002,105.019997,105.389999,297300,100.694
"114",104.480003,105.75,104.370003,105.690002,211200,100.980629
"115",105.470001,105.910004,104.580002,105.620003,719800,100.913765
"116",106,106.800003,105.730003,106.169998,449300,101.439232
"117",106.080002,106.300003,103.129997,103.580002,629400,98.964645
"118",103.75,104.809998,101.349998,101.830002,696600,97.292618
"119",101.989998,103.559998,101.639999,103.330002,692400,98.725777
"120",103.910004,104.910004,102.720001,104.720001,841200,100.053856
"121",105,105.120003,103.220001,104.220001,314500,99.576134
"122",104.339996,104.339996,102.610001,102.690002,237700,98.114304
"123",103.379997,105.360001,103.190002,105,284700,100.321381
"124",105.059998,105.059998,103.779999,104.07,361200,99.432816
"125",104.699997,104.709999,102.949997,102.989998,305600,98.400948
"126",103.440002,103.82,102.540001,102.790001,193900,98.209846
"127",103.059998,103.410004,102.650002,103.080002,388900,98.486916
"128",102.540001,103.349998,100.839996,102.279999,684100,97.722565
"129",102.699997,103.220001,102.279999,102.540001,428900,97.970985
"130",102.75,103.690002,102.629997,102.989998,517700,98.400948
"131",103.730003,105.739998,103.160004,105.25,737200,100.560234
"132",105.739998,106.269997,103.800003,105.400002,369300,100.703537
"133",105.470001,106.25,104.379997,106.099998,545700,101.372345
"134",106.110001,108.199997,105.110001,107.449997,316500,102.662201
"135",107.349998,107.809998,106.769997,106.980003,236700,102.213158
"136",106.800003,107.459999,105.900002,106.980003,313500,102.213158
"137",107.300003,107.849998,106.900002,107.589996,247900,102.795967
"138",107.790001,108.269997,107.190002,107.400002,139700,102.614426
"139",107.169998,108.379997,107.120003,108.150002,148500,103.331024
"140",108.139999,109.220001,108.010002,108.980003,276800,104.124039
"141",109.599998,110.529999,109.25,110.260002,544400,105.346985
"142",110.739998,110.769997,110.120003,110.349998,327700,105.432991
"143",110.800003,110.800003,109.199997,109.809998,430400,104.91703
"144",109.75,110.580002,108.620003,110.370003,305700,105.452103
"145",110.5,110.589996,108.940002,108.949997,312900,104.095375
"146",109.440002,111.050003,108.839996,110.489998,267600,105.566734
"147",110.370003,110.639999,107.239998,108.650002,357000,103.808731
"148",109.699997,112.290001,107.57,111.709999,391000,106.732376
"149",112.5,113.379997,110.629997,111.169998,505400,106.216454
"150",111.160004,111.919998,110.849998,111.199997,461400,106.245102
"151",111.129997,111.18,109.790001,110.389999,358200,105.471191
"152",110.25,110.360001,109.010002,109.68,387800,104.792839
"153",109.440002,110.260002,107.129997,107.260002,396600,102.480682
"154",107.360001,108.019997,106.129997,107.129997,529900,102.356461
"155",108.199997,110.800003,107.339996,110.279999,572600,105.366112
"156",110.489998,110.779999,109.150002,109.269997,260800,104.4011
"157",109.720001,112.489998,109.400002,112.190002,327700,107.565063
"158",112.129997,112.639999,110.25,110.339996,328800,105.791328
"159",110.779999,111.5,110.050003,111.120003,506100,106.539192
"160",110.980003,111.900002,110.010002,110.32,194000,105.772156
"161",110.739998,113.360001,110.550003,112.970001,384900,108.312904
"162",112.400002,112.830002,111.559998,112.220001,428800,107.593826
"163",112.849998,112.949997,111.839996,112.019997,340000,107.402069
"164",112.389999,114.779999,112.25,114.260002,416600,109.549728
"165",114.470001,115.370003,113.410004,113.989998,453700,109.290855
"166",113.559998,114.860001,112.919998,113.080002,333700,108.418358
"167",112.980003,113.57,112.510002,112.989998,210400,108.332085
"168",113.269997,115.150002,112.870003,114.610001,771700,109.885307
"169",115.279999,115.769997,114.230003,115.449997,333200,110.690689
"170",115.160004,115.480003,112.860001,113.129997,314300,108.466331
"171",113.470001,113.75,111.449997,112.089996,386200,107.469185
"172",112.370003,114.120003,112.160004,114.019997,337300,109.319626
"173",113.620003,115.93,113.5,114.889999,396300,110.15377
"174",115.610001,115.980003,114.849998,115.769997,332900,110.99749
"175",116.25,118.059998,115.68,117.739998,624700,112.886269
"176",117.040001,117.139999,114.269997,114.290001,373400,109.578484
"177",114.300003,115.489998,111.660004,113.459999,541300,108.782707
"178",112.720001,113.709999,112.32,113.300003,909300,108.629311
"179",113.449997,114.410004,112.110001,113.150002,459200,108.485504
"180",113.400002,114.190002,113.120003,113.809998,599200,109.118294
"181",113.980003,114.970001,113.580002,114.290001,451700,109.578484
"182",114.370003,115.32,114.019997,115.300003,276800,110.546867
"183",115.169998,117.669998,115.169998,117.419998,308600,112.579468
"184",117.209999,117.209999,114.400002,116.010002,323200,111.2276
"185",116.18,116.870003,115.190002,115.190002,232000,110.441406
"186",115.940002,116.389999,114.550003,115.760002,298000,110.987907
"187",115.620003,116.980003,115.25,116.970001,307300,112.148018
"188",116.980003,118.589996,116.529999,116.900002,503500,112.080902
"189",117.620003,118.25,116.900002,116.980003,606900,112.157608
"190",116.980003,118.790001,116.949997,118.510002,420300,113.624535
"191",118.68,120.190002,118.120003,120.139999,383300,115.187355
"192",120.199997,121.099998,119.669998,121.099998,332600,116.107773
"193",121.199997,121.400002,120.360001,121.279999,379200,116.280319
"194",121.260002,121.790001,120.769997,121.540001,342900,116.529625
"195",121.540001,121.940002,120.559998,121.919998,241900,116.893959
"196",121.849998,122.269997,121.279999,121.879997,344000,116.855598
"197",122.080002,123.120003,121.900002,122.730003,261700,117.670547
"198",123.139999,123.18,122.010002,122.089996,320500,117.056953
"199",122.290001,124.510002,122.290001,123.480003,849000,118.389648
"200",123.349998,123.410004,122.059998,122.449997,242300,117.402115
"201",123.209999,123.489998,122.489998,122.589996,328800,117.536339
"202",122.040001,122.470001,121.199997,122,371400,116.970657
"203",123,123.389999,121.849998,122,308400,116.970657
"204",122.660004,122.739998,121.580002,121.699997,309600,116.683044
"205",122.160004,122.160004,120.300003,120.449997,393000,115.48455
"206",120.629997,120.82,118.300003,118.540001,494700,113.65329
"207",119.110001,120.919998,118.730003,120.25,1003200,115.292809
"208",121.129997,121.129997,119.279999,120,529700,115.053108
"209",119.269997,119.639999,117.43,117.650002,450300,112.79998
"210",116.959999,118.139999,116.669998,117.360001,877900,112.521935
"211",118.209999,119.489998,117.279999,117.589996,548300,112.742455
"212",116.410004,127.230003,115.169998,125.419998,739800,120.249672
"213",125.970001,127.050003,122.519997,126.040001,571400,120.844093
"214",126.529999,127.779999,126,127.699997,723500,122.435677
"215",127.589996,128,125.599998,125.980003,262100,120.786583
"216",126.230003,127.639999,126.169998,127.099998,228200,121.860413
"217",126.480003,127.949997,125.900002,127.879997,308100,122.608261
"218",127.709999,127.709999,124.870003,125.019997,312100,119.86615
"219",124.540001,125.870003,124.290001,125.459999,350700,120.288025
"220",124.93,126.470001,124.769997,125.120003,452500,119.962036
"221",124.260002,125.599998,123.800003,124.230003,293200,119.108749
"222",124.169998,126.730003,124.169998,125.379997,409900,120.580162
"223",124.839996,126.739998,124.839996,126.580002,274600,121.734238
"224",127.029999,128.320007,126.809998,127.190002,240300,122.320854
"225",128.570007,128.899994,126.919998,127.5,437200,122.618996
"226",127.690002,128.850006,126.400002,127.5,304600,122.618996
"227",128.020004,129.110001,127.5,128.899994,95600,123.965401
"228",129.089996,129.270004,128.410004,128.75,281300,123.821152
"229",129.419998,129.970001,128.669998,129.350006,468800,124.398178
"230",129.779999,129.910004,126.43,127.730003,425300,122.840187
"231",128.190002,129.199997,127.580002,128.699997,481900,123.773071
"232",128.649994,129.070007,126.330002,128.949997,352600,124.013489
"233",129.919998,130.580002,127.32,127.57,597200,122.686317
"234",127.709999,129.330002,127.410004,128.360001,379200,123.446083
"235",128.309998,129.559998,127.779999,128,220500,123.099869
"236",127.650002,129.25,127.279999,128.210007,271400,123.301811
"237",128.490005,128.779999,127.459999,127.709999,324700,122.820961
"238",127.620003,128.699997,127.440002,128.339996,397300,123.426857
"239",128.5,129.679993,127.580002,128,1082700,123.099869
"240",128.210007,128.699997,126.989998,127.290001,734800,122.417038
"241",127.029999,128.070007,126.93,127.550003,370900,122.667084
"242",128.110001,130.070007,127.32,127.93,719300,123.032524
"243",128.460007,128.869995,126.459999,127.279999,768000,122.407433
"244",127.419998,128.419998,126.440002,126.970001,400900,122.109299
"245",127.949997,129.460007,127.029999,128.160004,354000,123.253738
"246",128.509995,129.369995,128.149994,128.619995,359800,123.696106
"247",128.520004,128.520004,126.690002,128.330002,228600,123.417229
"248",127.910004,128.100006,125.150002,125.599998,386500,120.79174
"249",125.739998,126.470001,124.940002,125.470001,568500,120.666702
"250",125.800003,126.629997,124.080002,126.379997,478700,121.541878
"251",126.730003,127.540001,126.360001,126.540001,315300,121.695763
"252",127.510002,128.039993,126.510002,127.68,562700,122.792122
"253",128.100006,129.720001,128.100006,129.619995,437200,124.657845
"254",130.100006,132.490005,130.100006,131.660004,461900,126.619759
"255",131.789993,133.089996,131.539993,133.029999,395800,127.937256
"256",133.020004,133.869995,132.820007,133.210007,216900,128.110413
"257",133.580002,134.330002,132.889999,134.100006,319600,128.966339
"258",134.199997,134.199997,132.889999,133.75,242000,128.62973
"259",134.020004,135.240005,133.759995,134.759995,480800,129.601074
"260",135.320007,136.929993,135.059998,135.889999,461300,130.687805
"261",135.740005,136.770004,134.190002,134.330002,265400,129.187515
"262",135.119995,136.789993,135.119995,135.800003,418800,130.601273
"263",136.080002,137.710007,135.320007,136.820007,331600,131.582199
"264",137.339996,138.360001,137.220001,138.25,216300,132.957458
"265",138.270004,139.320007,137.350006,139.270004,231800,133.938446
"266",139.429993,140.369995,138.020004,140.100006,221500,134.736679
"267",140.559998,141,138.009995,138.070007,365500,132.784393
"268",139.050003,139.050003,137.190002,137.860001,470000,132.582397
"269",138.5,140.669998,137.169998,140.570007,351400,135.18866
"270",140.149994,141.949997,138,138.050003,413400,132.765152
"271",136.990005,139.5,135.520004,138.300003,538900,133.005569
"272",138.880005,139.820007,137.289993,139.229996,747600,133.899948
"273",143.75,149.149994,142,146.320007,1160800,140.718536
"274",146.949997,148.539993,142.320007,142.529999,749900,137.073608
"275",141.559998,142.679993,135.559998,135.679993,677700,130.485855
"276",132.929993,139.660004,131.990005,138.889999,1200800,133.572952
"277",138.690002,141.229996,137.240005,139.759995,745400,134.409653
"278",140.130005,140.740005,133.729996,133.809998,1023200,128.687454
"279",135.899994,137.479996,131.259995,136.479996,849200,131.255264
"280",137.889999,139.529999,136.190002,137.529999,498600,132.264999
"281",137.240005,141.300003,136.440002,140.589996,569100,135.207901
"282",140.059998,145.949997,139.360001,145.649994,688400,140.074142
"283",146.410004,149,144.100006,148.229996,963500,142.928314
"284",147.889999,148.160004,144.289993,145,579200,139.813873
"285",143.759995,145.570007,143.610001,144.380005,380800,139.216019
"286",144.389999,146.990005,142.660004,142.789993,508400,137.682892
"287",143.779999,144.429993,142.5,142.869995,375200,137.760025
"288",144.059998,145.160004,142.970001,144.990005,294600,139.804214
"289",145.710007,146.460007,143.809998,144.419998,414300,139.254562
"290",144.679993,145.419998,142.800003,142.839996,465000,137.731094
"291",142.979996,145.509995,141.399994,141.520004,532600,136.458298
"292",141.889999,143.880005,141.089996,142.649994,504100,137.547882
"293",141.160004,143.720001,140.490005,143.320007,480300,138.193924
"294",142.190002,147.449997,142.160004,145.929993,633300,140.710541
"295",146.360001,149.029999,145.580002,148.990005,524800,143.661118
"296",147.330002,148.860001,146.479996,148.300003,553200,142.995834
"297",149.179993,150.580002,148.339996,150.580002,444000,145.194244
"298",151.929993,154.360001,151.070007,153.119995,664100,147.643433
"299",153.339996,154.470001,152.240005,154.050003,611400,148.540146
"300",154.580002,155.020004,150.910004,151.639999,587000,146.216339
"301",152.589996,154.990005,151.619995,154.429993,901200,148.906586
"302",154.449997,155.440002,152.899994,154.949997,475200,149.407913
"303",155.470001,155.940002,154.270004,154.979996,1428000,149.43689
"304",154.179993,155.619995,153.429993,155.380005,821400,149.822556
"305",155.529999,158.539993,155.059998,158.080002,504900,152.42598
"306",158,159.330002,155.800003,158.259995,1238100,152.599564
"307",156.880005,159.470001,155.929993,156.130005,1155100,150.545746
"308",156.009995,157.710007,153.679993,154.070007,1062200,148.559418
"309",156.399994,159.729996,156,158.669998,1152500,152.994904
"310",159.979996,159.979996,153.5,154.039993,902200,148.530502
"311",154.039993,154.160004,150.5,150.550003,929200,145.165344
"312",149.339996,150.330002,146.550003,149.470001,2122000,144.123932
"313",149.5,149.539993,144.149994,145.940002,1133700,140.72023
"314",146.320007,146.850006,142.830002,145.710007,22350100,140.498459
"315",144.25,148.160004,144.050003,146.699997,2486300,141.453049
"316",147.729996,147.949997,146.279999,146.509995,1022300,141.269806
"317",145.130005,147.160004,143.059998,144.050003,1083600,138.897827
"318",145.110001,148.800003,145.009995,146.630005,1211300,141.385544
"319",148.660004,149.449997,146.759995,149.050003,860000,143.718964
"320",147.949997,149.449997,147.350006,148.25,1075500,142.947556
"321",149.25,150.649994,148.889999,149.300003,930200,143.960037
"322",150.419998,150.690002,146.830002,147.610001,946900,142.330475
"323",149.009995,150.25,148.479996,149.179993,890100,143.84433
"324",150.279999,150.899994,149.830002,150.119995,470400,144.750717
"325",150.520004,151.240005,149.639999,150.429993,610500,145.049606
"326",150.179993,150.830002,149.789993,150,503500,144.635025
"327",150.130005,150.570007,148.630005,149.589996,539200,144.239655
"328",150.070007,150.630005,149.350006,150,524100,144.635025
"329",150.479996,151.410004,147.160004,147.690002,533300,142.407623
"330",147.830002,149.350006,146.449997,149.210007,717800,143.87326
"331",149.919998,150.259995,147.520004,149.600006,489500,144.249313
"332",149.539993,150.720001,148.589996,150.199997,551200,144.82785
"333",150.470001,153.089996,149.720001,149.830002,874400,144.4711
"334",149.630005,151.330002,149.309998,150.660004,563400,145.271393
"335",150.320007,152.389999,150.080002,150.440002,1094300,145.05928
"336",146.009995,149.479996,144.020004,149.199997,1318800,143.863632
"337",148.199997,152.630005,147.429993,152.130005,597900,146.688828
"338",152.800003,155.789993,151.649994,154.919998,606800,149.378998
"339",153.660004,155.639999,153.509995,155.309998,696700,149.755096
"340",155.639999,157.089996,155.110001,156.630005,436200,151.027893
"341",157.460007,159.960007,156.009995,159.850006,520600,154.13269
"342",160,161.449997,159.669998,160.970001,706400,155.212692
"343",161,162.289993,159.220001,160.539993,863600,154.798035
"344",159.289993,160.570007,158.039993,158.710007,583700,153.033478
"345",158.600006,159.75,157.940002,158.320007,400700,152.65741
"346",158.220001,158.220001,156.009995,156.759995,410500,151.516891
"347",156.720001,157.419998,155.679993,156.199997,843600,150.975616
"348",156.820007,158.330002,156.820007,157.990005,505400,152.705765
"349",158.259995,158.679993,156.5,156.529999,477500,151.294556
"350",155.970001,158.360001,155.880005,158.360001,432600,153.063385
"351",158.110001,159.350006,157.259995,159.130005,432800,153.807632
"352",159.039993,159.940002,158.529999,159.339996,375900,154.010635
"353",159.729996,159.929993,157.320007,158.880005,928400,153.565994
"354",159.759995,162.279999,159.160004,161.990005,428000,156.571976
"355",162.039993,164.110001,161.309998,162.570007,939200,157.132568
"356",162.580002,164.389999,162.119995,163.399994,702000,157.934784
"357",164.289993,164.300003,162.619995,163.479996,384100,158.012131
"358",163.600006,165.119995,163.070007,163.710007,562000,158.234451
"359",164,165.960007,163.75,165.449997,481900,159.91626
"360",166.020004,167.080002,164.759995,165.220001,528300,159.693954
"361",165.270004,166.630005,164.679993,166.289993,403700,160.728165
"362",166.220001,167.229996,166.220001,166.490005,299100,160.921463
"363",166.899994,169.820007,166.899994,169.740005,514700,164.062729
"364",170.339996,173.669998,169.639999,172.199997,789000,166.440491
"365",172.940002,174.139999,171.119995,172.350006,603400,166.585464
"366",171.740005,172.910004,170.970001,172.75,718500,166.972076
"367",171.919998,171.919998,170.139999,171.580002,587100,165.841217
"368",170.520004,171.800003,169.550003,171.759995,429300,166.015198
"369",172.639999,173.660004,171.589996,171.710007,465000,165.966904
"370",172.320007,172.639999,169.600006,170.759995,813900,165.048615
"371",171.529999,171.630005,169.75,170.630005,923800,164.922989
"372",171.110001,171.410004,166.720001,168.559998,672200,162.922226
"373",168.389999,168.940002,166.309998,166.330002,533900,160.766815
"374",166.610001,167.050003,163.539993,163.550003,637300,158.079803
"375",163.369995,165.190002,162.520004,164.610001,534300,159.104355
"376",165.419998,167.070007,164.940002,165.429993,602100,159.896912
"377",164.899994,167.169998,163.759995,167.139999,558400,161.549728
"378",167.979996,168.470001,165.460007,165.729996,311100,160.186874
"379",165.990005,167.149994,164.220001,164.910004,400700,159.394318
"380",164.729996,167.160004,164.729996,166.610001,459600,161.03746
"381",167.410004,169.389999,167.410004,168.639999,494200,162.999542
"382",168.949997,170.259995,168.089996,168.729996,353000,163.086533
"383",167.990005,169.669998,167.990005,169.279999,442500,163.618149
"384",170.210007,170.380005,168.839996,169.259995,502400,163.59877
"385",169.100006,169.759995,167.570007,169.580002,369100,163.908096
"386",169.559998,171.410004,168.899994,170.580002,349700,164.87468
"387",170.210007,171.759995,169.860001,170.740005,302100,165.029327
"388",170.960007,172.259995,170.5,171.529999,373000,165.792877
"389",170.690002,171.210007,169.600006,170.690002,310400,164.980957
"390",170.520004,172.050003,170.5,170.979996,415900,165.261276
"391",171.160004,173.330002,170.619995,173.289993,439900,167.494003
"392",173.399994,175.130005,171.570007,172.580002,852700,166.8078
"393",173,176.330002,173,176.25,528400,170.355026
"394",176.300003,176.880005,173.279999,173.770004,485400,167.957916
"395",173.990005,173.990005,171,171.570007,374400,165.831528
"396",171.75,173.259995,167.199997,167.5,472200,161.897659
"397",167.880005,168.330002,163.869995,166.190002,693100,160.631485
"398",166.25,168.830002,162.809998,163,1021800,157.548203
"399",164,171.699997,163.029999,170.289993,1333600,164.594345
"400",171.679993,171.699997,164.610001,166.820007,721600,161.240448
"401",166.929993,170.789993,166.050003,170.169998,787300,164.478378
"402",171.580002,173.699997,170.320007,172.860001,433800,167.078384
"403",172.179993,173.300003,171.259995,172.690002,337700,166.914078
"404",173.029999,173.649994,171,173.169998,343300,167.378036
"405",172.169998,173.990005,171.679993,173.130005,432300,167.339401
"406",172.460007,174.809998,172.320007,172.600006,462700,166.827103
"407",173.679993,175.850006,172.960007,175.440002,474300,169.572113
"408",174.649994,175,173.070007,173.610001,500100,167.803299
"409",173.800003,175.029999,173.25,173.919998,411600,168.666458
"410",173.759995,173.789993,172.160004,173.279999,284000,168.045746
"411",173.75,175.080002,172.899994,174.169998,227400,168.908859
"412",174.059998,175.550003,173.440002,173.539993,344500,168.297897
"413",172.889999,174.160004,172.300003,173.139999,366600,167.910004
"414",173.619995,174.490005,172.369995,173.089996,539300,167.861496
"415",173.919998,174.639999,173.429993,174.020004,376400,168.763412
"416",175,175.720001,174.419998,174.940002,339300,169.65564
"417",175.169998,177.660004,174.919998,177.160004,446500,171.808563
"418",177.440002,179.399994,177.440002,178.070007,395200,172.691086
"419",177.759995,178.490005,177.020004,177.649994,322100,172.283752
"420",177.429993,180.330002,177.429993,180.259995,410400,174.814926
"421",182.279999,183.449997,180.220001,182.229996,537900,176.725433
"422",183,184.220001,177.820007,178.520004,677500,173.127487
"423",178.229996,179.789993,177.809998,179.240005,476500,173.825714
"424",179,180.639999,178.75,179.179993,471100,173.767532
"425",179.860001,179.860001,177.960007,178.110001,338900,172.729874
"426",177.550003,178.029999,176.100006,177.460007,535200,172.099518
"427",177.440002,177.440002,175.559998,176.529999,338900,171.197586
"428",177.050003,180.600006,176.529999,180.539993,688800,175.086441
"429",181.080002,183.279999,180.809998,182.179993,525500,176.67691
"430",182.630005,184,177.740005,177.940002,473200,172.564987
"431",177.630005,179.490005,177.550003,178.220001,393500,172.836548
"432",178.220001,178.910004,174.139999,174.529999,627300,169.258011
"433",175.289993,176.690002,172.789993,176.320007,865200,170.993958
"434",177.369995,178.470001,175.699997,176.289993,911100,170.964828
"435",175.300003,178.979996,175.020004,178.039993,440700,172.661987
"436",178.190002,180.070007,177.910004,178.899994,530800,173.496017
"437",179.25,180.479996,177.369995,178.770004,363700,173.369934
"438",178.979996,180.449997,178.529999,178.630005,233100,173.234161
"439",178.100006,179.899994,177.009995,177.410004,448000,172.05101
"440",178.440002,180.520004,177.479996,179.800003,391400,174.368851
"441",179.5,179.5,176.440002,176.960007,492000,171.614609
"442",177.570007,179.029999,177.080002,177.279999,329700,171.924942
"443",176.639999,178,171.889999,172.520004,680300,167.308746
"444",172.240005,173.809998,169.139999,170.570007,648100,165.417633
"445",169.820007,170.020004,165.139999,167.820007,658000,162.750717
"446",167.169998,168.940002,166.139999,166.960007,665900,161.916687
"447",167.070007,167.070007,156.550003,156.839996,1505900,152.102386
"448",155.699997,158.610001,151.5,151.589996,1994000,147.010956
"449",154.449997,156.279999,152.119995,154.039993,765800,149.386917
"450",153.889999,154.039993,150.800003,151.229996,953400,146.661804
"451",153.410004,156.389999,152.600006,156.25,643600,151.530197
"452",156.089996,157.729996,155.259995,157.279999,566000,152.529053
"453",156.809998,157.559998,153.440002,153.75,689900,149.105698
"454",154.759995,157.179993,153.660004,153.860001,1120800,149.212372
"455",154.479996,157.380005,154.479996,156.399994,840500,151.675674
