"","BBWI.Open","BBWI.High","BBWI.Low","BBWI.Close","BBWI.Volume","BBWI.Adjusted"
"134",36.782539,37.1059,36.661278,36.82296,3058730,31.005068
"135",36.903801,37.437347,36.717865,36.766369,2623182,30.957417
"136",36.685532,36.766369,35.869038,36.09539,3338416,30.392448
"137",35.578011,36.184319,35.392078,36.038803,3215705,30.344812
"138",36.111561,36.556183,35.79628,36.418755,2128011,30.664726
"139",36.321747,36.507679,35.941795,36.32983,2782508,30.589853
"140",36.063057,36.176231,35.675018,35.780113,2412274,30.126984
"141",35.949879,37.227161,35.780113,36.725948,3711742,30.923386
"142",36.693615,36.798706,36.176231,36.386417,2098942,30.637495
"143",36.378334,37.34034,36.014549,37.162491,3335571,31.290953
"144",37.089733,37.348423,36.483429,36.911884,2878746,31.079948
"145",36.952305,37.582863,36.475346,37.502022,4057484,31.576836
"146",37.502022,37.720291,37.113983,37.40501,3012342,31.495157
"147",37.251415,37.615196,35.675018,35.820534,5479415,30.161026
"148",34.033955,35.634602,33.371059,33.629749,14682572,28.316374
"149",33.961197,35.076797,33.888439,35.004044,8079466,29.473536
"150",35.004044,35.222313,34.583672,35.060631,3186636,29.521179
"151",35.23848,35.561844,34.389652,34.494743,3630471,29.044697
"152",34.308811,34.818108,33.751011,34.48666,2998735,29.037897
"153",33.985451,34.236053,33.322556,33.338722,6188958,28.071327
"154",33.055779,33.815681,32.958771,33.047695,4641595,27.826284
"155",33.225548,33.573162,32.732418,32.789005,5514917,27.608463
"156",32.522232,32.570736,31.527889,31.56831,6112759,26.580633
"157",31.915926,32.724335,31.616816,31.972513,9910844,26.920977
"158",29.207762,30.371866,28.29426,30.3557,31005776,25.953339
"159",30.363783,30.452707,28.981407,29.264349,8718376,25.020264
"160",29.223928,29.684721,28.868231,29.337107,5004036,25.08247
"161",29.579628,29.814066,29.288601,29.70089,4252930,25.393492
"162",29.490704,29.830235,29.029911,29.207762,3820351,24.971882
"163",29.571545,30.153597,29.110752,29.30477,5298071,25.054819
"164",29.417948,29.927242,29.264349,29.555376,3769881,25.269081
"165",29.668552,29.74131,29.126921,29.466452,2606606,25.193054
"166",29.118835,29.571545,28.957153,29.523041,3797343,25.241438
"167",29.571545,29.878738,29.110752,29.151173,4573684,24.923498
"168",29.426031,29.652386,29.0865,29.280518,5597549,25.034088
"169",29.288601,30.687145,29.232014,30.282944,5771595,25.891136
"170",30.282944,30.39612,29.320938,29.652386,5166207,25.352026
"171",29.692804,30.49313,29.692804,30.234438,8525651,25.849667
"172",30.436541,30.800323,29.773645,30.202103,3165730,25.822018
"173",30.16168,30.242521,29.717056,29.991917,3033990,25.642311
"174",30.153597,30.832661,30.080841,30.638641,3797961,26.195248
"175",31.018593,32.368633,30.889248,31.818916,5782604,27.204353
"176",31.762327,33.039612,31.697657,32.716248,7724075,27.97155
"177",32.691998,32.845592,32.093777,32.667744,5096440,27.930073
"178",32.36055,32.813259,31.996765,32.772839,7023315,28.019928
"179",33.031528,33.371059,32.223122,32.320129,5505021,27.632874
"180",32.42522,32.497978,31.398544,31.713823,4032744,27.1145
"181",30.978172,31.14794,29.846403,30.09701,7802872,25.732166
"182",30.153597,30.177851,29.676638,29.814066,4573313,25.490259
"183",29.927242,32.231205,29.749393,32.053356,9234081,27.404793
"184",31.794664,33.128536,31.794664,33.063866,7466285,28.268753
"185",33.985451,34.95554,33.920776,34.397736,11681733,29.40917
"186",34.405823,34.591755,33.605495,34.567501,6338264,29.554319
"187",34.510914,34.7211,33.945026,34.389652,4535213,29.402267
"188",34.430073,34.713017,33.548908,33.637833,3379113,28.759478
"189",33.662086,34.066288,32.691998,34.058205,4549439,29.118887
"190",34.025867,34.607922,33.945026,34.535168,4931424,29.526676
"191",34.632175,34.745354,33.290218,33.435734,5069226,28.586691
"192",32.489895,35.04446,32.215034,34.591755,10793567,29.57506
"193",34.357315,35.23848,33.96928,34.696846,5584931,29.664907
"194",34.745354,34.745354,33.742928,34.090542,3300935,29.146532
"195",34.090542,35.343575,34.090542,34.7211,3950236,29.685638
"196",34.648342,34.713017,33.718674,33.831852,4502804,28.92536
"197",33.694424,33.742928,32.902184,33.492321,3522234,28.635069
"198",33.637833,34.316895,33.330639,33.823769,2202726,28.918449
"199",33.791431,33.936943,33.055779,33.371059,5810808,28.531393
"200",33.306385,33.856102,33.088116,33.556992,3116127,28.690363
"201",33.621666,34.147129,33.314468,34.050121,4098305,29.111971
"202",33.912693,34.114796,33.629749,33.953114,2392111,29.02903
"203",34.324982,35.521423,34.20372,35.367825,5055619,30.238575
"204",35.432499,36.839127,35.311237,35.505257,6158405,30.356075
"205",35.505257,36.079224,35.21423,35.917542,3825546,30.708565
"206",35.707355,35.998383,34.95554,35.804363,2759623,30.611801
"207",35.149555,36.192402,34.923203,35.755859,4710125,30.570333
"208",35.052547,36.208569,34.591755,36.143898,4729793,30.902098
"209",35.917542,35.917542,34.389652,34.624092,7535928,29.602703
"210",34.624092,35.246563,34.551334,34.793858,4760223,29.747849
"211",35.133389,35.885204,34.389652,35.254646,6624382,30.141813
"212",37.752628,39.159256,37.275665,38.075989,11910083,32.553989
"213",37.995152,38.326595,37.396927,37.768795,6979896,32.291348
"214",38.059822,39.199677,37.91431,38.464027,5224841,32.885754
"215",38.512531,38.989491,37.485851,37.946644,4607578,32.443398
"216",37.890057,38.423607,37.590946,38.302345,3584331,32.747513
"217",38.011318,39.240097,37.857719,39.005657,4516287,33.348831
"218",38.973324,40.573971,38.900566,40.145512,5514175,34.32338
"219",39.935326,40.606304,39.078415,39.571545,5349159,33.832653
"220",39.046078,39.862572,39.046078,39.830235,2712617,34.053818
"221",39.587711,40.169765,39.078415,39.822151,7861877,34.046913
"222",37.712208,39.886822,37.712208,39.708973,7900966,33.95015
"223",41.156021,41.859337,40.347614,40.808407,5854226,34.890133
"224",40.840744,41.115601,39.76556,40.468876,4267650,34.599846
"225",40.51738,40.53355,39.886822,40.169765,3456797,34.344109
"226",39.838318,40.113178,39.4422,39.450283,3237848,34.141216
"227",39.846401,40.129345,39.037994,39.094585,2567146,33.833389
"228",39.24818,41.05093,39.102669,40.695229,4798199,35.218636
"229",40.767986,42.441391,40.468876,42.295876,4337169,36.60387
"230",42.312046,43.120453,41.835087,42.465645,7841219,36.75079
"231",42.336296,46.232822,42.303963,45.327404,13902025,39.227425
"232",45.157639,45.432499,43.726757,45.149555,6673615,39.073509
"233",45.77203,47.057396,45.683105,46.160065,6127851,39.948032
"234",45.578011,45.675018,44.616005,44.704929,3389627,38.688721
"235",44.923203,45.610348,44.624092,44.632175,3792766,38.625759
"236",44.882782,45.254646,44.017784,44.543251,4848050,38.548801
"237",44.640259,46.345997,44.494743,46.305576,5246488,40.073956
"238",46.257072,46.88763,45.780113,46.879547,4599042,40.570694
"239",46.84721,47.477768,46.499596,47.14632,4426357,40.801563
"240",47.348423,47.857719,47.025063,47.550526,4159165,41.151371
"241",48.003235,48.771221,46.84721,47.348423,6763545,40.976467
"242",47.663704,48.084072,46.701698,46.976555,10892898,40.654644
"243",47.437347,49.369442,47.1059,49.320938,5535946,42.683525
"244",49.167339,49.676636,48.609539,48.779305,5556357,42.214783
"245",48.908649,49.215843,48.302345,48.827808,4525565,42.25676
"246",49.143089,49.240097,48.051739,48.981407,5337531,42.38969
"247",48.860146,49.628132,48.528698,49.603882,2310345,42.928394
"248",49.50687,51.010509,49.434116,50.889248,2509502,44.040783
"249",50.743736,50.743736,49.369442,49.514957,2485999,42.851433
"250",49.555374,49.620049,48.884399,49.329021,2094488,42.690529
"251",49.48262,49.514957,48.64996,48.682297,1915618,42.130829
"252",49.514957,49.668552,48.41552,48.41552,4472250,41.899952
"253",48.520615,48.658043,46.750202,47.016975,7074032,40.689621
"254",41.988682,42.392887,39.733227,41.228779,26176281,35.680378
"255",41.333874,41.414715,40.339531,40.711399,8549154,35.232624
"256",40.49313,40.711399,39.143089,39.320938,7079970,34.029285
"257",39.417946,39.426029,37.995152,38.302345,8150469,33.147774
"258",38.302345,39.345188,38.140663,39.070332,5817487,33.812405
"259",39.110752,40.460793,39.070332,40.428455,6622527,34.987759
"260",40.266773,41.236862,39.951496,40.153599,5113263,34.749889
"261",40.420372,40.75182,39.280518,39.603882,8515508,34.274147
"262",39.628132,40.169765,39.490704,39.571545,3144825,34.246166
"263",39.611965,39.911076,39.50687,39.628132,2590402,34.295143
"264",39.76556,41.131771,39.50687,40.978172,4214583,35.463497
"265",40.937752,42.093777,40.598221,42.069523,4123540,36.40797
"266",42.158447,43.160873,42.109943,43.007275,4370074,37.219536
"267",43.015362,43.160873,42.481812,42.999191,5505021,37.212536
"268",43.039612,43.104286,41.681488,42.320129,4233633,36.624859
"269",42.683914,42.683914,41.948261,42.255459,3882572,36.56889
"270",42.150364,42.716248,42.053356,42.126114,3027681,36.456947
"271",41.713825,41.940178,40.905415,41.220695,3918816,35.673378
"272",41.471302,41.80275,40.080841,40.49313,4077399,35.04372
"273",40.048504,40.679062,39.636215,39.894909,3373175,34.526009
"274",39.490704,39.74131,38.108326,38.407436,6454542,33.238724
"275",38.019402,39.151173,37.097816,37.178658,4578137,32.175312
"276",36.224735,38.617622,35.877121,38.15683,5557594,33.021832
"277",38.795471,40.323364,38.480194,39.70089,5673995,34.358101
"278",41.010509,41.333874,38.585285,38.617622,8733344,33.420616
"279",39.151173,39.911076,37.833469,39.329021,5897026,34.036278
"280",39.668552,39.983833,38.464027,39.369442,4622916,34.071259
"281",39.20776,39.490704,38.075989,39.240097,3744770,33.959324
"282",39.029911,40.848827,38.706547,40.315277,3745389,34.889812
"283",40.509296,40.703316,39.151173,40.032337,3226591,34.644947
"284",39.830235,40.509296,39.514957,39.547291,3530522,34.225174
"285",39.304771,39.474537,38.19725,38.326595,5052527,33.168758
"286",38.472111,39.692806,38.439774,38.738884,3991181,33.525562
"287",38.302345,39.353275,38.181084,38.900566,3228199,34.09235
"288",39.094585,39.409863,38.706547,39.377525,3163504,34.510357
"289",39.458366,39.48262,38.270008,39.24818,4529523,34.396996
"290",39.773647,40.759903,38.625706,38.94907,5708755,34.134853
"291",39.377525,40.630558,39.377525,39.878738,7943767,34.949615
"292",36.192402,36.734035,34.341148,34.349232,24250643,30.103573
"293",33.848019,35.675018,33.71059,35.04446,9776382,30.712872
"294",34.939369,36.184319,34.890865,36.054974,6374137,31.598482
"295",36.09539,36.814877,35.885204,36.467258,6109667,31.959812
"296",36.184319,36.281326,35.173809,35.545673,5779140,31.152136
"297",35.569927,35.569927,33.500404,33.64592,8940294,29.487194
"298",33.783348,34.244141,32.999191,34.1633,6448976,29.94062
"299",34.22797,34.850445,33.791431,34.074371,4833578,29.862684
"300",34.20372,34.502831,33.678253,33.872272,4520740,29.68557
"301",33.993534,34.195637,33.193211,33.387226,5214202,29.260477
"302",33.516571,33.718674,33.031528,33.17704,3991675,29.076265
"303",33.274052,33.362976,32.772839,32.789005,10507449,28.736191
"304",32.748585,32.861763,32.053356,32.263542,5429564,28.275677
"305",32.093777,32.271626,31.810833,32.150364,4146053,28.176493
"306",32.271626,32.724335,31.80275,31.86742,3972378,27.928518
"307",31.592564,31.713823,30.95392,31.010509,4924250,27.177525
"308",31.14794,31.172192,30.307196,30.323362,4337169,26.57531
"309",30.242521,30.743734,29.725142,30.606306,8885371,26.823284
"310",30.800323,31.438965,30.646727,30.808407,7140830,27.000402
"311",30.905416,31.333872,30.420372,30.452707,6613744,26.688671
"312",30.452707,31.244947,30.420372,30.889248,5687602,27.071253
"313",30.970089,31.059013,29.684721,29.959579,5976566,26.256491
"314",30.145514,30.549717,30.105093,30.404203,4903715,26.646158
"315",30.008083,30.95392,30.008083,30.905416,4121066,27.085421
"316",31.14794,31.479385,30.69523,31.30962,5084812,27.439665
"317",31.034761,31.430882,30.598223,30.881165,4723608,27.064165
"318",31.067099,31.196444,30.679062,30.767986,2722142,26.964979
"319",30.970089,31.220695,30.582052,30.978172,3580249,27.149185
"320",30.347614,31.067099,30.315279,30.646727,7028387,26.858711
"321",30.29911,30.315279,28.973324,29.240097,10814844,25.62594
"322",29.24818,29.830235,29.04608,29.24818,6319957,25.633026
"323",29.482618,29.70089,28.843977,29.417948,4198749,25.781809
"324",29.579628,29.894907,29.280518,29.296686,4026188,25.675535
"325",29.482618,29.765562,29.118835,29.135004,3214468,25.533838
"326",29.078417,29.232014,28.544867,29.062246,6519856,25.47007
"327",29.029911,29.029911,27.647533,27.784964,6609538,24.350666
"328",27.809216,28.480194,27.752626,28.13258,3931681,24.655317
"329",28.326597,28.714632,28.059822,28.213421,5465932,24.726162
"330",28.164915,28.730801,27.930477,28.666128,3374289,25.122915
"331",28.795473,28.884398,28.439774,28.64996,3619462,25.108747
"332",28.827808,28.924818,28.350849,28.504446,4407060,24.981218
"333",28.552952,29.296686,28.108328,28.221504,4764800,24.733246
"334",28.13258,28.221504,27.502022,27.744543,5411009,24.315243
"335",27.679871,27.865805,27.493937,27.768795,5454675,24.336496
"336",27.728374,28.237673,27.582863,27.922394,3823443,24.471109
"337",27.890057,28.164915,27.388844,27.768795,3863027,24.336496
"338",27.768795,27.930477,26.960388,27.510105,5808457,24.109783
"339",27.47777,27.768795,27.170574,27.437347,5170536,24.046015
"340",27.574778,28.13258,27.138239,27.582863,5721125,24.173546
"341",26.798706,27.202909,24.818108,25.610348,19889599,22.444838
"342",25.472918,26.515764,25.343573,26.135813,7885999,22.905355
"343",26.677444,27.518188,26.459175,26.863379,7630806,23.542992
"344",26.831043,26.968472,26.273243,26.928053,4515421,23.599674
"345",27.34034,27.906225,27.194826,27.63945,4968782,24.223139
"346",27.493937,27.954729,27.429264,27.526274,3478568,24.123949
"347",27.502022,27.784964,26.814875,27.275667,3781014,23.90432
"348",27.461601,28.019402,27.413095,27.526274,4135538,24.123949
"349",27.760712,27.793049,27.38076,27.47777,4553150,24.081446
"350",27.413095,27.728374,27.219078,27.526274,6930664,24.123949
"351",26.612774,29.102669,26.443007,28.472111,18606459,24.952883
"352",28.075991,28.892483,27.978981,28.698463,7177074,25.151255
"353",28.585287,28.738884,28.415522,28.585287,4881697,25.052067
"354",28.738884,29.531124,28.641876,29.24818,6549049,25.633026
"355",28.375101,28.480194,27.154406,27.413095,9694493,24.429899
"356",27.445433,28.286177,27.332254,27.946646,5353983,24.905386
"357",28.245756,28.981407,28.067905,28.940987,7280116,25.791525
"358",28.94907,30.185934,28.900566,30.064672,8774412,26.792925
"359",30.202103,30.832661,29.232014,29.983831,7347409,26.720879
"360",30.194017,30.65481,29.983831,30.3557,6383539,27.052282
"361",30.185934,30.436541,29.377525,29.90299,6478293,26.648836
"362",30.016169,30.250607,29.789814,29.862572,5375012,26.612816
"363",30.226355,30.234438,28.957153,29.523041,5555986,26.310234
"364",29.50687,29.797897,29.102669,29.514956,3751945,26.30303
"365",29.466452,29.466452,28.674212,29.094584,5718033,25.928404
"366",29.0865,29.991917,28.876314,29.417948,5821693,26.216578
"367",29.329021,30.250607,29.256266,29.393694,5869318,26.194965
"368",29.24818,29.466452,28.916735,29.070332,4298946,25.90679
"369",29.272432,29.490704,28.714632,29.426031,3125157,26.22378
"370",29.369442,30.064672,29.167339,30.024252,3811692,26.756901
"371",30.040421,30.234438,29.555376,29.660469,4978678,26.432705
"372",29.571545,29.927242,29.466452,29.805983,3305140,26.562386
"373",29.886824,30.420372,29.83832,30.25869,3836556,26.965828
"374",30.218269,30.565886,29.684721,29.765562,3659912,26.526361
"375",29.797897,30.371866,29.684721,30.16168,2870459,26.879375
"376",30.315279,30.509296,29.74131,29.814066,3235745,26.56959
"377",29.547293,29.652386,28.803556,29.062246,4073441,25.899582
"378",29.329021,29.595797,29.126921,29.458366,1418344,26.2526
"379",29.498787,29.587711,28.552952,28.771221,3303656,25.640228
"380",28.795473,29.773645,28.641876,29.668552,3602268,26.439913
"381",30.032335,30.363783,29.652386,30.242521,3886159,26.95142
"382",30.16168,30.590137,30.113176,30.565886,3816021,27.239594
"383",30.404203,30.452707,29.563459,29.725142,5756256,26.490343
"384",27.720291,27.768795,26.127728,26.143896,18229916,23.298822
"385",26.127728,26.151981,25.311237,25.6346,10785527,22.844948
"386",25.707357,25.998383,25.432499,25.885206,5840001,23.068283
"387",25.747778,26.184317,25.747778,25.917542,3397297,23.097099
"388",25.982216,26.160065,25.731609,26.143896,4279154,23.298822
"389",25.93371,26.645109,25.788197,26.491512,3764562,23.608608
"390",26.410671,26.451092,25.602264,25.626516,6867824,22.837744
"391",25.561844,25.763945,25.424414,25.489086,4301296,22.715271
"392",25.529507,25.731609,25.206144,25.343573,3977202,22.585588
"393",25.125303,25.311237,24.591755,25.076799,5996976,22.347849
"394",25.133387,25.949879,24.971706,25.165724,4458890,22.427095
"395",25.335489,25.497171,24.818108,24.874697,2490947,22.167738
"396",24.955538,25.335489,24.834276,25.092966,4095212,22.362255
"397",25.262732,25.739693,25.141472,25.602264,5015664,22.816132
"398",25.481003,25.869038,25.125303,25.327406,4896046,22.571184
"399",25.230396,26.135813,25.230396,25.941795,4193801,23.118713
"400",26.127728,26.831043,26.127728,26.281326,5306112,23.421295
"401",26.200485,26.240906,25.828617,26.054972,4468910,23.219574
"402",26.127728,26.224737,25.505255,25.89329,4681427,23.075485
"403",25.763945,26.063057,25.351658,25.586096,5408411,22.801722
"404",25.901375,26.580437,25.319321,25.472918,10846758,22.700863
"405",25.343573,25.860954,24.850445,25.254648,7722344,22.506344
"406",25.303152,25.440582,24.915117,25.198059,7969001,22.455912
"407",25.311237,26.5481,25.149555,26.451092,7205401,23.572584
"408",26.176233,26.184317,25.41633,25.780113,4801416,22.974627
"409",26.006468,26.111561,25.553759,25.957964,3301800,23.133121
"410",25.949879,26.394503,25.747778,26.313662,3034856,23.450109
"411",26.305578,26.774454,26.281326,26.734034,4657058,23.824738
"412",26.879547,26.936136,25.89329,26.281326,5514299,23.421295
"413",26.28941,26.669361,26.200485,26.265158,8122266,23.406885
"414",24.219887,24.494745,22.594988,22.837509,43436142,20.735168
"415",22.789005,22.837509,22.069523,22.328213,17079506,20.272755
"416",22.352467,22.425222,22.101858,22.344381,9643776,20.287436
"417",22.344381,22.425222,21.851254,21.899757,9068447,19.883739
"418",21.843168,22.00485,21.220695,21.875505,10074623,19.861725
"419",21.770412,21.835085,21.390461,21.438965,4875883,19.465366
"420",21.430882,21.681486,21.083265,21.366209,7444637,19.399309
"421",21.341955,21.479385,20.962006,21.123686,6884524,19.179113
"422",21.139854,21.422796,20.929668,21.40663,10047780,19.43601
"423",21.422796,21.980598,21.228779,21.463217,9029976,19.487389
"424",21.438965,22.012936,21.269199,21.899757,10734439,19.883739
"425",21.972513,22.708164,21.956347,22.417137,7752403,20.353493
"426",22.433306,22.789005,22.045271,22.764753,5590869,20.669107
"427",22.821342,22.91835,22.61924,22.708164,4990182,20.617731
"428",22.756668,22.772839,22.101858,22.182699,7296321,20.140636
"429",22.594988,23.443815,22.239288,23.419563,9234205,21.263639
"430",23.306387,23.904608,22.966854,22.991108,7069579,20.874624
"431",23.500404,24.130962,23.395311,23.904608,9462184,21.704033
"432",23.775263,24.082458,23.621664,23.993532,5067865,21.784771
"433",23.904608,24.171383,23.427649,24.155214,5072690,21.93157
"434",24.163298,24.769604,24.163298,24.551334,11259298,22.291222
