"","AXP.Open","AXP.High","AXP.Low","AXP.Close","AXP.Volume","AXP.Adjusted"
"101",77.169998,77.599998,77.019997,77.459999,1858800,72.518578
"102",77.239998,77.419998,76.989998,77.089996,2073000,72.17218
"103",77.089996,77.110001,75.980003,76.940002,3117100,72.031769
"104",77.230003,78.379997,76.949997,78.279999,3553400,73.286278
"105",77.769997,78.739998,77.769997,78.489998,3534800,73.48288
"106",78.75,79.199997,78.610001,78.970001,2738600,73.932259
"107",78.459999,78.93,78.290001,78.849998,2878000,73.819908
"108",78.910004,80.089996,78.790001,79.809998,4284000,74.718674
"109",79.809998,80.199997,79.669998,79.949997,4079800,74.849739
"110",80.389999,80.730003,79.730003,80.309998,3849400,75.186775
"111",80.349998,80.730003,80.07,80.169998,3352300,75.055702
"112",80.199997,80.739998,80.07,80.589996,3174400,75.448921
"113",80.110001,80.919998,79.620003,80.839996,4013100,75.682961
"114",80.379997,81.239998,80.230003,80.699997,2773400,75.551895
"115",80.860001,81.480003,80.769997,81.449997,5914700,76.254044
"116",81.559998,81.940002,81.290001,81.879997,3076500,76.656609
"117",81.980003,82.809998,81.800003,82.510002,3929100,77.246429
"118",82.599998,82.800003,81.989998,82.209999,2683400,76.965561
"119",82.110001,82.629997,82.059998,82.25,2312100,77.003014
"120",82.389999,82.699997,82.059998,82.220001,3785300,76.974922
"121",82.5,83.290001,82.440002,82.959999,2491600,77.667725
"122",83.059998,83.519997,83.010002,83.080002,2994500,77.780083
"123",83.510002,84.269997,83.400002,83.970001,3668500,78.613297
"124",84.919998,85.389999,83.160004,83.629997,5092600,78.294975
"125",84.089996,84.639999,83.589996,84.239998,3320800,78.866058
"126",84.690002,85.739998,84.690002,85.099998,2306900,79.671211
"127",85.220001,85.879997,84.809998,84.889999,3501200,79.774574
"128",84.669998,84.839996,83.720001,83.739998,3213400,78.693871
"129",83.93,84.690002,83.769997,84.330002,2454600,79.248337
"130",84.129997,84.57,83.970001,84.300003,2147000,79.220131
"131",84.230003,84.309998,83.540001,84.160004,2733200,79.088577
"132",84.279999,84.980003,84.059998,84.82,4629100,79.708794
"133",84.93,85.43,84.739998,85.370003,3309400,80.225677
"134",84.849998,85.559998,84.589996,85.279999,3354700,80.14109
"135",85.129997,85.519997,84.779999,85.220001,2190500,80.084694
"136",84.959999,85.559998,84.760002,85.519997,2816000,80.366608
"137",85.760002,85.980003,85.300003,85.93,5539700,80.751915
"138",84.940002,85.449997,84.529999,85.349998,5386400,80.206863
"139",85.790001,86.279999,85.43,85.589996,3570400,80.432388
"140",85.449997,85.669998,83.860001,85,5389100,79.87796
"141",85.839996,86.099998,85.080002,85.410004,3255200,80.263245
"142",85.410004,85.720001,85.169998,85.300003,3038100,80.159882
"143",85.18,85.199997,83.330002,83.849998,6119300,78.797234
"144",83.879997,85.099998,83.620003,84.800003,3321200,79.69001
"145",85.169998,85.699997,84.839996,85.230003,3079800,80.09407
"146",85.720001,85.839996,85.139999,85.239998,3148800,80.103493
"147",85.150002,85.360001,84.970001,85.300003,3252300,80.159882
"148",85.239998,85.879997,85.139999,85.540001,2381800,80.385399
"149",85.989998,86.330002,85.839996,85.970001,2840200,80.789497
"150",86.099998,86.190002,85.68,85.849998,2089100,80.676743
"151",85.43,86.669998,85.410004,85.940002,2922800,80.761307
"152",85.739998,85.970001,85.239998,85.690002,2961000,80.526375
"153",85.440002,85.580002,84.550003,84.559998,3755200,79.46447
"154",84.760002,84.860001,83.970001,84.290001,3078600,79.210732
"155",84.739998,85.669998,84.720001,85.470001,2893600,80.319633
"156",85.989998,86.970001,85.879997,86.790001,3774100,81.560074
"157",87,87.779999,86.989998,87.389999,3379600,82.12394
"158",87.339996,87.629997,86.050003,86.089996,3870400,80.902283
"159",85.989998,86.129997,85.209999,85.379997,4271200,80.235054
"160",85.449997,85.639999,84.949997,85.300003,2505100,80.159882
"161",85.470001,85.730003,84.910004,85.300003,2155300,80.159882
"162",84.709999,85.510002,84.699997,85.279999,1960400,80.14109
"163",85.489998,85.529999,85.040001,85.360001,2057900,80.216255
"164",85.5,85.959999,85.419998,85.470001,2302100,80.319633
"165",85.660004,85.690002,85.209999,85.410004,2105500,80.263245
"166",84.75,85.510002,84.400002,85.419998,2779400,80.272636
"167",85.379997,85.739998,85.220001,85.690002,2131700,80.526375
"168",86,86.279999,85.699997,86.099998,3792300,80.911652
"169",86.309998,86.540001,86.050003,86.139999,2262700,80.949234
"170",85.720001,85.910004,84.68,85.309998,3089800,80.169273
"171",85.57,85.839996,85,85.230003,2823300,80.09407
"172",85.269997,85.519997,84.080002,84.410004,2905400,79.323509
"173",84.18,85.010002,84.019997,84.25,3462100,79.173141
"174",84.970001,86.120003,84.970001,85.690002,3397500,80.526375
"175",85.970001,86.599998,85.809998,86.550003,3333300,81.334541
"176",86.419998,86.769997,86.389999,86.639999,2396500,81.419113
"177",86.540001,86.800003,86.160004,86.190002,2764900,80.996239
"178",86.519997,86.989998,86.07,86.989998,7791600,81.748024
"179",87.080002,87.870003,86.949997,87.870003,3395100,82.575005
"180",87.970001,89.230003,87.879997,89,4043800,83.636917
"181",89.25,89.379997,88.269997,88.43,4251000,83.10128
"182",88.449997,88.800003,88.040001,88.419998,2877800,83.091843
"183",88.300003,88.709999,88.099998,88.400002,2770100,83.073067
"184",88.279999,88.639999,87.839996,88.209999,2863100,82.894508
"185",88.470001,88.769997,88.199997,88.690002,2197800,83.345589
"186",89.68,89.739998,89.029999,89.489998,2888900,84.097382
"187",89.230003,90.309998,89.230003,90.139999,2458800,84.708214
"188",90.040001,90.769997,89.93,90.459999,2996300,85.008949
"189",90.440002,91.169998,90.099998,90.540001,4466400,85.084099
"190",90.589996,91.639999,90.589996,91.43,2912300,85.920471
"191",91.599998,91.610001,90.910004,91.010002,3091700,85.52578
"192",90.959999,91.620003,90.769997,91.160004,2991000,85.997475
"193",91.25,91.589996,91.089996,91.550003,1891800,86.365387
"194",91.589996,91.959999,91.5,91.690002,1653700,86.497467
"195",91.879997,92.339996,91.779999,91.889999,2247200,86.686134
"196",91.860001,92.650002,91.809998,91.959999,3051400,86.752174
"197",91.629997,92.230003,91.419998,91.610001,3279000,86.421997
"198",91.5,92.919998,91.260002,92.860001,3224200,87.601204
"199",93.040001,93.349998,90.809998,91.959999,4294000,86.752174
"200",91.940002,92.099998,91.580002,91.690002,2939600,86.497467
"201",91.800003,92.269997,91.68,92.080002,4720200,86.865364
"202",90.400002,92.949997,90.040001,91.900002,6512100,86.695572
"203",92.839996,93.290001,91.970001,92.089996,4442200,86.874809
"204",92.220001,93.089996,92.220001,92.379997,2963100,87.148392
"205",92.599998,93.93,92.330002,93.860001,4481500,88.544563
"206",94,94.239998,93.269997,93.529999,4266100,88.233261
"207",93.989998,95.730003,93.980003,95.690002,4136800,90.270935
"208",95.449997,96.019997,95.029999,95.790001,3212200,90.365273
"209",95.730003,96.120003,94.839996,95.07,3096500,89.686035
"210",94.980003,95.610001,94.519997,95.519997,3146400,90.110573
"211",96.290001,96.57,95.440002,95.790001,2320000,90.365273
"212",96,96.239998,95.389999,95.980003,3013300,90.544518
"213",96.279999,96.43,95.779999,96.43,2089500,90.969032
"214",96.349998,96.730003,95.93,96.290001,1848300,90.836952
"215",96.419998,96.900002,95.18,95.370003,3200900,89.969063
"216",95.099998,95.279999,94.449997,95.129997,2163700,89.742661
"217",94.339996,94.660004,93.279999,93.75,3949800,88.440804
"218",93.790001,94.150002,93.389999,93.519997,2714400,88.223824
"219",93,93.980003,92.779999,93.900002,2708500,88.582306
"220",93.57,93.790001,92.940002,93.760002,2843700,88.450241
"221",93.269997,93.790001,92.800003,93.260002,3236600,87.978554
"222",93.550003,94.040001,93.300003,93.559998,2586500,88.261551
"223",93.309998,93.760002,92.919998,93.690002,3261200,88.384201
"224",93.919998,94.339996,93.68,93.949997,3456600,88.629471
"225",94.419998,94.650002,94.120003,94.410004,2917000,89.063438
"226",94.389999,94.709999,93.480003,93.82,2159100,88.506844
"227",93.970001,94.120003,93.470001,93.480003,837300,88.186081
"228",93.57,94,93.360001,93.470001,2731300,88.176651
"229",93.760002,95.279999,93.580002,95.279999,3536400,89.88414
"230",95.959999,97.32,95.599998,96.599998,4325500,91.129402
"231",97.019997,98.489998,96.809998,97.709999,5328300,92.176537
"232",98.080002,98.220001,95.849998,97.860001,3445200,92.318039
"233",98.620003,99.169998,97.980003,98.589996,4562400,93.006714
"234",99.199997,99.75,98.580002,98.709999,3525600,93.119919
"235",98.639999,98.82,98.169998,98.209999,3081300,92.648224
"236",97.760002,99.120003,97.480003,98.580002,3026100,92.997261
"237",99,99,98.139999,98.550003,3850300,92.968979
"238",98.599998,99.040001,98.239998,99,2984100,93.393494
"239",98.879997,99.660004,98.849998,99.370003,3455500,93.742531
"240",99.120003,99.309998,97.760002,97.779999,3463900,92.242592
"241",98.309998,98.650002,97.150002,97.150002,3464600,91.648239
"242",97.779999,98.839996,97.440002,98.519997,7891800,92.940659
"243",99.190002,100.529999,98.989998,99.68,3485400,94.034981
"244",100.209999,100.389999,99.120003,99.150002,3282600,93.534988
"245",99.709999,99.940002,98.459999,98.510002,3091000,92.931236
"246",99.050003,99.190002,98.370003,98.5,2339500,92.921814
"247",98.470001,99.040001,98.209999,98.739998,1980300,93.148224
"248",98.800003,98.919998,98.129997,98.57,1575200,92.987839
"249",98.900002,99.25,98.57,99.129997,2569900,93.516121
"250",99.639999,99.910004,99.360001,99.699997,1914900,94.053848
"251",100,100.25,99.260002,99.309998,2056800,93.685944
"252",99.730003,99.730003,98.220001,98.940002,2746700,93.336884
"253",99.239998,99.760002,99.019997,99.550003,2976400,93.912346
"254",100.029999,101.650002,99.910004,100.849998,3122000,95.474388
"255",100.849998,101.080002,100.269997,101.080002,2550300,95.692131
"256",101,101.199997,100.120003,100.150002,1896500,94.811722
"257",100.360001,100.800003,100.269997,100.519997,2978500,95.161972
"258",100.389999,101.589996,100.330002,101.220001,2279200,95.824654
"259",101.440002,101.440002,100.199997,100.730003,2745400,95.360809
"260",100.860001,101.029999,99.93,100.970001,3231500,95.587975
"261",102.010002,102.389999,100.150002,100.339996,3814000,94.99157
"262",100.989998,101,99.239998,100.760002,4469700,95.389198
"263",100.839996,100.839996,99.580002,99.860001,5290700,94.537155
"264",97.010002,98.940002,96.349998,98.029999,12306000,92.804703
"265",97.260002,98.339996,96.839996,98.32,4983600,93.079254
"266",98.160004,98.400002,97.440002,97.980003,4375200,92.75737
"267",98.25,99.510002,98.160004,99.300003,4949500,94.007004
"268",99.43,100.110001,99.199997,99.690002,3375200,94.376221
"269",99.849998,99.949997,98.949997,99.629997,3668700,94.319412
"270",99.75,100.18,99.230003,99.410004,3472100,94.111168
"271",99.449997,100.099998,98.690002,98.709999,3466500,93.448463
"272",98.739998,99.709999,98.5,99.400002,3202900,94.101685
"273",98.949997,100.040001,98.400002,100,2952100,94.669701
"274",99.529999,99.690002,96.639999,96.68,4663300,91.526657
"275",95.830002,96.720001,88.610001,92.010002,6421900,87.105583
"276",89.75,94.220001,88.510002,94.18,7244000,89.15992
"277",93.529999,94.849998,93.410004,93.610001,3796800,88.620316
"278",93.75,93.970001,88.279999,88.339996,5814900,83.63121
"279",89.470001,92.519997,87.540001,91.720001,8017600,86.831047
"280",92.580002,95.68,92.419998,94.699997,7419200,89.652199
"281",94.029999,94.809998,92.82,94.559998,3366700,89.519653
"282",93.970001,96.559998,93.669998,96.230003,3446800,91.100655
"283",97.059998,97.209999,95.440002,96.559998,3057400,91.413048
"284",96.370003,97.489998,96.25,96.790001,3280700,91.630814
"285",96.580002,97.709999,96.5,97.190002,3514700,92.009483
"286",96.919998,98.489998,96.75,97.5,4431500,92.302956
"287",97.589996,98.07,97.050003,97.349998,4270100,92.160942
"288",97.779999,98.839996,97.550003,98.800003,2440600,93.533669
"289",99.43,101.68,98.970001,101.639999,4953100,96.222267
"290",101.660004,102.120003,99.580002,99.580002,5167300,94.272079
"291",100.040001,100.360001,97.43,97.510002,4053700,92.312431
"292",97.82,98.300003,94.529999,95.139999,4369800,90.068748
"293",94.629997,95.75,93.199997,95.599998,3584700,90.504242
"294",95.089996,97.290001,94.699997,96.660004,2661400,91.507744
"295",96.989998,96.989998,95.139999,96.07,3221100,90.949173
"296",95.209999,95.730003,94.279999,95.639999,3594900,90.542091
"297",96.050003,96.68,95.089996,96.589996,3760500,91.441467
"298",97.580002,99.110001,97.059998,99.050003,3044300,93.770355
"299",99.089996,99.699997,97.480003,97.669998,4020900,92.463882
"300",98.120003,98.230003,95.080002,95.370003,4858700,90.286491
"301",95.959999,96.169998,94.089996,94.529999,3013800,89.491257
"302",95.059998,95.410004,93.959999,94.389999,3213000,89.358719
"303",94.550003,96.389999,94.269997,95.610001,5124900,90.513687
"304",95.440002,95.480003,93.800003,94.839996,2610400,89.784737
"305",95.349998,95.650002,94.720001,94.949997,2501600,89.888878
"306",94.620003,96.269997,94.400002,94.739998,2124000,89.690063
"307",93.739998,93.959999,91.120003,91.410004,4113900,86.537567
"308",91.82,92.360001,90.410004,90.449997,5100400,85.628738
"309",91.370003,92.989998,90.800003,92.620003,2769800,87.683075
"310",92.809998,93.739998,90.870003,91.419998,4357300,86.547035
"311",91.760002,93.540001,91.599998,92.209999,5509700,87.294922
"312",92.389999,94.370003,92.290001,93.279999,4940600,88.307892
"313",93.139999,93.550003,89.959999,91,4998400,86.149429
"314",91.550003,92.93,91.18,92.739998,2864500,87.796684
"315",91.209999,93.919998,91.080002,93.580002,4619200,88.591888
"316",94.199997,95.050003,93.800003,94.199997,2482300,89.513641
"317",93.239998,93.809998,90.809998,91.910004,2968900,87.337578
"318",92.699997,94.239998,91.959999,92.139999,3109700,87.556129
"319",93.410004,93.690002,92.529999,93,4584000,88.37336
"320",91.940002,92.809998,91.360001,91.599998,4064900,87.042999
"321",92.519997,93.940002,92.059998,93.349998,3137300,88.705925
"322",94.129997,94.300003,92.540001,93.029999,2510300,88.401863
"323",93.779999,94.199997,93.110001,93.599998,2811500,88.943504
"324",93.959999,94.599998,93.589996,93.860001,2651700,89.190575
"325",94.040001,95.239998,94,95.150002,4981400,90.416389
"326",99.360001,102.959999,99.050003,102.370003,11716900,97.277206
"327",102.199997,102.669998,100.370003,100.790001,5614700,95.775795
"328",100.779999,101.160004,99.910004,100.610001,3183300,95.604759
"329",101.190002,101.709999,99.580002,100.440002,5048900,95.443214
"330",100,100.300003,97.900002,98.779999,5129200,93.865791
"331",98.849998,100.510002,98.559998,100.230003,3021100,95.24366
"332",99.989998,100.290001,98.93,99.610001,2017000,94.65451
"333",100,100.370003,98.730003,98.75,2567000,93.837296
"334",98.82,98.82,97.290001,98.580002,2915200,93.675728
"335",98.059998,99.370003,97.550003,97.629997,3542000,92.773018
"336",97.169998,97.32,95.510002,97.139999,3572300,92.307373
"337",96.349998,98.949997,96.040001,98.349998,2363200,93.457191
"338",98.529999,98.989998,98.290001,98.580002,2152100,93.675728
"339",98.779999,100.370003,98.389999,99.739998,3199100,94.77803
"340",100.220001,100.970001,99.489998,100.5,2694300,95.500244
"341",100.709999,101.870003,100.220001,101.379997,2847600,96.336441
"342",101.489998,102.68,101.269997,101.419998,2522100,96.374466
"343",101.690002,102.150002,101.110001,101.290001,2234800,96.250938
"344",100.82,101.230003,99.970001,100.739998,3442300,95.728294
"345",100.279999,101.239998,100.230003,100.589996,2135200,95.585739
"346",100.650002,101.639999,100.300003,101.220001,2876100,96.18441
"347",100.93,101.330002,100.459999,100.989998,2927600,95.965851
"348",101.57,102.379997,101.349998,102.040001,2084000,96.963615
"349",102.32,103.239998,102.080002,102.699997,2910700,97.590782
"350",101.82,102.25,100.910004,101.93,2553900,96.859093
"351",101.690002,102.309998,100.720001,102.010002,2230000,96.93512
"352",101.349998,101.639999,100.470001,101.099998,1850800,96.070389
"353",99.839996,99.839996,96.980003,97.720001,4377800,92.858536
"354",98.849998,99.419998,97.959999,98.989998,3076800,94.065353
"355",98.68,99.360001,97.800003,98.300003,2780300,93.409683
"356",99.339996,99.610001,98.220001,98.25,2711200,93.362167
"357",98.809998,99.510002,98.639999,99.449997,2417400,94.50248
"358",99.120003,99.410004,98.43,99.309998,1811500,94.369438
"359",100,101,99.57,100.970001,2872700,95.946846
"360",101.440002,102.389999,100.889999,101.480003,4245700,96.431488
"361",101.290001,101.300003,99.589996,101,3580500,95.975357
"362",101.18,101.669998,100.790001,101.199997,3453000,96.165398
"363",101.5,101.5,100.239998,100.730003,2426100,95.718796
"364",100.870003,100.879997,99.959999,100.019997,3183800,95.044106
"365",100.519997,101.099998,99.510002,99.760002,3285500,94.79705
"366",99.220001,99.269997,97.309998,98.519997,6741200,93.618729
"367",97.849998,98.550003,97.309998,98.470001,3621300,93.57122
"368",97.139999,97.93,96.620003,97.139999,3119600,92.307373
"369",97.699997,97.889999,96.360001,96.419998,4495300,91.623192
"370",96.160004,96.959999,95.760002,96.629997,3350700,91.822769
"371",97.349998,97.959999,97.07,97.230003,7235400,92.392929
"372",97.050003,100.099998,95.650002,98.540001,7996700,93.637749
"373",99.5,99.830002,98.07,98.209999,5166100,93.32415
"374",98.43,99.410004,96.93,96.959999,3693700,92.13633
"375",97.010002,97.449997,96.57,96.970001,3142300,92.145844
"376",98.129997,99.480003,97.650002,98,4698500,93.124619
"377",97.400002,99.040001,97.160004,99,3148700,94.074844
"378",99.309998,99.309998,97.720001,97.839996,2041200,92.972565
"379",98.349998,98.629997,97.629997,98.529999,2385500,93.964363
"380",98.459999,99.029999,98.199997,98.519997,1996600,93.954842
"381",99.260002,100.010002,99.080002,99.910004,4991700,95.280441
"382",99.910004,100.470001,99.57,99.910004,4675500,95.280441
"383",99.660004,100.800003,99.660004,100.300003,3469600,95.652367
"384",101.029999,101.330002,100.599998,101.150002,3688800,96.462975
"385",101.080002,101.150002,99.620003,100.5,3456500,95.843094
"386",100.599998,100.879997,100.07,100.690002,3264800,96.024277
"387",100.779999,101.459999,100.650002,101.150002,3092200,96.462975
"388",101.550003,103.07,101.419998,102.980003,5923800,98.208176
"389",100.199997,101.370003,99.279999,100.169998,7171100,95.528381
"390",100.129997,101.300003,99.980003,100.150002,3325500,95.509308
"391",100.150002,101.400002,100.010002,101.220001,2617900,96.529724
"392",101.459999,102.089996,101.169998,101.709999,3155100,96.997017
"393",101.230003,102.779999,101.080002,102.629997,2549400,97.87439
"394",102.839996,103.150002,102.360001,102.5,2744000,97.75042
"395",102.870003,104.239998,102.669998,103.849998,3815800,99.037872
"396",102.730003,103.110001,100.349998,100.849998,4423000,96.176865
"397",101.050003,101.199997,99.440002,99.519997,4330400,94.908485
"398",99.900002,100.93,99.169998,99.449997,3315400,94.841743
"399",98.900002,99.93,98.669998,99.730003,2481800,95.10878
"400",99.959999,100.900002,99.699997,100.790001,1830400,96.119652
"401",100.769997,101.32,100.400002,100.919998,2004600,96.243629
"402",101.489998,102.75,101.370003,101.970001,1852800,97.24498
"403",102,102.949997,101.809998,102.779999,2228900,98.017448
"404",102.440002,103.32,102.279999,102.989998,2435500,98.217705
"405",102.089996,102.199997,101.169998,101.580002,2473800,96.873047
"406",101.480003,102.300003,101.400002,101.809998,3389200,97.092369
"407",101.93,102.599998,101.830002,102.18,2327100,97.445251
"408",101.57,101.93,100.839996,101.510002,2219600,96.806282
"409",101.900002,103.139999,101.870003,102.650002,2290400,97.893463
"410",102.629997,103.309998,102.059998,103.029999,1950800,98.255852
"411",103.019997,103.970001,102.93,103.830002,2267900,99.018784
"412",103.919998,105.25,103.760002,104.809998,3218400,99.953377
"413",104.900002,106.260002,104.510002,105.830002,2761300,100.926125
"414",105.540001,106.019997,105.160004,105.370003,1866800,100.487434
"415",105.910004,106.339996,105.449997,105.760002,1844000,100.859352
"416",106.790001,107.330002,106.279999,107.050003,1972000,102.089584
"417",107.059998,107.43,106.68,107.279999,2275000,102.308922
"418",107.040001,107.309998,105.889999,106.709999,1896200,101.765327
"419",106.599998,106.669998,105.970001,106.230003,1868300,101.307587
"420",105.519997,106.400002,105.300003,105.980003,2115500,101.06916
"421",106.349998,107.269997,105.580002,107.010002,2941800,102.051445
"422",107,107.25,104.879997,105.68,5511800,100.783066
"423",105.5,105.870003,104.550003,105.400002,3623900,100.516052
"424",105.639999,106.349998,105.349998,106.080002,2498400,101.164536
"425",106.559998,107.800003,106.559998,107.290001,3337000,102.318459
"426",106.709999,108.470001,106.470001,108.309998,2795800,103.291191
"427",108.309998,108.690002,107.660004,107.879997,4103100,102.881119
"428",108.199997,109.190002,107.93,108.660004,3429600,103.624992
"429",108.839996,110.010002,108.839996,109.559998,2999800,104.483269
"430",110.209999,110.239998,108.940002,109.199997,2383100,104.139954
"431",109.440002,109.870003,108.970001,109.639999,2173200,104.559563
"432",110,110.459999,109.730003,110.099998,2365700,104.998245
"433",110.849998,111.769997,110.650002,111.110001,2844800,105.961456
"434",111.290001,111.510002,110.760002,110.900002,5662900,105.761177
"435",110.739998,110.839996,109.349998,109.849998,1871600,104.759834
"436",110.239998,110.239998,109.379997,109.870003,1910600,104.778908
"437",110.080002,110.110001,107.800003,108.010002,2944200,103.005089
"438",108.010002,108.349998,107.339996,107.849998,2121700,102.852509
"439",107.269997,107.870003,106.279999,106.489998,3931500,101.555519
"440",107.809998,108.989998,107.610001,107.900002,3361300,102.900192
"441",108.010002,108.470001,107.309998,108.389999,2223100,103.367493
"442",109.25,109.400002,108.25,108.449997,2505100,103.424698
"443",108.25,108.849998,106.809998,107.739998,2478700,103.118439
