"","MPC.Open","MPC.High","MPC.Low","MPC.Close","MPC.Volume","MPC.Adjusted"
"1",53.700001,54.59,52.439999,52.93,13329200,43.866821
"2",52.950001,53.5,51.029999,51.240002,10980400,42.466206
"3",51.5,51.790001,50.029999,51.049999,9534900,42.308731
"4",51.110001,51.25,50.290001,50.369999,4748300,41.745167
"5",50.049999,50.220001,49.360001,49.459999,8037700,40.990982
"6",49.5,49.959999,48.970001,48.970001,5124400,40.584881
"7",49.400002,50,49.099998,49.66,6681500,41.156731
"8",49.610001,49.73,48.73,49.25,3952600,40.81694
"9",48.91,49.139999,47.849998,48.380001,5758400,40.095917
"10",48.740002,49.599998,48.259998,48.73,5121300,40.385979
"11",48.34,49.34,48.200001,48.900002,3751600,40.526882
"12",48.939999,49.02,47.93,48.369999,4185700,40.087631
"13",48.799999,49.040001,48.41,48.759998,5033300,40.410835
"14",48.560001,48.77,48.119999,48.720001,8149200,40.377705
"15",49.119999,50.48,48.970001,50.09,7319700,41.513115
"16",50.290001,50.310001,49.16,49.669998,7580200,41.165024
"17",50.09,50.09,49.279999,49.439999,4333300,40.974411
"18",49.59,50,48.669998,49.080002,5084000,40.67606
"19",49.119999,49.200001,48.119999,48.360001,5473900,40.079334
"20",48.540001,48.599998,46.880001,48.049999,5308900,39.822418
"21",49.68,49.970001,47.099998,47.709999,7659300,39.540638
"22",48.439999,48.5,47.43,47.900002,4151300,39.698105
"23",47.82,48.5,47.169998,48.16,3778900,39.913593
"24",48.189999,48.75,47.799999,48.369999,7976500,40.087631
"25",48.130001,48.509998,47.580002,47.93,3999700,39.722961
"26",47.57,49.139999,47.389999,49.119999,4461300,40.709202
"27",49.650002,50.080002,49.23,49.93,4231700,41.380501
"28",50.369999,50.470001,49.68,50.139999,2787200,41.55455
"29",50.130001,50.68,49.919998,50.279999,3256400,41.670582
"30",50.029999,50.970001,49.700001,50.959999,4359300,42.538708
"31",50.790001,51.16,50.27,50.639999,4396100,42.271584
"32",50.990002,51,49.860001,49.959999,2955400,41.70396
"33",49.669998,50.049999,49.41,50.02,3352700,41.754047
"34",50.48,50.610001,49.990002,50.380001,3963500,42.054558
"35",50.099998,50.369999,49.57,49.810001,3157900,41.578762
"36",50.389999,50.650002,49.919998,50.349998,2673300,42.029518
"37",50,50.040001,49.43,50.029999,3118700,41.762398
"38",50.02,50.939999,49.990002,50.759998,5134400,42.371758
"39",50.5,51.169998,49.490002,49.599998,5659400,41.403461
"40",50,51.5,49.970001,50.990002,5952800,42.563759
"41",50.900002,51.41,50.400002,51.040001,4947400,42.605499
"42",51.18,51.380001,50.799999,51.27,3990700,42.797478
"43",51.040001,51.310001,50.509998,51.150002,6826700,42.697311
"44",51.139999,51.450001,50.110001,50.150002,3413700,41.86256
"45",50.150002,50.939999,50.080002,50.220001,5849200,41.920994
"46",50.02,50.18,48.919998,49.279999,4951800,41.136333
"47",49.580002,49.950001,48.970001,49.869999,4704400,41.628845
"48",49.869999,51.09,49.860001,50.990002,5771600,42.563759
"49",50.419998,50.59,49.669998,50.009998,5883000,41.745697
"50",50.48,51.599998,50.16,51.560001,6299200,43.039566
"51",51.650002,52.240002,51.110001,51.18,5216100,42.722366
"52",51.470001,51.75,50.549999,50.790001,5309600,42.396805
"53",50.66,50.810001,50.16,50.5,5599300,42.154736
"54",50.48,50.610001,49.150002,49.259998,5192700,41.119652
"55",49.110001,49.830002,48.93,49.57,4048700,41.378414
"56",49.549999,49.950001,49.18,49.299999,2721500,41.153034
"57",49.509998,49.52,48.810001,48.869999,3563200,40.794098
"58",48.380001,49.060001,48.18,48.830002,3191800,40.760704
"59",48.93,49.16,48.610001,49.029999,4069800,40.92765
"60",49.02,50.619999,48.970001,50.549999,3867400,42.196472
"61",50.599998,50.810001,50,50.139999,5893200,41.854221
"62",49.889999,50.84,49.830002,50.540001,4851500,42.188118
"63",50.68,50.84,49.630001,49.939999,2746700,41.687271
"64",50.220001,50.32,49.540001,50.299999,2445700,41.987782
"65",50.66,51.18,49.400002,49.439999,4060300,41.269897
"66",49.669998,50.450001,49.490002,49.84,4536100,41.603802
"67",49.75,50.43,49.509998,50.02,3526800,41.754047
"68",50.32,50.799999,50.119999,50.139999,3773900,41.854221
"69",50.189999,50.540001,49.91,50.43,4537300,42.096294
"70",50.580002,50.939999,49.830002,49.939999,2986600,41.687271
"71",49.860001,50,49.099998,49.240002,3373800,41.102955
"72",49.279999,49.950001,49.27,49.900002,3563200,41.653881
"73",49.599998,50.009998,48.639999,48.939999,3526500,40.85252
"74",48.799999,49.16,47.779999,48.189999,5526800,40.226471
"75",48.279999,49.02,48.130001,48.540001,3066800,40.518627
"76",48.509998,49,48.360001,48.560001,4201400,40.535324
"77",49.360001,50.439999,49.110001,50.189999,5269900,41.895962
"78",50.27,50.419998,49.889999,50.029999,3813600,41.762398
"79",49.740002,50.110001,49.32,49.599998,4885500,41.403461
"80",49.470001,51.619999,49.459999,51.02,6786600,42.588799
"81",51.32,51.330002,50.68,50.939999,3648500,42.522018
"82",51.150002,51.18,50.48,50.860001,3340900,42.455238
"83",51.080002,51.619999,51.02,51.419998,4864100,42.922699
"84",51.110001,51.689999,50.880001,51.240002,4533400,42.772449
"85",51.110001,51.110001,49.369999,49.560001,5862400,41.370071
"86",49.779999,50.73,49.459999,50.66,5806300,42.288296
"87",50.619999,51.5,50.41,51.34,5924100,42.855915
"88",51.5,51.68,50.970001,51.459999,3965000,42.956081
"89",51.830002,52.669998,51.310001,52.34,5965600,43.690666
"90",52.5,53.240002,52.27,52.509998,4701600,43.832569
"91",52.419998,53.040001,52.380001,52.669998,2946500,43.966137
"92",52.970001,53.52,52.52,52.990002,4787700,44.53767
"93",52.73,52.73,51.77,52.48,5047000,44.109016
"94",52.48,52.84,51.790001,52.049999,4348000,43.747604
"95",51.66,52.459999,51.299999,51.939999,4092200,43.655151
"96",52.16,53.110001,51.91,52.779999,4718900,44.36116
"97",52.939999,53.18,52.689999,52.98,2405400,44.529251
"98",53,53.32,52.75,53.080002,2199100,44.613312
"99",52.939999,53.27,52.759998,53.130001,2917100,44.655334
"100",53.150002,53.91,52.43,52.450001,3952000,44.083801
"101",52.419998,52.869999,52.240002,52.82,3843600,44.394783
"102",52.419998,53.189999,52.32,52.419998,4004700,44.058575
"103",52.299999,52.77,51.630001,52.040001,4572300,43.739197
"104",52.43,53.57,52.380001,53.130001,8751100,44.655334
"105",52.860001,53.130001,52.439999,52.700001,4461400,44.293911
"106",52.57,53.16,52.439999,52.799999,3261500,44.377972
"107",52.580002,53.16,52.419998,53.09,3252700,44.621712
"108",52.84,53.169998,52.470001,52.970001,3672800,44.520855
"109",52.970001,53.959999,52.860001,53.43,4652000,44.907482
"110",53.549999,54.970001,53.459999,54.709999,9652000,45.983307
"111",54.709999,55.200001,53.849998,54.470001,6217100,45.781597
"112",54.48,55.049999,54.34,55.029999,3303700,46.252262
"113",54.869999,54.900002,53.290001,53.349998,5523800,44.840237
"114",53.099998,53.330002,52.759998,52.990002,4004500,44.53767
"115",53.310001,53.77,53.009998,53.77,6775900,45.193245
"116",53.810001,54.369999,53.810001,54.290001,3748000,45.630299
"117",53.66,53.810001,52.470001,52.849998,4838600,44.419998
"118",52.93,53,51.18,51.73,5732100,43.478645
"119",52.119999,52.119999,51.09,51.169998,4936200,43.007961
"120",51.189999,51.650002,50.740002,51.5,6052500,43.285328
"121",51.639999,52.060001,51.25,51.330002,4827000,43.142445
"122",51.400002,52.349998,51.080002,51.849998,3775100,43.579506
"123",52.119999,52.860001,51.849998,52.619999,3171500,44.226685
"124",52.889999,53.02,51.720001,51.810001,4580500,43.545883
"125",52.139999,52.610001,51.700001,52.330002,2917400,43.982944
"126",52.630001,53.369999,52.619999,53.099998,1740700,44.630119
"127",52.830002,53.07,52.23,52.900002,4098300,44.462021
"128",53.139999,53.52,52.619999,52.849998,3074600,44.419998
"129",52.869999,54.150002,52.68,54.07,3908100,45.445393
"130",53.950001,54.509998,53.91,54.080002,3031300,45.4538
"131",53.919998,54.57,53.830002,54.200001,3288900,45.554661
"132",54.740002,54.799999,53.73,53.759998,2538600,45.184834
"133",53.68,53.880001,53.220001,53.84,2614000,45.252079
"134",53.810001,54.049999,53.599998,53.810001,2788700,45.22686
"135",53.860001,54.490002,53.610001,54.310001,4615100,45.64711
"136",54.619999,54.84,54.220001,54.830002,2757900,46.084164
"137",54.900002,55.709999,54.740002,55.549999,3365600,46.689323
"138",55.759998,55.830002,54.810001,55.400002,3000500,46.563251
"139",55.34,55.57,54.84,55.34,2101900,46.512821
"140",55.57,55.869999,55.330002,55.560001,2306100,46.697731
"141",56.139999,56.639999,55.950001,56.02,4102400,47.084351
"142",56.389999,56.610001,55.639999,55.66,4010500,46.78178
"143",54.27,56.459999,53.509998,56.150002,5047400,47.193619
"144",55.919998,56.209999,54.93,54.98,3412400,46.210243
"145",55.16,56.200001,55.02,55.990002,2973100,47.059135
"146",56.110001,56.810001,55.91,56.529999,2918400,47.513
"147",56.150002,56.689999,56.060001,56.200001,2908200,47.235634
"148",56.049999,56.27,55.75,55.889999,2683000,46.975094
"149",55.98,56.450001,55.66,55.790001,3467600,46.891045
"150",55.59,55.700001,54.849998,54.900002,3182600,46.143002
"151",54.900002,55.060001,54.310001,54.439999,2312200,45.756374
"152",54.43,54.689999,52.830002,52.990002,4329200,44.53767
"153",53.040001,53.040001,52.130001,52.209999,3676200,43.882084
"154",52.029999,52.349998,51.689999,52.16,3303500,43.840054
"155",52.080002,52.689999,52.060001,52.310001,2248700,44.305901
"156",52.25,52.369999,51.759998,51.889999,3015500,43.950172
"157",52,52.060001,50.91,51.060001,3896700,43.247173
"158",50.720001,50.889999,49.68,49.700001,4586200,42.095268
"159",49.619999,50.540001,49.43,50.110001,3661300,42.442528
"160",50.07,50.099998,49.450001,49.450001,3561100,41.883522
"161",49.709999,49.959999,49.299999,49.669998,3257500,42.069847
"162",49.43,50.380001,49.330002,50.169998,4527200,42.493347
"163",50.259998,51.540001,50.189999,51.130001,4070100,43.306458
"164",51.470001,52.200001,51.360001,51.720001,3101400,43.806179
"165",52.330002,52.970001,52.029999,52.52,5812400,44.483768
"166",52.169998,52.52,51.119999,51.43,5375900,43.560543
"167",51.529999,52.540001,51.369999,52.330002,4249300,44.322838
"168",52.549999,52.860001,52,52.450001,4895500,44.42448
"169",52.549999,54.32,52.5,54.279999,3976600,45.974472
"170",53.580002,53.66,50.52,51.790001,8363200,43.865471
"171",51.639999,52.57,51.490002,52.369999,6461900,44.356716
"172",52.630001,53.099998,52.34,52.630001,3902700,44.576939
"173",52.66,53.709999,52.52,53.419998,4656400,45.246056
"174",53.48,53.84,52.59,53.75,4580100,45.525566
"175",53.950001,54.48,53.580002,53.77,3425900,45.542503
