"","QRVO.Open","QRVO.High","QRVO.Low","QRVO.Close","QRVO.Volume","QRVO.Adjusted"
"59",68.110001,68.839996,67.697998,68.25,949500,68.25
"60",68.120003,68.364998,67.400002,67.849998,1078900,67.849998
"61",68.010002,69.709999,67.839996,69.080002,1596300,69.080002
"62",69.160004,69.160004,68.540001,68.559998,1060700,68.559998
"63",68.559998,68.919998,67.059998,68.050003,1484900,68.050003
"64",67.580002,68.559998,67.120003,68.32,1155800,68.32
"65",68.419998,69.870003,68.419998,68.599998,1760300,68.599998
"66",68.529999,69.410004,68.239998,69.290001,1259600,69.290001
"67",69.360001,71.910004,69.305,71.330002,2905900,71.330002
"68",71.220001,72.419998,70.620003,70.639999,1885600,70.639999
"69",69.760002,70.230003,68.370003,70.199997,2242900,70.199997
"70",70.230003,70.440002,68.620003,68.760002,1373600,68.760002
"71",68.379997,69.550003,68.114998,68.480003,2031300,68.480003
"72",68.519997,69.220001,68.519997,69.07,939800,69.07
"73",68.830002,69.620003,68.580002,69.540001,1005400,69.540001
"74",70.099998,71.190002,69.849998,69.989998,947400,69.989998
"75",70.610001,71.339996,70,71.029999,867100,71.029999
"76",70.889999,70.900002,70.139999,70.160004,1248500,70.160004
"77",71.32,71.650002,70.839996,70.940002,816000,70.940002
"78",71.459999,71.769997,71.181,71.309998,1351300,71.309998
"79",71.300003,71.551003,70.260002,70.970001,1056800,70.970001
"80",71.300003,71.650002,70.769997,71.120003,1395300,71.120003
"81",70.339996,70.349998,67.610001,68.029999,2850000,68.029999
"82",68.260002,68.949997,67.720001,68.610001,1147800,68.610001
"83",68.529999,68.529999,67.300003,68.339996,1294300,68.339996
"84",67.900002,68.440002,67.5,68.050003,2257600,68.050003
"85",66.870003,69.980003,66.449997,67.019997,4479900,67.019997
"86",67.269997,67.339996,65.870003,66.900002,1637300,66.900002
"87",66.830002,67.050003,65.389999,65.650002,1592300,65.650002
"88",65.809998,66.889999,65.650002,66.160004,1797700,66.160004
"89",66.360001,66.885002,65.739998,66.790001,1102500,66.790001
"90",66.510002,67.07,65.839996,67.019997,1507800,67.019997
"91",66.870003,67.82,66.836998,67.800003,1743000,67.800003
"92",67.260002,72.127998,67.260002,71.540001,4529800,71.540001
"93",71.730003,74.919998,71.665001,74.839996,3182700,74.839996
"94",73.779999,74.589996,72.5,72.540001,2765300,72.540001
"95",72.160004,75.980003,71.75,75.550003,3399400,75.550003
"96",76.089996,76.495003,75.239998,75.510002,2091000,75.510002
"97",75.779999,78.830002,75.745003,78.07,2953900,78.07
"98",78.260002,78.610001,76.360001,78.550003,1858100,78.550003
"99",78.809998,79.199997,77.370003,78.389999,1745400,78.389999
"100",78.650002,79.325996,77.849998,78.830002,1907900,78.830002
"101",78.860001,78.879997,77.760002,77.839996,1349500,77.839996
"102",77.709999,79.099998,77.440002,78.650002,1878700,78.650002
"103",78.93,79.338997,77.199997,77.949997,1409200,77.949997
"104",78.07,79.059998,77.610001,79.059998,1285700,79.059998
"105",78.949997,79.110001,77.559998,78.949997,1573400,78.949997
"106",78.690002,79.089996,77.019997,77.300003,1444000,77.300003
"107",77.089996,78.209999,76.339996,77.5,1070900,77.5
"108",77.449997,78.370003,77.080002,77.669998,1133200,77.669998
"109",77.629997,78.18,76.639999,78.080002,1445300,78.080002
"110",77.779999,78.989998,73.389999,75.269997,2088000,75.269997
"111",74.199997,74.760002,71.199997,74.629997,2174400,74.629997
"112",75.040001,76.389999,74.300003,74.650002,1147300,74.650002
"113",74.919998,75.309998,70.879997,72.129997,2132500,72.129997
"114",70.75,72.300003,70.279999,71.68,2756000,71.68
"115",72.050003,72.330002,71.230003,71.720001,1685100,71.720001
"116",72.290001,72.830002,71.800003,72.459999,1734400,72.459999
"117",72.25,72.510002,70.779999,70.860001,1044900,70.860001
"118",71.300003,72.18,70.620003,71.18,1316500,71.18
"119",71.099998,71.120003,69.324997,70.489998,1089000,70.489998
"120",70.709999,70.790001,69.790001,69.940002,2683700,69.940002
"121",69.949997,70.419998,66.110001,66.410004,3320600,66.410004
"122",66.080002,66.339996,64.099998,64.489998,2499400,64.489998
"123",65.07,66.190002,63.806,65.949997,2362500,65.949997
"124",65.57,65.75,63.029999,64.290001,1957500,64.290001
"125",64.449997,64.800003,63.060001,63.32,1584900,63.32
"126",63.490002,63.950001,62.68,63,807200,63
"127",63.43,65.339996,63.360001,65.019997,2265800,65.019997
"128",64.080002,65.080002,63.59,64.010002,1964400,64.010002
"129",64.419998,66.260002,64.279999,65.860001,1948900,65.860001
"130",65.620003,65.980003,63.970001,65,2001200,65
"131",64.989998,66.150002,64.833,65.93,997700,65.93
"132",66.290001,67.809998,65.730003,67.470001,2382700,67.470001
"133",67.300003,67.779999,66.32,67.370003,2169400,67.370003
"134",67.709999,68.080002,67.230003,67.32,789100,67.32
"135",67.300003,67.550003,66.610001,67,1196500,67
"136",66.889999,67.169998,66.160004,66.980003,909400,66.980003
"137",67.25,67.699997,66.860001,67.639999,911600,67.639999
"138",67.720001,68.959999,67.040001,68.720001,1202100,68.720001
"139",68.720001,69.419998,67.519997,69.290001,1563600,69.290001
"140",69.279999,69.5,68.800003,69.169998,1642800,69.169998
"141",69.199997,69.730003,68.406998,69.294998,1076100,69.294998
"142",69.529999,70.269997,68.980003,69.540001,746300,69.540001
"143",69.620003,69.660004,68.324997,69.099998,2024100,69.099998
"144",68.870003,69.349998,68.370003,69,789400,69
"145",69.190002,69.260002,68.029999,68.559998,1448400,68.559998
"146",68.669998,68.669998,67.68,68.07,1396500,68.07
"147",69.370003,69.370003,66.629997,66.860001,2264100,66.860001
"148",66.300003,68.974998,64.699997,66.889999,2459100,66.889999
"149",66.699997,68.099998,66.220001,66.620003,965500,66.620003
"150",66.82,69.18,66.82,68.800003,1366900,68.800003
"151",68.410004,69.800003,67.555,69.160004,1369100,69.160004
"152",68.809998,69.419998,68.389999,69.059998,865000,69.059998
"153",68.639999,68.669998,67.489998,67.769997,1277900,67.769997
"154",67.669998,69.050003,66.830002,68.900002,961000,68.900002
"155",69.540001,71.610001,69.5,71.419998,1537900,71.419998
"156",71.339996,72.300003,70.43,71.760002,1694200,71.760002
"157",71.900002,72.470001,71.459999,72.419998,1281500,72.419998
"158",72.110001,72.735001,71.160004,71.190002,1388600,71.190002
"159",71.709999,71.809998,69.599998,69.669998,1285200,69.669998
"160",69.620003,69.980003,68.519997,69.330002,828100,69.330002
"161",69.739998,71.110001,69.709999,71.010002,806900,71.010002
"162",70.529999,70.889999,70.050003,70.669998,752600,70.669998
"163",70.989998,71.199997,70.129997,70.25,827500,70.25
"164",70.519997,71.260002,70.199997,70.93,837500,70.93
"165",71.150002,71.150002,70.059998,70.599998,721300,70.599998
"166",69.910004,70.690002,69.309998,70.459999,510700,70.459999
"167",70.760002,73.169998,70.620003,73.120003,832000,73.120003
"168",73.190002,73.660004,72.82,73.220001,811000,73.220001
"169",73.389999,74.230003,73.07,73.260002,703000,73.260002
"170",72.93,73.989998,72.239998,73.379997,869800,73.379997
"171",73.269997,73.974998,72.035004,73.32,726000,73.32
"172",73.410004,75.709999,73.139999,73.220001,2006600,73.220001
"173",73.290001,73.400002,71.440002,71.610001,707000,71.610001
"174",72.339996,73.160004,72.139999,72.629997,780400,72.629997
"175",72.900002,73.639999,72.550003,72.949997,915000,72.949997
"176",72.900002,73.239998,72.309998,73.010002,522600,73.010002
"177",72.559998,74.690002,72.559998,73.480003,645300,73.480003
"178",73.370003,75.550003,73.224998,75.489998,1440900,75.489998
"179",75.5,76.470001,74.199997,74.349998,1000800,74.349998
"180",74.440002,74.610001,73.635002,74.32,645500,74.32
"181",74.300003,74.32,69.93,70.32,2221800,70.32
"182",70.209999,70.720001,69.059998,70.610001,1653600,70.610001
"183",70.379997,71.57,70.230003,71.199997,1035700,71.199997
"184",70.639999,70.639999,68.260002,68.660004,1932800,68.660004
"185",69,69.370003,67.697998,68.239998,1113300,68.239998
"186",69.230003,70.769997,68.650002,70.25,1041500,70.25
"187",70.25,70.720001,69.57,70.199997,883500,70.199997
"188",70.199997,71.089996,69.220001,70.68,1020400,70.68
"189",70.839996,72.059998,70.839996,71.290001,801500,71.290001
"190",71.519997,71.760002,71.019997,71.389999,428600,71.389999
"191",71.019997,72.169998,70.528,72.160004,642800,72.160004
"192",72.239998,72.68,71.110001,71.699997,759900,71.699997
"193",71.639999,72.800003,71.639999,72.690002,607200,72.690002
"194",72.650002,72.940002,72.110001,72.660004,417900,72.660004
"195",72.75,72.809998,71.010002,71.839996,986600,71.839996
"196",71.900002,73,71.900002,72.940002,839500,72.940002
"197",72.720001,73.07,72.260002,72.360001,1233000,72.360001
"198",72.580002,73.029999,72.080002,72.389999,663400,72.389999
"199",72.269997,72.739998,72.129997,72.529999,721400,72.529999
"200",72.519997,73.190002,71.580002,72.269997,1020900,72.269997
"201",72.269997,72.345001,70.910004,72.019997,797400,72.019997
"202",71.5,71.5,69.120003,69.68,1596200,69.68
"203",70.129997,70.550003,69.720001,69.919998,779600,69.919998
"204",70.080002,70.529999,69.5,69.800003,1163800,69.800003
"205",70.110001,71.660004,69.769997,71.440002,1220400,71.440002
"206",71.800003,73.389999,71.309998,71.779999,1460300,71.779999
"207",72.129997,72.519997,71.445,71.559998,594600,71.559998
"208",72.739998,73.760002,71.199997,73.720001,1237400,73.720001
"209",74.019997,76.589996,73.75,76.25,1620300,76.25
"210",76.449997,77.055,75.279999,75.809998,1417400,75.809998
"211",76.160004,76.589996,73.860001,74.459999,1953100,74.459999
"212",71.730003,74.809998,71.190002,74.300003,2612300,74.300003
"213",74.349998,74.480003,71.730003,73.839996,2903500,73.839996
"214",73.779999,78.970001,73.470001,78.489998,3093600,78.489998
"215",77.580002,79.980003,76.699997,78.459999,1758100,78.459999
"216",78.480003,80.940002,78.110001,80.82,1716700,80.82
"217",80.480003,80.959999,78.32,79.470001,1463200,79.470001
"218",81.199997,81.199997,79.029999,79.57,928200,79.57
"219",79.160004,79.919998,78.559998,79.080002,1005900,79.080002
"220",79,79.779999,78.07,78.410004,784300,78.410004
"221",78.260002,78.370003,76.330002,76.68,1128600,76.68
"222",77.050003,78.160004,76.989998,77.910004,872600,77.910004
"223",78.040001,78.397003,76.68,77.330002,927100,77.330002
"224",77.599998,79.230003,77.599998,79.139999,726600,79.139999
"225",79.470001,80.839996,79.400002,80.589996,1177200,80.589996
"226",80.540001,80.712997,79.300003,79.610001,637400,79.610001
"227",79.75,80.650002,79.75,80.620003,238700,80.620003
"228",80,80.43,79.221001,79.739998,905900,79.739998
"229",79.989998,80,77.793999,79.029999,1120900,79.029999
"230",78.970001,79.105003,75.269997,76.690002,1501600,76.690002
"231",76.889999,77.489998,76.175003,76.580002,1252300,76.580002
"232",76.089996,76.300003,71.660004,74.209999,2124900,74.209999
"233",74.760002,75.309998,71.849998,72.400002,2211700,72.400002
"234",72.040001,73.260002,70.830002,71.779999,1862400,71.779999
"235",70,71.010002,67.529999,70.099998,3573600,70.099998
"236",71.529999,71.559998,68.349998,68.720001,1864300,68.720001
"237",69.279999,69.370003,67.660004,67.879997,2150000,67.879997
"238",67.639999,68.900002,67.639999,68.620003,1559000,68.620003
"239",68.110001,68.459999,66.519997,67.690002,1913700,67.690002
"240",68.139999,69.084999,67.059998,67.290001,1565300,67.290001
"241",67.199997,67.330002,65.209999,65.230003,1991800,65.230003
"242",65.57,66.150002,64.720001,65.529999,4164800,65.529999
"243",66,67.330002,65.300003,67.050003,1824100,67.050003
"244",66.75,67.279999,66.364998,66.790001,878500,66.790001
"245",67.220001,67.519997,66.129997,67.07,845000,67.07
"246",67.25,67.550003,67.059998,67.480003,913400,67.480003
"247",67.489998,68.209999,67.349998,67.690002,877400,67.690002
"248",65.839996,67.690002,64.529999,65.900002,1260000,65.900002
"249",66.25,67.989998,65.980003,67.260002,1135400,67.260002
"250",67.510002,67.900002,66.849998,67.360001,850200,67.360001
"251",67.360001,67.57,66.580002,66.599998,714800,66.599998
"252",67.059998,68.970001,66.080002,68.879997,1345800,68.879997
"253",69.080002,70.008003,68.139999,68.389999,1552800,68.389999
"254",68.690002,69.879997,68.089996,68.720001,1346900,68.720001
"255",69.059998,69.438004,67.919998,68.029999,1556400,68.029999
"256",67.889999,68.970001,67.290001,68.839996,1390100,68.839996
"257",69.139999,69.970001,68.440002,69,1513600,69
"258",68.699997,68.980003,67.349998,67.739998,1691600,67.739998
"259",68,69.389999,67.669998,68.879997,1022400,68.879997
"260",69.120003,71.230003,68.705002,71.040001,1621700,71.040001
"261",71.370003,71.610001,68.910004,69.300003,1188400,69.300003
"262",69.470001,71.089996,69.32,70.849998,1025700,70.849998
"263",70.839996,71.989998,70.589996,70.699997,1233500,70.699997
"264",70.5,70.5,67.129997,68.400002,2820300,68.400002
"265",68.120003,68.519997,65.559998,66.339996,3155900,66.339996
"266",66.440002,67.790001,66.099998,67.32,2130400,67.32
"267",66.760002,67.885002,65.800003,66.900002,2797900,66.900002
"268",67.459999,67.519997,65.720001,66.059998,1914900,66.059998
"269",66.419998,67.940002,66.099998,67.940002,1932000,67.940002
"270",67.32,68.449997,67.300003,68.190002,2286200,68.190002
"271",67.480003,75.080002,67.400002,70.669998,6126500,70.669998
"272",71.5,71.949997,69.879997,71.769997,3927000,71.769997
"273",79.32,85.239998,77.889999,83.339996,10691400,83.339996
"274",82.410004,83.889999,80.620003,80.769997,4082300,80.769997
"275",80.199997,81.970001,75.349998,75.580002,4736300,75.580002
"276",74.989998,79.25,74.110001,79.07,3857200,79.07
"277",78.75,80.019997,78.07,78.089996,3619000,78.089996
"278",78.089996,80.620003,76.809998,76.849998,2670100,76.849998
"279",77.760002,79.800003,75.5,77.849998,3382800,77.849998
"280",78.339996,79.949997,77.940002,79.169998,1615200,79.169998
"281",78.800003,79.699997,78.510002,79.349998,1184900,79.349998
"282",78.809998,79.830002,78.449997,78.82,1748000,78.82
"283",78.970001,79.720001,77.480003,78.559998,1393900,78.559998
"284",78.370003,78.82,77.290001,77.309998,1387000,77.309998
"285",77.370003,80.879997,77.370003,80.169998,2328000,80.169998
"286",80.379997,80.839996,79.720001,79.949997,1735700,79.949997
"287",80.169998,80.599998,78.120003,78.5,1632400,78.5
"288",78.980003,80.160004,78.57,80.129997,1073600,80.129997
"289",80.129997,81.489998,79.860001,81.480003,1029400,81.480003
"290",81.580002,82.279999,81.18,81.209999,1143700,81.209999
"291",81.25,81.93,80.150002,80.709999,989300,80.709999
"292",80.830002,81.089996,78.160004,78.610001,1488400,78.610001
"293",77.870003,81.300003,77.870003,81.129997,1667300,81.129997
"294",80.650002,83.532997,80.650002,83.190002,1692500,83.190002
"295",83.459999,84.239998,83.25,83.68,1261300,83.68
"296",82.830002,84.300003,82.769997,83.32,1778500,83.32
"297",83.5,84.290001,82.699997,84.230003,1383400,84.230003
"298",84.449997,85.510002,83.884003,85.510002,1437600,85.510002
"299",86,86.839996,83.959999,86.389999,1861700,86.389999
"300",86.559998,86.559998,83.07,83.419998,1774700,83.419998
"301",83.459999,83.75,81.25,82.220001,1390900,82.220001
"302",79.480003,80.019997,74.790001,79,6676800,79
"303",79.290001,81.620003,78.989998,80.75,2831900,80.75
"304",79.800003,80.309998,77.419998,78.419998,2532000,78.419998
"305",75.050003,76.660004,73.519997,75.07,4309600,75.07
"306",75.07,75.919998,73.919998,74.18,2088200,74.18
"307",73.43,74.43,72.190002,72.650002,2639800,72.650002
"308",72.760002,73.400002,70.610001,71.550003,2167400,71.550003
"309",72.550003,73.529999,71.260002,73.339996,1813800,73.339996
"310",73.489998,73.57,69.635002,70.230003,1855900,70.230003
"311",69.93,70.870003,68.129997,68.540001,1717600,68.540001
"312",69.120003,71.059998,68.25,70.449997,1542200,70.449997
"313",70.07,70.440002,68.059998,68.529999,1275200,68.529999
"314",69.010002,69.93,68.650002,69.709999,1093800,69.709999
"315",68.220001,71.589996,67.809998,71.510002,1231800,71.510002
"316",71.660004,72.400002,70.934998,71.410004,1622900,71.410004
"317",70.699997,71.529999,69.330002,69.720001,1291500,69.720001
"318",70.099998,71.440002,69.57,69.589996,1157500,69.589996
"319",70.800003,71.639999,70.410004,71.239998,1072900,71.239998
"320",70.910004,72.82,70.419998,72.199997,1026600,72.199997
"321",72.720001,73.389999,72.019997,72.510002,1486400,72.510002
"322",72.900002,72.900002,71.620003,72.550003,829500,72.550003
"323",72.75,72.910004,71.220001,72.279999,1075300,72.279999
"324",72.860001,73.830002,72.559998,73.470001,810300,73.470001
"325",73.260002,73.769997,72.129997,73.120003,950400,73.120003
"326",71.400002,71.769997,69.709999,70.629997,2796700,70.629997
"327",70.779999,71.029999,68.540001,69.879997,1670400,69.879997
"328",70.209999,70.669998,68.300003,68.68,2354700,68.68
"329",68.889999,69.459999,67.745003,68.059998,2218200,68.059998
"330",68.110001,68.650002,67.139999,67.660004,1453400,67.660004
"331",68.43,69.144997,67.290001,68.480003,1250200,68.480003
"332",68.589996,68.589996,67.220001,67.379997,1451000,67.379997
"333",67.339996,68.440002,66.300003,67.400002,2140100,67.400002
"334",68.650002,72.459999,68.339996,71.800003,2421000,71.800003
"335",72,74.690002,71.860001,74.239998,3812100,74.239998
"336",74.029999,77.75,70.779999,76.730003,3988000,76.730003
"337",76.190002,79.540001,75.839996,79.489998,1760900,79.489998
"338",79.830002,81.410004,79.160004,79.639999,2452200,79.639999
"339",79.199997,80.419998,78.879997,79.889999,1702100,79.889999
"340",79.940002,80.860001,79.5,80.209999,1249200,80.209999
"341",80.790001,82.050003,80,81.989998,1204500,81.989998
"342",81.260002,82.089996,81.260002,81.639999,854200,81.639999
"343",82.330002,83.419998,81.044998,81.669998,1202300,81.669998
"344",81.129997,81.260002,79.459999,80.099998,1158800,80.099998
"345",80.379997,81.239998,80.199997,81.050003,1106600,81.050003
"346",79.165001,81.190002,79.165001,80.610001,686400,80.610001
"347",80.019997,80.150002,78.75,79.589996,1734400,79.589996
"348",80.470001,81.830002,79.809998,81.150002,1344700,81.150002
"349",81.57,82.290001,80.629997,80.779999,1061200,80.779999
"350",81.18,81.339996,80,81.300003,1259300,81.300003
"351",81.32,81.940002,80.5,81.230003,1370100,81.230003
"352",81.480003,82.084999,81.269997,81.489998,1066500,81.489998
"353",80.860001,81.050003,78.980003,79.940002,1582600,79.940002
"354",79.910004,81.040001,79.650002,80.93,1143500,80.93
"355",80.809998,81.540001,80.019997,80.25,1120600,80.25
"356",80.629997,82,80.300003,81.809998,1218500,81.809998
"357",82,82,80.917999,81.690002,794600,81.690002
"358",81.970001,82.25,81.239998,81.720001,735700,81.720001
"359",81.410004,81.720001,79.160004,80.089996,2314900,80.089996
"360",79.949997,82.110001,79.519997,81.040001,1684500,81.040001
"361",79.089996,80.980003,78.419998,80.160004,1682500,80.160004
"362",79.989998,80.300003,79.639999,79.830002,599400,79.830002
"363",79.839996,81.239998,79.544998,80.730003,916400,80.730003
"364",81.010002,81.5,80.019997,80.400002,1176600,80.400002
"365",80.839996,83.959999,80.5,83.650002,2586200,83.650002
"366",83.669998,85.239998,82.870003,85.120003,2787000,85.120003
"367",85.010002,86.5,84.220001,85.790001,2090300,85.790001
"368",84.730003,85.214996,82.830002,83.510002,1037200,83.510002
"369",84.300003,84.489998,83.190002,83.459999,872700,83.459999
"370",83.830002,83.830002,82.089996,82.230003,704000,82.230003
"371",82.830002,82.940002,81.459999,82.050003,1599600,82.050003
"372",81.699997,81.970001,79.411003,80.360001,984000,80.360001
"373",80.43,82.114998,79.860001,81.720001,858100,81.720001
"374",81.809998,82.32,79.879997,79.889999,670700,79.889999
"375",79.620003,80.629997,79.309998,80.480003,597300,80.480003
"376",80.830002,81.349998,80.099998,80.169998,981500,80.169998
"377",79.75,80.290001,78.760002,80.099998,710400,80.099998
"378",80.199997,80.220001,77,77.440002,938100,77.440002
"379",79.510002,82.040001,78.606003,81.82,2329300,81.82
"380",81.769997,81.907997,80.059998,81.529999,774400,81.529999
"381",82.010002,82.739998,81.129997,82.580002,771500,82.580002
"382",82.300003,83.410004,82.050003,83.290001,639100,83.290001
"383",82.559998,82.599998,80.199997,80.260002,665100,80.260002
"384",80.470001,82.059998,80.050003,81.980003,1184700,81.980003
"385",81.839996,82.580002,81.169998,81.370003,626000,81.370003
"386",81.720001,82.344002,81.209999,81.330002,598500,81.330002
"387",81.209999,82.75,80.760002,82.720001,742000,82.720001
"388",82.800003,83.5,82.129997,82.400002,985300,82.400002
"389",82.360001,84.209999,82.279999,83.760002,1360000,83.760002
"390",84.300003,85.239998,81.059998,81.199997,1618800,81.199997
"391",80.790001,82.68,79.690002,82.540001,1127700,82.540001
"392",83.239998,83.730003,81,81.220001,858500,81.220001
"393",81.019997,81.599998,79.599998,81.25,998100,81.25
"394",81.220001,82.455002,80.754997,82.199997,843200,82.199997
"395",82.540001,82.959999,80.875,81.720001,713700,81.720001
"396",81.400002,81.695,79.949997,80.830002,1140100,80.830002
"397",81.419998,82.339996,80.629997,81.760002,768400,81.760002
"398",82.660004,83.300003,81.370003,82.18,2660400,82.18
"399",79,84.910004,79,84.410004,2535600,84.410004
"400",84.699997,84.699997,83.510002,84.18,846800,84.18
"401",83.459999,85.370003,82.589996,85.199997,942600,85.199997
"402",85.209999,86.496002,84.771004,86.059998,1310600,86.059998
"403",85.669998,86.470001,85.379997,85.550003,502300,85.550003
"404",85,86.040001,84.5,85.510002,684100,85.510002
"405",84.690002,84.690002,82.68,83.190002,1277500,83.190002
"406",83,84.050003,82.699997,83.110001,939900,83.110001
"407",83.519997,83.959999,82.214996,82.790001,1534700,82.790001
"408",82.330002,82.417999,81.110001,81.949997,1933900,81.949997
"409",82.599998,82.599998,81.449997,82.160004,1065400,82.160004
"410",81.57,81.980003,80.739998,81.5,1278200,81.5
"411",81.709999,81.860001,78.120003,78.18,1706600,78.18
"412",78.720001,81.294998,78.620003,81.099998,2007100,81.099998
"413",80.75,81.205002,79.970001,80.620003,787500,80.620003
"414",80.260002,80.790001,78.970001,79.199997,977500,79.199997
"415",79.559998,79.989998,79.160004,79.629997,702300,79.629997
"416",79.800003,80.489998,79.410004,79.589996,1141800,79.589996
"417",79.910004,80.209,79.010002,79.830002,832400,79.830002
"418",79.93,80.489998,79.294998,80.290001,768500,80.290001
"419",80.040001,80.559998,79.209999,79.400002,663400,79.400002
"420",79.400002,80.485001,79.400002,80.089996,954800,80.089996
"421",79.879997,80.839996,79.519997,80.279999,1247200,80.279999
"422",80.419998,80.489998,79.370003,79.68,665700,79.68
"423",79.550003,79.93,75.089996,75.129997,1998500,75.129997
"424",74,76.485001,73.519997,74.949997,2422300,74.949997
"425",74.879997,74.900002,73.519997,73.980003,708500,73.980003
"426",73.519997,73.970001,72.309998,73.370003,1306000,73.370003
"427",72.879997,73.529999,71.537003,73.459999,1273000,73.459999
"428",74.550003,75.980003,73.669998,75.300003,1632500,75.300003
"429",75.75,76.400002,75.290001,75.739998,766500,75.739998
"430",75.379997,75.989998,73.790001,73.970001,1090800,73.970001
"431",74.269997,75.529999,74.099998,75.040001,997500,75.040001
"432",75.110001,77.139999,75.110001,76.809998,1060300,76.809998
"433",77.550003,79.07,77.269997,78.669998,1422800,78.669998
"434",78.980003,79.290001,78.120003,78.620003,2267900,78.620003
"435",78.019997,78.860001,76.82,78.449997,798600,78.449997
"436",78.25,78.25,75.32,76.25,1153200,76.25
"437",75.75,76.199997,74.629997,75.059998,914100,75.059998
"438",75.120003,75.470001,74.599998,74.720001,876600,74.720001
"439",74.57,76.955002,74.07,76.889999,1030500,76.889999
"440",77.190002,78.309998,76.660004,77.099998,1188200,77.099998
"441",77.279999,78.690002,77.242996,77.290001,915000,77.290001
"442",77.370003,77.875,75.059998,76.25,1212400,76.25
"443",76.099998,76.449997,75.330002,76.169998,926800,76.169998
"444",75.949997,76.279999,72.050003,72.690002,1466400,72.690002
"445",72.489998,73.32,71.290001,72.980003,865100,72.980003
"446",73,74.660004,72.669998,74.339996,1108400,74.339996
"447",73.449997,73.449997,70.139999,70.290001,1899300,70.290001
"448",70.160004,73.339996,70.059998,71.389999,1628400,71.389999
"449",72.699997,73.580002,71.550003,72.68,1118600,72.68
