"","GPN.Open","GPN.High","GPN.Low","GPN.Close","GPN.Volume","GPN.Adjusted"
"59",78.110001,79.110001,77.68,78.75,1079800,77.985054
"60",78.75,79.190002,78.470001,78.830002,858700,78.064278
"61",80.059998,81.629997,79.309998,80.699997,2143200,79.916092
"62",80.099998,81.099998,80.089996,80.68,1357900,79.896301
"63",80.860001,80.93,79.089996,79.330002,1404400,78.559425
"64",78.949997,79.32,78.010002,78.349998,1299900,77.588921
"65",78.410004,78.900002,77.559998,77.75,864400,76.994751
"66",77.669998,78.400002,77.489998,78.089996,687200,77.331459
"67",77.989998,78.470001,77.730003,77.93,626900,77.173012
"68",77.800003,78.339996,77.459999,77.5,756600,76.747192
"69",77.5,77.690002,76.599998,77.690002,926200,76.935341
"70",77.760002,77.970001,76.470001,77.510002,703300,76.757095
"71",77.190002,78.379997,77.029999,77.540001,1065000,76.786812
"72",77.639999,78.599998,77.639999,78.580002,7e+05,77.816689
"73",78.209999,79.07,78.169998,79,692800,78.232635
"74",78.970001,79.529999,78.769997,78.949997,832700,78.18309
"75",79.260002,81.080002,78.809998,80.989998,1658100,80.2033
"76",80.989998,81.709999,80.269997,80.860001,1603100,80.074554
"77",81.57,81.889999,80.980003,81.389999,1172500,80.599396
"78",81.550003,82.370003,81.18,81.980003,1282800,81.183693
"79",81.980003,82.010002,81.059998,81.419998,923500,80.62912
"80",81.410004,82.120003,81.230003,81.970001,1071200,81.173782
"81",81.709999,82.239998,80.790001,81.760002,1777600,80.96582
"82",81.900002,82.029999,81.43,81.5,1107800,80.708351
"83",81.550003,81.989998,81,81.720001,899000,80.926216
"84",81.330002,81.57,80.010002,81.099998,1891600,80.312218
"85",84.790001,86.220001,84.290001,86.139999,3042100,85.303261
"86",86.620003,86.620003,85.75,86.07,1728500,85.233948
"87",86.339996,86.93,86.120003,86.540001,1155100,85.699387
"88",86.629997,87.550003,86.440002,87.269997,1591000,86.422287
"89",87.260002,88.169998,87.129997,87.790001,1188900,86.937233
"90",87.269997,88.300003,86.989998,88.25,853100,87.392761
"91",88.07,88.25,87.5,87.739998,935200,86.887726
"92",87.720001,89.830002,87.68,89.440002,1230000,88.571213
"93",89.779999,89.980003,89.089996,89.360001,985200,88.492004
"94",89.360001,89.360001,88.07,88.099998,1329600,87.244217
"95",88.089996,89.379997,87.68,88.769997,1014500,87.907707
"96",89.290001,90.309998,89.019997,90.040001,1006500,89.165359
"97",90.309998,91.779999,90.209999,91.730003,926900,90.838966
"98",91.949997,92.18,90.959999,91.209999,1477800,90.324028
"99",91.230003,92.639999,90.949997,92.510002,1037300,91.611397
"100",93,93.050003,92.32,92.370003,1061600,91.472755
"101",92.190002,92.68,91.760002,91.849998,1068000,90.957802
"102",91.82,92.260002,91.580002,91.980003,845100,91.086533
"103",92.209999,92.379997,91.339996,91.610001,1419500,90.720139
"104",91.959999,93.309998,91.959999,93.309998,1252400,92.403603
"105",93.279999,93.309998,92.139999,92.389999,1226400,91.492561
"106",92.650002,92.93,91.650002,91.720001,1529400,90.829056
"107",91.639999,93.519997,91.160004,92.239998,1171000,91.344009
"108",92.279999,92.919998,91.959999,92.25,859800,91.366798
"109",92.25,92.25,90.389999,91.080002,1056400,90.208
"110",91.139999,91.160004,88.389999,89.099998,1719600,88.246948
"111",88.660004,89.5,87.300003,89.5,1392400,88.643112
"112",90,91.440002,90,90.800003,926400,89.930687
"113",91.010002,91.18,89.830002,90.400002,698600,89.534508
"114",89.379997,90.699997,88.629997,90.339996,839800,89.475067
"115",90.309998,90.309998,89.18,89.550003,1159200,88.69265
"116",89.910004,90.730003,89.379997,89.75,679500,88.890724
"117",89.470001,90.57,89.050003,89.110001,616000,88.256851
"118",89.279999,90.07,88.949997,89.610001,862800,88.752068
"119",89.709999,90.849998,89.099998,90.480003,914600,89.61377
"120",90.860001,91.419998,90.110001,91.260002,1176000,90.386276
"121",91.32,91.889999,90.110001,90.25,515000,89.385956
"122",90.080002,90.620003,89.410004,89.860001,793100,88.999687
"123",90.510002,91.970001,89.589996,91.879997,1066200,91.000336
"124",91.629997,91.830002,89.660004,90.410004,971100,89.544418
"125",91.019997,91.239998,90.32,90.32,665200,89.455269
"126",90.860001,90.879997,89.779999,90.050003,476500,89.187843
"127",90.099998,90.669998,89.43,89.879997,946800,89.019485
"128",89.25,89.25,88.050003,88.410004,963400,87.563568
"129",88.769997,89.580002,88.410004,88.989998,864700,88.138008
"130",88.75,89.360001,87.989998,88.650002,1331000,87.80127
"131",88.480003,88.739998,87.860001,88.309998,1173100,87.464523
"132",88.809998,90.239998,88.809998,90.190002,748200,89.326515
"133",90.519997,90.889999,89.980003,90.68,727200,89.811821
"134",90.889999,91.910004,90.309998,91.860001,840500,90.98053
"135",92.129997,92.169998,89.410004,91.370003,1427900,90.495216
"136",90.940002,91.739998,90.440002,91.709999,870400,90.831978
"137",92.080002,92.980003,91.720001,92.800003,933700,91.911522
"138",92.779999,93.870003,92.519997,93.610001,1166000,92.713768
"139",93.629997,94.32,93.389999,93.779999,894000,92.882156
"140",93.849998,95,93.540001,94.800003,766900,93.892372
"141",95.050003,95.589996,94.57,95.010002,837000,94.100365
"142",95.050003,95.440002,94.589996,95.300003,662800,94.387596
"143",95.489998,95.68,93.779999,94.620003,861900,93.714104
"144",94.160004,95.099998,93.949997,94.519997,600100,93.615067
"145",94.93,95.360001,94.160004,94.370003,793600,93.466507
"146",95,95.529999,94.410004,95.510002,1007500,94.595573
"147",95.410004,95.720001,94.339996,95.410004,1298900,94.496567
"148",94.449997,95.419998,92.82,95.150002,2136300,94.239021
"149",95.730003,97.989998,95.300003,97.720001,2128700,96.784424
"150",97.57,97.940002,96.669998,96.760002,2060200,95.833626
"151",96.309998,97.519997,96.150002,96.949997,1130300,96.021782
"152",97,97.169998,95.959999,96.019997,1481800,95.100723
"153",95.830002,96.209999,93.5,93.639999,1305600,92.743492
"154",93.589996,94.370003,93.209999,93.309998,930300,92.416634
"155",94.199997,94.940002,94.080002,94.480003,921500,93.575447
"156",94.57,95,94.32,94.32,787300,93.416962
"157",94.43,94.889999,94.209999,94.599998,789200,93.694298
"158",94.419998,95.050003,93.629997,93.669998,606800,92.773201
"159",93.739998,94.269997,93.449997,93.760002,773100,92.86235
"160",93.690002,94.610001,93.559998,94.57,857100,93.664574
"161",94.739998,95.949997,94.620003,95.849998,583900,94.932335
"162",95.489998,95.839996,94.290001,94.580002,659600,93.6745
"163",94.739998,94.970001,94.050003,94.260002,464300,93.357552
"164",94.370003,94.720001,93.050003,93.349998,669200,92.456261
"165",93.650002,94.010002,93.300003,93.870003,562900,92.971283
"166",93.220001,94.209999,92.900002,93.989998,493000,93.090134
"167",93.940002,94.599998,93.559998,94.519997,565800,93.615067
"168",95,95.690002,94.519997,95.489998,691700,94.575775
"169",95.790001,96.120003,95.220001,95.519997,390000,94.605484
"170",95.139999,95.75,94.389999,94.849998,655100,93.941895
"171",95.150002,95.410004,94.660004,94.769997,631500,93.862656
"172",94.849998,96.160004,94.540001,95.989998,649400,95.070969
"173",95.870003,96.139999,94.650002,95.089996,1047500,94.179588
"174",95.580002,96.919998,94.709999,96.5,924400,95.576088
"175",97,98.139999,96.779999,98.080002,1176100,97.140976
"176",98,98.099998,97.150002,97.379997,886800,96.447693
"177",97.07,97.830002,96.720001,97.029999,1089200,96.110901
"178",97,97.800003,96.849998,97.559998,1334100,96.63588
"179",97.699997,97.860001,96.690002,96.989998,1107800,96.071281
"180",97.169998,97.169998,96.07,96.080002,842200,95.169907
"181",96.169998,96.599998,95.120003,95.620003,1056300,94.714249
"182",95.559998,96.550003,95.349998,96.339996,683500,95.427422
"183",96.529999,97.190002,95.150002,95.82,810300,94.912361
"184",95.660004,95.879997,93.940002,94.199997,1572000,93.307709
"185",94.330002,94.949997,93.629997,94.349998,1334800,93.456284
"186",94.830002,95.559998,94.400002,94.480003,1208900,93.58506
"187",94.190002,94.529999,92.970001,93.940002,1179100,93.050179
"188",93.919998,95.059998,93.620003,95.029999,835700,94.129852
"189",95.209999,96.209999,95.010002,96.129997,1053300,95.219421
"190",96.32,97.809998,96.099998,96.620003,1133200,95.704781
"191",96.870003,96.870003,95.75,96.419998,1015300,95.506676
"192",96.389999,97.290001,95.879997,96.790001,779300,95.873169
"193",96.470001,97.220001,96.269997,96.949997,629400,96.031647
"194",96.959999,99.150002,96.769997,98.150002,865800,97.220284
"195",98.629997,100.339996,98.089996,98.519997,1622300,97.586792
"196",98.610001,99.610001,98.360001,99.07,1029400,98.131569
"197",98.970001,99.910004,98.650002,99.059998,723500,98.121666
"198",99.400002,100.110001,99.050003,99.639999,579400,98.696182
"199",99.889999,100.199997,99.019997,99.339996,727400,98.399025
"200",99.300003,99.309998,97.519997,97.68,902000,96.754753
"201",97.690002,98.129997,96.760002,96.870003,968200,95.952415
"202",96.25,96.870003,96.050003,96.809998,923000,95.893005
"203",97.059998,97.370003,96.489998,97.169998,927500,96.24958
"204",97.5,97.870003,97.160004,97.440002,1236000,96.517014
"205",97.970001,98.010002,97.419998,97.739998,549100,96.814171
"206",97.760002,99.559998,97.760002,99.519997,915100,98.577301
"207",99.760002,100.580002,99.260002,100.400002,1796700,99.448975
"208",100.800003,101.589996,99.889999,101.57,1116300,100.607887
"209",101.339996,101.989998,101.010002,101.879997,737700,100.914963
"210",102.010002,104,101.400002,103.949997,1720300,102.965347
"211",104.389999,104.470001,102.129997,102.550003,1055600,101.578606
"212",102.5,102.849998,101.709999,102.809998,687800,101.836151
"213",103.629997,104.07,103.029999,103.610001,1103100,102.628571
"214",103.769997,104.830002,103.620003,104.269997,1097400,103.282318
"215",104.400002,104.400002,103.129997,103.900002,1253000,102.91584
"216",103.110001,103.75,100.040001,101.650002,2263400,100.687141
"217",101.300003,101.330002,97.900002,99.32,1781800,98.379211
"218",99.129997,99.959999,98.169998,98.849998,1142900,97.913673
"219",98.32,99.690002,98.32,99.599998,1367100,98.656563
"220",99.449997,101.489998,99.139999,101.339996,1072200,100.380066
"221",101.010002,101.300003,99.029999,99.389999,1131300,98.44854
"222",99.839996,101.120003,99.699997,100.220001,861800,99.270683
"223",99.830002,100.169998,99.410004,100.029999,622800,99.082489
"224",100.480003,101.559998,100.199997,101.080002,695900,100.122536
"225",101.519997,103.209999,101.190002,103.209999,1017400,102.232361
"226",103.169998,103.370003,102.089996,102.43,659500,101.459747
"227",102.610001,103.510002,102.470001,103.470001,266000,102.489899
"228",103.779999,104.190002,102.739998,103.889999,686300,102.905922
"229",104.349998,104.900002,103.43,103.550003,838200,102.569138
"230",103.669998,103.669998,98.889999,98.959999,1837200,98.022629
"231",99.459999,100.75,98.730003,100.559998,1725700,99.60746
"232",100.459999,101.010002,98.32,100.75,1093300,99.795662
"233",101.25,101.489998,95.32,95.959999,2118900,95.051025
"234",95.959999,97.669998,95.370003,96.629997,1328600,95.714676
"235",96.650002,98.480003,96.339996,97.190002,1630700,96.269386
"236",97.459999,99.57,97.459999,99.190002,709800,98.25045
"237",99.389999,99.849998,99,99.370003,639000,98.428741
"238",99.18,100.510002,98.82,100.220001,866200,99.270683
"239",99.660004,100.730003,99.650002,100.139999,892700,99.191437
"240",100.43,101.370003,99.07,99.360001,1049800,98.418839
"241",99.5,100.169998,99.32,99.540001,1269900,98.607048
"242",100.139999,101.449997,99.599998,100.830002,2747300,99.884964
"243",101.550003,102.269997,100.639999,101.360001,1003700,100.409981
"244",101.379997,102.889999,100.860001,102.720001,1218000,101.757225
"245",102.82,103.389999,101.629997,101.720001,733900,100.766624
"246",102.040001,102.230003,99.82,100.370003,1119000,99.429268
"247",100.300003,100.639999,99.959999,100.360001,548300,99.419357
"248",100.059998,101.010002,99.57,100.730003,440700,99.785912
"249",101.019997,101.019997,99.75,100.330002,1077800,99.389664
"250",100.349998,100.410004,99.610001,100.32,948100,99.379753
"251",100.599998,100.75,99.980003,100.239998,844400,99.300491
"252",100.690002,100.949997,98.82,99.559998,1150200,98.626854
"253",100.029999,102.57,99.790001,101.709999,1221600,100.756706
"254",102.32,103.75,102.220001,103.650002,1121400,102.678535
"255",103.849998,104.25,102.989998,103.559998,1001300,102.589378
"256",103.550003,104.830002,103.080002,104.18,577000,103.20356
"257",105.360001,106.519997,104.629997,104.809998,1353400,103.827652
"258",104.470001,104.470001,103.010002,103.57,1223000,102.599289
"259",103.730003,104.190002,102.760002,104,658200,103.02523
"260",104.550003,104.550003,102.959999,103.260002,843400,102.292175
"261",103.620003,105.410004,103.519997,104.599998,1553300,103.619614
"262",105,106.169998,104.709999,105.800003,804800,104.808372
"263",106.050003,106.779999,105.230003,106.18,642000,105.184822
"264",106.879997,108.059998,104.650002,108.010002,1077100,106.997665
"265",107.739998,109.160004,107.269997,109.099998,875400,108.077446
"266",109.169998,110,108.669998,109.889999,1216100,108.860054
"267",110.239998,112.269997,110.160004,112.169998,1325400,111.118668
"268",112.669998,113.110001,111.940002,112.199997,846300,111.148399
"269",112.489998,113.260002,111.949997,113.260002,682000,112.198448
"270",112.879997,113.260002,111.910004,112.419998,792500,111.366348
"271",111.510002,112.639999,110.519997,111.379997,717400,110.336075
"272",111.790001,112.900002,111.169998,111.779999,941600,110.732338
"273",111.669998,112.220001,110.690002,111.589996,964700,110.544113
"274",110.940002,110.940002,108.599998,108.720001,1053200,107.701012
"275",108.040001,109.410004,104.730003,104.980003,1013200,103.996056
"276",103.300003,106.339996,101.589996,106.010002,1256900,105.016418
"277",105.43,108.059998,105.43,106.32,769600,105.323509
"278",106.389999,106.980003,100.480003,100.589996,1454500,99.647209
"279",101.290001,104.849998,99.449997,103.93,1575700,102.955902
"280",104.870003,107.389999,104.389999,106.400002,1900200,105.402748
"281",105.540001,108.07,105.470001,106.849998,1248400,105.848526
"282",106.18,108.139999,104.709999,107.580002,1503800,106.571693
"283",106.760002,112.370003,105.709999,112.349998,2883500,111.296982
"284",112.690002,114.860001,112.43,114.349998,1686800,113.278252
"285",114,115.239998,113.699997,114.730003,1343000,113.654686
"286",114.739998,115.239998,112.220001,112.239998,870500,111.188026
"287",113,113.849998,111.699997,112.019997,960800,110.970085
"288",112.860001,114.510002,112.360001,114.459999,1061800,113.387207
"289",114.800003,115,113.669998,114.699997,831700,113.624954
"290",114.660004,114.949997,113.110001,114.199997,1964000,113.129639
"291",114.699997,115.470001,113.339996,113.389999,1756300,112.327248
"292",113.620003,114.589996,111.050003,111.449997,1594800,110.405434
"293",111,113.739998,110.050003,113.449997,1440900,112.386681
"294",112.870003,114.239998,111.610001,113.730003,1550100,112.664063
"295",113.800003,114.800003,113.07,114.18,879800,113.10984
"296",113.050003,114.639999,113.050003,114.309998,602900,113.238617
"297",114.330002,114.900002,113.830002,114.529999,578300,113.456551
"298",115.050003,117.68,115.050003,117.220001,658200,116.12133
"299",117.660004,118.089996,116.790001,117.830002,769100,116.725632
"300",118.269997,118.300003,116.629997,117.25,1130200,116.15107
"301",117.900002,118.339996,116.470001,117.879997,892300,116.775154
"302",118.169998,118.419998,117.400002,118.209999,729600,117.112
"303",118.199997,118.940002,117.68,118.010002,1227500,116.913872
"304",117.690002,117.690002,115.209999,116.550003,990200,115.467445
"305",116.720001,118.300003,116.07,117.699997,742800,116.606728
"306",117.93,118.330002,116.43,116.529999,699400,115.447609
"307",115.669998,116.32,113.459999,113.510002,810600,112.455666
"308",113.529999,113.940002,111.080002,111.18,736700,110.147301
"309",112.669998,114.620003,111.510002,114.410004,799900,113.347298
"310",115.099998,115.150002,110.5,111.120003,757000,110.087845
"311",111.25,111.779999,108.849998,110.080002,1086700,109.057518
"312",110.660004,112.580002,109.419998,111.519997,1029300,110.484131
"313",111.449997,112.300003,108.349998,109.190002,1110300,108.175789
"314",109.510002,110.220001,108.120003,109.650002,1338600,108.631508
"315",108.330002,110.779999,107.379997,110.419998,1045800,109.394356
"316",111.199997,112.629997,110.709999,111.370003,824200,110.335526
"317",110.239998,111.010002,108.019997,108.769997,844800,107.759674
"318",109.589996,110.790001,108.360001,108.480003,946800,107.472382
"319",110.300003,111.709999,110,110.690002,1423400,109.66185
"320",109.68,110.25,108.519997,108.699997,1208100,107.690338
"321",109.339996,110.709999,108.919998,109.559998,1076900,108.542351
"322",110,110.839996,108.970001,109.93,1096000,108.908905
"323",110.629997,111.449997,110.379997,110.440002,702200,109.414177
"324",111.389999,112.300003,111.169998,111.910004,797600,110.870529
"325",112.099998,112.690002,111.830002,112.559998,765100,111.514473
"326",112.480003,112.980003,111.790001,112.339996,554300,111.296509
"327",112.18,112.910004,111.029999,111.279999,673300,110.246368
"328",111.389999,112.32,109.809998,110.25,453500,109.225945
"329",110.919998,111.82,108.529999,109.650002,930700,108.631508
"330",109.629997,109.699997,107.639999,109.529999,746600,108.512611
"331",110.32,112.559998,109.900002,112.160004,853400,111.118195
"332",112.230003,112.660004,110.739998,111.099998,925200,110.068031
"333",111.629997,113.610001,111.580002,113.050003,1357900,111.999939
"334",112.760002,113.440002,111.879997,113.330002,863300,112.277321
"335",113.330002,113.870003,111.68,112.57,1680800,111.524376
"336",111.099998,113.419998,109.029999,113.349998,1776800,112.297142
"337",113.099998,114.510002,112.330002,112.849998,1042700,111.801765
"338",113.040001,114.629997,113.040001,113.650002,1457200,112.594368
"339",113.309998,114.669998,113.190002,113.959999,1048800,112.901474
"340",114.269997,115.029999,113.370003,114.599998,695200,113.53553
"341",115.080002,116.169998,114.470001,116,780600,114.922531
"342",116.169998,116.699997,115.739998,116.129997,732100,115.051308
"343",116.260002,116.440002,114.790001,114.900002,788700,113.832764
"344",114.129997,114.669998,113.239998,114.5,694300,113.43647
"345",115.089996,115.779999,114.720001,115.169998,802900,114.100243
"346",114.970001,116.080002,113.699997,113.839996,919500,112.782593
"347",114,114.349998,112.970001,113.760002,1113700,112.703339
"348",114.32,114.68,113.080002,113.68,1117400,112.624069
"349",113.809998,114.25,111.669998,111.919998,1287300,110.880424
"350",111.379997,112.059998,110.449997,112.050003,1422600,111.009209
"351",112.120003,113.470001,112.120003,112.879997,1243100,111.831512
"352",112.82,112.949997,111.209999,111.709999,1065100,110.672394
"353",110.93,111.349998,108.559998,109.339996,1301300,108.324402
"354",109.889999,111.980003,109.889999,111.519997,1111400,110.484131
"355",111.650002,112.400002,110.669998,111.160004,936400,110.127495
"356",111.760002,113.540001,111.760002,113.400002,1182500,112.346687
"357",113.760002,115.489998,113.190002,115.370003,1079200,114.298378
"358",115.410004,115.629997,114.529999,115.07,1252800,114.001167
"359",114.940002,118,114.940002,117.970001,1032900,116.874229
"360",118.309998,118.5,116.199997,116.970001,1083200,115.883522
"361",116.779999,117.199997,114.220001,117.080002,988300,115.992477
"362",117.339996,117.559998,116.07,116.830002,655300,115.744804
"363",116.839996,119.349998,116.769997,118.459999,887900,117.35968
"364",119,119.650002,118.190002,118.480003,765600,117.379486
"365",118.830002,119.690002,117.699997,117.75,971500,116.66613
"366",117.690002,117.870003,117.040001,117.5,1191700,116.418419
"367",116.239998,117.519997,115.099998,117.150002,1133600,116.071648
"368",116.059998,116.470001,115.019997,116.18,1011000,115.11058
"369",117.099998,117.5,116.5,116.900002,946900,115.823952
"370",116.809998,117.199997,114.400002,114.699997,951600,113.644196
"371",115.209999,115.709999,113.519997,114.400002,1172300,113.346962
"372",113.379997,113.379997,110.419998,110.830002,938100,109.809822
"373",111.139999,111.889999,110.389999,110.519997,1120100,109.502655
"374",110.449997,110.940002,108.769997,108.779999,1241300,107.778694
"375",108.540001,110.389999,108.540001,109.989998,1430600,108.977531
"376",110.099998,112.480003,110.099998,111.489998,1213200,110.463737
"377",110.650002,112.419998,110.239998,112.410004,967000,111.37529
"378",112.870003,112.870003,110.959999,111.099998,460700,110.077324
"379",111.330002,112.150002,110.139999,112.089996,882500,111.05822
"380",112.300003,113.239998,111.400002,112.75,757700,111.712128
"381",112.800003,113.370003,112.410004,112.980003,864500,111.940033
"382",113.110001,114.739998,113.110001,113.599998,768200,112.554321
"383",113.209999,116.800003,112.790001,116.410004,1692100,115.33847
"384",117.239998,117.75,115.739998,117.68,1079800,116.596756
"385",117.800003,118.529999,117.309998,117.949997,704400,116.864296
"386",117.93,118.209999,116.82,117,648800,115.923019
"387",116.639999,118.239998,116.279999,117.940002,626800,116.854378
"388",117.900002,118.519997,117.199997,118.300003,647000,117.211052
"389",117.980003,118.389999,116.940002,117.080002,659100,116.002266
"390",116.889999,118.300003,116.589996,117.120003,771400,116.041924
"391",116.82,118.129997,116.730003,117.809998,467500,116.725563
"392",117.800003,118.410004,113.099998,115.410004,2082200,114.347649
"393",115.080002,117.910004,115.029999,117.830002,910600,116.745384
"394",117.610001,118.360001,116.019997,117.68,735200,116.596756
"395",118.029999,118.029999,114.5,115.25,594400,114.189125
"396",115.25,115.910004,111.580002,112.260002,768900,111.226646
"397",112.980003,113.370003,111.769997,112.57,941500,111.533791
"398",112.160004,113.800003,111.720001,111.900002,1776500,110.869965
"399",115.25,121,115.129997,119.18,3271500,118.082954
"400",119.75,119.75,116.43,118.769997,1503200,117.676727
"401",118.730003,119.230003,117.220001,118.440002,1225100,117.349762
"402",118.809998,119,117.510002,118.059998,990000,116.973267
"403",117.910004,118.230003,116,116.169998,1342700,115.100662
"404",116.489998,117.949997,116.279999,116.610001,1159500,115.536606
"405",116.010002,117.139999,115.709999,116.139999,860700,115.070938
"406",116.139999,118.059998,115.980003,116.940002,1070400,115.863564
"407",117.089996,118.75,115.989998,118.349998,713800,117.260597
"408",118.099998,118.629997,115.660004,116.919998,974500,115.84375
"409",117.779999,118.18,116.860001,118.019997,815500,116.933632
"410",118.019997,118.910004,117.589996,118.669998,688700,117.577644
"411",119.010002,119.68,118.410004,119.290001,637000,118.191948
"412",119.300003,119.800003,118.889999,119.029999,621800,117.934334
"413",119,120.529999,118.959999,120.339996,520500,119.232269
"414",120.43,121.43,120.089996,120.379997,512800,119.271904
"415",120.480003,122.199997,120.480003,122.150002,534900,121.025612
"416",122.540001,123.459999,122.480003,123.230003,962300,122.09568
"417",123.5,124.650002,123.470001,124.370003,1042900,123.225189
"418",124.690002,125.550003,124.620003,125.010002,709800,123.859314
"419",124.699997,124.980003,122.529999,123.669998,999100,122.531624
"420",123.419998,124.849998,122.559998,124.580002,907300,123.433243
"421",124.379997,125.779999,124.07,125.510002,758600,124.354713
"422",125.269997,125.269997,122.959999,123.690002,1053200,122.551453
"423",124,124.589996,122.690002,124.279999,675600,123.136024
"424",123.809998,125.230003,123.110001,123.730003,981100,122.591072
"425",124.519997,125.720001,123.779999,125.580002,831600,124.424042
"426",125.050003,126.870003,124.620003,126.809998,794500,125.642715
"427",126.870003,128.419998,126.839996,127.949997,882700,126.772232
"428",128.369995,129.25,127.790001,128.330002,765900,127.158669
"429",128.880005,129.199997,128.139999,128.589996,429200,127.416275
"430",128.350006,128.729996,126.760002,126.970001,433100,125.811081
"431",126.970001,128.850006,126.849998,128.550003,693300,127.376656
"432",128.979996,129.179993,126.699997,126.82,825200,125.662437
"433",127.660004,127.660004,126.169998,127.150002,922800,125.989433
"434",127.580002,128.570007,126.980003,127.190002,1514100,126.029068
"435",126.980003,127.440002,125.860001,127.290001,562400,126.128166
"436",127.889999,128.669998,127.389999,127.860001,702300,126.692955
"437",127.739998,128.229996,126.910004,127.110001,943800,125.949791
"438",127.43,127.690002,126.589996,126.709999,780200,125.553452
"439",126.610001,128.889999,126.239998,127.400002,2869900,126.23716
"440",128.220001,128.380005,125.900002,126.519997,1714900,125.365189
"441",126.440002,126.660004,125.290001,125.709999,1106200,124.562584
"442",126.160004,126.779999,125.360001,125.489998,894800,124.344589
"443",124.739998,124.739998,120.919998,122.089996,1180900,120.975616
"444",121.980003,122.220001,119.889999,121.800003,1331500,120.688278
"445",121.650002,121.650002,116.449997,117.860001,1483800,116.784241
"446",117.639999,119.050003,116.68,117.629997,928300,116.556335
"447",117.559998,117.709999,113.07,113.110001,1640000,112.077606
"448",112.43,115.989998,111.489998,112.779999,2391300,111.750603
"449",115.519997,117.93,115.010002,117.360001,2077700,116.288795
"450",116.75,117.050003,115.07,115.449997,1518200,114.396233
"451",116.559998,120.160004,116.480003,119.889999,1396000,118.7957
