"","PM.Open","PM.High","PM.Low","PM.Close","PM.Volume","PM.Adjusted"
"70",113.690002,113.949997,113.25,113.779999,4141800,89.405304
"71",113.480003,113.779999,112.940002,113.059998,3098300,88.839554
"72",113.139999,114.870003,113.139999,114.739998,4105500,90.159653
"73",114.690002,115.629997,114.580002,115.209999,5275000,90.528961
"74",115.080002,115.150002,113.709999,113.910004,3688400,89.507462
"75",109.150002,110.730003,108.559998,109.980003,9707200,86.41938
"76",109.779999,110.269997,109.5,109.620003,4695700,86.13649
"77",110.480003,112.75,110.339996,112.389999,4382900,88.313065
"78",112.379997,113.449997,112,113.089996,3827400,88.863121
"79",112.860001,113,111.089996,111.150002,3778400,87.338722
"80",111.199997,111.440002,110,110.190002,5509600,86.584389
"81",110.129997,110.910004,109.730003,110.839996,3694300,87.095139
"82",111,111.080002,110.529999,110.550003,2350200,86.867264
"83",110.599998,110.830002,110.25,110.470001,2926300,86.804405
"84",110.400002,110.870003,109.949997,110.610001,2915500,86.914421
"85",110.889999,111.75,110.550003,111.199997,3496000,87.378014
"86",111.510002,112.300003,111.330002,112.25,2883200,88.203072
"87",112.089996,112.650002,111.889999,112.629997,3688200,88.501671
"88",112.940002,112.940002,110.940002,111.93,4491600,87.95163
"89",111.699997,112.110001,110.629997,110.830002,3623800,87.087265
"90",110.730003,111.410004,110.089996,111.190002,3581600,87.370148
"91",110.959999,111.800003,110.800003,111.709999,2407500,87.778748
"92",111.889999,112.470001,111.650002,112.360001,2332000,88.289513
"93",112.949997,114.360001,112.610001,113.519997,3851100,89.201004
"94",113.519997,114.730003,113.099998,113.75,4562800,89.381744
"95",113.779999,114.290001,113.290001,113.580002,3350700,89.248161
"96",113.989998,115.269997,113.5,114.739998,4236100,90.159653
"97",115.029999,116.370003,114.870003,116.220001,3687600,91.322586
"98",116.18,117.589996,116.099998,116.459999,3796000,91.511177
"99",116.860001,117.519997,116.25,117.43,2618600,92.273384
"100",117.790001,119.779999,117.639999,119.480003,3072900,93.884209
"101",119.25,119.879997,118.959999,119.830002,2243100,94.159233
"102",119.25,120.190002,118.989998,119.949997,2860300,94.253525
"103",120.480003,121.110001,119.769997,119.800003,4719000,94.135666
"104",120,120.93,119.279999,120.900002,4730000,95.000015
"105",121.349998,121.82,120.529999,121.790001,3133300,95.699356
"106",121.5,122,120.809998,121.970001,2625500,95.840797
"107",121.769997,122.900002,121.449997,122,3583100,95.864365
"108",121.959999,122.870003,121.57,122.300003,3235800,96.100113
"109",122.300003,122.300003,120.519997,121.110001,4088500,95.165031
"110",120.970001,121.5,119.790001,120.120003,4160000,94.387115
"111",120.120003,120.309998,118.860001,119.169998,4786700,93.640633
"112",118.870003,119.010002,118.040001,118.690002,4336000,93.263458
"113",119,120.230003,118.910004,119.75,3780300,94.096359
"114",119.230003,120.860001,119.019997,120.510002,3854700,94.693573
"115",119.879997,121.970001,119.879997,121.839996,7117900,95.738632
"116",122.059998,122.980003,121.720001,122.900002,2983900,96.571564
"117",122.730003,123.550003,122.010002,122.110001,3051700,95.95079
"118",121.099998,121.839996,120.139999,120.190002,3180600,95.25338
"119",120.150002,120.209999,119.650002,119.709999,2209900,94.872955
"120",119.849998,120.150002,119.449997,119.559998,3391400,94.754082
"121",119.690002,120.110001,119.43,119.510002,1789400,94.714478
"122",119.599998,120.199997,117.839996,118.139999,3972400,93.628716
"123",118.699997,119.529999,118.400002,118.93,1848000,94.254799
"124",118.400002,118.440002,116.730003,117.080002,3227300,92.788628
"125",117.230003,118.400002,117.089996,117.449997,3222900,93.081871
"126",117.860001,117.93,116.660004,116.900002,1632700,92.645988
"127",116.169998,118.720001,116.169998,118.540001,3667900,93.945717
"128",118.209999,118.629997,117.870003,118.349998,3831000,93.795128
"129",118.559998,118.650002,117.410004,117.900002,2713100,93.438507
"130",117.980003,118.970001,117.860001,118.160004,2492400,93.644554
"131",118.349998,118.349998,116.989998,117.209999,3465600,92.891663
"132",118.150002,118.589996,117.57,118.230003,2949200,93.70002
"133",118.32,118.449997,117.440002,117.510002,3770400,93.129425
"134",118.019997,119.489998,118,119.129997,3826800,94.4133
"135",119.440002,119.650002,118.800003,119,2841200,94.31028
"136",119,120,118.660004,119.639999,3217800,94.817497
"137",119.510002,121.690002,119.419998,121.620003,5003800,96.386696
"138",118.660004,121.160004,117.550003,119.860001,6564100,94.991852
"139",119.57,119.839996,118.720001,119.580002,3543600,94.769951
"140",119.43,120,118.839996,118.889999,3935500,94.223106
"141",119.529999,119.739998,117.760002,117.82,4991700,93.375107
"142",117.93,118.589996,117.5,117.650002,4110900,93.240364
"143",117.650002,118.760002,117.470001,118.190002,4439800,93.668343
"144",118.209999,118.919998,109.309998,118.510002,15993900,93.921936
"145",117.129997,118.25,116.610001,116.709999,6421800,92.495399
"146",117.010002,117.379997,115.669998,115.879997,5708400,91.837593
"147",115.809998,115.809998,113.879997,114.459999,5701500,90.712219
"148",114.790001,115.519997,114.169998,114.489998,4265500,90.735985
"149",115.43,115.449997,113.910004,114.760002,4568000,90.949982
"150",114.75,115.889999,114.68,115.860001,3844900,91.821762
"151",115.489998,115.550003,114.550003,114.669998,2813200,90.878662
"152",114.989998,115.800003,114.57,115.410004,2512400,91.465111
"153",115.029999,115.5,114.07,114.220001,3519100,90.522011
"154",115.050003,115.419998,114.019997,114.879997,2653800,91.045082
"155",114.889999,115.110001,114.470001,114.760002,3245000,90.949982
"156",114.889999,117.129997,114.779999,116.82,4005800,92.582573
"157",116.769997,117.980003,116.389999,117.730003,3106100,93.30378
"158",117.75,118.290001,115.669998,115.93,3269000,91.877243
"159",115.75,115.949997,114.669998,115.330002,4178200,91.401718
"160",115.290001,116.489998,115.080002,116.25,2442300,92.130829
"161",116.339996,117,115.760002,116.230003,1882100,92.114983
"162",116.010002,116.459999,115.019997,115.459999,2190000,91.504753
"163",115.660004,116.110001,114.099998,114.519997,2806000,90.759766
"164",115.190002,115.410004,114.480003,114.800003,3109500,90.981689
"165",115.220001,115.709999,114.739998,115.540001,2736600,91.56813
"166",115.160004,116.849998,114.870003,116.550003,2741900,92.368607
"167",116,117,115.559998,116.43,2903600,92.273483
"168",116.730003,117.209999,116.260002,116.93,4283000,92.669754
"169",117.169998,117.940002,116.879997,117.830002,3036800,93.383026
"170",117.419998,117.75,116.629997,117.669998,3061600,93.256218
"171",118,119.099998,117.489998,118.620003,3660400,94.009125
"172",118.239998,119.43,117.139999,118.919998,3577200,94.24688
"173",119.059998,119.190002,116.720001,117.059998,3660000,92.772781
"174",117.580002,118.440002,117.580002,117.93,2900900,93.46228
"175",118.07,118.169998,116.269997,117.050003,2461300,92.76487
"176",116.739998,117.480003,116.730003,116.860001,2680900,92.614273
"177",116.860001,117.059998,116.209999,116.730003,3596500,92.511246
"178",116.580002,116.730003,115.050003,115.790001,5992400,91.766289
"179",115.690002,116.190002,115.120003,116.080002,2998500,91.996109
"180",115.989998,116.07,114.940002,115.360001,3105600,91.425484
"181",115.440002,115.620003,112.779999,113.43,3822300,89.895912
"182",113.300003,113.669998,112.75,112.919998,2887700,89.491737
"183",113.059998,113.209999,112.279999,112.510002,2999000,89.166801
"184",112.769997,113.68,112.370003,113.25,4734900,89.753273
"185",112.279999,113.330002,112.099998,112.209999,3537400,89.77726
"186",111.989998,112.190002,111.150002,111.610001,3719400,89.297211
"187",112.169998,112.379997,111.550003,111.800003,3479100,89.449242
"188",111.779999,112.290001,110.940002,111.010002,3912800,88.817177
"189",111.230003,111.730003,110.610001,110.870003,3403300,88.70517
"190",110.660004,110.690002,110.050003,110.190002,2903000,88.161102
"191",110.480003,111.900002,110.160004,111.419998,4161800,89.14521
"192",111.459999,112.019997,111.279999,111.540001,4904300,89.241219
"193",111.480003,111.739998,110.709999,111.269997,5642200,89.025185
"194",111.580002,114.580002,111.540001,113.370003,3292500,90.70536
"195",114.120003,115.279999,113.93,115.169998,3930600,92.145515
"196",114.870003,115.150002,113.800003,114.260002,3374000,91.417442
"197",114.660004,114.75,113.5,114.529999,3100400,91.633476
"198",114.959999,115.150002,113.900002,113.989998,2658100,91.201424
"199",114.050003,114.400002,113.440002,113.519997,2559600,90.825371
"200",113.120003,113.410004,112.43,112.650002,3997700,90.129318
"201",112.620003,112.889999,112.239998,112.510002,3442000,90.017303
"202",109.040001,111.860001,107.010002,108.150002,9606600,86.528938
"203",108.559998,109.519997,108,109.519997,6177200,87.625069
"204",109.449997,110.269997,109.120003,109.360001,3762100,87.497047
"205",109.169998,109.669998,108.160004,108.57,4117700,86.864967
"206",108.410004,108.849998,106.75,107,4060400,85.608856
"207",107.5,107.849998,106.860001,106.93,3468100,85.552834
"208",106.660004,107.019997,105.75,105.940002,5067400,84.760757
"209",105.709999,105.800003,104.559998,104.699997,5021400,83.768661
"210",104.75,105.199997,104.260002,104.639999,5419200,83.72065
"211",104.779999,105,103.639999,103.75,4102200,83.008568
"212",103.709999,103.849998,102.449997,102.800003,4601500,82.248474
"213",103,103.050003,102.480003,102.660004,3064300,82.136482
"214",102.620003,103.089996,101.580002,102.139999,4167000,81.720444
"215",102.059998,103.160004,101.940002,103.019997,3901900,82.424515
"216",103.019997,103.389999,102.660004,103.089996,4882700,82.480522
"217",102.910004,103.099998,102.18,102.459999,3427700,81.976471
"218",102.089996,103.279999,102.050003,103.019997,4935200,82.424515
"219",103.110001,103.82,103,103.510002,3864600,82.816551
"220",103.389999,103.769997,102.629997,102.720001,4736100,82.184479
"221",102.32,102.599998,101.639999,102.050003,4928400,81.648438
"222",102.5,103.459999,102.459999,102.660004,3207000,82.136482
"223",102.209999,103.010002,102.010002,102.639999,4084500,82.120476
"224",102.660004,103.739998,102.510002,102.540001,4779700,82.040466
"225",102.93,103.940002,102.830002,103.360001,4224000,82.696541
"226",103.410004,103.75,103.190002,103.540001,3658100,82.840546
"227",103.800003,103.900002,102.980003,103.18,1970500,82.552521
"228",103.25,103.309998,102.720001,102.720001,3377100,82.184479
"229",102.82,103.059998,102.440002,102.879997,4687700,82.312492
"230",102.519997,103.169998,102.010002,102.68,4343800,82.152481
"231",102.709999,103.370003,102.610001,102.75,7123200,82.208488
"232",103.269997,103.790001,102.150002,103.709999,6318600,82.976555
"233",103.959999,104.839996,103.040001,104.610001,5179400,83.69664
"234",105.489998,105.57,104.339996,105.459999,4916200,84.376724
"235",106.629997,107.93,105.269997,107.599998,5108900,86.088875
"236",107.470001,107.470001,106.230003,106.699997,4040000,85.368805
"237",106.510002,106.68,105.5,106.589996,4611900,85.280807
"238",106.599998,106.599998,105.800003,106.040001,3049000,84.840767
"239",106.230003,107.980003,105.870003,107.300003,4428300,85.848869
"240",107.089996,108.669998,106.980003,108.239998,5898400,86.600945
"241",108.019997,108.519997,107.239998,107.68,4648300,86.152878
"242",108.43,110.269997,108.43,109.68,11082900,87.753059
"243",109.760002,110.129997,107.800003,107.970001,4541600,86.384926
"244",108.440002,108.82,108.029999,108.120003,4371700,86.504936
"245",106,106,103.57,104.370003,7359900,84.339287
"246",104.5,105.309998,104.470001,104.779999,3831000,84.670586
"247",104.830002,105.449997,104.519997,104.650002,2496200,84.565552
"248",104.779999,104.830002,103.769997,104.110001,2311500,84.129173
"249",104.550003,105.010002,104.25,104.709999,2012900,84.614037
"250",104.900002,104.900002,104.080002,104.809998,2376700,84.694839
"251",105.080002,106.519997,105,105.650002,4248300,85.373619
"252",105.82,106.169998,104.160004,104.389999,5126800,84.355431
"253",104.360001,104.860001,103.849998,104.260002,3589600,84.250381
"254",104.239998,104.489998,103.470001,103.470001,4170100,83.612007
"255",103.269997,104.599998,103.269997,104.300003,4641400,84.282722
"256",103.980003,104.669998,103.849998,104.139999,4911600,84.153419
"257",104.75,105.440002,104.239998,104.889999,3939200,84.759483
"258",105.019997,106.040001,103.879997,105.629997,3696500,85.357445
"259",106.32,106.620003,104.410004,104.860001,4109300,84.735237
"260",105.57,105.639999,103.910004,104.5,5513700,84.444336
"261",104.550003,104.980003,103.769997,104.870003,5855600,84.743309
"262",105.080002,106.25,105.080002,105.790001,4009400,85.486755
"263",105.459999,105.709999,104.800003,105.07,4134600,84.904953
"264",105.580002,109.110001,105.540001,108.919998,5818900,88.016029
"265",109.150002,109.68,108.459999,108.809998,4762300,87.927155
"266",108.5,109.779999,108.400002,109.529999,3778100,88.508972
"267",109.559998,110.889999,109.559998,110.599998,4404100,89.373611
"268",110.43,111.25,103.019997,107.489998,11823700,86.860481
"269",107.360001,110.459999,107.309998,110.190002,6000700,89.042313
"270",109.629997,109.699997,108.410004,108.610001,3952500,87.765533
"271",108.199997,109.370003,107.75,107.940002,4069700,87.224129
"272",108.230003,108.470001,106.739998,107.230003,5041600,86.650406
"273",107.040001,107.580002,104.93,105.169998,7612900,84.985741
"274",105,105.529999,103.190002,103.440002,6421800,83.587769
"275",102.93,103.480003,98.510002,98.690002,7901200,79.749397
"276",97.309998,100.639999,96.660004,100.330002,9591600,81.074631
"277",99.900002,101.610001,98.5,98.879997,5916800,79.902916
"278",99.519997,102.379997,99,100.389999,11214300,81.123108
"279",100.900002,101.599998,98.550003,99.940002,9899900,80.759491
"280",100.269997,103.07,99.790001,102.400002,6468900,82.74736
"281",101.739998,103.160004,100.980003,103.050003,5182300,83.272614
"282",102.75,103.5,101.739998,102.540001,4253800,82.860481
"283",102.559998,103.709999,102.059998,103.690002,4361100,83.789787
"284",103.309998,105.129997,103.050003,104.309998,5209400,84.290787
"285",103.699997,103.889999,102.330002,102.849998,3974900,83.111
"286",103.099998,105.050003,102.980003,103.720001,5661100,83.814026
"287",103.660004,105.510002,102.889999,102.980003,4072900,83.216042
"288",103.650002,106.360001,103.43,106.110001,4824700,85.745331
"289",106.230003,106.790001,105.18,106.68,5654700,86.20594
"290",106.389999,106.470001,104.080002,104.080002,4414500,84.104935
"291",105.400002,105.629997,103.5,103.550003,5346000,83.676651
"292",103.669998,105.050003,102.93,104.68,6683300,84.58979
"293",104.309998,107.080002,104.309998,106.809998,6229100,86.310989
"294",106.040001,107.839996,105.769997,107.699997,5557500,87.030167
"295",107.760002,108,106.620003,107.980003,6041000,87.256447
"296",106.970001,107.849998,106.330002,106.889999,3271400,86.375626
"297",107.160004,109.059998,106.940002,109,4053800,88.080711
"298",109.459999,109.900002,107.980003,108.300003,4398000,87.515045
"299",107.989998,108.57,107.139999,107.139999,5081300,86.577675
"300",107.580002,107.75,106.830002,107.239998,3847100,86.658463
"301",107.510002,107.75,105.360001,105.610001,3287300,85.341293
"302",105.290001,105.790001,104.779999,104.989998,3620800,84.840279
"303",105,105.800003,103.169998,103.459999,8277000,83.603935
"304",103.129997,103.449997,101.699997,101.739998,4968100,82.21402
"305",101.879997,102.18,100.120003,100.269997,5194600,81.026146
"306",99.080002,99.459999,97.059998,97.75,5917500,79.841797
"307",97.559998,99.25,97.300003,97.669998,9655800,79.776451
"308",98.300003,98.720001,95.510002,95.629997,5709200,78.110184
"309",96.489998,97.110001,95.980003,96.349998,5239200,78.69828
"310",96.360001,97.669998,95.970001,96.730003,7207000,79.008652
"311",97.449997,100.18,97.220001,99.790001,7571000,81.508057
"312",100.279999,101.010002,99.220001,99.400002,3489300,81.189507
"313",99.589996,99.93,97.309998,97.540001,4673600,79.670265
"314",98.290001,100.07,97.5,99.849998,5735000,81.557068
"315",99.190002,101.360001,98.900002,100.919998,5150600,82.431046
"316",101.389999,102.209999,100.209999,101.699997,4507900,83.068115
"317",101.620003,102.410004,100.540001,101.019997,5049200,82.512703
"318",101.480003,102.040001,100.43,100.699997,4198100,82.251343
"319",101.25,101.779999,100.519997,101.099998,2860100,82.578072
"320",100.910004,102.290001,100.629997,100.720001,3623600,82.267708
"321",101.330002,101.93,100.029999,100.25,3518500,81.883789
"322",100.790001,102.330002,100.25,101.849998,3985900,83.190666
"323",102.260002,103.349998,101.730003,102.949997,3971200,84.089134
"324",103.199997,103.550003,102.260002,103.300003,6145300,84.375023
"325",102.889999,103.110001,100.599998,101.440002,5523700,82.855774
"326",93.519997,94.260002,83.5,85.639999,45570300,69.950401
"327",85.709999,86.300003,83.82,84.269997,17814200,68.831383
"328",84.110001,84.589996,83.089996,83.669998,11783300,68.341316
"329",83.150002,83.589996,80.639999,82.489998,13897700,67.377487
"330",82.599998,82.940002,81.43,81.809998,8361000,66.822067
"331",82.220001,82.300003,80.470001,81.489998,9191300,66.560699
"332",81.559998,83.550003,81.349998,82.559998,6591600,67.434662
"333",82.75,83.309998,81.870003,82,6497600,66.977272
"334",81.400002,81.699997,80.790001,81.199997,4553800,66.323814
"335",81.019997,81.18,79.830002,80.099998,6460700,65.425346
"336",80.120003,81.339996,79.709999,80.440002,5784400,65.703072
"337",80.540001,82.510002,80.5,81.870003,5561200,66.871071
"338",81.900002,82.080002,81.160004,81.510002,4519300,66.577049
"339",81.339996,81.389999,80.32,80.809998,5108500,66.005264
"340",81,82.790001,80.970001,81.989998,5021900,66.969116
"341",81.940002,83.040001,81.900002,83,4632600,67.794052
"342",82.709999,83.019997,81.019997,81.199997,6557200,66.323814
"343",81.25,81.720001,80.730003,80.860001,5298300,66.046112
"344",80.419998,80.57,79.400002,79.93,8023300,65.286491
"345",80.389999,81.330002,80.239998,80.889999,6156800,66.070633
"346",80.889999,81.43,80.620003,81.040001,5713400,66.193138
"347",81.260002,81.300003,80.440002,80.75,5978600,65.956268
"348",81,81.099998,79.980003,80.150002,6153300,65.466194
"349",80.25,80.300003,79.620003,79.870003,6164800,65.237488
"350",79.93,81.919998,79.550003,81.699997,8199300,66.732224
"351",81.599998,81.779999,80.849998,81.610001,5519500,66.658707
"352",81.75,81.889999,80.099998,80.339996,5010400,65.621384
"353",79.800003,80.18,78.870003,79.269997,9077000,64.747414
"354",79.75,80.480003,79.120003,80.32,6157500,65.605034
"355",80.290001,80.32,78.610001,79.540001,9395500,64.967934
"356",79.449997,79.75,78.050003,78.18,7733900,63.857109
"357",78.080002,78.93,77.779999,78.410004,5337000,64.044968
"358",78.510002,78.599998,77.239998,77.510002,8503100,63.309853
"359",77.550003,77.610001,76.209999,76.849998,10480800,62.77076
"360",76.849998,78.470001,76.330002,77.389999,6367600,63.211838
"361",78.269997,79.660004,78.269997,79.419998,7490000,64.869926
"362",80.269997,80.760002,79.720001,80.470001,5194600,65.72757
"363",80.260002,80.489998,79.360001,80.32,5497900,65.605034
"364",80.669998,80.739998,79.769997,80.099998,5726300,65.425346
"365",80.209999,81.089996,79.910004,80.849998,6018200,66.037949
"366",80.540001,82.139999,80.379997,81.879997,13314100,66.879234
"367",81.5,81.5,79.209999,80.029999,6334900,65.368172
"368",80.029999,81.620003,80.029999,80.839996,7467400,66.02977
"369",80.790001,81.910004,80.599998,81.75,6627800,66.773064
"370",79.599998,80.029999,79.269997,79.470001,6049600,65.828751
"371",79.900002,80.470001,79.800003,80.190002,7007300,66.425148
"372",79.480003,80.169998,79.370003,79.970001,4272200,66.24292
"373",80.199997,80.32,79.279999,79.769997,6640600,66.077255
"374",79.800003,80.82,79.199997,79.900002,6918700,66.184929
"375",80.5,81.800003,80.269997,81.660004,6613100,67.64283
"376",81.93,81.980003,80.660004,80.739998,4689000,66.880745
"377",80.620003,81.220001,79.5,80.239998,3956700,66.466576
"378",80.849998,81.239998,80.230003,81.120003,3225200,67.195534
"379",81.150002,82.029999,80.709999,82.029999,4165900,67.94931
"380",82.25,83.239998,82.010002,82.260002,4719600,68.139839
"381",82.300003,82.599998,81.449997,82.18,4366200,68.07357
"382",82.440002,82.720001,81.830002,82.669998,3604100,68.479462
"383",82.879997,83.269997,82.330002,82.839996,6191700,68.62027
"384",83.110001,84,82.860001,83.199997,5308600,68.91848
"385",82.900002,83.239998,82.529999,82.68,7517900,68.48774
"386",82.699997,82.739998,81.559998,81.919998,6821400,67.858185
"387",81.830002,82.589996,81.800003,82.330002,6050300,68.197838
"388",82.519997,82.93,81.849998,82.150002,6453600,68.048721
"389",79,80.919998,76.519997,80.900002,17196100,67.01329
"390",80.099998,84.43,80.050003,84.309998,11313100,69.837944
"391",83.419998,83.699997,82.629997,83.220001,6369900,68.935051
"392",83.18,84.169998,82.879997,83.559998,6034100,69.21669
"393",84.43,84.959999,83.389999,83.809998,6212500,69.423759
"394",84.269997,85.360001,83.550003,84.459999,5323000,69.962204
"395",84.480003,85.720001,84.300003,85.470001,5202400,70.798836
"396",85.639999,86.629997,85.559998,86.620003,5138200,71.751427
"397",86.75,86.970001,85.839996,86.300003,5934000,71.486366
"398",86.029999,86.230003,85.449997,85.540001,4657400,70.856819
"399",85.620003,86.220001,85.32,86,2781600,71.237846
"400",86.050003,87.440002,85.650002,86.839996,3485100,71.933662
"401",86.690002,86.970001,85.980003,86.150002,2770300,71.362099
"402",86.5,86.5,85.300003,85.529999,3086600,70.848549
"403",85.120003,85.559998,83.660004,83.75,4319900,69.374069
"404",83.790001,84.589996,83.720001,84.400002,2600500,69.912506
"405",83.410004,83.480003,82.169998,82.559998,5087700,68.388351
"406",82.239998,82.43,81.260002,81.860001,4733500,67.808495
"407",81.93,82.620003,81.809998,82.309998,4281600,68.181259
"408",81.989998,83.519997,81.589996,83.410004,4767800,69.092438
"409",83.730003,84.739998,83.440002,84.68,3953800,70.144432
"410",84.370003,85.269997,84.370003,85.050003,4124100,70.450928
"411",85.239998,85.279999,84.209999,84.580002,2854500,70.061615
"412",84.290001,84.349998,82.93,83.529999,4993600,69.191841
"413",83.459999,83.620003,82.230003,82.43,4210700,68.280655
"414",82.419998,82.57,81.870003,82.32,4094500,68.189545
"415",80.699997,81.230003,79.419998,79.690002,9451700,66.010994
"416",80,80.650002,79.809998,80.260002,6102200,66.483154
"417",79.940002,80.160004,79.129997,79.5,6437900,65.8536
"418",79.68,79.709999,78.839996,79.059998,5499600,65.48912
"419",78.610001,78.699997,78.199997,78.57,6338100,65.083252
"420",78.330002,78.739998,77.480003,77.889999,7001100,64.519951
"421",78,78.169998,77.32,77.639999,5932300,64.312874
"422",77.459999,78.949997,77.279999,78.790001,6004000,65.265488
"423",78.730003,79.110001,78.169998,78.620003,4687200,65.124649
"424",78.419998,78.889999,78.120003,78.599998,4986900,65.108086
"425",79.059998,79.839996,78.330002,78.379997,3773000,64.925858
"426",78.139999,78.410004,77.169998,77.449997,4306800,64.155495
"427",77.760002,81.57,77.349998,80.050003,9206100,66.309204
"428",80.459999,80.589996,79.07,79.779999,4132700,66.085541
"429",79.949997,80,78.599998,79.330002,3353600,65.712776
"430",79.540001,80.489998,79.110001,80.300003,4276700,66.516281
"431",80.5,80.949997,79.580002,80.330002,4255700,66.541138
"432",80.120003,81.099998,80.029999,80.910004,4147900,67.021568
"433",80.959999,82.75,80.889999,82.550003,5431500,68.380058
"434",82.940002,83.860001,82.010002,83.75,12837800,69.374069
"435",83.510002,83.75,80.849998,81.610001,7696700,67.60141
"436",80.610001,81.230003,79.830002,79.910004,4876300,67.130981
"437",80.129997,81.230003,79.949997,80.5,5867400,67.626625
"438",81.129997,82.32,80.720001,81.510002,4945700,68.475098
"439",81.540001,82.290001,81.07,81.540001,5286200,68.500298
"440",81.410004,81.910004,80.449997,81.82,3718300,68.735527
"441",82.010002,83.519997,81.989998,83.519997,5404700,70.163658
"442",83.559998,83.989998,82.540001,82.910004,5948600,69.651215
"443",82.260002,83.849998,82.050003,83.82,5888000,70.41568
"444",83.93,84.400002,83.599998,84.099998,5448500,70.650917
"445",84.099998,85.309998,84.099998,84.889999,6380300,71.314575
"446",85.07,85.480003,84.629997,84.629997,5369100,71.096153
