"","FRT.Open","FRT.High","FRT.Low","FRT.Close","FRT.Volume","FRT.Adjusted"
"915",78.139999,80.82,78,80.510002,478200,76.329956
"916",80.650002,81.040001,79.099998,80.32,455300,76.149826
"917",80.32,81.959999,79.25,81.93,331500,77.676224
"918",81.970001,82.559998,80.669998,81.760002,333500,77.515053
"919",81.529999,81.610001,79.290001,79.769997,423600,75.628365
"920",80.410004,82.199997,80.209999,81.410004,312900,77.183228
"921",79.839996,80.559998,79.050003,80.449997,406000,76.273064
"922",80.599998,80.970001,78.849998,79.239998,564200,75.125893
"923",78.620003,80.400002,77.879997,79.529999,527600,75.400841
"924",79.290001,81.440002,78.510002,81.300003,508700,77.078941
"925",81.790001,84.110001,81.43,82.349998,599000,78.074425
"926",82.370003,83.900002,81.089996,82.059998,702200,77.799477
"927",81.419998,82.099998,79.559998,80.269997,728100,76.102409
"928",80.980003,81.779999,79.099998,79.389999,678200,75.268097
"929",78.959999,79.82,78,78.029999,586000,73.978714
"930",78.139999,78.209999,75.919998,77.150002,607600,73.144409
"931",78.029999,80.620003,77.739998,80.519997,546200,76.339424
"932",80.519997,82.209999,80.360001,81.160004,585900,76.946213
"933",81.5,83.959999,80.650002,83.580002,678800,79.24057
"934",82.519997,84,81.720001,83.650002,817800,79.306923
"935",83.559998,83.730003,81.519997,81.739998,1662600,77.496086
"936",79.099998,79.610001,73.050003,73.279999,1211000,70.388123
"937",73.699997,76.099998,73.610001,73.82,762200,70.906815
"938",73.739998,74.959999,71.349998,71.459999,975700,68.639946
"939",71.269997,72.989998,70.690002,72.339996,599500,69.485214
"940",72.300003,73.580002,71.589996,73.129997,424000,70.244041
"941",74.540001,75.809998,74.129997,74.940002,587600,71.982613
"942",74.580002,74.639999,71.75,72.989998,431400,70.109566
"943",73.739998,74.550003,72.300003,73.440002,637800,70.541809
"944",74.360001,76.099998,73.599998,76.050003,503400,73.048813
"945",74.459999,78.910004,74.080002,78.43,576100,75.334885
"946",79.099998,79.639999,77.510002,78.550003,368000,75.45015
"947",79.260002,80.099998,77.739998,78.400002,365600,75.306068
"948",78.629997,79.010002,77.010002,77.650002,343100,74.585663
"949",78.230003,79.760002,77.900002,79.720001,297900,76.573982
"950",80.300003,80.339996,78.129997,78.379997,412900,75.286858
"951",78.949997,79.660004,77.559998,78.82,428700,75.709496
"952",78.82,79.019997,76.199997,76.93,529600,73.894081
"953",76.849998,77.75,75.519997,75.639999,372500,72.654984
"954",75,77.120003,74.790001,76.18,333100,73.173676
"955",75.040001,75.410004,73.169998,74.370003,573500,71.435104
"956",74.300003,74.760002,73.010002,73.410004,588700,70.513
"957",74.160004,75.129997,73.660004,74.160004,392000,71.233398
"958",73.769997,74.400002,73.010002,73.769997,478500,70.858772
"959",73.940002,75.400002,73.519997,75.290001,491100,72.318802
"960",75.980003,77.019997,75.57,76.720001,361500,73.692368
"961",75.959999,75.959999,72.459999,73.300003,759500,70.407326
"962",73.300003,73.470001,70.199997,70.209999,786900,67.43927
"963",69.150002,69.82,67.32,67.910004,873300,65.230042
"964",67.910004,70,67.010002,69.309998,627200,66.574791
"965",69.040001,69.760002,67.809998,68.779999,1608200,66.065712
"966",69.540001,71.449997,68.400002,71.449997,561900,68.630325
"967",72.5,76.080002,72.370003,75.540001,741400,72.558937
"968",75.400002,75.769997,71.790001,71.889999,755800,69.052979
"969",72.57,73.790001,71.940002,72.099998,510300,69.254692
"970",72.919998,73.830002,67.900002,68.93,1071300,66.209785
"971",75.599998,94.32,75.120003,91.610001,2783100,87.994759
"972",90.910004,94.989998,90.540001,94.080002,1968900,90.367287
"973",93.620003,93.620003,88.309998,90.32,1197500,86.755669
"974",87.519997,88.150002,83.120003,85.330002,1226800,81.962578
"975",86.190002,89.220001,86.190002,88.470001,908800,84.978676
"976",95.160004,95.610001,90.730003,92.739998,995400,89.080162
"977",91.230003,91.900002,89.690002,91.309998,763000,87.706596
"978",91.540001,93.529999,90.410004,90.650002,979300,87.072647
"979",89.959999,91.43,88.290001,90.790001,999200,87.207115
"980",90.330002,91.489998,89.440002,89.779999,1105100,86.236977
"981",91.43,95.5,90.339996,93.07,1061100,89.397141
"982",95.489998,97,93.470001,93.610001,1056100,89.915825
"983",92.540001,92.540001,89.599998,91.040001,1019500,87.44725
"984",91.139999,91.669998,88.150002,88.370003,704600,84.882622
"985",88.190002,88.800003,86.339996,87.220001,5379300,83.778008
"986",88.959999,90.779999,87.18,87.599998,872200,84.143005
"987",87.169998,90.709999,86.199997,89.959999,892600,86.409866
"988",90.019997,92.639999,89.959999,91.809998,770400,88.186859
"989",93.010002,93.580002,92.029999,93.099998,482100,89.425957
"990",92.620003,92.620003,89.790001,90.300003,744700,86.736458
"991",89.449997,91.709999,89.309998,89.660004,464900,86.121719
"992",90.07,90.879997,89.32,90.709999,578800,87.130272
"993",89.139999,91.809998,89.139999,91.43,964800,87.821861
"994",90.510002,91.120003,88.400002,90.150002,462600,86.592377
"995",91.080002,91.940002,88.32,88.870003,734900,85.362892
"996",89.730003,93.370003,88.400002,93.309998,827800,89.627663
"997",93.239998,93.739998,89.900002,90.720001,771100,87.139885
"998",91.25,91.5,89.610001,90.730003,484900,87.149483
"999",90.669998,91.120003,87.279999,88.309998,1119100,84.824982
"1000",86.510002,87.120003,84.830002,85.889999,898600,82.500481
"1001",86.470001,86.870003,85,86.019997,637300,82.625351
"1002",86.870003,87.599998,85.849998,86.110001,391100,82.711807
"1003",86.57,87.010002,85.32,86.580002,231600,83.163254
"1004",86.599998,87.82,86.019997,86.769997,489300,83.345757
"1005",87.010002,88.18,85.120003,85.550003,447700,82.173904
"1006",85.610001,87.75,85.330002,85.879997,686000,82.490883
"1007",84.650002,85.239998,83.099998,85.120003,725700,82.782646
