"","FRT.Open","FRT.High","FRT.Low","FRT.Close","FRT.Volume","FRT.Adjusted"
"232",132.919998,133.25,131.699997,132.539993,388300,114.358192
"233",132.800003,134.520004,132.800003,133.570007,481600,115.246925
"234",133.880005,133.970001,131.399994,131.539993,408600,113.495384
"235",131.940002,132.169998,129.699997,130.089996,405900,112.244308
"236",129.960007,130.839996,129.679993,129.839996,465300,112.028595
"237",130.449997,130.639999,129.369995,130.289993,283000,112.416855
"238",130.470001,130.610001,129.679993,129.789993,333800,111.985443
"239",130.339996,131.410004,129.440002,130.5,843100,112.598068
"240",130.660004,131.940002,130.190002,131.369995,463800,113.348709
"241",131.5,131.960007,130.720001,130.729996,421300,112.796501
"242",131.550003,132.669998,131.410004,132,847500,113.892288
"243",132.240005,134.339996,132.240005,133.880005,355200,115.514397
"244",133.649994,133.820007,131.679993,132.029999,490400,113.918159
"245",132.380005,132.779999,130.330002,130.520004,308800,112.615326
"246",130.860001,130.860001,129.270004,129.320007,384200,111.579941
"247",129.830002,130.960007,129,130.389999,314400,112.503159
"248",130.75,132.460007,130.259995,132.020004,282400,113.909546
"249",132.630005,133.559998,132.110001,133.289993,309400,115.005348
"250",133.160004,133.639999,132.130005,133.610001,291000,115.281433
"251",132.679993,133.139999,131.970001,132.809998,292400,115.455299
"252",133.080002,133.970001,131.470001,133.75,346400,116.272476
"253",133.75,134.199997,132.789993,133.25,380700,115.837799
"254",133.179993,133.529999,128.389999,128.539993,404500,111.743263
"255",128.809998,129.110001,128.149994,128.360001,347500,111.5868
"256",128.449997,129.960007,128,129.910004,447000,112.934258
"257",129.229996,129.570007,125.389999,125.440002,399600,109.048378
"258",124.82,124.970001,122.919998,123.839996,543800,107.65744
"259",124.209999,124.660004,123.050003,123.209999,348600,107.109772
"260",123.019997,123.18,122.169998,122.809998,258900,106.762039
"261",123,124.800003,122,122.050003,446000,106.101357
"262",122.540001,123.389999,121.760002,122.800003,496800,106.753357
"263",122.760002,122.760002,121,122.050003,711200,106.101357
"264",122.300003,122.68,121.239998,122.610001,475000,106.588165
"265",122.660004,124.400002,122.199997,124.370003,370900,108.118195
"266",124.529999,124.989998,123.940002,124.739998,454800,108.439835
"267",124.760002,124.760002,122.849998,123.220001,419700,107.118446
"268",123.209999,124.620003,122.18,123.160004,566800,107.066299
"269",123.419998,123.879997,121.910004,122.379997,402900,106.388222
"270",121.879997,122.300003,120.220001,121.129997,370000,105.301552
"271",120.989998,121.330002,119.489998,119.510002,585900,103.89325
"272",119.970001,121.489998,119.309998,120.800003,1364500,105.014702
"273",120.790001,121.639999,117.68,117.75,1218500,102.363235
"274",116.800003,117.510002,114.580002,115.540001,663500,100.442032
"275",115.489998,117.169998,112.32,112.519997,529700,97.816658
"276",111.089996,113.57,109.739998,112.220001,900800,97.55587
"277",112.199997,114.199997,111.25,111.339996,639700,96.790848
"278",111.32,112.300003,108.099998,108.110001,657000,93.982925
"279",108.860001,110.660004,106.639999,109.910004,760900,95.547729
"280",110.43,110.910004,106.82,110.239998,678400,95.83461
"281",109.919998,110.879997,108.209999,110.260002,929500,95.851974
"282",108.300003,112.970001,106.410004,110.82,1018500,96.338799
"283",111.089996,113,111.089996,112.099998,524800,97.451553
"284",111.879997,114.769997,111.879997,114.449997,636500,99.494453
"285",114.18,116.300003,113.730003,114.559998,727100,99.590096
"286",114.559998,114.839996,111.089996,111.110001,595500,96.590912
"287",111.620003,114.779999,111.620003,114.080002,383400,99.172821
"288",114.419998,115.989998,113.599998,115.93,479700,100.781075
"289",116.360001,116.989998,115.389999,116.959999,484300,101.676468
"290",116.699997,117.440002,113.480003,113.480003,595600,98.651222
"291",114.120003,115.519997,113.330002,113.940002,458600,99.051109
"292",113.449997,116.980003,113.059998,115.949997,726500,100.798447
"293",115.489998,116.449997,114.129997,116.360001,502100,101.154884
"294",116.150002,117.480003,115.809998,116.510002,443400,101.285278
"295",116.400002,117.220001,115.07,116.959999,335500,101.676468
"296",116.809998,117.699997,116.449997,117.279999,375200,101.954666
"297",117.839996,118.169998,116.739998,117.190002,370800,101.876419
"298",117.139999,117.139999,114.779999,116.32,394200,101.120117
"299",116.089996,117.720001,116,117.32,440500,101.989433
"300",116.650002,118.120003,116.489998,117.809998,422200,103.29586
"301",118.110001,118.589996,116.849998,117.940002,423500,103.409843
"302",118.389999,118.389999,116.730003,117.169998,577400,102.734718
"303",117,118.400002,116.5,117.889999,816100,103.366005
"304",117.559998,117.559998,115.870003,116.489998,689700,102.138489
"305",116.510002,117.330002,114.379997,115.239998,460000,101.042488
"306",115.489998,115.739998,113.980003,114.669998,322300,100.542709
"307",114.339996,116.269997,113.919998,114.029999,489500,99.981552
"308",114.470001,114.839996,112.110001,112.510002,557600,98.648811
"309",113.139999,113.449997,111.82,113.25,448700,99.297646
"310",113.160004,115.330002,111.959999,113.480003,667800,99.499321
"311",113.760002,117.040001,113.760002,116.660004,543700,102.287544
"312",117.190002,117.279999,115.370003,116.110001,463800,101.805321
"313",116.209999,116.839996,114.639999,115.650002,506800,101.401978
"314",115.699997,117.239998,114.43,117.019997,370200,102.60318
"315",115.900002,118.860001,115.900002,118.580002,353600,103.971016
"316",118.529999,118.57,117,118.279999,479200,103.707962
"317",118.059998,118.5,115.379997,115.779999,334400,101.515961
"318",115.940002,116.669998,114.959999,115.489998,369300,101.261688
"319",116.050003,116.339996,114.370003,115.760002,334300,101.498421
"320",115.610001,117.599998,115.610001,116.309998,337200,101.980667
"321",116.510002,116.510002,113.989998,114.959999,350500,100.796989
"322",115.160004,115.269997,114.059998,115.199997,262900,101.007416
"323",115.330002,116.480003,114.519997,115.720001,272400,101.463341
"324",116,117.480003,115.07,116.519997,291000,102.164795
"325",116.830002,117.059998,116.010002,116.139999,361100,101.831604
"326",115.910004,115.910004,112.970001,113.639999,329800,99.639595
"327",113.980003,114.540001,111.019997,111.199997,436000,97.500198
"328",111.330002,112.32,110.709999,111.529999,302000,97.789551
"329",111.839996,112.230003,110.660004,111.620003,325500,97.868484
"330",111.489998,112.449997,110.68,112.160004,404500,98.341949
"331",112.489998,114.510002,112.260002,113.860001,479600,99.832512
"332",113.660004,116.769997,113.660004,116.389999,566000,102.050812
"333",116.699997,116.699997,115.489998,115.849998,557000,101.577332
"334",115.849998,117.879997,115.599998,117.440002,375500,102.971443
"335",117.470001,117.470001,114.690002,115.519997,505300,101.287987
"336",116.050003,118.620003,115.400002,117.389999,548900,102.927605
"337",117.080002,119.029999,117.080002,118.730003,313100,104.102524
"338",119.190002,119.489998,117.970001,118.849998,431800,104.207748
"339",118.57,118.639999,116.900002,117.779999,459800,103.269569
"340",117.779999,118.800003,117.309998,118.610001,341100,103.997307
"341",119,119.489998,118.379997,119.040001,178600,104.374336
"342",119.190002,119.690002,118.269997,118.580002,221500,103.971016
"343",118.349998,118.739998,116.639999,117.410004,218300,102.945145
"344",116.669998,116.669998,114.720001,115.110001,500100,100.928497
"345",115.699997,116.330002,113.839996,114.089996,466700,100.034164
"346",114.309998,114.919998,113.25,114.209999,391800,100.139389
"347",114.150002,114.870003,113.68,114.739998,278800,100.60408
"348",115.290001,117.080002,114.040001,116.519997,329800,102.164795
"349",116.720001,117.059998,116.099998,116.610001,587300,102.243698
"350",116.900002,117.830002,116.239998,117.239998,535500,102.796074
"351",117.339996,118.120003,116.220001,116.730003,327700,102.34893
"352",117.050003,117.300003,116.300003,116.940002,420600,102.533043
"353",116.470001,117.75,115.910004,117.050003,471000,102.629501
"354",117.440002,119.5,116.300003,119.379997,384200,104.672432
"355",118.900002,119.459999,118.279999,118.889999,556600,104.242821
"356",118.650002,119.379997,118.260002,118.57,369400,103.962227
"357",118.669998,119.089996,117.919998,118.989998,363500,104.33049
"358",119.349998,119.989998,119,119.459999,367500,104.742584
"359",119.160004,121.779999,119.160004,121.730003,551800,106.732933
"360",121.779999,122.309998,120.489998,120.830002,399300,105.943802
"361",120.790001,121.400002,120.269997,120.860001,385800,105.970108
"362",121.110001,121.43,120.43,120.790001,278300,105.90873
"363",120.739998,122.959999,120.389999,122.300003,398800,107.232704
"364",122.300003,122.699997,119.709999,120,286000,105.216057
"365",120.120003,121.290001,120.120003,121.089996,256900,106.171768
"366",121.080002,121.900002,119.269997,119.660004,741400,104.917961
"367",119.419998,119.849998,118.110001,118.910004,377500,104.26033
"368",118.480003,119.07,117.889999,118.199997,440900,103.637817
"369",118,120.529999,118,120.449997,412100,105.610596
"370",119.68,123.849998,119.68,123.690002,687600,109.359375
"371",123.889999,125.739998,123.720001,125.610001,558300,111.056915
"372",127.379997,128,124.540001,125.730003,602200,111.163025
"373",125.660004,125.82,123.199997,124.959999,586100,110.482246
"374",125.57,126.089996,124.650002,124.949997,384500,110.473389
"375",124.949997,126.339996,124.309998,126.169998,480200,111.552048
"376",125.730003,127.18,125.110001,126.550003,778500,111.888016
"377",126.43,127.209999,123.639999,124.739998,461700,110.28772
"378",124.879997,126.150002,123.940002,125,216300,110.517601
"379",125.160004,126.309998,124.580002,126.279999,318200,111.649315
"380",126.650002,127.419998,125.910004,126.889999,349600,112.188629
"381",126.879997,127.290001,125.75,126.519997,539700,111.861488
"382",126.57,127.110001,125.720001,126.279999,391100,111.649315
"383",126.029999,126.339996,124.769997,124.889999,426600,110.420334
"384",125.059998,126.050003,124.580002,125.599998,316400,111.04808
"385",126,126.660004,124.800003,125.089996,246600,110.59716
"386",124.839996,125.110001,123.419998,124.730003,241300,110.2789
"387",124.75,125.709999,123.760002,123.980003,392100,109.615784
"388",123.720001,124.489998,122.32,123.160004,342400,108.890793
"389",123.129997,125.610001,122.709999,124.790001,248300,110.331924
"390",124.330002,124.5,123.449997,124.260002,258300,109.863342
"391",124.269997,124.559998,123.269997,124.480003,259900,110.057846
"392",124.540001,124.550003,123.779999,123.93,373900,109.571571
"393",124,125.760002,123.949997,125.050003,255300,110.561813
"394",125.410004,125.550003,122.639999,122.889999,862500,108.652054
"395",123.220001,123.32,120.410004,120.68,750600,106.69812
"396",120.699997,122.57,120,122.440002,569700,108.254211
"397",122.949997,126.779999,122.239998,125.5,1001600,110.959679
"398",124.25,125.610001,122.050003,124.980003,592700,110.499931
"399",125.129997,127,124.32,126.040001,614800,111.437111
"400",126.510002,128.429993,126.209999,128.220001,334100,113.364532
"401",128.050003,128.610001,125.959999,126.239998,282200,111.61393
"402",125.82,126.019997,124.639999,125.150002,405400,110.650223
"403",125.32,125.830002,124.360001,125.650002,247000,111.0923
"404",125.760002,126.309998,125.239998,125.970001,258400,111.375221
"405",125.669998,126.43,124.739998,125.040001,255000,110.552963
"406",125.25,125.739998,124.610001,124.870003,282100,110.402657
"407",125,125.900002,124.82,125.639999,315800,111.08345
"408",125.629997,126.610001,125.099998,126.410004,345400,111.764236
"409",126.410004,127.279999,125.849998,127.089996,320300,112.365463
"410",127.150002,129.490005,127.010002,129.360001,1196600,114.372444
"411",129.580002,131.369995,129.440002,130.5,449100,115.380379
"412",130.369995,130.380005,128.520004,128.949997,345500,114.009949
"413",128.889999,129.720001,128.820007,129.190002,314400,114.22216
"414",129.389999,130.539993,129.229996,129.839996,294700,114.796829
"415",129.759995,130.229996,129.490005,130.089996,239500,115.017883
"416",129.75,129.880005,128.690002,129.380005,295200,114.390144
"417",129.139999,130.820007,128.460007,130.820007,381400,115.663292
"418",131.139999,131.289993,130.289993,130.820007,319000,115.663292
"419",131.080002,131.289993,129.710007,130.089996,231900,115.017883
"420",130.089996,130.860001,129.990005,130.610001,352500,115.477623
"421",130.320007,130.970001,128.880005,129.279999,293200,114.301704
"422",128.729996,130.860001,128.429993,130.130005,325700,115.053246
"423",130.559998,131.509995,130.559998,131.240005,239700,116.034637
"424",130.559998,131.029999,129.589996,129.699997,296800,114.673065
"425",130.429993,131.169998,130.020004,130.110001,269900,115.035561
"426",129.649994,130.949997,129.639999,130.309998,189200,115.212379
"427",130.559998,131.100006,129.949997,130.940002,329000,115.769402
"428",131.5,131.720001,130.740005,131.419998,340100,116.193779
"429",131.020004,131.020004,128.039993,129.610001,347900,114.593498
"430",129.740005,130.899994,129.240005,130.570007,317100,115.442261
"431",130.570007,130.800003,129.339996,130.009995,192300,114.947136
"432",130.119995,130.470001,127.669998,127.809998,694600,113.002037
"433",126.839996,127.910004,126.160004,127.870003,516900,113.964577
"434",127.739998,128.770004,127.669998,127.870003,875700,113.964577
"435",127.599998,127.650002,124.68,125.389999,414600,111.754288
"436",125.449997,126.529999,125.279999,125.93,266900,112.235558
"437",126.040001,126.339996,124.150002,124.269997,283500,110.756088
"438",124.669998,125.690002,124.059998,124.209999,273700,110.702606
"439",124.239998,126.489998,124.239998,126.470001,409300,112.716835
"440",126.690002,127.07,125.089996,125.120003,238100,111.513641
"441",125.290001,125.739998,124.389999,124.68,236800,111.12149
"442",124.82,125.339996,121.809998,122.57,251000,109.240944
"443",122.370003,123.160004,121.120003,122.75,513100,109.401375
"444",122.830002,123.440002,122.470001,122.720001,229200,109.374626
"445",122.970001,125.480003,122.970001,124.980003,520400,111.388878
"446",124.889999,125.199997,123.059998,124.099998,375100,110.604561
"447",123.730003,124.5,121.75,121.889999,514000,108.634888
"448",122.489998,122.730003,119.099998,119.209999,1009300,106.246338
"449",120.07,120.970001,118.07,118.400002,699100,105.524414
"450",118.18,120.489998,118.18,119.230003,606800,106.264145
"451",120.220001,122.300003,119.010002,121.860001,343000,108.608154
"452",121.82,122.510002,120.82,122,376400,108.732925
"453",121.940002,122.940002,121.559998,121.809998,274600,108.563591
"454",122.019997,123.279999,121.790001,122.900002,257000,109.535057
"455",122.910004,123.790001,119.980003,120.010002,451600,106.959335
"456",119.470001,120.779999,118.489998,120.190002,374300,107.119766
"457",120.480003,121.75,119.830002,121,609400,107.841682
