"","TDG.Open","TDG.High","TDG.Low","TDG.Close","TDG.Volume","TDG.Adjusted"
"916",481.690002,485.170013,477.859985,479.279999,426100,479.279999
"917",481.160004,490.98999,481.160004,488.5,572900,488.5
"918",490.910004,493.640015,483.459991,486.049988,315400,486.049988
"919",483.899994,489.459991,481.480011,484.890015,248400,484.890015
"920",488.559998,502.459991,488.040009,498.320007,428500,498.320007
"921",500.589996,507.890015,498.649994,506.769989,394500,506.769989
"922",506,507.579987,494.450012,499.670013,306900,499.670013
"923",496.170013,505.220001,495.540009,503.779999,295500,503.779999
"924",503.059998,507.149994,496.170013,505.149994,269100,505.149994
"925",507.190002,508.940002,489.369995,493.820007,356300,493.820007
"926",499.410004,506.98999,487.799988,503.320007,380800,503.320007
"927",504.390015,513.22998,493.23999,501.929993,635700,501.929993
"928",502.950012,505.220001,489.730011,500.929993,342000,500.929993
"929",500.209991,510.26001,497.440002,499.470001,337100,499.470001
"930",499.609985,508.48999,493.029999,505.75,230600,505.75
"931",511.609985,513.049988,502,507.299988,489500,507.299988
"932",507,511.929993,504.339996,507.299988,294000,507.299988
"933",508.109985,526.22998,504.459991,518.890015,568100,518.890015
"934",525.130005,529.200012,514.409973,519.01001,500600,519.01001
"935",514.219971,521.659973,505.279999,505.5,1291000,505.5
"936",493.899994,494.98999,474.839996,487.809998,656400,487.809998
"937",490.579987,502.640015,490.579987,502.029999,361700,502.029999
"938",500.850006,505.73999,479.079987,479.279999,338800,479.279999
"939",476.980011,487.549988,467.910004,479.600006,271800,479.600006
"940",475.070007,497.089996,475.070007,494.779999,266600,494.779999
"941",502.339996,511.440002,498.359985,498.600006,399700,498.600006
"942",501.279999,501.279999,488.5,489.079987,583200,489.079987
"943",489,494.799988,471.220001,475.119995,694000,475.119995
"944",481.529999,492.470001,475.170013,481.339996,579900,481.339996
"945",468.559998,489.059998,468.559998,485.579987,445400,485.579987
"946",490,494.649994,486.48999,487,368500,487
"947",493.059998,503.01001,480.410004,480.540009,437900,480.540009
"948",488.809998,496.609985,487.5,488.5,336500,488.5
"949",492.089996,494.01001,483.200012,490.970001,265000,490.970001
"950",493.910004,494.329987,484.209991,485,198400,485
"951",486.779999,488.700012,482.450012,486,283500,486
"952",480.029999,482.869995,469.339996,473.390015,380200,473.390015
"953",474.529999,489.549988,474.529999,483.730011,426500,483.730011
"954",479.880005,494.75,477.019989,491.320007,288400,491.320007
"955",495.950012,497.940002,487.980011,491.98999,474300,491.98999
"956",492.329987,501.709991,482.869995,484.160004,318600,484.160004
"957",490,498.959991,488.98999,493.390015,397200,493.390015
"958",491.799988,493.709991,480.589996,482.910004,307700,482.910004
"959",484.48999,495.929993,484.48999,493.070007,218100,493.070007
"960",497.839996,503.890015,492.660004,501.970001,302900,501.970001
"961",496.25,497.190002,481,483.200012,414900,483.200012
"962",482.809998,484.809998,463.619995,464.019989,600100,464.019989
"963",456.809998,465.839996,453.76001,458.140015,804800,458.140015
"964",456.290009,478,456.25,476.540009,423600,476.540009
"965",473.959991,482.279999,467.660004,477.410004,363200,477.410004
"966",482.359985,495.559998,479.109985,494.429993,363800,494.429993
"967",504.640015,512.450012,502.799988,508.559998,284700,508.559998
"968",510.369995,519.299988,503.339996,512.049988,256200,512.049988
"969",512.719971,521.650024,512.719971,519.289978,217800,519.289978
"970",519.289978,523.849976,515.359985,520.460022,190400,520.460022
"971",574.460022,611.659973,568.159973,568.320007,1109500,568.320007
"972",574.609985,579.789978,564.51001,574.380005,581000,574.380005
"973",577.349976,577.609985,553.48999,560.809998,455200,560.809998
"974",545,569.349976,533.75,556.530029,546400,556.530029
"975",558.73999,568.690002,555.51001,566.780029,331400,566.780029
"976",588.340027,589.570007,572.109985,573.960022,439600,573.960022
"977",567.869995,584.549988,565.099976,577.969971,375900,577.969971
"978",589.900024,600.049988,582.099976,587.869995,526800,587.869995
"979",584.030029,592.369995,576.599976,590.650024,303200,590.650024
"980",590.51001,596.130005,571.409973,574.130005,374400,574.130005
"981",581.570007,599.5,580,594.940002,250600,594.940002
"982",605.26001,619.320007,600.26001,615.409973,416100,615.409973
"983",610.859985,610.859985,600,603.849976,274200,603.849976
"984",608.859985,608.859985,590.080017,591.539978,123900,591.539978
"985",591,595.359985,575.469971,579.190002,286300,579.190002
"986",587.840027,599.190002,583.48999,593.599976,304900,593.599976
"987",590.190002,599.950012,585.799988,594.840027,317200,594.840027
"988",597.940002,613.75,595.48999,598.640015,392300,598.640015
"989",601,613.26001,601,605.669983,215000,605.669983
"990",603.549988,605.450012,594.359985,601.01001,216100,601.01001
"991",596.109985,609.97998,595.309998,602.099976,214800,602.099976
"992",603.369995,603.859985,587.01001,595.5,232300,595.5
"993",589.159973,605.969971,589.159973,601.01001,239900,601.01001
"994",593.830017,609.169983,593.830017,601.789978,270300,601.789978
"995",607.299988,607.299988,595.429993,595.820007,294100,595.820007
"996",599.48999,618.640015,595.859985,613.73999,352500,613.73999
"997",613.73999,615.830017,601.200012,603.530029,259200,603.530029
"998",604.75,606.590027,594.98999,598.349976,289400,598.349976
"999",598.330017,611.01001,594.789978,608.330017,564500,608.330017
"1000",591.52002,602.48999,586.669983,600.710022,318000,600.710022
"1001",599.179993,603.539978,595.73999,596.22998,187900,596.22998
"1002",598.799988,616.48999,598.799988,611.900024,167900,611.900024
"1003",609.070007,610.75,602.400024,606.710022,47700,606.710022
"1004",608.859985,612.530029,606.059998,609.859985,103300,609.859985
"1005",614,614,601.580017,607.830017,95900,607.830017
"1006",607.299988,618.909973,607.299988,616.140015,296700,616.140015
"1007",615,622.570007,613.01001,618.849976,180300,618.849976
