"","IT.Open","IT.High","IT.Low","IT.Close","IT.Volume","IT.Adjusted"
"45",103.120003,104.580002,102.910004,104.300003,385800,104.300003
"46",104.050003,104.800003,103.370003,104.580002,383800,104.580002
"47",105,106.120003,104.860001,105.949997,520000,105.949997
"48",108.800003,109.989998,108,109.18,900400,109.18
"49",108.970001,109.93,108.459999,109.07,588500,109.07
"50",109.489998,112.040001,109.360001,111.93,1031400,111.93
"51",111.730003,112.389999,110.959999,111.489998,569800,111.489998
"52",111.400002,112.419998,111.400002,111.470001,703000,111.470001
"53",111.239998,111.75,110.43,111.330002,337900,111.330002
"54",111.519997,112.120003,108.970001,109.110001,568400,109.110001
"55",109.07,110.510002,108.199997,110.440002,483900,110.440002
"56",110.279999,110.480003,108.779999,108.959999,520200,108.959999
"57",109.510002,109.879997,108.660004,109.059998,356200,109.059998
"58",108.160004,109.739998,107,109.379997,477500,109.379997
"59",109.139999,110.040001,109,109.610001,517900,109.610001
"60",109.660004,109.660004,108.449997,108.599998,529500,108.599998
"61",108.220001,109.040001,107.669998,108.75,1271700,108.75
"62",108.75,108.949997,107.129997,107.989998,1096000,107.989998
"63",108.080002,109.410004,107.699997,108.949997,1520800,108.949997
"64",108.870003,109.279999,107.919998,108.699997,19351900,108.699997
"65",108.849998,110.93,108.370003,109.230003,972300,109.230003
"66",110.059998,112,109.169998,110.470001,925300,110.470001
"67",110.32,110.739998,109.769997,110.080002,779000,110.080002
"68",110.150002,111.029999,109.389999,109.790001,499500,109.790001
"69",109.879997,110,109.050003,109.699997,824800,109.699997
"70",109.790001,109.790001,108.809998,109.230003,823800,109.230003
"71",109.129997,109.510002,108.440002,108.93,514800,108.93
"72",109.43,110.860001,109.43,110.839996,732400,110.839996
"73",110.5,111.099998,110.160004,110.480003,520100,110.480003
"74",110.690002,112.160004,110.389999,112.07,659000,112.07
"75",112.400002,113.339996,112,112.959999,522900,112.959999
"76",113.290001,113.489998,112.400002,112.580002,395000,112.580002
"77",114,114,113.019997,113.419998,393800,113.419998
"78",113.599998,114.040001,112.650002,113.209999,493900,113.209999
"79",113.379997,113.879997,113.059998,113.870003,475600,113.870003
"80",114.110001,114.720001,113.57,113.989998,571400,113.989998
"81",114.129997,114.300003,113.410004,114.089996,453100,114.089996
"82",114.550003,114.68,113.550003,114.300003,470900,114.300003
"83",114.440002,114.75,114.040001,114.330002,492500,114.330002
"84",113.669998,114.010002,112.540001,113.440002,749500,113.440002
"85",114.440002,116.480003,112.830002,112.919998,930900,112.919998
"86",113.440002,113.699997,111.5,113.220001,1208100,113.220001
"87",113.419998,113.43,112.480003,113.32,634400,113.32
"88",113.300003,114,112.879997,113.690002,669900,113.690002
"89",113.57,113.980003,112.709999,113.099998,496600,113.099998
"90",112.639999,112.900002,112.040001,112.660004,532300,112.660004
"91",112.519997,113.309998,112.400002,113.25,337300,113.25
"92",113.110001,114.029999,113.059998,114.010002,405900,114.010002
"93",114.010002,114.110001,113.639999,113.830002,434500,113.830002
"94",113.830002,113.830002,111.239998,111.309998,438000,111.309998
"95",111.470001,112.760002,110.760002,112.410004,495300,112.410004
"96",112.809998,113.82,112.360001,113.410004,498900,113.410004
"97",113.400002,114.470001,113.269997,113.839996,466700,113.839996
"98",113.879997,114.019997,112.93,113.629997,459300,113.629997
"99",114,116.220001,113.459999,116.110001,599700,116.110001
"100",116.519997,118.669998,115.239998,117.879997,529200,117.879997
"101",117.730003,118.43,117.32,117.720001,517000,117.720001
"102",117.839996,118.559998,117.209999,118.480003,585900,118.480003
"103",118.5,119.849998,117.900002,119.599998,1443000,119.599998
"104",119.599998,120.760002,119.050003,120.57,597100,120.57
"105",120.919998,120.919998,119.949997,120.870003,515500,120.870003
"106",121.080002,121.989998,120.519997,120.580002,335100,120.580002
"107",120.57,121.18,120.050003,120.279999,434500,120.279999
"108",120.760002,120.809998,119.279999,119.709999,380200,119.709999
"109",119.709999,120.440002,119.339996,120.349998,270800,120.349998
"110",120.110001,120.669998,118.110001,118.709999,368600,118.709999
"111",118.25,119.660004,117.050003,119.440002,352200,119.440002
"112",119.25,120.809998,119.25,120.769997,274100,120.769997
"113",121.410004,122.660004,120.419998,121.720001,429000,121.720001
"114",121.010002,122.889999,120.879997,122.650002,319900,122.650002
"115",122.720001,122.93,121.660004,122.309998,589800,122.309998
"116",122.699997,123.720001,122.699997,123.690002,329100,123.690002
"117",123.589996,124.370003,122.959999,122.989998,315400,122.989998
"118",122.989998,123.360001,122.5,123.220001,283300,123.220001
"119",123.360001,123.529999,122.220001,123,194600,123
"120",122.989998,124.330002,122.599998,123.980003,553200,123.980003
"121",124.120003,124.389999,122.82,123.589996,416400,123.589996
"122",123.699997,123.980003,122.82,122.879997,568800,122.879997
"123",123.379997,124.919998,122.690002,124.610001,397500,124.610001
"124",124.400002,124.540001,122.519997,123.559998,400200,123.559998
"125",124.419998,124.519997,123.419998,123.510002,726700,123.510002
"126",124.239998,124.919998,123.68,124.099998,278300,124.099998
"127",124.419998,125.440002,123.910004,125.199997,413200,125.199997
"128",124.559998,124.879997,123.309998,124.360001,356100,124.360001
"129",124.849998,126.470001,124.519997,125.370003,536800,125.370003
"130",125.629997,126.510002,125.239998,126.220001,333300,126.220001
"131",126.199997,126.669998,125.510002,126.080002,336900,126.080002
"132",126.790001,128.289993,126.529999,127,284000,127
"133",127,127.300003,125.889999,126.160004,332900,126.160004
"134",126.269997,127,126.150002,126.830002,213400,126.830002
"135",126.75,127.440002,126.150002,126.849998,195400,126.849998
"136",126.739998,127.169998,126.010002,127.150002,398100,127.150002
"137",127.839996,128.899994,127.470001,128.850006,536300,128.850006
"138",128.990005,129.240005,127.440002,127.440002,495000,127.440002
"139",127.260002,128.649994,126.989998,128.259995,655100,128.259995
"140",128.380005,128.940002,128.240005,128.460007,437800,128.460007
"141",128.910004,129.020004,128.210007,128.470001,273000,128.470001
"142",128.570007,129.570007,128.520004,129.529999,212100,129.529999
"143",129.770004,130.020004,126.610001,128.229996,333900,128.229996
"144",128,128.320007,127.279999,128.029999,362400,128.029999
"145",128.270004,128.940002,127.150002,128.320007,409800,128.320007
"146",129.130005,129.130005,127.519997,128.220001,826900,128.220001
"147",128.179993,128.179993,126.059998,126.809998,414400,126.809998
"148",126.650002,127.730003,126.18,127.559998,472000,127.559998
"149",127.68,128.300003,126.68,126.940002,466000,126.940002
"150",127.239998,127.839996,125.629997,126.25,747800,126.25
"151",121.730003,123.339996,119.580002,122.300003,1911500,122.300003
"152",122.099998,122.360001,119.050003,120.099998,1085800,120.099998
"153",119.459999,120.139999,116.800003,117.110001,987500,117.110001
"154",117.510002,117.650002,115.860001,116.919998,952400,116.919998
"155",118.050003,118.739998,117.459999,117.82,492500,117.82
"156",117.760002,117.889999,116.769997,117.18,440800,117.18
"157",117.120003,119.089996,116.610001,119.080002,692000,119.080002
"158",118.910004,120.449997,118.269997,120.32,1017100,120.32
"159",119.870003,120.059998,118.879997,119.510002,746200,119.510002
"160",119.709999,119.709999,117.610001,118.75,437600,118.75
"161",119.040001,119.5,118.459999,119.269997,459600,119.269997
"162",118.760002,119.120003,118.580002,118.720001,399200,118.720001
"163",119.040001,119.209999,118.610001,118.739998,375000,118.739998
"164",119.050003,119.239998,118.559998,118.75,356100,118.75
"165",118.910004,119.199997,118.389999,118.839996,344500,118.839996
"166",118.160004,118.639999,117.139999,118.080002,498500,118.080002
"167",118.110001,120.629997,118.110001,120.290001,487500,120.290001
"168",120.5,120.940002,119.690002,120.589996,545400,120.589996
"169",120.639999,121.07,119.059998,120.790001,439000,120.790001
"170",120.019997,120.900002,119.379997,120.220001,593300,120.220001
"171",120.650002,121.610001,120.5,121.339996,447200,121.339996
"172",121.550003,123.519997,121.199997,122.589996,598400,122.589996
"173",122.440002,124.949997,122.290001,124.370003,707700,124.370003
"174",125,126.18,123.989998,125.400002,648100,125.400002
"175",125.650002,126.07,125.279999,126.010002,409600,126.010002
"176",125.550003,126.050003,125.459999,125.790001,347300,125.790001
"177",125.580002,125.580002,122.139999,122.239998,841100,122.239998
"178",122.059998,122.470001,120.139999,121.260002,1483400,121.260002
"179",121.720001,122.769997,121.190002,122.629997,382900,122.629997
"180",122.849998,123.830002,122.440002,123.440002,516700,123.440002
"181",123.660004,124.519997,123.169998,124.419998,470500,124.419998
"182",124.489998,124.559998,123.099998,123.379997,377800,123.379997
"183",123.339996,124.279999,122.870003,124.18,334200,124.18
"184",124.190002,124.190002,122.379997,123.699997,374300,123.699997
"185",124.099998,124.910004,122.910004,124.099998,354600,124.099998
"186",124.580002,125,123.209999,123.370003,424800,123.370003
"187",122.870003,123.400002,122.029999,123.370003,232400,123.370003
"188",123.400002,125.18,123.040001,124.410004,525000,124.410004
"189",124.290001,125.339996,123.919998,124.57,557000,124.57
"190",124.889999,125.050003,123.120003,124.559998,417100,124.559998
"191",124.610001,124.980003,122.860001,122.919998,481400,122.919998
"192",123.18,123.370003,122.620003,122.75,474700,122.75
"193",122.68,123.089996,122.089996,122.389999,1078400,122.389999
"194",122.519997,124.07,122.360001,123.489998,803900,123.489998
"195",124.050003,124.139999,123.470001,123.75,381600,123.75
"196",123.779999,124.330002,123.650002,123.989998,445000,123.989998
"197",123.900002,124.510002,123.419998,123.580002,455100,123.580002
"198",124.360001,124.480003,122.989998,124.239998,381600,124.239998
"199",124.209999,124.769997,123.459999,123.949997,685700,123.949997
"200",123.739998,124.150002,122.050003,122.18,681400,122.18
"201",122.419998,122.970001,121.989998,122.269997,346900,122.269997
"202",122.239998,123.239998,121.5,123.239998,394700,123.239998
"203",123.730003,125.849998,123.730003,125.279999,414500,125.279999
"204",125.690002,125.720001,124.720001,124.779999,324600,124.779999
"205",124.809998,125.07,122.339996,123.019997,1028000,123.019997
"206",123.330002,124.959999,122.949997,124.07,1104000,124.07
"207",124.489998,126.089996,124.290001,124.75,561900,124.75
"208",124.959999,125.440002,124.199997,125.150002,477000,125.150002
"209",125.269997,125.559998,123.690002,124.379997,629100,124.379997
"210",124.580002,125.389999,124.379997,125.309998,624000,125.309998
"211",125.75,126.220001,124.449997,125.599998,705900,125.599998
"212",124.339996,124.809998,119.32,120.339996,1639400,120.339996
"213",120.059998,120.779999,117.790001,118.660004,836700,118.660004
"214",118.419998,119.5,117.650002,118.550003,584300,118.550003
"215",118.43,118.980003,117.209999,117.75,533000,117.75
"216",119,119.010002,117.169998,118.809998,516400,118.809998
"217",117.970001,118.260002,116,117.339996,486400,117.339996
"218",116.849998,117.779999,116.220001,117.480003,493800,117.480003
"219",116.919998,117.379997,116.18,116.32,420900,116.32
"220",116.339996,117.660004,116.059998,117.639999,455900,117.639999
"221",117.239998,117.669998,116.129997,117.300003,457000,117.300003
"222",117.879997,119.279999,117.120003,118.970001,580600,118.970001
"223",118.480003,118.480003,116.779999,116.900002,587600,116.900002
"224",117.43,118.010002,116.379997,116.620003,331900,116.620003
"225",117.5,118.18,116.870003,117.190002,461100,117.190002
"226",116.980003,117.050003,115.800003,115.989998,603800,115.989998
"227",115.959999,116.449997,115.010002,116.389999,272900,116.389999
"228",116.720001,118.550003,116.209999,118.32,532300,118.32
"229",118.349998,119.57,118.110001,119.489998,310500,119.489998
"230",119.959999,119.959999,118.400002,119.309998,650600,119.309998
"231",119.349998,121,119.239998,120.889999,728400,120.889999
"232",120.940002,121.93,118.610001,119.949997,624700,119.949997
"233",120.739998,122.050003,119.889999,121.25,719800,121.25
"234",121.68,122.510002,120.510002,121.519997,556100,121.519997
"235",121.050003,122.419998,119.400002,119.480003,717500,119.480003
"236",119.550003,120.379997,119.290001,120.230003,679600,120.230003
"237",120.559998,121.290001,119.480003,120.709999,505900,120.709999
"238",120.449997,121.139999,119.760002,120.010002,358200,120.010002
"239",119.720001,121.010002,119.080002,120.650002,328400,120.650002
"240",120.559998,121.779999,120.379997,121.330002,334100,121.330002
"241",121.139999,121.760002,120.010002,120.050003,280100,120.050003
"242",120.540001,123.089996,120.269997,122.510002,633400,122.510002
"243",123.110001,124.919998,123.110001,124.43,493300,124.43
"244",124.510002,124.68,123.389999,123.449997,339200,123.449997
"245",123.849998,124.440002,122.629997,123.660004,369400,123.660004
"246",123.910004,124.209999,122.769997,123.019997,311800,123.019997
"247",123.379997,123.690002,122.709999,123.589996,244000,123.589996
"248",123.230003,123.690002,122.769997,123.089996,468700,123.089996
"249",123.610001,124.089996,122.660004,123.970001,259100,123.970001
"250",124.150002,124.349998,122.900002,123.889999,362500,123.889999
"251",124.220001,124.43,122.900002,123.150002,398100,123.150002
"252",123.239998,125,123.080002,124.849998,523900,124.849998
"253",124.730003,126.080002,124.730003,125.190002,464500,125.190002
"254",125.279999,128.830002,125.279999,127.300003,828300,127.300003
"255",127.419998,129.360001,127.419998,129.339996,437700,129.339996
"256",129.630005,130.389999,128.979996,130.309998,524400,130.309998
"257",130.509995,130.550003,128.860001,128.949997,335700,128.949997
"258",128.429993,128.929993,127.68,128.160004,289400,128.160004
"259",128.490005,129.669998,128.270004,129.610001,209400,129.610001
"260",129.570007,130.5,128.880005,130.130005,244900,130.130005
"261",130.649994,131.910004,129.710007,130.039993,396500,130.039993
"262",130.729996,133.059998,130.029999,132.130005,490500,132.130005
"263",132.229996,134.020004,131.789993,134,712000,134
"264",134.800003,138.259995,134.100006,137.350006,771000,137.350006
"265",137.399994,138.5,136.880005,138.449997,606900,138.449997
"266",138.559998,139.5,137.949997,139.210007,386100,139.210007
"267",139.729996,141.729996,139.169998,140.190002,637200,140.190002
"268",140.869995,140.869995,139.800003,140.119995,269600,140.119995
"269",140.380005,142.160004,139.720001,142.139999,368400,142.139999
"270",141.570007,141.820007,139.649994,139.669998,531700,139.669998
"271",139.320007,140,138.740005,139.039993,390000,139.039993
"272",139.820007,140.889999,138.330002,138.740005,520300,138.740005
"273",138.710007,138.910004,137.080002,138.830002,596400,138.830002
"274",138.210007,139.059998,135.190002,135.190002,523200,135.190002
"275",134.610001,135.710007,128.25,128.25,891700,128.25
"276",119.730003,124.919998,116.879997,124.019997,2662700,124.019997
"277",123.129997,123.980003,119.410004,119.449997,1640500,119.449997
"278",120,120,114.220001,114.260002,1124400,114.260002
"279",115.220001,117,112.050003,115.489998,1656400,115.489998
"280",116.32,118.889999,115.93,118.239998,854200,118.239998
"281",117.449997,118.900002,116.970001,118.849998,636500,118.849998
"282",118.190002,121.269997,117.970001,120.459999,972900,120.459999
"283",121.370003,121.370003,117.699997,117.93,1285400,117.93
"284",117.620003,118.610001,116.830002,118.040001,749400,118.040001
"285",117.690002,118.120003,115.650002,115.970001,741100,115.970001
"286",116.160004,116.809998,114.029999,114.099998,1008900,114.099998
"287",114.610001,116.989998,114.230003,115.540001,693500,115.540001
"288",116,117.050003,114.980003,116.989998,558200,116.989998
"289",117.809998,118.269997,115.040001,117.959999,800500,117.959999
"290",117.900002,118.150002,115.779999,115.93,509100,115.93
"291",116.559998,116.699997,113.400002,113.410004,943400,113.410004
"292",113.510002,114.169998,111.57,113.769997,1321300,113.769997
"293",113.07,117.07,112.559998,116.650002,1124100,116.650002
"294",115.870003,119.699997,115.5,119.379997,1152300,119.379997
"295",119.599998,121.169998,118.699997,120.959999,1034400,120.959999
"296",119.800003,123.410004,119.730003,122.959999,950800,122.959999
"297",123.449997,123.610001,120.190002,120.550003,587600,120.550003
"298",121.139999,122.879997,120.720001,122.809998,607700,122.809998
"299",123.239998,124.410004,122.800003,124.080002,575400,124.080002
"300",124.519997,124.699997,123.629997,124.330002,636800,124.330002
"301",124.550003,124.650002,122.25,123.209999,705400,123.209999
"302",123.279999,123.699997,122,123.150002,518200,123.150002
"303",123.709999,124.709999,123.029999,124.019997,700600,124.019997
"304",123.360001,123.580002,122.419998,123.400002,625700,123.400002
"305",123.699997,125.209999,122.959999,124.169998,836500,124.169998
"306",124.120003,124.419998,122.769997,122.849998,546700,122.849998
"307",121.739998,122.199997,119.260002,119.419998,771900,119.419998
"308",119.379997,120.900002,117.510002,117.690002,959500,117.690002
"309",118.910004,119.699997,117.25,119.550003,876200,119.550003
"310",119.57,120.190002,116.870003,117.610001,664500,117.610001
"311",117.709999,117.709999,115.400002,116.809998,745900,116.809998
"312",117.160004,118.739998,116.120003,117.620003,934600,117.620003
"313",117.650002,118.080002,115.040001,116.059998,642800,116.059998
"314",116.43,117.489998,115.910004,116.790001,675200,116.790001
"315",115.459999,118.290001,115.290001,117.970001,628200,117.970001
"316",118.400002,119.349998,117.510002,118.760002,413800,118.760002
"317",118.089996,118.910004,115.279999,116.290001,683600,116.290001
"318",116.739998,118.309998,116.18,116.269997,633400,116.269997
"319",117.470001,118.129997,116.830002,117.309998,464800,117.309998
"320",116.290001,117.610001,116.07,116.32,400700,116.32
"321",116.739998,117.379997,116.050003,116.639999,640600,116.639999
"322",116.870003,117.669998,114.400002,115.059998,566300,115.059998
"323",115.870003,117.209999,115.379997,116.690002,577500,116.690002
"324",117.190002,118.099998,116.720001,117.839996,430400,117.839996
"325",117.870003,119.089996,117.459999,118.139999,369000,118.139999
"326",117.900002,119.110001,117.839996,118.879997,502100,118.879997
"327",118.830002,119.239998,117.25,117.720001,497200,117.720001
"328",118.230003,118.32,117.050003,117.870003,520300,117.870003
"329",118.449997,119.239998,117.410004,118,821800,118
"330",117.68,117.959999,116.279999,117.379997,388500,117.379997
"331",117.940002,119.599998,117.389999,119.32,438600,119.32
"332",119.589996,121.519997,119.339996,121.18,1000300,121.18
"333",121.349998,122.040001,120.68,121.290001,996400,121.290001
"334",120.75,122.440002,120.720001,122.010002,1084900,122.010002
"335",121.730003,121.730003,119.93,120.660004,590200,120.660004
"336",120.860001,121.32,119.480003,121.199997,814800,121.199997
"337",120.519997,123.5,120.470001,123.019997,635100,123.019997
"338",123,124.830002,122.559998,123.790001,1354700,123.790001
"339",125.239998,132.190002,125.239998,130.529999,1295400,130.529999
"340",130.839996,135.119995,130.220001,133.539993,879800,133.539993
"341",133.990005,134.380005,131.729996,134.369995,1056800,134.369995
"342",134.630005,136.240005,134.240005,135.039993,1089000,135.039993
"343",135.229996,135.399994,133.539993,134.800003,874700,134.800003
"344",134.039993,135.800003,133.550003,135.169998,1266200,135.169998
"345",135.149994,136.039993,133.990005,135.729996,517100,135.729996
"346",135.309998,136.240005,132.960007,133.229996,1051700,133.229996
"347",133.25,135.910004,132.839996,134.229996,912600,134.229996
"348",134.550003,135.139999,132.130005,132.25,878700,132.25
"349",132.300003,133.020004,130.440002,131.350006,935700,131.350006
"350",131.130005,132.110001,130.770004,131.759995,829000,131.759995
"351",131.839996,132.029999,130.399994,131.300003,965500,131.300003
"352",131.050003,132.009995,130.229996,130.639999,938500,130.639999
"353",129.899994,131.229996,128.729996,131.050003,896500,131.050003
"354",131.589996,132.970001,131.070007,132.5,750800,132.5
"355",132.5,133.279999,131.440002,132.740005,2219300,132.740005
"356",133.5,133.830002,132.399994,132.649994,913200,132.649994
"357",133.309998,135.850006,132.880005,135.419998,495600,135.419998
"358",135.279999,136.440002,134.610001,135.160004,367800,135.160004
"359",135.139999,137.789993,135.139999,137.320007,408400,137.320007
"360",137.589996,138.210007,136.779999,137.369995,794700,137.369995
"361",137.070007,137.830002,136.449997,137.729996,365000,137.729996
"362",138.220001,138.410004,137.100006,137.160004,406600,137.160004
"363",137.490005,138.809998,136.960007,138.470001,272500,138.470001
"364",138.830002,138.880005,137.460007,137.5,336500,137.5
"365",137.740005,138.190002,136.850006,137.289993,411900,137.289993
"366",137.5,138.690002,136.949997,137.940002,754500,137.940002
"367",137.679993,138.25,136.699997,137.759995,361400,137.759995
"368",136.720001,137.789993,135.910004,137.199997,539800,137.199997
"369",137.320007,137.699997,136.039993,136.520004,522400,136.520004
"370",136.660004,137.229996,135.380005,135.820007,318700,135.820007
"371",136.080002,137.419998,134.639999,134.960007,1090500,134.960007
"372",134.850006,134.850006,132,132.970001,442000,132.970001
"373",133.190002,134.380005,132.669998,133.529999,333600,133.529999
"374",133.759995,134.679993,130.729996,130.809998,567300,130.809998
"375",130.830002,134.690002,130.740005,133.550003,667600,133.550003
"376",133.860001,134.550003,132.770004,132.899994,581200,132.899994
"377",132.080002,133.419998,132.080002,133.330002,318000,133.330002
"378",134.089996,135.699997,134.089996,134.880005,277400,134.880005
"379",135.360001,136.600006,133.990005,136.320007,593500,136.320007
"380",136.360001,138.679993,136.199997,137.960007,299800,137.960007
"381",138.699997,140.320007,138.179993,139.070007,465600,139.070007
"382",139.490005,140.160004,138.669998,140,425500,140
"383",138.970001,140.070007,138.820007,139.770004,369500,139.770004
"384",140.940002,141.5,140.259995,140.970001,475900,140.970001
"385",141,142.100006,139.529999,139.960007,284900,139.960007
"386",139.979996,140.410004,138.880005,139.660004,245200,139.660004
"387",139.110001,140.410004,138.669998,139.970001,242400,139.970001
"388",139.860001,140.550003,138.789993,140.130005,238400,140.130005
"389",139.770004,140.850006,139.520004,139.630005,289400,139.630005
"390",139.320007,139.830002,138.669998,138.839996,412300,138.839996
"391",138.619995,139.550003,138.410004,139.539993,269300,139.539993
"392",140.160004,140.160004,136.229996,137.75,436900,137.75
"393",137.669998,139.649994,137.550003,139.559998,346200,139.559998
"394",139.550003,140.529999,139.149994,139.169998,345200,139.169998
"395",139.679993,139.679993,134.710007,136.300003,293700,136.300003
"396",135.979996,136.820007,133.910004,134.789993,429500,134.789993
"397",135.630005,135.759995,134.419998,135.429993,606500,135.429993
"398",131.360001,131.5,128,130.889999,1328400,130.889999
"399",130.339996,135.009995,130.229996,134.809998,813400,134.809998
"400",135.009995,138.25,134.330002,138.199997,496900,138.199997
"401",138.270004,140.350006,137.520004,140.029999,395400,140.029999
"402",140.380005,140.850006,138.350006,138.759995,665400,138.759995
"403",139.160004,139.699997,138.070007,138.270004,384000,138.270004
"404",138.270004,139.979996,138.259995,139.660004,430900,139.660004
"405",139.330002,141.539993,138.990005,140.320007,830900,140.320007
"406",139.940002,140.990005,139.039993,139.130005,249300,139.130005
"407",139.699997,141.330002,139.25,140.929993,366300,140.929993
"408",140.520004,141.330002,139.190002,139.720001,329600,139.720001
"409",140.440002,141.490005,139.789993,141.350006,236900,141.350006
"410",141.419998,143.309998,140.820007,143.119995,518600,143.119995
"411",143.5,145.350006,142.75,144.919998,574400,144.919998
"412",145.050003,145.580002,143.979996,144.130005,377200,144.130005
"413",144.020004,145.339996,143.699997,145.149994,261500,145.149994
"414",145.350006,145.990005,144.389999,145.259995,278800,145.259995
"415",145.589996,145.979996,144.679993,145.369995,272500,145.369995
"416",145.910004,147.460007,145.080002,147.380005,326500,147.380005
"417",147.479996,148.589996,147.259995,148.220001,385900,148.220001
"418",148.449997,149.619995,148.169998,148.639999,354300,148.639999
"419",148.429993,148.429993,146.75,147.619995,281700,147.619995
"420",147.699997,149.970001,147.699997,149.759995,394800,149.759995
"421",149.759995,152.759995,148.710007,152.320007,593000,152.320007
"422",152.080002,153.979996,150.740005,153.490005,584900,153.490005
"423",153.679993,154.199997,152.029999,153.600006,383600,153.600006
"424",153.210007,154.059998,152.080002,152.389999,313600,152.389999
"425",152.889999,153.160004,151.300003,152.699997,480500,152.699997
"426",153.080002,155.529999,152.279999,155.029999,533500,155.029999
"427",154.910004,159.169998,154.059998,156.270004,944200,156.270004
"428",156.740005,158.100006,156.279999,157.940002,483100,157.940002
"429",158.380005,158.380005,155.899994,156.220001,750200,156.220001
"430",155.979996,156.210007,153.380005,153.440002,554000,153.440002
"431",153.740005,154.220001,152.839996,153.190002,806600,153.190002
"432",153.490005,154.139999,151.460007,154.050003,677600,154.050003
"433",154.949997,157.179993,153.979996,156.910004,402600,156.910004
"434",157.270004,159.919998,156.100006,158.449997,1049800,158.449997
"435",158.020004,158.410004,156.029999,157.009995,443600,157.009995
"436",157.740005,161.210007,157.600006,160,737900,160
"437",160.089996,160.960007,158.729996,158.949997,664600,158.949997
"438",158.949997,159.589996,157.449997,159.309998,461900,159.309998
"439",159.779999,160.600006,157.130005,158.5,856800,158.5
"440",159.509995,160.289993,157.740005,158.270004,391000,158.270004
"441",157.710007,160.139999,157.630005,158.410004,503400,158.410004
"442",159.169998,159.779999,158.179993,158.639999,393000,158.639999
"443",157.899994,158.539993,155.369995,156.199997,426200,156.199997
"444",155.75,156.869995,153.800003,154.740005,793900,154.740005
"445",154.330002,154.619995,151.029999,153.210007,779600,153.210007
"446",153.179993,154.110001,151.720001,152.539993,597300,152.539993
"447",151.979996,152.490005,146.460007,146.669998,1024800,146.669998
"448",146.339996,148.539993,144.380005,145.050003,719400,145.050003
"449",147.869995,149.259995,145.5,148.789993,964300,148.789993
"450",147.990005,148.360001,146.740005,147.050003,628100,147.050003
"451",148.759995,151.919998,148.490005,151.139999,863300,151.139999
"452",150.789993,151.75,148.729996,149.309998,784100,149.309998
"453",149.149994,149.509995,143.910004,145.050003,976700,145.050003
"454",145.619995,149.309998,145.320007,146.240005,669100,146.240005
"455",146.619995,148.449997,145.289993,147.839996,592400,147.839996
"456",146.020004,146.919998,143.889999,146.380005,1137300,146.380005
"457",146.119995,147.699997,141.699997,141.919998,668900,141.919998
"458",142.960007,145.210007,142.960007,144.339996,631300,144.339996
