"","ABMD.Open","ABMD.High","ABMD.Low","ABMD.Close","ABMD.Volume","ABMD.Adjusted"
"54",124.18,124.830002,122.209999,122.269997,249300,122.269997
"55",122.360001,123.660004,121.860001,123.470001,232800,123.470001
"56",123.110001,125.489998,122.129997,123.75,331600,123.75
"57",124.169998,126,124.169998,124.889999,180500,124.889999
"58",123.699997,125.669998,122.93,125.260002,245900,125.260002
"59",124.82,125.550003,124.07,125.050003,345100,125.050003
"60",124.790001,125.849998,124.209999,124.879997,278900,124.879997
"61",125,126.040001,124.57,125,267800,125
"62",124.75,125.919998,124.449997,125.199997,435500,125.199997
"63",125.230003,125.580002,123.709999,125.050003,320800,125.050003
"64",125.150002,126.260002,123.599998,124.080002,315200,124.080002
"65",124.75,125.309998,123.279999,123.400002,295200,123.400002
"66",125.5,125.900002,124.099998,125.540001,278600,125.540001
"67",124.970001,126.059998,124.690002,125.489998,156300,125.489998
"68",125.400002,126.389999,124.760002,125.160004,172100,125.160004
"69",124.889999,125.989998,124.300003,125.870003,167800,125.870003
"70",125.870003,126.169998,125.269997,125.480003,150900,125.480003
"71",125.160004,125.809998,124.269997,124.610001,144200,124.610001
"72",122,122,119.129997,120.730003,592600,120.730003
"73",120.900002,121.440002,117.370003,121.169998,232900,121.169998
"74",121.260002,123.669998,121.260002,123.120003,273700,123.120003
"75",123.43,125.900002,122.599998,125.209999,234600,125.209999
"76",125.07,125.169998,124.050003,125.029999,177700,125.029999
"77",126.190002,130.429993,126.190002,129.25,384400,129.25
"78",129.660004,130.259995,128.509995,129.160004,246500,129.160004
"79",130.039993,130.789993,129.399994,130.080002,177400,130.080002
"80",130.470001,131.679993,128.229996,130.919998,231900,130.919998
"81",130.720001,131.679993,129.800003,130.320007,221500,130.320007
"82",130.5,133.699997,130.089996,133.570007,330400,133.570007
"83",134.300003,134.820007,133.699997,134.279999,280300,134.279999
"84",134.149994,134.149994,129.679993,129.889999,551800,129.889999
"85",127.709999,130.889999,123.599998,130.809998,847000,130.809998
"86",132.130005,134.809998,131.630005,133.029999,329900,133.029999
"87",132.300003,133.970001,130.020004,130.779999,350400,130.779999
"88",130.649994,132.039993,129.809998,130.880005,246900,130.880005
"89",130.630005,131.820007,129.830002,131.800003,166900,131.800003
"90",131.330002,131.589996,129.550003,130.850006,181600,130.850006
"91",130.279999,131.970001,130.279999,131.419998,180700,131.419998
"92",131.5,134.710007,131.059998,134.509995,346400,134.509995
"93",133.639999,133.990005,132.029999,133.839996,337000,133.839996
"94",132.289993,132.839996,130.470001,130.539993,316000,130.539993
"95",129.960007,133.880005,129.800003,133.240005,508100,133.240005
"96",134,134.910004,132.630005,134.429993,236500,134.429993
"97",134.5,137,134.5,135.800003,384700,135.800003
"98",136.619995,136.630005,134.550003,134.740005,224700,134.740005
"99",135,135.440002,134.100006,134.899994,422300,134.899994
"100",135.330002,136.740005,134.389999,135.880005,282000,135.880005
"101",135.690002,139.020004,135.690002,138.589996,461100,138.589996
"102",138.199997,140.619995,138.199997,139.720001,400200,139.720001
"103",139.740005,141.240005,137.339996,137.429993,336100,137.429993
"104",137.449997,141.860001,137.449997,141,318600,141
"105",141.119995,142.490005,140.610001,141.550003,300800,141.550003
"106",141.979996,142.949997,140.850006,141.809998,153700,141.809998
"107",141.460007,143,140,142.149994,488700,142.149994
"108",142.630005,143,141.520004,142.059998,291200,142.059998
"109",143,143.75,141.589996,142.839996,609700,142.839996
"110",143.279999,145.580002,139.789993,141.229996,346200,141.229996
"111",139.940002,141.089996,134.800003,139.970001,534100,139.970001
"112",140.429993,141.789993,139.619995,140.649994,352100,140.649994
"113",141.479996,143.710007,140.669998,142.300003,241800,142.300003
"114",141.009995,143.289993,140.289993,142.880005,215200,142.880005
"115",142.75,143.490005,142.139999,143.389999,293900,143.389999
"116",144.169998,146.320007,143.850006,145.940002,175900,145.940002
"117",146.240005,147.449997,144.130005,144.460007,245200,144.460007
"118",144.490005,146,143.539993,145.5,170000,145.5
"119",145.059998,145.75,143.619995,144.729996,293800,144.729996
"120",144.979996,145.580002,144.289993,144.490005,259200,144.490005
"121",144.490005,145.399994,142.589996,142.779999,278400,142.779999
"122",142.720001,142.720001,139.649994,140.470001,318300,140.470001
"123",141.25,143.100006,140.919998,142.410004,278200,142.410004
"124",142.389999,142.389999,139.490005,140.240005,218300,140.240005
"125",140.860001,144.070007,139.990005,143.300003,460600,143.300003
"126",144.820007,145.5,141.479996,142.289993,140500,142.289993
"127",142.839996,143.5,141.759995,142.380005,201400,142.380005
"128",141.369995,143.190002,139.550003,139.960007,248500,139.960007
"129",140.220001,142.600006,139.770004,142.050003,139900,142.050003
"130",142.119995,142.470001,140,141.149994,299200,141.149994
"131",141.440002,142.899994,141.059998,142.059998,320100,142.059998
"132",143.210007,145.279999,142.850006,144.080002,183400,144.080002
"133",144.5,144.5,142.220001,142.990005,218600,142.990005
"134",143.300003,146.059998,142.699997,145.070007,195000,145.070007
"135",145.5,145.960007,142.820007,144.039993,167700,144.039993
"136",143.710007,145.25,143.190002,144.339996,218500,144.339996
"137",144.919998,145.690002,144,144.550003,279300,144.550003
"138",144.800003,145.210007,144.059998,144.300003,237000,144.300003
"139",144.080002,145.199997,142.910004,144.100006,290700,144.100006
"140",144.100006,147.389999,143.929993,147.300003,217200,147.300003
"141",147.820007,149.339996,147.460007,148.300003,580800,148.300003
"142",148.559998,149.110001,145.020004,145.080002,731400,145.080002
"143",144.020004,145.229996,141.559998,142.970001,686900,142.970001
"144",143.009995,147.539993,142.220001,146.25,374600,146.25
"145",147.020004,148.419998,146.009995,148.089996,338100,148.089996
"146",148.850006,148.910004,146.610001,146.779999,263200,146.779999
"147",146.800003,146.800003,144.630005,146.440002,318100,146.440002
"148",146.320007,147.899994,144.509995,147.889999,284500,147.889999
"149",148.630005,151.220001,148.330002,151.009995,397800,151.009995
"150",151.669998,153.440002,151.169998,153.350006,249500,153.350006
"151",153.300003,157.410004,152.740005,155.869995,417600,155.869995
"152",155.100006,156.889999,154.710007,155.850006,369000,155.850006
"153",155.350006,156.199997,149.940002,150.009995,382700,150.009995
"154",150.660004,152.309998,149.880005,151.369995,218300,151.369995
"155",152.600006,154.399994,152.410004,154.259995,165900,154.259995
"156",154.729996,155.289993,153.550003,154.509995,174100,154.509995
"157",155.270004,155.679993,154.100006,155.160004,254400,155.160004
"158",155.160004,156.240005,153.630005,153.699997,124900,153.699997
"159",153.580002,153.580002,151.949997,152.139999,253600,152.139999
"160",152.149994,153.690002,151.929993,153.320007,307700,153.320007
"161",153,155.589996,152.639999,154.990005,281700,154.990005
"162",154.759995,154.929993,152.75,152.899994,215300,152.899994
"163",153.309998,153.809998,148.759995,148.929993,518700,148.929993
"164",149.669998,149.669998,147.130005,147.669998,241800,147.669998
"165",147.800003,149.119995,147.669998,147.899994,295300,147.899994
"166",145.979996,147.100006,144.639999,145.389999,491400,145.389999
"167",145.779999,147.539993,144.009995,147.479996,440900,147.479996
"168",147.679993,150.889999,147.649994,150.800003,237600,150.800003
"169",150.850006,151.589996,150.100006,151.059998,231400,151.059998
"170",150.570007,151.610001,148.800003,150.509995,566200,150.509995
"171",150.919998,152.160004,150.139999,151.610001,284000,151.610001
"172",152.080002,153.880005,151.429993,153.850006,244500,153.850006
"173",153.639999,157.880005,153.639999,156.899994,218200,156.899994
"174",157.169998,158.130005,157.070007,157.809998,317000,157.809998
"175",158.279999,158.279999,156.5,157.910004,170000,157.910004
"176",157.380005,159.25,154.639999,158.460007,263800,158.460007
"177",158.75,159.800003,157.639999,158.869995,257600,158.869995
"178",158.850006,158.850006,157.869995,158.580002,571000,158.580002
"179",157.929993,158.830002,157.229996,157.899994,273000,157.899994
"180",158.539993,158.600006,155.570007,157.100006,234400,157.100006
"181",157.320007,157.919998,156.529999,157.419998,191600,157.419998
"182",158.910004,160.100006,158.360001,159.789993,287200,159.789993
"183",160.009995,164.600006,159.509995,163.960007,355800,163.960007
"184",164.199997,164.520004,158.710007,160.309998,280700,160.309998
"185",160.529999,161.050003,159.770004,160.610001,194600,160.610001
"186",161.410004,163.880005,161.050003,163.720001,253400,163.720001
"187",163.960007,163.960007,161.600006,162.339996,273800,162.339996
"188",164.679993,171,164.419998,168.600006,570000,168.600006
"189",168.929993,171.389999,168.699997,169.860001,360800,169.860001
"190",170.119995,170.830002,167.830002,168.779999,334400,168.779999
"191",169.740005,171.949997,168.710007,171.800003,250500,171.800003
"192",172.309998,174.139999,170.75,173.649994,278200,173.649994
"193",173.369995,175.600006,173.100006,174.880005,208400,174.880005
"194",175.589996,175.720001,173.630005,173.990005,219500,173.990005
"195",173.869995,173.869995,171.490005,172.179993,293700,172.179993
"196",172.389999,172.929993,171.660004,172.660004,284100,172.660004
"197",173.589996,173.600006,170.600006,173,364100,173
"198",172.600006,175.479996,172.119995,173.850006,141200,173.850006
"199",171.660004,172.919998,170.100006,170.550003,295800,170.550003
"200",171,172.639999,170.940002,172.470001,167900,172.470001
"201",172.970001,173.75,171.910004,172.949997,174600,172.949997
"202",173,173.369995,170.570007,172.210007,225800,172.210007
"203",173.399994,175.789993,172.270004,174.619995,209600,174.619995
"204",174.979996,177.759995,174.529999,176,264300,176
"205",175.800003,177.110001,174.490005,176.710007,279600,176.710007
"206",176.720001,176.720001,164.800003,171.369995,861100,171.369995
"207",177,180.149994,170.300003,179.589996,1150900,179.589996
"208",182.020004,183.960007,180.039993,181.070007,676500,181.070007
"209",179.559998,180.119995,177.399994,179.479996,394300,179.479996
"210",180.119995,193.949997,180.119995,192.919998,8e+05,192.919998
"211",192.979996,194.419998,188.119995,188.889999,386500,188.889999
"212",189.820007,193.289993,189.770004,190.050003,365100,190.050003
"213",190.330002,195.020004,190.330002,194.899994,320600,194.899994
"214",195.179993,198.289993,195.139999,196.550003,349000,196.550003
"215",197.110001,198,194.949997,197.210007,176400,197.210007
"216",193.899994,197.789993,192.619995,196.970001,379900,196.970001
"217",196.929993,197.279999,194.830002,195.539993,213500,195.539993
"218",195.529999,196.199997,193.589996,195.210007,176500,195.210007
"219",193.360001,196,193.360001,195.130005,464600,195.130005
"220",195,196.080002,193.110001,193.75,343900,193.75
"221",193.610001,194.169998,190.070007,193.110001,342000,193.110001
"222",193.789993,196.479996,193.360001,194.910004,291600,194.910004
"223",194.559998,194.880005,191.440002,194.320007,448800,194.320007
"224",200,200,195.110001,195.589996,409100,195.589996
"225",197.220001,199.610001,196.309998,199.580002,352800,199.580002
"226",199.699997,199.75,197.009995,198.860001,280700,198.860001
"227",199.630005,199.979996,198.559998,199.740005,85800,199.740005
"228",199.979996,200.279999,198.089996,198.449997,289100,198.449997
"229",198.710007,199.059998,194.610001,197.330002,808600,197.330002
"230",197.860001,198.820007,193,194.149994,419200,194.149994
"231",195.149994,196.179993,193.080002,194.839996,354900,194.839996
"232",195,195.259995,189.259995,194.600006,353400,194.600006
"233",196.520004,196.539993,189.449997,189.570007,532300,189.570007
"234",189.199997,193.029999,187.339996,187.960007,379100,187.960007
"235",187.710007,189.259995,186.720001,187,261700,187
"236",187.539993,190.529999,187.539993,187.910004,355100,187.910004
"237",188.009995,191.399994,187.949997,191.360001,273100,191.360001
"238",191.360001,193.839996,191.080002,193.429993,258700,193.429993
"239",194.059998,195.130005,192.440002,192.940002,191600,192.940002
"240",193.020004,193.860001,191.740005,193.059998,177300,193.059998
"241",193.529999,194.740005,188.179993,188.440002,292900,188.440002
"242",189.419998,191.220001,188.139999,188.710007,390800,188.710007
"243",190.009995,191.380005,189.050003,190.070007,233600,190.070007
"244",190.910004,194.009995,190.710007,193.889999,229800,193.889999
"245",193.820007,194.869995,192.309998,193.690002,141600,193.690002
"246",194.949997,195.649994,190.050003,190.630005,198100,190.630005
"247",190.919998,191.800003,190.059998,191.639999,148600,191.639999
"248",191.309998,191.460007,189.289993,189.539993,128000,189.539993
"249",189.960007,191.619995,188.550003,190.419998,236900,190.419998
"250",190.5,190.830002,189.619995,190.550003,127700,190.550003
"251",190.559998,190.809998,187.009995,187.410004,189700,187.410004
"252",188.130005,193.360001,188.050003,192.490005,233700,192.490005
"253",193.289993,196.479996,192.529999,195.820007,208800,195.820007
"254",198,200.139999,197.270004,199.25,300700,199.25
"255",200.779999,202.960007,200.779999,202.320007,277400,202.320007
"256",208.240005,211.339996,204.669998,207.800003,387400,207.800003
"257",209.110001,210.149994,206.820007,209.759995,234900,209.759995
"258",209.570007,209.759995,206.539993,208.139999,166400,208.139999
"259",209.610001,210.240005,207.5,210.149994,216000,210.149994
"260",210.720001,216.149994,210.360001,215.110001,283300,215.110001
"261",216.690002,219.110001,216,218.089996,558700,218.089996
"262",219.110001,225.240005,217.580002,224.130005,534900,224.130005
"263",224.759995,228.080002,224,225.889999,332500,225.889999
"264",227.330002,229.050003,226.089996,228.289993,179200,228.289993
"265",229.229996,229.429993,226.830002,228.179993,245000,228.179993
"266",228.710007,231.389999,227.449997,230.270004,231500,230.270004
"267",231.25,233.5,228.779999,232.949997,331400,232.949997
"268",234,237.399994,232.929993,236.320007,264500,236.320007
"269",237.300003,239.100006,233.509995,238.889999,199100,238.889999
"270",239,239.919998,235.869995,236.649994,305900,236.649994
"271",233.559998,237.610001,219.610001,235.059998,488100,235.059998
"272",236.100006,237.309998,233.490005,235,332600,235
"273",238,253.880005,238,253.130005,949700,253.130005
"274",251.100006,255.419998,246.610001,248.199997,426600,248.199997
"275",245,245,236.509995,239.369995,872500,239.369995
"276",232.460007,242.369995,227.199997,232.110001,916400,232.110001
"277",232.110001,240.139999,232.110001,239.020004,518800,239.020004
"278",240,240.389999,229.229996,229.5,495100,229.5
"279",230.210007,231.729996,219.130005,229.380005,556400,229.380005
"280",232.149994,235.490005,228.990005,233.720001,371400,233.720001
"281",230.039993,236.139999,225.5,233.990005,313200,233.990005
"282",237.270004,256.130005,236.660004,255.470001,1013200,255.470001
"283",259.079987,262.609985,255.029999,261.040009,536100,261.040009
"284",260.429993,268.720001,260.01001,267.73999,512500,267.73999
"285",267.899994,273.269989,264.450012,270.480011,475100,270.480011
"286",271.98999,274,267.779999,268.25,515500,268.25
"287",269.640015,271.100006,261.320007,263.970001,640100,263.970001
"288",265.01001,268.570007,261.23999,268.450012,367100,268.450012
"289",270.519989,274,269.149994,273.179993,339600,273.179993
"290",273.600006,273.600006,269.390015,271.25,214900,271.25
"291",272.630005,274.399994,267.980011,268.179993,208100,268.179993
"292",268,269.929993,258.100006,265.709991,570900,265.709991
"293",263.130005,276.209991,260,275.130005,458900,275.130005
"294",274.519989,281.380005,273.179993,279.269989,436700,279.269989
"295",280.670013,285.480011,276.769989,281.540009,541500,281.540009
"296",277.380005,288.839996,277.119995,285.380005,467800,285.380005
"297",286.98999,290.519989,286.100006,288.600006,371100,288.600006
"298",292.619995,297.450012,291.079987,294.519989,491300,294.519989
"299",295.649994,304.279999,290.529999,294.73999,320100,294.73999
"300",295.730011,299.200012,290.119995,293.170013,329200,293.170013
"301",294,296.019989,290.829987,295.850006,333400,295.850006
"302",297.01001,297.980011,293.950012,294.570007,359100,294.570007
"303",295.130005,297.609985,289.269989,293.049988,570700,293.049988
"304",291.269989,294.570007,285.029999,287.980011,467800,287.980011
"305",288.869995,295.829987,288.549988,294.01001,538400,294.01001
"306",294.679993,295.5,290.359985,292.309998,423100,292.309998
"307",289.640015,291.570007,285.950012,286.390015,383000,286.390015
"308",285.779999,290.910004,282.119995,283.98999,491000,283.98999
"309",288.029999,295.75,285.049988,295.399994,318300,295.399994
"310",296,299.880005,283.640015,286.429993,474200,286.429993
"311",286.420013,286.690002,276.200012,282.98999,456100,282.98999
"312",284.049988,294.850006,283.149994,290.98999,414800,290.98999
"313",291.429993,291.440002,276.589996,279.109985,609000,279.109985
"314",280.799988,284.440002,274.230011,278.070007,506400,278.070007
"315",277.929993,289.230011,275.390015,288.529999,389000,288.529999
"316",290.380005,297,290.320007,292.130005,343000,292.130005
"317",290.160004,294.079987,282.369995,286.220001,334800,286.220001
"318",289.089996,294.25,287.709991,288.119995,315500,288.119995
"319",292.600006,301.170013,290.26001,300.279999,590300,300.279999
"320",300.399994,302.940002,295.279999,296.399994,317200,296.399994
"321",297.529999,299.579987,295.589996,296.940002,320700,296.940002
"322",298.880005,301.290009,293.850006,296.73999,268100,296.73999
"323",298,299.98999,294.679993,296.320007,312000,296.320007
"324",298.059998,305.769989,294.279999,304.429993,552100,304.429993
"325",305.839996,309.279999,302.179993,307.630005,446800,307.630005
"326",305.73999,307.049988,303.51001,306.450012,339900,306.450012
"327",306.01001,307.119995,302.709991,305.920013,272800,305.920013
"328",305.899994,306.549988,300.609985,302.649994,420400,302.649994
"329",303.230011,305.48999,285.019989,290.929993,607700,290.929993
"330",287,294.26001,277.01001,293.200012,861200,293.200012
"331",294.519989,305.350006,290.160004,303.410004,454000,303.410004
"332",304.690002,306.299988,297.390015,301.73999,458100,301.73999
"333",303.279999,308.73999,300.850006,300.950012,545400,300.950012
"334",301.690002,311.600006,301.690002,310.5,445600,310.5
"335",309.769989,310.390015,298.170013,302.140015,936800,302.140015
"336",310,341.890015,307.98999,335.570007,1673800,335.570007
"337",335.519989,352.149994,328,349.279999,746300,349.279999
"338",348.299988,354.399994,344.309998,347.570007,703400,347.570007
"339",341.839996,347.600006,339.75,347.380005,478900,347.380005
"340",347.649994,361.829987,347.570007,358.160004,495800,358.160004
"341",358.720001,371.450012,358.720001,368.880005,497200,368.880005
"342",368.709991,374.75,367.790009,372.679993,588700,372.679993
"343",370.869995,383.329987,370.01001,375.670013,420700,375.670013
"344",373.01001,381.230011,368.140015,380.350006,547700,380.350006
"345",380.209991,387.209991,376.980011,381.970001,490200,381.970001
"346",380.350006,384.399994,377.75,379.940002,535700,379.940002
"347",381.149994,388.75,380.029999,384.359985,876300,384.359985
"348",387.279999,389.790009,378.709991,379.170013,641600,379.170013
"349",382,387.23999,378.51001,386.350006,466200,386.350006
"350",384.600006,396.470001,384.200012,395.519989,484600,395.519989
"351",396.170013,403.450012,389.100006,394.459991,485700,394.459991
"352",396.880005,398.049988,392.5,394.279999,388400,394.279999
"353",388.649994,394.390015,375,387.399994,1245900,387.399994
"354",389.040009,397.390015,385.869995,388.570007,10944500,388.570007
"355",389.209991,391.970001,379.51001,381.140015,3663700,381.140015
"356",384.899994,399.470001,380.170013,392.25,917400,392.25
"357",395.609985,406.339996,392.369995,405.839996,988200,405.839996
"358",407.519989,415,402.75,405.670013,772400,405.670013
"359",406.920013,411.01001,404.5,410.269989,575100,410.269989
"360",411.51001,413.890015,393.769989,405.619995,690600,405.619995
"361",405.290009,414.940002,405.200012,409.769989,537800,409.769989
"362",409.769989,420.070007,408.459991,418.209991,404600,418.209991
"363",420,432.380005,419,430.850006,815300,430.850006
"364",431.049988,438.23999,427.01001,433.070007,852700,433.070007
"365",435.190002,444.799988,434.589996,440.649994,708100,440.649994
"366",441,445.450012,435.480011,443.579987,799000,443.579987
"367",440.089996,446.809998,435.769989,443.149994,691600,443.149994
"368",438.619995,441.679993,432.029999,439.640015,986500,439.640015
"369",441.100006,450.929993,441.100006,446.209991,583000,446.209991
"370",450.059998,450.649994,433.51001,438.269989,603200,438.269989
"371",443.149994,444.070007,426.98999,427.290009,1043000,427.290009
"372",420.73999,421.98999,402.179993,416.200012,1083000,416.200012
"373",419.230011,430.769989,413.019989,428.369995,846300,428.369995
"374",429.200012,432.619995,409.579987,410.640015,635300,410.640015
"375",409.089996,417.5,398,413.940002,743200,413.940002
"376",419.140015,422.959991,408.850006,409.049988,577200,409.049988
"377",407,415.309998,400.519989,412.51001,422600,412.51001
"378",414.910004,414.970001,408.929993,409.529999,314200,409.529999
"379",410.200012,411.399994,392.200012,400.579987,882300,400.579987
"380",400.720001,409.51001,399,405.98999,622900,405.98999
"381",407.880005,413.859985,403.160004,408.459991,608700,408.459991
"382",413.089996,413.5,399.730011,405.149994,644800,405.149994
"383",402.670013,408,399.179993,403.790009,398900,403.790009
"384",408.190002,415.019989,408.160004,414.609985,1290500,414.609985
"385",416.230011,421.109985,413.869995,418.76001,530000,418.76001
"386",419.329987,421.76001,417.059998,419.380005,610800,419.380005
"387",417.609985,428.609985,417.609985,427.369995,1019700,427.369995
"388",430.190002,432.700012,426.769989,431.549988,699700,431.549988
"389",431.940002,433.559998,425.329987,425.98999,536600,425.98999
"390",427,429.779999,422.320007,423.480011,712700,423.480011
"391",423.5,431.660004,418.209991,430.899994,527800,430.899994
"392",434,436.420013,419.410004,423.410004,555300,423.410004
"393",423.799988,431.820007,422.700012,430.640015,621700,430.640015
"394",414.869995,415,360.220001,384.209991,1949200,384.209991
"395",390.529999,392,366.109985,369.170013,1003700,369.170013
"396",365.910004,366.339996,351.130005,356.420013,1112600,356.420013
"397",358.399994,363.959991,344.109985,354.529999,1149600,354.529999
"398",353.100006,368.5,351.76001,363.190002,821900,363.190002
"399",361.019989,373.089996,358,372.200012,781000,372.200012
"400",393.720001,396.970001,371.390015,377.109985,1019900,377.109985
"401",376.160004,382.640015,374.170013,378.559998,519000,378.559998
"402",378.940002,382.279999,372.890015,376.399994,478100,376.399994
"403",376.420013,380.309998,371.209991,376.01001,440300,376.01001
"404",377,386.579987,377,380.75,364000,380.75
"405",379.459991,387.790009,377.109985,377.829987,378800,377.829987
"406",377.670013,383.549988,367.679993,368,379100,368
"407",368.420013,372.369995,361.869995,371.25,427100,371.25
"408",367.359985,369.730011,353.670013,363.589996,495700,363.589996
"409",364.920013,369.51001,357.440002,368.970001,455500,368.970001
"410",369.160004,370.230011,354.519989,358.820007,445600,358.820007
"411",358.269989,364.440002,354.519989,362.480011,424500,362.480011
"412",364.070007,369.98999,361.959991,364.119995,402700,364.119995
"413",362.109985,371.420013,362.109985,368.380005,293200,368.380005
"414",368.570007,378.920013,368.570007,376.929993,424600,376.929993
"415",378.070007,384.440002,376.600006,381.029999,426500,381.029999
"416",384,388,378.399994,380.649994,336100,380.649994
"417",381.26001,386.880005,378.339996,385.970001,393900,385.970001
"418",388.230011,402.959991,387.950012,402.029999,641600,402.029999
"419",399.890015,414.700012,399.890015,408.579987,595100,408.579987
"420",406.779999,415.859985,402.200012,406.579987,527300,406.579987
"421",402.059998,413.790009,400.01001,411.359985,474200,411.359985
"422",410.700012,410.98999,383.119995,383.829987,736300,383.829987
"423",385.100006,386.440002,376.140015,383.100006,535900,383.100006
"424",378.440002,388.929993,375.290009,377.48999,379800,377.48999
"425",381.269989,389.559998,378.570007,388.579987,472600,388.579987
"426",388.100006,397.640015,383.279999,397.410004,467200,397.410004
"427",397,398.910004,380.390015,392.940002,485900,392.940002
"428",396.179993,397.480011,388.690002,390.940002,374800,390.940002
"429",392.320007,399.119995,392,395.670013,398600,395.670013
"430",395.600006,399.619995,367.709991,368.899994,643800,368.899994
"431",369.059998,380.640015,368.549988,376.559998,598000,376.559998
"432",377,380.529999,366.910004,376.75,450300,376.75
"433",377.75,382.100006,372.190002,381.980011,481300,381.980011
"434",381.329987,386.720001,380.970001,384.880005,1565400,384.880005
"435",381.029999,422.910004,378,419.609985,995700,419.609985
"436",420,445.700012,419.059998,441.519989,1198500,441.519989
"437",443.48999,454,438.519989,444.700012,914000,444.700012
"438",445.5,451.790009,437.100006,442.890015,621000,442.890015
"439",441.290009,455.399994,441,449.75,696400,449.75
"440",452.899994,459.75,442.929993,444.25,526300,444.25
"441",442.920013,442.920013,426.390015,429.170013,843900,429.170013
"442",429.589996,431,418.410004,426.420013,470200,426.420013
"443",424.809998,424.970001,407.619995,416.790009,587500,416.790009
"444",418.98999,430.929993,405.480011,415.709991,565000,415.709991
"445",414.170013,415.549988,388.390015,399.01001,785200,399.01001
"446",397.350006,408.869995,393.959991,395.079987,536200,395.079987
"447",394.640015,396.98999,375.609985,376.890015,865800,376.890015
"448",372,383.880005,363.630005,367.540009,815500,367.540009
"449",381.570007,396.190002,374.26001,384.779999,989300,384.779999
"450",383.779999,387.970001,367.23999,372.079987,674000,372.079987
"451",376.279999,388.109985,374.73999,386.880005,460600,386.880005
"452",391.570007,391.570007,380.049988,389.790009,355500,389.790009
"453",389.470001,389.959991,380.049988,386.630005,462800,386.630005
"454",388.410004,391.700012,360.630005,362.420013,850500,362.420013
"455",363.019989,368.690002,355.609985,366.200012,504900,366.200012
"456",358.890015,373.850006,350.25,370.040009,492500,370.040009
"457",369.480011,376.799988,352,352.709991,497900,352.709991
"458",352,352,317,333.119995,1416100,333.119995
"459",320.100006,337.519989,317.559998,330.350006,753300,330.350006
"460",331.390015,339.690002,313.399994,320.029999,730100,320.029999
"461",320.149994,333.670013,315.339996,331.220001,602800,331.220001
