"","ES.Open","ES.High","ES.Low","ES.Close","ES.Volume","ES.Adjusted"
"80",59.75,60.299999,59.700001,59.77,1489500,52.380009
"81",59.720001,59.740002,59.18,59.400002,2029100,52.055767
"82",59.580002,59.580002,58.939999,59.139999,860600,51.827911
"83",59.279999,59.549999,58.82,59.220001,1160900,51.898014
"84",59.139999,59.48,59.029999,59.110001,952000,51.801613
"85",58.110001,59.52,58.110001,59.490002,1308700,52.134636
"86",59.709999,59.889999,59.490002,59.549999,926500,52.187214
"87",59.68,59.810001,59.369999,59.759998,1133300,52.371246
"88",59.599998,59.82,59.279999,59.349998,899700,52.011944
"89",59.380001,59.5,58.970001,59.23,1168200,51.906773
"90",59.040001,59.48,58.869999,59.48,1279100,52.125866
"91",59.439999,59.970001,59.439999,59.880001,806000,52.47641
"92",59.889999,60.200001,59.669998,60.150002,833400,52.713032
"93",60.150002,60.27,59.599998,59.630001,1076400,52.257317
"94",59.73,60.450001,59.66,60.189999,1180200,52.748081
"95",60.41,60.779999,59.849998,60.240002,1495000,52.791901
"96",60.169998,60.209999,59.73,60.110001,1683400,52.677971
"97",60.099998,60.84,59.950001,60.740002,1060000,53.230083
"98",60.75,61.32,60.73,61.139999,2430500,53.580624
"99",61.279999,61.459999,61.139999,61.41,1023300,53.817242
"100",61.400002,61.939999,61.189999,61.84,909800,54.194073
"101",61.34,61.580002,61.240002,61.400002,825500,54.224983
"102",61.400002,61.66,61.299999,61.48,908400,54.295639
"103",61.540001,62.189999,61.509998,62.07,1565200,54.816692
"104",62.099998,62.349998,61.810001,62.349998,1278600,55.063972
"105",62.66,62.68,61.889999,62.369999,2205300,55.081635
"106",62.470001,62.470001,62.09,62.290001,1486600,55.010986
"107",62.259998,62.389999,62.080002,62.16,1771100,54.896175
"108",62.110001,62.98,62.110001,62.580002,1744200,55.26709
"109",62.549999,62.549999,61.490002,62.110001,1507100,54.85202
"110",61.93,62.369999,61.630001,62.299999,1226700,55.019814
"111",62.34,62.68,61.669998,62.25,1207900,54.975651
"112",62.150002,62.259998,61.860001,62.16,1011800,54.896175
"113",62.669998,62.959999,62.16,62.450001,1060300,55.152287
"114",62.43,62.700001,62.18,62.619999,1008000,55.302422
"115",62.709999,63.279999,62.630001,63.240002,2929900,55.849968
"116",63.220001,63.34,62.560001,62.790001,966300,55.452557
"117",62.82,63.009998,62.630001,62.849998,905300,55.505539
"118",62.950001,63.07,62.400002,62.720001,1168200,55.390732
"119",62.509998,62.700001,62.169998,62.200001,842600,54.931507
"120",62.119999,62.57,62.110001,62.25,1485200,54.975651
"121",62.41,62.84,62.119999,62.66,1050300,55.337746
"122",62.360001,62.509998,61.689999,61.990002,1779900,54.746044
"123",62.259998,62.299999,61.189999,61.23,985500,54.07486
"124",61.040001,61.669998,60.52,60.700001,1076700,53.606781
"125",60.700001,61.16,60.59,60.709999,1799300,53.61562
"126",60.740002,60.810001,60.360001,60.41,798700,53.350677
"127",60.529999,60.529999,59.900002,60.07,1414900,53.050407
"128",59.91,60.09,59.66,59.990002,1334900,52.979752
"129",60.07,60.34,59.91,60.07,1164100,53.050407
"130",60.150002,60.400002,59.900002,59.91,1321000,52.9091
"131",59.98,60.099998,59.549999,59.82,1244600,52.82962
"132",60.310001,60.560001,59.950001,60.02,1616800,53.006252
"133",60.009998,60.209999,59.759998,59.900002,1325300,52.900272
"134",60.369999,60.470001,60.07,60.220001,932500,53.18288
"135",60.209999,60.43,59.959999,60.32,902500,53.271194
"136",60.43,60.630001,60.32,60.439999,979400,53.377171
"137",60.560001,60.73,60.369999,60.669998,862800,53.580292
"138",60.700001,61.220001,60.59,61.209999,1004400,54.057194
"139",61.119999,61.560001,60.970001,61.540001,1223700,54.348629
"140",61.549999,61.560001,60.610001,60.740002,1071400,53.642117
"141",60.779999,60.82,60.380001,60.48,886400,53.412495
"142",60.400002,60.959999,60.299999,60.939999,944800,53.818741
"143",60.810001,61.09,60.400002,60.709999,2204700,53.61562
"144",60.639999,60.970001,60.220001,60.529999,1116300,53.456646
"145",60.400002,60.950001,60.259998,60.790001,1190300,53.686272
"146",60.93,61.060001,60.540001,60.889999,1807300,53.774582
"147",60.639999,61.060001,60.369999,61.060001,1153800,53.924721
"148",60.950001,61.880001,60.950001,61.880001,1955000,54.648899
"149",61.740002,61.830002,61.130001,61.580002,1175000,54.383953
"150",61.59,62.080002,61.400002,62.049999,1525800,54.799026
"151",61.950001,62.349998,61.77,62.310001,1030300,55.028645
"152",62.540001,62.540001,61.630001,61.73,1427600,54.516422
"153",61.75,62.330002,61.490002,62.220001,2116600,54.949165
"154",62,62.290001,61.59,61.860001,1416400,54.631233
"155",61.889999,62.25,61.849998,62.169998,892400,54.905006
"156",61.939999,62.599998,61.900002,62.57,961900,55.258266
"157",62.599998,62.880001,62.360001,62.799999,836100,55.461391
"158",62.849998,62.970001,62.389999,62.459999,1114000,55.161118
"159",62.369999,63.18,62.060001,63.060001,1481000,55.69101
"160",63.119999,63.18,62.740002,62.970001,1275300,55.611519
"161",62.91,63.040001,62.639999,62.91,2193400,55.55854
"162",62.939999,63.189999,62.759998,63.139999,1531600,55.761654
"163",63.139999,63.400002,62.93,62.970001,1394400,55.611519
"164",63.049999,63.389999,62.959999,63.080002,1325400,55.708672
"165",63.110001,63.349998,62.990002,63.27,1147000,55.876461
"166",63.41,63.669998,63.209999,63.290001,647300,55.894127
"167",63.330002,63.439999,63,63.240002,883100,55.849968
"168",63.299999,63.459999,62.900002,63,1782200,55.638016
"169",63.18,63.18,62.509998,62.57,1102500,55.258266
"170",62.619999,62.959999,62.360001,62.950001,1315800,55.593861
"171",63.130001,63.130001,62.459999,62.610001,1769600,55.293594
"172",62.77,63.27,62.57,63.200001,1582200,55.814651
"173",63.099998,63.66,62.959999,63.490002,1127800,56.070759
"174",63.439999,64.190002,63.25,64.110001,1393900,56.618309
"175",64.150002,64.150002,62.360001,62.639999,1288600,55.320087
"176",62.57,62.799999,62.27,62.369999,1104500,55.081635
"177",62.34,63.099998,62.150002,63.049999,1446000,55.682171
"178",62.810001,63.169998,62.5,62.860001,2129600,55.51437
"179",62.549999,62.560001,61.209999,61.689999,1450300,54.895916
"180",61.740002,61.93,61.419998,61.77,1447300,54.967113
"181",61.959999,61.98,61.139999,61.48,1573600,54.709049
"182",61.48,61.849998,61.299999,61.439999,1125400,54.673454
"183",61.59,61.650002,60.669998,60.709999,1678500,54.023857
"184",60.779999,61.549999,60.66,61.470001,1283600,54.700157
"185",61.490002,61.639999,61.18,61.34,1218900,54.584469
"186",61.040001,61.189999,60.25,60.43,1153200,53.774693
"187",60.48,60.939999,60.009998,60.57,2710200,53.899265
"188",60.5,60.73,60.25,60.439999,3067600,53.783585
"189",60.509998,60.720001,60.279999,60.380001,1300900,53.730186
"190",60.310001,60.389999,59.59,60.209999,1625000,53.578911
"191",60.360001,60.849998,60.07,60.790001,1585700,54.095036
"192",60.82,60.84,60.32,60.630001,1113600,53.952656
"193",60.419998,60.610001,60.130001,60.380001,1593600,53.730186
"194",60.439999,60.68,60.25,60.32,1774300,53.676807
"195",60.27,60.689999,60.080002,60.66,1636800,53.979351
"196",60.66,61.419998,60.540001,61.299999,1832900,54.54887
"197",61.259998,61.950001,61.110001,61.669998,1757400,54.878117
"198",61.970001,62.200001,61.509998,61.650002,1482700,54.860329
"199",61.540001,61.720001,60.990002,61.200001,2079200,54.459888
"200",61.25,61.759998,61.099998,61.740002,1393900,54.940411
"201",61.599998,61.66,61.25,61.439999,1050000,54.673454
"202",61.560001,62.060001,61.43,62.060001,1630200,55.225174
"203",61.889999,62.209999,61.790001,62.130001,1017100,55.287464
"204",62.259998,62.419998,61.889999,62.369999,1401200,55.50103
"205",62.07,62.5,61.830002,62.419998,1710000,55.545525
"206",62.150002,62.360001,61.59,62.330002,2062600,55.465435
"207",62.52,62.84,62.150002,62.240002,1615900,55.385342
"208",62.139999,62.84,62.119999,62.790001,1266400,55.874771
"209",62.619999,62.66,62.110001,62.490002,1925100,55.607811
"210",62.450001,62.830002,62.310001,62.639999,1965400,55.741291
"211",62.790001,63.060001,61.98,62.68,2622800,55.776882
"212",63.130001,63.27,62.25,63.23,1998000,56.266319
"213",63.130001,64.040001,63.040001,63.540001,1381900,56.542183
"214",63.580002,64.019997,63.27,63.700001,2325900,56.684555
"215",64,64.610001,63.580002,64.519997,1990200,57.414238
"216",64.43,65.010002,64.099998,64.629997,2110800,57.512131
"217",64.540001,64.870003,64.360001,64.68,1301000,57.556629
"218",64.300003,64.419998,63.849998,64.07,1555600,57.013809
"219",64.099998,64.830002,64.010002,64.760002,1423800,57.627811
"220",64.610001,65.849998,64.459999,65.809998,1761200,58.562168
"221",65.910004,66.150002,64.959999,65,1607800,57.841377
"222",65,65.230003,64.559998,64.889999,1677300,57.7435
"223",64.620003,64.889999,64.059998,64.209999,1602400,57.138386
"224",64.25,64.260002,63.599998,63.84,1486000,56.809128
"225",63.869999,64.190002,63.82,63.93,1302300,56.889214
"226",63.860001,63.959999,63.439999,63.810001,1466000,56.782436
"227",64.050003,64.330002,63.970001,64.330002,621500,57.245174
"228",64.199997,64.639999,64.010002,64.419998,1058900,57.325253
"229",64.57,64.959999,64.449997,64.559998,1217700,57.449841
"230",64.480003,65.029999,64.260002,64.610001,1599400,57.494328
"231",64.57,64.940002,64.43,64.849998,3708400,57.707909
"232",65.150002,66.120003,65.050003,65.43,3423600,58.224022
"233",65.529999,66.110001,65.32,65.480003,2108900,58.268524
"234",65.5,65.5,64.32,64.879997,2019600,57.734589
"235",64.970001,65.349998,64.839996,65.110001,1596500,57.939274
"236",65.099998,65.099998,64.470001,64.910004,2395000,57.761295
"237",64.839996,65.230003,64.57,65.220001,1741400,58.037148
"238",65.220001,65.790001,64.959999,65.699997,1545000,58.464291
"239",65.459999,65.610001,64.129997,64.209999,1701900,57.138386
"240",64.800003,65.519997,64.43,65.080002,1931800,57.912579
"241",64.910004,65.199997,64.25,64.779999,1749100,57.645607
"242",64.550003,64.910004,64.349998,64.620003,2786500,57.927979
"243",64.580002,64.830002,63.849998,63.91,1426300,57.291519
"244",63.84,63.970001,62.540001,62.59,1341500,56.108215
"245",62.689999,62.93,62.209999,62.220001,1012600,55.776535
"246",61.860001,62.459999,61.68,61.98,1579200,55.561382
"247",62.220001,62.529999,61.990002,62.369999,1231500,55.910992
"248",62.619999,62.759998,61.93,61.959999,653800,55.543461
"249",62.32,62.689999,62.139999,62.529999,1139000,56.054428
"250",62.790001,63,62.529999,62.950001,1033900,56.430927
"251",62.869999,63.41,62.869999,63.18,1538400,56.637112
"252",63.18,63.439999,62.529999,63.150002,4243900,56.610222
"253",62.939999,63.349998,62.299999,62.59,2311800,56.108215
"254",62.52,62.610001,61.610001,61.709999,2300300,55.31934
"255",61.849998,62.09,61.369999,61.82,2265100,55.417953
"256",61.82,62.290001,61.560001,62.25,1804600,55.803425
"257",62.200001,62.389999,61.459999,61.779999,2255300,55.382095
"258",61.599998,61.630001,61.150002,61.32,1716000,54.96973
"259",61.139999,61.529999,60.990002,61.52,1822400,55.149021
"260",61.419998,61.919998,61.220001,61.349998,2804700,54.996624
"261",61.360001,61.639999,60.330002,60.950001,2079300,54.63805
"262",60.939999,61.779999,60.869999,61.650002,1986000,55.26556
"263",61.759998,61.759998,60.650002,60.810001,4200700,54.51255
"264",60.98,61.189999,60.650002,60.790001,2158000,54.494617
"265",61.119999,61.34,60.610001,60.759998,2493400,54.467728
"266",60.200001,61.630001,60.18,61.119999,3995700,54.790447
"267",61.009998,61.48,60.52,61.130001,4666600,54.799416
"268",61.169998,64.879997,61.080002,64.57,6160700,57.883163
"269",64.849998,64.989998,63.290001,64.07,3695100,57.434948
"270",63.52,63.84,62.200001,62.439999,2827100,55.973747
"271",62.380001,63.150002,62.23,62.560001,2353000,56.081322
"272",62.630001,63.16,62.330002,63.09,2518100,56.556435
"273",63.139999,63.419998,59.330002,60.16,5772000,53.929863
"274",58.389999,59.580002,58.040001,59.349998,6519800,53.203747
"275",59.060001,59.59,58.330002,58.330002,4104100,52.289387
"276",57.689999,57.939999,56.759998,57.540001,3545900,51.581188
"277",57.549999,58.209999,56.880001,56.889999,3236300,50.998501
"278",56.810001,57.150002,56.099998,56.110001,2502600,50.299278
"279",56.27,57.43,55.93,57.02,2749800,51.115044
"280",57.080002,57.860001,56.509998,57.529999,2176600,51.572224
"281",57.23,57.790001,56.619999,57.619999,1787800,51.652901
"282",57.290001,57.77,56.84,57.580002,2544400,51.617046
"283",57.84,58.580002,57.650002,58.57,3189100,52.504524
"284",58.470001,59.380001,58.470001,59.119999,1509700,52.997562
"285",58.779999,59.009998,57.959999,58.169998,1145100,52.145943
"286",58.110001,58.639999,57.34,57.360001,1900700,51.419834
"287",57.48,58.060001,57.130001,57.48,3204800,51.527397
"288",57.599998,59.59,57.48,59.470001,2514200,53.311321
"289",59.389999,59.389999,58.5,58.82,1699400,52.728634
"290",58.959999,59.150002,57.380001,57.389999,1776900,51.446724
"291",57.669998,57.880001,57,57,1912500,51.097107
"292",57,57.73,56.450001,56.549999,2715400,50.693718
"293",56.580002,57.41,56.529999,57.099998,2678400,51.186749
"294",56.419998,57.849998,56.34,57.720001,1812000,52.204254
"295",57.549999,57.59,56.57,56.68,1877000,51.263634
"296",56.650002,57.060001,56.130001,56.290001,2226900,50.910904
"297",56.490002,57.119999,56.490002,56.869999,2284200,51.435478
"298",56.880001,57.25,56.639999,57.240002,1634000,51.770115
"299",57.34,58.299999,56.849998,57.060001,3158800,51.607323
"300",57.259998,57.450001,56.34,56.68,2845700,51.263634
"301",56.790001,57.490002,56.75,57.189999,1718000,51.724895
"302",57.209999,57.880001,57.080002,57.580002,2151900,52.077629
"303",57.720001,58.48,57.66,58.259998,3854500,52.692646
"304",58.330002,58.369999,57.700001,58.040001,2167100,52.49366
"305",58.080002,58.27,57.490002,57.669998,1507800,52.159019
"306",57.790001,58.259998,57.16,57.459999,1607700,51.969101
"307",57.59,58.810001,57.279999,57.509998,1967700,52.014313
"308",57.66,58.18,56.650002,56.790001,1359100,51.363117
"309",57,57.68,56.900002,57.529999,1408600,52.032402
"310",57.66,59.349998,57.450001,58.59,2811300,52.991112
"311",58.779999,59.150002,58.220001,58.470001,1925300,52.882576
"312",58.75,59.389999,58.540001,58.919998,1846300,53.289577
"313",59.049999,59.75,58.299999,58.669998,2584100,53.063465
"314",58.599998,59.57,58.299999,59.299999,2708600,53.633259
"315",59.119999,59.799999,58.77,59.529999,2609400,53.841286
"316",59.419998,60.209999,58.77,60.009998,1797100,54.275421
"317",60.060001,60.41,59.439999,59.650002,1769300,53.949821
"318",59.619999,60.240002,59.580002,59.709999,1576200,54.004082
"319",59.889999,59.900002,59.25,59.310001,1565400,53.642307
"320",59.299999,59.759998,59.209999,59.41,1450500,53.732754
"321",59.419998,59.73,58.610001,58.639999,1719800,53.036343
"322",58.849998,59.349998,58.849998,59.029999,1221300,53.389065
"323",59.299999,59.830002,59.119999,59.68,1620100,53.976959
"324",59.740002,60.450001,59.610001,60.240002,1738700,54.48344
"325",60.439999,60.82,59.889999,59.900002,1371500,54.175934
"326",59.790001,59.990002,59.27,59.860001,1107100,54.139751
"327",59.939999,59.939999,58.93,59.220001,1478700,53.560905
"328",59.369999,59.790001,58.91,59.209999,1288000,53.551857
"329",59.290001,59.91,59.060001,59.439999,2045300,53.759884
"330",59.23,59.599998,58.75,59.369999,1718700,53.696575
"331",59.41,60.169998,59.029999,60.02,1640400,54.284462
"332",59.93,60.889999,59.77,60.619999,1288600,54.827129
"333",60.59,60.869999,60.130001,60.25,2872500,54.492481
"334",60.380001,60.450001,59.580002,59.75,2356700,54.04026
"335",59.709999,59.990002,59.34,59.689999,1671400,53.985992
"336",59.150002,59.529999,58.52,58.869999,1777400,53.244354
"337",59.09,59.25,58.669998,59.040001,1828000,53.398121
"338",59.099998,59.18,58.599998,58.73,1672200,53.117733
"339",58.59,58.709999,57.220001,57.32,2113900,51.842472
"340",57.470001,57.470001,56.380001,57,1720300,51.553051
"341",57.540001,57.98,57.16,57.950001,1289300,52.41227
"342",58,58.09,57.709999,58.040001,945000,52.49366
"343",58.060001,58.279999,57.279999,57.529999,2212700,52.032402
"344",57.34,57.52,56.799999,57.389999,1494300,51.905788
"345",57.490002,57.860001,57.209999,57.439999,2636800,51.951012
"346",57.5,57.709999,56.959999,57.099998,1888000,51.64349
"347",57.060001,57.619999,56.919998,57.32,1844600,51.842472
"348",57.490002,57.549999,56.939999,57.470001,1742000,51.978146
"349",57.439999,57.959999,57.389999,57.779999,1759100,52.258514
"350",57.43,57.849998,55.310001,56.540001,5314600,51.587898
"351",56.540001,56.66,56.060001,56.630001,2857700,51.67001
"352",56.75,56.799999,56.23,56.259998,2806600,51.332417
"353",56.450001,57.279999,56.360001,56.810001,3023600,51.834248
"354",56.68,57.34,56.400002,57.139999,2262900,52.135342
"355",57.16,57.43,56.810001,57.080002,2076500,52.080601
"356",56.650002,56.919998,55.59,55.799999,2536100,50.912704
"357",55.970001,56.240002,55.490002,55.5,2165200,50.638985
"358",55.52,55.669998,54.889999,54.990002,1444800,50.173649
"359",55.02,55.029999,53.509998,53.639999,2206400,48.941887
"360",53.689999,54.169998,53.150002,53.599998,2194800,48.905399
"361",53.799999,54.029999,53.369999,53.560001,1391000,48.868896
"362",53.610001,53.630001,52.759998,52.869999,1835600,48.239342
"363",52.830002,53.880001,52.790001,53.68,2003100,48.978386
"364",53.830002,54.060001,53.290001,53.43,2293200,48.750282
"365",53.529999,54.080002,53.400002,53.990002,2334100,49.261238
"366",54.029999,54.700001,53.689999,54.630001,3192900,49.845181
"367",54.560001,55.099998,54.5,55.09,2393300,50.264896
"368",55.23,56.220001,54.950001,55.759998,2132100,50.876205
"369",55.869999,55.900002,55.439999,55.810001,1152700,50.921833
"370",55.610001,55.98,55.459999,55.700001,1219100,50.821465
"371",56.580002,56.73,55.880001,56.029999,2449300,51.122562
"372",56.330002,57.360001,56.279999,57.330002,2908300,52.308704
"373",57.25,57.98,57.099998,57.549999,2506300,52.50943
"374",57.849998,58.130001,57.259998,57.990002,1556300,52.910904
"375",58.150002,58.529999,57.959999,58.279999,1762100,53.175484
"376",58.09,58.91,57.709999,58.610001,2556600,53.476593
"377",58.599998,59.09,58.360001,59.02,1601600,53.850681
"378",59.080002,59.950001,58.810001,59.52,1338700,54.306889
"379",59.610001,59.759998,59.150002,59.720001,2330800,54.489365
"380",59.759998,60.439999,59.720001,60.310001,1555600,55.027702
"381",60.610001,60.68,58.240002,58.459999,2145900,53.339722
"382",58.330002,59.080002,57.799999,58.720001,2001900,53.576962
"383",58.860001,59.299999,58.75,59.25,1770500,54.060539
"384",59.34,59.419998,58.880001,59.139999,2399200,53.960171
"385",59.139999,59.48,58.810001,59.139999,1793600,53.960171
"386",59.18,59.299999,58.669998,59.040001,2393900,53.868935
"387",59.169998,59.25,58.68,58.869999,1926200,53.713814
"388",58.959999,58.98,58.419998,58.52,1478100,53.394474
"389",58.790001,59.389999,58.66,59.16,1674600,53.97842
"390",58.98,59.049999,58.34,58.75,1737600,53.604328
"391",58.759998,58.880001,58.139999,58.459999,1358900,53.339722
"392",58.290001,58.990002,57.490002,58.82,2083200,53.668198
"393",58.919998,59.540001,58.73,59.34,2129000,54.142654
"394",59.700001,60.540001,59.700001,60.360001,2278000,55.073315
"395",60.18,60.59,59.880001,60.080002,1167800,54.817848
"396",59.98,60.119999,59.470001,59.759998,1863400,54.525867
"397",60.009998,60.810001,59.650002,60.720001,2144400,55.401791
"398",59.799999,60.080002,59.299999,59.740002,2446200,54.507622
"399",59.700001,60.27,59.360001,60,1386400,54.744843
"400",60.150002,61,59.73,60.93,1328100,55.593388
"401",60.84,61.459999,60.830002,61.09,990300,55.73938
"402",61.09,61.220001,60.380001,60.990002,1104100,55.648136
"403",60.740002,61.150002,60.490002,60.950001,942700,55.611645
"404",60.98,61.25,60.709999,61.139999,982400,55.784996
"405",61.299999,61.799999,61.200001,61.349998,1192400,55.976601
"406",61.48,61.779999,61.23,61.75,1617200,56.341568
"407",61.57,62.150002,61.540001,61.799999,1091600,56.387192
"408",61.919998,62.75,61.779999,62.34,1294400,56.87989
"409",62.290001,63,62.099998,62.990002,1773600,57.472961
"410",62.889999,63.470001,62.77,63.240002,1020600,57.701069
"411",63.310001,63.529999,62.91,63.119999,871200,57.591579
"412",63.080002,63.080002,62.560001,62.810001,954600,57.308727
"413",62.919998,63.080002,62.09,62.360001,1195800,56.898144
"414",62.34,62.75,62.25,62.43,727800,56.962017
"415",62.52,62.810001,62.060001,62.759998,882800,57.263111
"416",62.93,62.93,61.849998,62.209999,1023600,56.76128
"417",62.139999,62.240002,61.689999,61.84,1302400,56.423687
"418",62.099998,62.220001,61.75,62.18,847600,56.73391
"419",62.52,62.830002,62.23,62.639999,1356400,57.153618
"420",62.560001,62.84,62.099998,62.43,1291900,56.962017
"421",62.48,62.959999,62.299999,62.419998,1314100,56.952881
"422",62.470001,63.450001,62.439999,63.380001,953000,57.8288
"423",63.299999,63.849998,63.080002,63.509998,1061600,57.947418
"424",63.02,63.360001,62.639999,62.810001,1187800,57.308727
"425",62.919998,63.540001,62.790001,63.299999,1032400,57.755806
"426",63.459999,63.68,63.07,63.27,1048200,57.728443
"427",63.240002,63.75,63.150002,63.209999,1276100,57.673695
"428",63.189999,63.619999,62.900002,63.610001,868600,58.038666
"429",63.34,63.57,62.689999,63.529999,1120100,57.96566
"430",63.57,63.810001,63.209999,63.77,984000,58.184647
"431",63.619999,63.880001,63.349998,63.639999,807600,58.066036
"432",63.599998,63.599998,61.68,62.029999,1391900,56.597046
"433",61.41,61.799999,61.040001,61.77,1265500,56.822422
"434",61.57,62.470001,61.330002,62.16,2685800,57.181187
"435",61.990002,62.27,61.43,61.48,1131300,56.555649
"436",61.470001,61.549999,60.419998,60.68,1484400,55.819721
"437",60.91,61.099998,60.150002,60.200001,1511500,55.378174
"438",60.400002,61,60.23,60.560001,1072400,55.709339
"439",60.830002,61.470001,60.720001,61.439999,1697400,56.518856
"440",61.27,61.599998,61.080002,61.52,922500,56.592442
"441",61.580002,62.32,61.580002,62.16,1177700,57.181187
"442",62.099998,62.310001,60.560001,61.09,1473000,56.196888
"443",61.02,61.779999,60.610001,61.540001,906800,56.610855
"444",61.540001,62.610001,61.540001,62.400002,1493800,57.401966
"445",62.650002,63.23,62.240002,62.830002,1316200,57.797523
"446",62.959999,63.599998,62.720001,63.360001,1440800,58.285065
"447",63.299999,64.019997,63,63.040001,1841900,57.990696
"448",63.389999,63.540001,61.509998,61.68,2396200,56.739628
"449",61.619999,61.740002,60.98,61.52,1660600,56.592442
"450",61.5,61.959999,61.290001,61.369999,1615900,56.454453
"451",61.41,62.400002,61.09,61.959999,1769900,56.997204
"452",62.07,62.860001,62,62.490002,1930500,57.484753
"453",62.619999,62.75,61.810001,62.18,1654400,57.199589
