"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"905",104,105.769997,102.809998,103.57,736000,99.369331
"906",102.910004,107.660004,102.779999,107.610001,813100,103.245476
"907",107.959999,110,107.529999,109.07,615400,104.646255
"908",111.769997,114.129997,110.730003,111.349998,523200,106.833778
"909",113.690002,113.690002,108.57,110.349998,484200,105.874336
"910",109,109.480003,107.25,107.830002,456900,103.456551
"911",107,110.260002,106.639999,109.209999,405100,104.780586
"912",108.279999,108.489998,106.349998,106.559998,627000,102.23806
"913",106.629997,106.650002,104.239998,104.5,554300,100.261604
"914",105.040001,106.059998,104.040001,104.43,631200,100.194458
"915",102.910004,103.059998,100.800003,101.669998,788200,97.546387
"916",101.860001,103.010002,101.279999,102.459999,871300,98.304344
"917",102.599998,105.889999,102.400002,105.830002,680700,101.537666
"918",107.300003,107.779999,104.07,105.949997,659200,101.652794
"919",105.339996,105.339996,103.660004,103.739998,484800,99.532433
"920",104.110001,106.629997,103.760002,105.870003,564600,101.57605
"921",106.989998,107,105.370003,106.400002,426100,102.084557
"922",105.239998,105.290001,103.160004,103.260002,703600,100.106842
"923",102.260002,104.93,101.709999,103.559998,540500,100.397675
"924",103.080002,104.889999,102.080002,104.120003,692700,100.94059
"925",105.220001,108.5,102.93,103.730003,795700,100.562492
"926",106.349998,107.589996,103.25,105.900002,656100,102.666237
"927",104.849998,105.269997,101.599998,102.260002,855100,99.137383
"928",102.889999,102.889999,100.449997,101.160004,695000,98.070976
"929",101.839996,102.519997,98.75,99.050003,1244600,96.025414
"930",99.610001,101.849998,99,101.660004,969600,98.55571
"931",102.620003,105.839996,102.220001,104.239998,864200,101.056915
"932",104.160004,104.239998,101.699997,103.760002,732900,100.591576
"933",103.610001,106.400002,102.470001,103.260002,1447600,100.106842
"934",102.160004,103.339996,101.510002,102.419998,813700,99.292496
"935",101.739998,103.449997,101.330002,101.779999,1614100,98.672043
"936",98.790001,100.470001,95.400002,96.620003,996600,93.669617
"937",96.419998,97.400002,92.370003,93.110001,1154800,90.266792
"938",93.5,95.889999,90.769997,90.860001,1124700,88.085487
"939",91.300003,92.279999,89,90.059998,1213100,87.309914
"940",89.169998,91.690002,88.480003,91.300003,915000,88.512062
"941",93,95.379997,92.029999,94.220001,831600,91.342888
"942",93.690002,93.690002,90.150002,91.129997,1049300,88.347244
"943",91.230003,93.18,90.339996,92.089996,1551500,89.277931
"944",92.220001,93.239998,90.75,92.209999,864200,89.394264
"945",90.550003,94.93,90.449997,93.529999,990800,90.673958
"946",94.760002,97.739998,94.629997,97.589996,1225700,94.609985
"947",98.709999,101.839996,98.160004,98.449997,1359400,95.443726
"948",99.550003,102.910004,99.440002,101.650002,971500,98.546005
"949",101.169998,102.959999,99.82,101.779999,812700,98.672043
"950",102.489998,102.489998,100.059998,101.370003,586900,98.274559
"951",101,103.470001,100.790001,103.300003,809400,100.145622
"952",103.040001,103.190002,99.080002,99.760002,644900,96.713715
"953",99.879997,101.110001,97.699997,97.800003,683300,94.813568
"954",97.309998,101.050003,96.449997,101.019997,517000,97.935242
"955",101.110001,101.440002,98.220001,100.110001,576700,97.053032
"956",100.650002,100.940002,97.800003,97.959999,508000,94.968689
"957",99.610001,102.059998,99.410004,99.419998,841200,96.384094
"958",99.18,100.699997,98.599998,99.029999,1004100,96.006004
"959",99.400002,105.459999,96.43,104.68,1279700,101.48349
"960",105.739998,107.82,103.449997,106.120003,1456000,102.879517
"961",104.830002,105,101.660004,103.269997,712700,100.116531
"962",102.360001,102.5,99.230003,99.300003,752500,96.267769
"963",97.25,99.029999,96.580002,96.779999,995900,93.824715
"964",96,100.129997,94.669998,99.540001,702300,96.500443
"965",99.57,103.669998,99.209999,103.580002,1012000,100.417076
"966",105,107.449997,103.059998,106.040001,1259100,102.801949
"967",108.209999,111.129997,107.739998,110.010002,1704900,106.650734
"968",106.760002,106.860001,98.370003,98.43,2235100,95.424332
"969",99,104.260002,98.080002,103.559998,1104600,100.397675
"970",103.830002,104.599998,98.150002,99.059998,828700,96.035095
"971",110.639999,125.379997,110.639999,123.919998,3062500,120.135963
"972",122.870003,126.18,121.419998,123.919998,2048000,120.135963
"973",124.5,124.519997,117.199997,118.300003,1092300,114.687584
"974",116.010002,117.360001,113.5,115.129997,1279900,111.614388
"975",116.32,120,116.32,118.830002,1044000,115.201401
"976",125.010002,126.980003,123.220001,126.919998,1354200,123.044365
"977",123.760002,125.779999,121.75,124.970001,976200,121.153908
"978",125.639999,127.459999,121.879997,121.889999,1019600,118.167961
"979",120.879997,120.879997,117.879997,120.459999,1065600,116.781631
"980",119.639999,120.110001,117.18,118.089996,1046100,114.483994
"981",120.519997,121.040001,118.519997,118.839996,968900,115.21109
"982",121.879997,124.57,121.059998,123.669998,1747100,119.8936
"983",122.379997,122.989998,120.559998,122.300003,1490300,118.565445
"984",121.940002,123.349998,120.019997,120.980003,539400,117.285744
"985",119.5,121.190002,116.290001,116.489998,1832200,113.969101
"986",120.209999,121.650002,119.470001,120.889999,1457000,118.273888
"987",120,123.589996,118.540001,123.010002,1055400,120.348007
"988",123.150002,126.169998,120.629997,124.830002,1058600,122.128624
"989",126.809998,128.080002,124.709999,128.020004,1304100,125.249603
"990",126.720001,128.119995,125.889999,127.199997,622500,124.447327
"991",125.440002,128.289993,124.519997,126.150002,622500,123.420059
"992",127.690002,129.970001,126.610001,128.139999,751200,125.366989
"993",126.400002,128.899994,126.019997,127.980003,611600,125.210457
"994",125.779999,127.209999,124.440002,125.839996,690700,123.116753
"995",128.419998,128.490005,123.830002,124.760002,648700,122.060135
"996",126.410004,127.160004,124.139999,126.660004,687900,123.919029
"997",126.809998,127.25,124.489998,126.989998,954000,124.241875
"998",126.620003,127.5,124.589996,125.830002,911700,123.106987
"999",125.93,126.449997,122.589996,123.730003,1872300,121.052429
"1000",123.220001,124.330002,119.889999,124.040001,1389200,121.355721
"1001",124.220001,124.800003,121.059998,121.139999,925300,118.518471
"1002",122.139999,125.889999,122.139999,125.610001,576600,122.891739
"1003",125.629997,125.629997,123.330002,124.959999,243400,122.255806
"1004",125.879997,127.370003,124.599998,125.699997,347800,122.97979
"1005",125.540001,125.82,123.5,123.809998,477400,121.130692
"1006",123.779999,126.099998,123.779999,125.639999,516000,122.921089
"1007",125.860001,127.620003,124.540001,127.300003,531200,124.545174
