"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"48",166.089996,166.529999,165.089996,165.479996,988800,146.922379
"49",164.910004,166.279999,163.509995,165.960007,534500,147.348633
"50",166.529999,166.729996,163.570007,163.75,789500,145.386429
"51",163.75,165.580002,163.25,164.490005,718200,146.043411
"52",164.320007,164.869995,161.449997,162.089996,2603100,143.912582
"53",161.669998,162.990005,160.660004,160.940002,875800,142.891556
"54",161.960007,162.289993,154.800003,155.050003,1337200,137.662094
"55",154.279999,156.149994,151.679993,154.759995,1004300,137.404572
"56",154.649994,157.5,153.559998,154.970001,965700,137.591064
"57",155.929993,156.860001,153.570007,154.970001,875500,137.591064
"58",151.289993,154.460007,149.509995,154.169998,811000,136.880768
"59",154.300003,156.720001,153.740005,156.059998,877400,138.558807
"60",155.259995,155.839996,154.029999,154.429993,457100,137.111633
"61",154.130005,157.369995,154.130005,156.639999,756200,139.073776
"62",155.889999,156.570007,154.509995,154.729996,504700,137.377975
"63",155.270004,155.880005,152.490005,154.490005,820700,137.164886
"64",153.809998,155.220001,153.429993,154.190002,659900,136.898499
"65",155.679993,156.259995,152.100006,152.380005,575300,135.291504
"66",152.369995,153.690002,151.199997,153.369995,798100,136.170471
"67",152.380005,153.899994,151.720001,153.020004,589300,135.859772
"68",152.75,153.809998,150.960007,151.550003,548200,134.554581
"69",150.770004,151.479996,149.660004,151.479996,616000,134.492416
"70",150.639999,151.550003,148.839996,149.820007,1071200,133.018616
"71",149.199997,150.360001,147.550003,147.929993,1516500,131.34053
"72",149.509995,153.860001,149.119995,153.710007,1406000,136.472351
"73",153.179993,154.490005,150.630005,151.850006,1264900,134.820938
"74",153.100006,153.759995,151.169998,151.479996,802200,134.492416
"75",152.869995,154.830002,152.169998,154.279999,613400,136.978439
"76",153.869995,155.25,153.460007,153.910004,630600,136.649948
"77",157.570007,158.869995,156.710007,156.970001,693300,139.36673
"78",158.360001,159.910004,157.660004,157.729996,862600,140.041519
"79",157.300003,159.570007,157.300003,158.690002,726700,140.893845
"80",158.809998,159.449997,156.320007,156.949997,357200,139.348999
"81",156.759995,157.630005,155.350006,155.410004,432800,137.981705
"82",156.880005,157.889999,155.389999,156.960007,593500,139.357895
"83",157.490005,157.869995,155.949997,156.800003,459300,139.21582
"84",155.910004,159.899994,155.630005,159.300003,620600,141.435425
"85",160.289993,160.880005,158.190002,159.089996,949600,141.248993
"86",159.339996,159.610001,157.779999,158.929993,365900,141.106934
"87",158.740005,160.009995,158.119995,159.899994,422700,141.968185
"88",160.070007,161.839996,158.830002,159.309998,486100,141.444366
"89",158.740005,159.470001,158.190002,159.300003,442100,141.435425
"90",158.660004,159.289993,156.850006,158.429993,426600,140.66304
"91",157.270004,158.029999,156.300003,157.809998,564500,140.112579
"92",157.940002,160.639999,157.539993,160.539993,1171300,142.536407
"93",160.759995,163.5,160.279999,162.369995,1274800,144.161179
"94",162.369995,162.369995,155.470001,156.529999,1082600,138.976089
"95",156.270004,158.190002,155.639999,157.080002,892000,139.464432
"96",157.130005,158.919998,156.759995,157.300003,843000,139.65976
"97",157.889999,158.949997,155.789993,158.75,641100,140.947113
"98",158.770004,162.160004,158.419998,161.300003,580900,143.211197
"99",161.669998,161.770004,159.820007,160.410004,956000,142.42099
"100",160.729996,161.820007,159.960007,161.199997,782100,143.122406
"101",160.550003,161.619995,159.990005,160.199997,410500,142.234543
"102",159.009995,159.070007,156.470001,158.070007,475400,141.00354
"103",158.199997,158.570007,155.190002,156.470001,1072500,139.576263
"104",157.559998,159.009995,155.520004,158.699997,625800,141.565491
"105",157.520004,158.729996,156.509995,157.589996,644800,140.575363
"106",157.630005,159.149994,156.880005,157.179993,639200,140.20961
"107",155.880005,156.539993,155.100006,155.869995,589500,139.041031
"108",156.220001,157.479996,155.639999,156.720001,705100,139.799271
"109",156.720001,160.720001,155.850006,159.080002,832300,141.90448
"110",160.080002,164.029999,160.080002,163.360001,698500,145.722397
"111",163.5,163.960007,161.839996,162.440002,915200,144.901749
"112",163.110001,163.850006,162,162.679993,709500,145.115784
"113",160.660004,162.679993,159.160004,162.550003,638200,144.999893
"114",161.770004,162.990005,160.110001,161.509995,407000,144.072128
"115",161.660004,162.699997,160.759995,161.669998,860700,144.214828
"116",162.789993,163.130005,161.820007,162.660004,381200,145.097946
"117",161.910004,162.779999,161.399994,161.800003,617300,144.330795
"118",162.380005,162.380005,160.580002,161.029999,397100,143.643951
"119",160.410004,160.679993,158.470001,159.490005,436000,142.270218
"120",160.259995,160.259995,157.309998,157.839996,885900,140.79834
"121",158.259995,159.240005,157.259995,158.809998,375700,141.663651
"122",159.929993,161.330002,159.100006,159.160004,419600,141.975891
"123",160.570007,161.940002,160.190002,161.649994,623000,144.196991
"124",163.110001,163.899994,159.289993,161.179993,1347700,143.77774
"125",162.270004,162.619995,159.729996,161.949997,747000,144.464615
"126",162.979996,165.259995,162.350006,164.309998,386300,146.569824
"127",164.440002,165.330002,163.160004,164.440002,533600,146.685791
"128",164.380005,165.529999,163.440002,163.589996,700100,145.927551
"129",164.720001,165.389999,163.619995,165.110001,549600,147.283463
"130",164.699997,165.399994,163.990005,164.360001,579300,146.614426
"131",164.910004,166.179993,163.360001,165.169998,987200,147.33696
"132",164.880005,165.5,163.710007,165.240005,630600,147.399414
"133",165.580002,166.809998,164.929993,166.539993,443400,148.559067
"134",165.160004,166.449997,164.300003,165.770004,488000,147.872177
"135",165.550003,166.350006,164.179993,165.990005,596700,148.068436
"136",164.830002,165.899994,164.339996,165.479996,1051400,147.613464
"137",166.820007,166.850006,160.899994,162.479996,1550900,144.937393
"138",162.619995,162.949997,159.070007,160.339996,792500,143.028412
"139",159.559998,160.570007,157.630005,158.110001,679800,141.039215
"140",158.210007,161.360001,158.210007,160.339996,956300,143.028412
"141",163.119995,163.910004,161.080002,161.5,1316800,144.063217
"142",161.970001,161.970001,157.550003,157.979996,930200,140.923264
"143",158.059998,159.070007,157.259995,159.009995,836800,141.842041
"144",159,161.669998,158.419998,160.589996,724500,143.251434
"145",160.820007,164.229996,160.440002,163.149994,690500,145.535065
"146",163.880005,165.139999,163.440002,164.660004,947100,146.882019
"147",164.190002,164.940002,163.589996,164.919998,436900,147.113937
"148",164.639999,164.880005,163.100006,163.789993,607800,146.105957
"149",163.990005,165.210007,163.119995,163.580002,679000,145.91864
"150",163.339996,164.610001,162.729996,163.619995,479800,145.954315
"151",163.300003,166.699997,163.199997,164.369995,570600,146.623322
"152",163.330002,164.360001,162.429993,163,761100,145.40123
"153",162,162.630005,158.619995,158.720001,806300,141.583359
"154",159.399994,160.149994,156.029999,156.600006,658000,139.692245
"155",157.880005,159.759995,157.880005,159.089996,379200,141.913391
"156",160.110001,160.720001,158.389999,158.5,391900,141.387131
"157",159.119995,159.740005,158.139999,158.600006,419100,141.476318
"158",158.210007,158.460007,153.690002,153.869995,509700,137.257019
"159",153.039993,154.789993,152.039993,153.429993,619500,136.864532
"160",153.460007,153.460007,151.789993,152.490005,610800,136.025986
"161",152.970001,153.779999,152.300003,153.600006,457400,137.016144
"162",152.529999,154.619995,152.419998,153.210007,471500,136.668274
"163",153.539993,153.630005,152.570007,152.830002,407400,136.329285
"164",153.309998,154.509995,153.309998,153.800003,488200,137.194565
"165",154.039993,154.490005,151.279999,152,481500,135.588898
"166",149.929993,150.520004,149.160004,150.130005,906600,133.920792
"167",149.75,150.300003,149.029999,149.289993,658300,133.840103
"168",150.050003,150.050003,147.740005,147.860001,570400,132.558105
"169",148.660004,150.380005,148.100006,149,797100,133.580093
"170",147.639999,148.149994,145.240005,145.449997,692900,130.397507
"171",146.460007,146.830002,144.589996,145.160004,473500,130.137527
"172",145.25,145.25,141.119995,142.470001,751000,127.725899
"173",142.360001,144.729996,142.169998,144.070007,723000,129.160339
"174",146.330002,147.669998,145.559998,146.520004,737700,131.356796
"175",147.169998,149.649994,146.740005,149.020004,835900,133.598068
"176",148.419998,150.789993,148.029999,150.5,970000,134.924866
"177",150.429993,150.979996,149.600006,149.919998,1801800,134.404922
"178",149.720001,150.009995,148.520004,149.990005,1566300,134.467667
"179",150.630005,152.419998,150.149994,151.669998,696600,135.973816
"180",151.5,153.520004,151.039993,152.710007,496800,136.906189
"181",153.059998,155.130005,151.679993,154.559998,690400,138.564713
"182",154.580002,155.820007,154.220001,154.419998,524500,138.439255
"183",154.179993,154.330002,153.210007,153.820007,496400,137.901337
"184",153.669998,154.820007,153.089996,154.710007,664000,138.699188
"185",155.289993,155.550003,153.970001,155.440002,643400,139.353638
"186",157.619995,159.169998,156.389999,157.910004,804300,141.568054
"187",158.100006,159.259995,156.389999,159.220001,820100,142.742447
"188",159.330002,161.779999,158.960007,161.039993,647300,144.37413
"189",161.169998,161.669998,159.320007,161.389999,675000,144.687881
"190",161.580002,162.210007,160.259995,161.309998,422200,144.616165
"191",161,161.679993,160.009995,160.690002,431000,144.060333
"192",160.75,162,159.869995,161.570007,697700,144.849258
"193",161.960007,162.820007,160.729996,162.080002,447400,145.306488
"194",162.279999,162.759995,160.770004,161.169998,344700,144.490646
"195",161.089996,163.300003,161.089996,163.160004,527500,146.274719
"196",162.619995,163.710007,161.699997,163.149994,443100,146.265778
"197",163.25,164.5,162.740005,162.830002,652600,145.978836
"198",162.350006,163.669998,160.899994,163.210007,598800,146.319519
"199",163.100006,164.460007,163.100006,164.220001,728300,147.225006
"200",164.529999,164.699997,163.210007,164.139999,573800,147.153305
"201",163.440002,163.899994,159.679993,160.619995,1302500,143.997604
"202",159.559998,163.600006,159.300003,162.259995,734600,145.467865
"203",164.360001,166.350006,163.830002,165.199997,993900,148.103592
"204",165.309998,165.75,164.479996,164.940002,594600,147.870529
"205",165.320007,167.199997,165.050003,165.75,699600,148.596649
"206",166.979996,167.190002,164.770004,165.800003,663700,148.64151
"207",166.720001,168.220001,165.529999,167.600006,699100,150.255203
"208",167.149994,168.190002,166.259995,167.820007,458800,150.452469
"209",167.020004,168.119995,166.279999,166.899994,558700,149.62767
"210",166.5,168.399994,166.419998,166.770004,606600,149.511139
"211",167.630005,168.830002,166.860001,167.279999,638000,149.968353
"212",167.320007,169.410004,166.389999,169.029999,543700,151.537231
"213",168.259995,169.369995,167.440002,168.759995,747400,151.295151
"214",168.199997,169.179993,168.190002,168.710007,521000,151.250366
"215",168.960007,169.470001,162.669998,162.880005,1061100,146.023712
"216",162.690002,163,160.339996,161.210007,1142400,144.52655
"217",160.279999,160.850006,156.679993,158.610001,1114000,142.195602
"218",158.600006,159.279999,157.059998,157.100006,727000,140.841858
"219",156.259995,159.770004,155.770004,159.440002,1092800,142.939667
"220",158.580002,161.190002,158.580002,160.710007,505400,144.078247
"221",159.809998,161.729996,158.990005,161.220001,589400,144.535461
"222",161.729996,162.779999,159.75,159.869995,514500,143.325211
"223",158.940002,161.320007,158.289993,160.570007,371400,143.952744
"224",160.729996,161.630005,160.369995,161.610001,291100,144.885132
"225",162.080002,162.080002,159.610001,160.190002,596000,143.612076
"226",160.5,161.289993,159.279999,159.919998,409800,143.37001
"227",160.589996,160.820007,158.949997,159.139999,180700,142.670731
"228",159.080002,160.369995,158.559998,159.5,361900,142.993469
"229",159.940002,164.630005,159.449997,164.339996,758300,147.332565
"230",165,170.679993,165,169.110001,766800,151.608932
"231",169.029999,171.889999,168.100006,168.949997,1075600,152.140274
"232",169.589996,169.990005,163.270004,169.470001,699200,152.608521
"233",172.070007,176.619995,171.440002,172.25,846600,155.111908
"234",172.820007,173.570007,169.970001,170.429993,598000,153.473022
"235",169.889999,171.220001,169.149994,169.509995,436800,152.644531
"236",169.25,171.589996,168.309998,171.070007,463800,154.049347
"237",171.949997,172.020004,170.25,171.720001,401700,154.634644
"238",171.610001,171.789993,169.419998,170.509995,658300,153.545044
"239",171.820007,173.470001,171.029999,172.490005,945800,155.328049
"240",172.729996,173.770004,170.740005,171.020004,514200,154.004318
"241",171.580002,171.699997,168.550003,169.039993,479200,152.221313
"242",170.350006,172.630005,169.429993,170.899994,1478000,153.89624
"243",172.470001,174.130005,172.270004,173.860001,779700,156.561722
"244",174.800003,175.25,173.199997,173.899994,612800,156.597733
"245",174.990005,175.789993,171.960007,172.529999,624400,155.36409
"246",174.149994,174.679993,172.699997,173.589996,444500,156.318588
"247",174.509995,174.509995,171.779999,173.070007,332200,155.850342
"248",173.259995,173.910004,171.089996,171.990005,308200,154.877808
"249",172.339996,172.339996,170.660004,171.570007,364600,154.499588
"250",171.779999,172.330002,171.270004,172.289993,224200,155.147934
"251",172.479996,173.070007,170.940002,170.990005,414100,153.977295
"252",172.479996,172.899994,170,171.190002,424000,154.157425
"253",171.009995,173.559998,170.380005,173.110001,437600,155.886398
"254",173.399994,176.710007,173.050003,173.440002,628300,156.183533
"255",174.460007,176.5,171.789993,172.820007,549700,155.625229
"256",172.639999,172.919998,171.729996,172.419998,488900,155.26503
"257",173.389999,176.570007,173.210007,174.910004,539100,157.507248
"258",175.25,178.419998,174.919998,176.75,549900,159.1642
"259",177.330002,178.199997,176.039993,177.990005,342000,160.280807
"260",178.679993,179.490005,177.610001,178.520004,439600,160.758087
"261",179.179993,179.820007,176.839996,177.779999,607900,160.091721
"262",178.5,179.610001,175.600006,179.210007,824800,161.379425
"263",180,188.699997,179.199997,186.149994,1397000,167.628922
"264",187.429993,188.850006,186.699997,188.779999,749600,169.997269
"265",188,188.979996,186.779999,188.759995,649400,169.979248
"266",187.350006,190.100006,187.259995,188.830002,991900,170.042297
"267",189.619995,190.070007,188.119995,189.460007,637900,170.609634
"268",190.059998,190.059998,187.259995,187.660004,597500,168.988693
"269",188.300003,189.449997,187.070007,189.369995,434400,170.52858
"270",189.75,191.929993,189.570007,189.789993,649800,170.906754
"271",188.559998,191.199997,187.869995,190.570007,614700,171.609161
"272",190.539993,192.679993,189.839996,190.779999,633100,171.798248
"273",190.169998,192.910004,188.389999,192.850006,571500,173.662369
"274",192,193.850006,188.699997,189.199997,568300,170.375473
"275",187.429993,188.669998,179.089996,179.809998,1000600,161.919739
"276",175.309998,188.360001,175.309998,185.059998,1422000,166.647385
"277",183.830002,187.350006,183.529999,184.970001,512100,166.566345
"278",185.199997,185.630005,178.229996,178.350006,1093400,160.605011
"279",180.649994,183.979996,177,182.619995,813500,164.45015
"280",183.419998,187.369995,181.199997,184.75,783200,166.368225
"281",183.339996,187.289993,183.199997,186.149994,711100,167.628922
"282",185.149994,192.300003,184.919998,191.979996,763200,172.87886
"283",192.520004,193,189.779999,191.100006,671200,172.086411
"284",189.919998,194.240005,189.919998,191.639999,821800,172.572693
"285",190.600006,193.429993,190.279999,190.639999,807700,171.672195
"286",191.029999,196.639999,190.910004,192.820007,845900,173.635284
"287",194.139999,194.449997,188.789993,189.5,642700,170.645645
"288",190.259995,193.679993,189.990005,193.509995,524700,174.256622
"289",194.479996,195.600006,192.919998,195.320007,660300,175.886597
"290",195.669998,197.369995,192.190002,192.190002,506400,173.067978
"291",192.589996,195.580002,189.839996,189.839996,746700,170.951797
"292",190.600006,191.990005,187.240005,188.850006,831600,170.060318
"293",187.279999,191.449997,185.800003,190.979996,654600,172.664078
"294",188.940002,195.25,186.149994,193.75,663800,175.168427
"295",194.080002,195.740005,191.830002,195.339996,532600,176.605911
"296",194.039993,195.440002,191.860001,195.190002,594500,176.470322
"297",196,196,191.779999,194.690002,556100,176.01828
"298",196.279999,196.860001,194.440002,196.809998,805000,177.934967
"299",196.279999,197.350006,194.080002,194.910004,631000,176.217178
"300",196.259995,196.300003,192.470001,193.050003,406000,174.535583
"301",194.119995,194.350006,189.529999,190.309998,476400,172.058334
"302",191.259995,191.690002,189.350006,190.330002,473800,172.076416
"303",190.360001,192.350006,190.259995,190.369995,1298900,172.112579
"304",190.389999,190.970001,187.089996,189.289993,635900,171.136169
"305",190.350006,191.089996,188.080002,188.690002,482100,170.593704
"306",189.220001,192.149994,188.220001,189.649994,419000,171.461639
"307",186.690002,189.080002,182.350006,182.449997,906200,164.952148
"308",182.449997,183.710007,177.009995,177.509995,958100,160.485931
"309",180.889999,184.919998,179.830002,184.240005,819500,166.57045
"310",184.800003,185.389999,178.990005,180.330002,511100,163.035477
"311",180.869995,182.779999,178.949997,180.589996,578600,163.270508
"312",181.820007,184.360001,180.539993,184.360001,861600,166.67897
"313",183.399994,183.880005,177.279999,179.889999,586500,162.637665
"314",180.850006,183.949997,180.070007,183.020004,537900,165.467499
"315",180.789993,186.440002,180.270004,185.979996,506900,168.1436
"316",187.229996,187.839996,184.850006,186.559998,498400,168.667984
"317",185.089996,186.179993,179.300003,181.690002,641500,164.265045
"318",182.889999,186.770004,182.339996,182.839996,424700,165.304749
"319",183.899994,187.759995,183.770004,186.440002,780700,168.559494
"320",184.5,186.449997,184.190002,184.929993,600300,167.194321
"321",186.5,188.740005,186.470001,187.139999,918200,169.192352
"322",188.800003,188.800003,182.160004,183.160004,941000,165.59407
"323",185,186.679993,179.869995,181.570007,1219700,164.15657
"324",182.199997,183.850006,175.899994,177.429993,1092800,160.413574
"325",178.770004,180.490005,177.380005,178.050003,1057000,160.974136
"326",178.360001,181.050003,177.820007,180.240005,1070500,162.954117
"327",180.300003,183.149994,179.789993,181.529999,936100,164.120377
"328",181.869995,183.710007,180.699997,181.979996,981700,164.527237
"329",183.360001,185.830002,181.050003,182.320007,932400,164.834625
"330",181.550003,184.779999,179.929993,182.520004,898900,165.015427
"331",182.520004,184.720001,181.389999,182.460007,766100,164.961227
"332",182.270004,185.440002,182.270004,184.5,759000,166.805542
"333",184.979996,186.240005,182.199997,182.270004,582400,164.789429
"334",181.419998,183.710007,180.330002,182.779999,854300,165.250519
"335",181.860001,183.339996,179.369995,179.589996,1243900,162.366425
"336",178.699997,181.220001,176.139999,179.589996,1067900,162.366425
"337",178.75,181.940002,176.800003,180.449997,1002500,163.143967
"338",180.690002,181.960007,178.589996,180.919998,712800,163.568878
"339",180.830002,182.970001,180.130005,181.059998,748800,163.69548
"340",182.229996,185.080002,181.080002,184.110001,636100,166.452972
"341",184.139999,186.389999,183.050003,185.729996,531200,167.917572
"342",185.889999,187.070007,185.130005,185.639999,423800,167.836243
"343",186.119995,186.179993,183.860001,184.309998,331700,166.633804
"344",183.929993,186.330002,183.389999,184.389999,552400,166.706116
"345",184.220001,185.289993,183.050003,184.259995,450000,166.588577
"346",184.100006,184.800003,182.380005,184.25,544300,166.579514
"347",183.699997,184.259995,181.830002,181.830002,487600,164.391602
"348",182.350006,183.470001,181.589996,182.050003,568600,164.590546
"349",182.720001,185.610001,181.970001,183.889999,572900,166.254044
"350",182.789993,183.710007,179.830002,180.759995,458700,163.424255
"351",180.610001,180.610001,177.429993,179.889999,567400,162.637665
"352",179.039993,180.160004,178.330002,179.080002,423900,161.90538
"353",176.869995,177.339996,170.580002,171.740005,1097000,155.269302
"354",174.089996,175,172.240005,174.130005,648900,157.430099
"355",172.940002,174.130005,171.199997,172.080002,1037900,156.294739
"356",174.25,175.979996,173.820007,174.679993,537300,158.656265
"357",175.410004,176.039993,174.039993,175.080002,609500,159.019531
"358",174.380005,175.070007,172.830002,174.339996,543400,158.347427
"359",174.889999,178.470001,174.710007,178.460007,549600,162.089508
"360",179.039993,180.130005,176.839996,177.669998,782300,161.371964
"361",178.029999,178.429993,176.429993,177.110001,910800,160.863342
"362",177.610001,179.169998,175.470001,175.779999,871500,159.655365
"363",176,177.449997,173.880005,175.160004,752300,159.092209
"364",175.490005,176.869995,173.610001,174.399994,905700,158.401932
"365",175.559998,175.649994,172.919998,174.710007,1289000,158.683517
"366",174.149994,174.990005,172.130005,174.740005,2243100,158.710754
"367",172.779999,174.759995,172.270004,174.070007,1165400,158.102219
"368",172.580002,174.880005,172.309998,174.369995,1223300,158.374664
"369",175.369995,176.100006,173.699997,174.070007,876100,158.102219
"370",174.350006,175.479996,173.039993,174.529999,1385900,158.519989
"371",175.210007,175.710007,172.559998,172.979996,1147100,157.112198
"372",172.639999,173.130005,170.399994,171.839996,662100,156.076767
"373",171.770004,171.770004,169.350006,170.179993,676400,154.569031
"374",171.660004,172.630005,168.270004,168.470001,987800,153.0159
"375",168.509995,169.729996,167.320007,168.679993,1351100,153.206635
"376",170.369995,173.110001,170.139999,170.149994,1446400,154.541809
"377",169.369995,170.550003,168.949997,170.089996,732600,154.487289
"378",170.869995,171.270004,168.839996,169.059998,383100,153.551758
"379",170.360001,170.600006,168.649994,169.080002,680100,153.569946
"380",168.380005,169.860001,167.800003,168.960007,829500,153.460968
"381",170,173.330002,169.639999,172.600006,1108800,156.767059
"382",172.970001,173.059998,170.589996,171.899994,1810300,156.131256
"383",171.309998,172.380005,170.580002,170.830002,1043300,155.159409
"384",172.179993,172.259995,168.259995,168.839996,1742200,153.35199
"385",168.570007,169.710007,165.529999,166.449997,2205000,151.181213
"386",166.850006,169.669998,166.850006,168.119995,1518200,152.698029
"387",168.369995,169.910004,168.009995,168.5,1312200,153.043167
"388",167.940002,175.350006,166.080002,174.479996,1737900,158.474594
"389",174.399994,174.580002,171.5,172.770004,906900,156.921494
"390",172.679993,174.240005,171.710007,173,1287100,157.130356
"391",172.960007,174.800003,172.660004,174.630005,939300,158.610825
"392",174.850006,175.389999,172.440002,173.220001,928300,157.330185
"393",173.110001,173.470001,170.820007,172.210007,1184200,156.412827
"394",172.720001,174.130005,172.479996,172.960007,1455800,157.094025
"395",173.389999,175.720001,172.220001,175.600006,1029500,159.491882
"396",175.880005,177.399994,175.429993,175.649994,744400,159.537262
"397",176.070007,176.070007,173.220001,173.350006,617600,157.448257
"398",174.289993,175.479996,172.690002,173.559998,742000,157.638962
"399",172.339996,175.190002,171.860001,174.649994,719600,158.628998
"400",174.210007,174.970001,173.119995,174.429993,672600,158.429169
"401",174.550003,175.309998,172.960007,175.179993,664300,159.110367
"402",175.5,176.960007,175.429993,175.580002,391100,159.473709
"403",175.759995,177.759995,174.649994,177.149994,418900,160.899673
"404",176.910004,177.059998,175.240005,175.940002,411000,159.800674
"405",173.899994,174.809998,172.559998,173.960007,745800,158.002304
"406",173.720001,175,172.699997,173.029999,622600,157.157593
"407",173.539993,175.970001,172.979996,175.059998,863300,159.001389
"408",173.690002,174.860001,172.839996,173.649994,734400,157.720734
"409",174.619995,177.630005,174.470001,176.929993,722400,160.699844
"410",176.800003,177.830002,175.600006,176.5,892200,160.309326
"411",176.259995,176.75,174.759995,175.539993,848500,159.437332
"412",175.610001,178.199997,175.179993,177.080002,923400,160.836105
"413",176.529999,177.240005,175.860001,177.009995,346900,160.772507
"414",176.869995,177.320007,176.080002,176.570007,519800,160.372894
"415",177.279999,177.520004,176.179993,176.309998,555600,160.136734
"416",176.949997,178.119995,176.330002,177.279999,527700,161.017746
"417",177.820007,178.179993,176.839996,177.830002,898400,161.517334
"418",177.970001,178.059998,176.580002,177.589996,717200,161.299316
"419",177.270004,177.399994,175.770004,176.360001,651600,160.182144
"420",176.699997,177.270004,175.080002,177.149994,822100,161.817215
"421",177.970001,179.919998,176.509995,179.350006,829700,163.826797
"422",179.279999,180.770004,178.880005,179.729996,1175600,164.17392
"423",179.289993,179.830002,178.229996,178.639999,756400,163.178253
"424",179.589996,179.589996,177.979996,178.809998,675500,163.333542
"425",179.419998,179.960007,178.440002,178.509995,806500,163.059494
"426",178,179.820007,177.429993,178.889999,640000,163.406631
"427",177.740005,178.350006,174.369995,174.449997,815200,159.350906
"428",174.979996,174.979996,170.75,171.009995,1184200,156.208633
"429",171.449997,172.309998,170.970001,171.220001,694700,156.400452
"430",171.25,172.300003,169.419998,169.720001,846300,155.030289
"431",169.479996,169.729996,168.270004,169.110001,859200,154.473083
"432",169.309998,172.399994,169.309998,172.020004,714600,157.131241
"433",172.589996,174.220001,171.919998,172.880005,972400,157.916809
"434",172.649994,173.759995,172.520004,173,1417800,158.026398
"435",173.270004,173.449997,170.050003,170.149994,793500,155.423096
"436",171.050003,171.050003,168.229996,168.589996,817600,153.998123
"437",170.110001,171,167.050003,167.389999,1008800,152.901962
"438",167.240005,167.350006,165.360001,165.600006,820900,151.266891
"439",164.729996,166.240005,164.279999,164.539993,921100,150.298645
"440",166.190002,166.389999,163.979996,164.690002,694900,150.435684
"441",164.229996,165.039993,163.149994,164.970001,692200,150.691437
"442",166.059998,168.5,165.399994,167.160004,846600,152.691879
"443",167.279999,170.720001,167.279999,169.149994,754800,154.509644
"444",169.940002,170.419998,168.149994,168.309998,778500,153.742371
"445",168.179993,170.770004,167.720001,170.089996,820300,155.368271
"446",169.279999,170.630005,168.119995,169.330002,579700,154.674042
"447",169.5,170.940002,165.669998,165.820007,894800,151.46785
"448",165.429993,165.660004,160.389999,160.449997,1304800,146.562653
"449",162.029999,162.050003,155.360001,158.520004,1087300,144.799667
"450",158.520004,160.380005,157.809998,159.009995,763200,145.247269
