"","ILMN.Open","ILMN.High","ILMN.Low","ILMN.Close","ILMN.Volume","ILMN.Adjusted"
"50",164.820007,166.440002,164.009995,165.949997,696600,165.949997
"51",162.279999,163.809998,158.020004,159.460007,1748700,159.460007
"52",159,161.789993,158.639999,160.419998,1917700,160.419998
"53",162.070007,164.880005,161.399994,163.490005,1303300,163.490005
"54",164.110001,164.490005,162.350006,163.5,1047400,163.5
"55",163.479996,168.070007,162.570007,167.789993,1123600,167.789993
"56",167.199997,169.270004,166.679993,167.690002,712500,167.690002
"57",168.940002,171.979996,167.820007,170.580002,874100,170.580002
"58",168.800003,172.679993,168.419998,172.289993,609500,172.289993
"59",172.039993,172.990005,170.660004,170.809998,888100,170.809998
"60",171.050003,172.800003,168.550003,172.660004,778400,172.660004
"61",172.020004,174.320007,171.279999,173.160004,785800,173.160004
"62",172.779999,173.639999,170.529999,170.639999,818500,170.639999
"63",171,172.289993,169.300003,170.75,736200,170.75
"64",170.800003,171.839996,169.509995,169.919998,518400,169.919998
"65",170.610001,171.100006,167.160004,167.479996,1148200,167.479996
"66",167.679993,171.429993,167.179993,170.440002,836000,170.440002
"67",171.110001,173.850006,169.710007,172.389999,852000,172.389999
"68",171.940002,173.600006,171.100006,171.520004,764800,171.520004
"69",172.289993,178.990005,172.240005,175.009995,1666500,175.009995
"70",174.979996,176.100006,171.800003,172.949997,784700,172.949997
"71",173.089996,175.449997,171.929993,173.679993,1142700,173.679993
"72",174.630005,175.889999,173.380005,174.419998,586500,174.419998
"73",173.220001,175.580002,173.089996,175.289993,676400,175.289993
"74",175.820007,180.619995,175.339996,178.029999,1144800,178.029999
"75",179.149994,179.149994,175.509995,177.160004,1085000,177.160004
"76",177.199997,177.229996,173.589996,175.289993,1303100,175.289993
"77",177.649994,180.360001,177.330002,180.199997,819800,180.199997
"78",180.399994,182.419998,179.789993,181.5,1377000,181.5
"79",178.789993,184.960007,177.320007,184.580002,2751500,184.580002
"80",183.940002,184.470001,181.960007,183.740005,1966900,183.740005
"81",184.619995,185.949997,182.949997,184.860001,1084000,184.860001
"82",186.320007,188.479996,185.330002,186.809998,952900,186.809998
"83",186.619995,187.880005,185.399994,186.710007,759100,186.710007
"84",187.070007,188.990005,186.690002,187.720001,1114000,187.720001
"85",188.660004,188.970001,186.789993,188.850006,677900,188.850006
"86",188.330002,189.479996,186.630005,187.139999,880700,187.139999
"87",186.100006,186.389999,183.100006,184.649994,1051000,184.649994
"88",184.350006,185.270004,182.710007,183.589996,1125200,183.589996
"89",182.970001,183.960007,180.190002,182.110001,977400,182.110001
"90",182.139999,182.410004,179.279999,181.740005,822700,181.740005
"91",181.910004,182.509995,180.690002,182.380005,641400,182.380005
"92",180.759995,181.089996,179,180.050003,1251900,180.050003
"93",180.039993,180.039993,176.520004,178.240005,1217100,178.240005
"94",176.979996,177.919998,175.25,175.559998,964300,175.559998
"95",176.289993,177.479996,174.809998,175.889999,936400,175.889999
"96",175.880005,177.5,174.850006,177.009995,1061800,177.009995
"97",176.360001,176.5,174.490005,174.919998,1176600,174.919998
"98",175,176.309998,174.190002,174.720001,1001400,174.720001
"99",175.339996,175.979996,173.779999,174.479996,1251900,174.479996
"100",174.770004,174.770004,172.339996,173.759995,1215600,173.759995
"101",174.009995,177.139999,173.800003,175.910004,959300,175.910004
"102",175.190002,176.509995,173.020004,173.580002,724000,173.580002
"103",174.699997,177.460007,173.259995,177.360001,1442900,177.360001
"104",177.610001,180.940002,176.050003,180.649994,899600,180.649994
"105",181,184.440002,180.039993,183.789993,714700,183.789993
"106",184.75,184.75,181.440002,181.509995,600600,181.509995
"107",180.619995,181.539993,178.690002,179.449997,601000,179.449997
"108",179.470001,180.100006,177.75,179.149994,568000,179.149994
"109",178.910004,179,176.660004,177.690002,594500,177.690002
"110",176.259995,178.300003,173.449997,174.080002,879200,174.080002
"111",173.809998,174.410004,168.869995,171.460007,936400,171.460007
"112",171.460007,173.5,170.550003,173.460007,719300,173.460007
"113",174.259995,176.110001,171.610001,172.589996,767600,172.589996
"114",171.25,172.529999,169.729996,172.039993,781500,172.039993
"115",171.809998,173.240005,169.860001,171.860001,1245900,171.860001
"116",172.710007,177.649994,171.210007,176.600006,936300,176.600006
"117",176.229996,179.25,175.149994,175.300003,809100,175.300003
"118",175.389999,178.770004,175.389999,177.380005,979000,177.380005
"119",178.070007,183.979996,177.770004,182.990005,1201300,182.990005
"120",182.990005,185.720001,181.070007,185.279999,1127900,185.279999
"121",185.279999,186,180.779999,180.889999,715900,180.889999
"122",180.309998,181.289993,176.139999,176.360001,716700,176.360001
"123",177.119995,181.179993,176.009995,181,655500,181
"124",180.529999,180.550003,175.639999,176.75,1054400,176.75
"125",178.619995,178.619995,173.440002,173.520004,893600,173.520004
"126",174.240005,176.490005,173.309998,174.130005,527700,174.130005
"127",173.899994,175.410004,171.559998,174.350006,901400,174.350006
"128",172.800003,173.919998,170.149994,172.320007,838200,172.320007
"129",172.729996,174.009995,171.949997,172.110001,639100,172.110001
"130",170.880005,171.149994,167.979996,169,1579800,169
"131",169.75,174.5,169.259995,173.149994,1099400,173.149994
"132",174.789993,175.320007,172.649994,173.229996,781400,173.229996
"133",173.669998,174.380005,172.160004,173,845700,173
"134",173.830002,174.990005,171.190002,172.330002,1246300,172.330002
"135",171.970001,173.389999,171.220001,171.740005,1126400,171.740005
"136",171.970001,173.919998,169.699997,173.660004,1011300,173.660004
"137",174.660004,175.850006,173.119995,173.880005,622200,173.880005
"138",174.449997,174.449997,171.809998,171.970001,654000,171.970001
"139",171.369995,173.460007,171.369995,172.75,1411400,172.75
"140",172.479996,174.039993,171.020004,173.990005,1148000,173.990005
"141",175,175,171.759995,173.850006,853400,173.850006
"142",173.369995,176.470001,172.119995,176.300003,769800,176.300003
"143",176.5,177.800003,173.009995,174.330002,1134500,174.330002
"144",174.440002,175.710007,173.25,174.919998,626900,174.919998
"145",175.210007,176.5,173.350006,173.850006,905700,173.850006
"146",173.960007,173.960007,170.309998,172.300003,1438900,172.300003
"147",188,198.470001,188,197.850006,5011200,197.850006
"148",197,198.570007,195.039993,198.460007,2014700,198.460007
"149",198.440002,198.550003,194.380005,194.470001,1191900,194.470001
"150",195.259995,199.949997,195.139999,199.580002,937800,199.580002
"151",198.279999,199.860001,197.389999,197.610001,711100,197.610001
"152",197.529999,199.820007,196.759995,199.229996,1020800,199.229996
"153",197.600006,198.970001,194.429993,194.649994,1163600,194.649994
"154",195.699997,197.720001,194.100006,194.25,696000,194.25
"155",195.009995,195.929993,193.660004,194.800003,658500,194.800003
"156",194.820007,195.869995,193.830002,193.919998,545200,193.919998
"157",194.529999,194.880005,192.610001,194.149994,829700,194.149994
"158",193.589996,195.830002,191.160004,191.199997,659900,191.199997
"159",190.740005,192.460007,189.149994,189.320007,882000,189.320007
"160",189.610001,192.059998,189.339996,190.679993,576400,190.679993
"161",191,195.440002,191,194.759995,627700,194.759995
"162",193.630005,194.600006,192.089996,193.619995,545800,193.619995
"163",193.199997,194.600006,191.429993,193.960007,613100,193.960007
"164",195.289993,195.289993,191.059998,192.190002,555700,192.190002
"165",193.679993,198.080002,192.449997,197.050003,833000,197.050003
"166",194.990005,196.440002,193.630005,195.940002,496900,195.940002
"167",196.360001,200,194.869995,199.740005,798500,199.740005
"168",200,205.210007,199.130005,204.460007,1387400,204.460007
"169",205,207.490005,203.729996,207.149994,824600,207.149994
"170",205.710007,207.729996,204.350006,207.220001,937700,207.220001
"171",208.100006,209.419998,204.800003,207.419998,658700,207.419998
"172",207.210007,211.270004,205.690002,210.199997,757000,210.199997
"173",209.610001,210.970001,208.809998,209.679993,437600,209.679993
"174",211.160004,212.399994,209.970001,212.240005,787500,212.240005
"175",213.210007,214.039993,209.550003,213.929993,954900,213.929993
"176",213.5,214.339996,212.330002,213.429993,486500,213.429993
"177",212.589996,212.610001,210.600006,211.039993,676300,211.039993
"178",211,211.869995,208.960007,210.720001,942600,210.720001
"179",211.369995,211.940002,208.800003,209.399994,561200,209.399994
"180",210.360001,210.639999,204.800003,204.949997,1045800,204.949997
"181",204.940002,205.820007,201.050003,203.089996,1071800,203.089996
"182",203.339996,203.910004,199.600006,200.240005,896300,200.240005
"183",199.690002,201.940002,199.690002,201.410004,986700,201.410004
"184",200.210007,202.580002,199.869995,201.380005,926900,201.380005
"185",202.059998,202.770004,197.630005,198.440002,767400,198.440002
"186",199.160004,200.369995,197.600006,197.759995,500500,197.759995
"187",197.199997,199.369995,196,199,541300,199
"188",199.179993,199.669998,197.449997,199.199997,581700,199.199997
"189",199.449997,203.070007,199.240005,202.229996,828700,202.229996
"190",202.229996,204.029999,201.309998,202.460007,647900,202.460007
"191",202.389999,206,202.389999,205.770004,550000,205.770004
"192",205.979996,206.610001,204.860001,205.779999,494200,205.779999
"193",205.970001,206.619995,203.820007,204.179993,602700,204.179993
"194",204.919998,205.649994,202.929993,203.270004,527500,203.270004
"195",203.5,204.389999,202,204.149994,537400,204.149994
"196",203.550003,206.830002,203.470001,206.690002,548200,206.690002
"197",207.210007,211.490005,207.100006,208.240005,657600,208.240005
"198",208.869995,209.880005,205.619995,206.919998,422100,206.919998
"199",207.25,208.110001,205.699997,206.229996,485500,206.229996
"200",206.210007,206.880005,205.029999,206.479996,545400,206.479996
"201",206.639999,207.990005,205.300003,205.619995,470500,205.619995
"202",205.679993,206.509995,204.009995,205.179993,432600,205.179993
"203",205.580002,211.660004,204.009995,209.880005,726400,209.880005
"204",214,214.5,210.899994,211.550003,1325900,211.550003
"205",211,212.919998,208.070007,210.820007,1704400,210.820007
"206",214.029999,214.029999,198.210007,204.850006,2631900,204.850006
"207",205,209.009995,202.199997,208.309998,1081500,208.309998
"208",205.5,210.210007,203.360001,210.039993,963900,210.039993
"209",209.550003,210.600006,203.029999,203.809998,671900,203.809998
"210",204.130005,205.860001,203.389999,205.190002,848200,205.190002
"211",206.490005,208.270004,205.199997,207.740005,750600,207.740005
"212",207.259995,210.300003,207.259995,208.820007,440400,208.820007
"213",207.880005,214.179993,207.229996,213.990005,635200,213.990005
"214",214,214.440002,208.860001,209.190002,545200,209.190002
"215",209.630005,212.399994,208.660004,211.740005,696400,211.740005
"216",211.309998,211.350006,208.940002,211.199997,379100,211.199997
"217",209,210.559998,207.720001,209.610001,347500,209.610001
"218",208.339996,209.470001,207.699997,208.940002,598600,208.940002
"219",207.779999,209.389999,206.729996,209.139999,372700,209.139999
"220",207.800003,209.600006,204.089996,206.050003,485900,206.050003
"221",206.210007,207,203.830002,205.419998,497300,205.419998
"222",205.410004,209.100006,205.410004,208.509995,563700,208.509995
"223",208.690002,209.970001,208.080002,209.020004,545600,209.020004
"224",210.020004,211.740005,209.830002,210.669998,585400,210.669998
"225",211.229996,212.330002,209.720001,212.050003,503200,212.050003
"226",212.679993,215.960007,212.190002,215.350006,692000,215.350006
"227",214.5,216.080002,214.5,214.860001,218100,214.860001
"228",215,224.25,213.330002,223.839996,1472200,223.839996
"229",224.690002,226.419998,221.110001,226.279999,1398000,226.279999
"230",226.919998,227.850006,223.860001,227.479996,1144400,227.479996
"231",227.75,230.720001,227.470001,230.029999,937600,230.029999
"232",226.550003,230.240005,222.339996,225.240005,972100,225.240005
"233",225.330002,226.860001,213,213.449997,1246100,213.449997
"234",212.990005,215.740005,210.050003,211.059998,1050100,211.059998
"235",211.660004,214.75,210.309998,213.979996,656600,213.979996
"236",214.080002,216.369995,211.320007,214.669998,682300,214.669998
"237",215.279999,218.970001,215.160004,217.649994,618500,217.649994
"238",218.110001,218.520004,212.119995,214.110001,906000,214.110001
"239",214.699997,215,211.830002,212.639999,751400,212.639999
"240",213.610001,215.229996,213,214.550003,502800,214.550003
"241",215.059998,215.800003,210.529999,210.850006,577500,210.850006
"242",213.639999,216.720001,210.179993,216.550003,1797900,216.550003
"243",219.080002,219.5,216.839996,217.289993,878300,217.289993
"244",217.100006,217.869995,210.369995,214.740005,633400,214.740005
"245",216.300003,217.160004,214,216.440002,627900,216.440002
"246",217.119995,217.479996,214.130005,214.570007,560400,214.570007
"247",213.740005,217,213.740005,215.720001,453400,215.720001
"248",215.360001,216.130005,213.160004,214.210007,388600,214.210007
"249",215.490005,216.830002,213.869995,215.460007,471800,215.460007
"250",216.399994,218.259995,215.649994,217.520004,714700,217.520004
"251",217.380005,220.490005,217.380005,218.490005,887900,218.490005
"252",224.779999,224.850006,222.130005,224.029999,804700,224.029999
"253",224.5,231.229996,224.270004,230.320007,907200,230.320007
"254",231.830002,233.539993,231.229996,232.990005,862500,232.990005
"255",231.990005,232.899994,225.800003,228.169998,1471800,228.169998
"256",227.550003,228.899994,225.669998,227.059998,1002000,227.059998
"257",236.770004,245.740005,235.479996,242.800003,2713500,242.800003
"258",242.800003,244,238.240005,242.589996,982600,242.589996
"259",243.850006,244.199997,239.320007,240.039993,810100,240.039993
"260",240.949997,245.960007,240.630005,244.720001,975800,244.720001
"261",247.330002,248.970001,241.070007,241.419998,1139900,241.419998
"262",244.479996,244.479996,240.869995,242.050003,738300,242.050003
"263",242.240005,243.899994,240.130005,241.309998,770500,241.309998
"264",242.309998,244.880005,241.440002,243.550003,896700,243.550003
"265",245,247.630005,242.869995,245.190002,709800,245.190002
"266",244.070007,245.070007,241.949997,242.940002,830000,242.940002
"267",243.119995,243.850006,241.190002,242.490005,846000,242.490005
"268",243.479996,243.970001,240.160004,243.389999,613200,243.389999
"269",244.210007,244.919998,242.089996,244.830002,678400,244.830002
"270",244.179993,244.899994,238.509995,241.779999,779000,241.779999
"271",240.690002,243.550003,238.949997,241.179993,1063400,241.179993
"272",247.449997,248.100006,229.160004,232.639999,1760500,232.639999
"273",232,233.559998,229.080002,230.289993,943900,230.289993
"274",227.979996,228.990005,219.539993,220.179993,1538800,220.179993
"275",221.449997,223.539993,212.949997,213,1484000,213
"276",210,221.550003,207.509995,220.800003,1759300,220.800003
"277",218.850006,223.639999,216.770004,221.199997,1116000,221.199997
"278",220.960007,221,209.479996,209.539993,1299900,209.539993
"279",211.350006,219.580002,210.080002,217.190002,1798300,217.190002
"280",218.429993,222.860001,216.350006,221.029999,1000200,221.029999
"281",219.360001,221.100006,217.800003,220.440002,663000,220.440002
"282",217.470001,223.850006,216.339996,223.110001,817900,223.110001
"283",224.600006,229.550003,223.729996,229.130005,804900,229.130005
"284",228.850006,230.949997,227.029999,229.199997,701400,229.199997
"285",228.350006,229.949997,225.460007,226.570007,567800,226.570007
"286",226.570007,233.25,226.460007,227.910004,549400,227.910004
"287",229.490005,230.880005,225.919998,226.740005,450100,226.740005
"288",228.5,233.919998,226.619995,233.839996,536200,233.839996
"289",234.539993,235.429993,231.029999,233.429993,639800,233.429993
"290",232.869995,234.080002,229.729996,229.729996,673500,229.729996
"291",231.25,233.25,227.949997,228.020004,732300,228.020004
"292",227.410004,229.490005,222.929993,224.539993,747900,224.539993
"293",222.289993,229.850006,221.490005,229.190002,866200,229.190002
"294",227.169998,232.470001,226.050003,230.880005,543900,230.880005
"295",231.339996,236.740005,230.789993,235.759995,600300,235.759995
"296",233.539993,242.190002,231.619995,241.199997,818300,241.199997
"297",241.5,243.720001,240.300003,243.520004,757300,243.520004
"298",244.589996,250.669998,244.149994,250.119995,801100,250.119995
"299",251.330002,254.889999,250.070007,253.169998,640500,253.169998
"300",254.940002,256.049988,251.110001,253.539993,606500,253.539993
"301",254.649994,255.919998,250.460007,251.789993,846900,251.789993
"302",252.259995,255.570007,251.240005,251.610001,739600,251.610001
"303",252.919998,256.640015,252.240005,253.910004,1094300,253.910004
"304",252.5,254.210007,246.789993,248.729996,822700,248.729996
"305",249.619995,253.179993,247.479996,252.649994,589600,252.649994
"306",252.25,252.729996,245.970001,246.839996,710100,246.839996
"307",244.75,247.889999,240.970001,241.119995,820400,241.119995
"308",241.220001,244.320007,235.320007,235.360001,873000,235.360001
"309",239.139999,242.619995,236,242.279999,940400,242.279999
"310",243.850006,248.5,236,237.369995,651300,237.369995
"311",238.029999,239.880005,233.289993,234.990005,714900,234.990005
"312",236.820007,238.899994,232.600006,236.419998,719900,236.419998
"313",235.830002,236.649994,226.289993,229.929993,812000,229.929993
"314",230.910004,232.869995,227.240005,229.940002,740200,229.940002
"315",227.130005,238.660004,225.820007,237.770004,925200,237.770004
"316",238.820007,239.520004,235.429993,236.369995,571600,236.369995
"317",234.759995,236.059998,226.070007,228.169998,743300,228.169998
"318",229.059998,235.100006,228.190002,230.179993,753100,230.179993
"319",234.600006,240.389999,233.050003,238.919998,744900,238.919998
"320",237.960007,241.389999,237.190002,237.669998,573900,237.669998
"321",238.479996,243.960007,238.479996,242.089996,403600,242.089996
"322",243.619995,243.619995,239.949997,241.440002,366200,241.440002
"323",243.210007,248.179993,242.740005,245.190002,694300,245.190002
"324",246.860001,251.240005,245.210007,248.479996,902400,248.479996
"325",249.380005,252.820007,248.550003,250,1157800,250
"326",249.449997,249.770004,244.009995,245.839996,894600,245.839996
"327",246.639999,247.220001,243.419998,244.600006,1092900,244.600006
"328",245.729996,246.979996,244.289993,245.850006,763100,245.850006
"329",246.990005,246.990005,234.710007,238.5,1151900,238.5
"330",251.990005,251.990005,226.619995,231.190002,2889000,231.190002
"331",232,244.199997,231.520004,242.630005,2530900,242.630005
"332",241.630005,244.690002,240.440002,244.449997,837100,244.449997
"333",245.570007,245.889999,240.929993,240.929993,694400,240.929993
"334",240.029999,243.660004,240,242.990005,536900,242.990005
"335",242.600006,245.979996,239.720001,240.5,638500,240.5
"336",238.449997,240.779999,235.740005,239.929993,623100,239.929993
"337",237.789993,244.899994,236.720001,244.820007,598300,244.820007
"338",251.289993,259.269989,250.050003,256.890015,1161500,256.890015
"339",255.490005,258,254.839996,256.100006,829800,256.100006
"340",256.51001,264.200012,254.149994,262.519989,874400,262.519989
"341",263.829987,266.25,261.769989,264.980011,839600,264.980011
"342",265.459991,267.320007,264.269989,266.98999,611800,266.98999
"343",266.98999,272.899994,266.329987,269.440002,641700,269.440002
"344",267.529999,267.920013,262.320007,263.75,749100,263.75
"345",263.75,269.600006,263.75,268.839996,564200,268.839996
"346",268.959991,271.559998,267.410004,268.450012,462800,268.450012
"347",268.75,271.779999,267.440002,269.670013,525200,269.670013
"348",271,271.910004,266.959991,268.290009,512300,268.290009
"349",270,273,268.309998,270.799988,699100,270.799988
"350",268.160004,272.730011,267.579987,271.730011,601900,271.730011
"351",273.230011,273.940002,269.799988,270.829987,588600,270.829987
"352",269.709991,271.350006,264.5,266.220001,679100,266.220001
"353",264.23999,266.720001,261.609985,266.320007,818100,266.320007
"354",267.820007,275.339996,267.820007,272.390015,733400,272.390015
"355",271.839996,275.320007,269.690002,272.440002,679000,272.440002
"356",274.609985,276.609985,271.75,276.329987,504100,276.329987
"357",277,281.73999,276.679993,280.26001,592100,280.26001
"358",280.350006,281.51001,277.480011,279.100006,488000,279.100006
"359",280.380005,285.48999,277.880005,285.25,677800,285.25
"360",285.299988,286.130005,278.660004,280.709991,665400,280.709991
"361",280.359985,282.209991,278.579987,282.029999,617100,282.029999
"362",281.600006,287.73999,281.200012,284.130005,635200,284.130005
"363",284,292.450012,283.230011,292.070007,705700,292.070007
"364",292,293.149994,286.220001,287.23999,647700,287.23999
"365",289.269989,291.380005,287.339996,290.160004,640100,290.160004
"366",290.119995,291.549988,286.290009,288.75,1377200,288.75
"367",286.649994,289.51001,284.290009,288.850006,660100,288.850006
"368",286.209991,286.73999,283.579987,285.73999,794600,285.73999
"369",287,288.880005,285.25,287.649994,651100,287.649994
"370",288.450012,289.440002,284.320007,286.049988,442100,286.049988
"371",286.899994,286.899994,282.299988,282.649994,2279900,282.649994
"372",282.350006,286.200012,271.679993,274.459991,1370200,274.459991
"373",275.549988,276.51001,273.089996,275.51001,1335200,275.51001
"374",276.48999,278.459991,270.450012,270.579987,670700,270.579987
"375",270.25,277.769989,268.920013,275.540009,787600,275.540009
"376",276.859985,281.190002,276.799988,279.290009,654100,279.290009
"377",278.899994,279.119995,274.660004,279.040009,497100,279.040009
"378",280.649994,282.75,279.519989,280.769989,439600,280.769989
"379",280.519989,282.880005,277,280.48999,504800,280.48999
"380",281.380005,286.950012,280.040009,286.130005,663000,286.130005
"381",287.48999,289.119995,285.209991,288.76001,642500,288.76001
"382",290.859985,293.220001,287.829987,291.440002,1120800,291.440002
"383",288.519989,297.25,288.519989,294.559998,784300,294.559998
"384",295.570007,304.980011,295.170013,304.690002,1294200,304.690002
"385",303.380005,308.519989,302.51001,306.98999,970600,306.98999
"386",314.959991,314.959991,301.160004,301.98999,694900,301.98999
"387",300.100006,307.369995,299.51001,305.48999,675800,305.48999
"388",305.51001,308.079987,303.109985,307.279999,630100,307.279999
"389",306.320007,311.089996,305.899994,309.100006,543400,309.100006
"390",309.690002,312.549988,308.649994,311.149994,835300,311.149994
"391",311.149994,313.649994,310.279999,311.040009,699000,311.040009
"392",313.220001,314.769989,305.309998,308.640015,1078400,308.640015
"393",308,316.609985,307.869995,315.829987,589800,315.829987
"394",317.160004,317.160004,309.410004,311.589996,984200,311.589996
"395",312.720001,314,298.200012,301.149994,1257300,301.149994
"396",297.970001,300,287.850006,289.23999,1879800,289.23999
"397",313.109985,325.220001,304.160004,324.359985,3590200,324.359985
"398",324.140015,332.23999,320.339996,323.230011,1468400,323.230011
"399",320.700012,332.920013,318.790009,332.5,1221600,332.5
"400",331.910004,335.190002,328.670013,332.48999,1526500,332.48999
"401",332.790009,337.579987,330.339996,332.359985,809000,332.359985
"402",337.910004,341.079987,336.049988,337.160004,989400,337.160004
"403",336.529999,339.049988,335.940002,338.100006,795100,338.100006
"404",338.579987,338.649994,332.369995,333.5,861000,333.5
"405",331.630005,333.529999,329.440002,330.25,913700,330.25
"406",330,332.23999,326.799988,327.299988,953100,327.299988
"407",329.130005,331.220001,327.149994,330.170013,810700,330.170013
"408",327.589996,329.76001,325,327.820007,655100,327.820007
"409",329.350006,332,326.339996,326.980011,1238400,326.980011
"410",329,329.820007,324.109985,325.880005,1772500,325.880005
"411",326.040009,329.839996,323.809998,325.98999,1206800,325.98999
"412",326.119995,334,326.119995,331.440002,929300,331.440002
"413",330.019989,335.910004,330.019989,335.779999,595200,335.779999
"414",335.959991,338.23999,333.279999,335.720001,775400,335.720001
"415",335.470001,343.109985,335.100006,340.600006,793300,340.600006
"416",342.220001,346.200012,341.76001,345.119995,747300,345.119995
"417",348.01001,350.98999,342.190002,344.76001,1029300,344.76001
"418",346.170013,350.709991,344.230011,350.630005,714200,350.630005
"419",349.850006,353.399994,349.529999,353.01001,658800,353.01001
"420",352.859985,357.929993,351.730011,354.829987,1236000,354.829987
"421",354.179993,354.709991,349.890015,353.01001,874800,353.01001
"422",352.899994,352.950012,344.630005,346.350006,1144200,346.350006
"423",349.109985,351.429993,347.01001,348.290009,786000,348.290009
"424",345.140015,350,343.119995,345.040009,703200,345.040009
"425",346.799988,349.640015,342.98999,349.369995,535700,349.369995
"426",348.769989,353.470001,345.089996,352.320007,475000,352.320007
"427",351.660004,352.380005,347.100006,349.820007,550700,349.820007
"428",350.950012,356.100006,350.950012,355.910004,613900,355.910004
"429",357.600006,357.769989,350.790009,353.119995,557000,353.119995
"430",353.049988,353.559998,346.170013,347.220001,559900,347.220001
"431",348.170013,354.769989,348,350.880005,516700,350.880005
"432",350.089996,351.869995,346.23999,350.369995,423300,350.369995
"433",352.399994,356.51001,350.980011,356.320007,577000,356.320007
"434",358.100006,360.630005,356.5,358.160004,1171300,358.160004
"435",356.320007,359.329987,353.51001,358.25,483300,358.25
"436",358.75,362,357.019989,359.01001,727900,359.01001
"437",361.540009,365.859985,360.480011,361.450012,744400,361.450012
"438",363,368,362.529999,366.980011,598700,366.980011
"439",367.459991,372.609985,364.48999,367.059998,804800,367.059998
"440",369.149994,371.910004,365.339996,366.540009,685300,366.540009
"441",367.179993,368.839996,361.579987,362.140015,717900,362.140015
"442",363.589996,363.589996,358.769989,359.600006,490800,359.600006
"443",357.980011,358.73999,342.589996,344.709991,1230100,344.709991
"444",334,336.899994,326,329.519989,2095700,329.519989
"445",329.019989,330.059998,320.470001,325.890015,1120100,325.890015
"446",324.959991,327.809998,321.359985,323.73999,775500,323.73999
"447",321.579987,322.429993,304.579987,304.76001,2123100,304.76001
"448",304.76001,316.119995,304.01001,307.450012,1779000,307.450012
"449",316.549988,324.329987,316.25,321.690002,1923300,321.690002
"450",320.410004,321.579987,313.299988,313.410004,774800,313.410004
"451",316.480011,328,314.5,326.579987,1650000,326.579987
"452",326.589996,329.429993,322.73999,328.959991,835100,328.959991
"453",329.019989,329.929993,318.869995,321.450012,1012100,321.450012
"454",324,328.429993,312.709991,313.100006,1482900,313.100006
"455",314.809998,318.980011,310.820007,317.230011,903100,317.230011
