"","ORLY.Open","ORLY.High","ORLY.Low","ORLY.Close","ORLY.Volume","ORLY.Adjusted"
"257",260.179993,262.380005,258.01001,261.26001,531100,261.26001
"258",260.190002,261.130005,258.059998,258.450012,703200,258.450012
"259",258.540009,260.279999,256.959991,259.75,813900,259.75
"260",261.149994,261.149994,256.130005,258.600006,1247600,258.600006
"261",259.859985,260.51001,256.350006,257.890015,844300,257.890015
"262",259.609985,265.820007,257.5,265.040009,1067800,265.040009
"263",264.920013,267.130005,263.359985,266.329987,659200,266.329987
"264",268.040009,273.170013,266.790009,273.019989,785700,273.019989
"265",273,274.679993,268.769989,272.299988,689600,272.299988
"266",271.48999,272.459991,268.820007,271.209991,6e+05,271.209991
"267",272.48999,277.130005,269.179993,275.929993,742900,275.929993
"268",277.570007,279.230011,272.380005,272.880005,851200,272.880005
"269",275.140015,276.01001,272.75,275.470001,703200,275.470001
"270",275.140015,276.23999,272.959991,273.940002,648200,273.940002
"271",272.869995,276.049988,267.779999,268.269989,917600,268.269989
"272",269.130005,271.559998,263.700012,264.690002,1513900,264.690002
"273",263.01001,266.470001,260.670013,262.380005,952800,262.380005
"274",260.720001,263.079987,251.839996,252.639999,1470100,252.639999
"275",251.729996,258.470001,246.460007,246.490005,1409200,246.490005
"276",245.149994,255.720001,241.679993,254.899994,1404800,254.899994
"277",254.029999,258.399994,250.509995,252.080002,1735100,252.080002
"278",256,262.359985,248.440002,252.220001,2593300,252.220001
"279",254.820007,256.359985,239.820007,249.830002,1837000,249.830002
"280",250.600006,252.889999,244.660004,248.25,944500,248.25
"281",247.089996,248.869995,243.080002,245.309998,753100,245.309998
"282",244.059998,249.520004,242.380005,247.550003,1095400,247.550003
"283",248.619995,252.289993,247.600006,252.289993,843500,252.289993
"284",251.990005,253.539993,249.429993,251.100006,726800,251.100006
"285",250.050003,254.889999,247.729996,252.380005,781000,252.380005
"286",255.050003,258.76001,247.529999,247.690002,977500,247.690002
"287",248.470001,251.869995,246.649994,247.360001,589400,247.360001
"288",249.080002,254.220001,249.080002,254.130005,608300,254.130005
"289",254.399994,255.029999,251.5,254.970001,754600,254.970001
"290",253.399994,253.669998,238.410004,238.580002,1972100,238.580002
"291",240.880005,250.309998,239.009995,244.190002,1175700,244.190002
"292",243.630005,248.160004,240.539993,243.259995,938900,243.259995
"293",242.330002,244.130005,237.699997,241.009995,934900,241.009995
"294",240,246.910004,240,246.850006,744500,246.850006
"295",246.779999,252.779999,245.639999,251.740005,661200,251.740005
"296",249.320007,250.5,242.429993,242.779999,880400,242.779999
"297",244.419998,244.860001,241.669998,242.339996,670200,242.339996
"298",244.440002,250.830002,243.25,250.509995,641800,250.509995
"299",250.520004,251.009995,246.009995,249.119995,708000,249.119995
"300",250.130005,253.440002,248.149994,250.820007,646600,250.820007
"301",251.399994,253.149994,248.190002,249.139999,503500,249.139999
"302",249.550003,252.320007,248.5,248.839996,465900,248.839996
"303",250.080002,253.339996,248.300003,251.160004,942300,251.160004
"304",250.160004,254.110001,246.429993,248.699997,754800,248.699997
"305",249.630005,250.570007,246.880005,247.610001,466400,247.610001
"306",247.429993,251.899994,246.899994,247.050003,629600,247.050003
"307",244.899994,247.470001,240.970001,241.160004,971500,241.160004
"308",241.369995,242.389999,239.380005,239.440002,863800,239.440002
"309",242.940002,245.970001,241.100006,245.399994,887200,245.399994
"310",246.660004,247.690002,238.259995,238.970001,894100,238.970001
"311",239.399994,245.490005,239.259995,242.720001,673700,242.720001
"312",243.860001,249.960007,243.860001,247.380005,714300,247.380005
"313",245.479996,247.360001,232.339996,236.080002,1206800,236.080002
"314",236.630005,240.830002,234.229996,237.770004,757100,237.770004
"315",234.25,242.919998,234.059998,242.029999,800100,242.029999
"316",243.929993,245,239.279999,243.869995,634100,243.869995
"317",242.639999,243.399994,234.360001,237.190002,661900,237.190002
"318",237.080002,239.350006,231.850006,232.279999,857800,232.279999
"319",235.240005,237.850006,232.419998,236.690002,681700,236.690002
"320",234.679993,236.330002,232.300003,232.789993,796600,232.789993
"321",232.210007,234.119995,229.789993,229.850006,754400,229.850006
"322",231.149994,232.220001,222.720001,224.869995,1374700,224.869995
"323",227.259995,229.360001,223.759995,226.770004,733500,226.770004
"324",226.759995,227.339996,223.509995,224.009995,898600,224.009995
"325",225.309998,229.100006,224.740005,226.729996,857800,226.729996
"326",225.809998,226.580002,221.630005,222.949997,931500,222.949997
"327",222.759995,223.679993,217.639999,221.479996,897500,221.479996
"328",222.240005,224.460007,220.949997,222.580002,643200,222.580002
"329",224.330002,227.619995,223.080002,224.630005,1111500,224.630005
"330",224.399994,229.589996,224.399994,227.669998,1730000,227.669998
"331",254.940002,262,249.5,257.399994,3738400,257.399994
"332",259.230011,265,256.529999,263.290009,1551200,263.290009
"333",263.980011,264.570007,256.070007,256.070007,1239300,256.070007
"334",254.089996,259.75,254.089996,258.76001,842900,258.76001
"335",258.26001,261.980011,255.75,259.5,829800,259.5
"336",258.640015,260.98999,255.160004,258.940002,613300,258.940002
"337",257.179993,262.299988,256.190002,259.51001,662100,259.51001
"338",259.980011,264,259.410004,263.170013,778000,263.170013
"339",262.950012,266.200012,261.089996,265.73999,791100,265.73999
"340",266.170013,267.890015,258.730011,265.410004,1003000,265.410004
"341",265.549988,265.549988,261.75,265.200012,507100,265.200012
"342",264.959991,270.890015,263.059998,269.619995,724300,269.619995
"343",269.670013,274.950012,267.75,272.850006,841600,272.850006
"344",271.809998,273.549988,266.640015,272.450012,734900,272.450012
"345",273.380005,274.959991,269.929993,271.26001,616100,271.26001
"346",270.48999,276.339996,269.959991,272.890015,692300,272.890015
"347",273.899994,273.899994,270.609985,272.089996,521000,272.089996
"348",273.850006,278.829987,272.279999,276.179993,653600,276.179993
"349",280.019989,280.399994,264.5,267.450012,1135700,267.450012
"350",266.579987,271.309998,266.320007,271.23999,774200,271.23999
"351",270.290009,271.5,265.109985,268.640015,756300,268.640015
"352",267.98999,269.920013,267.559998,268.290009,471700,268.290009
"353",266.399994,270.299988,265.269989,269.149994,592500,269.149994
"354",270.100006,273.869995,268.040009,273.559998,673100,273.559998
"355",272.850006,272.859985,268.350006,269.410004,1182900,269.410004
"356",269.910004,274.720001,269.26001,272.480011,585200,272.480011
"357",273.149994,279.339996,272.940002,277.720001,529000,277.720001
"358",277.440002,277.709991,274.51001,275.820007,711400,275.820007
"359",276.339996,279.649994,275.839996,279.130005,698700,279.130005
"360",279.790009,287.660004,278.540009,282.76001,725800,282.76001
"361",281.529999,284.160004,281.26001,283.130005,486800,283.130005
"362",282.619995,286.51001,282.309998,284.779999,599200,284.779999
"363",284.950012,286.859985,283.730011,284.779999,500400,284.779999
"364",284.25,284.859985,281.559998,281.649994,540300,281.649994
"365",282.73999,284.26001,280.369995,281.890015,642000,281.890015
"366",280,285.059998,279.910004,282.929993,1316600,282.929993
"367",281.859985,283.570007,280.329987,282.109985,508500,282.109985
"368",280.170013,283.200012,278.850006,282.01001,591800,282.01001
"369",283.140015,287,280.790009,284.179993,680000,284.179993
"370",284.01001,288.339996,282.799988,287.070007,504800,287.070007
"371",288.339996,290.350006,285.570007,286.160004,926000,286.160004
"372",281.429993,283.540009,278.440002,280.320007,751200,280.320007
"373",280.559998,282.230011,280.480011,281.040009,635500,281.040009
"374",281.790009,281.980011,272.369995,272.839996,853000,272.839996
"375",272.869995,278.630005,271.579987,276.26001,569800,276.26001
"376",277.51001,278,273.299988,273.570007,598500,273.570007
"377",272.450012,274.709991,270.970001,274.519989,611100,274.519989
"378",276.23999,280.399994,275.76001,276.779999,323800,276.779999
"379",277.640015,280.350006,273.73999,279.730011,509600,279.730011
"380",280.880005,283.5,279.320007,282.950012,439500,282.950012
"381",284.23999,290.339996,283.640015,289.380005,857200,289.380005
"382",289.399994,290.01001,285.850006,288.109985,488800,288.109985
"383",286.820007,286.98999,281.179993,283.339996,436600,283.339996
"384",285.350006,287.320007,283.579987,284.910004,467700,284.910004
"385",285.470001,289.390015,285.470001,286,370900,286
"386",286.619995,287.630005,283.390015,285.320007,624800,285.320007
"387",284.589996,289.76001,284.109985,289.5,678200,289.5
"388",289.76001,290.809998,288.209991,290.51001,538800,290.51001
"389",290.019989,300.070007,288.429993,299.230011,1017100,299.230011
"390",299.089996,299.809998,296.579987,297.329987,633200,297.329987
"391",297.049988,301.690002,291.540009,299.529999,645500,299.529999
"392",300.910004,300.910004,293.01001,294.149994,784200,294.149994
"393",294.309998,297.369995,291.160004,297.200012,1264500,297.200012
"394",305,310,297.829987,303.76001,1570600,303.76001
"395",303.579987,305.049988,298.119995,300.440002,702600,300.440002
"396",299.679993,305.76001,299,304.589996,658700,304.589996
"397",303.089996,306.299988,301.619995,306,559200,306
"398",302.660004,305,301.019989,302.700012,575700,302.700012
"399",301.730011,310.109985,301.410004,308.869995,856300,308.869995
"400",309.390015,312.98999,308.459991,311.880005,612400,311.880005
"401",312.329987,315.859985,311.170013,315.470001,529400,315.470001
"402",315.5,316.570007,312.049988,315.670013,412900,315.670013
"403",316.390015,321.01001,316.309998,318.040009,519400,318.040009
"404",317.660004,320.220001,316.390015,318.779999,357800,318.779999
"405",316.100006,319.859985,315.790009,318.940002,443200,318.940002
"406",319.959991,320,314.079987,314.359985,528000,314.359985
"407",317.01001,325.359985,317.01001,323.269989,717700,323.269989
"408",320.709991,327.209991,318.299988,324.75,684000,324.75
"409",326.51001,329.209991,325.480011,328.540009,500200,328.540009
"410",328.170013,330.209991,326.179993,329.959991,508800,329.959991
"411",330.869995,332.269989,326.369995,330.109985,501300,330.109985
"412",331.480011,334.019989,328.290009,329.970001,508600,329.970001
"413",328.850006,332.399994,328.23999,328.660004,489500,328.660004
"414",329.130005,332.230011,327.75,331.649994,444000,331.649994
"415",332.149994,333.329987,328.899994,330.670013,424900,330.670013
"416",332.220001,332.950012,329.279999,330.079987,393100,330.079987
"417",331.160004,332.600006,328.98999,332.029999,338100,332.029999
"418",332.140015,335.359985,330.070007,332.769989,357800,332.769989
"419",331.820007,333.75,329.040009,329.529999,509100,329.529999
"420",329.630005,335.980011,329.630005,335.420013,707700,335.420013
"421",335.519989,345.359985,335.519989,343.779999,763100,343.779999
"422",342.839996,346.350006,340.429993,340.859985,690800,340.859985
"423",340.869995,346.299988,340.869995,344.700012,407700,344.700012
"424",344.089996,347.980011,344.089996,346.119995,440000,346.119995
"425",348.070007,349.420013,345.01001,345.890015,487600,345.890015
"426",346.040009,351.649994,346.040009,347.720001,688100,347.720001
"427",347.970001,349.359985,342.779999,343.959991,583200,343.959991
"428",343.079987,345.230011,339.769989,341.809998,893100,341.809998
"429",342.73999,343.98999,337.950012,338.730011,598200,338.730011
"430",340.23999,341.470001,334.850006,336.660004,840700,336.660004
"431",331.149994,342.290009,329.98999,340.480011,758200,340.480011
"432",340.730011,343.98999,340.109985,342.910004,469000,342.910004
"433",343.649994,344.929993,340.940002,344.540009,364600,344.540009
"434",345.5,345.619995,342.190002,344.51001,1041100,344.51001
"435",341.589996,346.149994,338.549988,343.049988,410600,343.049988
"436",344.410004,345.73999,342.790009,344.309998,357900,344.309998
"437",345.649994,349.269989,345.320007,345.720001,376600,345.720001
"438",345.119995,348.299988,344.320007,345.899994,354400,345.899994
"439",345.98999,349.209991,345.200012,347.320007,443500,347.320007
"440",349.380005,349.480011,344.450012,345.779999,565800,345.779999
"441",346.850006,346.850006,342.029999,342.089996,476500,342.089996
"442",343.570007,345.799988,342.619995,343.5,433900,343.5
"443",343.73999,344.429993,338.070007,339.440002,391400,339.440002
"444",339.600006,344.73999,338.380005,340.820007,602900,340.820007
"445",340.609985,346.709991,340.390015,344.339996,493500,344.339996
"446",344.519989,349.670013,344.519989,345.559998,504400,345.559998
"447",344.470001,345.839996,336.049988,336.450012,699300,336.450012
"448",334.660004,340.25,328.170013,330.350006,649100,330.350006
"449",334.119995,340.619995,332.579987,339.540009,735000,339.540009
"450",339.720001,346.01001,338.209991,343.540009,683700,343.540009
"451",342.329987,347.98999,337.76001,347.269989,671800,347.269989
