"","TTWO.Open","TTWO.High","TTWO.Low","TTWO.Close","TTWO.Volume","TTWO.Adjusted"
"82",63.07,64.080002,62.720001,63.98,1220300,63.98
"83",63.98,64.110001,63.580002,64.089996,605900,64.089996
"84",63.799999,64.029999,63.439999,63.990002,834700,63.990002
"85",64.110001,64.419998,63.560001,63.66,1050600,63.66
"86",63.549999,65.440002,63.549999,65.419998,1107700,65.419998
"87",65.589996,65.839996,64.889999,65.059998,1049800,65.059998
"88",65.199997,65.57,64.900002,65.110001,740200,65.110001
"89",66.099998,68.720001,65.889999,68.68,2983700,68.68
"90",68.639999,68.660004,67.489998,68.589996,1969500,68.589996
"91",68.57,68.769997,67.93,67.980003,1550600,67.980003
"92",68,69.309998,67.849998,69.269997,1661600,69.269997
"93",69.400002,70.529999,69.32,70.370003,1873800,70.370003
"94",69.790001,69.900002,66.239998,66.519997,2964700,66.519997
"95",66.269997,68.900002,65.629997,68.599998,1382600,68.599998
"96",68.370003,68.779999,66.699997,67.580002,1757200,67.580002
"97",68.599998,70.07,68.120003,69.040001,4543700,69.040001
"98",72.5,76.699997,71.160004,72.830002,11983100,72.830002
"99",73.760002,77.760002,73.309998,77.730003,5127600,77.730003
"100",78.839996,79.580002,78.010002,78.529999,3283900,78.529999
"101",78.690002,78.870003,76.900002,77.07,2311900,77.07
"102",76.68,76.779999,75.260002,76.07,2665500,76.07
"103",76.370003,77.169998,75.779999,76.739998,1776900,76.739998
"104",76.769997,78.5,76.760002,78.120003,1975500,78.120003
"105",76.209999,78.160004,76.110001,77.650002,1589100,77.650002
"106",77.599998,78.25,77.18,77.32,1014300,77.32
"107",77.040001,78.360001,76.82,77.660004,1462600,77.660004
"108",78.57,79.919998,78.389999,79.769997,2541600,79.769997
"109",80.010002,80.540001,78.43,79.32,1616700,79.32
"110",79.620003,80.120003,73.309998,75.300003,3839600,75.300003
"111",73.830002,74.839996,71.199997,73.830002,4312300,73.830002
"112",75.269997,75.400002,73.370003,74.620003,2209300,74.620003
"113",75,75.57,73.300003,74.379997,1326900,74.379997
"114",72.699997,74.730003,72.529999,74.010002,2760100,74.010002
"115",73.470001,75.07,73.379997,74.160004,2228000,74.160004
"116",74.910004,75.580002,73.690002,74.099998,2169800,74.099998
"117",74.199997,74.830002,73.040001,73.099998,1804900,73.099998
"118",73.110001,73.830002,72.360001,73.050003,2155900,73.050003
"119",73.410004,73.760002,72.639999,73.050003,1505400,73.050003
"120",72.910004,74.239998,72.629997,72.879997,11787800,72.879997
"121",73.410004,74.239998,72.150002,73.57,1762900,73.57
"122",73.360001,73.629997,71.139999,71.169998,2000400,71.169998
"123",71.5,73.32,70.389999,73.269997,2400700,73.269997
"124",72.919998,72.919998,71.300003,72.519997,2893300,72.519997
"125",72.769997,74.279999,72.709999,73.379997,2448700,73.379997
"126",73.529999,73.93,71.800003,72.07,1587600,72.07
"127",72.07,73.790001,72.07,73.279999,1516800,73.279999
"128",72.650002,73.860001,72.099998,73.199997,3126800,73.199997
"129",73.43,75.099998,73.209999,74.589996,1669100,74.589996
"130",74.709999,75.239998,73.82,74.480003,2570000,74.480003
"131",74.470001,76.349998,74.120003,75.900002,2352600,75.900002
"132",76.400002,77.639999,75.900002,77.309998,1606900,77.309998
"133",77.480003,77.720001,75.779999,76.330002,1444000,76.330002
"134",76.489998,76.949997,75.970001,76.209999,674400,76.209999
"135",76.419998,76.529999,75.809998,76.099998,973300,76.099998
"136",75.940002,77.739998,75.75,77.470001,1383300,77.470001
"137",77.809998,78.5,76.809998,78.43,2015200,78.43
"138",78.290001,79.010002,77.370003,78.029999,1209900,78.029999
"139",77.650002,79.269997,77.639999,79.25,1416400,79.25
"140",79.269997,79.910004,79.019997,79.669998,2802200,79.669998
"141",79.699997,81.129997,79.269997,80.849998,6770100,80.849998
"142",80.940002,81.489998,80.32,81.459999,1446200,81.459999
"143",81.800003,82.790001,78.150002,79.709999,2798200,79.709999
"144",79.07,80.879997,78.540001,80.099998,1502800,80.099998
"145",80.360001,80.860001,79.389999,79.480003,1054100,79.480003
"146",79.790001,80.419998,79,79.93,1207700,79.93
"147",80.43,80.599998,78.099998,79.389999,2508800,79.389999
"148",87.239998,89.900002,86.019997,89.089996,10940200,89.089996
"149",89.5,89.910004,86.760002,87.709999,3212300,87.709999
"150",88.169998,91.129997,87.660004,90.519997,2450500,90.519997
"151",90.309998,92.220001,90.309998,91.519997,3326300,91.519997
"152",90,92.029999,89.519997,90.970001,1469700,90.970001
"153",90.389999,90.900002,88.260002,88.32,1851600,88.32
"154",88.099998,90.169998,88.010002,89.300003,1100600,89.300003
"155",89.959999,90.980003,89.82,90.709999,821000,90.709999
"156",91.059998,91.279999,89.870003,90.660004,696800,90.660004
"157",91.080002,92.489998,90.510002,92.019997,1211900,92.019997
"158",91.669998,92.260002,90.809998,90.940002,947000,90.940002
"159",90.82,93.089996,90.010002,92.07,1173400,92.07
"160",92.080002,92.68,91.269997,91.980003,691500,91.980003
"161",92.629997,95.110001,92.349998,94.949997,1625400,94.949997
"162",94.160004,95.160004,94.160004,94.400002,795800,94.400002
"163",94.82,95.699997,93.690002,95.25,1207800,95.25
"164",95.75,96.43,93.889999,94.639999,1159100,94.639999
"165",95.360001,96.290001,95.260002,95.809998,1323400,95.809998
"166",94.839996,96.43,94.639999,95.790001,703900,95.790001
"167",96.110001,98.349998,95.870003,97.650002,1403700,97.650002
"168",98,98.449997,97.199997,97.790001,1229400,97.790001
"169",97.769997,97.910004,95.339996,95.879997,1758500,95.879997
"170",95.68,97.300003,94.68,97.089996,1748300,97.089996
"171",97.519997,98.150002,95.400002,95.82,905900,95.82
"172",96.199997,100.150002,95.910004,99.5,1900600,99.5
"173",100.32,100.589996,98.769997,99.620003,1256000,99.620003
"174",100.489998,101.400002,99.400002,100.110001,2310700,100.110001
"175",100.739998,100.970001,98.25,99.949997,1347100,99.949997
"176",99.830002,100.139999,98.669998,98.779999,1001900,98.779999
"177",98.790001,99.900002,97.93,99.389999,961500,99.389999
"178",99.410004,100.389999,98.879997,100.389999,2323600,100.389999
"179",100.809998,101.870003,100.720001,100.82,1178200,100.82
"180",101.779999,102.779999,100.599998,102.379997,1201600,102.379997
"181",102.449997,103.279999,101.25,102.959999,1425000,102.959999
"182",102.889999,102.949997,100.510002,101.720001,1307700,101.720001
"183",101.370003,103.040001,101.07,102.839996,1361300,102.839996
"184",102.959999,103.730003,95.940002,97.620003,4260500,97.620003
"185",98.07,98.480003,96.779999,97.480003,2394100,97.480003
"186",97.879997,100.68,97.879997,100.129997,1671700,100.129997
"187",100.199997,101.379997,99.209999,100.889999,1011100,100.889999
"188",101,102.279999,100.739998,102.230003,2225000,102.230003
"189",102.440002,103,99.860001,100.43,1427700,100.43
"190",100.43,101.18,99.900002,101.07,1035600,101.07
"191",101.099998,103.169998,100,102.980003,1577700,102.980003
"192",103.199997,104.639999,102.290001,104.470001,1401700,104.470001
"193",104.220001,107.529999,104.220001,107.230003,1879500,107.230003
"194",105,105.18,102.470001,104.110001,2685800,104.110001
"195",104.43,104.580002,102.080002,102.669998,1779200,102.669998
"196",102.580002,104.790001,102.309998,103.599998,1035800,103.599998
"197",103.470001,104.339996,102.790001,103.440002,882600,103.440002
"198",104.190002,104.75,103.550003,104.580002,2090500,104.580002
"199",105,105.260002,104.379997,104.779999,725100,104.779999
"200",104.589996,104.82,103.269997,103.900002,752400,103.900002
"201",105.019997,105.370003,104.099998,104.610001,891900,104.610001
"202",103.589996,104.809998,102.099998,104.559998,1132300,104.559998
"203",104.980003,105.290001,104.57,104.93,693400,104.93
"204",105.650002,105.870003,104.449997,105.010002,685000,105.010002
"205",105.370003,105.860001,104.870003,105.220001,1237200,105.220001
"206",105.699997,105.699997,103.309998,104.870003,1033700,104.870003
"207",105,105.790001,104.239998,105.43,839000,105.43
"208",105.900002,108.040001,105.470001,107.839996,1383500,107.839996
"209",108.489998,110,108.040001,109.709999,1663600,109.709999
"210",110.010002,110.860001,108.989998,110.650002,1755500,110.650002
"211",110.910004,111.110001,108.830002,110.559998,1684400,110.559998
"212",110.389999,110.769997,108.5,108.5,1361600,108.5
"213",109.540001,110.389999,108.160004,108.93,1957700,108.93
"214",109.459999,109.610001,106.230003,107,2484400,107
"215",106.639999,106.870003,103.879997,106.389999,4612500,106.389999
"216",120,120.620003,116.349998,117.650002,8318000,117.650002
"217",117.099998,117.239998,113.870003,115.160004,3152000,115.160004
"218",114.910004,115.900002,114.059998,115.68,2089700,115.68
"219",114.690002,119.169998,114.580002,118.260002,2736100,118.260002
"220",118.25,119.279999,117.349998,118.879997,2160300,118.879997
"221",117.900002,118.800003,116.370003,117.370003,1730400,117.370003
"222",118.949997,119.709999,118.099998,118.900002,1837000,118.900002
"223",118.68,119.389999,116.360001,117.82,3142300,117.82
"224",118.099998,118.349998,117.050003,117.400002,1125600,117.400002
"225",117.949997,120.209999,117.949997,119.019997,1561000,119.019997
"226",119.199997,119.709999,117.209999,117.940002,1341400,117.940002
"227",118.029999,118.400002,117.589996,117.879997,1101000,117.879997
"228",118,118.150002,116.5,117.790001,1603900,117.790001
"229",118.339996,119.120003,116.099998,116.190002,1790300,116.190002
"230",115.370003,116,108.410004,111.449997,4408400,111.449997
"231",112.440002,113.470001,110.470001,111.550003,7184600,111.550003
"232",111.050003,112,107.809998,110.760002,2968100,110.760002
"233",111.279999,111.389999,99.870003,102.110001,7430400,102.110001
"234",101.43,105.410004,100.559998,104.190002,3928500,104.190002
"235",103.610001,105.519997,103.050003,104.889999,1934800,104.889999
"236",104.720001,108.269997,104.580002,106.540001,1973100,106.540001
"237",107.620003,108.959999,106.43,106.809998,1726000,106.809998
"238",107,108.400002,105.690002,108.230003,1656200,108.230003
"239",107.949997,108.389999,107.110001,107.620003,1271100,107.620003
"240",108,110.160004,106.860001,107.739998,2093600,107.739998
"241",107.330002,110.580002,107.25,109.019997,1918700,109.019997
"242",109.489998,111.949997,109.360001,111.190002,5777100,111.190002
"243",113.800003,114.459999,108.959999,110.32,2541100,110.32
"244",109.769997,110.610001,108.57,109.279999,2286000,109.279999
"245",109.860001,109.860001,107.660004,108.75,995600,108.75
"246",108.660004,111.160004,107.459999,110.459999,1131500,110.459999
"247",110.540001,110.760002,108.970001,109.139999,725000,109.139999
"248",108.870003,109.019997,107.68,108.25,612300,108.25
"249",108.610001,109.790001,107.529999,107.800003,962800,107.800003
"250",108.300003,109.809998,107.120003,109.589996,785300,109.589996
"251",109.400002,110.220001,108.25,109.779999,1196900,109.779999
"252",110.029999,113.07,109.550003,112.879997,1569300,112.879997
"253",113.470001,114.699997,112.739998,113.879997,1451500,113.879997
"254",114.919998,115.279999,112.589996,114.019997,1319300,114.019997
"255",114.910004,117.190002,114.279999,116.910004,1513600,116.910004
"256",116.5,120.18,115.110001,117.370003,1591400,117.370003
"257",117.769997,118.169998,113.760002,114.910004,1704800,114.910004
"258",113.919998,115.760002,113.150002,115.550003,1394900,115.550003
"259",116.32,118.480003,115.400002,116.980003,1355600,116.980003
"260",116.949997,118.900002,115.849998,117.300003,1758100,117.300003
"261",118.07,118.129997,113.099998,113.959999,2093000,113.959999
"262",114.699997,116.970001,113.720001,116.089996,1598200,116.089996
"263",115.779999,118.199997,114.459999,117.269997,1378900,117.269997
"264",117.709999,118.610001,117.230003,118.050003,1272300,118.050003
"265",117.769997,119.43,116.919998,118.400002,1157600,118.400002
"266",118.330002,118.919998,116.410004,116.809998,2236300,116.809998
"267",117.339996,117.339996,114.540001,116.239998,1576000,116.239998
"268",116.739998,117.809998,115.470001,117.199997,905000,117.199997
"269",117.970001,119.370003,116.82,119.370003,1215600,119.370003
"270",119,122.209999,118.699997,119.290001,2161600,119.290001
"271",117.5,120.580002,116.669998,118.309998,1611800,118.309998
"272",120.989998,127.769997,120.989998,126.669998,3753100,126.669998
"273",126.849998,129.25,119.050003,124.639999,5069200,124.639999
"274",123.129997,125.43,120.510002,121.669998,2256300,121.669998
"275",119.860001,123.32,116.389999,117.330002,2631600,117.330002
"276",113,118.330002,113,118.269997,3545700,118.269997
"277",118.769997,120.339996,116.75,117.190002,3554500,117.190002
"278",112,115.599998,103.220001,103.510002,7893500,103.510002
"279",105.5,109.089996,102.160004,108.449997,5299800,108.449997
"280",109.290001,112.239998,108.699997,109.93,3250900,109.93
"281",108.529999,109.309998,106.730003,107.779999,2090600,107.779999
"282",106.980003,108.849998,106.290001,106.559998,2541900,106.559998
"283",107.589996,108.849998,105.650002,108.160004,2555400,108.160004
"284",108.110001,108.970001,106.650002,107.040001,1858300,107.040001
"285",106.440002,108.32,106.440002,107.480003,1230500,107.480003
"286",107.599998,110.269997,107.589996,108.540001,1784800,108.540001
"287",108.989998,109.870003,108.099998,108.629997,1114500,108.629997
"288",109.57,111.839996,108.5,111.650002,1422600,111.650002
"289",112.599998,115.440002,112.519997,114.580002,1979200,114.580002
"290",114.32,115.120003,112.209999,112.230003,1039300,112.230003
"291",113.550003,114.169998,111.800003,111.870003,2039200,111.870003
"292",111.610001,112.989998,106.879997,107.540001,2372800,107.540001
"293",106.839996,111.209999,105.809998,110.769997,1768100,110.769997
"294",110.029999,112.82,109.43,111.93,1388400,111.93
"295",112.379997,112.970001,109.050003,110.709999,1820900,110.709999
"296",109.620003,111.389999,108.25,110.940002,1977000,110.940002
"297",111.610001,113.730003,110.209999,113.580002,3161500,113.580002
"298",114.480003,116.830002,113.589996,116.610001,2377100,116.610001
"299",115.849998,117.349998,113.889999,115.739998,3860000,115.739998
"300",115.849998,117.349998,111.970001,113.489998,3629500,113.489998
"301",111.580002,111.629997,106.099998,109.230003,5457400,109.230003
"302",109.349998,110.400002,107.839996,108.900002,3535400,108.900002
"303",108.940002,109.720001,106.25,107.290001,25385700,107.290001
"304",106.279999,107.010002,102.540001,104.5,5002200,104.5
"305",105.339996,106.510002,104.360001,105.239998,2894800,105.239998
"306",105.010002,106.07,103.879997,104.730003,2053800,104.730003
"307",103.400002,104.75,102.260002,102.389999,2658100,102.389999
"308",102.290001,103.870003,99.639999,99.699997,2202400,99.699997
"309",101.779999,103.269997,101.629997,103.099998,2499300,103.099998
"310",103.629997,104.199997,97.709999,98.040001,3719500,98.040001
"311",97.690002,98.849998,95.540001,97.459999,4249500,97.459999
"312",98.089996,99.769997,95.919998,97.779999,3102800,97.779999
"313",96.32,96.989998,93.919998,95.919998,4120300,95.919998
"314",96.650002,96.779999,93.419998,95.860001,2327100,95.860001
"315",93.489998,97.379997,92.809998,96.959999,3135500,96.959999
"316",99.199997,100.589996,97.959999,98.629997,2864000,98.629997
"317",97.870003,98.410004,93.900002,94.629997,2005800,94.629997
"318",95.209999,97.620003,95.019997,96.510002,2168000,96.510002
"319",98.519997,99.190002,96.620003,97.639999,1966800,97.639999
"320",96.760002,97.949997,96.470001,96.620003,1235400,96.620003
"321",96.82,98.959999,96.470001,97.839996,1580100,97.839996
"322",98.809998,99,96.589996,97.190002,1398300,97.190002
"323",97.93,98.870003,97.269997,98.470001,1004900,98.470001
"324",99.540001,102.489998,99.290001,102.209999,2053100,102.209999
"325",102.160004,103.150002,100.949997,102.5,1477100,102.5
"326",101.610001,102.169998,99.959999,100.769997,1297900,100.769997
"327",100.459999,100.75,97.279999,98.379997,1753300,98.379997
"328",98.559998,100.080002,97.5,98.120003,1247600,98.120003
"329",98.790001,99.910004,95.540001,96.379997,1428500,96.379997
"330",96.529999,97.110001,94.589996,96.220001,1444800,96.220001
"331",97.099998,99.879997,97.099998,99.190002,1617900,99.190002
"332",99.970001,100.080002,97.32,98.629997,1064300,98.629997
"333",100.419998,100.629997,98.199997,99.709999,1297700,99.709999
"334",99.370003,104.370003,99.169998,104.300003,2736900,104.300003
"335",104.050003,106.419998,103.690002,104.879997,2585900,104.879997
"336",104.25,110.82,98.870003,105.099998,9052300,105.099998
"337",104.040001,110,104.040001,108.760002,2368700,108.760002
"338",110.279999,110.839996,107.790001,110.199997,2127600,110.199997
"339",110.419998,112.459999,109.669998,111.300003,2659300,111.300003
"340",113.129997,117.389999,111.940002,115.989998,3122700,115.989998
"341",116.68,117.400002,115.370003,117.059998,1971200,117.059998
"342",117.150002,117.370003,115.349998,116.089996,1931000,116.089996
"343",116.940002,117.089996,113.650002,114.400002,2438000,114.400002
"344",113.220001,113.82,111.940002,113.470001,2339700,113.470001
"345",113.510002,114.949997,112.43,113.07,4140600,113.07
"346",113.330002,118.910004,112.510002,113.879997,6114400,113.879997
"347",113,116,112.709999,115.809998,2533000,115.809998
"348",116.57,118.440002,113.900002,115.959999,2436800,115.959999
"349",115.959999,116.489998,113,113.239998,1274700,113.239998
"350",112.099998,112.889999,111.160004,112.599998,2144300,112.599998
"351",112.410004,112.610001,109.860001,112.07,1544700,112.07
"352",111.870003,112.75,111.279999,112.019997,1058300,112.019997
"353",110.800003,111.839996,109.730003,110.779999,2132800,110.779999
"354",111.519997,111.949997,109.919998,110.629997,1207700,110.629997
"355",110.889999,114.040001,110.190002,112.080002,2182100,112.080002
"356",112.550003,114.870003,111.309998,114.589996,1482600,114.589996
"357",114.260002,115.75,112.760002,113.68,1416700,113.68
"358",111.300003,114,111.089996,113.260002,2375100,113.260002
"359",113.919998,114.32,112.110001,112.589996,1338600,112.589996
"360",112.599998,113.769997,111.709999,113.419998,1175900,113.419998
"361",113.07,114.769997,112.010002,113.419998,1248800,113.419998
"362",113.779999,114.940002,112.93,113.32,1079900,113.32
"363",113.330002,114.790001,113.209999,114.699997,1675600,114.699997
"364",115,119.379997,115,118.459999,3050700,118.459999
"365",119.209999,123.099998,118.879997,121.839996,3060400,121.839996
"366",121.870003,123.190002,120.379997,121.510002,2539800,121.510002
"367",120.860001,120.919998,119.389999,120.690002,1309800,120.690002
"368",118.910004,120.019997,116.470001,117.830002,1464100,117.830002
"369",118.889999,119.050003,117.18,118.010002,1390600,118.010002
"370",118.050003,118.559998,115.830002,116.5,1165000,116.5
"371",117,118.510002,115.199997,116.959999,3053400,116.959999
"372",115.639999,117.190002,113.790001,116.730003,2475600,116.730003
"373",117.699997,119.290001,115.800003,115.910004,2101100,115.910004
"374",116.410004,117.230003,113.949997,113.959999,1603900,113.959999
"375",113.949997,118.980003,113.519997,118.059998,2195000,118.059998
"376",118.82,120.300003,118.269997,118.360001,1633500,118.360001
"377",117.870003,120.209999,117,119.870003,1155300,119.870003
"378",120,120,117.769997,118.150002,834100,118.150002
"379",119.389999,121,118.660004,120.82,1614000,120.82
"380",120.910004,123.629997,120.540001,123.440002,1378000,123.440002
"381",124.43,124.43,120.059998,121.970001,1229800,121.970001
"382",121.989998,122.370003,119.309998,121.150002,1236900,121.150002
"383",120.379997,124.339996,120.010002,122.739998,1671000,122.739998
"384",123.269997,126.57,123.269997,126.239998,1300000,126.239998
"385",126.5,126.75,124.809998,126.349998,946800,126.349998
"386",126.25,126.889999,125.669998,125.889999,1060100,125.889999
"387",124.599998,127.919998,124.510002,126.68,1433700,126.68
"388",126.550003,127.620003,125.849998,126.809998,1594300,126.809998
"389",127.540001,128.240005,126.610001,127.410004,1391500,127.410004
"390",127.010002,128.179993,126.089996,126.610001,2202200,126.610001
"391",126.510002,127.120003,125.110001,126.800003,1122200,126.800003
"392",127.839996,127.839996,123.410004,125.160004,2068200,125.160004
"393",125.639999,128.699997,124.550003,127.839996,1682400,127.839996
"394",127.510002,127.669998,124.889999,125.330002,1167700,125.330002
"395",124.010002,125.470001,120.989998,122.580002,2172800,122.580002
"396",122.230003,122.43,112.550003,113.110001,3623200,113.110001
"397",113.75,115.709999,112.43,113.019997,2563800,113.019997
"398",112.339996,115.959999,111.919998,112.239998,2236700,112.239998
"399",111.790001,113.790001,111.07,113.239998,3536000,113.239998
"400",129.470001,130.429993,122.089996,123.410004,7965600,123.410004
"401",122.800003,123.879997,120,121.32,2998000,121.32
"402",121.309998,122.910004,119.860001,122.209999,1753100,122.209999
"403",122.07,125.620003,121.160004,124.949997,2162900,124.949997
"404",125.389999,125.849998,123.860001,125.199997,1558400,125.199997
"405",124.400002,130,124.400002,128.800003,2666900,128.800003
"406",129.070007,131.770004,127.910004,128.100006,1869700,128.100006
"407",128.929993,130.199997,127.129997,129.089996,1041500,129.089996
"408",127.889999,128.610001,124.449997,125.949997,2267400,125.949997
"409",127.330002,127.330002,124.889999,125.940002,1173700,125.940002
"410",125.260002,126.129997,123.599998,124.300003,1078200,124.300003
"411",124.650002,125.599998,122.290001,124.879997,1829100,124.879997
"412",125.330002,126.900002,124.370003,126.419998,1315900,126.419998
"413",126.040001,130.429993,125.900002,129.229996,1770800,129.229996
"414",129.399994,131.520004,128.139999,130.679993,2036300,130.679993
"415",131.660004,134.630005,131.270004,134.009995,1928400,134.009995
"416",135.259995,135.899994,132.740005,133.369995,1200000,133.369995
"417",133.850006,134.339996,132.119995,133.660004,988400,133.660004
"418",135.220001,138.630005,134.770004,136.089996,2015600,136.089996
"419",136,138.649994,134.539993,134.639999,1853300,134.639999
"420",133.570007,133.929993,130.509995,133.559998,2403900,133.559998
"421",133.179993,135.479996,131.529999,134.529999,1172900,134.529999
"422",134.300003,134.449997,127.57,128.899994,1698700,128.899994
"423",129.789993,130.779999,127.809998,130.350006,1351700,130.350006
"424",129.429993,132.190002,128.679993,130.539993,1378400,130.539993
"425",131.600006,131.660004,128.770004,129.160004,1340600,129.160004
"426",130.5,134.929993,128.520004,133.919998,1654700,133.919998
"427",133.740005,134.470001,131.139999,133.479996,1079400,133.479996
"428",134.350006,136.369995,133.160004,136.259995,1101900,136.259995
"429",136.75,136.990005,133.710007,134.110001,985200,134.110001
"430",134.399994,134.660004,131.009995,131.479996,1236800,131.479996
"431",131.080002,134.539993,130.690002,132.720001,1172900,132.720001
"432",132.550003,132.600006,128.929993,130.570007,1466300,130.570007
"433",131.119995,132.5,129.669998,130.949997,1573800,130.949997
"434",132.080002,134.179993,131.039993,132.070007,2887100,132.070007
"435",131.279999,135.669998,130.630005,134.880005,1421400,134.880005
"436",135.300003,136.339996,134.520004,135.550003,1092400,135.550003
"437",136.220001,137.229996,134.339996,134.529999,1395900,134.529999
"438",134.869995,137.610001,134.660004,137.070007,1293500,137.070007
"439",137.070007,139.600006,136.429993,137.990005,1770800,137.990005
"440",138.119995,139.910004,135.550003,137.410004,1790100,137.410004
"441",138,138,133.75,134.380005,1932300,134.380005
"442",135,136.270004,133.910004,136.110001,1623600,136.110001
"443",135.179993,135.759995,129.470001,131.880005,1972600,131.880005
"444",132.259995,133.800003,128.600006,130.600006,1370100,130.600006
"445",129.559998,129.990005,124.779999,126.82,1755000,126.82
"446",126.730003,130,124.379997,127.949997,1602300,127.949997
"447",129.990005,130.25,121.099998,122.25,2616700,122.25
"448",122.330002,124.910004,120.800003,122.260002,2595100,122.260002
"449",126.730003,130.899994,125.860001,129.050003,2571800,129.050003
