"","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
"104",105.589996,106.720001,104.559998,106.699997,2031500,88.031982
"105",105.629997,106.949997,105.349998,106.419998,1899400,87.800964
"106",106.309998,106.660004,105.540001,105.57,1329700,87.099686
"107",104.5,104.68,102.919998,103.199997,2070400,85.144333
"108",103.25,103.860001,102.029999,103.550003,1765400,85.43309
"109",103.550003,106.360001,103.550003,105.410004,2339500,86.967682
"110",106.129997,107.919998,106.019997,107.75,2032600,88.898293
"111",107.75,108.910004,107.75,108.360001,2088700,89.40155
"112",108.790001,109.050003,107.800003,108.050003,5447700,89.145782
"113",107.110001,108.309998,105.760002,108.099998,2215900,89.187035
"114",107.279999,108.470001,106.940002,108.279999,1699000,89.335533
"115",108.589996,108.669998,107.629997,107.709999,2290100,88.86528
"116",108.470001,108.879997,108.129997,108.480003,1170300,89.500565
"117",108,108.339996,107.330002,107.43,1035200,88.634254
"118",107.620003,107.629997,104.589996,104.889999,2096000,86.538643
"119",104.589996,104.589996,103.150002,103.309998,1925500,85.2351
"120",103.610001,103.940002,102.959999,103.360001,2599200,85.276367
"121",103.940002,104.639999,102.489998,103.669998,2149200,85.532097
"122",104.010002,106.040001,103.699997,104.599998,1677900,86.2994
"123",105.620003,107.480003,105.620003,107.260002,2270700,88.494003
"124",109,109.75,107.290001,108.379997,2923600,89.418053
"125",109.120003,109.370003,108.059998,108.139999,2152800,89.220047
"126",109.040001,111.379997,109.040001,110.18,1923300,90.90313
"127",110.419998,110.57,109.510002,110.220001,2026100,90.936119
"128",110.389999,112.720001,110,110.800003,3178500,91.41465
"129",111.260002,111.669998,110.260002,111.360001,1935800,91.876686
"130",111.080002,111.82,111.010002,111.339996,1205200,91.860176
"131",111.459999,111.599998,110.339996,110.650002,1063500,91.290894
"132",110.559998,111.279999,110.169998,111.209999,1382200,91.752937
"133",111.279999,112.139999,111.040001,111.93,1193500,92.346947
"134",110.550003,111.830002,109.910004,111.410004,1363100,91.917938
"135",111.279999,111.620003,110.449997,111.279999,985400,91.810661
"136",110.449997,111.230003,110.019997,110.599998,1437000,91.249641
"137",110.360001,111.709999,110.209999,111.300003,1451700,91.827179
"138",111.599998,111.959999,110.830002,111.059998,1339600,91.629158
"139",110.900002,111.830002,110.599998,111.739998,1357800,92.190208
"140",111.580002,112.379997,111.43,112.129997,1059300,92.511955
"141",113.660004,114.099998,113.199997,113.519997,1002600,93.658768
"142",113.620003,113.879997,111.889999,112.190002,1019300,92.561462
"143",112.400002,113.309998,112.040001,112.739998,1015400,93.015228
"144",112.769997,113.349998,112.089996,113.199997,955300,93.39476
"145",113.639999,113.900002,113.160004,113.230003,1244400,93.41951
"146",113.949997,114.410004,113.029999,114.400002,1551600,94.384796
"147",113.879997,115.260002,113.449997,115.230003,1984100,95.069595
"148",111.5,113.43,109.900002,110.269997,4092800,90.977364
"149",111.529999,113.279999,111.110001,112.489998,2088200,92.808975
"150",112.18,112.519997,111.57,111.690002,1373000,92.148949
"151",111.459999,113.169998,111.32,111.480003,1337100,91.975685
"152",110.489998,110.690002,109.279999,109.940002,2242400,90.705101
"153",109,109.300003,105.959999,106.059998,2665000,87.503952
"154",105.779999,106.739998,105.129997,105.690002,2239400,87.198692
"155",106.980003,107.589996,106.709999,106.739998,2285900,88.064987
"156",107.790001,108.559998,106.190002,106.25,1572900,87.660713
"157",106.349998,106.879997,104.849998,105.209999,2300100,86.802666
"158",104.849998,104.959999,102.589996,102.660004,3119200,84.698822
"159",101.769997,102.519997,101.209999,101.949997,3523200,84.732056
"160",102.25,102.269997,100.540001,101.080002,1680200,84.00901
"161",101.610001,102.129997,101.269997,101.900002,1613300,84.690491
"162",101.120003,102.080002,101.010002,101.099998,1491100,84.025604
"163",101.699997,102.290001,101.419998,101.690002,1724800,84.515976
"164",102.129997,103.050003,101.889999,102.82,2069100,85.455124
"165",102.889999,103.129997,102.410004,102.68,1375700,85.338776
"166",101.300003,101.68,100.900002,101.32,1754000,84.208458
"167",101.82,102.489998,101.279999,102.139999,1744000,84.889961
"168",102.519997,102.610001,101.970001,102.080002,2214400,84.840118
"169",102.339996,103.690002,102.110001,103.150002,1199000,85.729401
"170",102.449997,102.559998,100.43,100.739998,1939900,83.72641
"171",101.050003,101.830002,100.5,100.580002,2074200,83.59343
"172",100.629997,100.629997,98.209999,98.650002,2746100,81.989395
"173",98.349998,99.669998,97.879997,98.910004,1839800,82.205475
"174",100.260002,101.739998,100.160004,100.93,2545700,83.884331
"175",101.480003,102.589996,101.330002,102.18,2101400,84.923233
"176",102.019997,102.660004,101.75,102.360001,1618800,85.072823
"177",102.410004,102.849998,101.849998,101.970001,2061100,84.748688
"178",101.910004,102.830002,101.550003,102.779999,2944500,85.421875
"179",103.150002,103.860001,103,103.379997,2170200,85.92054
"180",103.349998,104.639999,103.089996,104.309998,1649200,86.693474
"181",104.459999,105.779999,103.660004,105.169998,1984800,87.408249
"182",105.019997,105.900002,104.779999,104.779999,2138800,87.084114
"183",104.290001,105.339996,104.18,105,1789600,87.26696
"184",104.860001,105.839996,104.510002,105.360001,1865900,87.566162
"185",105.290001,106.059998,104.970001,105.940002,1744500,88.048195
"186",107.32,107.589996,106.629997,106.779999,1972200,88.746346
"187",106.809998,106.980003,105.459999,106,1185700,88.098061
"188",106,106.620003,105.720001,106.32,1227300,88.364029
"189",106.910004,107.480003,106.25,107.279999,1303900,89.161888
"190",107.269997,107.900002,106.760002,107.839996,1766700,89.627304
"191",107.870003,108.300003,107.449997,107.849998,1117000,89.635628
"192",107.989998,109.739998,107.660004,109.260002,1427200,90.807503
"193",109.68,110.68,108.870003,109.650002,1708400,91.131622
"194",109.849998,110.07,108.879997,109.059998,867700,90.641273
"195",109.209999,110.160004,109.080002,110,1564700,91.422523
"196",109.660004,110.300003,109.370003,110.010002,1484300,91.430832
"197",110.150002,110.150002,109.139999,109.349998,1149100,90.882317
"198",109.379997,109.800003,108.82,109.110001,1336700,90.682838
"199",109.419998,110.07,109.260002,109.370003,1543200,90.898926
"200",109.699997,109.949997,108.339996,108.790001,1605700,90.416878
"201",109.339996,109.339996,108.410004,108.889999,1518800,90.499977
"202",108.279999,109.660004,108.129997,109.599998,1281300,91.090073
"203",110.650002,111.32,110.129997,110.779999,1518600,92.070801
"204",110.779999,111.489998,110.589996,110.790001,1048600,92.079102
"205",111.5,112.510002,111.25,112.169998,1616400,93.226044
"206",112.169998,112.43,110.730003,111.25,2008800,92.461418
"207",111.589996,112.639999,111.57,111.889999,1205300,92.993324
"208",111.449997,112.160004,111.089996,112.019997,1091400,93.101387
"209",111.489998,112.059998,111.230003,111.599998,1818800,92.752289
"210",111.629997,111.949997,110.419998,110.459999,1564600,91.804848
"211",110.980003,112.129997,110.370003,110.580002,1793500,91.904579
"212",111.650002,113.339996,110.410004,112.940002,2352400,93.865997
"213",112.709999,112.980003,111.550003,111.839996,1985100,92.951767
"214",111.68,112.75,111.489998,112.389999,1416900,93.40889
"215",112.720001,113.970001,111.410004,111.940002,1629000,93.034882
"216",111.93,113.019997,111.32,112.440002,1966400,93.450447
"217",111.900002,113.110001,111.269997,111.949997,1722300,93.043205
"218",112.019997,112.279999,110.650002,110.720001,1805400,92.020927
"219",109.900002,111.269997,109.480003,110.440002,1614500,91.788216
"220",109.660004,109.949997,109.260002,109.559998,1794600,91.056831
"221",108.290001,112.629997,108.040001,110.220001,2026700,91.605362
"222",110.839996,111.550003,110.309998,110.370003,1857600,91.730042
"223",109.809998,110.959999,109.610001,110.25,1232700,91.630302
"224",110.419998,110.599998,109.919998,110.019997,1661800,91.439148
"225",110.459999,110.580002,109.940002,110.059998,1271600,91.472382
"226",110.230003,110.639999,109.480003,109.699997,1252600,91.173187
"227",109.489998,109.529999,108.860001,108.919998,575700,91.148079
"228",109.059998,109.870003,109.059998,109.510002,1512900,91.641823
"229",109.93,113,109.699997,112.830002,2626000,94.420113
"230",113.769997,117.080002,113.269997,115.870003,2742900,96.964088
"231",116.889999,117.589996,115.279999,115.839996,3784300,96.938988
"232",116,116.199997,112.410004,115.400002,1664500,96.570778
"233",117.139999,117.989998,116.730003,116.760002,1789300,97.708878
"234",117.160004,117.379997,115.339996,115.510002,1302100,96.662827
"235",115.349998,116.230003,115.209999,115.379997,1247800,96.554047
"236",114.919998,116.68,114.760002,116.330002,1035900,97.349037
"237",116.860001,117.199997,116.190002,117.150002,1184200,98.035255
"238",117.019997,117.25,115.75,116.260002,1460100,97.290466
"239",116.68,117,115.57,116.389999,1841600,97.399246
"240",116.080002,116.370003,113.93,113.949997,1759700,95.357353
"241",114.32,115.739998,113.93,114.470001,1981800,95.792526
"242",115.410004,116.75,115.190002,115.730003,2849800,96.846947
"243",116.889999,116.989998,115.260002,116.120003,2007500,97.173286
"244",117,117.459999,116.599998,116.860001,1578200,97.792557
"245",117.610001,118.169998,116.980003,117.110001,2139500,98.001762
"246",117.720001,118.089996,116.68,116.739998,1859100,97.692131
"247",117.400002,117.459999,115.849998,116.160004,1011200,97.206772
"248",116.339996,116.709999,115.459999,115.650002,670400,96.779991
"249",115.690002,115.699997,115.010002,115.330002,1341000,96.512192
"250",115.589996,115.589996,114.879997,115.199997,979900,96.403419
"251",115.620003,115.760002,114.940002,114.980003,1147300,96.219315
"252",115.169998,115.709999,114.529999,115.449997,2207100,96.612617
"253",115.260002,115.910004,114.980003,115.489998,1449700,96.64608
"254",116.040001,117.510002,115.800003,116.510002,1834100,97.499664
"255",116.839996,117.75,116.209999,117.68,1698500,98.47876
"256",117.779999,117.830002,117.169998,117.610001,1501000,98.420197
"257",118,119.699997,117.790001,119,2536200,99.583397
"258",119.199997,122.940002,118.949997,121.510002,2578900,101.683853
"259",122.660004,123.779999,122.099998,123.720001,1878800,103.533257
"260",124.239998,125,123.68,124.120003,1365300,103.867981
"261",122.68,124.110001,121.540001,122.089996,1962200,102.169205
"262",122.82,123.860001,121.940002,123.440002,1287800,103.298935
"263",123.830002,124.449997,123.230003,123.309998,1805500,103.190147
"264",123.879997,124.389999,123.269997,124.129997,3248500,103.876343
"265",124.269997,124.470001,123.199997,124.330002,1507400,104.043716
"266",124.330002,124.550003,123.080002,124.199997,1802800,103.934914
"267",124.980003,125.959999,124.389999,124.830002,2014700,104.462143
"268",125.32,125.400002,124.269997,124.400002,1691800,104.102303
"269",124.75,126.019997,124.480003,126.019997,1594100,105.45797
"270",125.849998,127.139999,125.169998,125.370003,1623400,104.914017
"271",123.589996,124.129997,121.18,121.389999,2421600,101.583427
"272",121.639999,121.970001,118.470001,118.82,3053600,99.432739
"273",118.580002,120.589996,118.379997,120.519997,1994400,100.855362
"274",119.68,120.379997,116.959999,117.330002,2017800,98.18586
"275",115.940002,116.889999,110.620003,110.790001,2628300,92.712975
"276",107.720001,111.699997,106.510002,110.989998,4151700,92.880348
"277",110.220001,112.510002,109.699997,111.169998,2262200,93.030952
"278",111.25,111.970001,103.260002,103.379997,4406300,86.512009
"279",104.720001,107,102.099998,106.040001,4271400,88.738007
"280",108.379997,110.449997,106.510002,107.860001,3459500,90.261032
"281",106.839996,107.720001,106.32,106.889999,2818300,89.449318
"282",106.480003,111.699997,106.400002,111.269997,2934800,93.114655
"283",112.07,113.029999,109.099998,109.730003,2354700,91.825935
"284",109.330002,110.330002,109.07,109.43,2520400,91.574883
"285",109,109.239998,107.900002,108.480003,2231400,91.532684
"286",108.5,110.360001,108.5,108.629997,2468100,91.659256
"287",109.160004,110.07,107.629997,107.790001,2186100,90.950478
"288",108.290001,109.010002,107.279999,108.980003,1823100,91.954559
"289",109.629997,110.540001,109.230003,110.120003,1919400,92.916473
"290",110,111.129997,108.660004,108.690002,2483800,91.709869
"291",109.489998,109.699997,106.279999,106.32,2053200,89.710136
"292",106.449997,107.489998,103.620003,103.93,2785800,87.693489
"293",103.830002,105.82,102.440002,105.599998,2412700,89.102623
"294",104.5,107.269997,104.150002,106.220001,2269900,89.625755
"295",106.910004,107.809998,105.980003,107.540001,1560200,90.739532
"296",106.029999,107.540001,105.919998,107.309998,1477500,90.545479
"297",107.669998,107.910004,106,107.489998,1334500,90.697334
"298",108.589996,110.360001,108.279999,110.300003,2392600,93.068367
"299",110.360001,110.550003,109.580002,109.889999,3449800,92.722404
"300",110.610001,111.18,109.290001,109.599998,2138600,92.477707
"301",110.269997,110.269997,107.720001,108.050003,1813300,91.169861
"302",108.550003,109.660004,108.099998,108.489998,1767300,91.54113
"303",108.790001,109.470001,108.25,108.650002,3748900,91.676109
"304",108.550003,108.940002,106.360001,107.720001,2075700,90.891403
"305",108.360001,109.470001,108.209999,108.900002,1758800,91.887077
"306",109.18,110.230003,108.800003,108.879997,1990200,91.870193
"307",107.220001,107.93,104.660004,105.059998,2364400,88.646973
"308",105.5,105.5,100.260002,100.639999,2372500,84.917496
"309",102.650002,105.220001,101.699997,104.169998,1901500,87.896011
"310",104.440002,105.25,101.849998,102.559998,2324200,86.537544
"311",103.019997,103.779999,101.849998,102.900002,2337300,86.824425
"312",103.510002,104.209999,102.75,103.550003,2228200,87.372879
"313",103.410004,103.550003,99.300003,100.949997,2625000,85.179054
"314",101.870003,103.150002,100.93,102.830002,2207100,86.76535
"315",100.919998,104.730003,100.760002,104.419998,2001900,88.106964
"316",105.330002,105.849998,104.110001,104.910004,1675900,88.520401
"317",103.650002,104.5,101.080002,102.330002,1800900,86.343468
"318",103.040001,104.199997,101.769997,101.949997,2389500,86.022812
"319",103.589996,105.239998,103.379997,104.699997,2516100,88.343208
"320",103.5,104.400002,102.830002,102.959999,1830100,86.875053
"321",103.730003,105.75,103.519997,105.029999,1356700,88.621658
"322",105.910004,106,103.769997,104.279999,1274400,87.988831
"323",105.309998,105.589996,104.400002,105.080002,1684500,88.663857
"324",105.830002,106.650002,104.550003,104.900002,1396000,88.511963
"325",105.370003,106.360001,105.07,105.839996,1414100,89.305122
"326",105.760002,107.889999,105.760002,107.07,1413200,90.342972
"327",107.540001,107.699997,106.400002,107.029999,1540300,90.309219
"328",107.389999,107.919998,106.790001,107.379997,951700,90.60453
"329",108,108.919998,106.18,107.139999,1189100,90.402031
"330",106.739998,107.389999,105.510002,106.769997,1177200,90.089821
"331",106.769997,107.620003,106.129997,107.190002,1003000,90.444214
"332",106.730003,107.830002,106.32,107.620003,759500,90.807037
"333",108.129997,108.480003,106.32,106.32,1685500,89.710136
"334",106,106.209999,104.889999,106.110001,1178900,89.532936
"335",105.550003,105.790001,101.050003,101.230003,3229300,85.415314
"336",101.190002,101.769997,95.830002,97.599998,5736200,82.352417
"337",96.980003,101.18,96.980003,100.660004,2296200,84.934364
"338",100.709999,101.330002,99.779999,100.5,1722600,84.79937
"339",100.370003,101.57,99.5,100.099998,1592600,84.461838
"340",100.559998,100.809998,99.059998,100.129997,2800400,84.48716
"341",100.209999,100.879997,99.110001,100.839996,2128000,85.08625
"342",100.949997,101.459999,99.510002,99.879997,2641700,84.27623
"343",100.309998,100.720001,99.68,99.870003,1924800,84.267784
"344",99.800003,101.589996,99.660004,100.540001,2991200,84.833107
"345",100.309998,101.730003,100.099998,101.169998,1893000,85.364693
"346",101.050003,102.989998,100.82,102.610001,2299800,86.57972
"347",102.610001,103.019997,101.690002,102.43,2263800,86.427849
"348",101.889999,102.580002,101.360001,101.610001,1620700,86.495934
"349",101.769997,102.989998,101.720001,101.959999,1795800,86.793884
"350",101.169998,101.43,99.57,100.900002,2116200,85.891563
"351",100.510002,100.839996,99.330002,100.379997,2195700,85.448891
"352",100,100.360001,99.360001,100.019997,908700,85.142456
"353",98.480003,98.550003,94.510002,94.970001,2919600,80.84362
"354",96.389999,98.220001,96.059998,97.849998,2425800,83.295235
"355",97.440002,97.730003,96.25,96.839996,3571200,82.435471
"356",98.550003,99.309998,98.110001,98.839996,1769200,84.13797
"357",99.900002,100.400002,99.019997,99.169998,1610400,84.418892
"358",98.769997,99.18,97.400002,98.559998,1552600,83.899612
"359",99.129997,100.010002,98.510002,99.650002,1524700,84.827499
"360",100.230003,100.339996,98.910004,99.739998,1526200,84.904114
"361",99.790001,100.639999,99.370003,100.550003,1380100,85.593613
"362",101.230003,102.059998,100.800003,100.839996,1923200,85.840462
"363",101.050003,101.529999,99.43,99.760002,1974000,84.92112
"364",99.900002,100.559998,98.949997,99.300003,2219700,84.529549
"365",99.419998,99.489998,98.290001,98.75,1999200,84.061356
"366",97.809998,98.660004,96.57,98.559998,3233800,83.899612
"367",97.75,98.050003,96.839996,97.949997,2087500,83.380348
"368",96.699997,97.830002,96.599998,97.599998,1554600,83.082428
"369",97.860001,98.080002,96.709999,96.839996,1759800,82.435471
"370",96.82,97.230003,96.059998,96.419998,1285000,82.077942
"371",97.330002,97.510002,96.449997,96.5,1713900,82.146027
"372",96,96.489998,95.25,95.980003,1354700,81.703392
"373",96.150002,96.459999,94.949997,95.309998,1498300,81.133041
"374",95.160004,95.599998,93.120003,93.220001,2270700,79.353905
"375",93.260002,93.910004,92.050003,93.589996,2132100,79.668877
"376",94.349998,95.239998,93.480003,93.510002,1608400,79.600792
"377",92.860001,94.330002,92.5,94.330002,1389700,80.298813
"378",94.699997,95.230003,93.889999,93.989998,1086000,80.009384
"379",94.860001,95.089996,93.529999,94.339996,1458700,80.30732
"380",93.839996,95.099998,93.199997,94.849998,1473300,80.741463
"381",95.330002,97.910004,95.209999,97.669998,2065300,83.141998
"382",97.839996,98.199997,96.410004,97.010002,1999800,82.58017
"383",96.459999,96.669998,95.190002,95.400002,1795900,81.209656
"384",96.199997,96.199997,94.419998,95.300003,1767600,81.124542
"385",94.860001,95.580002,94.510002,95.07,1300500,80.928734
"386",95.239998,96.370003,95.160004,96.300003,1335800,81.9758
"387",96.25,96.620003,95.730003,96.019997,1531200,81.73745
"388",96.050003,97.699997,95.860001,97.489998,1828600,82.988785
"389",97.080002,97.639999,95.660004,95.699997,1815500,81.465027
"390",95.199997,95.57,94.849998,95.25,2255800,81.081978
"391",95.25,97.199997,95.019997,96.919998,1760500,82.503563
"392",97.349998,99.160004,96.830002,98.150002,1815500,83.550613
"393",97.760002,98.169998,95.650002,96.970001,2430800,82.546135
"394",97.5,99.160004,97.440002,98.099998,1810600,83.508041
"395",98.559998,99.690002,98.470001,98.889999,1932400,84.180527
"396",99.300003,101.220001,99.150002,100.139999,2297000,85.244606
"397",100.809998,101.389999,100.110001,100.910004,3118700,85.900078
"398",101.389999,102.199997,100.169998,100.510002,2430600,85.559586
"399",99.010002,100.529999,98,99.879997,3485800,85.02327
"400",99.400002,100.120003,98.849998,99.419998,1854300,84.631699
"401",99.459999,100.43,98.809998,99.669998,1634100,84.844513
"402",100.110001,101.540001,100.050003,100.330002,1866300,85.406342
"403",100.279999,101.730003,99.830002,101.519997,2523700,86.419334
"404",101.5,101.709999,99.760002,99.940002,2041300,85.074348
"405",98.440002,98.790001,96.32,96.970001,2386800,82.546135
"406",96.860001,97,95.879997,96.459999,1822000,82.111992
"407",96.550003,97.650002,96.550003,97.389999,1372300,82.903648
"408",96.510002,96.940002,95.699997,96.32,1586300,81.992813
"409",97.269997,98.550003,97.209999,98.099998,1666000,83.508041
"410",97.809998,99.019997,97.620003,98.800003,1575600,84.103928
"411",98.099998,98.75,97.849998,98.160004,1278600,84.327286
"412",98.199997,100.279999,98.029999,99.669998,1466500,85.624489
"413",99.459999,99.459999,98.32,98.720001,1424700,84.808365
"414",98.580002,98.580002,97.610001,97.879997,1126800,84.086739
"415",98.589996,98.860001,98.279999,98.540001,1758400,84.653732
"416",99.18,100.910004,98.860001,100.370003,1721600,86.225845
"417",100.690002,101.089996,100.029999,100.389999,1679700,86.24305
"418",100.110001,100.110001,98.440002,99.68,1782400,85.633087
"419",99.190002,99.459999,98.129997,98.43,1526400,84.55925
"420",98.139999,98.599998,97.550003,98.25,1528000,84.40461
"421",97.760002,98.959999,97.559998,98.75,1660100,84.834137
"422",98.790001,100.32,98.57,99.720001,1318400,85.667458
"423",99.93,100.309998,98.349998,98.730003,1270300,84.816963
"424",99.07,99.32,97.889999,98.290001,1306000,84.43895
"425",99.370003,99.5,98.529999,98.699997,1442700,84.791183
"426",98.099998,98.330002,96.800003,97.660004,1537900,83.897751
"427",97.400002,97.660004,96.370003,96.779999,1941000,83.141747
"428",97.230003,97.959999,96.779999,97.080002,1944300,83.399483
"429",97.480003,100.07,97.410004,99.860001,2239600,85.787727
"430",99.690002,100.620003,98.809998,98.989998,1667000,85.040314
"431",99.279999,100.519997,98.720001,100.209999,1676700,86.088394
"432",100.309998,103.709999,100.230003,102.839996,2937100,88.347778
"433",103.669998,104.980003,103.540001,104.230003,2364100,89.541908
"434",104.629997,104.940002,103.620003,104.68,2555100,89.928474
"435",104.75,104.980003,103.089996,103.300003,2239500,88.74295
"436",103.870003,104.169998,102.459999,102.550003,1466800,88.098656
"437",102.690002,103.150002,100.949997,101.099998,1921400,86.852966
"438",101.239998,102,100.489998,101.059998,1420000,86.818619
"439",100.059998,102.050003,98.739998,101.32,3473300,87.041969
"440",101.690002,102.620003,101.220001,101.57,1437900,87.256744
"441",101.370003,102.370003,100.529999,101.470001,1340500,87.170837
"442",102.510002,103.540001,101.769997,102.440002,2649500,88.004135
"443",102.709999,105.349998,102.57,104.800003,3053300,90.031563
"444",105,105.849998,104.199997,104.459999,1805100,89.739494
