"","KLAC.Open","KLAC.High","KLAC.Low","KLAC.Close","KLAC.Volume","KLAC.Adjusted"
"80",101.290001,104.220001,101.290001,103.589996,2706300,93.855499
"81",100.279999,103.980003,97.839996,98.220001,3066400,88.990135
"82",98.709999,99.5,97.470001,99.169998,1801500,89.850853
"83",99.370003,99.790001,98.470001,99.720001,1483900,90.349182
"84",99.68,100.019997,99.089996,99.449997,1019300,90.104553
"85",100.199997,100.849998,99.589996,100.809998,903500,91.336746
"86",101.470001,101.800003,99.800003,100.940002,986100,91.454544
"87",101.010002,101.029999,100.25,100.5,968400,91.05587
"88",100.699997,101.470001,100.610001,100.809998,787600,91.336746
"89",101.139999,101.290001,100.400002,100.760002,1155000,91.291443
"90",100.290001,100.730003,99.57,100.260002,866800,91.327881
"91",100.389999,101,99.5,100.040001,907500,91.12748
"92",100.089996,101.809998,100.089996,101.25,1506300,92.229683
"93",101.669998,102.370003,101.470001,102.330002,1158200,93.213463
"94",101.419998,101.529999,99.830002,99.879997,1343400,90.981735
"95",99.650002,101.120003,99.160004,100.849998,1387700,91.865311
"96",101.360001,102.559998,101.099998,101.779999,970300,92.712471
"97",102.199997,102.879997,101.629997,102.709999,902300,93.559624
"98",102.970001,103.080002,102.040001,102.489998,952100,93.359215
"99",103.110001,103.639999,102.610001,103.279999,681400,94.078835
"100",103.5,105.139999,103.349998,104.849998,691800,95.508987
"101",104.75,104.800003,103.910004,104.739998,566300,95.40876
"102",104.849998,105.669998,104.519997,104.540001,1062800,95.226585
"103",105.099998,105.150002,103.379997,104,2005700,94.73468
"104",104,105.099998,104,104.75,1386200,95.417877
"105",105.510002,105.93,104.82,105.879997,1840500,96.447197
"106",105.900002,106.790001,105.529999,106.400002,1227500,96.920876
"107",106.389999,108.279999,105.699997,107.800003,1413900,98.196136
"108",108,108.93,107.650002,108.669998,1099100,98.988625
"109",108.93,109.209999,107.900002,108.93,899200,99.225471
"110",109.25,109.589996,100.559998,101.980003,1888200,92.894661
"111",100.540001,101.919998,98.129997,101.139999,2494900,92.129486
"112",101.970001,102.910004,100.150002,101.419998,1064300,92.384552
"113",101.440002,102.709999,97.629997,98.550003,1589400,89.770241
"114",97.230003,98.370003,96.639999,97.07,1603600,88.422081
"115",97.459999,98.82,96.870003,97.699997,1720700,88.995964
"116",98.75,101.419998,98.5,101.019997,1604600,92.020172
"117",100.860001,101.199997,97.480003,97.580002,1395800,88.88665
"118",97.769997,98.300003,97.010002,98.010002,1037900,89.278343
"119",97.949997,98.580002,96.349998,96.669998,778700,88.057716
"120",96.68,98.059998,96.620003,97.949997,1595300,89.223686
"121",98.32,98.709999,95.889999,96.019997,1239100,87.465622
"122",95.720001,95.959999,93.699997,93.870003,1347100,85.507179
"123",94.580002,95.980003,92.949997,95.739998,1593900,87.210571
"124",95.360001,95.360001,91.089996,92.510002,1615200,84.268326
"125",93.5,93.5,91.260002,91.510002,1320100,83.357407
"126",92.300003,92.93,90.769997,91.550003,748100,83.39386
"127",91.739998,92.529999,90.690002,92.290001,1660600,84.067917
"128",91.849998,92.860001,90.919998,92.480003,1222300,84.241005
"129",93.209999,95.089996,92.959999,94.57,1181000,86.144806
"130",94.68,95.790001,93.860001,95.629997,1184600,87.110374
"131",95.639999,97.43,95.139999,96.93,1172700,88.294548
"132",97.709999,99.110001,96.830002,97.699997,753100,88.995964
"133",98,98.639999,97.099998,97.599998,827400,88.904861
"134",97.949997,99.720001,97.720001,99.639999,937200,90.763115
"135",100,100.169998,98.330002,99.129997,791500,90.298561
"136",99.059998,99.879997,98.150002,99.830002,709500,90.936195
"137",100.639999,101.669998,100.470001,101.389999,1088400,92.357208
"138",101.68,101.75,100.470001,101.699997,571700,92.639595
"139",100.970001,101.550003,99.129997,99.889999,978200,90.990845
"140",99.959999,100.910004,99.839996,100.209999,776200,91.282349
"141",99.980003,100.349998,98.910004,99.120003,1109000,90.289444
"142",98.489998,100.879997,98.489998,100.860001,854400,91.874428
"143",100.889999,101.080002,98.5,99.93,1478300,91.027283
"144",97.739998,97.889999,94.199997,94.400002,1864700,85.989952
"145",94.580002,94.75,92.489998,92.629997,1225700,84.377647
"146",92.849998,93.050003,91.860001,92.629997,1757700,84.377647
"147",93.18,93.290001,89.919998,90.010002,1549600,81.991066
"148",89.870003,90.32,88.480003,88.959999,1625000,81.034599
"149",89.019997,89.889999,88.400002,88.830002,1133300,80.916199
"150",89.029999,92.690002,89.029999,92.010002,2010000,83.812866
"151",91.989998,92.129997,90.379997,90.68,1319100,82.601372
"152",90.080002,91.849998,89.489998,91.480003,928700,83.330101
"153",90.790001,91.089996,87.93,88.139999,1165500,80.287643
"154",88.099998,90.599998,88.089996,90.339996,1069500,82.84623
"155",91.470001,92.730003,91,91.5,1209000,83.909996
"156",91.440002,91.5,90.5,91.019997,1124000,83.469818
"157",91.010002,92.309998,90.419998,91.879997,769500,84.258484
"158",91.5,91.769997,89.75,89.769997,925600,82.323494
"159",90.089996,90.989998,89.309998,90.260002,1127400,82.772865
"160",89.93,90.209999,88.440002,89.010002,968800,81.626549
"161",89.940002,92.080002,89.470001,91.699997,879500,84.093407
"162",91.209999,91.82,90.720001,91.449997,583600,83.864143
"163",91.709999,91.860001,89.849998,90.300003,936200,82.809547
"164",90.709999,91.43,90.080002,90.480003,474100,82.974602
"165",90.599998,91.559998,90.599998,91.540001,981600,83.946663
"166",90.800003,92.489998,90.290001,92.389999,463600,84.726158
"167",92.169998,93.599998,92.160004,93.529999,538200,85.771606
"168",93.949997,94.169998,93.080002,93.690002,1038900,85.918343
"169",94.099998,94.370003,93.089996,94.080002,549200,86.275986
"170",93.940002,94.629997,92.529999,93.660004,851000,85.890823
"171",93.730003,94.550003,92.82,94.5,957600,86.661148
"172",94.540001,95.43,93.760002,95.32,681900,87.413132
"173",95.239998,95.779999,94.059998,94.349998,675400,86.523575
"174",95.209999,97.730003,95.209999,97.169998,1018400,89.109657
"175",97.089996,98.18,96.529999,97.949997,847100,89.824974
"176",96.800003,97.760002,96.019997,96.739998,1291500,88.715332
"177",96.580002,97.940002,96.419998,97.459999,994400,89.375603
"178",97.620003,98.849998,97.239998,98.639999,2448900,90.457726
"179",99.010002,101.32,98.690002,100.910004,1571300,92.539429
"180",101.32,102.970001,100.550003,102.010002,1807400,93.54818
"181",102.230003,102.43,98.589996,99.660004,1756700,91.39312
"182",99.75,100,98.559998,99.519997,1432600,91.264709
"183",99.370003,101.019997,99.370003,100.589996,1208400,92.245972
"184",100.089996,100.510002,98.389999,99.010002,1444200,90.797043
"185",99.779999,100.050003,98.269997,99.169998,846400,90.943756
"186",100.279999,105.050003,99.660004,104.169998,2231700,95.529015
"187",103.230003,105.190002,103.230003,104.919998,1856100,96.216797
"188",105.129997,106.089996,104.150002,106,1078800,97.207199
"189",105.540001,105.989998,103.870003,104.949997,1163900,96.244301
"190",105.029999,105.169998,102.349998,102.839996,1727900,94.309341
"191",102.629997,103.080002,101.040001,103,1439400,94.456062
"192",103.540001,103.589996,101.349998,101.669998,1155000,93.236382
"193",101.739998,102.660004,101.269997,102.470001,965200,93.970024
"194",102.730003,104.459999,102.629997,103.949997,884000,95.32724
"195",104.940002,104.940002,103.370003,104.449997,859800,95.785774
"196",104.07,105.139999,103.790001,104.589996,664800,95.914162
"197",104.889999,105.760002,104.5,104.82,937100,96.125092
"198",105.230003,106.099998,104.82,105.300003,1005000,96.565269
"199",106.010002,107.389999,105.110001,107.330002,2079900,98.426872
"200",107.839996,108.290001,106.739998,108.010002,1099600,99.050484
"201",108.190002,108.230003,106.120003,108.089996,863000,99.123825
"202",106.720001,108.07,105.769997,108.050003,708200,99.087158
"203",109.059998,109.150002,107.889999,108.339996,836100,99.353096
"204",108.989998,108.989998,107.449997,107.800003,1162800,98.857887
"205",107.760002,108.169998,107.059998,107.690002,1028500,98.757034
"206",107.360001,107.610001,105.209999,106.709999,1597500,97.858322
"207",107.040001,109.779999,107,108.849998,2349200,99.820808
"208",108.190002,109.5,103.599998,108.07,2477300,99.105492
"209",108.169998,108.629997,106.449997,107.349998,1901000,98.445206
"210",107.779999,109.629997,106.849998,108.889999,2734000,99.857491
"211",110,110.010002,103.089996,105.150002,2316100,96.427727
"212",105.220001,106.440002,104.5,106.379997,1739900,97.555687
"213",106.080002,106.650002,105.57,106.300003,1156000,97.482323
"214",106.330002,106.989998,105.059998,105.510002,1125100,96.757851
"215",105.43,107.559998,105.160004,107.5,1254100,98.582779
"216",107.589996,107.849998,106.300003,107.080002,1111100,98.197632
"217",106.529999,106.540001,101.779999,102.400002,2104600,93.905838
"218",102.199997,103.099998,101.610001,102.440002,2176300,93.942528
"219",101.519997,103.029999,101.230003,101.93,2259100,93.474815
"220",101.339996,102.209999,100.699997,102.150002,1844400,94.221954
"221",102.040001,103.309998,100.510002,102.949997,2109400,94.959854
"222",103.489998,106.959999,102.790001,104.769997,2262300,96.638596
"223",105.760002,106.519997,101.529999,101.650002,1693600,93.760735
"224",101.989998,103.25,101.720001,102.510002,1615500,94.554008
"225",103.260002,104.879997,103.25,104.730003,1508600,96.601707
"226",105.68,105.68,103.870003,104.470001,1206400,96.361885
"227",104.730003,105.419998,104.080002,105.040001,891400,96.887657
"228",103.639999,105.099998,102.300003,104.389999,1324000,96.288094
"229",104.269997,107.220001,104.269997,107.160004,1670500,98.843117
"230",107.160004,107.379997,98.910004,100.349998,3461400,92.561653
"231",101.5,104.330002,100.970001,102.239998,3569500,94.304962
"232",101.260002,104,99.720001,103.870003,2205100,95.808449
"233",104.699997,104.889999,100.199997,100.879997,1882600,93.050514
"234",101.150002,104.660004,100.050003,102.639999,1433400,94.67392
"235",101.839996,102.970001,101.150002,102.739998,1271200,94.766159
"236",103.110001,105,102.860001,104.580002,1213500,96.463348
"237",105.080002,105.830002,103.809998,103.980003,1017100,95.909935
"238",104.25,104.690002,102.489998,103.849998,1114100,95.789993
"239",103.809998,104.029999,102.029999,103.059998,1297800,95.061333
"240",103.260002,104.269997,102.309998,103.870003,1169900,95.808449
"241",105.540001,106.32,103.949997,104.419998,1372600,96.315781
"242",104.330002,106.220001,103.18,105.629997,2648400,97.431854
"243",109.57,112.220001,109.010002,111.220001,1753000,102.58799
"244",111,112.150002,110.419998,111.620003,1308200,102.956978
"245",113.099998,114.43,111.379997,112.449997,1530200,103.722534
"246",112.5,112.699997,108.5,108.620003,1267800,100.189804
"247",108.790001,109.610001,107.739998,109.32,584500,100.835487
"248",108.610001,109.32,107.129997,107.650002,507000,99.29509
"249",107.900002,108.360001,106.559998,107.279999,713900,98.953781
"250",108.120003,108.919998,107.169998,107.849998,966400,99.479568
"251",107.830002,108.169998,104.940002,105.07,1089000,96.915329
"252",105.760002,106.629997,104.919998,106.129997,1689000,97.893066
"253",105.860001,107.580002,104.980003,107.370003,2734100,99.036819
"254",107.949997,109.480003,106.349998,107.559998,1925500,99.212059
"255",108.379997,110.68,107.900002,109.860001,1469000,101.333557
"256",108.550003,110.940002,108.550003,110.160004,772700,101.610283
"257",110.330002,110.709999,108.629997,109.199997,866900,100.72477
"258",108.410004,108.410004,104.709999,106.279999,1439500,98.031403
"259",106.639999,106.75,104.959999,106.239998,1000900,97.994514
"260",106.650002,108.300003,106.290001,107.290001,990600,98.963028
"261",108.529999,109.25,107.129997,107.660004,1492700,99.304321
"262",109.25,114.410004,108.669998,113.489998,2047400,104.681839
"263",112.839996,115.830002,112.010002,114.650002,1353100,105.751808
"264",114.75,115.120003,113.589996,115.019997,988500,106.093086
"265",115.010002,115.879997,113.769997,114.589996,1097200,105.696449
"266",114.82,116.349998,114.480003,116.010002,1186200,107.006241
"267",115.720001,116.620003,113.949997,114.93,1320600,106.010078
"268",117.290001,121.650002,112.589996,113.089996,1855700,104.312874
"269",111,115.690002,110.339996,113.440002,2314500,104.635719
"270",113.370003,113.730003,111.309998,112.129997,1420500,103.427368
"271",111.379997,112.019997,108.93,109.410004,1541200,100.918488
"272",110.029999,111.040001,109.050003,109.800003,1174000,101.278229
"273",109.269997,113.120003,109.07,111.150002,1451200,102.523445
"274",110.040001,110.18,106.470001,106.519997,1504800,98.252792
"275",106,107.300003,101.190002,101.199997,1885800,93.345673
"276",99.120003,105.300003,98.730003,105.230003,2185600,97.062904
"277",104.370003,105.43,102.07,102.660004,1631100,94.69236
"278",103.010002,103.839996,97.580002,98.540001,2399000,90.892143
"279",99.709999,101.809998,96.120003,100.900002,1734600,93.068962
"280",101.75,104.809998,101.199997,103.910004,1755800,95.84536
"281",103.309998,104.620003,102.760002,104.209999,2036400,96.122078
"282",103.089996,108.43,102.889999,107.470001,2065000,99.693497
"283",108.75,109.290001,103.709999,108.870003,2950300,100.99218
"284",108.540001,110.769997,107.449997,107.519997,1812300,99.739861
"285",107.279999,112.07,107,110.550003,2034400,102.550629
"286",110.809998,111.480003,109.239998,109.669998,1562000,101.734299
"287",111.669998,111.900002,108.290001,108.910004,1548700,101.029289
"288",109.93,110.660004,108.720001,110.470001,1275800,102.476402
"289",111.190002,114.720001,111.190002,114.669998,1173600,106.372505
"290",114.470001,115.610001,113.040001,113.459999,949700,105.250046
"291",114.190002,115,112.980003,113.309998,1127300,105.110901
"292",112.919998,114.690002,110.25,111.209999,1192400,103.162857
"293",110.050003,113.279999,109.389999,113.010002,962700,104.832603
"294",112.610001,115.129997,111.790001,113.830002,878200,105.593254
"295",114.769997,116.720001,114.190002,116.07,1038500,107.671188
"296",115.300003,117.839996,115.139999,117.449997,1298200,108.951324
"297",118.050003,118.07,116.370003,117,782700,108.533897
"298",117.669998,121.339996,117.010002,121.150002,1227900,112.383598
"299",122,123.110001,121.019997,122.389999,1042000,113.533867
"300",123.410004,123.959999,120.050003,120.480003,1251200,111.762093
"301",121.839996,121.889999,119.720001,120.440002,986600,111.724976
"302",120.559998,122.459999,119.839996,120.809998,1046100,112.068199
"303",121.510002,121.620003,120.150002,120.620003,1746000,111.891968
"304",118.309998,118.949997,111.050003,115.980003,4159700,107.587708
"305",115.709999,118.779999,114.860001,117.190002,2844600,108.710152
"306",117.589996,119.809998,117.389999,118.059998,1456700,109.517189
"307",116.089996,117.279999,112.790001,112.919998,1631900,104.749123
"308",113.43,113.43,108.160004,108.18,2171500,100.352119
"309",110.690002,113.489998,110.199997,113.360001,2100900,105.15728
"310",114.139999,114.360001,107,107.809998,1477600,100.008881
"311",107.629997,108.82,105.050003,106.57,1492800,98.858604
"312",107.489998,110.529999,106.169998,109.010002,1123000,101.122063
"313",108.309998,108.639999,104.029999,105.330002,1394800,97.708344
"314",106.400002,107.760002,105.239998,107.57,1280800,99.786255
"315",104.919998,109.669998,103.629997,109.25,1129100,101.344696
"316",110.790001,111.599998,108.239998,108.709999,1659900,100.843765
"317",106.720001,108.25,103.540001,104.07,1664300,96.539513
"318",105.139999,107.879997,103.620003,103.790001,1506200,96.279778
"319",106.040001,109.470001,105.690002,108.57,1375600,100.71389
"320",107.220001,108.839996,106.400002,106.639999,1198600,98.923538
"321",107.580002,109.459999,107.059998,109.120003,1176600,101.224083
"322",110.230003,110.25,106.970001,107.589996,922800,99.804794
"323",108.660004,109.580002,107.199997,108.849998,1027900,100.973625
"324",110.150002,111.029999,109.169998,110.620003,1376600,102.615555
"325",108.57,109.150002,106.589996,108.239998,1076300,100.407761
"326",106.599998,106.599998,101.889999,102.290001,1915500,94.888298
"327",102.629997,103.400002,100.889999,101.480003,1558800,94.136917
"328",102.260002,102.559998,100.080002,101,2002100,93.69165
"329",102.43,102.879997,98.07,99.559998,1815500,92.35585
"330",99.75,100.489998,97.940002,98.650002,1605500,91.511696
"331",99.470001,101.25,99.230003,100.830002,1674000,93.533936
"332",101.57,103.650002,99.059998,102.18,2708700,94.786263
"333",102.510002,103.239998,100.889999,101.739998,1618100,94.378098
"334",101.650002,102.620003,100.389999,102.330002,1357300,94.925423
"335",102.599998,103.830002,101.870003,102.169998,1103100,94.776993
"336",101.449997,103.349998,100.449997,102.989998,1038000,95.537643
"337",102.470001,106.709999,101.68,106.660004,1334800,98.942093
"338",107,107.25,106.120003,106.709999,1188400,98.988487
"339",105.660004,107.209999,105.519997,106.900002,1160300,99.164719
"340",107.5,109.220001,106.900002,109.169998,1146400,101.270477
"341",109.68,111.199997,109.190002,111.059998,708100,103.023727
"342",110.790001,111.779999,110.410004,111.07,950100,103.032997
"343",111.379997,113.93,111.379997,112.730003,1513500,105.283791
"344",111.830002,112,110.25,111.330002,1364000,103.976288
"345",111.769997,114.019997,111.629997,113.669998,1157200,106.161705
"346",113.400002,114.360001,111.830002,113.239998,1309700,105.760109
"347",111.449997,111.449997,107.82,109.389999,2021900,102.164413
"348",110.870003,111.889999,109.849998,111.440002,1281000,104.079002
"349",112.199997,114.379997,112.18,113.620003,1335900,106.115013
"350",112.32,113.32,111.339996,113.300003,1057500,105.816154
"351",113.110001,113.900002,111.660004,113.529999,1366100,106.03096
"352",113.290001,114.959999,113.160004,114.32,825700,106.768768
"353",113.5,114.459999,112.080002,113.650002,1241000,106.143028
"354",114.519997,115.330002,113.300003,114.010002,973200,106.479263
"355",113.919998,115.019997,112.860001,113.230003,1373200,105.750778
"356",114.510002,116.419998,113.849998,115.839996,1381700,108.188362
"357",115.279999,117.120003,115.169998,116.239998,854000,108.561958
"358",117.040001,118.190002,116.57,118.129997,1084500,110.327095
"359",118.139999,118.559998,116.900002,117.43,1596700,109.673363
"360",115.449997,116.57,114.449997,115.93,1899100,108.27243
"361",114.389999,114.57,113.139999,114.199997,1369700,106.656693
"362",113.82,114.660004,112.330002,112.470001,1306400,105.04097
"363",113.120003,113.68,111.529999,113.589996,1174700,106.086983
"364",113.900002,114.389999,112.480003,112.959999,1416000,105.498604
"365",113.5,113.75,112.360001,113.129997,1039000,105.657387
"366",113.160004,113.160004,111.309998,112.839996,1728000,105.386528
"367",111.830002,112.389999,109.830002,112.050003,1193700,104.64872
"368",110.419998,111.279999,109.139999,110.580002,1080000,103.275833
"369",111.07,111.779999,109.32,109.769997,1202100,102.519333
"370",110.43,111.32,109.620003,110.309998,1142200,103.023651
"371",107.110001,108.959999,105.290001,106.559998,2896000,99.521339
"372",105.43,105.43,101.739998,104.139999,2198900,97.2612
"373",105.110001,105.610001,103.760002,104.589996,1492600,97.68148
"374",104.809998,105.089996,100.57,100.639999,1469000,93.992393
"375",100.529999,101.889999,99.839996,101.809998,1564200,95.085098
"376",102.43,103.970001,102.080002,102.529999,1727600,95.757545
"377",101.279999,103.870003,100.360001,103.800003,1365900,96.943649
"378",103.860001,103.860001,101.449997,101.599998,803800,94.888977
"379",102.610001,103.5,101.75,103.43,1031500,96.598099
"380",103.169998,105,102.25,104.870003,676300,97.942986
"381",105.110001,105.989998,104.279999,105.959999,769800,98.960983
"382",106.610001,107.019997,105.580002,106.059998,1086500,99.054382
"383",105.400002,106.43,103.029999,103.260002,1120100,96.439331
"384",104.059998,104.82,103.489998,104.550003,1363400,97.644127
"385",104.589996,105.07,104.139999,104.860001,606900,97.933632
"386",104.699997,104.720001,103.959999,104.160004,903900,97.279892
"387",103.620003,106.040001,103.620003,105.889999,2037600,98.895607
"388",107.620003,110.82,107.449997,110.230003,1753300,102.948929
"389",109.209999,109.779999,107.07,108.489998,1314700,101.323868
"390",108.010002,108.010002,106.449997,106.919998,1105600,99.857567
"391",106.720001,107.309998,104.68,106.940002,852900,99.876266
"392",107.669998,108.599998,103.669998,103.949997,1688400,97.083733
"393",103.949997,104.519997,101.419998,104.440002,1563700,97.541397
"394",104.459999,105.910004,104.25,105.230003,1548800,98.279205
"395",105.82,108.93,105.610001,107.57,1419200,100.464645
"396",107.32,108.029999,105.419998,106.300003,1863500,99.278526
"397",111.889999,122.400002,111.599998,117.419998,4867900,109.664001
"398",117.760002,119.169998,116.239998,116.709999,1839100,109.0009
"399",115.309998,118.709999,114.5,118.470001,1623200,110.644661
"400",118.449997,119.699997,117.290001,119.589996,1247900,111.690674
"401",118.870003,119.330002,117.860001,118.269997,1151700,110.457863
"402",118.330002,119.150002,117.059998,118.160004,1414300,110.355125
"403",118.129997,119.190002,115.620003,118.169998,1241200,110.364456
"404",117.459999,118.150002,116.620003,116.769997,999100,109.056938
"405",115.309998,116.260002,113.209999,114.230003,2340600,106.684708
"406",114.75,116.190002,114.260002,116.150002,1582200,108.477921
"407",116.779999,117.370003,115.18,115.32,1094400,108.402702
"408",113.879997,114.139999,111.739998,112.75,1722500,105.986855
"409",113.419998,114,111.809998,112.239998,1482000,105.507446
"410",110.93,113.059998,108.360001,112.400002,2816400,105.657837
"411",112.82,112.879997,110.629997,110.93,1242800,104.276024
"412",111.050003,113.830002,110.93,113.290001,1453600,106.494453
"413",113.019997,114.709999,112.209999,114.010002,1158300,107.17128
"414",113.739998,114.739998,113.389999,113.93,766300,107.096085
"415",114.790001,115.779999,114.330002,115.440002,853800,108.515503
"416",116.300003,118.349998,115.860001,117.480003,1106400,110.433144
"417",117.760002,118.300003,115.940002,117.360001,824200,110.320335
"418",117.43,117.730003,116.220001,116.730003,1037800,109.728134
"419",116.419998,117.529999,116.110001,116.75,1100600,109.746918
"420",116.720001,117.519997,116.019997,116.209999,853400,109.239311
"421",117.300003,118.550003,115.449997,118.190002,1694800,111.100548
"422",117.459999,119.300003,116.870003,118.830002,1566600,111.702156
"423",116.75,118.43,106.120003,107.279999,3692600,100.844955
"424",106.639999,107.779999,103.889999,104.18,2120100,97.930908
"425",105.110001,105.970001,103.5,105.690002,1680100,99.350327
"426",105.089996,106.309998,104.650002,105.620003,1790600,99.284531
"427",101.879997,103.279999,100.300003,102.900002,2236900,96.727692
"428",104.5,107.5,103.690002,104.160004,1397200,97.912117
"429",104.5,105.650002,103.849998,104.470001,1386400,98.203514
"430",104.559998,105.239998,102.919998,103.269997,1494000,97.07547
"431",103.699997,104.639999,102.970001,103.589996,1474200,97.376305
"432",103.800003,104.019997,101.93,102.449997,1647500,96.304695
"433",103.330002,104.620003,103.050003,103.919998,2379100,97.686508
"434",104.720001,105.449997,103.540001,104.519997,3195300,98.250511
"435",103.440002,105.129997,103.169998,104.379997,1126600,98.118919
"436",104.220001,104.400002,102.07,102.360001,1260800,96.220078
"437",101.400002,102.959999,100.470001,100.580002,1490600,94.54686
"438",101.309998,102,100.769997,100.910004,1228900,94.857071
"439",100.760002,102.43,99.580002,101.709999,2777800,95.609055
"440",102.459999,102.660004,100.519997,100.760002,1400600,94.716049
"441",100.699997,102.839996,100.629997,100.970001,1279100,94.913452
"442",101.599998,102.970001,100.129997,102.809998,1279500,96.643082
"443",101.879997,101.989998,98.889999,101.349998,3039700,95.270668
"444",101.440002,101.730003,98.540001,99.339996,1472300,93.381241
"445",99.019997,99.639999,97.330002,99.220001,1203100,93.26844
"446",100.18,101.209999,97.75,99.150002,2344700,93.202629
"447",97.629997,97.849998,93.739998,93.849998,3576500,88.220551
