"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"134",200.279999,201.679993,200.059998,201.149994,1032700,182.054184
"135",201.080002,201.419998,199.5,200.139999,1150800,181.140121
"136",200.25,201.669998,199.279999,201.419998,1128900,182.298584
"137",202,202.460007,201.25,202.339996,739800,183.131241
"138",202.509995,203.190002,202,202.399994,1064400,183.185532
"139",202.110001,204.550003,201.830002,204.550003,992900,185.131424
"140",204.550003,205.509995,204.130005,204.929993,1073400,185.475372
"141",205.660004,205.899994,202.910004,203.559998,1209100,184.235397
"142",199.100006,199.369995,193.570007,194.660004,4079700,176.180359
"143",195.729996,195.929993,192.839996,193.839996,2265700,175.438202
"144",194.050003,198.070007,194.039993,197.940002,1785800,179.148956
"145",198.580002,198.589996,196.080002,196.330002,1470400,177.691757
"146",196.960007,196.979996,193.899994,196.529999,1403100,177.872818
"147",196.529999,198.179993,196.080002,198.039993,980900,179.239426
"148",198.300003,199.399994,197.330002,199.330002,1070700,180.406998
"149",199.520004,200.070007,198.470001,200.070007,1247100,181.076752
"150",200.339996,201.550003,199.429993,201.139999,1482100,182.045181
"151",199.240005,200.929993,198.220001,198.800003,1352600,179.927307
"152",199.289993,201.919998,198.25,201,1353900,181.918442
"153",200.669998,200.990005,198.039993,198.279999,1122800,179.45665
"154",198.520004,199.860001,197.800003,197.889999,1105900,179.103699
"155",199.169998,200.5,198.490005,200.300003,1192200,181.284897
"156",200.559998,200.559998,198.889999,199.490005,1017900,180.551788
"157",200,201.330002,199.630005,200.610001,876400,181.56546
"158",199.360001,200.100006,197.889999,197.990005,1020500,179.194229
"159",198.380005,199.800003,196.770004,198.729996,1581700,179.863968
"160",198.740005,199.029999,196.889999,198.729996,1202000,179.863968
"161",199.449997,201.580002,198.990005,201.229996,877500,182.126648
"162",200.699997,201.169998,199.399994,199.75,831300,180.787109
"163",200.220001,200.270004,198.75,199.470001,723500,180.533691
"164",200.320007,200.759995,198.940002,199.050003,651500,180.15358
"165",199.910004,199.910004,197.699997,197.869995,808600,179.085602
"166",198.270004,201.020004,198.25,200.949997,984900,181.873199
"167",200.949997,201.259995,200.070007,201.220001,893600,182.117523
"168",201.740005,202.270004,201.160004,201.350006,842700,182.23526
"169",201.770004,201.869995,199.979996,200,734700,181.013367
"170",200.910004,200.910004,198.139999,198.729996,1114100,179.863968
"171",199.550003,199.580002,196.649994,196.740005,997800,178.062881
"172",197,197.75,195.699997,197.039993,977100,178.334427
"173",196.520004,198.399994,196,197.869995,614000,179.085602
"174",198.619995,200.5,198.570007,200.330002,1048900,181.312057
"175",199.889999,200.309998,198.570007,199,749300,180.108353
"176",198.300003,198.5,196.800003,196.850006,852600,178.162445
"177",196.630005,197.809998,196.449997,197.630005,920000,178.868378
"178",198.100006,198.720001,197.600006,198.270004,2095600,179.447632
"179",199,202.350006,198.860001,202.179993,1313000,182.986435
"180",201.910004,203.940002,201.259995,203.119995,784100,183.837219
"181",202.779999,205.289993,202.699997,204.270004,1308300,184.878036
"182",204.559998,206.570007,204,205.720001,860000,186.190353
"183",206.089996,206.509995,204.630005,205.410004,1040800,185.909775
"184",205.5,205.5,203.220001,204.869995,1202800,185.421082
"185",205.050003,206.210007,204.729996,205.330002,705300,185.837433
"186",205.770004,207.600006,205.350006,206.800003,903700,187.167847
"187",205.869995,206.059998,204.410004,205.029999,638900,185.565872
"188",204.830002,205.710007,204.020004,205.580002,732200,186.063675
"189",205.580002,208.759995,205.580002,208.720001,721900,188.905533
"190",208.720001,210.940002,208.419998,210.529999,907100,190.543762
"191",210.050003,211.639999,209.919998,211.300003,843000,191.240646
"192",210.759995,214.110001,210.619995,213.449997,1215200,193.957626
"193",212.860001,213.289993,211.729996,212.600006,941900,193.185226
"194",213.020004,213.589996,212.240005,213.529999,671600,194.030289
"195",214,214.080002,212.009995,212.550003,642500,193.139816
"196",212.940002,213.100006,212.229996,212.830002,704900,193.394241
"197",212.479996,213.979996,212.479996,213.720001,727200,194.202927
"198",214.5,214.809998,213.279999,213.339996,782700,193.857635
"199",213.5,214.550003,212.559998,213.440002,748000,193.948517
"200",212.75,213.330002,210.949997,211.539993,770000,192.222031
"201",211.300003,212,209.860001,210.389999,945600,191.177048
"202",210.300003,211.949997,209.710007,211.639999,674500,192.312866
"203",212.589996,214.020004,211.729996,213.860001,898900,194.33017
"204",213.860001,214.169998,212.470001,212.509995,837300,193.103409
"205",212.509995,214.809998,211.860001,212.080002,1350900,192.712692
"206",208.199997,211.25,206.009995,207.25,2000800,188.323807
"207",208.179993,208.5,202.029999,203.910004,1474200,185.288818
"208",204.5,205.679993,204.100006,204.990005,1255100,186.270142
"209",204.820007,206.929993,204.820007,206.169998,1259700,187.342377
"210",206.360001,206.360001,202.929993,202.979996,995800,184.443726
"211",203.570007,204.210007,200.539993,201.619995,1735300,183.207901
"212",201.729996,204.179993,201.309998,203.820007,1079300,185.207047
"213",204.320007,205.5,203.25,204.059998,995300,185.425079
"214",204,204.020004,202.339996,202.369995,739900,183.88942
"215",202.369995,203.860001,202.210007,203.759995,918000,185.152481
"216",203.889999,203.960007,202.5,202.619995,841200,184.116577
"217",202.169998,202.380005,198.600006,198.869995,1363700,180.709015
"218",198.850006,201.869995,198.080002,199.770004,929800,181.526886
"219",199.130005,201.75,199.020004,200.130005,912200,181.853958
"220",199.25,201.050003,199.009995,200.220001,813600,181.93576
"221",199.449997,201.649994,198.850006,198.990005,1069100,180.818115
"222",199.490005,200.169998,198.669998,199.220001,1103800,181.027084
"223",198.259995,199.559998,197.75,197.770004,762500,179.709473
"224",198.009995,199.399994,197.710007,198.740005,1283900,180.590912
"225",198.720001,200.339996,197.880005,200.100006,1190800,181.826736
"226",199.820007,200.649994,199.220001,200.039993,921800,181.772202
"227",200.190002,200.759995,199.889999,200,411400,181.735855
"228",200,201.350006,199.759995,201.070007,1026700,182.70816
"229",201.889999,204.729996,201.149994,204.190002,1159400,185.543243
"230",204.610001,204.960007,203.649994,204.169998,724300,185.525055
"231",204.210007,207.850006,203.75,207.160004,1912200,188.242004
"232",207.110001,207.179993,199.789993,202.639999,1311500,184.134766
"233",203.75,204.610001,201.139999,201.690002,1706000,183.271576
"234",202.419998,202.520004,199.830002,199.910004,960200,181.654068
"235",199.929993,201.339996,199.929993,200.210007,1223000,181.926697
"236",200.279999,201.160004,199.279999,200.169998,1236100,181.890335
"237",200.240005,201.210007,198.869995,201.070007,1344600,182.70816
"238",201.199997,201.330002,199.309998,199.639999,804200,181.408752
"239",197.910004,198.479996,196.070007,196.179993,1961000,178.264725
"240",196.669998,198.139999,196.389999,196.630005,1417900,178.673599
"241",198.070007,198.429993,195.690002,196.220001,1136700,178.301056
"242",196.330002,199.889999,196.330002,198.839996,1982000,180.681747
"243",199.160004,199.320007,196.75,198.449997,1559000,180.327393
"244",198.600006,200.539993,198.130005,199.830002,1300000,181.58136
"245",200.080002,201.770004,199.949997,201.300003,1049100,182.91716
"246",201.449997,203.160004,200.690002,202.479996,1502000,183.989365
"247",203,203.449997,202.160004,202.639999,787500,184.134766
"248",202.850006,203.729996,201.690002,201.970001,574800,183.52594
"249",202.009995,203.360001,201.179993,202.720001,601000,184.207443
"250",203.449997,204.039993,202.779999,203.860001,692800,185.243362
"251",204,204.639999,203.210007,203.449997,768800,184.870804
"252",203.539993,204,199.970001,200.490005,1588000,182.181122
"253",200.210007,202.149994,199.5,201.740005,1692700,183.316971
"254",202.369995,205.529999,201.830002,205.210007,1473200,186.470078
"255",205.979996,206.25,203.630005,204.699997,1722600,186.006638
"256",204.850006,205.580002,204.320007,204.699997,1044900,186.006638
"257",205.490005,206.979996,205,205.880005,1290200,187.078903
"258",205,206.050003,204.25,204.75,956900,186.052094
"259",204.789993,206.169998,204.699997,205.509995,1245600,186.742676
"260",206.529999,211.75,205.589996,210.589996,1892700,191.35878
"261",211.009995,211.619995,206,206.330002,1753800,187.487808
"262",207.759995,209.050003,206.789993,208.520004,1421000,189.477814
"263",208.360001,209.440002,207.190002,207.800003,1241700,189.58728
"264",209.410004,209.410004,207.529999,209.100006,1413900,190.773361
"265",209.080002,209.229996,207.039993,208.199997,1895000,189.952225
"266",208.300003,208.789993,206.830002,207.479996,2277400,189.295319
"267",202.990005,220.160004,201.399994,219.270004,4176200,200.051987
"268",220,227.710007,219.600006,226.529999,3237700,206.675705
"269",224.949997,226.550003,221.669998,226.240005,1977700,206.411072
"270",226.5,229.539993,225.229996,225.5,1737700,205.735962
"271",224.910004,225.869995,222.300003,224.279999,1590200,204.622879
"272",226.089996,226.910004,222.380005,222.479996,1833600,202.980667
"273",222.389999,227.820007,222,225.210007,1779800,205.47139
"274",220.839996,225.440002,220.839996,221.720001,1377900,202.287277
"275",220.440002,222.350006,208.910004,211.220001,2376000,192.707535
"276",206.320007,213.089996,203.899994,212.460007,2901400,193.838867
"277",212.410004,218.619995,212.009995,214.949997,1962100,196.110626
"278",216.130005,217.229996,205.970001,206.050003,1969900,187.990662
"279",208.119995,214.330002,206.960007,212.100006,2682400,193.510406
"280",214.169998,215.089996,207.869995,209.529999,2698800,191.165665
"281",207.910004,212.690002,207.5,211.809998,2556500,193.245834
"282",211.100006,218.399994,210.600006,218.25,2475600,199.121384
"283",224.380005,225.399994,220.720001,225.399994,2624500,205.644745
"284",225.600006,226,222.5,224.190002,1939200,204.540802
"285",223,224.080002,221.179993,221.830002,1211100,202.387619
"286",221.440002,224.889999,220.729996,220.75,1151100,201.402298
"287",221.679993,222.580002,219.759995,220.139999,897600,200.845764
"288",221.449997,222.160004,219.869995,221,1034300,201.630356
"289",222.970001,227.279999,222.009995,226.779999,1445900,206.903793
"290",226.490005,227.779999,223.869995,223.889999,1083400,204.267075
"291",224.600006,226.389999,222.449997,222.449997,1028000,202.953262
"292",222.979996,225.600006,218,219.149994,2009600,199.942474
"293",217.729996,224.020004,217.649994,223.339996,2058700,203.765274
"294",220.639999,224.759995,219.300003,224.639999,1965600,204.95134
"295",225.080002,225.440002,223.160004,224.809998,1337300,205.10643
"296",222.550003,226.479996,221.380005,226.279999,1238300,206.447601
"297",227,227.050003,224.479996,226.649994,1054700,206.785172
"298",227.940002,230,226.740005,229.949997,1309000,209.795959
"299",229.5,229.949997,223.929993,224.639999,1218900,204.95134
"300",225.919998,226.869995,222.830002,223.350006,1165600,203.774384
"301",224.589996,224.619995,220.589996,221.690002,1002600,202.259888
"302",222.509995,223.869995,221.259995,222.600006,871700,203.090118
"303",223.460007,223.880005,221.279999,222.740005,1980400,203.217865
"304",222.649994,224.330002,221.050003,223.899994,907900,204.276215
"305",224.410004,226.899994,224.100006,225.380005,798100,205.62648
"306",225.369995,226.169998,223.740005,223.75,897000,204.139343
"307",222.25,223.979996,217.830002,218.369995,1172100,199.23085
"308",218.5,224.470001,218.5,218.809998,1437900,199.632309
"309",221.929993,223.820007,220.869995,223.470001,1319000,203.883896
"310",225,225.779999,219.789993,221.070007,1135100,201.694244
"311",221.720001,221.880005,216.699997,217.279999,1722400,198.236389
"312",219.589996,223.460007,218.020004,220.899994,1945500,201.539139
"313",220.509995,222.029999,215.550003,218.880005,1345400,199.696182
"314",219.949997,221.449997,217.210007,220.320007,1387700,201.01001
"315",215.149994,218.699997,214.270004,218.539993,2753300,199.385956
"316",220.440002,221.710007,218.350006,221.220001,2209200,201.831085
"317",219.479996,220.660004,213.770004,215.740005,1496100,196.831375
"318",217.009995,218.25,214.539993,214.960007,1256700,196.119736
"319",217.889999,218.309998,213.910004,214.449997,1684700,195.654449
"320",214,217.479996,214,216.320007,1173600,197.36058
"321",216.369995,219.240005,216.160004,218.220001,1248200,199.95369
"322",219.419998,219.820007,217.179993,218.410004,942600,200.127762
"323",219.729996,220.490005,218.339996,218.399994,1381400,200.118576
"324",219.279999,222.809998,219.240005,221.410004,1143100,202.876648
"325",224.619995,227.699997,223.509995,225.490005,1470700,206.615112
"326",225.550003,225.720001,222.979996,224.979996,1027300,206.147812
"327",225.880005,225.880005,222.479996,223.110001,1280100,204.434326
"328",222.919998,226.119995,222.919998,225.960007,1822500,207.045776
"329",227.75,229.740005,218.080002,222.020004,2912500,203.435562
"330",215.910004,217.990005,207.199997,214.529999,4583900,196.57251
"331",214.919998,215.520004,210.460007,211.75,2415300,194.025238
"332",211.740005,212,203.279999,203.710007,2217900,186.658218
"333",203.789993,205.25,201.240005,201.309998,2569900,184.459122
"334",201.149994,201.149994,194.470001,197.300003,2926500,180.784775
"335",197.300003,200.5,195.509995,195.679993,1906400,179.300369
"336",194.850006,196.710007,191,195,2053800,178.677307
"337",193.960007,195.75,193.190002,195.070007,1499400,178.741455
"338",195.970001,198.570007,195,196.449997,1281400,180.005936
"339",196.970001,199.929993,196.009995,199.619995,2150200,182.910599
"340",200.300003,202.110001,199.589996,201.050003,1755100,184.220871
"341",201.710007,203,200.899994,201.669998,1092400,184.789001
"342",201.360001,204.470001,201.360001,203.919998,1296600,186.850647
"343",203.679993,204.440002,201.110001,203.070007,1522400,186.071793
"344",202.160004,202.830002,200.080002,201.649994,1012200,184.770645
"345",202,202.699997,200.229996,200.5,1009900,183.716949
"346",200.429993,202.100006,200.300003,201.759995,1207700,184.871475
"347",201.380005,203.639999,201.380005,202.520004,2016900,185.567886
"348",204.139999,206.070007,203.289993,205.770004,1088100,188.545807
"349",205.630005,205.770004,204.089996,204.369995,1299200,187.263016
"350",202.809998,205.770004,202.380005,205.559998,1111500,188.353378
"351",205.630005,208.880005,205.190002,208.729996,1408800,191.257996
"352",208.25,208.690002,207.020004,208.119995,1179900,190.699066
"353",206.339996,206.789993,200.089996,201.809998,1661700,184.917297
"354",202.240005,204.570007,201.119995,204.039993,1241300,186.960602
"355",204.050003,204.470001,201.589996,201.710007,1867900,184.825638
"356",203.699997,204.669998,202.649994,203.470001,955000,186.438309
"357",203.910004,204.660004,202.110001,202.600006,1125600,185.641159
"358",202.169998,202.910004,199.820007,201.100006,1659400,184.266693
"359",201.830002,202.050003,200.070007,201.509995,1601300,184.64238
"360",201.979996,203.339996,201.5,202.850006,853300,185.870224
"361",202.669998,202.990005,199.050003,202.580002,1320900,185.622818
"362",202.679993,204.110001,201.619995,201.699997,1077400,184.816483
"363",201.320007,202.529999,197.529999,198.5,2190400,181.884323
"364",198.240005,201.270004,198.080002,199.820007,2037000,183.093857
"365",200.899994,201,195.509995,195.820007,2384500,179.42865
"366",194.529999,195.899994,193.330002,195.800003,2854300,179.410339
"367",194.729996,196.5,194.610001,195.970001,1419000,179.566116
"368",194,194.759995,190.529999,190.690002,1530900,174.728088
"369",191.080002,191.949997,190.179993,191.399994,1049600,175.378632
"370",190.440002,191.660004,187.309998,188.429993,2401200,172.657257
"371",190.100006,190.139999,187.460007,189.380005,1542800,173.527756
"372",188.259995,190.119995,187.050003,189.100006,1288900,173.271164
"373",189.270004,189.960007,187.860001,188.800003,1435100,172.996277
"374",189.160004,190.720001,185.850006,185.889999,1762200,170.329865
"375",186.119995,188.25,184.210007,187.440002,1070600,171.750137
"376",188.009995,188.630005,186.279999,186.410004,1581000,170.806351
"377",185.190002,187.539993,184.649994,187.369995,1036600,171.685959
"378",188.449997,193.350006,188,189.690002,1764900,173.811783
"379",189.410004,189.860001,187.660004,188.699997,1498700,173.756546
"380",188.570007,190.179993,187.309998,188.839996,1483900,173.885452
"381",189.210007,192.300003,188.699997,191.539993,1249600,176.371643
"382",192.229996,194.309998,191.770004,192.800003,1353700,177.53183
"383",192.039993,192.080002,190.830002,191.509995,1005200,176.343994
"384",193.009995,194.059998,191.919998,193.639999,1333700,178.305328
"385",193.240005,195.070007,192.470001,192.740005,1832300,177.476608
"386",193.139999,193.75,190.699997,191.5,1163900,176.334793
"387",191.529999,192.550003,190.460007,192.320007,1210800,177.089859
"388",192.25,195.919998,191.220001,195.429993,1522700,179.953598
"389",194.940002,195.720001,193.440002,194.350006,1086900,178.959122
"390",193.889999,196.130005,193.690002,195.279999,964400,179.81543
"391",195.279999,195.570007,192.779999,193.229996,1213500,177.927795
"392",195,198.800003,193.690002,196.75,2108500,181.169052
"393",198.800003,204.059998,195.410004,203.449997,2554400,187.338455
"394",202.020004,203.679993,199.339996,200.479996,2346800,184.603683
"395",201.350006,202.050003,197.979996,198.649994,1201000,182.918564
"396",198.649994,200.210007,195.979996,196.259995,1064400,180.71785
"397",198.550003,200.350006,197.600006,199.759995,2239300,183.940689
"398",199.389999,199.889999,195.559998,196.009995,1465100,180.48764
"399",194.179993,196.830002,193.270004,194.940002,2201000,179.502396
"400",194.039993,194.539993,191.850006,194.089996,2613300,178.719666
"401",193.679993,193.770004,192.119995,193.520004,2042800,178.194855
"402",193.679993,196.410004,193.679993,196.279999,1208400,180.736267
"403",196.270004,196.440002,194.020004,195.130005,1051200,179.677353
"404",194.979996,195.300003,192.399994,192.570007,861600,177.320068
"405",192.380005,192.770004,190.660004,191.809998,954300,176.620239
"406",191.929993,192.779999,190.479996,191.839996,813100,176.647873
"407",192,194.169998,191.75,193.630005,779100,178.296097
"408",192.830002,193.470001,190.770004,192.309998,1121000,177.080643
"409",192.630005,194.059998,191.979996,192.440002,999900,177.200363
"410",192.800003,194.029999,192.229996,193.679993,808100,178.342148
"411",194.25,195.570007,193.860001,194.919998,936000,179.483978
"412",194.649994,195.619995,193.830002,194.960007,1013400,179.520813
"413",194.389999,194.910004,192.270004,192.479996,806700,177.237198
"414",192.380005,192.990005,191.399994,191.589996,855500,176.417679
"415",192,192.649994,191.369995,192.589996,619100,177.338501
"416",193,195.770004,193,195.289993,885300,179.824646
"417",196.199997,196.399994,194.929993,195.619995,1015100,180.12854
"418",195.429993,195.949997,193.710007,194.710007,976800,179.290588
"419",194.410004,196.149994,192.050003,192.509995,1016200,177.264816
"420",191.589996,193.600006,191.350006,193.399994,1032500,178.084366
"421",192.479996,193.380005,191.399994,192.610001,741100,177.356918
"422",191.850006,194.350006,191.639999,193.979996,1162600,178.618408
"423",194.399994,195.940002,194.199997,195.240005,741400,179.778625
"424",194.770004,195.419998,193.75,194.710007,998100,179.290588
"425",195.190002,196.899994,195.039993,195.690002,1083300,180.192993
"426",194.729996,196.600006,194.699997,196.059998,960700,180.533691
"427",195.570007,197.009995,195.5,196.199997,886600,180.662598
"428",197.130005,198.809998,196.919998,198.570007,949300,182.84494
"429",198.630005,200.630005,198.339996,200.509995,998200,184.631287
"430",200.630005,202.880005,200.339996,202.429993,1072400,186.399246
"431",202.800003,204.949997,202.429993,204.610001,1050900,188.406631
"432",204.789993,206.380005,203.429993,204.009995,1363900,187.854095
"433",204.5,205.169998,200.449997,202.860001,1347700,186.795212
"434",204.089996,206.149994,203.759995,204.660004,2464200,188.452667
"435",204.300003,204.610001,202.279999,202.830002,1133600,186.767548
"436",202.679993,203.869995,201.729996,203.479996,877300,187.366089
"437",203.5,203.970001,201.490005,201.860001,1223300,185.87439
"438",202.270004,202.529999,201.089996,202.080002,947300,186.076935
"439",201.979996,204.990005,201.110001,204.720001,1569700,188.507889
"440",206,206.190002,204.559998,205.5,829800,189.22612
"441",205.770004,205.940002,204.059998,204.979996,797900,188.747284
"442",205.710007,206.630005,204.669998,205.720001,1096000,189.42868
"443",204.300003,206.179993,203.809998,205.910004,970400,190.464706
"444",206.089996,207.720001,205.509995,206.320007,1923300,190.843948
"445",206.029999,207.470001,205.330002,207.160004,1528900,191.620926
"446",206.539993,207,204.009995,204.160004,931900,188.845963
"447",204.160004,204.160004,197.720001,197.820007,1648200,182.981522
"448",197.770004,198.160004,192.660004,192.940002,2066000,178.467575
