"","BBY.Open","BBY.High","BBY.Low","BBY.Close","BBY.Volume","BBY.Adjusted"
"1",43.049999,43.16,42.23,42.759998,5362700,37.78072
"2",43.34,44.18,43.310001,43.77,4745100,38.673096
"3",42.75,42.810001,41.790001,42.639999,5829100,37.674694
"4",42.869999,43.040001,42.400002,42.77,3926500,37.789555
"5",42.91,43.810001,42.799999,43.34,5400000,38.293182
"6",43.52,44.290001,43.189999,43.860001,4718400,38.752621
"7",44.040001,44.169998,43.009998,43.419998,2899100,38.363865
"8",43.779999,44.240002,43.5,44.23,4094500,39.079544
"9",44.130001,44.369999,43.759998,43.830002,3700300,38.72612
"10",44.02,45.830002,44.02,44.880001,5182300,39.653851
"11",44.220001,44.779999,43.700001,44.77,3905400,39.556656
"12",44.75,44.82,43.400002,43.630001,4767800,38.549416
"13",43.52,43.580002,42.5,43.360001,6142200,38.310844
"14",43.240002,43.720001,42.830002,43.540001,2517700,38.469898
"15",43.48,44.310001,43.48,44.169998,2333400,39.026524
"16",44.490002,44.950001,44.450001,44.669998,3126100,39.4683
"17",44.75,45.380001,44.709999,45.23,3611700,39.963097
"18",45.290001,45.360001,42.990002,43.470001,6706400,38.408043
"19",43.419998,44.299999,43.290001,44.220001,3420600,39.070705
"20",43.779999,44.650002,43.360001,44.52,4565100,39.335766
"21",44.580002,44.73,44.049999,44.5,3059300,39.318104
"22",44.41,44.98,44.23,44.310001,3872400,39.150227
"23",44.48,45.259998,44.259998,44.73,4530800,39.521317
"24",44.73,45.169998,43.860001,43.959999,4151300,38.840969
"25",44.130001,44.299999,43.450001,43.529999,3830200,38.46106
"26",43.689999,43.880001,43.27,43.869999,3888600,38.761459
"27",44.049999,45.119999,43.830002,44.73,3703800,39.521317
"28",44.959999,45,44.310001,44.68,2433000,39.477139
"29",44.919998,45.09,43.959999,43.970001,3790700,38.849815
"30",44.099998,45.450001,44.09,45.290001,5090200,40.016109
"31",45.43,46.099998,45.259998,45.919998,4132000,40.572735
"32",45.869999,46.23,45.139999,45.369999,3203200,40.086792
"33",45.220001,45.529999,44.73,45.240002,3017400,39.971931
"34",45.66,46.080002,45.389999,45.98,3627500,40.625759
"35",46.080002,46.200001,45.549999,45.720001,2300700,40.396038
"36",45.82,45.939999,44.060001,44.310001,4135300,39.150227
"37",44.34,45.790001,44.16,45.560001,6789000,40.254669
"38",45.66,46.450001,45.529999,46.150002,6698500,40.775967
"39",45.619999,45.619999,43.75,44.130001,8709400,38.991192
"40",42.549999,42.799999,41.669998,42.139999,16415100,37.232922
"41",42.220001,45.099998,42.220001,44.849998,13471600,39.627346
"42",44.75,44.900002,44.23,44.650002,6424900,39.450645
"43",44.610001,44.630001,43.869999,43.889999,5064000,38.779133
"44",43.799999,44.68,43.75,44.549999,5272400,39.362278
"45",44.5,45.450001,44.48,45.099998,4108200,39.848225
"46",45.119999,45.310001,44.700001,44.84,2624600,39.618511
"47",44.919998,45.18,44.509998,44.799999,3834000,39.583172
"48",44.779999,45.130001,44.41,44.849998,3250000,39.627346
"49",44.759998,44.91,44,44.369999,3968300,39.203236
"50",44.040001,44.540001,43.75,44.41,3412000,39.238575
"51",44.389999,44.84,44.119999,44.5,3890400,39.318104
"52",44.720001,45.77,44.610001,45.740002,6909200,40.413712
"53",45.419998,45.73,45.02,45.549999,5877200,40.54723
"54",45.599998,45.650002,43.740002,44.060001,7107600,39.220879
"55",43.990002,45.16,43.720001,45.02,4551400,40.075432
"56",44.919998,45.23,44.540001,44.619999,3307600,39.719368
"57",44.59,45.099998,44.560001,44.849998,2553600,39.924114
"58",45.060001,46.41,44.82,46.200001,4696800,41.125835
"59",46.240002,47.049999,46.02,46.970001,3253500,41.811279
"60",47.09,47.98,47.009998,47.77,3437600,42.523411
"61",47.700001,48.689999,47.630001,48.59,3243600,43.253345
"62",48.400002,49.349998,48.299999,49.150002,4129300,43.751846
"63",49.150002,49.240002,48.419998,48.529999,5623500,43.199932
"64",48.400002,48.790001,48.16,48.650002,5647800,43.306763
"65",48.799999,48.939999,47.939999,47.970001,2949300,42.701439
"66",48.330002,48.830002,47.880001,47.990002,4386800,42.719254
"67",48,48.310001,47.68,48.220001,4585700,42.923988
"68",48.459999,49.09,48.380001,48.549999,3581100,43.217739
"69",48.580002,48.779999,48.169998,48.650002,2758500,43.306763
"70",48.66,48.669998,48.290001,48.360001,2171000,43.048607
"71",48.330002,48.73,48.240002,48.27,3168000,42.968487
"72",48.470001,48.5,48.029999,48.360001,2730300,43.048607
"73",48.360001,49.310001,48.16,48.52,2946000,43.19104
"74",48.689999,49.990002,48.68,49.380001,3859500,43.956577
"75",49.82,50.869999,49.669998,50.529999,4845100,44.980278
"76",50.48,50.919998,50.060001,50.639999,3651300,45.078205
"77",51,51.419998,50.709999,51.150002,2688800,45.532181
"78",52.43,52.610001,50.98,51.77,4515800,46.084087
"79",51.84,52.57,51.82,52.25,2876800,46.511368
"80",52.25,52.669998,52,52.349998,3208100,46.600388
"81",52.419998,52.450001,51.490002,51.810001,3001400,46.119686
"82",51.990002,51.990002,51.389999,51.459999,2234200,45.808132
"83",51.5,51.740002,51.240002,51.509998,3395200,45.852634
"84",51.25,51.75,51.07,51.650002,2649400,45.977257
"85",51.650002,51.84,50.75,50.869999,4871900,45.282925
"86",51.130001,51.66,50.970001,51.619999,2812900,45.950562
"87",51.790001,52.009998,51.669998,51.759998,2654100,46.07518
"88",51.889999,52.029999,51.740002,51.82,1980400,46.128597
"89",51.889999,52.209999,51.630001,52,2351100,46.28883
"90",51.669998,52.02,51.18,51.970001,2769000,46.262127
"91",51.740002,51.759998,50.830002,51.110001,3333100,45.496574
"92",51.299999,51.599998,50.990002,51.16,2529900,45.54108
"93",51.099998,51.830002,50.700001,51.82,3534200,46.128597
"94",51.82,52.049999,50.57,50.610001,4636200,45.051487
"95",50.849998,51.330002,50.360001,50.630001,3232200,45.069294
"96",50.869999,51.5,50.5,51.330002,2500500,45.69241
"97",51.509998,51.919998,51.450001,51.75,3676300,46.066284
"98",51.860001,52.119999,51.169998,51.549999,3370900,45.888252
"99",51.509998,51.830002,50.290001,50.419998,7871200,44.882343
"100",57.450001,61.950001,56.299999,61.25,33404100,54.522892
"101",60.41,60.880001,58.880001,58.970001,14895700,52.493313
"102",58.799999,59.82,58.700001,59.279999,5326200,52.769257
"103",59.32,59.439999,58.709999,59.389999,5726700,52.867176
"104",59.360001,60.34,59.169998,60.299999,3448800,53.677242
"105",60.299999,60.349998,59.23,59.669998,4695700,53.116425
"106",59.82,59.869999,59.18,59.52,3514100,52.982903
"107",59.5,59.57,58.419998,58.529999,4255100,52.101635
"108",58.82,59.610001,58.689999,59.380001,4086900,52.85828
"109",59.380001,59.959999,58.970001,59.110001,3208600,52.617924
"110",59.02,59.34,57.810001,58.130001,5689900,51.745564
"111",57.900002,58.029999,57.119999,57.119999,7552500,50.846485
"112",56.759998,58.119999,56.700001,57.849998,3965500,51.804684
"113",57.48,57.82,56.610001,57.48,4202200,51.473339
"114",56.73,57,55.73,56.549999,4095200,50.640522
"115",56.09,56.459999,55.169998,55.650002,6589500,49.834579
"116",56.029999,56.099998,55.380001,55.790001,3148600,49.959949
"117",55.880001,56.02,54.849998,54.93,2352800,49.189823
"118",55.110001,55.48,54.77,55.169998,2029500,49.404739
"119",55.130001,55.669998,54.650002,55.220001,2178400,49.449505
"120",54.990002,55.459999,54.830002,55.18,4088400,49.413696
"121",55.669998,56.540001,55.619999,56.290001,4117000,50.407703
"122",56.380001,57.119999,56.080002,56.18,2455200,50.3092
"123",56.52,57.349998,56.389999,56.77,2434700,50.83754
"124",56.860001,57.330002,56.360001,57.259998,3980300,51.276337
"125",57.599998,58.07,57.32,57.330002,2981500,51.339012
"126",57.869999,59.369999,57.849998,59.220001,2795700,53.031517
"127",59.119999,59.689999,58.07,58.150002,3588500,52.073338
"128",58,58.150002,57.32,57.419998,1895400,51.419617
"129",57.52,58.080002,57.34,57.869999,2509600,51.822578
"130",55.18,55.509998,53.099998,54.23,11380200,48.562969
"131",54.32,54.66,53.029999,53.689999,5179000,48.079395
"132",54.099998,54.169998,53.009998,53.299999,3989700,47.730148
"133",53.689999,54.900002,53.599998,54.66,4392900,48.948021
"134",55.029999,56.470001,55,55.259998,3585900,49.485336
"135",55.130001,56.34,55.07,56,2895400,50.147995
"136",55.990002,56.529999,55.689999,55.790001,2285400,49.959949
"137",56.130001,56.509998,55.970001,56.169998,2094700,50.300236
"138",56.040001,56.18,52.970001,53.959999,8002000,48.321182
"139",53.240002,54.5,53.16,54.139999,4666500,48.482368
"140",54,55.27,54,54.799999,3322800,49.073399
"141",55.25,55.919998,54.970001,55.32,3468300,49.539063
"142",55.450001,55.869999,55.02,55.57,2128500,49.762939
"143",55.400002,57.139999,55.23,57.049999,3249300,51.08828
"144",57.16,57.790001,57.049999,57.639999,2519800,51.616623
"145",57.68,58.779999,57.68,58.34,3036800,52.243481
"146",58.599998,59.599998,58.549999,59.48,4210300,53.264339
"147",59.509998,60.099998,58.259998,59.380001,3763000,53.174793
"148",59.41,60.509998,59.310001,59.689999,2213400,53.452393
"149",59.880001,60.459999,59.790001,60.279999,2006600,53.980743
"150",60.490002,61.779999,60.349998,61.759998,3529100,55.306084
"151",61.82,62.360001,61.380001,61.48,2467300,55.055344
"152",61.209999,61.889999,60.709999,61.07,2573100,54.688187
"153",60.700001,60.700001,59.759998,59.779999,2760200,53.53299
