"","MMC.Open","MMC.High","MMC.Low","MMC.Close","MMC.Volume","MMC.Adjusted"
"40",74.059998,74.760002,73.93,74.650002,1677300,68.630287
"41",74.519997,74.589996,74.099998,74.129997,1248800,68.152199
"42",74.110001,74.339996,73.870003,74.220001,1014900,68.234947
"43",73.82,74.269997,73.650002,73.82,1197900,67.86721
"44",73.589996,73.93,73.480003,73.620003,1261200,67.683342
"45",73.889999,73.889999,72.910004,72.949997,2038700,67.067375
"46",73.18,73.339996,72.849998,73.099998,1745900,67.205261
"47",73.470001,73.779999,73.050003,73.669998,1363900,67.729317
"48",73.510002,74.269997,73.510002,74.230003,1532200,68.244148
"49",73.910004,74.5,73.889999,74.25,1411400,68.262535
"50",74.25,74.550003,73.879997,74.349998,1376100,68.354477
"51",74.260002,74.730003,74.260002,74.68,1546600,68.65786
"52",74.870003,75.230003,74.589996,75.139999,2466100,69.080772
"53",75,75.239998,74.900002,75.029999,1719300,68.97963
"54",75.459999,75.519997,74.120003,74.199997,1664400,68.216545
"55",74.230003,74.709999,73.790001,74.440002,1065000,68.437218
"56",74.330002,75.129997,74.110001,74.610001,1725900,68.593491
"57",74.720001,75,74.389999,74.57,2274000,68.556732
"58",73.800003,74.800003,73.629997,74.610001,1321900,68.593491
"59",74.379997,75.150002,74.18,74.919998,3454400,68.878517
"60",74.800003,74.900002,74.370003,74.400002,1644000,68.400444
"61",74.190002,74.589996,74.050003,74.110001,1833200,68.133812
"62",73.970001,74.269997,73.620003,73.889999,3018200,67.93158
"63",74.029999,74.190002,73.230003,73.32,2428500,67.407524
"64",73.360001,73.779999,73.199997,73.419998,1765200,67.499458
"65",73.419998,74.110001,73.209999,73.379997,2581600,67.77655
"66",73.379997,73.650002,73,73.269997,1646500,67.67495
"67",73.110001,73.709999,73.040001,73.419998,1352400,67.813515
"68",73.459999,73.839996,73.290001,73.379997,1348500,67.77655
"69",73.059998,73.400002,72.919998,73.389999,1525600,67.785805
"70",73.050003,73.239998,72.410004,72.720001,2147200,67.166969
"71",72.629997,72.830002,72.040001,72.07,1682200,66.566605
"72",72.150002,72.730003,72.019997,72.709999,1948300,67.157715
"73",72.419998,72.82,72.32,72.620003,1098500,67.0746
"74",73.110001,73.150002,72.449997,72.650002,1461900,67.102303
"75",72.919998,73.489998,72.470001,73.290001,2273900,67.693428
"76",73.139999,73.339996,71.790001,71.879997,3067700,66.391098
"77",73.120003,73.199997,72.300003,73.029999,2249000,67.453293
"78",73.400002,73.489998,73.019997,73.059998,1722700,67.480988
"79",73.099998,73.660004,72.860001,73.419998,2439500,67.813515
"80",73.559998,74.82,73.5,74.25,4044200,68.580116
"81",74.349998,74.540001,74.07,74.129997,1862700,68.469284
"82",74.370003,74.5,73.730003,74.32,1890600,68.644783
"83",74.57,74.620003,73.870003,74.050003,1564000,68.395393
"84",73.860001,74.089996,73.610001,73.910004,1698600,68.266098
"85",74.150002,74.980003,73.720001,74.379997,1529900,68.700203
"86",74.480003,74.57,74.25,74.510002,1411700,68.820267
"87",72.959999,74.75,72.959999,74.120003,1100400,68.460052
"88",74.25,74.540001,73.470001,73.650002,1462000,68.025917
"89",73.589996,73.940002,73.559998,73.790001,1145100,68.155251
"90",73.419998,73.809998,73.239998,73.68,1312500,68.05365
"91",73.540001,73.790001,73.110001,73.379997,1122500,67.77655
"92",73.169998,74.160004,73.040001,73.809998,1085000,68.173721
"93",73.959999,74.150002,73.589996,74.080002,1233800,68.423119
"94",74.080002,74.080002,73.239998,73.709999,1989100,68.081352
"95",73.870003,74.910004,73.650002,74.5,2246700,68.811028
"96",74.639999,74.830002,74.290001,74.610001,2129300,68.912613
"97",74.779999,75,74.559998,74.730003,1135000,69.023468
"98",74.699997,74.889999,74.519997,74.739998,1132600,69.032707
"99",74.849998,75.199997,74.720001,75.099998,1028600,69.365211
"100",75.279999,76.68,75.099998,76.529999,1675200,70.68602
"101",76.339996,76.540001,76.019997,76.370003,1453700,70.538223
"102",76.25,77.559998,76.190002,77.389999,3545200,71.480347
"103",77.169998,77.849998,77.07,77.559998,3769400,71.63736
"104",77.610001,77.610001,76.839996,77.349998,2023200,71.443405
"105",77.25,77.599998,77.150002,77.5,1497700,71.58194
"106",77.510002,77.870003,77.360001,77.379997,857900,71.471115
"107",77,77.050003,76.580002,76.839996,2028500,70.972351
"108",77.099998,77.239998,76.669998,76.889999,1952600,71.018532
"109",76.889999,77.43,76.809998,77.300003,1831300,71.397224
"110",77.360001,78.32,77.160004,78.230003,1651400,72.256203
"111",78.169998,78.580002,77.919998,78.510002,1902600,72.514832
"112",78.459999,79.07,78.43,78.599998,1336300,72.597954
"113",78.639999,79.699997,78.440002,79.580002,2055900,73.50312
"114",79.379997,80.230003,79.25,80.099998,1501100,73.983406
"115",80.25,80.459999,79.949997,80.269997,1795500,74.140411
"116",80.400002,80.470001,79.910004,80.139999,2196800,74.020348
"117",80.150002,80.330002,79.769997,79.800003,1319700,73.706314
"118",80.32,80.32,79.309998,79.400002,1849000,73.336861
"119",79.150002,79.419998,78.629997,78.68,1692600,72.671837
"120",78.900002,79,78.010002,78.059998,1860300,72.099167
"121",78.139999,78.589996,77.949997,78.150002,1559900,72.182304
"122",78.400002,78.400002,77.75,77.910004,2038800,71.96064
"123",78.32,78.860001,78.139999,78.709999,1760000,72.699554
"124",79.080002,79.18,77.540001,77.660004,2162000,71.729721
"125",78.239998,78.629997,77.489998,77.959999,2058000,72.006805
"126",78.449997,78.709999,78.010002,78.010002,1003100,72.053009
"127",78.040001,78.389999,77.690002,78.120003,1323200,72.154587
"128",77.940002,78.279999,77.5,77.669998,1910700,71.738976
"129",77.709999,78.629997,77.370003,78.330002,1396700,72.699577
"130",78.129997,78.459999,78.050003,78.089996,1038300,72.476807
"131",78.07,78.269997,77.32,77.410004,1107900,71.845695
"132",77.68,78.330002,77.349998,78.160004,1342100,72.541801
"133",78.190002,78.879997,78.010002,78.739998,1342300,73.080093
"134",78.470001,79.110001,78.169998,78.860001,989100,73.19146
"135",78.830002,79.129997,78.669998,78.989998,1269900,73.312134
"136",78.580002,79.209999,78.550003,79.150002,1081500,73.460625
"137",79.239998,79.389999,78.919998,79.199997,1081700,73.507027
"138",79.239998,79.75,78.970001,79.639999,1864400,73.915398
"139",79.519997,80.110001,79.510002,80.010002,1609800,74.258804
"140",80.019997,80.389999,79.769997,80.279999,1227800,74.509407
"141",80.93,81,80.419998,80.559998,2113400,74.769279
"142",80.57,80.769997,80.080002,80.220001,1689500,74.453705
"143",79.309998,79.309998,77.160004,77.410004,4164500,71.845695
"144",77.449997,78.739998,77.169998,78.68,1758600,73.024406
"145",78.93,79.139999,77.870003,77.970001,2304500,72.365448
"146",78.190002,78.790001,77.769997,78.760002,1802500,73.098656
"147",78.82,78.879997,78.43,78.639999,2273600,72.987267
"148",78.599998,78.860001,78.150002,78.43,1401900,72.792389
"149",78.620003,78.82,78.029999,78.18,2033300,72.560356
"150",78.150002,78.269997,77.919998,78,1443000,72.393295
"151",77.75,77.889999,77.339996,77.440002,1439000,71.87355
"152",77.18,77.660004,77.040001,77.480003,1656200,71.910675
"153",77.18,77.639999,77,77.080002,1600400,71.539429
"154",77.209999,77.529999,76.959999,77.019997,882300,71.483734
"155",77.419998,77.900002,77.419998,77.769997,856600,72.179802
"156",77.980003,78.389999,77.860001,78.110001,1423600,72.495384
"157",78.300003,78.57,78,78.150002,1737700,72.532494
"158",78.150002,78.620003,77.209999,77.209999,1681300,71.660065
"159",77.209999,77.879997,76.879997,77.360001,1864600,71.799286
"160",77.309998,77.550003,76.980003,77.459999,1172400,71.892105
"161",77.739998,78.190002,77.540001,78.129997,971000,72.513947
"162",77.800003,77.900002,77.160004,77.160004,1156600,71.613686
"163",77.309998,77.43,76.849998,76.879997,874200,71.353783
"164",77.209999,77.459999,76.910004,76.959999,1698200,71.428032
"165",77.120003,77.709999,76.980003,77.440002,2344100,71.87355
"166",76.959999,77.629997,76.68,77,1165700,71.465172
"167",76.919998,77.68,76.919998,77.410004,1268900,71.845695
"168",77.660004,78.18,77.629997,78.080002,1888700,72.467537
"169",78.059998,78.370003,77.629997,77.870003,1286000,72.272644
"170",77.57,78.580002,77.410004,78.089996,2407500,72.476807
"171",78.419998,79.290001,78.190002,78.970001,2902500,73.293564
"172",79.029999,79.43,78.349998,78.839996,2582900,73.172913
"173",78.790001,82.330002,78.68,81.949997,4130400,76.059349
"174",81.5,82.860001,80.739998,81.199997,4268500,75.363266
"175",81.389999,81.940002,81.010002,81.760002,1884300,75.883011
"176",81.419998,81.870003,81.239998,81.75,1954600,75.873734
"177",81.639999,81.669998,80.559998,81.199997,3248300,75.363266
"178",81.290001,81.470001,81.019997,81.32,3359400,75.47464
"179",81.410004,81.550003,80.940002,81.449997,2473200,75.595299
"180",81.57,81.93,81.419998,81.769997,1444200,75.892288
"181",81.879997,82.650002,81.760002,82.589996,1689100,76.653343
"182",82.57,82.800003,81.910004,82.339996,1802600,76.421318
"183",82.309998,82.779999,82.07,82.720001,1139500,76.77401
"184",82.580002,82.940002,82.419998,82.879997,1695400,76.922508
"185",82.830002,83.989998,82.68,83.650002,2306600,77.637154
"186",83.93,84.32,83.269997,84.220001,2135100,78.166183
"187",84.110001,84.32,83.349998,83.660004,2778700,77.646439
"188",83.43,83.889999,83.190002,83.809998,2010100,77.785652
"189",84,84.519997,83.650002,84.519997,1476900,78.444611
"190",84.309998,84.470001,83.970001,84.389999,1450200,78.323959
"191",83.669998,83.970001,83.019997,83.260002,2200600,77.275192
"192",83.330002,83.93,83.050003,83.699997,1862700,77.683563
"193",83.559998,83.940002,82.949997,83.199997,1067700,77.567024
"194",83.209999,83.540001,82.959999,83.349998,1352600,77.706871
"195",83.400002,83.68,83.330002,83.489998,1184400,77.837387
"196",83.580002,83.650002,83.260002,83.580002,1205100,77.921295
"197",83.540001,83.93,83.370003,83.57,1594600,77.91198
"198",83.790001,84.489998,83.790001,83.900002,1237300,78.219643
"199",84.120003,84.389999,83.580002,83.910004,1220100,78.228966
"200",84.099998,84.18,83.290001,83.529999,1437800,77.874702
"201",83.540001,83.760002,83,83.550003,1374800,77.893333
"202",83.519997,84.300003,83.419998,84.290001,1028200,78.583229
"203",84.720001,84.739998,84.190002,84.440002,1435800,78.723068
"204",84.550003,84.709999,84.220001,84.279999,1078800,78.573906
"205",84.419998,84.900002,84.260002,84.489998,1415100,78.769676
"206",84.339996,84.620003,83.800003,84.470001,1926200,78.75103
"207",83.620003,83.870003,81.309998,81.360001,3179200,75.851608
"208",81.360001,81.769997,80.459999,81,2511400,75.515968
"209",80.949997,81.629997,80.489998,80.620003,2842000,75.161705
"210",80.699997,81.699997,80.620003,80.93,2447100,75.450699
"211",81.440002,82.580002,81.370003,82.419998,3550400,76.839828
"212",82.400002,83.75,82.18,83.660004,2685400,77.99588
"213",83.290001,83.370003,82.32,82.379997,1511700,76.802551
"214",82.220001,83.190002,81.870003,82.629997,1274400,77.035645
"215",82.529999,83.25,82.269997,82.459999,1623300,76.877129
"216",82.540001,83.010002,82.209999,82.43,1523900,76.849167
"217",82.07,83.040001,82.07,82.93,1262100,77.315323
"218",83,83.339996,82.370003,83.150002,1039700,77.520416
"219",83.010002,83.290001,82.779999,83,1857700,77.380547
"220",82.919998,83.970001,82.68,83.599998,1364300,77.939941
"221",83.269997,84,83.080002,83.139999,1822200,77.511086
"222",83.440002,83.669998,82.900002,82.910004,1526300,77.296669
"223",82.629997,83,82.290001,82.349998,1507200,76.774567
"224",82.559998,83.099998,82.480003,82.93,889100,77.315323
"225",83.019997,83.669998,82.849998,83.449997,1134100,77.800095
"226",83.400002,83.400002,82.360001,82.650002,1057700,77.05426
"227",82.730003,83.120003,82.089996,82.339996,445400,76.765251
"228",82.519997,82.839996,82.43,82.5,987000,76.914406
"229",82.779999,83.730003,82.709999,83.620003,1467900,77.958588
"230",83.739998,84.360001,83.389999,83.599998,1220500,77.939941
"231",84.07,84.699997,83.300003,83.93,2782700,78.247597
"232",84.32,85.099998,83.029999,85.059998,2148200,79.301102
"233",85.599998,86.540001,85.120003,85.970001,2477800,80.149498
"234",86.169998,86.489998,84.849998,85.010002,2055300,79.254486
"235",84.510002,84.980003,84.059998,84.400002,1398900,78.685791
"236",84.300003,84.300003,83.589996,83.730003,934500,78.06115
"237",84.019997,84.209999,83.690002,84.129997,773000,78.434059
"238",84.32,84.410004,83.620003,83.93,1081100,78.247597
"239",83.949997,84.669998,83.629997,84.650002,1686000,78.918861
"240",84.519997,84.68,83.080002,83.400002,2776300,77.753494
"241",83.260002,83.629997,82.709999,83.019997,2837500,77.399216
"242",83.389999,84.18,82.949997,83.110001,3725200,77.483124
"243",83.470001,83.889999,82.410004,82.5,2475400,76.914406
"244",83.120003,83.580002,82.470001,82.519997,2118900,76.93306
"245",82.949997,83.019997,82.059998,82.120003,1769900,76.560143
"246",82.5,82.830002,80.639999,80.709999,3275700,75.245605
"247",80.919998,81.18,80.120003,80.690002,1875300,75.226959
"248",80.699997,81.32,80.550003,80.739998,734100,75.273575
"249",80.93,81.75,80.790001,81.690002,1759400,76.159256
"250",81.849998,82.010002,81.610001,81.970001,1055800,76.420311
"251",82.160004,82.300003,81.370003,81.389999,1408200,75.879562
"252",81.839996,81.93,80.239998,80.400002,2927100,74.956604
"253",80.650002,81.639999,80.330002,81.449997,2025200,75.935509
"254",81.720001,82.790001,81.650002,82.300003,1600700,76.727959
"255",82.330002,82.919998,82.099998,82.870003,1487500,77.259369
"256",82.580002,82.970001,81.970001,81.989998,1430200,76.438942
"257",82.150002,82.589996,81.889999,81.989998,2527000,76.438942
"258",81.949997,82.120003,81.040001,81.160004,2567800,75.665154
"259",81.18,81.309998,80.610001,81.019997,2674300,75.534622
"260",81.209999,81.980003,80.720001,81.739998,2717000,76.205864
"261",82.139999,82.389999,81.199997,81.260002,2246300,75.758385
"262",81.660004,81.82,81.379997,81.529999,2234400,76.010086
"263",81.419998,81.889999,80.709999,81.559998,2787800,76.038055
"264",81.779999,82.639999,81.68,82.080002,2552400,76.522865
"265",82.370003,82.760002,82.120003,82.709999,1789700,77.110191
"266",82.669998,83.349998,82.360001,82.959999,2069300,77.343269
"267",82.989998,83.879997,82.739998,83.419998,2937800,77.772133
"268",83.730003,84.099998,83.220001,83.57,2017900,77.91198
"269",83.93,85.769997,83.839996,85.720001,2202100,79.91642
"270",85.580002,85.800003,84.690002,84.709999,2249900,78.974785
"271",84.230003,84.68,83.650002,83.739998,1733200,78.417625
"272",83.769997,84.269997,83.459999,83.519997,2271000,78.211601
"273",83.580002,85.68,82.959999,85.050003,3983500,79.644356
"274",84.989998,85.760002,84.25,84.690002,3418500,79.307251
"275",84.489998,85.32,82.519997,82.519997,4232000,77.275146
"276",81.209999,82.830002,80.660004,82.239998,4985000,77.012955
"277",82.040001,83.419998,81.839996,82.160004,2722900,76.938042
"278",82.040001,82.349998,79.269997,79.309998,3748500,74.26918
"279",79.830002,80.889999,78.690002,80.43,3077500,75.318001
"280",80.610001,81.699997,80.449997,81.040001,3075800,75.889236
"281",80.489998,81.650002,80.489998,81.279999,1702300,76.113968
"282",80.790001,82.330002,80.790001,82.260002,2040000,77.031677
"283",82.650002,83,82.260002,82.440002,1831500,77.200233
"284",82.330002,83.330002,82.230003,82.760002,2011000,77.499893
"285",82.580002,83.760002,82.330002,83.510002,1829900,78.202248
"286",83.529999,84.230003,82.709999,82.760002,1629800,77.499893
"287",82.889999,83.400002,81.769997,81.900002,2307000,76.694565
"288",82.18,83.589996,82.099998,83.57,1431800,78.258415
"289",83.589996,84.790001,83.489998,84.690002,1654400,79.307251
"290",84.639999,85.43,84.309998,84.309998,2461600,78.951401
"291",84.730003,85.440002,83.010002,83.019997,2003100,77.74337
"292",82.849998,83.650002,81.279999,81.82,1917300,76.619652
"293",81.519997,82.82,81.040001,82.620003,1872400,77.368797
"294",81.919998,83.57,81.669998,83.330002,1796300,78.033684
"295",83.400002,83.650002,82.550003,83.540001,1265900,78.230331
"296",83.050003,83.970001,82.849998,83.800003,1194900,78.473793
"297",84.07,84.489998,83.370003,84.440002,1411300,79.073128
"298",84.879997,85.900002,84.529999,85.870003,2046400,80.412231
"299",85.940002,85.940002,84.739998,84.910004,1410900,79.513252
"300",85.260002,85.449997,84.400002,84.620003,1437300,79.241699
"301",84.940002,84.940002,83.510002,83.769997,1407500,78.445702
"302",84.139999,84.260002,83.169998,83.860001,1792400,78.529991
"303",84.290001,84.589996,83.849998,84.330002,2371600,78.970116
"304",84.32,85.139999,83.639999,84.419998,2480300,79.05439
"305",84.5,85.139999,84.489998,84.93,1600800,79.531967
"306",84.940002,85.220001,84.480003,84.489998,1489600,79.119934
"307",83.959999,84.139999,82.370003,82.43,2023900,77.190872
"308",82.440002,82.68,80.519997,80.540001,1932700,75.420998
"309",81.580002,82.25,80.940002,82.089996,2259300,76.872482
"310",82.110001,82.730003,80.980003,81.389999,1371400,76.216972
"311",81.599998,82.43,80.769997,81.889999,1395200,76.685219
"312",82.440002,83.269997,82.18,82.589996,1383200,77.340714
"313",82.370003,82.68,80.019997,80.970001,1983200,75.823669
"314",81,81.559998,80.470001,81.260002,2157300,76.095238
"315",80.339996,82.139999,80.339996,81.980003,1757100,76.769463
"316",82.459999,82.730003,81.870003,82.139999,1407100,76.919312
"317",81.470001,81.919998,80.160004,80.720001,1916000,75.589561
"318",80.589996,81.790001,80.18,80.620003,1585800,75.848297
"319",81.519997,82.029999,81.209999,81.709999,1693200,76.873772
"320",80.889999,81.489998,80.760002,81.190002,1276200,76.384537
"321",81.620003,82.519997,81.43,81.989998,1043700,77.137177
"322",82.400002,82.629997,81.730003,81.970001,1384800,77.118385
"323",82.620003,84.010002,82.43,83.610001,1765900,78.661308
"324",83.849998,84.519997,83.75,84.029999,1733300,79.056442
"325",84.309998,84.410004,83.75,83.910004,1380100,78.943565
"326",83.93,84.25,83.169998,83.349998,1675100,78.416718
"327",83.580002,83.75,82.5,82.900002,2688900,77.99334
"328",83.089996,83.540001,82.809998,83.480003,1232100,78.539017
"329",83.529999,83.82,82.089996,82.57,1479300,77.682869
"330",82.5,82.879997,81.769997,82.610001,1288300,77.720505
"331",83.019997,83.970001,81.559998,82.660004,2150000,77.767563
"332",82.309998,82.75,81.739998,82.43,1489800,77.551155
"333",82.75,82.910004,81.5,81.5,1824300,76.676208
"334",81.480003,81.870003,80.709999,81.489998,1227400,76.666801
"335",81.110001,81.489998,79.699997,79.82,1995600,75.095642
"336",79.639999,80.690002,79.110001,80.629997,2878100,75.857689
"337",80.230003,81.620003,79.919998,81.150002,1279600,76.346909
"338",81.160004,81.589996,80.970001,81.260002,946800,76.450401
"339",80.949997,81.440002,80.589996,81.160004,1360400,76.356331
"340",81.75,81.75,80.739998,81.25,1233400,76.440987
"341",81.760002,81.889999,81.199997,81.769997,2113900,76.930214
"342",81.660004,82.190002,81.470001,81.57,1417900,76.74205
"343",81.720001,82.010002,80.980003,81.120003,1028700,76.318695
"344",80.959999,81.360001,80.580002,80.730003,1348400,75.951775
"345",80.760002,81.019997,80.470001,80.620003,1251300,75.848297
"346",80.5,81.150002,80.080002,81,1424900,76.205795
"347",81.050003,81.510002,80.870003,81.169998,1585200,76.365738
"348",81.269997,81.870003,81.269997,81.419998,1077600,76.600922
"349",81.419998,82.160004,81.360001,81.660004,1487400,76.826729
"350",81.480003,81.800003,81.18,81.639999,1299200,76.807899
"351",81.489998,81.660004,81.059998,81.440002,1139300,76.619759
"352",81.300003,81.790001,81,81.300003,995100,76.488037
"353",80.559998,80.629997,78.599998,79.089996,1715200,74.408836
"354",79.589996,80.889999,79.309998,80.769997,1753300,75.989403
"355",80.610001,80.809998,80.089996,80.370003,3211200,75.613083
"356",81.089996,81.300003,80.290001,80.43,1307500,75.66954
"357",80.660004,81.160004,80.660004,80.970001,912900,76.177567
"358",80.940002,81.160004,80.339996,81.110001,1509300,76.30928
"359",81.300003,81.730003,81,81.57,1507600,76.74205
"360",81.849998,82.25,81.610001,82.190002,1367200,77.325356
"361",82.120003,82.910004,81.879997,82.900002,987100,77.99334
"362",82.959999,82.970001,82.32,82.410004,930300,77.532349
"363",82.290001,82.599998,81.669998,81.699997,1317700,76.864365
"364",82.080002,82.550003,82.010002,82.18,1602000,77.315948
"365",82.370003,82.75,81.739998,81.940002,1754500,77.090172
"366",82.040001,82.480003,81.300003,82.339996,3928000,77.466476
"367",81.879997,82.730003,81.360001,82.620003,1579300,77.729904
"368",82.110001,82.639999,81.970001,82.300003,1623100,77.428856
"369",82.260002,82.550003,80.980003,81.040001,1375900,76.243439
"370",80.68,80.970001,80.220001,80.760002,1740900,75.980003
"371",80.989998,81.879997,80.989998,81.599998,2452400,76.770271
"372",81.489998,82.129997,81.099998,81.900002,2143200,77.052528
"373",81.760002,82.040001,81.190002,81.300003,1541100,76.488037
"374",81.099998,81.559998,80.220001,80.25,1707700,75.500191
"375",80.370003,81.309998,80.330002,81.029999,1404100,76.234016
"376",81.279999,82.410004,81.199997,81.970001,2378600,77.118385
"377",81.610001,82.300003,81.379997,82.239998,2072300,77.372406
"378",82.459999,83.139999,82.269997,82.550003,1163600,77.66407
"379",82.839996,83.379997,82.440002,83.379997,1830500,78.444931
"380",83.440002,84.82,83.139999,84.230003,1897900,79.244621
"381",84.459999,85.970001,84.419998,85.889999,2119500,80.806381
"382",85.709999,85.830002,85.089996,85.18,2438000,80.527481
"383",84.900002,85.330002,84.519997,84.870003,1958900,80.234413
"384",85.209999,85.940002,85.029999,85.889999,1349700,81.198708
"385",85.739998,86.620003,85.550003,86.559998,1623200,81.832108
"386",86.68,86.980003,86.290001,86.760002,1945900,82.021179
"387",86.599998,87.18,86.43,86.93,1461500,82.181892
"388",86.93,87.760002,86.650002,87.730003,1568600,82.938202
"389",87.379997,87.889999,87.059998,87.129997,2140100,82.370964
"390",87.080002,87.690002,87,87.480003,1357400,82.701866
"391",87.5,87.699997,87.260002,87.440002,2003500,82.664047
"392",87.029999,87.720001,86.970001,87.089996,3012200,82.333138
"393",86.730003,87.739998,86.440002,87.589996,3274900,82.80584
"394",87.239998,87.25,83.610001,85.5,4432700,80.830009
"395",85.220001,85.589996,84.230003,84.260002,2480700,79.657722
"396",84.300003,84.790001,83.959999,84.07,1747000,79.478096
"397",84.18,84.220001,83.110001,83.360001,2405000,78.806885
"398",83.379997,83.949997,82.839996,83.050003,2001100,78.513824
"399",82.760002,83.279999,82.330002,82.82,2011700,78.296394
"400",82.720001,83.18,82.480003,83.150002,1367100,78.608345
"401",83.080002,83.540001,82.900002,83.489998,1583000,78.929779
"402",83.610001,84.139999,83.419998,83.739998,1365800,79.166138
"403",83.690002,84.269997,83.379997,84,1999100,79.411942
"404",84,84.290001,83.809998,84.019997,1693700,79.43084
"405",83.459999,83.629997,82.779999,83.010002,1515400,78.476013
"406",83.160004,83.440002,82.150002,82.379997,1370500,77.880409
"407",82.510002,83.279999,82.300003,82.760002,1987800,78.239655
"408",82.440002,82.959999,82.059998,82.800003,1977200,78.277466
"409",83.059998,83.849998,83.059998,83.629997,1147200,79.062134
"410",83.639999,84.190002,83.580002,84,916600,79.411942
"411",84.050003,84.279999,83.32,83.339996,1107000,78.787987
"412",83.389999,84.209999,83.099998,84.160004,1765600,79.563202
"413",83.900002,84.110001,83.410004,83.459999,1319400,78.901421
"414",83.449997,83.690002,83.349998,83.449997,976500,78.891975
"415",83.660004,84.230003,83.349998,84.199997,1049800,79.601013
"416",84.5,84.760002,84.379997,84.720001,1453100,80.092598
"417",84.790001,84.849998,84.110001,84.230003,1214700,79.629372
"418",84.309998,84.769997,84.190002,84.620003,1836300,79.998062
"419",84.629997,84.629997,83.889999,84.059998,1116500,79.468651
"420",83.959999,84.709999,83.419998,84.629997,1984400,80.007515
"421",84.660004,84.779999,84.199997,84.779999,1551600,80.14933
"422",84.779999,85.190002,84.669998,84.889999,1279600,80.253326
"423",84.879997,85.440002,84.720001,85.339996,1611900,80.678734
"424",85.290001,85.910004,85.139999,85.730003,1452200,81.047447
"425",86,86.519997,85.800003,86.150002,1749900,81.444504
"426",85.849998,86.599998,85.629997,86.370003,1474600,81.652496
"427",86.300003,86.419998,85.68,85.739998,1330100,81.056877
"428",85.989998,86.050003,85.68,85.900002,1890300,81.20816
"429",86.099998,86.839996,85.690002,86.769997,1260100,82.030647
"430",86.949997,86.949997,86.309998,86.629997,1026500,81.898285
"431",84.290001,85.059998,83.010002,83.160004,4776700,78.617821
"432",83.599998,85.540001,83.169998,85.300003,3084800,80.640915
"433",85.489998,85.639999,84.860001,85.07,2099000,80.423485
"434",85.050003,86.220001,85.050003,85.940002,2708800,81.245972
"435",85.809998,85.970001,85.199997,85.360001,1122100,80.697647
"436",85.150002,85.300003,84.160004,84.300003,1968000,79.695541
"437",84.120003,84.43,83.370003,83.669998,2622300,79.099945
"438",83.760002,84.18,83.260002,83.330002,1582500,78.778534
"439",83.07,83.25,82.519997,82.720001,2262800,78.201859
"440",83.07,83.57,82.669998,83.419998,1409000,78.863609
"441",83.419998,83.519997,82.949997,83.510002,1632100,78.948692
"442",83.959999,84,83.269997,83.440002,1468300,78.882523
"443",83.389999,83.940002,83.120003,83.599998,1510300,79.033783
"444",83.639999,84.07,83.080002,83.18,967300,78.636711
