"","MSI.Open","MSI.High","MSI.Low","MSI.Close","MSI.Volume","MSI.Adjusted"
"155",88.110001,88.879997,88,88.599998,683400,82.504173
"156",88.720001,88.870003,87.900002,87.919998,895900,81.870949
"157",88.050003,88.620003,86.440002,88.190002,1548700,82.122375
"158",87.639999,88.410004,87.080002,87.129997,1292000,81.1353
"159",86.989998,88.459999,86.349998,87.370003,1185300,81.358803
"160",86.709999,87.639999,85.68,87.199997,1406300,81.200485
"161",87.449997,87.5,86.029999,86.410004,1275800,80.464867
"162",86.160004,87.459999,85.150002,86.209999,3547300,80.27861
"163",86.440002,86.709999,85.910004,86.510002,870100,80.557968
"164",86.760002,87.470001,86.440002,86.879997,872800,80.902504
"165",87.019997,87.959999,87.019997,87.300003,725900,81.29361
"166",86.889999,87.199997,86.559998,86.940002,880800,80.958389
"167",86.980003,87.730003,86.519997,87.660004,572500,81.628845
"168",87.900002,88.330002,87.57,88.120003,1269400,82.057198
"169",88.339996,88.389999,87.620003,87.870003,620400,81.824402
"170",87.580002,87.889999,86.32,86.660004,637200,80.697655
"171",86.660004,86.699997,85.379997,85.720001,1085400,79.822327
"172",85.790001,86.449997,85.110001,86.349998,1006400,80.408974
"173",86.099998,86.160004,85.050003,85.120003,1583200,79.263603
"174",85.669998,87.400002,85.349998,87.010002,1008400,81.02356
"175",87.230003,87.93,86.620003,87.739998,834100,81.703339
"176",87.489998,87.489998,85.919998,85.970001,762500,80.055122
"177",85.190002,85.690002,84.43,84.580002,957300,79.19371
"178",84.589996,85.540001,84.279999,85.480003,1799100,80.036377
"179",85.760002,85.93,85.290001,85.480003,1005700,80.036377
"180",85.769997,86,85.269997,85.839996,771600,80.373459
"181",85.980003,86,84.910004,85.650002,614600,80.195549
"182",85.57,85.629997,84.720001,84.989998,470900,79.577591
"183",84.93,85.040001,84.18,84.290001,746000,78.92218
"184",84.139999,84.389999,83.139999,83.5,520600,78.18248
"185",83.650002,83.809998,82.860001,83.019997,748100,77.733047
"186",83.349998,84.449997,83.110001,84.099998,877500,78.744278
"187",83.769997,84.260002,83.589996,83.690002,677200,78.360405
"188",83.919998,84.870003,83.610001,84.870003,953700,79.465233
"189",84.739998,85.839996,84.559998,85.839996,1039600,80.373459
"190",85.739998,85.790001,85.260002,85.690002,604100,80.233025
"191",85.800003,86.010002,85.459999,85.639999,572500,80.186195
"192",85.669998,86.540001,85.599998,86,749100,80.52327
"193",86.900002,89.690002,86.75,89.440002,2118200,83.744217
"194",89.699997,90.050003,88.919998,89.099998,991300,83.425858
"195",89.540001,89.720001,88.760002,89.080002,824100,83.407127
"196",89.169998,89.5,88.779999,89.260002,570300,83.575668
"197",89.190002,90.230003,88.889999,89.800003,725600,84.081276
"198",90,90.160004,89.510002,89.93,681000,84.203003
"199",89.93,90.019997,89.279999,89.360001,583400,83.669296
"200",89.089996,89.300003,88.529999,88.879997,589100,83.219872
"201",89.150002,89.190002,88.059998,89.089996,720200,83.416489
"202",88.849998,90.07,88.709999,89.650002,611700,83.940842
"203",90.370003,90.669998,89.639999,90,1136000,84.268539
"204",90.349998,90.43,89.790001,89.940002,563200,84.212364
"205",90,90.879997,89.699997,90.230003,466700,84.483894
"206",89.970001,90.5,89.650002,90.050003,572100,84.315369
"207",90.129997,90.43,89.309998,90.279999,410600,84.530701
"208",90.449997,91.790001,90.019997,91.190002,701100,85.382751
"209",91.07,91.169998,90.160004,90.370003,725600,84.61499
"210",90.32,90.800003,90.029999,90.540001,750500,84.774147
"211",91.139999,91.739998,90.160004,90.559998,789800,84.792877
"212",90.330002,90.599998,89.82,90.019997,1058400,84.287285
"213",91.519997,94.940002,90.400002,94.25,1576900,88.247887
"214",94.019997,94.059998,92.190002,92.43,1385600,86.543793
"215",92.400002,92.650002,91.68,92.110001,678900,86.244179
"216",91.989998,93.110001,91.400002,92.660004,672900,86.759155
"217",92,92.110001,91.260002,91.610001,627800,85.776016
"218",91.279999,92,91,91.07,584900,85.270409
"219",90.599998,91.760002,90.599998,91.370003,782200,85.5513
"220",90.870003,91.18,90.25,91.019997,760700,85.223587
"221",90.980003,91.620003,90.209999,90.389999,807500,84.633705
"222",90.620003,91.209999,90.050003,90.970001,947300,85.176773
"223",90.599998,91.449997,90.419998,90.949997,1161900,85.158043
"224",91.370003,92.690002,91.260002,92.330002,500300,86.450172
"225",92.589996,93.43,92.370003,92.449997,1040200,86.562515
"226",92.599998,92.599998,91.209999,91.830002,508600,85.98201
"227",92.040001,92.599998,91.989998,92.360001,235000,86.478249
"228",92.610001,93.239998,92.32,92.879997,519000,86.965141
"229",93.129997,94.629997,93.099998,94.529999,909100,88.510071
"230",94.389999,94.959999,94,94.169998,793100,88.172974
"231",94.300003,94.660004,93.82,94.110001,854400,88.116806
"232",94,94.18,92.110001,93.029999,1004400,87.105598
"233",93.440002,94,93.139999,93.629997,1308700,87.667366
"234",93.120003,93.790001,90.510002,90.660004,1428500,84.886528
"235",90.449997,91.879997,90.25,91.290001,743700,85.476395
"236",91.089996,93.959999,90.860001,92.800003,2148100,86.890244
"237",93.470001,93.730003,92.169998,92.519997,1231900,86.628067
"238",92.32,92.760002,91.940002,92.330002,1231300,86.450172
"239",92.419998,93.949997,91.82,93.370003,872800,87.423943
"240",93.309998,94.690002,93,93.940002,907200,87.957657
"241",93.800003,93.800003,92.080002,92.199997,1052300,86.808968
"242",92.620003,93.879997,92.230003,93.150002,1438900,87.703415
"243",93.269997,94.68,93.269997,94.489998,1566700,88.965073
"244",94.699997,95.300003,93.260002,93.279999,1781300,87.825813
"245",93.589996,93.769997,92,92.099998,1041400,86.714828
"246",92.18,92.720001,91.360001,91.620003,814100,86.262871
"247",91.620003,91.629997,90.639999,90.760002,559100,85.453148
"248",90.82,91.07,90.330002,90.669998,609100,85.368423
"249",90.650002,90.919998,90.010002,90.800003,555500,85.490837
"250",90.959999,91.449997,89.919998,90.57,1095700,85.274269
"251",90.800003,90.93,90.040001,90.339996,630600,85.057716
"252",90.839996,91.139999,90.050003,90.550003,800400,85.255447
"253",90.470001,90.580002,89.18,89.910004,1591200,84.65287
"254",89.889999,91.620003,89.889999,90.660004,1295900,85.359009
"255",91.209999,91.980003,90.690002,91.879997,679600,86.507668
"256",91.68,92.849998,91.599998,92.82,727700,87.392715
"257",93,93.480003,91.93,92.120003,814300,86.733665
"258",91.959999,92.709999,91.720001,92.379997,537000,86.978447
"259",92.330002,93.629997,92.139999,93.550003,811900,88.080025
"260",94.980003,97.18,94.650002,96.57,1874900,90.923454
"261",97.099998,97.120003,95.279999,95.860001,1192700,90.254959
"262",96.449997,97.699997,96.349998,97.279999,708400,91.591934
"263",97.410004,97.650002,96.839996,97.5,1061300,91.79908
"264",97.980003,98.269997,97.449997,97.800003,1069800,92.081543
"265",98.220001,98.269997,97.019997,97.330002,976200,91.639008
"266",97.330002,97.330002,96.370003,96.760002,808700,91.102325
"267",97.150002,97.260002,95.760002,95.839996,837200,90.236122
"268",96.739998,98.190002,96.379997,97.68,1117500,91.968552
"269",98.110001,99,97.93,99,976300,93.211357
"270",99.110001,100.800003,99.010002,99.18,986100,93.380844
"271",98.879997,99.93,98.339996,99.800003,906500,93.964607
"272",99.860001,100.260002,98.860001,99.459999,887900,93.644463
"273",99.489998,99.980003,97.68,99.120003,1483400,93.324356
"274",100.849998,107.779999,100.580002,103.870003,4455900,97.796623
"275",103.550003,106,101.059998,101.059998,3017100,95.150902
"276",99.660004,103.18,99.040001,102.760002,3183300,96.751511
"277",102.779999,104.160004,102.339996,102.629997,2096200,96.62912
"278",102.949997,103,98.720001,98.739998,2042600,92.966568
"279",99.510002,100.32,96.940002,99.129997,3309500,93.333763
"280",99.82,102.010002,99.639999,101.300003,1243500,95.376892
"281",100.839996,102.089996,100.199997,101.940002,1024500,95.979469
"282",101.620003,105.220001,101.300003,105.019997,1658500,98.879356
"283",105.639999,106.370003,104.620003,106.129997,1694000,99.924461
"284",105.830002,107.080002,105.010002,105.910004,1075500,99.717331
"285",105.260002,106.970001,104.839996,105.75,1420200,99.566696
"286",106.099998,106.650002,104.970001,104.989998,1114700,98.85112
"287",105.330002,106.25,104.269997,104.730003,1131900,98.606331
"288",105.43,107.110001,105.269997,106.730003,1226600,100.489395
"289",107.150002,107.290001,106.269997,106.82,973400,100.574135
"290",106.989998,107.639999,106.220001,106.620003,1206000,100.385811
"291",106.720001,107.779999,106.150002,106.150002,1066000,99.943298
"292",107.169998,107.529999,105.25,106.32,1335200,100.10334
"293",105.669998,106.610001,105.300003,106.290001,818200,100.075111
"294",106.089996,107.949997,105.589996,107.269997,957400,100.997803
"295",107.589996,108.75,107.32,108.379997,955400,102.0429
"296",107.57,109.18,107.57,108.839996,899000,102.476006
"297",109.199997,109.230003,107.370003,108.470001,888300,102.127625
"298",108.5,109.489998,108.230003,109.089996,1629100,102.711388
"299",109.120003,109.419998,108.529999,108.849998,1327900,102.48542
"300",109.239998,110.290001,108.639999,109.220001,1425900,102.833801
"301",109.43,109.739998,108.550003,108.949997,933500,103.070297
"302",108.949997,109.489998,108.519997,108.800003,930100,102.928398
"303",109,109.82,108.620003,108.830002,1290500,102.956772
"304",108.32,109.040001,107.720001,108.75,1027900,102.881088
"305",109.050003,109.830002,108.730003,109.389999,1077100,103.486557
"306",109.029999,109.790001,108.849998,109.089996,1070300,103.202751
"307",108.309998,108.769997,107.129997,107.199997,1031300,101.414734
"308",107.529999,107.809998,104.279999,104.279999,975700,98.652321
"309",105.580002,106.480003,104.949997,105.790001,1286400,100.080833
"310",106.349998,107.120003,105.279999,105.93,2009800,100.213287
"311",105.669998,106.379997,103.919998,103.959999,867900,98.349609
"312",104.489998,105.849998,104.059998,105.300003,920500,99.617287
"313",105.010002,105.720001,103.18,104.519997,1445100,98.879372
"314",105.269997,106.419998,104.400002,104.93,1325200,99.26725
"315",103.779999,106.419998,103.68,106.07,1603100,100.345718
"316",106.93,107.690002,106.120003,106.690002,1409500,100.932274
"317",105.769997,106.459999,103.699997,103.980003,1080400,98.368515
"318",104.709999,105.769997,104.550003,104.709999,1018400,99.059128
"319",106.010002,107.800003,105.769997,107.550003,1073400,101.74585
"320",106.949997,108.269997,106.419998,107.629997,773900,101.821548
"321",108.239998,108.949997,107.68,108.330002,729800,102.483749
"322",108.379997,108.580002,107.290001,107.690002,548900,101.878304
"323",107.949997,109.459999,106.910004,108.919998,743500,103.041931
"324",109.25,110.93,108.989998,110.650002,798600,104.678558
"325",110.839996,111.910004,110.389999,111.419998,721100,105.406998
"326",110.860001,111.400002,110.540001,110.709999,832300,104.735336
"327",111.059998,111.459999,110.150002,110.57,719200,104.602867
"328",110.849998,111.68,109.650002,109.82,762800,103.893341
"329",109.970001,111.290001,108.919998,109.639999,1096300,103.723068
"330",109.25,109.620003,108.43,109.419998,819000,103.514931
"331",109.589996,110.339996,109.18,109.830002,548100,103.902817
"332",109.849998,110.25,109.139999,110.150002,921800,104.205536
"333",110.400002,110.940002,109.459999,109.830002,899800,103.902817
"334",109.830002,109.879997,106.839996,108.480003,1209600,102.625656
"335",108.699997,109.099998,107.470001,107.629997,959700,101.821548
"336",107.519997,107.959999,105.5,107.690002,1843200,101.878304
"337",107.959999,109.150002,105.059998,108.029999,2377700,102.199928
"338",108.529999,108.559998,106.650002,107.309998,1615200,101.518791
"339",107.300003,108.480003,106.889999,107.839996,1137000,102.020195
"340",107.889999,108.209999,105.410004,105.779999,1866700,100.071381
"341",106.32,108.919998,106.25,108.75,1517800,102.881088
"342",108.589996,108.669998,107.5,108.370003,1065500,102.521614
"343",108.43,109.339996,107.110001,107.379997,1239300,101.58503
"344",107.019997,108.059998,106.769997,107.980003,1145600,102.152641
"345",107.919998,108.349998,107.169998,107.300003,968300,101.509331
"346",106.650002,107,106.110001,106.25,1122000,100.516006
"347",106.120003,106.970001,105.889999,106.410004,2433400,100.667374
"348",107.110001,108.480003,106.82,108.379997,1337600,102.531052
"349",109,109.790001,108.309998,109.309998,1964400,103.410881
"350",108.629997,110.849998,108.379997,110.839996,1282700,104.858299
"351",110.43,111.07,110.040001,110.860001,1345000,104.877228
"352",111.099998,111.519997,110.139999,110.57,907500,104.602867
"353",110.059998,110.43,109.099998,109.68,1298000,103.760895
"354",109.800003,110.650002,109.459999,109.470001,1063200,103.562248
"355",109.900002,109.900002,107.220001,107.339996,3675800,101.547188
"356",108.019997,109.150002,107.730003,109.110001,819300,103.221672
"357",109.160004,110.019997,108.779999,109.910004,646400,103.9785
"358",109.989998,112.43,109.510002,112.339996,1342300,106.277351
"359",112.290001,113.599998,111.529999,113.580002,1660700,107.450424
"360",113.660004,113.690002,111.389999,112.220001,1378700,106.163834
"361",112.230003,112.919998,111.239998,112.300003,789800,106.239525
"362",112.220001,112.900002,112.010002,112.510002,732900,106.438171
"363",112.900002,113.360001,112.139999,113.279999,695200,107.166626
"364",113.620003,114.459999,113.059998,113.629997,702900,107.497742
"365",113.330002,114.449997,113.330002,113.900002,822300,108.248543
"366",113.68,114.699997,112.82,114.519997,1693800,108.837776
"367",113.610001,115.580002,113.589996,115.5,889200,109.769135
"368",114.550003,115.879997,114.360001,115.800003,1051300,110.054268
"369",115.940002,116.68,115.269997,115.970001,729800,110.215843
"370",116.639999,117.620003,116.019997,117.050003,850000,111.242241
"371",117.239998,118.370003,117.110001,117.709999,1704000,111.869492
"372",117.620003,117.879997,115.410004,116.050003,1072300,110.291855
"373",115.980003,116.400002,115.440002,115.480003,1155800,109.750145
"374",115.779999,116.029999,114.93,115.410004,1125400,109.683624
"375",115,117.360001,114.860001,117.110001,976700,111.299263
"376",117.449997,117.849998,116.279999,116.370003,1345900,110.595978
"377",115.870003,116.550003,114.949997,116.510002,871800,110.729042
"378",116.970001,117.669998,115.75,115.900002,648800,110.149307
"379",116.5,117.650002,115.919998,117.480003,1019000,111.650894
"380",117.330002,118.779999,117.139999,118.410004,818700,112.534767
"381",118.730003,118.779999,117.110001,118.300003,934800,112.430237
"382",119.260002,119.650002,118.190002,118.639999,1047300,112.753342
"383",119.150002,121.300003,118.410004,120.32,2776800,114.349998
"384",120.739998,120.940002,120.349998,120.769997,812500,114.777664
"385",120.769997,121.690002,120.129997,120.769997,587700,114.777664
"386",121.139999,121.480003,120.419998,121.349998,801200,115.32888
"387",121.120003,122.57,120.82,122.449997,985500,116.37429
"388",122.43,123.309998,121.459999,123.190002,919700,117.077583
"389",122.580002,123.010002,121.989998,122.18,738500,116.117699
"390",122.099998,122.410004,121.370003,121.68,686800,115.642517
"391",121.809998,122.059998,121.120003,122.019997,589200,115.965637
"392",122,122.379997,120.75,121.470001,974000,115.44294
"393",121.18,124.139999,121.18,124.050003,1026100,117.89492
"394",123.900002,125.309998,123.800003,125.150002,801000,118.940338
"395",124.839996,125.019997,123.18,123.449997,1378100,117.324677
"396",122.940002,123.459999,120.150002,120.480003,898500,114.50206
"397",120.860001,121.669998,120.309998,121.300003,926000,115.281372
"398",121.199997,122.160004,120.040001,120.900002,1062000,114.901215
"399",120.290001,121.949997,120.129997,121.519997,1233300,115.49044
"400",116.25,119.889999,116,117.669998,2021700,111.831474
"401",117.349998,119.470001,117.349998,119.220001,1377200,113.304565
"402",120,121.540001,119.760002,121,1029700,114.996246
"403",121.559998,121.580002,119.379997,119.82,1020400,113.874809
"404",119.440002,121.940002,119.239998,121.449997,1144800,115.423927
"405",121.150002,122.029999,120.790001,121.010002,555700,115.005753
"406",121.379997,122.580002,120.669998,121.349998,754400,115.32888
"407",121.5,121.720001,120.629997,121,942000,114.996246
"408",120.550003,121.099998,119.290001,120.279999,780200,114.311974
"409",120.839996,121.769997,120.839996,121.309998,788400,115.290878
"410",121.32,123.68,121.010002,122.989998,896800,116.887505
"411",124.099998,125.68,124.099998,124.989998,979700,118.788284
"412",124.919998,125.779999,124.32,124.489998,455500,118.313095
"413",124.510002,124.760002,123.919998,124.410004,638700,118.237053
"414",124.489998,125.260002,124.410004,125.089996,533200,118.883308
"415",125.599998,126.989998,125.019997,126.650002,959700,120.365913
"416",126.849998,127.559998,126.110001,127.25,972700,120.936127
"417",127.589996,128.479996,127.360001,127.830002,910900,121.487366
"418",127.830002,128.850006,127.620003,128.720001,555300,122.333206
"419",128.940002,129.199997,127.150002,127.540001,1086400,121.211754
"420",126.980003,128.559998,126.760002,128.360001,984000,121.991066
"421",127.57,128.190002,126.720001,128.169998,706100,121.810486
"422",127.860001,128.25,126.720001,127.419998,772500,121.097694
"423",128.110001,128.380005,126.779999,127.610001,758700,121.278275
"424",127.599998,127.980003,126.5,126.790001,863800,120.498962
"425",127.470001,127.690002,126.690002,127.129997,678000,120.82209
"426",127.129997,127.860001,126.790001,127.440002,632300,121.116707
"427",126.940002,127.330002,125.309998,125.989998,859900,119.738647
"428",125.800003,126.849998,125.800003,126.139999,672500,120.378052
"429",127.57,127.610001,126.150002,126.760002,819800,120.969727
"430",127.120003,127.120003,125.669998,126.489998,987000,120.712059
"431",126.129997,128.389999,126.129997,126.610001,888000,120.826584
"432",126.5,126.779999,123.919998,124.529999,644500,118.841599
"433",124.900002,126.129997,124.279999,126.089996,620500,120.330338
"434",126.089996,128.589996,125.989998,128.410004,2252000,122.544365
"435",127.699997,129.440002,126.68,128.960007,1363400,123.069244
"436",129,130.259995,128.949997,129.919998,1271400,123.985397
"437",130,130.320007,128.520004,128.740005,1167300,122.859291
"438",128.660004,129.630005,128.410004,128.529999,462900,122.658882
"439",128.25,130.339996,128.119995,130.139999,831900,124.195335
"440",131,131.479996,127.769997,128.190002,1167300,122.334412
"441",127.860001,128.649994,126,126.870003,1407200,121.074715
"442",127.519997,128.320007,126.709999,126.790001,796100,120.99836
"443",126.449997,126.5,125.029999,125.940002,678000,120.187187
"444",125.809998,126.980003,124.769997,125.589996,651300,119.85318
"445",125.510002,125.540001,122.739998,123.5,630800,117.858635
"446",123.25,124.730003,122.910004,124.449997,727400,118.765236
"447",124.139999,124.209999,120.580002,120.68,1001600,115.167465
"448",120.32,121.150002,117.790001,117.940002,1024200,112.552605
"449",119.589996,120.830002,118.709999,120.239998,874700,114.747566
"450",119.980003,120.940002,118.639999,120.010002,782000,114.528061
"451",120.610001,124.089996,120.220001,123.760002,745000,118.106773
"452",124.089996,124.110001,122.010002,123.559998,580200,117.915901
"453",123.449997,124.849998,122.849998,123.849998,951900,118.192657
