"","KSU.Open","KSU.High","KSU.Low","KSU.Close","KSU.Volume","KSU.Adjusted"
"35",87.169998,88.400002,86.889999,87.699997,1257900,83.001244
"36",87.959999,88.360001,86.330002,87.410004,2126500,82.726799
"37",86.839996,88.470001,86.510002,88.330002,1792700,83.597504
"38",88.57,88.730003,87.860001,88.419998,763500,83.682678
"39",88.580002,89.440002,88.18,88.629997,1202800,83.881424
"40",89.389999,90.82,89.169998,90.379997,1594300,85.537659
"41",90.160004,90.510002,89.43,89.480003,1067600,84.685883
"42",89.660004,90.230003,88.870003,89.5,1524500,84.704819
"43",89.440002,89.440002,88.550003,89.290001,1380200,84.506081
"44",88.959999,89.330002,88.639999,89,1477000,84.231575
"45",88.839996,88.980003,87.970001,88.209999,1212400,83.483917
"46",87.779999,88.099998,87.07,87.339996,1119400,82.970932
"47",87.660004,88.059998,86.879997,87.32,699400,82.951935
"48",87.330002,87.830002,87.209999,87.440002,754500,83.065941
"49",86.839996,87.150002,86.260002,86.510002,958100,82.182457
"50",86.849998,88.129997,86.230003,87.489998,2283800,83.113441
"51",86.589996,86.82,84.290001,85.860001,2003300,81.56498
"52",85.970001,86.260002,84.019997,84.129997,2116400,79.921516
"53",84.169998,84.449997,83.349998,83.410004,1673900,79.237541
"54",83.550003,83.720001,81.540001,82.120003,1650600,78.01207
"55",82.18,82.550003,81.669998,82.309998,1543800,78.192558
"56",82.139999,83.260002,81.870003,82.330002,1057800,78.211563
"57",82.529999,82.779999,82.129997,82.639999,768200,78.506058
"58",81.870003,84.099998,81.809998,83.900002,1381300,79.703026
"59",83.800003,86.25,83.800003,85.980003,1366500,81.678978
"60",85.610001,86.150002,85.120003,85.889999,707900,81.593475
"61",86.160004,87.870003,86.050003,87,1553000,82.647949
"62",86.739998,86.940002,85.68,85.760002,1252300,81.469971
"63",85.93,86.449997,84.919998,86,963100,81.69796
"64",86.040001,86.5,85.18,86.480003,878800,82.153961
"65",86.739998,87.720001,86.220001,86.43,928200,82.106468
"66",86.440002,87.5,86.110001,87.239998,1130900,82.875938
"67",87.029999,87.690002,86.830002,87.629997,998800,83.246422
"68",88.059998,89.309998,87.720001,88.949997,1384000,84.500397
"69",88.790001,88.849998,87.68,88.400002,1436900,83.977913
"70",88.279999,88.379997,87.260002,87.510002,945000,83.132446
"71",87.389999,88.110001,87.080002,88,1509600,83.597931
"72",88.309998,89.970001,87.889999,89.879997,2042200,85.383888
"73",89.290001,90.089996,89.059998,89.580002,1453300,85.098892
"74",90.099998,90.370003,88.870003,89.059998,975400,84.604897
"75",90.120003,91.239998,90.120003,90.57,1719400,86.039375
"76",90.57,91.169998,87.919998,87.989998,2484200,83.588425
"77",89.129997,89.849998,88.57,89.669998,1977100,85.184395
"78",89.900002,90.879997,89.410004,90.360001,2292300,85.839874
"79",90.440002,91.5,86.150002,86.779999,4465000,82.438957
"80",88.769997,91.360001,88.5,89.879997,2906100,85.383888
"81",89.849998,90.260002,89.029999,90.07,1481400,85.564392
"82",90.370003,90.459999,89.260002,89.660004,945300,85.174881
"83",89.690002,90.07,89.300003,89.940002,713200,85.44088
"84",89.650002,90,89.050003,89.660004,652800,85.174881
"85",89.639999,90.25,89.519997,90.040001,732900,85.535881
"86",90.139999,91.75,89.959999,91.620003,852200,87.03685
"87",91.400002,92.389999,91.400002,91.980003,1087900,87.37883
"88",92.169998,92.889999,91.870003,92.349998,1241800,87.730324
"89",92.5,92.849998,90.660004,90.870003,884600,86.324356
"90",90.379997,90.959999,89.919998,90.809998,876200,86.267357
"91",90.650002,91.330002,90.379997,91.169998,522600,86.609337
"92",91.720001,92,91.239998,91.779999,603100,87.188843
"93",91.809998,92.099998,91.209999,91.379997,614200,86.808846
"94",91.379997,91.379997,89.879997,90,1069100,85.497879
"95",89.489998,90.639999,88.660004,90.169998,1070700,85.659363
"96",90.540001,90.879997,90.120003,90.269997,1227700,85.754356
"97",90.519997,91,90.099998,90.629997,887400,86.096352
"98",90.800003,91.029999,90.239998,90.540001,750500,86.010857
"99",90.639999,90.75,89.980003,90.300003,780100,85.78289
"100",91.080002,93.279999,90.550003,93.07,1738900,88.414314
"101",92.75,96.230003,92.75,95.949997,1577900,91.150246
"102",95.489998,96.82,95.480003,96.019997,1124600,91.216728
"103",96.07,96.379997,94.699997,95.199997,992800,90.437752
"104",95.75,96.269997,95.139999,95.800003,1048700,91.007736
"105",96.07,96.389999,95.120003,95.589996,702600,90.808243
"106",95.849998,96.169998,95.589996,96.019997,924500,91.216728
"107",95.809998,96.919998,95.32,96.559998,1036200,91.729721
"108",96.540001,97.650002,96.010002,97.459999,991400,92.584694
"109",97.129997,98.910004,97,98.849998,2019000,94.224213
"110",99.010002,100.129997,98.849998,99.589996,1785600,94.929573
"111",99.510002,100.230003,99.010002,99.949997,1313400,95.272743
"112",100,102.059998,99.800003,101.75,1228500,96.988503
"113",101.959999,101.959999,100.660004,100.970001,1139600,96.24501
"114",100.57,102.220001,100.019997,101.860001,783100,97.093353
"115",102.32,103.879997,102.239998,103.830002,1586200,98.971169
"116",103.870003,104.470001,102.940002,103.5,866100,98.656616
"117",103.5,103.5,101.349998,101.410004,939900,96.664429
"118",100.989998,101.120003,100.010002,100.220001,1268800,95.53009
"119",100.25,102.279999,99.779999,101.660004,1159000,96.90271
"120",101.400002,102.389999,101.040001,101.860001,1076700,97.093353
"121",102.5,103.82,102.419998,102.790001,577300,97.979843
"122",102.599998,102.989998,102.260002,102.279999,551700,97.493698
"123",103,103.730003,102.949997,103.349998,454700,98.513657
"124",103.660004,103.699997,101.949997,102.489998,583900,97.693893
"125",103.059998,105.150002,102.650002,104.650002,1063700,99.752792
"126",105.099998,105.330002,104.199997,104.919998,481600,100.010155
"127",104.910004,104.910004,103.870003,104.279999,921300,99.400108
"128",103.93,104.050003,102.860001,103.110001,1149900,98.284866
"129",103.339996,104.800003,103.110001,104.339996,707900,99.457298
"130",104.349998,104.879997,103.919998,104.669998,969000,99.771873
"131",104.910004,104.910004,103.110001,104.010002,756900,99.142754
"132",104.790001,105.529999,104.480003,105.080002,501800,100.162689
"133",105.360001,105.919998,104.889999,105.080002,582800,100.162689
"134",105.339996,105.57,104.580002,104.839996,1066300,99.933899
"135",105.080002,105.080002,104.010002,104.230003,880000,99.35247
"136",104.290001,104.489998,103.300003,104.190002,823600,99.314331
"137",104.110001,104.110001,103.029999,103.57,955500,98.723335
"138",103.980003,104.18,101.940002,104.07,1869800,99.199936
"139",100.25,105.5,100.169998,105.25,1738100,100.32473
"140",105.589996,106.349998,104.540001,105.010002,1209600,100.095947
"141",105.550003,105.75,104.150002,104.349998,842800,99.466835
"142",104.449997,104.860001,103.199997,104.199997,802900,99.323837
"143",104.169998,104.199997,101.029999,101.510002,1142000,96.759735
"144",101.519997,103.360001,101.230003,103.120003,1166500,98.294411
"145",103.32,104.190002,102.260002,103.190002,1157900,98.361122
"146",103.120003,103.190002,100.660004,101.309998,2334200,96.569084
"147",101.650002,102.110001,101,102.110001,1917100,97.33165
"148",102.120003,102.669998,101.300003,102.050003,1242600,97.274467
"149",102.040001,102.5,101.190002,102.43,769200,97.636688
"150",102.559998,103.290001,102.300003,103.160004,726400,98.33252
"151",103.110001,104.519997,102.82,103.879997,908400,99.018845
"152",103.889999,104.099998,103.32,103.900002,694600,99.037903
"153",103.870003,104.099998,102.040001,102.18,686400,97.398376
"154",102.400002,104.349998,102,102.970001,784500,98.151413
"155",103.370003,105.32,103.300003,104.989998,952500,100.076897
"156",105.120003,106.470001,104.540001,106.330002,1055700,101.354195
"157",107,109.129997,107,107.489998,1496300,102.459908
"158",107.5,107.800003,105.370003,105.870003,1300900,100.91571
"159",105.68,106.459999,105.150002,105.800003,944900,100.848991
"160",106.309998,108.010002,106.089996,107.559998,997400,102.526627
"161",107.559998,108.779999,107.559998,108.599998,923000,103.517975
"162",107.209999,107.639999,105.339996,105.720001,1579000,100.77272
"163",106,106.269997,104.360001,104.580002,1036200,99.686089
"164",104.75,105.190002,103.629997,104.370003,1515000,99.485909
"165",104.290001,104.290001,102.349998,103.459999,1909000,98.618462
"166",103,103.650002,101.919998,102.970001,1473800,98.151413
"167",102.800003,103.089996,102.059998,102.739998,2092700,97.932167
"168",103.029999,103.760002,102.849998,103.43,1320800,98.58989
"169",103.870003,104.720001,103.610001,103.760002,950500,98.904442
"170",103.629997,103.870003,102.260002,102.720001,1102600,97.913109
"171",102.940002,104.449997,102.800003,103.639999,978000,98.790054
"172",103.519997,104.239998,103.339996,103.989998,847100,99.123695
"173",103.480003,104.470001,102.830002,104.43,661600,99.888893
"174",105,106.169998,104.959999,106.040001,939600,101.428902
"175",106,106.510002,105.900002,106.120003,498900,101.505417
"176",105.919998,106.099998,105.040001,105.699997,599100,101.103683
"177",105.529999,106.620003,105,106.309998,619800,101.687141
"178",106.110001,107.260002,105.93,107.260002,1169500,102.595833
"179",107.260002,107.470001,106.050003,106.279999,522700,101.65844
"180",106.290001,106.760002,105.980003,106.360001,625600,101.73497
"181",106.349998,107.660004,106.349998,107.519997,485000,102.844536
"182",107.529999,108.239998,106.919998,107.910004,544400,103.217567
"183",107.889999,108.010002,107.260002,107.739998,392200,103.054955
"184",107.75,108.360001,107.379997,107.620003,722800,102.940186
"185",107.839996,108.050003,106.93,107.510002,555700,102.834961
"186",107.510002,108.43,107.25,108.220001,566600,103.514084
"187",108.089996,108.440002,107.900002,108.190002,692400,103.485397
"188",107.970001,108.849998,107.650002,108.68,515300,103.954094
"189",108.269997,108.5,106.300003,107.040001,1316900,102.385406
"190",106.900002,107.360001,106.650002,106.800003,1289900,102.15583
"191",106.620003,107.389999,106.129997,107.019997,633400,102.366264
"192",106.709999,107.720001,106.480003,107.410004,699300,102.739326
"193",106.519997,107.330002,103.209999,103.739998,2136700,99.228889
"194",103.75,104.339996,103.690002,104.160004,533400,99.630653
"195",105.970001,105.989998,104.059998,104.790001,695600,100.233238
"196",104.68,105.860001,104.519997,104.889999,905400,100.328896
"197",104.900002,105.980003,104.900002,105.459999,1033500,100.874107
"198",105.690002,105.849998,103.989998,104.169998,825600,99.640205
"199",104.349998,104.559998,101.82,101.900002,1364100,97.468918
"200",101.25,101.699997,99.699997,101.470001,2083500,97.057617
"201",101.790001,103.540001,101.480003,102.809998,1805400,98.339348
"202",102.510002,103.800003,101.309998,103.779999,1453900,99.267174
"203",106.120003,107.279999,104.43,105.190002,1734600,100.615845
"204",106.57,107.690002,105.529999,106.010002,1304600,101.400192
"205",106.279999,106.760002,103.589996,104.110001,1392600,99.582825
"206",104.730003,104.730003,102.029999,102.199997,1218800,97.755859
"207",102.669998,105.239998,102,104.68,918100,100.128029
"208",104.68,105.239998,103.419998,104.260002,775100,99.726311
"209",103.93,105.419998,103.809998,104.970001,990400,100.405418
"210",105.050003,105.050003,103.260002,104.220001,1086500,99.688034
"211",104.769997,105.720001,104.459999,105.459999,952700,100.874107
"212",105.669998,106.129997,105.110001,105.75,870500,101.151482
"213",105.75,106.75,104.839996,104.860001,1498900,100.300194
"214",104.860001,106.139999,104.309998,105.989998,942800,101.381058
"215",105.93,106.900002,105.239998,106.059998,787000,101.448013
"216",105.879997,106.110001,104.720001,105.739998,606000,101.141937
"217",105.260002,106.360001,104.25,105.25,854700,100.673233
"218",104.870003,105.239998,103.839996,104.800003,629000,100.242805
"219",104.550003,105.190002,103.82,105.120003,691900,100.548897
"220",104.5,104.809998,104,104.25,624700,99.716728
"221",104.040001,104.040001,102.110001,102.169998,822300,97.727165
"222",102.599998,104.050003,102.169998,103.519997,629100,99.018456
"223",102.900002,103.529999,102.029999,102.669998,451400,98.205429
"224",102.93,103.82,102.18,103.790001,690700,99.276726
"225",103.940002,105.43,103.529999,104.940002,700200,100.376717
"226",105.150002,106.379997,104.940002,105.949997,487500,101.342804
"227",106.550003,107.089996,106,106.419998,261400,101.792358
"228",106.400002,107.339996,105.339996,106.150002,974000,101.534096
"229",106.660004,107.07,105.660004,106.870003,991100,102.222794
"230",107.32,110.989998,107.120003,110.120003,1336900,105.331467
"231",110.120003,112.879997,109.580002,112.139999,1506800,107.263634
"232",112.419998,112.419998,109.330002,110.389999,1097700,105.589714
"233",113.510002,114.849998,112.559998,113.440002,1533900,108.507103
"234",114,114,111.239998,112.089996,1281300,107.215797
"235",112.07,112.919998,111.209999,111.419998,873300,106.574944
"236",110.760002,112.139999,110.519997,111.589996,1694300,106.737541
"237",112.360001,112.739998,111.459999,111.739998,804300,106.881027
"238",111.559998,111.809998,110.220001,110.629997,1327600,105.819275
"239",110.699997,110.769997,109.190002,110.300003,1056100,105.503632
"240",110.160004,111.690002,109.949997,110.959999,957800,106.134941
"241",111.010002,111.160004,109.370003,109.870003,1507700,105.092354
"242",110.339996,111.260002,110.089996,110.959999,1845300,106.134941
"243",111.699997,111.959999,110.739998,111.050003,881100,106.221031
"244",111.660004,112.5,110.370003,112.07,838100,107.196663
"245",112.629997,112.769997,110.68,110.690002,685400,105.876701
"246",111.019997,111.080002,108.389999,108.620003,1836200,103.896706
"247",108.709999,108.910004,107.769997,108.190002,663700,103.485397
"248",108.43,108.739998,107.480003,107.639999,446800,102.959305
"249",107.540001,108,106.910004,107.099998,980500,102.442802
"250",106.559998,107.160004,105.410004,105.610001,1088800,101.358276
"251",105.970001,106.43,105.18,105.220001,795200,100.983978
"252",106.279999,107.18,105.220001,107.160004,1370400,102.845894
"253",107.120003,107.360001,106.419998,107.089996,884600,102.778687
"254",107.580002,107.889999,106.43,107,774200,102.692322
"255",107.75,109.690002,107.550003,109.190002,2130500,104.794151
"256",109,110.419998,108.809998,109.940002,1598800,105.513969
"257",110.260002,111.230003,110.019997,110.470001,799600,106.022629
"258",110.269997,111.809998,105.360001,106.540001,4265300,102.250839
"259",106.809998,108.68,106.75,107.650002,1283800,103.316139
"260",107.529999,110.669998,107.400002,110.400002,1895900,105.955444
"261",111.019997,112.800003,110.230003,111,2530200,106.531281
"262",111.160004,111.589996,110.089996,110.809998,1629500,106.348938
"263",110.989998,111.860001,109.940002,111.5,2273900,107.011169
"264",108.68,111.07,106.959999,110,2260000,105.571564
"265",110.339996,111.760002,110.059998,110.959999,1555400,106.492905
"266",110.639999,111.919998,108.839996,111.660004,1674700,107.164726
"267",111.860001,113.540001,111.269997,112.690002,1939400,108.153259
"268",112.309998,112.809998,110.949997,111.419998,1480200,106.934387
"269",111.730003,113.540001,111.379997,113.5,1002400,108.930656
"270",113.489998,114.75,112.910004,113.699997,1052300,109.122581
"271",113.099998,113.830002,112.209999,112.220001,1071500,107.702171
"272",112.57,113.650002,112.110001,113.129997,971500,108.575539
"273",112.800003,114,112.169998,112.870003,1011200,108.326004
"274",112.059998,112.849998,110.029999,110.150002,1051900,105.715508
"275",109.730003,110.440002,105.120003,105.18,1272100,100.94561
"276",103.110001,108.019997,102.07,107.32,1459400,102.999435
"277",106.589996,108.269997,106.589996,107.099998,1326800,102.788307
"278",107.169998,107.639999,103.5,103.529999,1434600,99.36203
"279",104.459999,104.459999,99.470001,103.769997,1543900,99.592339
"280",103.889999,106.629997,102.540001,105.419998,1351400,101.175926
"281",104.940002,104.940002,102.980003,104.120003,1286400,99.928268
"282",104.080002,106.459999,103.620003,106.379997,1142000,102.097275
"283",107.120003,107.959999,106.370003,107.580002,1095500,103.24897
"284",107.279999,109.300003,106.620003,109.010002,899400,104.621414
"285",108.650002,108.790001,106.519997,107.349998,1230300,103.028221
"286",107.379997,110.830002,107.029999,107.989998,731400,103.642479
"287",108.639999,109.779999,106.839996,107.169998,1191900,102.855476
"288",107.940002,109.300003,107.82,108.82,515900,104.439064
"289",109.519997,110.480003,108.400002,110.080002,606800,105.648331
"290",110.5,110.790001,105.849998,105.849998,2067500,101.588608
"291",105.849998,106.519997,102.959999,103.040001,1390700,98.891754
"292",103.110001,105.120003,102.279999,103.949997,1676000,99.765106
"293",103.07,104.980003,101.620003,104.620003,1859400,100.408142
"294",103.699997,105.029999,102.730003,104.57,1372500,100.360161
"295",105.160004,105.900002,103.809998,105.830002,1254300,101.569435
"296",104.459999,106.480003,104.32,106.290001,902200,102.01091
"297",107.110001,110.309998,106.269997,108.669998,1606500,104.295082
"298",108.660004,111.910004,108.160004,111.650002,1373100,107.511284
"299",111.800003,112.080002,110.949997,111.239998,892700,107.11647
"300",111.849998,112.150002,109.529999,109.580002,1343700,105.518021
"301",109.769997,109.769997,106.519997,106.690002,1350900,102.735138
"302",106.839996,107.040001,105.18,106.300003,1754200,102.359604
"303",106.360001,106.639999,104.900002,105.510002,1730200,101.598892
"304",105.480003,107.110001,104.910004,106.709999,1050600,102.75441
"305",107.18,107.470001,105.879997,106.699997,767500,102.744781
"306",107.639999,112.099998,107.269997,109.860001,1633400,105.787628
"307",108.43,110.709999,108.019997,108.309998,1306100,104.295082
"308",108.639999,110.739998,107.919998,108.07,1642600,104.063995
"309",109.860001,110.019997,108.25,109.510002,1104400,105.4506
"310",109.620003,109.730003,106.610001,106.989998,833300,103.024025
"311",107.599998,108.720001,106.349998,107.589996,726400,103.601776
"312",108.059998,110.690002,107.949997,109.849998,692200,105.778
"313",109.07,110,106.580002,108.230003,1204000,104.218071
"314",108.699997,110.300003,107.830002,110.050003,1016200,105.970596
"315",108.400002,111.849998,107.330002,111.610001,2100200,107.472763
"316",112.800003,112.959999,110.349998,112.220001,1759800,108.060165
"317",111.639999,111.709999,107.379997,108.480003,1526400,104.458794
"318",109.080002,110.190002,108.599998,108.720001,961100,104.689896
"319",109.809998,110.25,108.290001,108.940002,853500,104.901749
"320",108.32,109.980003,108.080002,109.370003,1013900,105.315804
"321",110.139999,111.769997,109.839996,110.620003,746500,106.519463
"322",111.010002,111.470001,109.489998,110.129997,812800,106.047638
"323",110.519997,113,110.5,111.93,752000,107.780899
"324",112.610001,112.940002,111.089996,111.290001,969400,107.164627
"325",112.690002,112.959999,110.959999,111.099998,2116800,106.981674
"326",110.849998,111.18,109.339996,110.290001,2183400,106.201691
"327",110.389999,112.599998,109,112,1699200,107.848312
"328",113.419998,114.910004,110.889999,111.389999,1456400,107.260925
"329",111.660004,112.169998,106.970001,108.370003,1504100,104.352875
"330",108.620003,109.379997,107.830002,109.050003,1044000,105.00766
"331",108.330002,108.330002,106.07,106.699997,1995800,102.744781
"332",106.75,109.43,106.120003,109.260002,1394700,105.209885
"333",109.68,110.199997,106.580002,106.629997,1238700,102.677361
"334",106.629997,107.32,105,106.260002,1103200,102.321106
"335",105.989998,108.080002,105.470001,106.589996,896700,102.63884
"336",106.559998,106.940002,104.43,106.459999,1036400,102.513687
"337",105.910004,108.059998,105.720001,107.550003,570200,103.563286
"338",107.910004,108.230003,106.510002,106.889999,1075500,102.927734
"339",106.660004,108.559998,106.660004,107.900002,662000,103.900291
"340",107.75,110.099998,107.75,109.510002,763900,105.4506
"341",110.190002,110.489998,109.269997,109.790001,549900,105.72023
"342",109.970001,111.110001,109.669998,110,985600,105.922447
"343",110.059998,110.459999,108.010002,108.809998,952400,104.77655
"344",108.089996,108.800003,107.389999,108.620003,1093500,104.593597
"345",108.650002,109.620003,107.760002,108.959999,794400,104.921013
"346",108.849998,109.860001,108.480003,108.839996,1196200,104.805428
"347",108.470001,109.190002,107.690002,109,1446700,104.959511
"348",109.699997,110.040001,108.93,109.400002,674200,105.344696
"349",109.709999,110.080002,107.93,108.099998,587000,104.092873
"350",107.809998,108.809998,107.07,108.720001,685100,104.689896
"351",108.989998,112.809998,108.5,112.080002,1527700,107.925354
"352",111.510002,112.870003,111.029999,112.040001,718200,107.886818
"353",111.540001,111.720001,109.07,109.900002,827800,105.826164
"354",110.400002,111.260002,109.970001,110.669998,1036100,106.567627
"355",110.720001,111.050003,106.650002,107.150002,1719000,103.178101
"356",107.779999,108.860001,106.720001,108.43,1172800,104.410637
"357",109.059998,109.300003,106.519997,106.739998,1212300,102.783295
"358",106.32,106.370003,104.459999,105.75,1320700,101.830002
"359",106.480003,107.5,105.57,107.459999,1432600,103.476601
"360",107.5,108,106.830002,107.870003,787000,103.871407
"361",107.519997,110.610001,107.150002,109.25,820200,105.552498
"362",109.110001,110.370003,108.290001,110.07,705000,106.344757
"363",110.349998,111,109.709999,110.370003,697000,106.634613
"364",110.790001,110.790001,108.349998,108.849998,824900,105.166031
"365",109.160004,109.989998,108.529999,108.660004,694100,104.982491
"366",108.449997,110.360001,108.099998,110.099998,1315700,106.373741
"367",109.25,109.629997,108.330002,108.849998,721300,105.166031
"368",107.580002,108.089996,105.949997,106.860001,804700,103.243393
"369",107.230003,107.93,106.07,107.559998,643100,103.919701
"370",107.68,109.019997,106.5,108.279999,963500,104.615326
"371",109.150002,109.199997,108.110001,108.279999,854800,104.615326
"372",108.489998,108.489998,105.010002,105.980003,899500,102.393188
"373",105.68,106.360001,104.470001,105.739998,657300,102.161301
"374",105.889999,106.769997,104.599998,104.68,682500,101.137184
"375",103.830002,105.910004,103.300003,105.25,974800,101.687889
"376",106.260002,107.900002,105.889999,105.959999,1065300,102.373871
"377",105.5,107.050003,104.709999,106.949997,787700,103.330345
"378",107.18,107.440002,104.730003,105.080002,457700,101.523636
"379",105.849998,105.93,104.720001,105.550003,645800,101.977745
"380",105.699997,106.800003,104.900002,106.510002,516500,102.905251
"381",107.110001,108.480003,106.550003,108.419998,844100,104.750603
"382",108.389999,108.940002,107.440002,108.5,594700,104.827896
"383",107.370003,107.410004,106.059998,106.290001,761000,102.692696
"384",107.029999,107.029999,105.269997,105.610001,751700,102.035698
"385",105.449997,107.489998,105.199997,106.610001,874200,103.001854
"386",106.900002,107.360001,104.129997,104.949997,721800,101.398041
"387",104.260002,105.099998,103.980003,104.68,616200,101.137184
"388",105.709999,107.220001,104.870003,106.550003,947500,102.943886
"389",106.080002,108.620003,105,108.449997,1577300,104.779579
"390",107.25,111.339996,106.440002,111.050003,2132700,107.291603
"391",113.57,113.57,110.199997,111.080002,1753100,107.320587
"392",111.769997,111.970001,110.029999,110.779999,1091300,107.030739
"393",110.309998,113.239998,110.260002,113.089996,979500,109.262558
"394",113.440002,116.919998,112.330002,116.190002,1303900,112.257629
"395",116.220001,117.129997,115.199997,116.849998,994900,112.895287
"396",116.919998,117.790001,115.629997,115.800003,896600,111.880829
"397",116.269997,117.239998,115.699997,116.269997,1152600,112.334923
"398",115.68,116.25,114.959999,115.019997,1299300,111.127228
"399",114.169998,116.089996,114.169998,115.510002,1100400,111.600655
"400",115.769997,115.93,114.589996,115.769997,907600,111.85183
"401",115.790001,116.220001,114.839996,115.43,722300,111.523354
"402",116.190002,116.190002,115.120003,115.690002,547300,111.774559
"403",115.470001,116.18,115.389999,115.790001,501900,111.871185
"404",115.769997,116.309998,115.370003,115.68,458500,111.764885
"405",115.160004,115.540001,114.260002,115.019997,384900,111.127228
"406",115.150002,115.230003,112.129997,112.360001,973100,108.557243
"407",112.459999,114.639999,112.339996,113.389999,559500,109.552406
"408",112.589996,113.110001,111.959999,112.900002,568800,109.078987
"409",113.400002,114.730003,112.82,113.760002,686700,109.909882
"410",113.459999,115.779999,113.459999,115.360001,1023200,111.455719
"411",115.5,117.18,115.419998,116.629997,912600,112.682739
"412",117,118.5,116.910004,118.07,1213100,114.073997
"413",118.230003,118.550003,115.889999,116.139999,710500,112.209305
"414",116.110001,116.220001,114.059998,114.68,961500,110.798729
"415",114.480003,115.120003,113.440002,113.709999,1107200,109.861557
"416",116.449997,119.32,115.800003,119.040001,2333900,115.011177
"417",120,120.190002,117.830002,118.360001,1429500,114.354195
"418",119.260002,120.339996,118.220001,119.449997,1505300,115.407288
"419",118.769997,119.029999,115.559998,115.940002,1536900,112.01609
"420",115.889999,116.550003,114.889999,115.959999,1306800,112.035423
"421",116.360001,116.379997,114.129997,114.830002,1431300,110.943657
"422",114.449997,117.330002,114.339996,117.120003,1100500,113.156158
"423",117.519997,119.279999,116.660004,118.650002,1567400,114.634369
"424",117.800003,118.580002,117.419998,118.07,1077000,114.421165
"425",118.82,120.209999,118.57,119.879997,1228100,116.175224
"426",120.059998,120.059998,118.330002,118.919998,823100,115.244911
"427",118.68,119.449997,118.160004,118.480003,659000,114.818489
"428",119.099998,119.099998,116.480003,116.669998,1364100,113.064438
"429",117.18,117.93,116.230003,117.239998,664600,113.616806
"430",117.5,117.870003,116.220001,116.639999,617800,113.035355
"431",117.860001,118.480003,116.75,118.230003,718000,114.576233
"432",118.010002,118.769997,117.330002,117.779999,680700,114.140121
"433",118.220001,119.139999,117.650002,118.589996,659300,114.925095
"434",118.620003,119.480003,117.040001,117.110001,1329800,113.490845
"435",116.900002,117.110001,115.489998,115.809998,923400,112.231018
"436",115.989998,116.209999,114.779999,114.889999,1277200,111.339447
"437",114.830002,116.360001,114.639999,115.690002,1053800,112.114731
"438",115.610001,115.660004,114.400002,114.489998,874200,110.951805
"439",114.470001,114.550003,112.940002,113.279999,1008900,109.779198
"440",115.519997,117.199997,115.400002,116.620003,1579400,113.015984
"441",116.589996,116.589996,114.230003,114.519997,867200,110.980881
"442",115.290001,115.400002,113.470001,113.5,841700,109.992409
"443",114.089996,114.529999,112.410004,114.010002,1127000,110.486649
"444",113.190002,114.199997,111.970001,112.099998,1399300,108.635674
"445",111.839996,113.300003,111.029999,112.18,868500,108.713196
"446",112.550003,113.790001,109.440002,109.529999,1269500,106.145081
"447",108.93,109.190002,104.379997,104.470001,1791300,101.241463
"448",103.860001,105.57,102.32,102.949997,1859700,99.768433
"449",104.169998,104.400002,101.779999,102.57,1747400,99.400192
"450",103.559998,105.769997,102.860001,104.75,1403500,101.51281
"451",105.339996,106,104.169998,105.279999,965200,102.026428
"452",105.779999,105.980003,102.940002,104.010002,946400,100.795677
