"","TAP.Open","TAP.High","TAP.Low","TAP.Close","TAP.Volume","TAP.Adjusted"
"82",95.940002,96.449997,95.230003,95.260002,926000,86.723015
"83",95.220001,95.699997,94.480003,95.360001,1962400,86.814034
"84",92.019997,93.040001,89.269997,90.889999,8211200,82.744621
"85",90.730003,93.349998,90.389999,91.730003,3582400,83.509346
"86",92.309998,93.220001,92.160004,93.120003,1983100,84.774788
"87",93.43,94,93.099998,93.93,2386800,85.512192
"88",93.68,93.889999,92.589996,92.800003,1274400,84.483475
"89",92.669998,92.870003,92.239998,92.82,933300,84.501663
"90",92.580002,93.510002,92.5,93.489998,1116400,85.111626
"91",93.459999,93.989998,93.029999,93.739998,1307400,85.339203
"92",93.5,94.279999,93.5,94.080002,959600,85.64875
"93",94.050003,94.599998,93.959999,94.07,967500,85.639641
"94",94.07,94.5,92.809998,93.029999,1443100,84.692841
"95",92.849998,92.860001,92.300003,92.519997,1656200,84.228554
"96",92.870003,94.220001,92.540001,94.129997,1968400,85.69426
"97",94.610001,95.5,94.290001,95.169998,2202400,86.641052
"98",95.309998,95.519997,94.309998,94.849998,2302400,86.349739
"99",94.690002,94.910004,94.010002,94.440002,1376900,85.976486
"100",94.959999,95.190002,94.449997,94.660004,1543500,86.176773
"101",94.080002,96.050003,93.809998,95.779999,1733500,87.575722
"102",95.410004,95.800003,94.779999,95.279999,1609000,87.118553
"103",95.5,96.290001,94.540001,94.790001,2960900,86.670509
"104",95.010002,96.589996,95.010002,96.589996,1786600,88.316315
"105",96.879997,97.379997,96.419998,96.860001,1003400,88.56321
"106",96.379997,96.559998,95.620003,96.25,1816800,88.005463
"107",96.139999,96.589996,95.82,96.019997,1019700,87.795158
"108",95.989998,97.5,88.32,89.779999,9451700,82.089661
"109",89.779999,89.949997,86.029999,87.160004,8588600,79.694084
"110",86.800003,87.419998,86.150002,87.400002,3918300,79.913521
"111",87.199997,88.260002,86.879997,88.260002,3622100,80.69986
"112",88.449997,89.230003,88,88.980003,2734600,81.358192
"113",89.330002,89.769997,87.730003,88.120003,2065900,80.571854
"114",87.800003,87.980003,87.239998,87.639999,2087300,80.132957
"115",87.660004,87.839996,85.989998,86.849998,3149200,79.410637
"116",87.059998,87.059998,85.910004,86.580002,3072500,79.163773
"117",86.470001,87.209999,86.400002,86.660004,1595600,79.236916
"118",86.5,86.860001,85.589996,85.769997,1376500,78.423149
"119",85.709999,86.300003,85.459999,85.949997,1684900,78.587715
"120",85.980003,86.709999,85.760002,86.5,1770600,79.090614
"121",86.940002,87.169998,86.349998,86.349998,1161800,78.953461
"122",86.400002,86.589996,85.769997,86.379997,1257800,78.980881
"123",86.779999,87.82,86.5,87.419998,1497500,79.931808
"124",87.410004,87.410004,85.900002,86.459999,1311200,79.054039
"125",86.860001,86.959999,86.300003,86.339996,1015600,78.944313
"126",86.68,86.980003,86.190002,86.410004,516300,79.008331
"127",86.150002,86.690002,85.919998,86.440002,1719500,79.035751
"128",86.32,86.860001,86.040001,86.199997,1011400,78.816299
"129",86.199997,86.720001,85.839996,86.129997,1330500,78.752312
"130",86.550003,86.730003,85.550003,85.610001,837000,78.276848
"131",85.559998,86.269997,85.339996,85.919998,988500,78.560303
"132",86.709999,87.559998,86.260002,86.75,2656700,79.319214
"133",87.040001,87.330002,86.419998,86.989998,1921500,79.538643
"134",87.279999,88.029999,87.110001,87.889999,983400,80.361549
"135",88.040001,88.220001,87.470001,87.510002,974400,80.014107
"136",87.699997,87.800003,87.220001,87.620003,665000,80.114685
"137",87.75,88.589996,87.32,88.529999,1312400,80.946732
"138",88.620003,88.910004,87.489998,87.540001,1253200,80.041542
"139",87.510002,88.120003,87.290001,87.980003,1869000,80.44384
"140",87.940002,88.370003,87.739998,87.959999,1334700,80.425552
"141",87.970001,88.870003,87.800003,88.580002,1268200,80.992447
"142",88.779999,89.360001,88.360001,89.040001,2105800,81.41304
"143",89.599998,90.5,89.110001,89.57,1323200,81.897636
"144",89.790001,89.800003,88.550003,89.110001,718000,81.477051
"145",89.260002,89.360001,88.669998,88.980003,872300,81.358192
"146",89.099998,89.510002,88.800003,89.190002,1498600,81.550209
"147",93.610001,94.019997,90.760002,91.830002,2702100,83.964058
"148",91.699997,92.540001,90.800003,90.870003,1566100,83.086288
"149",90.980003,91.339996,90.120003,90.510002,1209000,82.757149
"150",90.43,90.510002,89.839996,89.849998,1288800,82.153671
"151",89.93,91.139999,89.910004,90.660004,1778200,82.894279
"152",90.610001,90.720001,90.010002,90.5,1131900,82.747986
"153",90,90.709999,89.470001,90.199997,1150100,82.473679
"154",90.32,91.099998,89.709999,90.400002,688600,82.656563
"155",90.599998,91.349998,90.540001,90.870003,783500,83.086288
"156",90.779999,91.260002,90.57,91.07,719800,83.269173
"157",91.080002,91.739998,90.959999,91.339996,803800,83.516029
"158",91.150002,91.519997,89.940002,89.959999,953300,82.254234
"159",89.809998,90.099998,89.330002,89.739998,1091500,82.053101
"160",89.790001,90.129997,89.510002,89.730003,470100,82.043938
"161",89.779999,90.169998,88.300003,89.019997,1973800,81.394753
"162",88.849998,89.769997,88.339996,89.389999,1441200,81.733055
"163",89.089996,89.870003,88.269997,89.809998,3484300,82.117081
"164",90.190002,91.360001,89.809998,91,2468000,83.20517
"165",91.040001,91.120003,89.110001,89.489998,3669600,81.824486
"166",88.389999,89.540001,88.360001,89.389999,1102700,82.109238
"167",89.43,89.980003,89.43,89.629997,711800,82.329704
"168",89.870003,90.400002,89.589996,89.75,1241800,82.439934
"169",89.989998,90.620003,89.669998,90.029999,942500,82.697113
"170",89.709999,90.110001,88.550003,88.879997,1289900,81.640793
"171",89.019997,89.339996,88.360001,88.720001,1987800,81.49382
"172",88.870003,89.169998,87.830002,87.940002,1547400,80.777359
"173",88.080002,88.419998,87.639999,88.25,1786700,81.062103
"174",88.550003,89.550003,88.400002,89.410004,1194300,82.127625
"175",89.559998,90.25,89.239998,89.699997,679300,82.394005
"176",88.889999,89.370003,88.279999,88.580002,1717900,81.365219
"177",88.410004,89.129997,87.68,87.769997,1139000,80.621201
"178",87.480003,87.879997,86.660004,87.25,1724300,80.143555
"179",87.25,87.25,85.889999,86.129997,1407300,79.114777
"180",86.139999,86.419998,85.209999,85.470001,1094900,78.508553
"181",85.25,85.580002,83.18,83.480003,1777800,76.680626
"182",83.550003,83.550003,82.139999,82.809998,1537500,76.065186
"183",82.809998,83.199997,82.510002,82.809998,1475900,76.065186
"184",82.830002,83,81.910004,82.220001,2207300,75.523247
"185",82.190002,82.870003,81.940002,82.349998,1231200,75.642647
"186",82.220001,82.349998,81.57,81.860001,1460400,75.192566
"187",81.690002,81.989998,80.919998,81.349998,1677800,74.724098
"188",81.559998,82.300003,81.410004,81.639999,1614100,74.990486
"189",81.769997,82.220001,81.419998,82.019997,2365300,75.339523
"190",82.230003,82.639999,81.699997,81.919998,999200,75.247673
"191",81.93,83.720001,81.93,83.18,1192700,76.40506
"192",83.690002,84.160004,82.959999,83.110001,1469500,76.340759
"193",82.800003,83.25,82.68,83.18,867300,76.40506
"194",83.150002,83.389999,82.080002,82.260002,1034400,75.559998
"195",82.360001,84.089996,82.360001,83.970001,1670800,77.130707
"196",83.949997,84.279999,83.690002,84.139999,1790100,77.286865
"197",83.919998,84.389999,83.779999,84.349998,806900,77.479752
"198",84.720001,84.910004,83.449997,83.589996,1236300,76.781639
"199",83.419998,83.870003,82.510002,82.75,1339100,76.010086
"200",82.669998,83.010002,82.239998,82.699997,1354200,75.964134
"201",82.989998,83.059998,82.459999,82.599998,1789300,75.872292
"202",82.5,83.870003,82.470001,83.580002,1640200,76.772469
"203",83.860001,83.860001,82.989998,83.25,1136000,76.469353
"204",83.5,83.690002,83.139999,83.610001,1301500,76.800034
"205",83.410004,83.669998,82.849998,83.57,846900,76.76329
"206",83.440002,83.440002,81.209999,82.260002,2454300,75.559998
"207",82,82,80.349998,80.370003,2009000,73.823921
"208",80.150002,80.269997,78.099998,78.43,2285300,72.041931
"209",78.199997,79.279999,78.18,78.949997,1497300,72.519585
"210",79.239998,80.959999,79.120003,80.870003,2011900,74.283203
"211",81.589996,83.32,80.25,81.040001,2501700,74.439354
"212",80.75,80.860001,78.5,79.080002,2511300,72.639
"213",79.150002,80.309998,79.150002,79.760002,1290300,73.263603
"214",79.629997,79.849998,78.629997,78.889999,1233900,72.464462
"215",78.639999,79.459999,78.639999,78.879997,1197300,72.455261
"216",79.199997,79.809998,78.610001,79.629997,1230200,73.144196
"217",79.43,80.779999,79.43,80.529999,946600,73.970894
"218",80.57,80.790001,80.099998,80.339996,1292100,73.796371
"219",80.160004,81.230003,80.160004,80.839996,982700,74.255638
"220",80.5,81.25,80.120003,80.519997,861900,73.9617
"221",80.5,82,78.699997,78.790001,1435500,72.372612
"222",78.790001,80.18,78.599998,79.489998,1207000,73.015587
"223",79.239998,79.970001,78.879997,79.68,748800,73.190125
"224",79.480003,79.669998,79.050003,79.199997,1184500,72.749207
"225",79.410004,80.099998,79.199997,79.32,872700,72.859436
"226",79.610001,79.839996,79.269997,79.540001,1473200,73.061523
"227",79.93,79.93,79.489998,79.669998,294000,73.180946
"228",79.589996,79.730003,78.919998,79.379997,951500,72.914551
"229",79.360001,79.669998,78.370003,78.580002,1401900,72.179718
"230",78.110001,78.269997,76.25,76.519997,1999800,70.656158
"231",76.510002,78.220001,76.279999,78.099998,2076800,72.115074
"232",78.220001,79.639999,78.080002,79.209999,1485900,73.140015
"233",79.559998,81,79.010002,80.510002,1587100,74.340393
"234",80.699997,81.050003,79.690002,80.32,1248800,74.16497
"235",80.57,81.379997,80.360001,81.07,1341000,74.857475
"236",79.949997,80.809998,79.860001,79.949997,816500,73.823311
"237",79.940002,80.18,79.019997,80.139999,980200,73.998756
"238",80,81.019997,79.690002,80.790001,979200,74.598938
"239",80.760002,81.050003,80.089996,80.150002,952700,74.00798
"240",80.110001,80.230003,79.209999,79.5,931500,73.407784
"241",79.5,80.330002,79.279999,79.370003,1062600,73.287758
"242",79.580002,80.550003,79.440002,79.800003,2356600,73.684799
"243",80.57,81.43,80.57,80.849998,1516000,74.65435
"244",81.169998,81.470001,80.629997,80.699997,1522800,74.515839
"245",80.669998,80.849998,79.540001,80.589996,1105300,74.414268
"246",80.699997,81.559998,80.580002,81.18,1503600,74.959053
"247",81.349998,81.550003,80.879997,81.099998,803100,74.885178
"248",81.190002,81.93,81.150002,81.82,558900,75.550026
"249",82.019997,82.360001,81.639999,81.68,672200,75.420738
"250",81.849998,82.150002,81.43,82.029999,660000,75.743919
"251",82.209999,82.550003,82.010002,82.07,798700,75.780861
"252",82.239998,82.610001,81.639999,82.239998,1136000,75.937828
"253",81.910004,82.300003,81.25,81.449997,1330900,75.208366
"254",81.82,82.449997,81.580002,82,966000,75.716217
"255",82.43,83.07,82.050003,82.93,1206500,76.574959
"256",82.860001,84.230003,82.559998,83.82,1592000,77.396744
"257",83.879997,84.230003,82.559998,83.629997,1442600,77.221298
"258",83.790001,85.760002,83.690002,85.209999,1795000,78.680229
"259",85.440002,85.860001,84.370003,84.489998,904100,78.015419
"260",84.889999,85.169998,84.5,84.879997,1191300,78.375519
"261",85.040001,85.080002,84.389999,84.720001,1832600,78.227783
"262",85,85.370003,84.5,84.68,1090900,78.190842
"263",84.660004,84.660004,83.099998,83.25,1719600,76.870438
"264",83.510002,83.970001,83.25,83.769997,1225600,77.350571
"265",83.709999,84.120003,83.360001,84.059998,1328700,77.618355
"266",84.080002,84.089996,83.190002,83.260002,1047600,76.879654
"267",83.580002,84.099998,83.160004,83.889999,884000,77.461388
"268",83.900002,84.169998,83.300003,83.790001,905200,77.369049
"269",83.669998,84.440002,83.25,84.389999,978100,77.923073
"270",84.129997,84.629997,83.470001,83.480003,805800,77.082817
"271",83.449997,84.220001,83.43,83.480003,979800,77.082817
"272",83.690002,84.18,83.18,84.019997,1053700,77.581421
"273",83.849998,83.910004,83.110001,83.550003,759700,77.147446
"274",82.959999,83.089996,80.800003,81.059998,1242600,74.848251
"275",80.440002,81.580002,77.349998,77.68,1763500,71.72728
"276",76.980003,78.480003,76.760002,77.980003,2208700,72.004295
"277",77.610001,78.209999,75.790001,76.160004,2525100,70.323753
"278",76.790001,76.889999,74.5,74.510002,2568800,68.800194
"279",74.839996,75.269997,72.709999,74.209999,2405100,68.523186
"280",75.529999,76.68,75.160004,75.769997,1989500,69.963623
"281",75.620003,76.089996,74.110001,75.699997,1669300,69.898987
"282",77.25,80.690002,77,80.449997,3886400,74.284996
"283",80.489998,81.860001,79.150002,81.739998,2086000,75.476135
"284",81.709999,82.290001,80.889999,81.470001,1706600,75.226837
"285",81.059998,81.269997,79.709999,79.75,1688100,73.638649
"286",79.639999,80.360001,78.720001,78.75,1814900,72.715279
"287",78.949997,79.739998,78,78.449997,2067600,72.438263
"288",78.639999,78.970001,77.459999,78.660004,1387600,72.632179
"289",78.779999,79.480003,76.730003,77.93,1637300,71.958107
"290",77.779999,78.169998,76.57,76.580002,1301800,70.711555
"291",77.019997,77.07,75.970001,76.25,1939100,70.406845
"292",76.550003,77.519997,75.860001,76.839996,2203100,70.95163
"293",76.620003,78.400002,76.309998,78.339996,1982400,72.724724
"294",78.089996,78.559998,76.879997,78.029999,2339400,72.436951
"295",78.339996,78.910004,77.82,78.790001,1931200,73.142479
"296",78.010002,78.459999,77.739998,78.260002,1151100,72.650452
"297",78.690002,80.690002,78.540001,80.550003,2372300,74.776321
"298",80.760002,81.139999,80.309998,81.089996,1812600,75.277611
"299",81.25,81.959999,80.57,80.959999,1534800,75.156937
"300",81.410004,81.410004,80.279999,80.459999,1476000,74.69278
"301",80.809998,81.220001,80.309998,81.099998,1546500,75.286896
"302",80.900002,81.5,80.900002,81.410004,1885000,75.574677
"303",81.68,81.779999,79.129997,80.190002,3339500,74.442123
"304",79.980003,80.269997,79.110001,79.470001,1516600,73.773727
"305",79.589996,79.830002,76.800003,76.879997,2532400,71.369385
"306",76.860001,77.059998,75.800003,76.050003,2010000,70.598877
"307",75.559998,76.089996,74.169998,74.389999,2966600,69.057846
"308",74.580002,74.580002,72.07,72.160004,3167800,66.987701
"309",73,74.25,72.529999,73.910004,2584900,68.612274
"310",74.029999,75.050003,73.349998,74.230003,1853400,68.909332
"311",74.629997,76.529999,74.400002,75.410004,2369600,70.004753
"312",76.099998,76.449997,75.309998,75.330002,1385200,69.930481
"313",75.309998,75.459999,72.919998,73.089996,1613000,67.851044
"314",73.18,74.099998,72.629997,73.639999,2390900,68.361618
"315",72.809998,74.339996,72.300003,74.099998,3532200,68.788643
"316",74.57,74.720001,73.730003,73.879997,2112100,68.584419
"317",73.5,74.529999,72.769997,73.160004,2270700,67.916023
"318",73.32,74.230003,72.779999,73.18,1416000,67.934593
"319",73.589996,74.120003,73.169998,73.989998,1142700,68.686531
"320",73.610001,74.120003,73.519997,73.889999,998600,68.593697
"321",73.949997,74.25,73.400002,73.610001,1358200,68.333771
"322",73.82,74,72.800003,72.980003,2063300,67.748932
"323",73.550003,73.93,73.080002,73.550003,1278600,68.278076
"324",73.089996,73.779999,72.339996,73.709999,1496600,68.426605
"325",73.5,73.870003,73.169998,73.230003,1131100,67.981003
"326",73.080002,73.410004,72.32,73.059998,1960700,67.823189
"327",72.860001,73.110001,70.050003,70.379997,4500800,65.335289
"328",70.349998,71.949997,70.230003,71.919998,2473600,66.7649
"329",72.379997,72.489998,71.110001,71.690002,1506200,66.551399
"330",71.449997,71.989998,71.120003,71.910004,1500700,66.755623
"331",72.519997,73.129997,72.190002,72.489998,1995400,67.29406
"332",72.699997,72.879997,71.860001,72.300003,1797600,67.117661
"333",72.75,72.800003,71.230003,71.239998,3297100,66.133629
"334",71.230003,71.760002,70.370003,71.68,3497500,66.542114
"335",68.040001,68.300003,60.189999,60.639999,12433400,56.29343
"336",60.630001,63.290001,59.32,59.400002,5619600,55.142315
"337",59.669998,60.610001,58.75,60.48,4126100,56.144901
"338",60.48,61.049999,59.130001,59.630001,4131400,55.355831
"339",59.849998,60.82,59.330002,60.389999,2400100,56.061356
"340",60.400002,61.09,59.990002,61.07,1660600,56.692612
"341",60.950001,61.599998,60.389999,61.400002,2474800,56.998962
"342",61.330002,61.459999,60.349998,60.720001,1377100,56.367699
"343",61.029999,61.48,60.330002,60.419998,2085600,56.089203
"344",59.860001,60.490002,59.57,60.049999,2414100,55.745728
"345",60.060001,60.509998,59.919998,60.110001,1914100,55.801426
"346",59.939999,60.5,59.810001,60.259998,2253300,55.940674
"347",60.419998,60.5,59.830002,60.240002,1538600,55.922104
"348",60.5,60.84,60.23,60.400002,1386300,56.070641
"349",60.68,61.310001,60.509998,61.029999,2470000,56.655483
"350",61.110001,61.93,60.830002,61.709999,1789600,57.286739
"351",61.709999,61.799999,60.799999,61.529999,1865400,57.119637
"352",61.290001,61.990002,61.029999,61.43,2105300,57.026806
"353",61.029999,61.82,61.029999,61.560001,2200000,57.147495
"354",61.950001,62.669998,61.560001,62.349998,1664400,57.880867
"355",62.91,63,61.139999,61.650002,2619300,57.231037
"356",61.639999,62,61.32,61.610001,1340300,57.57682
"357",62.18,62.32,61.099998,61.380001,1327300,57.361874
"358",61.380001,61.57,60.830002,61.099998,2089600,57.100208
"359",60.919998,62.720001,60.549999,61.790001,2884100,57.745037
"360",61.48,62.91,61.450001,62.619999,2428200,58.520695
"361",62.810001,63.57,62.779999,63.560001,1460800,59.399166
"362",63.740002,64.910004,63.52,64.669998,3055500,60.436501
"363",64.830002,66.169998,64.510002,66.089996,2345400,61.763546
"364",66.190002,67.07,65.620003,66.099998,2060500,61.772888
"365",66.129997,66.800003,65.650002,66.720001,2069200,62.352299
"366",66.730003,67.980003,66.480003,67.889999,3388000,63.445698
"367",67.110001,67.260002,66.400002,67.010002,2586000,62.623325
"368",66.690002,67.790001,66.5,67.620003,1715400,63.193394
"369",67.620003,68.190002,66.970001,68.110001,2782700,63.65131
"370",68.220001,68.25,67.169998,67.470001,1467500,63.053207
"371",68.07,69.25,67.730003,69.019997,2537300,64.50174
"372",69,70.959999,68.989998,69.790001,2224100,65.221336
"373",69.470001,69.540001,68.129997,68.610001,2009400,64.118584
"374",68.230003,69.050003,67.57,67.790001,1892000,63.352253
"375",67.949997,68.629997,67.330002,67.839996,1643700,63.398987
"376",67.949997,68.660004,67.370003,68.040001,1831600,63.58588
"377",67.709999,68.139999,67.199997,67.620003,1101500,63.193394
"378",67.760002,68.169998,67.269997,67.690002,846500,63.258816
"379",68.32,69.779999,68.089996,69.699997,2142500,65.137207
"380",70.07,70.830002,69.760002,70.620003,1398500,65.997002
"381",70.660004,70.949997,69.669998,69.82,1494200,65.249359
"382",69.489998,69.68,68.260002,68.389999,1991100,63.912983
"383",68.529999,68.900002,67.440002,68.610001,3917600,64.118584
"384",68.800003,68.830002,67.540001,67.709999,1407200,63.277485
"385",67.75,68.32,67.550003,68.099998,1480800,63.641953
"386",68.110001,68.190002,66.800003,66.900002,1858700,62.520515
"387",66.550003,67.879997,66.449997,67,4919000,62.613976
"388",66.879997,67.040001,63.759998,64.349998,3399100,60.137451
"389",63.990002,64.449997,63.509998,63.869999,4053000,59.688869
"390",64.18,64.18,62.639999,62.849998,4208600,58.735645
"391",62.509998,63.66,62.5,63.240002,2160600,59.100117
"392",62.75,64.870003,62.75,64.410004,4355400,60.193527
"393",64.860001,65.589996,64.699997,65.410004,3931700,61.128067
"394",65.040001,66.199997,64.57,65.300003,3984500,61.025265
"395",65.300003,65.769997,63.639999,64.279999,1977700,60.072037
"396",64.099998,67.32,64.099998,66.769997,3976800,62.399033
"397",67.059998,68.089996,66.43,67,4246000,62.613976
"398",65.25,71.040001,64.449997,69.330002,7643300,64.791443
"399",69.790001,69.959999,67.82,68.830002,4760100,64.324181
"400",69.050003,69.839996,68.709999,69.199997,2201800,64.669952
"401",69.330002,69.93,68.949997,69.059998,2135400,64.539124
"402",69.220001,69.300003,68.199997,68.800003,1586600,64.296143
"403",68.849998,68.970001,66.529999,66.580002,2555400,62.221462
"404",66.330002,67.230003,66.129997,66.540001,1912600,62.184074
"405",66,66.410004,65.199997,65.459999,2316200,61.174782
"406",65.120003,65.720001,64.580002,65.440002,2433100,61.156097
"407",65.889999,67.690002,65.809998,67.389999,1621600,62.978443
"408",66.940002,67.269997,66.300003,67.18,1674000,62.782188
"409",67.410004,68.220001,67.209999,67.889999,1325600,63.445698
"410",68.18,69.050003,67.82,68.559998,1476800,64.071854
"411",68.510002,68.959999,68.110001,68.68,1648500,64.184006
"412",68.900002,68.970001,68.220001,68.25,1267500,63.782162
"413",68.349998,68.360001,67.779999,68.199997,920700,63.73542
"414",68.040001,68.540001,67.82,68.099998,1310700,63.641953
"415",68.599998,69.129997,68,68.029999,989100,63.576534
"416",68.110001,68.459999,66.93,67.989998,1035500,63.539158
"417",67.870003,68.43,66.790001,67.010002,1188600,62.623325
"418",67.209999,67.580002,66.470001,67.440002,1779800,63.025162
"419",66.940002,67.419998,66.57,66.93,915500,62.931149
"420",66.669998,67.309998,66.410004,66.739998,906100,62.752491
"421",66.389999,66.739998,64.5,64.889999,2411500,61.013027
"422",64.389999,65.900002,64.370003,65.650002,1329000,61.727623
"423",65.860001,66.629997,65.379997,66.410004,1368500,62.442219
"424",65.5,65.519997,63.299999,63.779999,2551400,59.969337
"425",63.880001,65.160004,63.68,64.730003,1929100,60.862595
"426",64.050003,64.480003,62.689999,62.830002,2263400,59.076111
"427",62.73,63.419998,62.599998,63.080002,1589000,59.311172
"428",63.470001,63.75,62.900002,63.48,929800,59.687271
"429",63.27,63.290001,62.630001,63.139999,1520500,59.367584
"430",63.299999,64.260002,63,64.040001,1592200,60.213818
"431",64.269997,64.5,63.490002,63.869999,1291900,60.05397
"432",63.549999,65.239998,63.549999,64.279999,1721800,60.439472
"433",64.779999,65.970001,64.339996,64.919998,2184000,61.041233
"434",65.019997,65.230003,64.349998,64.779999,2948100,60.909599
"435",64.18,64.5,62.23,62.48,3092700,58.747017
"436",62.779999,62.779999,61.32,61.84,2105700,58.145256
"437",62.209999,62.900002,61.740002,62.27,1513500,58.549564
"438",62.060001,62.48,61.43,61.740002,921100,58.051231
"439",61.509998,61.950001,61.23,61.5,1593400,57.825569
"440",61.580002,61.75,61.099998,61.209999,1649900,57.552891
"441",61.110001,62.130001,61.110001,62.060001,1783900,58.352112
"442",62.59,62.880001,60.98,61.349998,2280800,57.684532
"443",61.110001,61.759998,60.790001,61.369999,2126900,57.703331
"444",61.650002,62.380001,61.360001,61.889999,1779600,58.192265
"445",62.080002,63.09,61.900002,62.75,1144700,59.000893
"446",62.369999,62.389999,61.560001,61.73,1225700,58.041828
"447",61.540001,62.549999,61.290001,61.310001,1339400,57.646923
"448",61.349998,61.720001,59.52,59.59,2400800,56.02969
