"","ADI.Open","ADI.High","ADI.Low","ADI.Close","ADI.Volume","ADI.Adjusted"
"164",79.57,79.839996,78.809998,78.970001,1006600,72.585213
"165",79.209999,79.709999,79.199997,79.440002,1888500,73.01722
"166",78.690002,79.82,78.540001,79.550003,2737200,73.118317
"167",82.129997,83.889999,81.239998,83.720001,6868400,76.951172
"168",84.339996,85,83.400002,83.669998,5136800,76.905212
"169",83.970001,85.18,83.599998,84.379997,2647300,77.557808
"170",83.739998,84.099998,82.010002,83,2890500,76.289391
"171",83.209999,83.559998,82.220001,82.510002,3021700,75.839012
"172",82.650002,82.68,80.800003,81.099998,3993100,74.951782
"173",81.209999,81.589996,80.099998,80.440002,2695200,74.341812
"174",80.809998,82.690002,80.809998,82.220001,4105000,75.986877
"175",82.629997,82.800003,81.489998,82.150002,2657200,75.922188
"176",81.830002,82.389999,81.699997,82.059998,1964200,75.839005
"177",81.75,83.139999,81.709999,82.339996,2226100,76.097755
"178",82.370003,84.059998,82.190002,83.839996,2923800,77.484062
"179",85,85.540001,84.07,85.169998,3348500,78.713249
"180",85.209999,85.709999,84.330002,85.239998,1790900,78.777916
"181",85.209999,85.290001,82.910004,83.690002,2171800,77.345421
"182",83.519997,84.379997,83.089996,84.239998,2885200,77.853737
"183",83.809998,85.239998,83.75,84.919998,2097700,78.482185
"184",84.470001,85,83.620003,83.879997,1923100,77.521019
"185",84.580002,84.660004,83.599998,83.910004,1281400,77.548752
"186",84.57,85.230003,83.809998,84.919998,1513000,78.482185
"187",84.589996,85.779999,84.449997,85.639999,1570100,79.147598
"188",85.68,86.410004,85.580002,86.169998,1712500,79.637428
"189",86.589996,86.769997,85.68,85.82,1688500,79.31395
"190",85.959999,86.529999,85.839996,85.900002,2215100,79.387878
"191",85.75,87.080002,85.580002,87,2533900,80.404495
"192",87.099998,88.349998,86.699997,87.889999,2683500,81.227036
"193",87.489998,87.989998,87.400002,87.870003,1118500,81.208549
"194",87.959999,88.269997,87.279999,87.709999,1748400,81.060646
"195",88.080002,88.139999,87.370003,87.989998,1294000,81.319435
"196",87.709999,88.589996,87.690002,88.57,1761900,81.855484
"197",88.480003,89.059998,88.300003,88.830002,2309600,82.095764
"198",88.949997,89.669998,88.510002,89.059998,2230900,82.308311
"199",89.480003,89.629997,88.209999,88.830002,2007700,82.095764
"200",88.669998,89.059998,88.370003,88.940002,1247300,82.197418
"201",89.209999,89.260002,88.279999,89,1129500,82.252876
"202",88.32,88.830002,87.379997,88.800003,1577500,82.068054
"203",89.610001,89.93,88.760002,88.93,1778500,82.188187
"204",89.43,89.669998,88.559998,88.769997,2031000,82.040314
"205",88.769997,90.790001,88.379997,90.290001,2671600,83.445084
"206",89.660004,90.449997,89.230003,89.860001,2039600,83.047676
"207",90.260002,90.959999,89.860001,90.559998,1239700,83.694611
"208",90.769997,91.379997,89.959999,91.209999,1625000,84.295326
"209",91.349998,91.959999,90.889999,91.32,1248000,84.397003
"210",91.470001,91.739998,90.75,91.300003,1530500,84.378517
"211",91.849998,92.110001,90.589996,90.989998,2374000,84.092003
"212",90.849998,91.470001,90.260002,90.790001,1448200,83.907188
"213",90.970001,91.830002,90.190002,91.809998,1367400,84.849854
"214",92.419998,92.959999,91.650002,92.279999,1531300,85.284218
"215",92.080002,92.57,91.699997,91.900002,1416500,84.933044
"216",91.900002,92.449997,91.040001,92,1617600,85.025452
"217",91.669998,91.690002,87.980003,89.699997,3143600,82.899803
"218",89.540001,90.029999,88.879997,89.589996,2736400,82.798141
"219",89.360001,90.209999,89,90.029999,2428800,83.204781
"220",89.790001,90.489998,89.400002,90.440002,2172600,83.58371
"221",89.580002,89.949997,88.669998,89.160004,2250500,82.400749
"222",89.790001,90.75,89.410004,90.480003,2297900,83.620674
"223",91,91.050003,90.239998,90.419998,2342900,83.565216
"224",90.970001,93.989998,90.730003,93.07,6529600,86.014328
"225",92.620003,92.830002,88.879997,90.190002,6028700,83.352676
"226",89.610001,90.739998,88.43,88.650002,4028200,81.92942
"227",88.669998,89.25,88.010002,89.150002,1623800,82.391518
"228",88.489998,88.830002,87.400002,87.449997,2890700,80.820381
"229",87.080002,87.440002,86.389999,87.07,3843100,80.469177
"230",87.080002,87.290001,83.900002,85.660004,6130300,79.166092
"231",85.82,86.269997,84.989998,86.110001,3866600,80.002235
"232",85.510002,85.769997,83.589996,85.400002,3545000,79.342606
"233",85.559998,85.639999,83.849998,84.790001,3723600,78.775879
"234",84.529999,85.699997,84.160004,84.830002,2340800,78.813026
"235",84.260002,85.480003,84.029999,85.410004,2805100,79.351898
"236",85.610001,86.510002,85.169998,86.110001,3914200,80.002235
"237",86.449997,86.919998,84.910004,85.519997,3411400,79.454109
"238",85.489998,86.360001,85.290001,85.800003,2322700,79.714249
"239",85.75,85.980003,84.910004,85.480003,2248900,79.416939
"240",85.82,85.93,85.129997,85.18,2068000,79.138206
"241",85.169998,85.970001,84.82,85.440002,2288000,79.379761
"242",86.07,87.209999,85.290001,86.690002,3766000,80.541115
"243",87.209999,88.349998,87.199997,88.089996,2743100,81.841812
"244",87.779999,88.470001,87.410004,87.949997,2098600,81.711731
"245",88.120003,88.93,87.839996,88.650002,2093000,82.362083
"246",89,89.139999,88.419998,88.650002,1917100,82.362083
"247",88.5,88.870003,88.260002,88.849998,1680400,82.547897
"248",88.279999,88.849998,87.68,88.629997,1378700,82.343498
"249",88.889999,89.580002,88.57,89.099998,1827400,82.780167
"250",89.300003,89.860001,88.699997,89.379997,1973000,83.040306
"251",89.360001,89.68,88.769997,89.029999,3414800,82.715141
"252",89.239998,90.650002,88.93,90.279999,2343200,83.876472
"253",90.279999,91.610001,90.050003,91.400002,2009600,84.917038
"254",91.870003,92.279999,91.25,91.300003,1879600,84.824135
"255",91.519997,92.269997,90.830002,91.669998,1799100,85.167885
"256",91.809998,92.209999,91.360001,91.830002,1907400,85.316544
"257",91.800003,92.330002,91.419998,91.639999,2779700,85.139999
"258",91.080002,91.150002,89.790001,90.110001,2654400,83.718529
"259",90.400002,91.260002,89.940002,91.190002,1924200,84.721931
"260",91.059998,92.589996,90.57,92.019997,3175700,85.49305
"261",92.379997,93.699997,92.349998,93.099998,3373700,86.496445
"262",94,95.959999,93.610001,95.57,4011300,88.791252
"263",95.580002,98.379997,95.330002,97.239998,5285100,90.342796
"264",97.639999,97.940002,96.139999,96.139999,2762400,89.320847
"265",96.389999,97,95.769997,96.650002,4442400,89.794655
"266",96.690002,97.120003,95.889999,96.470001,3247100,89.627396
"267",94.379997,96.639999,93.209999,95.339996,6258400,88.57756
"268",96.190002,96.989998,91.93,91.980003,3655900,85.455894
"269",93.089996,94.169998,92.580002,93.839996,4752300,87.183952
"270",93.199997,94.440002,92.410004,93.779999,3078100,87.12822
"271",92.769997,93.389999,91.370003,91.550003,3684900,85.056404
"272",91.889999,92.550003,91.419998,91.879997,3462000,85.362991
"273",91.25,92.580002,91.25,91.650002,2312200,85.149307
"274",90.739998,91.290001,89.059998,89.110001,2922600,82.789459
"275",88.75,89.610001,85.330002,85.400002,3817400,79.342606
"276",84.199997,88.709999,82.760002,88.540001,5440800,82.259888
"277",86.75,87.949997,85.290001,85.349998,4555800,79.296158
"278",85.540001,85.599998,82.57,82.68,5279100,76.815544
"279",83.910004,84.580002,80.949997,83.93,5649700,77.976875
"280",84.300003,85.900002,84.029999,85.050003,3287700,79.017441
"281",86.010002,86.43,83.769997,84.339996,2688900,78.35778
"282",83.519997,85.449997,83.389999,85.129997,2819600,79.091743
"283",85.940002,85.940002,84.209999,85.400002,2214400,79.342606
"284",85.279999,86.790001,85.169998,86.089996,2570000,79.983673
"285",87.279999,89.489998,86.919998,88.410004,3961000,82.139114
"286",88.709999,90.040001,87.849998,88.410004,2604400,82.139114
"287",88.459999,89.360001,88.07,88.559998,2430000,82.27845
"288",89.349998,90.43,89.169998,90.370003,2114900,83.960091
"289",90.57,92.419998,90.57,92.360001,2683600,85.808914
"290",92.209999,93.650002,91.629997,92.260002,3256300,85.716049
"291",94.5,94.919998,89.599998,90.150002,4248500,83.755699
"292",89.889999,90.529999,86.790001,88.309998,4136100,82.046196
"293",87.440002,89.669998,86.980003,89.529999,2298700,83.179672
"294",88.830002,91.699997,88.769997,91.139999,2972200,84.675468
"295",91.730003,92.57,91.18,91.93,1958600,85.409447
"296",91.330002,92.800003,90.550003,92.739998,2981100,86.161972
"297",92.900002,93.300003,92.07,92.720001,2175600,86.591583
"298",93.300003,94.849998,93.300003,94.730003,2768700,88.468719
"299",94.739998,95.730003,94.669998,95.529999,2766100,89.215866
"300",96,96.849998,94.220001,94.660004,3521800,88.403343
"301",94.940002,95.330002,93.269997,94.089996,1549700,87.871017
"302",93.919998,94.360001,93.160004,93.940002,1274000,87.730942
"303",94.099998,95.010002,93.760002,94.150002,4067800,87.927055
"304",93.730003,93.82,91.839996,93.5,2900300,87.320038
"305",93.510002,93.629997,92.370003,92.709999,1764000,86.58223
"306",92.5,93.889999,92.32,92.800003,1612700,86.66629
"307",91.529999,92.43,90.480003,90.540001,2842400,84.555672
"308",90.360001,90.849998,87.650002,87.699997,2613300,81.903389
"309",89.330002,93.190002,88.940002,93.110001,3669400,86.955811
"310",93.779999,94.32,90.269997,91.050003,4507500,85.03196
"311",90.709999,91.620003,89.410004,89.910004,2602000,83.9673
"312",90.699997,92.019997,89.849998,91.129997,2663500,85.106659
"313",90.470001,90.879997,87.919998,88.75,3308600,82.883995
"314",89.610001,89.919998,87.900002,89.519997,2721600,83.603081
"315",87.809998,91.529999,87.540001,91.239998,2069900,85.209396
"316",92.099998,92.449997,90.260002,90.940002,1769400,84.92923
"317",89.849998,90.480003,88.129997,88.309998,2294300,82.473061
"318",89.120003,90.440002,87.900002,87.989998,2513900,82.174194
"319",89.5,90.809998,88.760002,90.029999,2210200,84.079376
"320",89.25,91.150002,89.18,90.800003,1785200,84.798485
"321",91.690002,93.239998,91.199997,93.019997,2984200,86.871742
"322",93.5,93.599998,92.199997,92.779999,1869700,86.647614
"323",93.18,93.580002,92.480003,93.139999,2125300,86.983841
"324",93.650002,95.540001,93.650002,95.169998,1920000,88.879631
"325",94.779999,95.449997,94.029999,94.57,1909600,88.319305
"326",92.980003,92.980003,89.760002,89.849998,3774200,83.911263
"327",89.389999,90,88.660004,89.760002,4413800,83.827232
"328",90.169998,90.190002,87.519997,88,2790300,82.183556
"329",89.269997,89.470001,87.32,87.650002,3137000,81.856697
"330",88.059998,88.919998,87.330002,87.769997,2652400,81.96875
"331",88.449997,89.029999,87.720001,88.699997,1981400,82.83728
"332",89.269997,89.379997,87.209999,87.68,2738600,81.884705
"333",87.769997,88.209999,86.029999,87.349998,3756200,81.576515
"334",87.139999,89,86.739998,88.860001,2094300,82.98671
"335",89.010002,89.209999,87.480003,88.300003,1586700,82.463715
"336",87.519997,88.269997,86.230003,87.910004,2261100,82.099518
"337",87.550003,90.32,87.120003,90.269997,2404800,84.303513
"338",89.860001,91.169998,89.860001,90.5,1867000,84.518318
"339",90.93,91.449997,90.110001,91.419998,1575000,85.37751
"340",91.860001,92.739998,91.419998,92.620003,1939400,86.498184
"341",93.080002,93.400002,92.389999,93.339996,1914400,87.170593
"342",93.080002,93.639999,92.419998,92.599998,1359000,86.4795
"343",93.190002,94.919998,93.190002,93.870003,2173500,87.665558
"344",93.07,93.849998,92.790001,93.559998,2074900,87.376045
"345",93.949997,94.800003,93.580002,94.769997,1472800,88.506088
"346",94.209999,95.18,94.160004,95.040001,3344100,88.75824
"347",94.699997,95.57,94.080002,94.879997,3222000,88.60881
"348",95.57,96.07,94.5,95.300003,1694200,89.001045
"349",95.779999,96.370003,95.339996,95.709999,1336100,89.383957
"350",94.610001,95.07,94.050003,94.389999,3026100,88.151199
"351",94.510002,95.269997,93.989998,95.040001,1920700,88.75824
"352",94.93,95.5,94.540001,95.449997,1467900,89.141129
"353",94.68,95.32,93.879997,94.389999,3474600,88.151199
"354",93.07,96.980003,93,94.980003,3232400,88.702202
"355",95.910004,98.389999,95.550003,97.18,5076800,90.756805
"356",97.68,98.43,96.459999,98.400002,2301700,91.896156
"357",98.5,100.290001,97.43,99.980003,2619700,93.371719
"358",100.010002,100.919998,99.650002,100.639999,1869400,93.988098
"359",100.860001,102.150002,100.110001,102.099998,2183500,95.351593
"360",102.309998,103.589996,101.550003,101.959999,3660600,95.670624
"361",101.199997,101.309998,100,101.059998,2304800,94.826126
"362",100.860001,101.849998,100.699997,101.389999,1635500,95.13578
"363",101.580002,102.07,100.949997,102.019997,1998400,95.726921
"364",102.139999,102.220001,100.730003,101.050003,2064300,94.816765
"365",101.730003,102.980003,101.309998,101.699997,1855700,95.426651
"366",101.959999,101.959999,100.099998,101.5,3118200,95.239006
"367",100.449997,101.260002,99.830002,101.089996,1859100,94.854279
"368",99.5,100.129997,98.900002,100.059998,1759000,93.887833
"369",100.349998,101.07,99.779999,101,1419200,94.769829
"370",101.339996,101.339996,98.980003,99.160004,1691500,93.043335
"371",99.830002,99.879997,98.68,99.089996,6226500,92.977654
"372",98.139999,98.5,96.889999,98.150002,4653500,92.095634
"373",98.449997,99.410004,98.050003,98.709999,2365600,92.621094
"374",98.68,99.349998,96.440002,96.5,4415200,90.547409
"375",96.190002,96.690002,95.050003,95.949997,2349500,90.031349
"376",96.43,97.830002,95.75,95.919998,3116700,90.003204
"377",95.040001,96.370003,94.620003,96.309998,2058400,90.369141
"378",96.739998,96.839996,94.370003,94.510002,876000,88.680183
"379",95.330002,96.540001,94.93,96.400002,1977700,90.453583
"380",96.389999,97.410004,95.919998,97.199997,1551000,91.204247
"381",97.419998,97.860001,96.169998,97.18,1861300,91.185478
"382",97.410004,98.669998,97.019997,98.540001,2229000,92.461586
"383",97.400002,97.910004,95.970001,96.220001,1509700,90.284691
"384",96.18,98.580002,95.900002,98.400002,2328900,92.330223
"385",98.620003,98.739998,97.889999,98.120003,1130200,92.067482
"386",98.349998,98.389999,97.32,97.639999,1380000,91.617104
"387",96.970001,98.339996,96.459999,98.260002,1928500,92.19886
"388",98.529999,99.400002,98.470001,99.089996,1635200,92.977654
"389",98.790001,98.959999,97.400002,98.260002,1389500,92.19886
"390",98.019997,98.690002,97.300003,97.809998,1387500,91.776619
"391",97.389999,97.959999,96.330002,97.790001,1403700,91.757858
"392",98.040001,99.18,97.309998,97.449997,2964600,91.438828
"393",97.480003,98.150002,95.089996,96.550003,2612700,90.594337
"394",97.57,98.559998,96.730003,97.699997,2546000,91.673416
"395",98.089996,99.089996,96.709999,96.980003,2147600,90.997803
"396",97.57,97.57,95.010002,95.309998,2545000,89.430824
"397",95.68,96.860001,95.580002,96.139999,2500900,90.209641
"398",95.43,96.739998,95.43,96.040001,1717700,90.115791
"399",95,96.550003,94.75,96.190002,1711800,90.256546
"400",96.080002,96.699997,95.870003,96.559998,1017800,90.603729
"401",96.190002,97.419998,96.059998,97.379997,1322200,91.373138
"402",97.709999,98.690002,97.449997,98.589996,1128800,92.508499
"403",98.5,98.709999,97.940002,98.489998,1256600,92.41468
"404",98.540001,98.669998,97.739998,97.739998,1451100,91.710922
"405",95.330002,96.709999,94.080002,94.940002,2817400,89.083641
"406",95.190002,96.129997,94.839996,95.129997,1939300,89.261925
"407",95.580002,96.239998,94.82,94.849998,1761600,88.999199
"408",93.940002,94.519997,92.809998,93.760002,2022300,87.976448
"409",94.389999,95.07,93.959999,94.260002,1828700,88.44561
"410",93.459999,94.830002,92.669998,94.580002,2869400,88.745865
"411",94.790001,94.910004,93.239998,93.739998,2161000,87.957664
"412",94.059998,96.459999,93.419998,95.919998,4051300,90.003204
"413",92.550003,98.120003,92.050003,97.919998,7540400,91.879837
"414",98.290001,98.980003,97.239998,97.389999,2666100,91.382523
"415",98.059998,98.889999,97.440002,98.779999,2674800,92.686783
"416",99.290001,100.720001,99,100.07,2907200,93.897209
"417",100.610001,100.870003,99.459999,100.419998,3673300,94.225616
"418",100.419998,100.419998,99.75,100.169998,2370100,93.991035
"419",99.480003,100.169998,98.279999,98.57,1891700,92.935059
"420",98.209999,99.239998,98.199997,98.849998,1710000,93.199066
"421",97.489998,98.889999,97.110001,98.110001,4053200,92.501373
"422",98.120003,98.839996,97.489998,97.870003,2689000,92.275085
"423",97.449997,98.089996,96.110001,97.089996,2809800,91.539673
"424",94.860001,95.919998,93.589996,93.959999,5451300,88.588615
"425",94.559998,95.18,93.050003,94.589996,3120100,89.182594
"426",94.120003,94.389999,93.099998,93.25,3229900,87.919189
"427",92.099998,92.559998,89.349998,91.019997,5793600,85.816666
"428",92.190002,93.07,90.879997,92.400002,3516800,87.11779
"429",92.550003,93.43,92.089996,92.529999,2843300,87.240364
"430",92.110001,92.82,91.160004,91.309998,1976300,86.090103
"431",91.669998,92.470001,91.349998,91.860001,2354900,86.608665
"432",92.019997,92.809998,91.800003,92.580002,1843200,87.287498
"433",93.550003,95.660004,93.449997,95.099998,3494900,89.663429
"434",95.559998,95.699997,94.190002,94.559998,4416500,89.154305
"435",94.139999,95.370003,93.330002,95,2558800,89.569145
"436",92.400002,93.489998,90.550003,92.559998,6037200,87.268646
"437",92.400002,93.75,92.190002,92.32,3802500,87.042358
"438",92.309998,92.540001,91.610001,92.18,1963500,86.91037
"439",91.959999,92.519997,91.599998,92.459999,1650200,87.174347
"440",92.809998,93.389999,92.25,92.389999,1728800,87.10836
"441",92.199997,93.919998,92.110001,92.290001,1737100,87.014076
"442",91.709999,93.040001,90.860001,91.830002,2915000,86.580376
"443",91.139999,91.599998,89.57,89.989998,4047400,84.845558
"444",89,89.480003,86.260002,87.150002,5815600,82.167908
